,Ms Morena,Cupids Joy,Beautiful Taps,Mazi,Cat Tale Breeze,Valley Verde,Sweet Dynasty
16-12-2022 10:53:28.232903,"(11.0, 99999, 99990)","(8.0, 9.8, 8.68)","(31.0, 470.0, 183.33333333333334)","(3.1, 4.0, 3.9384615384615382)","(6.5, 7.2, 6.984615384615385)","(4.2, 6.2, 5.8875)","(4.2, 4.1, 4.042857142857143)"
16-12-2022 10:53:29.356233,"(12.0, 99999, 99990)","(8.0, 9.8, 8.68)","(31.0, 470.0, 183.33333333333334)","(3.1, 4.0, 4.007692307692308)","(6.5, 7.2, 6.984615384615385)","(4.2, 6.2, 5.8875)","(4.0, 4.1, 4.042857142857143)"
16-12-2022 10:53:30.490181,"(12.0, 99999, 99990)","(8.0, 9.8, 8.68)","(31.0, 470.0, 183.33333333333334)","(3.1, 4.1, 4.007692307692308)","(6.5, 7.2, 6.984615384615385)","(4.2, 6.2, 5.8875)","(4.0, 4.1, 4.042857142857143)"
16-12-2022 10:53:31.647391,"(12.0, 99999, 99990)","(8.0, 9.8, 8.68)","(31.0, 470.0, 183.33333333333334)","(3.1, 4.1, 4.007692307692308)","(6.5, 7.2, 6.984615384615385)","(4.2, 6.2, 5.8875)","(4.0, 4.1, 4.042857142857143)"
16-12-2022 10:53:32.856525,"(12.0, 99999, 99990)","(8.0, 9.8, 8.68)","(31.0, 470.0, 183.33333333333334)","(3.1, 4.1, 4.007692307692308)","(6.5, 7.2, 6.984615384615385)","(4.2, 6.2, 5.8875)","(4.0, 4.1, 4.042857142857143)"
16-12-2022 10:53:34.037743,"(12.0, 99999, 99990)","(8.0, 9.8, 8.68)","(31.0, 470.0, 169.66666666666666)","(3.1, 4.1, 4.007692307692308)","(6.5, 7.2, 6.984615384615385)","(4.2, 6.2, 5.8875)","(4.0, 4.1, 4.042857142857143)"
16-12-2022 10:53:35.239893,"(12.0, 99999, 99990)","(8.0, 10.5, 8.61)","(31.0, 470.0, 350.0)","(3.1, 4.1, 4.007692307692308)","(6.5, 7.2, 6.984615384615385)","(4.2, 6.2, 5.8875)","(4.0, 4.1, 4.042857142857143)"
16-12-2022 10:53:36.387608,"(12.0, 99999, 99990)","(8.0, 10.5, 8.61)","(31.0, 460.0, 350.0)","(3.1, 4.1, 4.007692307692308)","(6.5, 7.2, 6.984615384615385)","(4.2, 6.2, 5.8875)","(4.0, 4.1, 4.042857142857143)"
16-12-2022 10:53:37.505723,"(12.0, 99999, 99990)","(8.0, 10.0, 9.688888888888888)","(31.0, 460.0, 239.75)","(3.1, 4.1, 4.007692307692308)","(6.5, 7.2, 6.984615384615385)","(4.2, 6.2, 5.8875)","(4.0, 4.1, 4.042857142857143)"
16-12-2022 10:53:38.667915,"(12.0, 99999, 99990)","(8.0, 9.6, 8.8)","(31.0, 460.0, 350.0)","(3.1, 4.1, 4.042857142857143)","(6.5, 7.2, 6.984615384615385)","(4.2, 6.2, 5.8875)","(4.0, 4.1, 4.0)"
16-12-2022 10:53:39.811163,"(12.0, 99999, 99990)","(8.0, 9.4, 8.733333333333334)","(31.0, 460.0, 350.0)","(3.1, 4.1, 4.042857142857143)","(6.5, 7.2, 6.984615384615385)","(4.2, 6.2, 5.8875)","(4.0, 4.1, 4.0)"
16-12-2022 10:53:41.005012,"(12.0, 99999, 99990)","(8.0, 9.4, 8.8)","(31.0, 460.0, 239.75)","(3.1, 4.1, 4.042857142857143)","(6.5, 7.2, 6.984615384615385)","(4.2, 6.2, 5.8875)","(4.0, 4.1, 4.0)"
16-12-2022 10:53:42.175787,"(12.0, 99999, 99990)","(8.0, 9.4, 8.8)","(31.0, 460.0, 350.0)","(3.1, 4.1, 4.042857142857143)","(6.5, 7.2, 6.984615384615385)","(4.2, 6.2, 5.8875)","(4.0, 4.1, 4.0)"
16-12-2022 10:53:43.344580,"(12.0, 99999, 99990)","(8.0, 9.4, 8.8)","(31.0, 460.0, 350.0)","(3.1, 4.1, 4.042857142857143)","(6.5, 7.2, 6.984615384615385)","(4.2, 6.2, 5.8875)","(4.0, 4.1, 4.0)"
16-12-2022 10:53:44.443958,"(12.0, 99999, 99990)","(8.0, 9.4, 8.8)","(31.0, 460.0, 166.66666666666666)","(3.1, 4.1, 4.126315789473684)","(6.5, 7.2, 6.888888888888888)","(4.2, 6.2, 6.2250000000000005)","(4.0, 4.1, 3.9454545454545458)"
16-12-2022 10:53:45.605940,"(12.0, 99999, 99990)","(8.0, 9.4, 8.4)","(31.0, 460.0, 166.33333333333334)","(3.1, 4.3, 4.126315789473684)","(6.5, 7.2, 6.888888888888888)","(4.2, 6.4, 5.9625)","(4.0, 4.2, 3.9454545454545458)"
16-12-2022 10:53:46.758405,"(12.0, 99999, 99990)","(8.0, 9.4, 9.021052631578947)","(31.0, 460.0, 166.33333333333334)","(3.1, 4.3, 4.126315789473684)","(6.5, 7.2, 6.888888888888888)","(4.2, 6.4, 5.9625)","(4.0, 4.2, 3.9454545454545458)"
16-12-2022 10:53:48.096883,"(13.0, 99999, 99990)","(7.5, 9.4, 8.4)","(31.0, 460.0, 166.33333333333334)","(3.2, 4.3, 4.126315789473684)","(6.0, 7.2, 6.888888888888888)","(4.4, 6.4, 6.2250000000000005)","(3.8, 4.2, 3.9454545454545458)"
16-12-2022 10:53:49.379160,"(13.0, 99999, 99990)","(7.5, 9.4, 8.4)","(31.0, 460.0, 166.33333333333334)","(3.2, 4.3, 4.126315789473684)","(6.0, 7.2, 6.888888888888888)","(4.4, 6.4, 6.2250000000000005)","(3.8, 4.2, 3.9)"
16-12-2022 10:53:50.592183,"(13.0, 99999, 99990)","(7.5, 9.4, 8.4)","(31.0, 460.0, 166.33333333333334)","(3.2, 4.3, 4.126315789473684)","(6.0, 7.2, 6.888888888888888)","(4.4, 6.4, 6.2250000000000005)","(3.8, 4.2, 3.9)"
16-12-2022 10:53:51.867231,"(13.0, 99999, 99990)","(7.5, 9.4, 7.9714285714285715)","(31.0, 460.0, 166.33333333333334)","(3.2, 4.3, 4.126315789473684)","(6.0, 7.2, 6.888888888888888)","(4.4, 6.4, 6.2250000000000005)","(3.8, 4.2, 3.925)"
16-12-2022 10:53:53.133777,"(13.0, 99999, 99990)","(7.5, 9.4, 7.9714285714285715)","(31.0, 460.0, 166.33333333333334)","(3.2, 4.3, 4.126315789473684)","(6.0, 7.2, 6.888888888888888)","(4.4, 6.4, 6.2250000000000005)","(3.8, 4.1, 3.925)"
16-12-2022 10:53:54.483703,"(13.0, 99999, 99990)","(7.5, 9.4, 7.9714285714285715)","(31.0, 460.0, 166.33333333333334)","(3.2, 4.3, 4.126315789473684)","(6.0, 7.2, 6.9)","(4.4, 6.4, 6.2250000000000005)","(3.8, 4.1, 3.925)"
16-12-2022 10:53:55.734027,"(13.0, 99999, 99990)","(7.5, 9.4, 7.9714285714285715)","(31.0, 460.0, 81.0)","(3.2, 4.3, 4.126315789473684)","(6.0, 7.2, 6.9)","(4.4, 6.4, 6.2250000000000005)","(3.8, 4.1, 3.925)"
16-12-2022 10:53:56.945839,"(13.0, 99999, 99990)","(7.5, 9.4, 7.9714285714285715)","(31.0, 450.0, 81.0)","(3.2, 4.3, 4.126315789473684)","(6.0, 7.2, 6.9)","(4.4, 6.4, 6.2250000000000005)","(3.8, 4.1, 3.925)"
16-12-2022 10:53:58.239028,"(13.0, 99999, 99990)","(7.5, 9.4, 7.9714285714285715)","(31.0, 450.0, 81.0)","(3.2, 4.3, 4.126315789473684)","(6.0, 7.2, 6.9)","(4.4, 6.4, 6.2250000000000005)","(3.8, 4.1, 3.925)"
16-12-2022 10:53:59.748891,"(13.0, 99999, 99990)","(7.5, 9.4, 7.9714285714285715)","(31.0, 450.0, 235.0)","(3.2, 4.3, 4.126315789473684)","(6.0, 7.2, 6.9)","(4.4, 6.4, 6.2250000000000005)","(3.8, 4.1, 3.925)"
16-12-2022 10:54:01.155695,"(13.0, 99999, 99990)","(7.5, 9.4, 7.763636363636364)","(31.0, 450.0, 229.75)","(3.2, 4.3, 4.126315789473684)","(6.0, 7.2, 6.9)","(4.4, 6.4, 6.2250000000000005)","(3.8, 4.1, 3.7888888888888888)"
16-12-2022 10:54:02.780562,"(13.0, 99999, 99990)","(7.5, 9.4, 8.472727272727273)","(31.0, 440.0, 380.0)","(3.2, 4.3, 4.141176470588236)","(6.0, 7.2, 6.925)","(4.4, 6.4, 5.933333333333334)","(3.8, 4.1, 3.888888888888889)"
16-12-2022 10:54:04.258013,"(13.0, 99999, 99990)","(7.5, 9.2, 8.485714285714286)","(31.0, 440.0, 229.75)","(3.2, 4.2, 4.141176470588236)","(6.0, 7.2, 6.925)","(4.4, 6.4, 5.933333333333334)","(3.8, 4.0, 3.888888888888889)"
16-12-2022 10:54:05.598507,"(13.0, 99999, 99990)","(7.5, 9.2, 8.745454545454544)","(31.0, 440.0, 229.75)","(3.2, 4.2, 4.141176470588236)","(6.0, 7.2, 6.925)","(4.4, 6.4, 5.933333333333334)","(3.8, 4.0, 3.888888888888889)"
16-12-2022 10:54:07.043794,"(13.0, 99999, 99990)","(7.5, 9.2, 8.745454545454544)","(31.0, 440.0, 229.75)","(3.2, 4.2, 4.141176470588236)","(6.0, 7.2, 6.925)","(4.4, 6.4, 5.933333333333334)","(3.8, 4.0, 3.888888888888889)"
16-12-2022 10:54:08.420880,"(13.0, 99999, 99990)","(7.5, 9.2, 8.745454545454544)","(31.0, 440.0, 229.75)","(3.2, 4.2, 4.141176470588236)","(6.0, 7.2, 6.925)","(4.4, 6.4, 5.933333333333334)","(3.8, 4.0, 3.888888888888889)"
16-12-2022 10:54:09.763517,"(13.0, 99999, 99990)","(7.5, 9.2, 8.745454545454544)","(31.0, 440.0, 229.75)","(3.2, 4.2, 4.141176470588236)","(6.0, 7.2, 6.925)","(4.4, 6.4, 5.933333333333334)","(3.8, 4.0, 3.888888888888889)"
16-12-2022 10:54:11.096562,"(13.0, 99999, 99990)","(7.5, 9.2, 9.057142857142857)","(31.0, 440.0, 229.75)","(3.2, 4.2, 4.141176470588236)","(6.0, 7.2, 6.925)","(4.4, 6.4, 5.933333333333334)","(3.8, 4.0, 3.888888888888889)"
16-12-2022 10:54:12.444825,"(13.0, 99999, 99990)","(7.5, 9.2, 9.057142857142857)","(31.0, 440.0, 380.0)","(3.2, 4.2, 4.141176470588236)","(6.0, 7.2, 6.925)","(4.4, 6.4, 5.933333333333334)","(3.8, 4.0, 3.888888888888889)"
16-12-2022 10:54:13.940693,"(13.0, 99999, 99990)","(7.5, 9.2, 9.057142857142857)","(31.0, 440.0, 380.0)","(3.2, 4.2, 4.141176470588236)","(6.0, 7.2, 6.925)","(4.4, 6.4, 5.933333333333334)","(3.8, 4.0, 3.888888888888889)"
16-12-2022 10:54:15.350038,"(13.0, 99999, 99990)","(7.5, 9.2, 9.057142857142857)","(31.0, 440.0, 370.16666666666663)","(3.2, 4.2, 4.141176470588236)","(6.0, 7.2, 6.925)","(4.4, 6.4, 5.933333333333334)","(3.8, 4.0, 3.888888888888889)"
16-12-2022 10:54:16.749596,"(13.0, 99999, 99990)","(7.5, 9.2, 8.725)","(31.0, 440.0, 83.14285714285714)","(3.2, 4.2, 4.141176470588236)","(6.0, 7.2, 6.925)","(4.4, 6.4, 5.933333333333334)","(3.8, 4.0, 3.888888888888889)"
16-12-2022 10:54:18.237848,"(13.0, 99999, 99990)","(7.5, 9.6, 8.725)","(31.0, 450.0, 83.14285714285714)","(3.2, 4.2, 4.141176470588236)","(6.0, 7.2, 6.925)","(4.4, 6.4, 5.933333333333334)","(3.8, 4.0, 3.888888888888889)"
16-12-2022 10:54:19.918301,"(13.0, 99999, 99990)","(7.5, 9.6, 8.725)","(31.0, 450.0, 83.14285714285714)","(3.2, 4.2, 4.141176470588236)","(6.0, 7.2, 6.925)","(4.4, 6.4, 5.933333333333334)","(3.8, 4.0, 3.888888888888889)"
16-12-2022 10:54:21.514413,"(13.0, 99999, 99990)","(7.5, 9.6, 8.725)","(31.0, 450.0, 83.14285714285714)","(3.2, 4.2, 4.141176470588236)","(6.0, 7.2, 6.925)","(4.4, 6.4, 5.933333333333334)","(3.8, 4.0, 3.8020833333333335)"
16-12-2022 10:54:22.859693,"(13.0, 99999, 99990)","(7.5, 9.6, 8.725)","(31.0, 450.0, 83.14285714285714)","(3.2, 4.2, 4.141176470588236)","(6.0, 7.2, 6.925)","(4.4, 6.4, 5.933333333333334)","(3.8, 4.0, 3.8020833333333335)"
16-12-2022 10:54:24.095542,"(13.0, 99999, 99990)","(7.5, 9.6, 8.725)","(31.0, 450.0, 83.14285714285714)","(3.2, 4.2, 4.141176470588236)","(6.0, 7.2, 6.925)","(4.4, 6.4, 5.933333333333334)","(3.8, 4.0, 3.8020833333333335)"
16-12-2022 10:54:25.397137,"(13.0, 99999, 99990)","(7.5, 9.6, 8.92)","(31.0, 450.0, 83.14285714285714)","(3.2, 4.2, 4.141176470588236)","(6.0, 7.2, 6.955555555555556)","(4.4, 6.4, 6.072727272727272)","(3.8, 4.0, 3.8020833333333335)"
16-12-2022 10:54:26.622893,"(13.0, 99999, 99990)","(7.5, 9.4, 8.733333333333334)","(31.0, 450.0, 83.14285714285714)","(3.2, 4.2, 4.141176470588236)","(6.0, 7.2, 6.955555555555556)","(4.4, 6.4, 6.072727272727272)","(3.8, 4.0, 3.8020833333333335)"
16-12-2022 10:54:27.888351,"(13.0, 99999, 99990)","(7.5, 9.4, 8.733333333333334)","(31.0, 450.0, 83.14285714285714)","(3.2, 4.2, 4.141176470588236)","(6.0, 7.2, 6.955555555555556)","(4.4, 6.4, 6.072727272727272)","(3.8, 4.0, 3.8020833333333335)"
16-12-2022 10:54:29.107462,"(13.0, 99999, 99990)","(7.5, 9.4, 8.733333333333334)","(31.0, 450.0, 83.14285714285714)","(3.2, 4.2, 4.141176470588236)","(6.0, 7.2, 6.955555555555556)","(4.4, 6.4, 6.072727272727272)","(3.8, 4.0, 3.8020833333333335)"
16-12-2022 10:54:30.326461,"(13.0, 99999, 99990)","(7.5, 9.4, 8.733333333333334)","(31.0, 450.0, 83.14285714285714)","(3.2, 4.2, 4.141176470588236)","(6.0, 7.2, 6.955555555555556)","(4.4, 6.4, 6.072727272727272)","(3.8, 4.0, 3.8020833333333335)"
16-12-2022 10:54:31.585073,"(13.0, 99999, 99990)","(7.5, 9.2, 8.8)","(31.0, 450.0, 83.14285714285714)","(3.2, 4.2, 4.141176470588236)","(6.0, 7.2, 6.955555555555556)","(4.4, 6.4, 6.072727272727272)","(3.8, 4.0, 3.8020833333333335)"
16-12-2022 10:54:32.828947,"(13.0, 99999, 99990)","(7.5, 9.2, 8.8)","(31.0, 450.0, 83.14285714285714)","(3.2, 4.2, 4.141176470588236)","(6.0, 7.2, 6.955555555555556)","(4.4, 6.4, 6.072727272727272)","(3.8, 4.0, 3.8020833333333335)"
16-12-2022 10:54:34.094311,"(13.0, 99999, 99990)","(7.5, 9.2, 8.571428571428571)","(31.0, 450.0, 83.14285714285714)","(3.2, 4.2, 4.141176470588236)","(6.0, 7.2, 6.955555555555556)","(4.4, 6.4, 6.072727272727272)","(3.8, 4.0, 3.8020833333333335)"
16-12-2022 10:54:35.385177,"(13.0, 99999, 99990)","(7.5, 9.0, 8.571428571428571)","(31.0, 450.0, 83.14285714285714)","(3.2, 4.2, 4.141176470588236)","(6.0, 7.2, 6.955555555555556)","(4.4, 6.4, 6.072727272727272)","(3.8, 4.0, 3.8020833333333335)"
16-12-2022 10:54:36.626758,"(13.0, 99999, 99990)","(7.5, 9.0, 8.571428571428571)","(31.0, 450.0, 83.14285714285714)","(3.2, 4.2, 4.42)","(6.0, 7.2, 6.955555555555556)","(4.4, 6.4, 6.072727272727272)","(3.8, 4.0, 3.861111111111111)"
16-12-2022 10:54:37.816311,"(13.0, 99999, 99990)","(7.5, 9.0, 8.571428571428571)","(31.0, 450.0, 83.14285714285714)","(3.2, 4.9, 4.52)","(6.0, 7.2, 6.955555555555556)","(4.4, 6.4, 6.072727272727272)","(3.8, 3.95, 3.861111111111111)"
16-12-2022 10:54:38.945425,"(13.0, 99999, 99990)","(7.5, 9.0, 8.571428571428571)","(31.0, 450.0, 83.14285714285714)","(3.2, 4.8, 4.5)","(6.0, 7.2, 6.955555555555556)","(4.4, 6.4, 6.072727272727272)","(3.8, 3.95, 3.861111111111111)"
16-12-2022 10:54:40.109933,"(13.0, 99999, 99990)","(7.5, 9.0, 8.571428571428571)","(31.0, 450.0, 83.14285714285714)","(3.2, 4.8, 4.566666666666666)","(6.0, 7.2, 6.955555555555556)","(4.4, 6.4, 6.072727272727272)","(3.8, 3.95, 3.861111111111111)"
16-12-2022 10:54:41.276541,"(13.0, 99999, 99990)","(7.5, 9.0, 8.571428571428571)","(31.0, 450.0, 83.14285714285714)","(3.2, 4.8, 4.566666666666666)","(6.0, 7.2, 6.955555555555556)","(4.4, 6.4, 6.072727272727272)","(3.8, 3.95, 3.861111111111111)"
16-12-2022 10:54:42.435121,"(13.0, 99999, 99990)","(7.5, 9.0, 8.571428571428571)","(31.0, 450.0, 83.14285714285714)","(3.2, 4.8, 4.566666666666666)","(6.0, 7.2, 6.955555555555556)","(4.4, 6.4, 6.072727272727272)","(3.8, 3.95, 3.7976190476190474)"
16-12-2022 10:54:43.594113,"(13.0, 99999, 99990)","(7.5, 9.0, 8.571428571428571)","(31.0, 450.0, 83.14285714285714)","(3.2, 4.8, 4.566666666666666)","(6.0, 7.2, 6.955555555555556)","(4.4, 6.4, 6.072727272727272)","(3.8, 3.95, 3.7976190476190474)"
16-12-2022 10:54:44.731118,"(13.0, 99999, 99990)","(7.5, 9.0, 8.571428571428571)","(31.0, 450.0, 83.14285714285714)","(3.2, 4.8, 4.566666666666666)","(6.0, 7.2, 6.955555555555556)","(4.4, 6.4, 6.072727272727272)","(3.8, 3.95, 3.7976190476190474)"
16-12-2022 10:54:45.915550,"(13.0, 99999, 99990)","(7.5, 9.0, 8.571428571428571)","(31.0, 450.0, 83.14285714285714)","(3.2, 4.8, 4.5)","(6.0, 7.2, 6.955555555555556)","(4.4, 6.4, 6.1230769230769235)","(3.8, 3.95, 3.7976190476190474)"
16-12-2022 10:54:47.065858,"(13.0, 99999, 99990)","(7.5, 9.0, 8.52)","(31.0, 450.0, 83.14285714285714)","(3.2, 4.8, 4.5)","(6.0, 7.2, 6.955555555555556)","(4.4, 6.4, 6.1230769230769235)","(3.8, 3.95, 3.7976190476190474)"
16-12-2022 10:54:48.170170,"(13.0, 99999, 99990)","(7.5, 9.0, 8.52)","(31.0, 450.0, 83.14285714285714)","(3.2, 4.8, 4.704)","(6.0, 7.2, 6.955555555555556)","(4.4, 6.4, 6.1230769230769235)","(3.8, 3.95, 3.7976190476190474)"
16-12-2022 10:54:49.262888,"(13.0, 99999, 99990)","(7.5, 9.0, 8.52)","(31.0, 450.0, 83.14285714285714)","(3.2, 4.8, 4.704)","(6.0, 7.2, 6.955555555555556)","(4.4, 6.4, 6.1230769230769235)","(3.8, 3.95, 3.7976190476190474)"
16-12-2022 10:54:50.327436,"(12.0, 99999, 99990)","(7.5, 9.0, 8.52)","(31.0, 450.0, 83.14285714285714)","(3.3, 4.8, 4.704)","(6.0, 7.2, 6.955555555555556)","(4.6, 6.4, 6.1230769230769235)","(3.7, 3.95, 3.7976190476190474)"
16-12-2022 10:54:51.424760,"(12.0, 99999, 99990)","(7.5, 9.0, 8.52)","(31.0, 450.0, 83.14285714285714)","(3.3, 4.8, 4.704)","(6.0, 7.2, 6.955555555555556)","(4.6, 6.4, 6.1230769230769235)","(3.7, 3.95, 3.7976190476190474)"
16-12-2022 10:54:52.534791,"(12.0, 99999, 99990)","(7.5, 9.0, 8.52)","(31.0, 450.0, 83.14285714285714)","(3.3, 4.8, 4.704)","(6.0, 7.2, 6.955555555555556)","(4.6, 6.4, 6.1230769230769235)","(3.7, 3.95, 3.7976190476190474)"
16-12-2022 10:54:53.598585,"(12.0, 99999, 99990)","(7.5, 9.0, 8.52)","(31.0, 450.0, 83.14285714285714)","(3.3, 4.8, 4.704)","(6.0, 7.2, 6.955555555555556)","(4.6, 6.4, 6.1230769230769235)","(3.7, 3.95, 3.7976190476190474)"
16-12-2022 10:54:54.653140,"(12.0, 99999, 99990)","(7.5, 9.0, 8.52)","(31.0, 450.0, 83.14285714285714)","(3.3, 4.8, 4.704)","(6.0, 7.2, 6.955555555555556)","(4.6, 6.4, 6.1230769230769235)","(3.7, 3.95, 3.7976190476190474)"
16-12-2022 10:54:55.719200,"(12.0, 99999, 99990)","(7.5, 9.0, 8.52)","(31.0, 450.0, 83.14285714285714)","(3.3, 4.8, 4.704)","(6.0, 7.2, 6.955555555555556)","(4.6, 6.4, 6.1230769230769235)","(3.7, 3.95, 3.7976190476190474)"
16-12-2022 10:54:56.681205,"(12.0, 99999, 99990)","(7.5, 9.0, 8.52)","(31.0, 450.0, 83.14285714285714)","(3.3, 4.8, 4.704)","(6.0, 7.2, 6.955555555555556)","(4.6, 6.4, 6.1230769230769235)","(3.7, 3.95, 3.7976190476190474)"
16-12-2022 10:54:57.685741,"(12.0, 99999, 99990)","(7.5, 9.0, 8.52)","(31.0, 450.0, 83.14285714285714)","(3.3, 4.8, 4.704)","(6.0, 7.2, 6.955555555555556)","(4.6, 6.4, 6.1230769230769235)","(3.7, 3.95, 3.8333333333333335)"
16-12-2022 10:54:58.735275,"(12.0, 99999, 99990)","(7.5, 9.0, 8.885714285714286)","(31.0, 450.0, 83.14285714285714)","(3.3, 4.6, 4.3999999999999995)","(6.0, 7.2, 6.955555555555556)","(4.6, 6.4, 6.1230769230769235)","(3.7, 3.9, 3.78)"
16-12-2022 10:54:59.769174,"(12.0, 99999, 99990)","(7.5, 9.0, 8.885714285714286)","(31.0, 450.0, 83.14285714285714)","(3.3, 4.6, 4.3999999999999995)","(6.0, 7.2, 6.955555555555556)","(4.6, 6.4, 6.1230769230769235)","(3.7, 3.9, 3.78)"
16-12-2022 10:55:00.748942,"(12.0, 99999, 99990)","(7.5, 9.0, 8.885714285714286)","(31.0, 450.0, 83.14285714285714)","(3.3, 4.6, 4.3999999999999995)","(6.0, 7.2, 6.955555555555556)","(4.6, 6.4, 6.1230769230769235)","(3.7, 3.9, 3.78)"
16-12-2022 10:55:01.712927,"(12.0, 99999, 99990)","(7.5, 9.0, 8.885714285714286)","(31.0, 440.0, 231.0)","(3.3, 4.6, 4.3999999999999995)","(6.0, 7.2, 6.955555555555556)","(4.6, 6.4, 6.1230769230769235)","(3.7, 3.9, 3.78)"
16-12-2022 10:55:02.714275,"(12.0, 99999, 99990)","(7.5, 9.0, 8.885714285714286)","(31.0, 440.0, 231.0)","(3.3, 4.6, 4.3999999999999995)","(6.0, 7.2, 6.955555555555556)","(4.6, 6.4, 6.1230769230769235)","(3.7, 3.9, 3.78)"
16-12-2022 10:55:03.792863,"(12.0, 99999, 99990)","(7.5, 9.0, 8.885714285714286)","(31.0, 440.0, 231.0)","(3.3, 4.6, 4.3999999999999995)","(6.0, 7.2, 6.955555555555556)","(4.6, 6.4, 6.1230769230769235)","(3.7, 3.9, 3.78)"
16-12-2022 10:55:04.879201,"(12.0, 99999, 99990)","(7.5, 9.0, 8.885714285714286)","(31.0, 440.0, 231.0)","(3.3, 4.6, 4.3999999999999995)","(6.0, 7.2, 6.955555555555556)","(4.6, 6.4, 6.1230769230769235)","(3.7, 3.9, 3.78)"
16-12-2022 10:55:05.908824,"(12.0, 99999, 99990)","(7.5, 9.0, 8.885714285714286)","(31.0, 440.0, 231.0)","(3.3, 4.6, 4.3999999999999995)","(6.0, 7.2, 6.955555555555556)","(4.6, 6.4, 6.1230769230769235)","(3.7, 3.9, 3.78)"
16-12-2022 10:55:06.930064,"(12.0, 99999, 99990)","(7.5, 9.0, 8.885714285714286)","(31.0, 440.0, 231.0)","(3.3, 4.6, 4.3999999999999995)","(6.0, 7.2, 6.955555555555556)","(4.6, 6.4, 6.1230769230769235)","(3.7, 3.9, 3.7578947368421054)"
16-12-2022 10:55:07.922442,"(12.0, 99999, 99990)","(7.5, 9.0, 8.885714285714286)","(31.0, 440.0, 231.0)","(3.3, 4.6, 4.3999999999999995)","(6.0, 7.2, 6.955555555555556)","(4.6, 6.4, 6.1230769230769235)","(3.7, 3.9, 3.7578947368421054)"
16-12-2022 10:55:08.977960,"(12.0, 99999, 99990)","(7.5, 9.0, 8.885714285714286)","(31.0, 440.0, 231.0)","(3.3, 4.6, 4.3999999999999995)","(6.0, 7.2, 6.955555555555556)","(4.6, 6.4, 6.1230769230769235)","(3.7, 3.9, 3.7578947368421054)"
16-12-2022 10:55:10.079283,"(12.0, 99999, 99990)","(7.5, 9.0, 8.885714285714286)","(31.0, 440.0, 231.0)","(3.3, 4.6, 4.3999999999999995)","(6.0, 7.2, 6.955555555555556)","(4.6, 6.4, 6.1230769230769235)","(3.7, 3.9, 3.7578947368421054)"
16-12-2022 10:55:11.281765,"(12.0, 99999, 99990)","(7.5, 9.0, 8.885714285714286)","(31.0, 440.0, 231.0)","(3.3, 4.6, 4.3999999999999995)","(6.0, 7.2, 6.7875)","(4.6, 6.4, 6.1230769230769235)","(3.7, 3.9, 3.7578947368421054)"
16-12-2022 10:55:12.394060,"(12.0, 99999, 99990)","(7.5, 9.0, 8.885714285714286)","(31.0, 440.0, 231.0)","(3.3, 4.6, 4.3999999999999995)","(6.0, 7.2, 6.833333333333333)","(4.6, 6.4, 6.1230769230769235)","(3.7, 3.9, 3.7578947368421054)"
16-12-2022 10:55:13.538806,"(12.0, 99999, 99990)","(7.5, 9.0, 8.885714285714286)","(31.0, 440.0, 231.0)","(3.3, 4.6, 4.3999999999999995)","(6.0, 7.2, 6.833333333333333)","(4.6, 6.4, 6.1230769230769235)","(3.7, 3.9, 3.7578947368421054)"
16-12-2022 10:55:14.704147,"(12.0, 99999, 99990)","(7.5, 9.0, 8.885714285714286)","(31.0, 440.0, 231.0)","(3.3, 4.6, 4.3999999999999995)","(6.0, 7.2, 6.833333333333333)","(4.6, 6.4, 6.1230769230769235)","(3.7, 3.9, 3.7578947368421054)"
16-12-2022 10:55:15.868653,"(12.0, 99999, 99990)","(7.5, 9.0, 8.885714285714286)","(31.0, 440.0, 231.0)","(3.3, 4.6, 4.3999999999999995)","(6.0, 7.2, 6.833333333333333)","(4.6, 6.4, 6.1230769230769235)","(3.7, 3.9, 3.7578947368421054)"
16-12-2022 10:55:17.004431,"(12.0, 99999, 99990)","(7.5, 9.0, 8.885714285714286)","(31.0, 440.0, 231.0)","(3.3, 4.6, 4.3999999999999995)","(6.0, 7.2, 6.833333333333333)","(4.6, 6.4, 6.1230769230769235)","(3.7, 3.9, 3.7578947368421054)"
16-12-2022 10:55:18.103312,"(12.0, 99999, 99990)","(7.5, 9.0, 8.885714285714286)","(31.0, 450.0, 83.14285714285714)","(3.3, 4.6, 4.3999999999999995)","(6.0, 7.2, 6.833333333333333)","(4.6, 6.4, 6.1230769230769235)","(3.7, 3.9, 3.7578947368421054)"
16-12-2022 10:55:19.179103,"(12.0, 99999, 99990)","(7.5, 9.0, 8.885714285714286)","(31.0, 450.0, 83.14285714285714)","(3.3, 4.6, 4.3999999999999995)","(6.0, 7.2, 6.833333333333333)","(4.6, 6.4, 6.1230769230769235)","(3.7, 3.9, 3.7578947368421054)"
16-12-2022 10:55:20.297037,"(12.0, 99999, 99990)","(7.5, 9.0, 8.885714285714286)","(31.0, 450.0, 83.14285714285714)","(3.3, 4.6, 4.3999999999999995)","(6.0, 7.2, 6.833333333333333)","(4.6, 6.4, 6.1230769230769235)","(3.7, 3.9, 3.7578947368421054)"
