,Lala Noel,Hailey Lainey,Especial Pip,You Yang Yaala,Amlin Princess,No Holds Barred,Sailors Girl,Alfie Solomon
09-01-2023 11:39:38.058602,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:39:39.245572,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:39:40.408865,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:39:41.558513,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:39:42.722969,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:39:43.862989,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:39:45.036972,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:39:46.138017,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:39:47.304240,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:39:48.459969,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:39:49.523935,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:39:50.590731,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:39:51.552818,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:39:52.542685,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:39:53.607004,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:39:54.732451,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:39:55.833716,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:39:57.002474,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:39:58.164619,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:39:59.305564,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:00.526752,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:01.738131,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:02.915271,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:04.127262,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:05.303405,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:06.511153,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:07.695067,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:08.864208,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:10.058084,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:11.203789,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:12.337734,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:13.524600,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:14.656866,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:15.757139,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:16.891429,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:18.011750,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:19.152982,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:20.272017,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:21.400024,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:22.522791,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:23.645228,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:24.716804,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:25.732400,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:26.686633,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:27.696266,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:28.784596,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:29.876706,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:30.960593,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:32.053079,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:33.160046,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:34.266316,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:35.388717,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:36.527353,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:37.683139,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:38.886301,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:40.087446,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:41.266741,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:42.464172,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:43.656566,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:44.877412,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:46.072462,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:47.271562,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:48.473423,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:49.648930,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:50.838572,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:52.002950,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:53.144541,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:54.297787,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:55.405845,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:56.481468,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:57.549958,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:58.551356,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:40:59.530430,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:41:00.576873,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:41:01.657396,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:41:02.727983,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:41:03.892095,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:41:05.038828,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:41:06.194630,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:41:07.398009,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
09-01-2023 11:41:08.509700,"(5.5, 12.5, 6.38)","(9.0, 19.0, 10.333333333333332)","(3.7, 5.9, 4.969791666666667)","(8.0, 20.0, 10.0)","(5.0, 10.5, 9.866666666666667)","(5.0, 10.5, 8.892307692307693)","(7.5, 15.5, 12.368421052631579)","(8.0, 17.0, 9.114285714285714)"
