,Lala Noel,Hailey Lainey,Especial Pip,You Yang Yaala,Amlin Princess,No Holds Barred,Sailors Girl,Alfie Solomon
09-01-2023 11:43:50.492357,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.5)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:43:51.653007,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.5)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:43:52.824312,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.5)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:43:54.016312,"(5.5, 11.5, 7.15)","(9.0, 20.0, 17.409090909090907)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:43:55.241752,"(5.5, 11.5, 7.15)","(9.0, 20.0, 17.409090909090907)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:43:56.392305,"(5.5, 11.5, 7.15)","(9.0, 20.0, 17.285714285714285)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:43:57.503977,"(5.5, 11.5, 7.15)","(9.0, 20.0, 17.285714285714285)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:43:58.621550,"(5.5, 11.5, 7.15)","(9.0, 20.0, 17.285714285714285)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:43:59.636505,"(5.5, 11.5, 7.15)","(9.0, 20.0, 17.285714285714285)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:00.713082,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:01.903139,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:03.063813,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:04.205714,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:05.408095,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:06.568101,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:07.945757,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:09.413813,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:10.722078,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:12.046139,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:13.291994,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:14.427786,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:15.579286,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:16.680347,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:17.761583,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:18.838679,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:19.942092,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:21.049272,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:22.221739,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:23.390930,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:24.533411,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:25.757907,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:26.950343,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:28.110543,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:29.191391,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:30.295945,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:31.433016,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:32.524052,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:33.635380,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:34.762002,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:35.878235,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:37.023105,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:38.128145,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:39.225383,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:40.376229,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:41.516050,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:42.668284,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:43.817733,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:44.983732,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:46.154192,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:47.328678,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:48.457654,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:49.613630,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:50.711059,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:51.772486,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:52.885743,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:54.014475,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:55.097770,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:56.270796,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:57.422488,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:58.591380,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:44:59.870583,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:45:01.079573,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:45:02.277167,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:45:03.617089,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:45:04.802939,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:45:06.235067,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:45:07.436056,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:45:08.550713,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:45:09.699303,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:45:10.775036,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:45:11.871850,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:45:13.037894,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:45:14.168521,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:45:15.338953,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:45:16.460889,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:45:17.602389,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:45:18.762336,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:45:19.889992,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:45:20.990470,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:45:22.048443,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
09-01-2023 11:45:23.111189,"(5.5, 11.5, 7.15)","(9.0, 20.0, 10.666666666666668)","(3.7, 6.0, 5.1647727272727275)","(8.0, 20.0, 10.0)","(5.0, 8.2, 8.052173913043477)","(5.0, 8.0, 7.515151515151516)","(7.5, 14.0, 9.466666666666667)","(8.0, 14.0, 9.866666666666667)"
