,Akina Crusader,Dr Cinny,Myall Sparrow,Dr Whitlee,Early Boy,Dr Audrey,Rapidfire Serena
11-01-2023 18:11:21.493350,"(2.1, 3.15, 2.121153846153846)","(13.0, 30.0, 25.5)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:11:22.646850,"(2.1, 3.15, 2.121153846153846)","(13.0, 30.0, 25.5)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:11:23.783018,"(2.1, 3.15, 2.121153846153846)","(13.0, 30.0, 25.5)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:11:24.910405,"(2.1, 3.15, 2.121153846153846)","(13.0, 30.0, 25.5)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:11:26.004177,"(2.1, 3.15, 2.121153846153846)","(13.0, 30.0, 25.5)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:11:27.291206,"(2.1, 3.15, 2.121153846153846)","(13.0, 30.0, 25.5)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:11:28.485575,"(2.1, 3.15, 2.121153846153846)","(13.0, 30.0, 25.5)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:11:29.703083,"(2.1, 3.15, 2.121153846153846)","(13.0, 30.0, 25.5)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:11:31.059559,"(2.1, 3.15, 2.121153846153846)","(13.0, 30.0, 25.5)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:11:32.327204,"(2.1, 3.15, 2.121153846153846)","(13.0, 30.0, 25.5)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:11:33.544235,"(2.1, 3.15, 2.121153846153846)","(13.0, 30.0, 25.5)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:11:34.981453,"(2.1, 3.15, 2.121153846153846)","(13.0, 30.0, 25.5)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:11:36.021054,"(2.1, 3.15, 2.121153846153846)","(13.0, 30.0, 25.5)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:11:37.372395,"(2.1, 3.15, 2.121153846153846)","(13.0, 30.0, 25.5)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:11:38.772223,"(2.1, 3.15, 2.121153846153846)","(13.0, 30.0, 25.5)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:11:39.993801,"(2.1, 3.15, 2.121153846153846)","(13.0, 30.0, 25.5)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:11:41.303977,"(2.1, 3.15, 2.121153846153846)","(13.0, 30.0, 25.5)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:11:42.587196,"(2.1, 3.15, 2.121153846153846)","(13.0, 30.0, 25.5)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:11:43.867220,"(2.1, 3.15, 2.121153846153846)","(13.0, 30.0, 25.5)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:11:45.090241,"(2.1, 3.15, 2.121153846153846)","(13.0, 30.0, 25.5)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:11:46.408856,"(2.1, 3.15, 2.121153846153846)","(13.0, 30.0, 25.5)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:11:47.716241,"(2.1, 3.15, 2.121153846153846)","(13.0, 30.0, 25.5)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:11:48.855054,"(2.1, 3.15, 2.121153846153846)","(13.0, 30.0, 25.5)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:11:49.903470,"(2.1, 3.15, 2.121153846153846)","(13.0, 30.0, 25.5)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:11:51.145683,"(2.1, 3.15, 2.121153846153846)","(13.0, 30.0, 25.5)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:11:52.358001,"(2.1, 3.15, 2.121153846153846)","(13.0, 30.0, 25.5)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:11:53.562883,"(2.1, 3.15, 2.121153846153846)","(13.0, 30.0, 25.5)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:11:54.777065,"(2.1, 3.15, 2.121153846153846)","(13.0, 30.0, 25.5)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:11:56.001438,"(2.1, 3.15, 2.121153846153846)","(13.0, 30.0, 25.5)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:11:57.583308,"(2.1, 3.15, 2.121153846153846)","(13.0, 30.0, 16.153846153846153)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:11:59.041207,"(2.1, 3.15, 2.121153846153846)","(13.0, 30.0, 16.153846153846153)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:12:00.304485,"(2.1, 3.15, 2.121153846153846)","(13.0, 30.0, 16.153846153846153)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:12:01.716163,"(2.1, 3.15, 2.121153846153846)","(13.0, 30.0, 16.153846153846153)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:12:02.981234,"(2.1, 3.15, 2.121153846153846)","(13.0, 30.0, 16.153846153846153)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:12:04.547976,"(2.1, 3.15, 2.121153846153846)","(13.0, 30.0, 16.153846153846153)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:12:05.831776,"(2.1, 3.15, 2.121153846153846)","(13.0, 30.0, 16.153846153846153)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:12:06.971324,"(2.1, 3.15, 2.121153846153846)","(13.0, 30.0, 16.153846153846153)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:12:08.268410,"(2.1, 3.15, 2.121153846153846)","(13.0, 30.0, 16.153846153846153)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:12:09.450349,"(2.1, 3.15, 2.121153846153846)","(13.0, 30.0, 16.153846153846153)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:12:10.633365,"(2.1, 3.15, 2.121153846153846)","(13.0, 30.0, 16.153846153846153)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:12:11.881437,"(2.1, 3.1, 2.1437500000000003)","(13.0, 30.0, 16.153846153846153)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:12:13.031503,"(2.1, 3.1, 2.1437500000000003)","(13.0, 30.0, 16.153846153846153)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:12:14.319217,"(2.1, 3.1, 2.1437500000000003)","(13.0, 30.0, 16.153846153846153)","(5.0, 12.0, 10.521428571428572)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:12:15.558191,"(2.1, 3.1, 2.1437500000000003)","(13.0, 30.0, 16.153846153846153)","(5.0, 12.0, 8.6)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9425000000000003)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:12:16.811735,"(2.1, 3.1, 2.1437500000000003)","(13.0, 30.0, 16.153846153846153)","(5.0, 12.0, 8.6)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.766842105263158)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:12:18.048349,"(2.1, 3.1, 2.1437500000000003)","(13.0, 30.0, 25.5)","(5.0, 12.0, 8.6)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.766842105263158)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:12:19.204417,"(2.1, 3.1, 2.1437500000000003)","(13.0, 30.0, 25.5)","(5.0, 12.0, 8.6)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.766842105263158)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:12:20.425117,"(2.1, 3.1, 2.1437500000000003)","(13.0, 30.0, 25.5)","(5.0, 12.0, 8.6)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.766842105263158)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:12:21.656379,"(2.1, 3.1, 2.1437500000000003)","(13.0, 30.0, 25.5)","(5.0, 12.0, 8.6)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.766842105263158)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:12:22.901135,"(2.1, 3.1, 2.1437500000000003)","(13.0, 30.0, 25.5)","(5.0, 12.0, 8.6)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.766842105263158)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:12:23.978740,"(2.1, 3.1, 2.1437500000000003)","(13.0, 30.0, 25.5)","(5.0, 12.0, 8.6)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.766842105263158)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:12:25.082462,"(2.1, 3.1, 2.1437500000000003)","(13.0, 30.0, 25.5)","(5.0, 12.0, 8.6)","(18.0, 55.0, 30.625)","(2.8, 4.5, 2.9457142857142857)","(13.0, 30.0, 25.5)","(11.0, 26.0, 22.125)"
11-01-2023 18:12:26.234256,"(2.1, 3.1, 2.1437500000000003)","(13.0, 30.0, 25.625)","(5.0, 12.0, 9.128571428571428)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 2.9457142857142857)","(13.0, 30.0, 25.625)","(11.0, 26.0, 22.25)"
11-01-2023 18:12:27.490739,"(2.1, 3.1, 2.1437500000000003)","(13.0, 30.0, 25.625)","(5.0, 12.0, 8.7)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 3.438181818181818)","(13.0, 30.0, 25.625)","(11.0, 26.0, 22.25)"
11-01-2023 18:12:28.809613,"(2.1, 3.1, 2.335)","(13.0, 30.0, 25.625)","(5.0, 12.0, 8.7)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 3.438181818181818)","(13.0, 30.0, 25.625)","(11.0, 26.0, 22.25)"
11-01-2023 18:12:30.279068,"(2.1, 3.1, 2.335)","(13.0, 30.0, 25.625)","(5.0, 12.0, 8.6)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 3.438181818181818)","(13.0, 30.0, 25.625)","(11.0, 26.0, 22.25)"
11-01-2023 18:12:31.684413,"(2.1, 3.1, 2.335)","(13.0, 30.0, 25.625)","(5.0, 12.0, 9.128571428571428)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 3.364)","(13.0, 30.0, 25.625)","(11.0, 26.0, 22.25)"
11-01-2023 18:12:32.978289,"(2.1, 3.1, 2.310526315789474)","(13.0, 30.0, 25.625)","(5.0, 12.0, 8.7)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 3.273333333333333)","(13.0, 30.0, 25.625)","(11.0, 26.0, 22.25)"
11-01-2023 18:12:34.201197,"(2.1, 3.1, 2.283333333333333)","(13.0, 30.0, 25.625)","(5.0, 12.0, 8.7)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 3.273333333333333)","(13.0, 30.0, 25.625)","(11.0, 26.0, 22.25)"
11-01-2023 18:12:35.397377,"(2.1, 3.1, 2.1437500000000003)","(13.0, 30.0, 25.625)","(5.0, 12.0, 8.7)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 2.9457142857142857)","(13.0, 30.0, 25.625)","(11.0, 26.0, 22.25)"
11-01-2023 18:12:36.567719,"(2.1, 3.1, 2.0975862068965516)","(13.0, 30.0, 25.625)","(5.0, 12.0, 8.7)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 2.9457142857142857)","(13.0, 30.0, 25.625)","(11.0, 26.0, 22.25)"
11-01-2023 18:12:37.738055,"(2.1, 3.1, 2.0975862068965516)","(13.0, 30.0, 25.625)","(5.0, 12.0, 8.7)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 3.438181818181818)","(13.0, 30.0, 25.625)","(11.0, 26.0, 22.25)"
11-01-2023 18:12:38.978569,"(2.1, 3.1, 2.162258064516129)","(13.0, 30.0, 25.625)","(5.0, 12.0, 8.7)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 3.438181818181818)","(13.0, 30.0, 25.625)","(11.0, 26.0, 22.25)"
11-01-2023 18:12:40.329132,"(2.1, 3.1, 2.162258064516129)","(13.0, 30.0, 25.625)","(5.0, 12.0, 9.214285714285715)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 3.438181818181818)","(13.0, 30.0, 25.625)","(11.0, 26.0, 22.25)"
11-01-2023 18:12:41.611258,"(2.1, 3.1, 2.1655737704918034)","(13.0, 30.0, 25.625)","(5.0, 12.0, 9.214285714285715)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 3.438181818181818)","(13.0, 30.0, 25.625)","(11.0, 26.0, 22.25)"
11-01-2023 18:12:42.812029,"(2.1, 3.1, 2.169)","(13.0, 30.0, 25.625)","(5.0, 12.0, 9.214285714285715)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 3.364)","(13.0, 30.0, 25.625)","(11.0, 26.0, 22.25)"
11-01-2023 18:12:44.062600,"(2.1, 3.1, 2.169)","(13.0, 30.0, 25.625)","(5.0, 12.0, 8.8)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 3.273333333333333)","(13.0, 30.0, 25.625)","(11.0, 26.0, 22.25)"
11-01-2023 18:12:45.293737,"(2.1, 3.05, 2.177)","(13.0, 30.0, 25.625)","(5.0, 12.0, 8.7)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 3.273333333333333)","(13.0, 30.0, 25.625)","(11.0, 26.0, 22.25)"
11-01-2023 18:12:46.607929,"(2.1, 3.05, 2.177)","(13.0, 30.0, 25.625)","(5.0, 12.0, 8.7)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 3.273333333333333)","(13.0, 30.0, 25.625)","(11.0, 26.0, 22.25)"
11-01-2023 18:12:47.861569,"(2.1, 3.05, 2.4264285714285716)","(13.0, 30.0, 25.625)","(5.0, 12.0, 9.17142857142857)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 2.9457142857142857)","(13.0, 30.0, 25.625)","(11.0, 26.0, 22.25)"
11-01-2023 18:12:48.916910,"(2.1, 3.05, 2.4264285714285716)","(13.0, 30.0, 25.625)","(5.0, 12.0, 9.214285714285715)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 2.9457142857142857)","(13.0, 30.0, 25.625)","(11.0, 26.0, 22.25)"
11-01-2023 18:12:50.113164,"(2.1, 3.15, 2.334761904761905)","(13.0, 30.0, 25.625)","(5.0, 12.0, 8.7)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 2.9457142857142857)","(13.0, 30.0, 25.625)","(11.0, 26.0, 22.25)"
11-01-2023 18:12:51.378200,"(2.1, 3.1, 2.335)","(13.0, 30.0, 25.625)","(5.0, 12.0, 8.7)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 2.9457142857142857)","(13.0, 30.0, 25.625)","(11.0, 26.0, 22.25)"
11-01-2023 18:12:52.630550,"(2.1, 3.1, 2.283333333333333)","(13.0, 30.0, 25.625)","(5.0, 12.0, 9.214285714285715)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 2.9457142857142857)","(13.0, 30.0, 25.625)","(11.0, 26.0, 22.25)"
11-01-2023 18:12:53.848246,"(2.1, 3.1, 2.283333333333333)","(13.0, 30.0, 25.625)","(5.0, 12.0, 8.8)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 2.9457142857142857)","(13.0, 30.0, 25.625)","(11.0, 26.0, 22.25)"
11-01-2023 18:12:55.147482,"(2.1, 3.1, 2.1437500000000003)","(13.0, 30.0, 25.625)","(5.0, 12.0, 8.8)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 2.9457142857142857)","(13.0, 30.0, 25.625)","(11.0, 26.0, 22.25)"
11-01-2023 18:12:56.489155,"(2.1, 3.1, 2.335)","(13.0, 30.0, 25.625)","(5.0, 12.0, 8.7)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 2.9457142857142857)","(13.0, 30.0, 25.625)","(11.0, 26.0, 22.25)"
11-01-2023 18:12:57.758395,"(2.1, 3.1, 2.335)","(13.0, 30.0, 25.625)","(5.0, 12.0, 8.7)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 2.9457142857142857)","(13.0, 30.0, 25.625)","(11.0, 26.0, 22.25)"
11-01-2023 18:12:59.065734,"(2.1, 3.1, 2.335)","(13.0, 30.0, 25.625)","(5.0, 12.0, 9.214285714285715)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 2.9457142857142857)","(13.0, 30.0, 25.625)","(11.0, 26.0, 22.25)"
11-01-2023 18:13:00.433611,"(2.1, 3.1, 2.283333333333333)","(13.0, 30.0, 25.625)","(5.0, 12.0, 8.8)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 2.9457142857142857)","(13.0, 30.0, 25.625)","(11.0, 26.0, 22.25)"
11-01-2023 18:13:01.717811,"(2.1, 3.1, 2.283333333333333)","(13.0, 30.0, 25.625)","(5.0, 12.0, 8.8)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 2.9457142857142857)","(13.0, 30.0, 25.625)","(11.0, 26.0, 22.25)"
11-01-2023 18:13:03.067372,"(2.1, 3.1, 2.283333333333333)","(13.0, 30.0, 25.625)","(5.0, 12.0, 8.7)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 2.9457142857142857)","(13.0, 30.0, 25.625)","(11.0, 26.0, 22.25)"
11-01-2023 18:13:04.270337,"(2.1, 3.1, 2.1437500000000003)","(13.0, 30.0, 25.625)","(5.0, 12.0, 9.214285714285715)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 2.9457142857142857)","(13.0, 30.0, 25.625)","(11.0, 26.0, 22.25)"
11-01-2023 18:13:05.671173,"(2.1, 3.1, 2.1437500000000003)","(13.0, 30.0, 25.625)","(5.0, 12.0, 10.546153846153846)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 2.9457142857142857)","(13.0, 30.0, 25.625)","(11.0, 26.0, 22.25)"
11-01-2023 18:13:06.876692,"(2.1, 3.1, 2.335)","(13.0, 30.0, 25.625)","(5.0, 12.0, 8.9)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 2.9457142857142857)","(13.0, 30.0, 25.625)","(11.0, 26.0, 22.25)"
11-01-2023 18:13:08.189321,"(2.1, 3.1, 2.335)","(13.0, 30.0, 16.53846153846154)","(5.0, 12.0, 8.9)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 2.9457142857142857)","(13.0, 30.0, 25.625)","(11.0, 26.0, 22.25)"
11-01-2023 18:13:09.508202,"(2.1, 3.1, 2.310526315789474)","(13.0, 30.0, 16.53846153846154)","(5.0, 12.0, 8.9)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 2.9457142857142857)","(13.0, 30.0, 25.625)","(11.0, 26.0, 22.25)"
11-01-2023 18:13:10.714059,"(2.1, 3.1, 2.310526315789474)","(13.0, 30.0, 16.53846153846154)","(5.0, 12.0, 8.9)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 2.9457142857142857)","(13.0, 30.0, 25.625)","(11.0, 26.0, 22.25)"
11-01-2023 18:13:12.000313,"(2.1, 3.1, 2.283333333333333)","(13.0, 30.0, 16.53846153846154)","(5.0, 12.0, 10.125)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 2.9457142857142857)","(13.0, 30.0, 23.0)","(11.0, 26.0, 20.0)"
11-01-2023 18:13:13.236439,"(2.1, 3.1, 2.1437500000000003)","(13.0, 30.0, 16.53846153846154)","(5.0, 11.5, 10.125)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 2.9457142857142857)","(13.0, 30.0, 23.0)","(11.0, 26.0, 20.0)"
11-01-2023 18:13:14.475891,"(2.1, 3.1, 2.1437500000000003)","(13.0, 30.0, 16.53846153846154)","(5.0, 11.5, 10.125)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 2.9457142857142857)","(13.0, 30.0, 23.0)","(11.0, 26.0, 20.0)"
11-01-2023 18:13:15.694262,"(2.1, 3.1, 2.162258064516129)","(13.0, 30.0, 16.53846153846154)","(5.0, 11.5, 10.379999999999999)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 2.9457142857142857)","(13.0, 30.0, 23.0)","(11.0, 26.0, 20.0)"
11-01-2023 18:13:17.097732,"(2.1, 3.1, 2.162258064516129)","(13.0, 30.0, 16.53846153846154)","(5.0, 11.5, 10.125)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 2.9457142857142857)","(13.0, 30.0, 23.0)","(11.0, 26.0, 20.0)"
11-01-2023 18:13:18.308814,"(2.1, 3.1, 2.162258064516129)","(13.0, 30.0, 16.53846153846154)","(5.0, 11.5, 10.125)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 2.9457142857142857)","(13.0, 30.0, 23.0)","(11.0, 26.0, 20.0)"
11-01-2023 18:13:19.585127,"(2.1, 3.1, 2.1655737704918034)","(13.0, 30.0, 16.53846153846154)","(5.0, 11.5, 10.125)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 2.9457142857142857)","(13.0, 30.0, 23.0)","(11.0, 26.0, 20.0)"
11-01-2023 18:13:20.782153,"(2.1, 3.05, 2.3525)","(13.0, 30.0, 16.53846153846154)","(5.0, 11.5, 10.075)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 2.9457142857142857)","(13.0, 30.0, 23.0)","(11.0, 26.0, 20.0)"
11-01-2023 18:13:22.165634,"(2.1, 3.05, 2.3525)","(13.0, 30.0, 16.53846153846154)","(5.0, 11.5, 10.125)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 2.9457142857142857)","(13.0, 30.0, 23.0)","(11.0, 26.0, 20.0)"
11-01-2023 18:13:23.459929,"(2.1, 3.05, 2.177)","(13.0, 30.0, 16.53846153846154)","(5.0, 11.5, 10.125)","(18.0, 55.0, 30.9375)","(2.8, 4.3, 2.9457142857142857)","(13.0, 30.0, 23.0)","(11.0, 26.0, 20.0)"
