,Drop Zone,Monkey Paw,Greek Malt,Little Fred,Winlock To Rise,Purse Strings,Brockton Bomber,Chip Rock
15-12-2022 14:18:20.954897,"(5.0, 10.5, 10.066666666666666)","(1.45, 2.16, 1.8533333333333333)","(21.0, 65.0, 41.111111111111114)","(51.0, 390.0, 178.3076923076923)","(9.0, 17.0, 13.0)","(6.5, 12.5, 10.152941176470588)","(21.0, 70.0, 42.57142857142857)","(11.0, 25.0, 17.285714285714285)"
15-12-2022 14:18:21.978460,"(5.0, 10.5, 10.066666666666666)","(1.45, 2.14, 1.865)","(21.0, 65.0, 41.111111111111114)","(51.0, 390.0, 178.3076923076923)","(9.0, 17.0, 13.0)","(6.5, 12.5, 10.152941176470588)","(21.0, 70.0, 42.57142857142857)","(11.0, 25.0, 13.444444444444445)"
15-12-2022 14:18:23.022743,"(5.0, 10.5, 10.066666666666666)","(1.45, 2.14, 1.865)","(21.0, 65.0, 41.111111111111114)","(51.0, 390.0, 178.3076923076923)","(9.0, 17.0, 13.0)","(6.5, 12.5, 10.152941176470588)","(21.0, 70.0, 42.57142857142857)","(11.0, 25.0, 13.444444444444445)"
15-12-2022 14:18:24.077267,"(5.0, 10.5, 10.066666666666666)","(1.45, 2.14, 1.865)","(21.0, 75.0, 45.55555555555556)","(51.0, 390.0, 178.3076923076923)","(9.0, 17.0, 13.0)","(6.5, 12.5, 10.152941176470588)","(21.0, 70.0, 42.57142857142857)","(11.0, 25.0, 13.444444444444445)"
15-12-2022 14:18:25.235876,"(5.0, 10.5, 10.066666666666666)","(1.45, 2.14, 1.865)","(21.0, 75.0, 39.66666666666667)","(51.0, 390.0, 178.3076923076923)","(9.0, 17.0, 13.0)","(6.5, 12.5, 10.152941176470588)","(21.0, 70.0, 42.57142857142857)","(11.0, 25.0, 13.444444444444445)"
15-12-2022 14:18:26.366804,"(5.0, 10.5, 10.066666666666666)","(1.45, 2.14, 1.7566666666666666)","(21.0, 75.0, 39.66666666666667)","(51.0, 390.0, 178.3076923076923)","(9.0, 17.0, 13.0)","(6.5, 12.5, 10.152941176470588)","(21.0, 70.0, 42.57142857142857)","(11.0, 25.0, 13.444444444444445)"
15-12-2022 14:18:27.388274,"(5.0, 10.5, 10.066666666666666)","(1.45, 2.14, 1.7566666666666666)","(21.0, 75.0, 39.66666666666667)","(51.0, 390.0, 178.3076923076923)","(9.0, 17.0, 13.0)","(6.5, 12.5, 10.152941176470588)","(21.0, 70.0, 42.57142857142857)","(11.0, 25.0, 13.444444444444445)"
15-12-2022 14:18:28.420743,"(5.0, 10.5, 10.066666666666666)","(1.45, 2.14, 1.7566666666666666)","(21.0, 75.0, 39.66666666666667)","(51.0, 390.0, 178.3076923076923)","(9.0, 17.0, 13.0)","(6.5, 12.5, 8.790000000000001)","(21.0, 70.0, 42.57142857142857)","(11.0, 25.0, 13.444444444444445)"
15-12-2022 14:18:29.448327,"(5.0, 10.5, 10.066666666666666)","(1.45, 2.14, 1.7566666666666666)","(21.0, 75.0, 39.66666666666667)","(51.0, 390.0, 178.3076923076923)","(9.0, 17.0, 13.0)","(6.5, 12.5, 8.790000000000001)","(21.0, 70.0, 42.57142857142857)","(11.0, 25.0, 13.444444444444445)"
15-12-2022 14:18:30.455423,"(5.0, 10.5, 10.066666666666666)","(1.45, 2.14, 1.7566666666666666)","(21.0, 75.0, 39.66666666666667)","(51.0, 390.0, 178.3076923076923)","(9.0, 17.0, 13.0)","(6.5, 12.5, 8.790000000000001)","(21.0, 70.0, 42.57142857142857)","(11.0, 25.0, 13.444444444444445)"
15-12-2022 14:18:31.442443,"(5.0, 10.5, 10.066666666666666)","(1.45, 2.14, 1.7566666666666666)","(21.0, 75.0, 39.66666666666667)","(51.0, 390.0, 178.3076923076923)","(9.0, 17.0, 13.0)","(6.5, 12.5, 8.790000000000001)","(21.0, 70.0, 42.57142857142857)","(11.0, 25.0, 13.444444444444445)"
15-12-2022 14:18:32.652713,"(5.0, 10.5, 10.27391304347826)","(1.45, 2.14, 1.726)","(21.0, 75.0, 39.66666666666667)","(51.0, 390.0, 228.11764705882354)","(9.0, 17.0, 14.600000000000001)","(6.5, 12.5, 9.85)","(21.0, 70.0, 42.57142857142857)","(11.0, 25.0, 13.066666666666666)"
15-12-2022 14:18:33.675753,"(5.0, 10.5, 10.27391304347826)","(1.45, 2.14, 1.726)","(21.0, 75.0, 39.66666666666667)","(51.0, 390.0, 228.11764705882354)","(9.0, 17.0, 14.600000000000001)","(6.5, 12.5, 9.85)","(21.0, 70.0, 42.57142857142857)","(11.0, 28.0, 13.066666666666666)"
15-12-2022 14:18:34.754583,"(5.0, 10.5, 10.27391304347826)","(1.45, 2.14, 1.99)","(21.0, 75.0, 39.66666666666667)","(51.0, 390.0, 207.6)","(9.0, 17.0, 14.466666666666667)","(6.5, 12.5, 9.85)","(21.0, 70.0, 37.1578947368421)","(11.0, 28.0, 13.066666666666666)"
15-12-2022 14:18:35.890686,"(5.0, 10.5, 10.27391304347826)","(1.45, 2.14, 1.99)","(21.0, 75.0, 39.66666666666667)","(51.0, 390.0, 207.6)","(9.0, 17.0, 14.466666666666667)","(6.5, 12.5, 9.85)","(21.0, 70.0, 37.1578947368421)","(11.0, 28.0, 13.066666666666666)"
15-12-2022 14:18:36.987792,"(5.0, 10.5, 10.27391304347826)","(1.45, 2.14, 1.98)","(21.0, 75.0, 39.66666666666667)","(51.0, 390.0, 207.6)","(9.0, 17.0, 14.84)","(6.5, 12.5, 9.85)","(21.0, 70.0, 37.1578947368421)","(11.0, 28.0, 13.066666666666666)"
15-12-2022 14:18:38.032086,"(5.0, 10.5, 10.27391304347826)","(1.45, 2.12, 1.88375)","(21.0, 75.0, 39.66666666666667)","(41.0, 390.0, 207.6)","(9.0, 17.0, 14.84)","(6.5, 12.5, 9.85)","(21.0, 70.0, 37.1578947368421)","(11.0, 28.0, 13.066666666666666)"
15-12-2022 14:18:39.141288,"(5.0, 10.5, 10.27391304347826)","(1.45, 2.12, 1.88375)","(21.0, 75.0, 39.66666666666667)","(41.0, 390.0, 207.6)","(9.0, 17.0, 14.899999999999999)","(6.5, 12.5, 9.85)","(21.0, 70.0, 37.1578947368421)","(11.0, 28.0, 13.066666666666666)"
15-12-2022 14:18:40.137765,"(5.0, 10.5, 10.27391304347826)","(1.45, 2.12, 1.88375)","(21.0, 75.0, 39.66666666666667)","(41.0, 390.0, 207.6)","(9.0, 17.0, 14.899999999999999)","(6.5, 12.5, 9.85)","(21.0, 70.0, 37.1578947368421)","(11.0, 28.0, 13.066666666666666)"
15-12-2022 14:18:41.236815,"(5.0, 10.5, 10.27391304347826)","(1.45, 2.12, 1.88375)","(21.0, 75.0, 39.66666666666667)","(41.0, 390.0, 207.6)","(9.0, 17.0, 14.899999999999999)","(6.5, 12.5, 10.516666666666667)","(21.0, 70.0, 37.1578947368421)","(11.0, 28.0, 13.066666666666666)"
15-12-2022 14:18:42.263762,"(5.0, 10.5, 10.27391304347826)","(1.45, 2.12, 1.88375)","(21.0, 75.0, 39.66666666666667)","(41.0, 390.0, 207.6)","(9.0, 17.0, 14.899999999999999)","(6.5, 12.5, 10.516666666666667)","(21.0, 70.0, 37.1578947368421)","(11.0, 28.0, 13.066666666666666)"
15-12-2022 14:18:43.325516,"(5.0, 10.5, 10.27391304347826)","(1.45, 2.12, 1.945)","(21.0, 75.0, 36.13333333333333)","(41.0, 390.0, 207.6)","(9.0, 21.0, 14.277777777777779)","(6.5, 12.5, 9.861538461538462)","(21.0, 70.0, 37.1578947368421)","(11.0, 28.0, 13.066666666666666)"
15-12-2022 14:18:44.310673,"(5.0, 10.5, 10.27391304347826)","(1.45, 2.12, 1.88375)","(21.0, 75.0, 36.13333333333333)","(41.0, 390.0, 207.6)","(9.0, 21.0, 14.277777777777779)","(6.5, 12.5, 9.861538461538462)","(21.0, 70.0, 37.1578947368421)","(11.0, 28.0, 13.066666666666666)"
15-12-2022 14:18:45.549094,"(5.0, 10.5, 10.27391304347826)","(1.45, 2.12, 1.88375)","(21.0, 75.0, 43.2)","(41.0, 500.0, 311.66666666666663)","(9.0, 21.0, 14.277777777777779)","(6.5, 12.5, 9.861538461538462)","(21.0, 70.0, 37.1578947368421)","(11.0, 28.0, 13.066666666666666)"
15-12-2022 14:18:46.594445,"(5.0, 10.5, 10.27391304347826)","(1.45, 2.12, 1.88375)","(26.0, 75.0, 43.2)","(41.0, 500.0, 311.66666666666663)","(9.0, 21.0, 14.277777777777779)","(6.5, 12.5, 9.861538461538462)","(21.0, 70.0, 37.1578947368421)","(11.0, 28.0, 13.066666666666666)"
15-12-2022 14:18:47.621082,"(5.0, 10.5, 10.27391304347826)","(1.45, 2.12, 1.88375)","(26.0, 75.0, 43.2)","(41.0, 500.0, 311.66666666666663)","(9.0, 21.0, 14.277777777777779)","(6.5, 12.5, 9.861538461538462)","(21.0, 70.0, 84.57142857142857)","(11.0, 28.0, 13.6)"
15-12-2022 14:18:48.683987,"(5.0, 10.5, 10.27391304347826)","(1.45, 2.1, 1.875)","(26.0, 75.0, 43.2)","(41.0, 500.0, 311.66666666666663)","(9.0, 21.0, 14.277777777777779)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 84.57142857142857)","(11.0, 28.0, 13.6)"
15-12-2022 14:18:49.666002,"(5.0, 10.5, 10.27391304347826)","(1.45, 2.1, 1.875)","(26.0, 75.0, 43.2)","(41.0, 500.0, 311.66666666666663)","(9.0, 21.0, 14.277777777777779)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 84.57142857142857)","(11.0, 28.0, 13.6)"
15-12-2022 14:18:50.635155,"(5.0, 10.5, 10.27391304347826)","(1.45, 2.1, 1.875)","(26.0, 75.0, 43.2)","(41.0, 500.0, 311.66666666666663)","(9.0, 21.0, 14.277777777777779)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 84.57142857142857)","(11.0, 28.0, 13.6)"
15-12-2022 14:18:51.670990,"(5.0, 10.5, 8.833333333333334)","(1.45, 2.1, 1.8625)","(26.0, 75.0, 57.0)","(41.0, 500.0, 326.9230769230769)","(9.0, 21.0, 14.277777777777779)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 84.57142857142857)","(11.0, 28.0, 13.6)"
15-12-2022 14:18:52.802652,"(5.0, 10.5, 9.666666666666668)","(1.45, 2.1, 1.9416666666666667)","(26.0, 75.0, 58.0)","(41.0, 500.0, 326.9230769230769)","(9.0, 21.0, 14.277777777777779)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 84.57142857142857)","(11.0, 28.0, 13.6)"
15-12-2022 14:18:53.973804,"(5.0, 10.5, 9.666666666666668)","(1.45, 2.1, 1.9416666666666667)","(26.0, 75.0, 58.0)","(41.0, 500.0, 326.9230769230769)","(9.0, 21.0, 14.277777777777779)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 84.57142857142857)","(11.0, 28.0, 13.6)"
15-12-2022 14:18:55.085401,"(5.0, 10.5, 9.666666666666668)","(1.45, 2.1, 1.9416666666666667)","(26.0, 75.0, 58.0)","(41.0, 500.0, 326.9230769230769)","(9.0, 21.0, 14.277777777777779)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 84.57142857142857)","(11.0, 28.0, 13.6)"
15-12-2022 14:18:56.202690,"(5.0, 10.5, 9.666666666666668)","(1.45, 2.1, 1.9416666666666667)","(26.0, 75.0, 58.0)","(41.0, 500.0, 326.9230769230769)","(9.0, 21.0, 14.277777777777779)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 84.57142857142857)","(11.0, 28.0, 13.6)"
15-12-2022 14:18:57.301789,"(5.0, 10.5, 9.666666666666668)","(1.45, 2.1, 1.9416666666666667)","(26.0, 75.0, 58.0)","(41.0, 500.0, 326.9230769230769)","(9.0, 21.0, 14.277777777777779)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 84.57142857142857)","(11.0, 28.0, 13.6)"
15-12-2022 14:18:58.328276,"(5.0, 10.5, 9.666666666666668)","(1.45, 2.1, 1.9416666666666667)","(26.0, 75.0, 53.14285714285714)","(41.0, 500.0, 326.9230769230769)","(9.0, 21.0, 14.155555555555557)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 84.57142857142857)","(11.0, 28.0, 13.6)"
15-12-2022 14:18:59.334759,"(5.0, 10.5, 9.666666666666668)","(1.45, 2.1, 1.9416666666666667)","(26.0, 75.0, 53.14285714285714)","(41.0, 500.0, 326.9230769230769)","(9.0, 21.0, 12.357142857142858)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 84.57142857142857)","(11.0, 28.0, 13.6)"
15-12-2022 14:19:00.427194,"(5.0, 10.5, 9.666666666666668)","(1.45, 2.08, 1.8775)","(26.0, 75.0, 53.14285714285714)","(41.0, 500.0, 326.9230769230769)","(9.0, 21.0, 12.357142857142858)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 84.57142857142857)","(11.0, 28.0, 13.6)"
15-12-2022 14:19:01.630275,"(5.0, 10.5, 9.666666666666668)","(1.45, 2.08, 1.765)","(26.0, 75.0, 53.14285714285714)","(41.0, 500.0, 465.38461538461536)","(9.0, 21.0, 12.357142857142858)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 84.57142857142857)","(11.0, 28.0, 13.6)"
15-12-2022 14:19:02.682841,"(5.0, 10.5, 9.666666666666668)","(1.45, 2.08, 1.765)","(26.0, 75.0, 53.14285714285714)","(41.0, 500.0, 465.38461538461536)","(9.0, 21.0, 13.666666666666668)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 83.0)","(11.0, 28.0, 13.6)"
15-12-2022 14:19:03.730459,"(5.0, 10.5, 10.291666666666668)","(1.45, 2.08, 1.765)","(26.0, 75.0, 53.14285714285714)","(41.0, 500.0, 465.38461538461536)","(9.0, 21.0, 13.666666666666668)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 83.0)","(11.0, 28.0, 13.6)"
15-12-2022 14:19:04.786247,"(5.0, 10.5, 10.291666666666668)","(1.45, 2.08, 1.765)","(26.0, 75.0, 53.14285714285714)","(41.0, 500.0, 465.38461538461536)","(9.0, 21.0, 13.666666666666668)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 83.0)","(11.0, 28.0, 13.6)"
15-12-2022 14:19:05.884792,"(5.0, 10.5, 10.291666666666668)","(1.45, 2.08, 1.765)","(26.0, 75.0, 56.25)","(41.0, 500.0, 475.0)","(9.0, 21.0, 13.666666666666668)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 14.5)"
15-12-2022 14:19:06.950665,"(5.0, 10.5, 10.291666666666668)","(1.45, 2.08, 1.765)","(26.0, 75.0, 58.33333333333333)","(41.0, 500.0, 397.7272727272727)","(9.0, 21.0, 13.666666666666668)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 14.5)"
15-12-2022 14:19:08.033287,"(5.0, 10.5, 10.291666666666668)","(1.45, 2.08, 1.765)","(26.0, 75.0, 58.33333333333333)","(41.0, 500.0, 397.7272727272727)","(9.0, 21.0, 13.666666666666668)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 22.833333333333336)"
15-12-2022 14:19:09.131456,"(5.0, 10.5, 10.227777777777778)","(1.45, 2.08, 1.9)","(26.0, 75.0, 58.33333333333333)","(41.0, 500.0, 397.7272727272727)","(9.0, 21.0, 13.666666666666668)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 23.25)"
15-12-2022 14:19:10.257629,"(5.0, 10.5, 10.31851851851852)","(1.45, 2.06, 1.885625)","(26.0, 75.0, 58.33333333333333)","(41.0, 500.0, 397.7272727272727)","(9.0, 21.0, 13.666666666666668)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 23.25)"
15-12-2022 14:19:11.345865,"(5.0, 10.5, 10.31851851851852)","(1.45, 2.06, 1.8705555555555555)","(26.0, 75.0, 58.33333333333333)","(41.0, 500.0, 397.7272727272727)","(9.0, 21.0, 14.125)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 23.25)"
15-12-2022 14:19:12.421653,"(5.0, 13.0, 12.725925925925925)","(1.45, 2.06, 1.8705555555555555)","(26.0, 75.0, 58.33333333333333)","(41.0, 500.0, 397.7272727272727)","(9.0, 21.0, 13.666666666666668)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 23.25)"
15-12-2022 14:19:13.486077,"(5.0, 13.0, 11.783333333333333)","(1.45, 2.06, 1.8705555555555555)","(26.0, 75.0, 58.33333333333333)","(41.0, 500.0, 397.7272727272727)","(9.0, 21.0, 13.666666666666668)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 21.642857142857142)"
15-12-2022 14:19:14.772071,"(5.0, 13.0, 11.783333333333333)","(1.45, 2.06, 1.8705555555555555)","(26.0, 75.0, 58.33333333333333)","(41.0, 500.0, 397.7272727272727)","(9.0, 21.0, 13.666666666666668)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 21.642857142857142)"
15-12-2022 14:19:15.831727,"(5.0, 13.0, 11.783333333333333)","(1.45, 2.06, 1.8705555555555555)","(26.0, 75.0, 58.33333333333333)","(41.0, 500.0, 397.7272727272727)","(9.0, 21.0, 13.666666666666668)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 21.642857142857142)"
15-12-2022 14:19:16.911367,"(5.0, 13.0, 11.783333333333333)","(1.45, 2.06, 1.8705555555555555)","(26.0, 75.0, 66.83333333333333)","(41.0, 500.0, 397.7272727272727)","(9.0, 21.0, 13.0)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 21.642857142857142)"
15-12-2022 14:19:18.067476,"(5.0, 13.0, 10.566666666666666)","(1.45, 2.06, 1.8705555555555555)","(26.0, 130.0, 119.60000000000001)","(41.0, 500.0, 397.7272727272727)","(9.0, 22.0, 13.0)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 21.642857142857142)"
15-12-2022 14:19:19.340513,"(5.0, 13.0, 10.566666666666666)","(1.45, 2.06, 1.8705555555555555)","(26.0, 130.0, 119.60000000000001)","(41.0, 500.0, 397.7272727272727)","(9.0, 22.0, 13.0)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 20.409090909090907)"
15-12-2022 14:19:20.572158,"(5.0, 13.0, 10.566666666666666)","(1.45, 2.06, 1.916923076923077)","(26.0, 130.0, 119.60000000000001)","(41.0, 500.0, 367.6470588235294)","(9.0, 22.0, 13.0)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 20.409090909090907)"
15-12-2022 14:19:21.828034,"(5.0, 13.0, 10.566666666666666)","(1.45, 2.06, 1.916923076923077)","(26.0, 130.0, 119.60000000000001)","(41.0, 500.0, 367.6470588235294)","(9.0, 22.0, 13.0)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 20.409090909090907)"
15-12-2022 14:19:23.005330,"(5.0, 13.0, 10.566666666666666)","(1.45, 2.06, 1.916923076923077)","(26.0, 130.0, 119.60000000000001)","(41.0, 500.0, 367.6470588235294)","(9.0, 22.0, 13.0)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 20.409090909090907)"
15-12-2022 14:19:24.089336,"(5.0, 13.0, 10.566666666666666)","(1.45, 2.06, 1.916923076923077)","(26.0, 130.0, 119.60000000000001)","(41.0, 500.0, 367.6470588235294)","(9.0, 22.0, 13.0)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 21.642857142857142)"
15-12-2022 14:19:25.149449,"(5.0, 13.0, 10.566666666666666)","(1.45, 2.06, 1.916923076923077)","(26.0, 130.0, 119.60000000000001)","(41.0, 500.0, 367.6470588235294)","(9.0, 22.0, 13.0)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 21.642857142857142)"
15-12-2022 14:19:26.239404,"(5.0, 13.0, 10.566666666666666)","(1.45, 2.04, 1.906153846153846)","(26.0, 130.0, 119.60000000000001)","(41.0, 500.0, 367.6470588235294)","(9.0, 22.0, 13.0)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 21.642857142857142)"
15-12-2022 14:19:27.384498,"(5.0, 13.0, 10.566666666666666)","(1.45, 2.04, 1.8627777777777779)","(26.0, 130.0, 119.60000000000001)","(41.0, 500.0, 367.6470588235294)","(9.0, 22.0, 13.0)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 21.642857142857142)"
15-12-2022 14:19:28.523723,"(5.0, 13.0, 10.566666666666666)","(1.45, 2.04, 1.8627777777777779)","(26.0, 130.0, 119.60000000000001)","(41.0, 500.0, 367.6470588235294)","(9.0, 22.0, 13.0)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 22.46875)"
15-12-2022 14:19:29.617893,"(5.0, 13.0, 10.566666666666666)","(1.45, 2.04, 1.8627777777777779)","(26.0, 130.0, 109.2)","(41.0, 500.0, 367.6470588235294)","(9.0, 22.0, 13.0)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 22.46875)"
15-12-2022 14:19:30.694766,"(5.0, 13.0, 10.566666666666666)","(1.45, 2.04, 1.8627777777777779)","(26.0, 130.0, 109.2)","(41.0, 500.0, 367.6470588235294)","(9.0, 22.0, 13.0)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 22.46875)"
15-12-2022 14:19:31.818503,"(5.0, 13.0, 10.566666666666666)","(1.45, 2.04, 1.8627777777777779)","(26.0, 130.0, 109.2)","(41.0, 500.0, 367.6470588235294)","(9.0, 22.0, 13.0)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 19.75)"
15-12-2022 14:19:32.919842,"(5.0, 13.0, 10.566666666666666)","(1.45, 2.04, 1.9191666666666667)","(26.0, 130.0, 109.2)","(41.0, 500.0, 367.6470588235294)","(9.0, 22.0, 13.0)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 19.75)"
15-12-2022 14:19:34.023484,"(5.0, 13.0, 10.566666666666666)","(1.45, 2.04, 1.9191666666666667)","(26.0, 130.0, 109.2)","(41.0, 500.0, 367.6470588235294)","(9.0, 22.0, 13.0)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 19.75)"
15-12-2022 14:19:35.143703,"(5.0, 13.0, 10.566666666666666)","(1.45, 2.04, 1.9191666666666667)","(26.0, 130.0, 109.2)","(41.0, 500.0, 367.6470588235294)","(9.0, 22.0, 13.0)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 19.75)"
15-12-2022 14:19:36.277460,"(5.0, 13.0, 10.566666666666666)","(1.45, 2.04, 1.9191666666666667)","(26.0, 130.0, 109.2)","(41.0, 500.0, 367.6470588235294)","(9.0, 22.0, 13.0)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 19.75)"
15-12-2022 14:19:37.444109,"(5.0, 13.0, 10.566666666666666)","(1.45, 2.04, 1.9191666666666667)","(26.0, 130.0, 109.2)","(41.0, 500.0, 367.6470588235294)","(9.0, 22.0, 13.0)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 19.75)"
15-12-2022 14:19:38.597702,"(5.0, 13.0, 10.566666666666666)","(1.45, 2.04, 1.9191666666666667)","(26.0, 130.0, 109.2)","(41.0, 500.0, 367.6470588235294)","(9.0, 22.0, 13.0)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 19.75)"
15-12-2022 14:19:39.748961,"(5.0, 13.0, 10.566666666666666)","(1.45, 2.04, 1.9191666666666667)","(26.0, 130.0, 109.2)","(41.0, 500.0, 367.6470588235294)","(9.0, 22.0, 13.0)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 19.75)"
15-12-2022 14:19:40.942834,"(5.0, 13.0, 10.566666666666666)","(1.45, 2.02, 1.7657142857142858)","(26.0, 130.0, 109.2)","(41.0, 500.0, 367.6470588235294)","(9.0, 22.0, 13.272727272727273)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 19.75)"
15-12-2022 14:19:42.066463,"(5.0, 13.0, 11.783333333333333)","(1.45, 1.86, 1.7657142857142858)","(26.0, 130.0, 109.2)","(41.0, 500.0, 314.58333333333337)","(9.0, 22.0, 11.176470588235293)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 19.75)"
15-12-2022 14:19:43.228729,"(5.0, 13.0, 11.783333333333333)","(1.45, 1.85, 1.8)","(26.0, 130.0, 109.2)","(41.0, 500.0, 267.5)","(9.0, 22.0, 11.105263157894736)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 19.75)"
15-12-2022 14:19:44.355068,"(5.0, 13.5, 8.7)","(1.45, 1.85, 1.8250000000000002)","(26.0, 130.0, 109.2)","(41.0, 480.0, 267.5)","(9.0, 22.0, 11.105263157894736)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 19.75)"
15-12-2022 14:19:45.420749,"(5.0, 13.0, 9.35)","(1.45, 1.84, 1.786)","(26.0, 130.0, 109.2)","(41.0, 480.0, 267.5)","(9.0, 22.0, 11.105263157894736)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 19.75)"
15-12-2022 14:19:46.477531,"(5.0, 13.0, 9.35)","(1.45, 1.84, 1.786)","(26.0, 130.0, 109.2)","(41.0, 480.0, 267.5)","(9.0, 22.0, 11.105263157894736)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 19.75)"
15-12-2022 14:19:47.538046,"(5.0, 13.0, 9.35)","(1.45, 1.84, 1.786)","(26.0, 130.0, 109.2)","(41.0, 480.0, 267.5)","(9.0, 22.0, 11.105263157894736)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 19.75)"
15-12-2022 14:19:48.668995,"(5.0, 13.0, 9.35)","(1.45, 1.84, 1.786)","(26.0, 130.0, 109.2)","(41.0, 480.0, 267.5)","(9.0, 22.0, 11.105263157894736)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 19.75)"
15-12-2022 14:19:49.815840,"(5.0, 13.0, 9.35)","(1.45, 1.84, 1.786)","(26.0, 130.0, 109.2)","(41.0, 480.0, 267.5)","(9.0, 22.0, 11.105263157894736)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 19.75)"
15-12-2022 14:19:51.027422,"(5.0, 13.0, 9.35)","(1.45, 1.84, 1.786)","(26.0, 130.0, 109.2)","(41.0, 480.0, 267.5)","(9.0, 22.0, 11.105263157894736)","(6.5, 12.5, 9.861538461538462)","(21.0, 95.0, 81.0)","(11.0, 27.0, 19.75)"
