,Chatty Mavis,Sozins Queen,Epic Blossom,Lucky Jack,Goldstar Clover,Romeo,Homebush Thaw,Retread Pete
15-12-2022 13:51:30.119106,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 120.0, 31.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:51:31.165428,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 120.0, 31.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:51:32.213838,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 120.0, 31.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:51:33.185485,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 120.0, 31.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:51:34.261609,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 120.0, 31.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:51:35.532992,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 120.0, 31.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:51:36.687700,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 120.0, 31.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:51:37.866106,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 120.0, 31.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:51:39.207369,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 120.0, 31.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:51:40.350292,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 120.0, 31.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:51:41.579722,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 120.0, 31.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:51:42.735026,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 120.0, 31.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 203.7)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:51:43.869874,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 120.0, 31.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:51:44.954298,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 120.0, 31.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:51:46.004146,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 120.0, 31.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:51:47.080554,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 120.0, 31.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 203.7)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:51:48.224978,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 120.0, 31.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:51:49.423940,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 120.0, 31.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:51:50.596020,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 120.0, 31.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:51:51.787271,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 120.0, 31.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:51:52.961068,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 120.0, 31.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:51:54.088771,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 120.0, 31.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:51:55.299386,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 120.0, 31.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:51:56.480442,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 120.0, 31.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:51:57.679162,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 120.0, 31.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:51:58.807992,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 120.0, 31.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:51:59.934312,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 120.0, 31.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:00.988181,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 120.0, 31.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:01.984634,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 120.0, 31.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:03.007967,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 120.0, 31.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:04.067923,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 120.0, 31.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:05.148781,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 120.0, 31.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:06.298080,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 120.0, 31.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:07.538014,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 120.0, 31.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:08.593622,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 120.0, 31.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:09.699104,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 120.0, 31.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:10.840039,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 120.0, 31.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 203.7)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:11.923608,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 120.0, 31.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:12.947517,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 120.0, 31.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 203.7)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:13.952905,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 100.0, 56.75)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:15.020453,"(1.55, 1.94, 1.775)","(15.0, 110.0, 62.0)","(14.0, 100.0, 56.75)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:16.133122,"(1.55, 1.94, 1.775)","(15.0, 110.0, 96.35714285714286)","(14.0, 100.0, 89.1875)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:17.254345,"(1.55, 1.94, 1.775)","(15.0, 110.0, 98.0625)","(14.0, 100.0, 89.1875)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:18.366475,"(1.55, 1.94, 1.775)","(15.0, 110.0, 98.0625)","(14.0, 100.0, 89.1875)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:19.493947,"(1.55, 1.94, 1.775)","(15.0, 110.0, 98.0625)","(14.0, 100.0, 89.1875)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:20.641676,"(1.55, 1.94, 1.775)","(15.0, 110.0, 98.0625)","(14.0, 100.0, 56.75)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:21.788596,"(1.55, 1.93, 1.8264285714285713)","(15.0, 110.0, 99.27777777777777)","(14.0, 100.0, 56.75)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:22.921705,"(1.55, 1.93, 1.8264285714285713)","(15.0, 110.0, 99.27777777777777)","(14.0, 100.0, 56.75)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:24.100259,"(1.55, 1.93, 1.8264285714285713)","(15.0, 110.0, 99.27777777777777)","(14.0, 100.0, 56.75)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:25.241624,"(1.55, 1.93, 1.8264285714285713)","(15.0, 110.0, 99.27777777777777)","(14.0, 100.0, 56.75)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:26.334238,"(1.55, 1.93, 1.8264285714285713)","(15.0, 110.0, 99.27777777777777)","(14.0, 100.0, 56.75)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:27.312201,"(1.55, 1.93, 1.8264285714285713)","(15.0, 110.0, 98.0625)","(14.0, 100.0, 89.1875)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:28.346768,"(1.55, 1.93, 1.8264285714285713)","(15.0, 110.0, 98.0625)","(14.0, 100.0, 89.1875)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:29.412513,"(1.55, 1.93, 1.8264285714285713)","(15.0, 110.0, 98.0625)","(14.0, 100.0, 89.1875)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:30.471437,"(1.55, 1.93, 1.8264285714285713)","(15.0, 110.0, 98.0625)","(14.0, 100.0, 89.1875)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:31.509418,"(1.55, 1.93, 1.8264285714285713)","(15.0, 110.0, 98.0625)","(14.0, 100.0, 89.1875)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:32.510695,"(1.55, 1.93, 1.8264285714285713)","(15.0, 110.0, 99.27777777777777)","(14.0, 100.0, 56.75)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:33.604933,"(1.55, 1.93, 1.8264285714285713)","(15.0, 110.0, 99.27777777777777)","(14.0, 100.0, 56.75)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:34.709575,"(1.55, 1.93, 1.8264285714285713)","(15.0, 110.0, 99.27777777777777)","(14.0, 100.0, 56.75)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:35.797893,"(1.55, 1.95, 1.6993617021276595)","(15.0, 110.0, 98.0625)","(14.0, 100.0, 89.1875)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:36.787142,"(1.55, 1.95, 1.6993617021276595)","(15.0, 110.0, 98.0625)","(14.0, 100.0, 89.1875)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:37.835685,"(1.55, 1.94, 1.7685714285714285)","(15.0, 110.0, 98.0625)","(14.0, 100.0, 89.1875)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:38.916585,"(1.55, 1.94, 1.7685714285714285)","(15.0, 110.0, 98.0625)","(14.0, 100.0, 89.1875)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:40.039341,"(1.55, 1.94, 1.7685714285714285)","(15.0, 110.0, 98.0625)","(14.0, 100.0, 89.1875)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:41.151009,"(1.55, 1.94, 1.7685714285714285)","(15.0, 110.0, 98.0625)","(14.0, 100.0, 89.1875)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 203.7)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:42.228275,"(1.55, 1.94, 1.7438461538461538)","(15.0, 110.0, 103.60000000000001)","(14.0, 100.0, 87.71428571428572)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:43.310856,"(1.55, 1.94, 1.7438461538461538)","(15.0, 110.0, 100.35000000000001)","(14.0, 100.0, 87.71428571428572)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:44.477088,"(1.55, 1.94, 1.7438461538461538)","(15.0, 110.0, 100.35000000000001)","(14.0, 100.0, 57.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:45.608338,"(1.55, 1.94, 1.7438461538461538)","(15.0, 110.0, 100.35000000000001)","(14.0, 100.0, 57.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:46.752185,"(1.55, 1.94, 1.7438461538461538)","(15.0, 110.0, 100.35000000000001)","(14.0, 100.0, 57.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:47.991509,"(1.55, 1.94, 1.7438461538461538)","(15.0, 110.0, 100.35000000000001)","(14.0, 100.0, 57.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:49.151496,"(1.55, 1.94, 1.7438461538461538)","(15.0, 110.0, 100.35000000000001)","(14.0, 100.0, 57.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:50.269794,"(1.55, 1.94, 1.7438461538461538)","(15.0, 110.0, 100.35000000000001)","(14.0, 100.0, 57.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:51.317484,"(1.55, 1.93, 1.8264285714285713)","(15.0, 110.0, 103.14285714285714)","(14.0, 100.0, 57.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:52.354469,"(1.55, 1.93, 1.8264285714285713)","(15.0, 110.0, 103.14285714285714)","(14.0, 100.0, 57.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:53.407801,"(1.55, 1.93, 1.8264285714285713)","(15.0, 110.0, 103.14285714285714)","(14.0, 100.0, 57.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:54.519427,"(1.55, 1.93, 1.8027272727272727)","(15.0, 110.0, 96.35714285714286)","(14.0, 100.0, 57.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:55.599512,"(1.55, 1.93, 1.8027272727272727)","(15.0, 110.0, 96.35714285714286)","(14.0, 100.0, 57.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:56.696235,"(1.55, 1.93, 1.8027272727272727)","(15.0, 110.0, 96.35714285714286)","(14.0, 100.0, 57.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:57.724081,"(1.55, 1.93, 1.8027272727272727)","(15.0, 110.0, 96.35714285714286)","(14.0, 100.0, 57.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:58.783267,"(1.55, 1.93, 1.8264285714285713)","(15.0, 110.0, 99.27777777777777)","(14.0, 100.0, 57.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:52:59.927108,"(1.55, 1.93, 1.8264285714285713)","(15.0, 110.0, 99.27777777777777)","(14.0, 100.0, 57.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
15-12-2022 13:53:01.089929,"(1.55, 1.93, 1.8264285714285713)","(15.0, 110.0, 99.27777777777777)","(14.0, 100.0, 57.25)","(3.3, 4.1, 3.5530303030303028)","(18.0, 180.0, 105.22727272727273)","(14.0, 95.0, 53.75)","(20.0, 250.0, 211.41666666666669)","(17.0, 160.0, 117.20588235294117)"
