,Deluxe Legend,Exlover,Tupelawara,Regal Conqueror,Warrioress,Crazy Eyed Fred,Super Art,Good Girl
08-01-2023 12:34:33.376448,"(9.0, 10.0, 9.3)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 15.90625)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.114754098360656)"
08-01-2023 12:34:34.601338,"(9.0, 10.0, 9.3)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 15.90625)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.114754098360656)"
08-01-2023 12:34:35.818372,"(9.0, 10.0, 9.3)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 15.90625)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.114754098360656)"
08-01-2023 12:34:37.034839,"(9.0, 10.0, 9.3)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 15.90625)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.114754098360656)"
08-01-2023 12:34:38.275570,"(9.0, 10.0, 9.3)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 15.90625)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.114754098360656)"
08-01-2023 12:34:39.470876,"(9.0, 10.0, 9.3)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 15.90625)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.114754098360656)"
08-01-2023 12:34:40.630398,"(9.0, 10.0, 9.3)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 15.90625)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.114754098360656)"
08-01-2023 12:34:41.789664,"(9.0, 10.0, 9.3)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 15.90625)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.114754098360656)"
08-01-2023 12:34:42.939333,"(9.0, 10.0, 9.3)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 15.90625)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.114754098360656)"
08-01-2023 12:34:44.078053,"(9.0, 10.0, 9.3)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 15.90625)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.114754098360656)"
08-01-2023 12:34:45.227342,"(9.0, 10.0, 9.3)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 15.90625)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.114754098360656)"
08-01-2023 12:34:46.356294,"(9.0, 10.0, 9.3)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 15.90625)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.114754098360656)"
08-01-2023 12:34:47.503724,"(9.0, 10.0, 9.3)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 15.90625)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.114754098360656)"
08-01-2023 12:34:48.666458,"(9.0, 10.0, 9.3)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 15.90625)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.114754098360656)"
08-01-2023 12:34:49.886526,"(9.0, 10.0, 9.3)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 15.90625)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.114754098360656)"
08-01-2023 12:34:51.054071,"(9.0, 10.0, 9.3)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 15.90625)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.114754098360656)"
08-01-2023 12:34:52.310037,"(9.0, 10.0, 9.3)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 15.90625)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.114754098360656)"
08-01-2023 12:34:53.472380,"(9.0, 10.0, 9.3)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 15.90625)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.114754098360656)"
08-01-2023 12:34:54.599943,"(9.0, 10.0, 9.3)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 15.90625)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.114754098360656)"
08-01-2023 12:34:55.792538,"(9.0, 10.0, 9.3)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 15.90625)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.114754098360656)"
08-01-2023 12:34:57.262246,"(9.0, 10.0, 9.3)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 15.90625)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.114754098360656)"
08-01-2023 12:34:58.716717,"(9.0, 10.0, 9.3)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 15.90625)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.114754098360656)"
08-01-2023 12:35:00.121067,"(9.0, 10.0, 9.3)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 15.90625)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.114754098360656)"
08-01-2023 12:35:01.493826,"(9.0, 10.0, 9.3)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 15.90625)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.114754098360656)"
08-01-2023 12:35:02.842908,"(9.0, 10.0, 9.3)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 15.90625)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 6.836923076923076)"
08-01-2023 12:35:04.149803,"(9.0, 10.0, 9.3)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 15.90625)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 6.836923076923076)"
08-01-2023 12:35:05.452342,"(9.0, 10.0, 9.3)","(31.0, 65.0, 60.5)","(3.4, 8.0, 6.8545454545454545)","(14.0, 16.0, 15.90625)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.237647058823529)"
08-01-2023 12:35:06.663981,"(9.0, 10.0, 9.3)","(31.0, 65.0, 60.5)","(3.4, 8.0, 6.8545454545454545)","(14.0, 16.0, 15.90625)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.237647058823529)"
08-01-2023 12:35:07.960131,"(9.0, 10.0, 9.3)","(31.0, 65.0, 60.5)","(3.4, 8.0, 6.8545454545454545)","(14.0, 16.0, 15.90625)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.237647058823529)"
08-01-2023 12:35:09.301030,"(9.0, 10.0, 9.3)","(31.0, 65.0, 60.5)","(3.4, 8.0, 6.8545454545454545)","(14.0, 16.0, 15.90625)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.237647058823529)"
08-01-2023 12:35:10.600212,"(9.0, 10.0, 9.844444444444445)","(31.0, 65.0, 60.5)","(3.4, 8.0, 6.8545454545454545)","(14.0, 16.0, 15.90625)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.237647058823529)"
08-01-2023 12:35:12.121254,"(9.0, 10.0, 9.844444444444445)","(31.0, 65.0, 60.5)","(3.4, 8.0, 6.8545454545454545)","(14.0, 16.0, 15.90625)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.237647058823529)"
08-01-2023 12:35:13.479411,"(9.0, 10.0, 9.844444444444445)","(31.0, 65.0, 60.5)","(3.4, 8.0, 6.8545454545454545)","(14.0, 16.0, 15.90625)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.237647058823529)"
08-01-2023 12:35:14.812602,"(9.0, 10.0, 9.844444444444445)","(31.0, 65.0, 60.5)","(3.4, 8.0, 6.8545454545454545)","(14.0, 16.0, 14.75)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.237647058823529)"
08-01-2023 12:35:15.986273,"(9.0, 10.0, 9.844444444444445)","(31.0, 65.0, 60.5)","(3.4, 8.0, 6.8545454545454545)","(14.0, 16.0, 14.75)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.237647058823529)"
08-01-2023 12:35:17.210301,"(9.0, 10.0, 9.844444444444445)","(31.0, 65.0, 60.5)","(3.4, 8.0, 6.8545454545454545)","(14.0, 16.0, 14.75)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.237647058823529)"
08-01-2023 12:35:18.433031,"(9.0, 10.0, 9.844444444444445)","(31.0, 65.0, 60.5)","(3.4, 8.0, 6.8545454545454545)","(14.0, 16.0, 14.75)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.237647058823529)"
08-01-2023 12:35:19.733923,"(9.0, 10.0, 9.844444444444445)","(31.0, 65.0, 60.5)","(3.4, 8.0, 6.8545454545454545)","(14.0, 16.0, 14.75)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.237647058823529)"
08-01-2023 12:35:21.021170,"(9.0, 10.0, 9.844444444444445)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 14.75)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.237647058823529)"
08-01-2023 12:35:22.313412,"(9.0, 10.0, 9.844444444444445)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 14.75)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.237647058823529)"
08-01-2023 12:35:23.630026,"(9.0, 10.0, 9.844444444444445)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 14.75)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.237647058823529)"
08-01-2023 12:35:25.018414,"(9.0, 10.0, 9.844444444444445)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 14.75)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.237647058823529)"
08-01-2023 12:35:26.337601,"(9.0, 10.0, 9.844444444444445)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 14.75)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.237647058823529)"
08-01-2023 12:35:27.562440,"(9.0, 10.0, 9.844444444444445)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 14.75)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.237647058823529)"
08-01-2023 12:35:28.775072,"(9.0, 10.0, 9.844444444444445)","(31.0, 65.0, 60.5)","(3.4, 8.0, 6.666666666666667)","(14.0, 16.0, 14.75)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 150.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.237647058823529)"
08-01-2023 12:35:29.939997,"(9.0, 10.0, 9.844444444444445)","(31.0, 65.0, 60.5)","(3.4, 8.0, 6.666666666666667)","(14.0, 16.0, 14.75)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.237647058823529)"
08-01-2023 12:35:31.136747,"(9.0, 10.0, 9.844444444444445)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 14.75)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.237647058823529)"
08-01-2023 12:35:32.361879,"(9.0, 10.0, 9.844444444444445)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 14.75)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.237647058823529)"
08-01-2023 12:35:33.586790,"(9.0, 10.0, 9.844444444444445)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 14.75)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.237647058823529)"
08-01-2023 12:35:34.826811,"(9.0, 10.0, 9.844444444444445)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 14.75)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.237647058823529)"
08-01-2023 12:35:35.980502,"(9.0, 10.0, 9.844444444444445)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 14.75)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.237647058823529)"
08-01-2023 12:35:37.138232,"(9.0, 10.0, 9.844444444444445)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 14.75)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.237647058823529)"
08-01-2023 12:35:38.255748,"(9.0, 10.0, 9.844444444444445)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 14.75)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.237647058823529)"
08-01-2023 12:35:39.430259,"(9.0, 10.0, 9.6)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 14.75)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.237647058823529)"
08-01-2023 12:35:40.702482,"(9.0, 10.0, 9.6)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 14.75)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.237647058823529)"
08-01-2023 12:35:41.938228,"(9.0, 10.0, 9.6)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 14.75)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.237647058823529)"
08-01-2023 12:35:43.252463,"(9.0, 10.0, 9.6)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 14.75)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.237647058823529)"
08-01-2023 12:35:44.533927,"(9.0, 10.0, 9.6)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 14.75)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.237647058823529)"
08-01-2023 12:35:45.810299,"(9.0, 10.0, 9.6)","(31.0, 65.0, 60.5)","(3.4, 8.0, 7.0)","(14.0, 16.0, 14.75)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.237647058823529)"
08-01-2023 12:35:47.036806,"(9.0, 10.0, 9.6)","(31.0, 65.0, 60.5)","(3.4, 8.0, 6.555555555555555)","(14.0, 16.0, 14.75)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.114754098360656)"
08-01-2023 12:35:48.254952,"(9.0, 10.0, 9.6)","(31.0, 65.0, 60.5)","(3.4, 7.0, 6.555555555555555)","(14.0, 16.0, 14.75)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.114754098360656)"
08-01-2023 12:35:49.456015,"(9.0, 10.0, 9.6)","(31.0, 65.0, 60.5)","(3.4, 7.0, 6.555555555555555)","(14.0, 16.0, 14.75)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.114754098360656)"
08-01-2023 12:35:50.613145,"(9.0, 10.0, 9.6)","(31.0, 65.0, 60.5)","(3.4, 7.0, 6.555555555555555)","(14.0, 16.0, 14.75)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.114754098360656)"
08-01-2023 12:35:52.098765,"(9.0, 10.0, 9.6)","(31.0, 65.0, 60.5)","(3.4, 7.0, 6.555555555555555)","(14.0, 16.0, 14.75)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.114754098360656)"
08-01-2023 12:35:53.513145,"(9.0, 10.0, 9.6)","(31.0, 65.0, 60.5)","(3.4, 7.0, 6.555555555555555)","(14.0, 16.0, 14.75)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.114754098360656)"
08-01-2023 12:35:54.782534,"(9.0, 10.0, 9.6)","(31.0, 65.0, 60.5)","(3.4, 7.0, 6.555555555555555)","(14.0, 16.0, 14.75)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.114754098360656)"
08-01-2023 12:35:56.008544,"(9.0, 10.0, 9.6)","(31.0, 65.0, 60.5)","(3.4, 7.0, 6.555555555555555)","(14.0, 16.0, 14.75)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.114754098360656)"
08-01-2023 12:35:57.199212,"(9.0, 10.0, 9.6)","(31.0, 65.0, 60.5)","(3.4, 7.0, 6.555555555555555)","(14.0, 16.0, 14.75)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.364705882352941)"
08-01-2023 12:35:58.331091,"(9.0, 10.0, 9.6)","(31.0, 65.0, 60.5)","(3.4, 7.0, 6.555555555555555)","(14.0, 16.0, 15.821428571428571)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.364705882352941)"
08-01-2023 12:35:59.471124,"(9.0, 10.0, 9.6)","(31.0, 65.0, 60.5)","(3.4, 7.0, 6.555555555555555)","(14.0, 16.0, 15.821428571428571)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.364705882352941)"
08-01-2023 12:36:00.593013,"(9.0, 10.0, 9.6)","(31.0, 65.0, 60.5)","(3.4, 7.0, 6.285714285714286)","(14.0, 16.0, 15.821428571428571)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.364705882352941)"
08-01-2023 12:36:01.772599,"(9.0, 10.0, 9.6)","(31.0, 65.0, 60.5)","(3.4, 7.0, 6.285714285714286)","(14.0, 16.0, 15.821428571428571)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.364705882352941)"
08-01-2023 12:36:02.992909,"(9.0, 10.0, 9.6)","(31.0, 65.0, 60.5)","(3.4, 7.0, 6.285714285714286)","(14.0, 16.0, 15.821428571428571)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.364705882352941)"
08-01-2023 12:36:04.185848,"(9.0, 10.0, 9.6)","(31.0, 65.0, 60.5)","(3.4, 7.0, 6.285714285714286)","(14.0, 16.0, 15.821428571428571)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.364705882352941)"
08-01-2023 12:36:05.389467,"(9.0, 10.0, 9.6)","(31.0, 65.0, 60.5)","(3.4, 7.0, 6.285714285714286)","(14.0, 16.0, 15.821428571428571)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.364705882352941)"
08-01-2023 12:36:06.628054,"(9.0, 10.0, 9.6)","(31.0, 65.0, 60.5)","(3.4, 7.0, 6.285714285714286)","(14.0, 16.0, 15.821428571428571)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.364705882352941)"
08-01-2023 12:36:07.863685,"(9.0, 10.0, 9.6)","(31.0, 65.0, 60.5)","(3.4, 7.0, 6.285714285714286)","(14.0, 16.0, 15.821428571428571)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.364705882352941)"
08-01-2023 12:36:09.066556,"(9.0, 10.0, 9.2)","(31.0, 65.0, 60.5)","(3.4, 7.0, 6.285714285714286)","(14.0, 16.0, 15.821428571428571)","(1.7, 2.0, 1.9297029702970296)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.364705882352941)"
08-01-2023 12:36:10.452864,"(9.0, 10.0, 9.2)","(31.0, 65.0, 60.5)","(3.4, 7.0, 6.285714285714286)","(14.0, 16.0, 15.821428571428571)","(1.7, 2.0, 1.9235294117647057)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.364705882352941)"
08-01-2023 12:36:11.674444,"(9.0, 10.0, 9.2)","(31.0, 65.0, 60.5)","(3.4, 7.0, 6.285714285714286)","(14.0, 16.0, 15.821428571428571)","(1.7, 2.0, 1.9235294117647057)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.364705882352941)"
08-01-2023 12:36:12.799161,"(9.0, 10.0, 9.6)","(31.0, 65.0, 60.5)","(3.4, 7.0, 6.285714285714286)","(14.0, 16.0, 15.821428571428571)","(1.7, 2.0, 1.9235294117647057)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.364705882352941)"
08-01-2023 12:36:14.013568,"(9.0, 10.0, 9.6)","(31.0, 65.0, 60.5)","(3.4, 7.0, 6.285714285714286)","(14.0, 16.0, 15.821428571428571)","(1.7, 2.0, 1.9235294117647057)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.364705882352941)"
08-01-2023 12:36:15.290992,"(9.0, 10.0, 9.6)","(31.0, 65.0, 60.5)","(3.4, 7.0, 6.285714285714286)","(14.0, 16.0, 15.821428571428571)","(1.7, 2.0, 1.9235294117647057)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.364705882352941)"
08-01-2023 12:36:16.499416,"(9.0, 10.0, 9.6)","(31.0, 65.0, 60.5)","(3.4, 7.0, 6.285714285714286)","(14.0, 16.0, 15.821428571428571)","(1.7, 2.0, 1.9235294117647057)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.364705882352941)"
08-01-2023 12:36:17.747892,"(9.0, 10.0, 9.6)","(31.0, 65.0, 60.5)","(3.4, 7.0, 6.285714285714286)","(14.0, 16.0, 15.821428571428571)","(1.7, 2.0, 1.9235294117647057)","(101.0, 210.0, 160.0)","(51.0, 55.0, 53.333333333333336)","(5.5, 8.0, 7.364705882352941)"
