,Loui,Our Princess Kennedy Nz,Freddy Singh,Smooth Overarm Nz,Mighty Joe,Pippo Nien,Oursouthernstar,Mach Daddy,Eagle Commander,Bertie Jones Nz
14-12-2022 19:04:33.228971,"(3.0, 6.4, 5.38)","(41.0, 99999, 99990)","(19.0, 50.0, 36.6875)","(4.6, 99999, 99990)","(13.0, 28.0, 17.333333333333332)","(26.0, 75.0, 44.4)","(12.0, 27.0, 21.833333333333336)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:04:34.736185,"(3.0, 6.4, 5.38)","(41.0, 99999, 99990)","(19.0, 50.0, 36.6875)","(4.6, 99999, 99990)","(13.0, 28.0, 17.333333333333332)","(26.0, 75.0, 44.4)","(12.0, 27.0, 21.833333333333336)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:04:36.139995,"(3.0, 6.4, 5.38)","(41.0, 99999, 99990)","(19.0, 50.0, 36.6875)","(4.6, 99999, 99990)","(13.0, 28.0, 17.333333333333332)","(26.0, 75.0, 44.4)","(12.0, 27.0, 21.833333333333336)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:04:37.569029,"(3.0, 6.4, 5.38)","(41.0, 99999, 99990)","(19.0, 50.0, 36.6875)","(4.6, 99999, 99990)","(13.0, 28.0, 17.333333333333332)","(26.0, 75.0, 44.4)","(12.0, 27.0, 21.833333333333336)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:04:38.999704,"(3.0, 6.4, 5.38)","(41.0, 99999, 99990)","(19.0, 50.0, 36.6875)","(4.6, 99999, 99990)","(13.0, 28.0, 17.333333333333332)","(26.0, 75.0, 44.4)","(12.0, 27.0, 21.833333333333336)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:04:40.432801,"(3.0, 6.4, 5.38)","(41.0, 99999, 99990)","(19.0, 50.0, 36.6875)","(4.6, 99999, 99990)","(13.0, 28.0, 18.0)","(26.0, 75.0, 44.4)","(12.0, 27.0, 21.833333333333336)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:04:41.858542,"(3.0, 6.4, 5.38)","(41.0, 99999, 99990)","(19.0, 50.0, 36.6875)","(4.6, 99999, 99990)","(13.0, 27.0, 23.25)","(26.0, 75.0, 44.4)","(12.0, 27.0, 21.833333333333336)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:04:43.244602,"(3.0, 6.4, 5.38)","(41.0, 99999, 99990)","(19.0, 50.0, 36.6875)","(4.6, 99999, 99990)","(13.0, 27.0, 23.25)","(26.0, 75.0, 44.4)","(12.0, 27.0, 21.833333333333336)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:04:44.693926,"(3.0, 6.4, 5.38)","(41.0, 99999, 99990)","(19.0, 50.0, 36.6875)","(4.6, 99999, 99990)","(13.0, 27.0, 23.25)","(26.0, 75.0, 44.4)","(12.0, 27.0, 21.833333333333336)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:04:46.189717,"(3.0, 6.4, 5.38)","(41.0, 99999, 99990)","(19.0, 50.0, 36.6875)","(4.6, 99999, 99990)","(13.0, 27.0, 23.25)","(26.0, 75.0, 44.4)","(12.0, 27.0, 21.833333333333336)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:04:47.637970,"(3.0, 6.4, 5.38)","(41.0, 99999, 99990)","(19.0, 50.0, 36.6875)","(4.6, 99999, 99990)","(13.0, 27.0, 23.25)","(26.0, 75.0, 44.4)","(12.0, 27.0, 21.833333333333336)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:04:49.156008,"(3.0, 6.4, 5.38)","(41.0, 99999, 99990)","(19.0, 50.0, 36.6875)","(4.6, 99999, 99990)","(13.0, 27.0, 23.25)","(26.0, 75.0, 44.4)","(12.0, 27.0, 21.833333333333336)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:04:50.593713,"(3.0, 6.0, 4.3875)","(41.0, 99999, 99990)","(19.0, 50.0, 36.6875)","(4.6, 99999, 99990)","(13.0, 27.0, 23.25)","(26.0, 75.0, 44.4)","(12.0, 27.0, 21.833333333333336)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:04:52.035728,"(3.0, 6.0, 4.3875)","(41.0, 99999, 99990)","(19.0, 50.0, 36.6875)","(4.6, 99999, 99990)","(13.0, 27.0, 23.25)","(26.0, 75.0, 44.4)","(12.0, 27.0, 21.833333333333336)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:04:53.485184,"(3.0, 6.0, 4.3875)","(41.0, 99999, 99990)","(19.0, 50.0, 36.6875)","(4.6, 99999, 99990)","(13.0, 27.0, 23.25)","(26.0, 75.0, 44.4)","(12.0, 27.0, 21.833333333333336)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:04:54.946952,"(3.0, 6.0, 4.3875)","(41.0, 99999, 99990)","(19.0, 50.0, 36.6875)","(4.6, 99999, 99990)","(13.0, 27.0, 23.25)","(26.0, 75.0, 44.4)","(12.0, 27.0, 21.833333333333336)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:04:56.350459,"(3.0, 6.0, 4.3875)","(41.0, 99999, 99990)","(19.0, 50.0, 36.6875)","(4.6, 99999, 99990)","(13.0, 27.0, 23.25)","(26.0, 75.0, 44.4)","(12.0, 27.0, 21.833333333333336)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:04:57.765558,"(3.0, 6.0, 4.3875)","(41.0, 99999, 99990)","(19.0, 50.0, 36.6875)","(4.6, 99999, 99990)","(13.0, 28.0, 18.0)","(26.0, 75.0, 44.4)","(12.0, 27.0, 21.833333333333336)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:04:59.178327,"(3.0, 5.9, 4.875)","(41.0, 99999, 99990)","(19.0, 50.0, 36.6875)","(4.6, 99999, 99990)","(13.0, 28.0, 17.333333333333332)","(26.0, 75.0, 44.4)","(12.0, 27.0, 21.833333333333336)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:05:00.630329,"(3.0, 5.9, 4.875)","(41.0, 99999, 99990)","(19.0, 50.0, 36.6875)","(4.6, 99999, 99990)","(13.0, 28.0, 17.333333333333332)","(26.0, 75.0, 44.4)","(12.0, 27.0, 21.833333333333336)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:05:02.046261,"(3.0, 5.9, 4.875)","(41.0, 99999, 99990)","(19.0, 50.0, 36.6875)","(4.6, 99999, 99990)","(13.0, 28.0, 17.333333333333332)","(26.0, 75.0, 44.4)","(12.0, 27.0, 21.833333333333336)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:05:03.475560,"(3.0, 5.9, 4.875)","(41.0, 99999, 99990)","(19.0, 50.0, 36.6875)","(4.6, 99999, 99990)","(13.0, 28.0, 17.333333333333332)","(26.0, 75.0, 44.4)","(12.0, 27.0, 16.666666666666668)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:05:04.903730,"(3.0, 5.9, 4.875)","(41.0, 99999, 99990)","(19.0, 50.0, 36.6875)","(4.6, 99999, 99990)","(13.0, 28.0, 17.333333333333332)","(26.0, 75.0, 44.4)","(12.0, 27.0, 17.0)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:05:06.291289,"(3.0, 5.9, 4.875)","(41.0, 99999, 99990)","(19.0, 50.0, 36.6875)","(4.6, 99999, 99990)","(13.0, 28.0, 17.333333333333332)","(26.0, 75.0, 44.4)","(12.0, 27.0, 17.0)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:05:07.752581,"(3.0, 5.9, 4.875)","(41.0, 99999, 99990)","(19.0, 50.0, 31.25)","(4.6, 99999, 99990)","(13.0, 28.0, 17.333333333333332)","(26.0, 75.0, 37.14285714285714)","(12.0, 27.0, 17.0)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:05:09.173775,"(3.0, 5.9, 4.875)","(41.0, 99999, 99990)","(19.0, 48.0, 40.75)","(4.6, 99999, 99990)","(13.0, 28.0, 17.333333333333332)","(26.0, 70.0, 51.33333333333333)","(12.0, 27.0, 17.0)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:05:10.583457,"(3.0, 5.9, 4.875)","(41.0, 99999, 99990)","(19.0, 46.0, 34.1875)","(4.6, 99999, 99990)","(13.0, 28.0, 17.333333333333332)","(26.0, 65.0, 40.4)","(12.0, 27.0, 17.0)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:05:12.057116,"(3.0, 5.9, 4.875)","(41.0, 99999, 99990)","(19.0, 46.0, 34.1875)","(4.6, 99999, 99990)","(13.0, 28.0, 17.333333333333332)","(26.0, 65.0, 40.4)","(12.0, 27.0, 17.0)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:05:13.551748,"(3.0, 5.9, 4.875)","(41.0, 99999, 99990)","(19.0, 46.0, 34.1875)","(4.6, 99999, 99990)","(13.0, 28.0, 17.333333333333332)","(26.0, 65.0, 40.4)","(12.0, 27.0, 17.0)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:05:15.075382,"(3.0, 5.9, 4.875)","(41.0, 99999, 99990)","(19.0, 46.0, 34.1875)","(4.6, 99999, 99990)","(13.0, 28.0, 17.333333333333332)","(26.0, 65.0, 40.4)","(12.0, 27.0, 17.0)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:05:16.545148,"(3.0, 5.9, 4.875)","(41.0, 99999, 99990)","(19.0, 46.0, 34.1875)","(4.6, 99999, 99990)","(13.0, 28.0, 17.333333333333332)","(26.0, 65.0, 40.4)","(12.0, 27.0, 17.0)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:05:18.055124,"(3.0, 5.7, 5.237500000000001)","(41.0, 99999, 99990)","(19.0, 46.0, 34.1875)","(4.6, 99999, 99990)","(13.0, 28.0, 17.333333333333332)","(26.0, 65.0, 40.4)","(12.0, 27.0, 17.0)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:05:19.501471,"(3.0, 5.7, 4.775)","(41.0, 99999, 99990)","(19.0, 46.0, 34.1875)","(4.6, 99999, 99990)","(13.0, 28.0, 17.333333333333332)","(26.0, 65.0, 40.4)","(12.0, 27.0, 17.0)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:05:20.985176,"(3.0, 5.7, 5.430769230769231)","(41.0, 99999, 99990)","(19.0, 46.0, 34.1875)","(4.6, 99999, 99990)","(13.0, 28.0, 17.333333333333332)","(26.0, 65.0, 40.4)","(12.0, 27.0, 17.0)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:05:22.345858,"(3.0, 5.7, 5.430769230769231)","(41.0, 99999, 99990)","(19.0, 46.0, 34.1875)","(4.6, 99999, 99990)","(13.0, 28.0, 17.333333333333332)","(26.0, 65.0, 40.4)","(12.0, 27.0, 17.0)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:05:23.976688,"(3.0, 5.7, 5.430769230769231)","(41.0, 99999, 99990)","(19.0, 46.0, 34.1875)","(4.6, 99999, 99990)","(13.0, 28.0, 17.333333333333332)","(26.0, 65.0, 40.4)","(12.0, 27.0, 17.0)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:05:25.497232,"(3.0, 5.7, 5.430769230769231)","(41.0, 99999, 99990)","(19.0, 46.0, 34.1875)","(4.6, 99999, 99990)","(13.0, 28.0, 17.333333333333332)","(26.0, 65.0, 40.4)","(12.0, 27.0, 22.0)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 9.042857142857143)","(4.8, 99999, 99990)"
14-12-2022 19:05:27.138451,"(3.0, 5.7, 5.430769230769231)","(41.0, 99999, 99990)","(19.0, 46.0, 34.1875)","(4.6, 99999, 99990)","(13.0, 28.0, 17.333333333333332)","(26.0, 65.0, 40.4)","(12.0, 27.0, 17.333333333333332)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 9.042857142857143)","(4.8, 99999, 99990)"
14-12-2022 19:05:28.628555,"(3.0, 5.7, 5.430769230769231)","(41.0, 99999, 99990)","(19.0, 46.0, 34.1875)","(4.6, 99999, 99990)","(13.0, 28.0, 17.333333333333332)","(26.0, 65.0, 40.4)","(12.0, 27.0, 17.333333333333332)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 9.157142857142858)","(4.8, 99999, 99990)"
14-12-2022 19:05:30.323483,"(3.0, 5.7, 5.02)","(41.0, 99999, 99990)","(19.0, 46.0, 34.1875)","(4.6, 99999, 99990)","(13.0, 28.0, 17.333333333333332)","(26.0, 65.0, 40.4)","(12.0, 27.0, 17.333333333333332)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 9.157142857142858)","(4.8, 99999, 99990)"
14-12-2022 19:05:31.781130,"(3.0, 5.7, 5.02)","(41.0, 99999, 99990)","(19.0, 46.0, 34.1875)","(4.6, 99999, 99990)","(13.0, 28.0, 17.333333333333332)","(26.0, 65.0, 40.4)","(12.0, 27.0, 17.333333333333332)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 9.32857142857143)","(4.8, 99999, 99990)"
14-12-2022 19:05:33.489110,"(3.0, 5.7, 5.02)","(41.0, 99999, 99990)","(19.0, 46.0, 34.1875)","(4.6, 99999, 99990)","(13.0, 28.0, 17.333333333333332)","(26.0, 65.0, 40.4)","(12.0, 27.0, 17.333333333333332)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 9.32857142857143)","(4.8, 99999, 99990)"
14-12-2022 19:05:35.153570,"(3.0, 5.7, 5.02)","(41.0, 99999, 99990)","(19.0, 46.0, 34.1875)","(4.6, 99999, 99990)","(13.0, 28.0, 17.333333333333332)","(26.0, 65.0, 40.4)","(12.0, 27.0, 17.333333333333332)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.800000000000001)","(4.8, 99999, 99990)"
14-12-2022 19:05:36.709543,"(3.0, 5.7, 4.96)","(41.0, 99999, 99990)","(19.0, 46.0, 34.1875)","(4.6, 99999, 99990)","(13.0, 28.0, 17.333333333333332)","(26.0, 65.0, 40.4)","(12.0, 27.0, 17.333333333333332)","(11.0, 21.0, 13.666666666666666)","(5.0, 7.2, 9.157142857142858)","(4.8, 99999, 99990)"
14-12-2022 19:05:38.335398,"(3.0, 5.7, 4.96)","(41.0, 99999, 99990)","(19.0, 46.0, 34.1875)","(4.6, 99999, 99990)","(13.0, 28.0, 17.333333333333332)","(26.0, 65.0, 40.4)","(12.0, 27.0, 17.333333333333332)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 9.042857142857143)","(4.8, 99999, 99990)"
14-12-2022 19:05:39.944116,"(3.0, 5.7, 5.430769230769231)","(41.0, 99999, 99990)","(19.0, 46.0, 34.1875)","(4.6, 99999, 99990)","(13.0, 28.0, 17.333333333333332)","(26.0, 65.0, 40.4)","(12.0, 27.0, 17.333333333333332)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:05:41.518814,"(3.0, 5.7, 5.430769230769231)","(41.0, 99999, 99990)","(19.0, 46.0, 34.1875)","(4.6, 99999, 99990)","(13.0, 28.0, 17.333333333333332)","(26.0, 65.0, 40.4)","(12.0, 27.0, 17.333333333333332)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:05:43.068509,"(3.0, 5.7, 5.430769230769231)","(41.0, 99999, 99990)","(19.0, 46.0, 37.0)","(4.6, 99999, 99990)","(13.0, 28.0, 17.0)","(26.0, 65.0, 44.5)","(12.0, 27.0, 17.333333333333332)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:05:44.598299,"(3.0, 5.7, 5.430769230769231)","(41.0, 99999, 99990)","(19.0, 46.0, 37.0)","(4.6, 99999, 99990)","(13.0, 28.0, 17.0)","(26.0, 65.0, 44.5)","(12.0, 27.0, 17.333333333333332)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:05:46.114890,"(3.0, 5.7, 5.430769230769231)","(41.0, 99999, 99990)","(19.0, 46.0, 37.0)","(4.6, 99999, 99990)","(13.0, 28.0, 17.0)","(26.0, 65.0, 44.5)","(12.0, 27.0, 17.333333333333332)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:05:47.508709,"(3.0, 5.7, 5.02)","(41.0, 99999, 99990)","(19.0, 46.0, 37.0)","(4.6, 99999, 99990)","(13.0, 28.0, 17.0)","(26.0, 65.0, 44.5)","(12.0, 27.0, 17.333333333333332)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:05:48.872846,"(3.0, 5.7, 5.02)","(41.0, 99999, 99990)","(19.0, 46.0, 37.0)","(4.6, 99999, 99990)","(13.0, 28.0, 17.0)","(26.0, 65.0, 44.5)","(12.0, 27.0, 17.333333333333332)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:05:50.277108,"(3.0, 5.7, 5.02)","(41.0, 99999, 99990)","(19.0, 46.0, 37.0)","(4.6, 99999, 99990)","(13.0, 28.0, 17.0)","(26.0, 65.0, 44.5)","(12.0, 27.0, 17.333333333333332)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:05:51.622460,"(3.0, 5.7, 5.02)","(41.0, 99999, 99990)","(19.0, 46.0, 37.0)","(4.6, 99999, 99990)","(13.0, 28.0, 17.0)","(26.0, 65.0, 44.5)","(12.0, 27.0, 17.333333333333332)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:05:52.986853,"(3.0, 5.7, 5.02)","(41.0, 99999, 99990)","(19.0, 46.0, 37.0)","(4.6, 99999, 99990)","(13.0, 28.0, 17.0)","(26.0, 65.0, 44.5)","(12.0, 27.0, 17.333333333333332)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:05:54.325805,"(3.0, 5.7, 5.02)","(41.0, 99999, 99990)","(19.0, 46.0, 37.0)","(4.6, 99999, 99990)","(13.0, 28.0, 17.0)","(26.0, 65.0, 44.5)","(12.0, 27.0, 17.333333333333332)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:05:55.736935,"(3.0, 5.7, 4.96)","(41.0, 99999, 99990)","(19.0, 46.0, 37.0)","(4.6, 99999, 99990)","(13.0, 28.0, 17.0)","(26.0, 65.0, 44.5)","(12.0, 27.0, 17.333333333333332)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:05:57.217667,"(3.0, 5.7, 5.430769230769231)","(41.0, 99999, 99990)","(19.0, 46.0, 37.0)","(4.6, 99999, 99990)","(13.0, 28.0, 17.0)","(26.0, 65.0, 44.5)","(12.0, 27.0, 17.333333333333332)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:05:58.638564,"(3.0, 5.7, 5.430769230769231)","(41.0, 99999, 99990)","(19.0, 46.0, 37.0)","(4.6, 99999, 99990)","(13.0, 28.0, 17.0)","(26.0, 65.0, 44.5)","(12.0, 27.0, 17.333333333333332)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:06:00.153393,"(3.0, 5.7, 5.430769230769231)","(41.0, 99999, 99990)","(19.0, 46.0, 37.0)","(4.6, 99999, 99990)","(13.0, 28.0, 17.0)","(26.0, 65.0, 44.5)","(12.0, 27.0, 17.333333333333332)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:06:01.513112,"(3.0, 5.7, 5.430769230769231)","(41.0, 99999, 99990)","(19.0, 46.0, 37.0)","(4.6, 99999, 99990)","(13.0, 28.0, 17.0)","(26.0, 65.0, 44.5)","(12.0, 27.0, 17.333333333333332)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:06:02.947886,"(3.0, 5.7, 5.430769230769231)","(41.0, 99999, 99990)","(19.0, 46.0, 37.0)","(4.6, 99999, 99990)","(13.0, 28.0, 17.0)","(26.0, 65.0, 44.5)","(12.0, 27.0, 17.333333333333332)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:06:04.388129,"(3.0, 5.7, 5.430769230769231)","(41.0, 99999, 99990)","(19.0, 46.0, 37.0)","(4.6, 99999, 99990)","(13.0, 28.0, 17.0)","(26.0, 65.0, 44.5)","(12.0, 27.0, 17.333333333333332)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:06:05.881980,"(3.0, 5.7, 5.02)","(41.0, 99999, 99990)","(19.0, 46.0, 37.0)","(4.6, 99999, 99990)","(13.0, 28.0, 17.0)","(26.0, 65.0, 44.5)","(12.0, 27.0, 17.333333333333332)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:06:07.371677,"(3.0, 5.7, 5.322222222222223)","(41.0, 99999, 99990)","(19.0, 46.0, 37.0)","(4.6, 99999, 99990)","(13.0, 28.0, 17.0)","(26.0, 65.0, 44.5)","(12.0, 27.0, 17.333333333333332)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:06:08.828623,"(3.0, 5.7, 5.322222222222223)","(41.0, 99999, 99990)","(19.0, 46.0, 37.0)","(4.6, 99999, 99990)","(13.0, 28.0, 17.0)","(26.0, 65.0, 44.5)","(12.0, 27.0, 17.333333333333332)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:06:10.231938,"(3.0, 5.7, 5.322222222222223)","(41.0, 99999, 99990)","(19.0, 46.0, 37.0)","(4.6, 99999, 99990)","(13.0, 28.0, 17.0)","(26.0, 65.0, 44.5)","(12.0, 27.0, 17.333333333333332)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:06:11.573642,"(3.0, 5.7, 5.322222222222223)","(41.0, 99999, 99990)","(19.0, 46.0, 37.0)","(4.6, 99999, 99990)","(13.0, 28.0, 17.0)","(26.0, 65.0, 44.5)","(12.0, 27.0, 17.333333333333332)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:06:12.888741,"(3.0, 5.7, 5.469230769230769)","(41.0, 99999, 99990)","(19.0, 46.0, 37.0)","(4.6, 99999, 99990)","(13.0, 28.0, 17.0)","(26.0, 65.0, 44.5)","(12.0, 27.0, 17.333333333333332)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:06:14.200769,"(3.0, 5.7, 5.469230769230769)","(41.0, 99999, 99990)","(19.0, 46.0, 37.0)","(4.6, 99999, 99990)","(13.0, 28.0, 17.0)","(26.0, 65.0, 44.5)","(12.0, 27.0, 17.333333333333332)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:06:15.533733,"(3.0, 5.7, 5.469230769230769)","(41.0, 99999, 99990)","(19.0, 46.0, 37.0)","(4.6, 99999, 99990)","(13.0, 28.0, 17.0)","(26.0, 65.0, 44.5)","(12.0, 27.0, 17.333333333333332)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:06:16.954039,"(3.0, 5.7, 5.469230769230769)","(41.0, 99999, 99990)","(19.0, 46.0, 37.0)","(4.6, 99999, 99990)","(13.0, 28.0, 17.0)","(26.0, 65.0, 44.5)","(12.0, 27.0, 17.333333333333332)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
14-12-2022 19:06:18.352076,"(3.0, 5.7, 5.469230769230769)","(41.0, 99999, 99990)","(19.0, 46.0, 37.0)","(4.6, 99999, 99990)","(13.0, 28.0, 17.0)","(26.0, 65.0, 44.5)","(12.0, 27.0, 17.333333333333332)","(11.0, 21.0, 13.666666666666666)","(5.0, 10.5, 6.8999999999999995)","(4.8, 99999, 99990)"
