,Darby Valley,Jakes A Rake,Talk It Up,Lizard,Kooringa Jack,Cool Red,Chicago Merc,Colonel Angus
08-12-2022 13:01:22.239469,"(4.4, 7.6, 6.836363636363636)","(61.0, 100.0, 94.0)","(11.0, 23.0, 16.0)","(5.5, 8.8, 6.8)","(2.25, 2.6, 2.5931914893617023)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 70.0, 28.22222222222222)"
08-12-2022 13:01:23.470230,"(4.4, 7.6, 6.836363636363636)","(61.0, 100.0, 94.0)","(11.0, 23.0, 16.0)","(5.5, 8.8, 6.8)","(2.25, 2.6, 2.5931914893617023)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 70.0, 28.22222222222222)"
08-12-2022 13:01:24.704134,"(4.4, 7.6, 6.836363636363636)","(61.0, 100.0, 94.0)","(11.0, 23.0, 16.0)","(5.5, 8.8, 6.8)","(2.25, 2.6, 2.5931914893617023)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 70.0, 28.22222222222222)"
08-12-2022 13:01:26.018078,"(4.4, 7.6, 6.836363636363636)","(61.0, 100.0, 94.0)","(11.0, 23.0, 16.0)","(5.5, 8.8, 6.8)","(2.25, 2.6, 2.5931914893617023)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 70.0, 28.22222222222222)"
08-12-2022 13:01:27.313437,"(4.4, 7.6, 6.836363636363636)","(61.0, 100.0, 94.0)","(11.0, 23.0, 16.0)","(5.5, 8.8, 6.8)","(2.25, 2.6, 2.5931914893617023)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 70.0, 28.22222222222222)"
08-12-2022 13:01:28.583171,"(4.4, 7.6, 6.836363636363636)","(61.0, 100.0, 94.0)","(11.0, 23.0, 16.0)","(5.5, 8.8, 7.950000000000001)","(2.25, 2.6, 2.5931914893617023)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 70.0, 30.833333333333332)"
08-12-2022 13:01:29.990234,"(4.4, 7.6, 6.836363636363636)","(61.0, 100.0, 94.0)","(11.0, 23.0, 16.0)","(5.5, 8.8, 7.5600000000000005)","(2.25, 2.6, 2.5931914893617023)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 70.0, 30.833333333333332)"
08-12-2022 13:01:31.438768,"(4.4, 7.6, 6.836363636363636)","(61.0, 100.0, 94.0)","(11.0, 23.0, 16.0)","(5.5, 8.8, 6.862500000000001)","(2.25, 2.6, 2.5931914893617023)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 70.0, 30.833333333333332)"
08-12-2022 13:01:32.711437,"(4.4, 7.6, 6.836363636363636)","(61.0, 100.0, 94.0)","(11.0, 23.0, 16.0)","(5.5, 8.8, 6.862500000000001)","(2.25, 2.6, 2.5931914893617023)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 70.0, 30.833333333333332)"
08-12-2022 13:01:34.007168,"(4.4, 7.6, 6.836363636363636)","(61.0, 100.0, 94.0)","(11.0, 23.0, 16.0)","(5.5, 8.8, 6.862500000000001)","(2.25, 2.6, 2.5931914893617023)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 70.0, 28.22222222222222)"
08-12-2022 13:01:35.315972,"(4.4, 7.6, 6.836363636363636)","(61.0, 100.0, 94.0)","(11.0, 23.0, 16.0)","(5.5, 8.8, 6.862500000000001)","(2.25, 2.6, 2.5931914893617023)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 70.0, 28.22222222222222)"
08-12-2022 13:01:36.540140,"(4.4, 7.6, 6.836363636363636)","(61.0, 100.0, 94.0)","(11.0, 23.0, 16.0)","(5.5, 8.8, 6.862500000000001)","(2.25, 2.6, 2.5931914893617023)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 70.0, 28.22222222222222)"
08-12-2022 13:01:37.769083,"(4.4, 7.6, 6.836363636363636)","(61.0, 100.0, 94.0)","(11.0, 23.0, 16.0)","(5.5, 8.8, 6.862500000000001)","(2.25, 2.6, 2.5931914893617023)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 70.0, 28.22222222222222)"
08-12-2022 13:01:39.029811,"(4.4, 7.6, 6.836363636363636)","(61.0, 100.0, 94.0)","(11.0, 23.0, 16.0)","(5.5, 8.8, 6.862500000000001)","(2.25, 2.6, 2.5931914893617023)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 70.0, 28.22222222222222)"
08-12-2022 13:01:40.276145,"(4.4, 7.6, 6.836363636363636)","(61.0, 100.0, 94.0)","(11.0, 23.0, 16.0)","(5.5, 8.8, 6.862500000000001)","(2.25, 2.6, 2.5931914893617023)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 70.0, 28.22222222222222)"
08-12-2022 13:01:41.914908,"(4.4, 7.6, 6.836363636363636)","(61.0, 100.0, 94.0)","(11.0, 23.0, 16.0)","(5.5, 8.8, 6.862500000000001)","(2.25, 2.6, 2.5931914893617023)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 70.0, 28.22222222222222)"
08-12-2022 13:01:43.108698,"(4.4, 7.6, 6.836363636363636)","(61.0, 100.0, 94.0)","(11.0, 23.0, 16.0)","(5.5, 8.8, 6.862500000000001)","(2.25, 2.6, 2.5931914893617023)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 70.0, 28.22222222222222)"
08-12-2022 13:01:44.264028,"(4.4, 7.6, 6.836363636363636)","(61.0, 100.0, 94.0)","(11.0, 23.0, 16.0)","(5.5, 8.8, 6.737500000000001)","(2.25, 2.6, 2.5931914893617023)","(3.9, 5.8, 5.266666666666667)","(26.0, 170.0, 131.0)","(21.0, 70.0, 28.22222222222222)"
08-12-2022 13:01:45.515006,"(4.4, 7.6, 6.836363636363636)","(61.0, 100.0, 94.0)","(11.0, 23.0, 16.0)","(5.5, 8.8, 6.862500000000001)","(2.25, 2.6, 2.5931914893617023)","(3.9, 5.8, 5.266666666666667)","(26.0, 170.0, 99.0)","(21.0, 70.0, 28.22222222222222)"
08-12-2022 13:01:46.826131,"(4.4, 7.6, 6.836363636363636)","(61.0, 100.0, 94.0)","(11.0, 23.0, 16.0)","(5.5, 8.8, 6.862500000000001)","(2.25, 2.6, 2.5931914893617023)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 70.0, 29.11111111111111)"
08-12-2022 13:01:48.189688,"(4.4, 7.4, 6.880000000000001)","(61.0, 100.0, 94.0)","(11.0, 23.0, 16.0)","(5.5, 8.8, 6.862500000000001)","(2.25, 2.6, 2.5931914893617023)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 70.0, 39.333333333333336)"
08-12-2022 13:01:49.465537,"(4.4, 7.4, 6.4)","(61.0, 100.0, 94.0)","(11.0, 23.0, 16.0)","(5.5, 8.8, 6.862500000000001)","(2.25, 2.6, 2.5931914893617023)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 70.0, 39.333333333333336)"
08-12-2022 13:01:50.678452,"(4.4, 7.4, 6.4)","(61.0, 100.0, 94.0)","(11.0, 23.0, 16.0)","(5.5, 8.8, 6.862500000000001)","(2.25, 2.6, 2.5931914893617023)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 70.0, 39.333333333333336)"
08-12-2022 13:01:51.955347,"(4.4, 7.4, 6.4)","(61.0, 100.0, 94.0)","(11.0, 23.0, 16.0)","(5.5, 8.8, 6.862500000000001)","(2.25, 2.6, 2.5931914893617023)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 70.0, 39.333333333333336)"
08-12-2022 13:01:53.270270,"(4.4, 7.4, 6.4)","(61.0, 100.0, 94.0)","(11.0, 23.0, 16.0)","(5.5, 8.8, 6.862500000000001)","(2.25, 2.6, 2.5931914893617023)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 70.0, 39.333333333333336)"
08-12-2022 13:01:54.645016,"(4.4, 7.4, 6.4)","(61.0, 100.0, 94.0)","(11.0, 23.0, 16.0)","(5.5, 8.8, 7.585714285714286)","(2.25, 2.6, 2.5931914893617023)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 70.0, 39.333333333333336)"
08-12-2022 13:01:55.974454,"(4.4, 7.4, 6.4)","(61.0, 100.0, 94.0)","(11.0, 23.0, 16.0)","(5.5, 8.8, 7.857142857142858)","(2.25, 2.6, 2.5931914893617023)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 70.0, 39.333333333333336)"
08-12-2022 13:01:57.263498,"(4.4, 7.4, 6.4)","(61.0, 100.0, 94.0)","(11.0, 23.0, 16.0)","(5.5, 8.8, 8.2)","(2.25, 2.6, 2.5931914893617023)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 70.0, 44.44444444444444)"
08-12-2022 13:01:58.535711,"(4.4, 7.4, 6.4)","(61.0, 100.0, 94.0)","(11.0, 23.0, 16.0)","(5.5, 8.8, 8.2)","(2.25, 2.6, 2.5931914893617023)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 70.0, 51.33333333333333)"
08-12-2022 13:01:59.774716,"(4.4, 7.4, 6.4)","(61.0, 100.0, 94.0)","(11.0, 23.0, 16.0)","(5.5, 8.8, 8.292307692307693)","(2.25, 2.6, 2.5931914893617023)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 65.0, 51.33333333333333)"
08-12-2022 13:02:01.273727,"(4.4, 7.4, 6.4)","(61.0, 100.0, 91.0)","(11.0, 23.0, 16.0)","(5.5, 8.8, 8.292307692307693)","(2.25, 2.6, 2.5931914893617023)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 65.0, 51.33333333333333)"
08-12-2022 13:02:02.748420,"(4.4, 7.4, 6.4)","(61.0, 100.0, 91.0)","(11.0, 23.0, 16.0)","(5.5, 8.8, 8.292307692307693)","(2.25, 2.6, 2.5931914893617023)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 65.0, 40.4)"
08-12-2022 13:02:04.162045,"(4.4, 7.4, 6.4)","(61.0, 100.0, 91.0)","(11.0, 23.0, 16.0)","(5.5, 8.8, 8.292307692307693)","(2.25, 2.6, 2.5931914893617023)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 65.0, 40.4)"
08-12-2022 13:02:05.513175,"(4.4, 7.4, 6.4)","(61.0, 100.0, 91.0)","(11.0, 23.0, 16.0)","(5.5, 8.8, 8.292307692307693)","(2.25, 2.6, 2.5931914893617023)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 65.0, 40.4)"
08-12-2022 13:02:06.850886,"(4.4, 7.4, 6.4)","(61.0, 100.0, 91.0)","(11.0, 23.0, 16.0)","(5.5, 8.8, 8.292307692307693)","(2.25, 3.2, 2.8000000000000003)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 65.0, 40.4)"
08-12-2022 13:02:08.227978,"(4.4, 8.0, 6.933333333333334)","(61.0, 100.0, 86.875)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 7.857142857142858)","(2.25, 3.15, 2.7590909090909093)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 65.0, 40.4)"
08-12-2022 13:02:09.577328,"(4.4, 7.8, 6.7125)","(61.0, 100.0, 86.875)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 7.857142857142858)","(2.25, 3.1, 2.75)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 65.0, 40.4)"
08-12-2022 13:02:10.928339,"(4.4, 7.6, 6.56)","(61.0, 100.0, 86.875)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 7.857142857142858)","(2.25, 3.1, 2.75)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 65.0, 40.4)"
08-12-2022 13:02:12.284402,"(4.4, 8.2, 7.6499999999999995)","(61.0, 100.0, 86.875)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 7.700000000000001)","(2.25, 3.1, 2.75)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 65.0, 40.4)"
08-12-2022 13:02:13.584653,"(4.4, 7.8, 7.25)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 7.700000000000001)","(2.25, 3.1, 2.75)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 65.0, 40.4)"
08-12-2022 13:02:14.800375,"(4.4, 7.8, 7.038461538461538)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 7.857142857142858)","(2.25, 3.1, 2.805263157894737)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 65.0, 40.4)"
08-12-2022 13:02:16.097935,"(4.4, 7.8, 7.038461538461538)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 7.857142857142858)","(2.25, 3.05, 2.781578947368421)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 65.0, 40.4)"
08-12-2022 13:02:17.421226,"(4.4, 7.8, 6.789473684210526)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 7.857142857142858)","(2.25, 3.05, 2.781578947368421)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 65.0, 30.714285714285715)"
08-12-2022 13:02:18.816030,"(4.4, 8.4, 6.92)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 7.914285714285715)","(2.25, 3.05, 2.781578947368421)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 65.0, 43.18181818181818)"
08-12-2022 13:02:20.180382,"(4.4, 8.4, 5.614285714285714)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 7.25)","(2.25, 3.05, 2.781578947368421)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 65.0, 43.18181818181818)"
08-12-2022 13:02:21.597538,"(4.4, 8.4, 5.614285714285714)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 7.25)","(2.25, 3.05, 2.781578947368421)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 65.0, 43.18181818181818)"
08-12-2022 13:02:22.960246,"(4.4, 8.2, 6.35)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 8.371428571428572)","(2.25, 3.05, 2.781578947368421)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 65.0, 35.0)"
08-12-2022 13:02:24.357971,"(4.4, 8.4, 5.366666666666667)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 8.371428571428572)","(2.25, 3.05, 2.781578947368421)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 55.0, 28.88888888888889)"
08-12-2022 13:02:25.817017,"(4.4, 8.4, 6.666666666666667)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 7.050000000000001)","(2.25, 3.05, 2.781578947368421)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 60.0, 28.88888888888889)"
08-12-2022 13:02:27.273309,"(4.4, 8.4, 6.666666666666667)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 7.25)","(2.25, 3.05, 2.781578947368421)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 60.0, 28.88888888888889)"
08-12-2022 13:02:28.807262,"(4.4, 8.4, 6.9523809523809526)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 8.371428571428572)","(2.25, 3.05, 2.781578947368421)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 60.0, 28.88888888888889)"
08-12-2022 13:02:30.176190,"(4.4, 8.4, 6.9523809523809526)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 8.371428571428572)","(2.25, 3.05, 2.781578947368421)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 60.0, 28.88888888888889)"
08-12-2022 13:02:31.481023,"(4.4, 8.4, 6.9523809523809526)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 7.25)","(2.25, 3.05, 2.781578947368421)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 60.0, 28.88888888888889)"
08-12-2022 13:02:32.856952,"(4.4, 8.4, 5.28)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 8.181818181818183)","(2.25, 3.05, 2.781578947368421)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 60.0, 28.88888888888889)"
08-12-2022 13:02:34.169287,"(4.4, 8.4, 5.28)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 7.25)","(2.25, 3.05, 2.781578947368421)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 60.0, 28.88888888888889)"
08-12-2022 13:02:35.430385,"(4.4, 8.4, 6.666666666666667)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 7.25)","(2.25, 3.05, 2.781578947368421)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 60.0, 28.88888888888889)"
08-12-2022 13:02:36.750572,"(4.4, 8.4, 6.711111111111111)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 8.3)","(2.25, 3.05, 2.781578947368421)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 60.0, 28.88888888888889)"
08-12-2022 13:02:38.029710,"(4.4, 8.4, 6.9523809523809526)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 8.371428571428572)","(2.25, 3.05, 2.781578947368421)","(3.9, 5.8, 5.266666666666667)","(26.0, 180.0, 99.0)","(21.0, 60.0, 28.88888888888889)"
08-12-2022 13:02:39.336886,"(4.4, 8.4, 6.9523809523809526)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 7.300000000000001)","(2.25, 3.05, 2.781578947368421)","(3.9, 5.8, 5.533333333333333)","(26.0, 180.0, 99.0)","(21.0, 60.0, 28.88888888888889)"
08-12-2022 13:02:40.644627,"(4.4, 8.4, 5.636363636363637)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 7.25)","(2.25, 3.05, 2.781578947368421)","(3.9, 6.2, 5.533333333333333)","(26.0, 180.0, 99.0)","(21.0, 60.0, 28.88888888888889)"
08-12-2022 13:02:41.940390,"(4.4, 8.4, 5.28)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 7.25)","(2.25, 3.05, 2.781578947368421)","(3.9, 6.2, 5.533333333333333)","(26.0, 180.0, 99.0)","(21.0, 60.0, 28.88888888888889)"
08-12-2022 13:02:43.255273,"(4.4, 8.4, 5.28)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 8.314285714285715)","(2.25, 3.05, 2.781578947368421)","(3.9, 6.2, 5.533333333333333)","(26.0, 180.0, 99.0)","(21.0, 60.0, 28.88888888888889)"
08-12-2022 13:02:44.538242,"(4.4, 8.4, 5.28)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 8.314285714285715)","(2.25, 3.05, 2.705)","(3.9, 6.2, 5.6000000000000005)","(26.0, 180.0, 99.0)","(21.0, 60.0, 28.88888888888889)"
08-12-2022 13:02:45.843017,"(4.4, 8.4, 5.28)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 8.360000000000001)","(2.25, 2.98, 2.705)","(3.9, 7.2, 5.84)","(26.0, 180.0, 99.0)","(21.0, 60.0, 28.88888888888889)"
08-12-2022 13:02:47.203689,"(4.4, 8.4, 5.28)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 8.360000000000001)","(2.25, 2.98, 2.705)","(3.9, 6.8, 6.733333333333333)","(26.0, 180.0, 99.0)","(21.0, 60.0, 28.88888888888889)"
08-12-2022 13:02:48.425533,"(4.4, 8.4, 5.28)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 8.360000000000001)","(2.25, 2.98, 2.705)","(3.9, 7.4, 6.9)","(26.0, 180.0, 99.0)","(21.0, 60.0, 28.88888888888889)"
08-12-2022 13:02:49.756620,"(4.4, 8.4, 5.28)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 7.48)","(2.25, 2.98, 2.705)","(3.9, 7.4, 6.9)","(26.0, 180.0, 99.0)","(21.0, 60.0, 28.88888888888889)"
08-12-2022 13:02:51.008000,"(4.4, 8.4, 5.28)","(61.0, 100.0, 73.75)","(11.0, 23.0, 16.571428571428573)","(5.5, 8.8, 8.360000000000001)","(2.25, 2.98, 2.738947368421053)","(3.9, 7.4, 6.9)","(26.0, 180.0, 99.0)","(21.0, 60.0, 28.88888888888889)"
08-12-2022 13:02:52.290228,"(4.4, 8.4, 5.28)","(61.0, 100.0, 73.75)","(11.0, 23.0, 16.571428571428573)","(5.5, 8.8, 8.360000000000001)","(2.25, 2.96, 2.738947368421053)","(3.9, 7.4, 6.4)","(26.0, 180.0, 99.0)","(21.0, 60.0, 28.88888888888889)"
08-12-2022 13:02:53.538676,"(4.4, 8.4, 5.28)","(61.0, 100.0, 73.75)","(11.0, 23.0, 17.6)","(5.5, 8.8, 7.25)","(2.25, 2.96, 2.738947368421053)","(3.9, 6.8, 6.3)","(26.0, 180.0, 99.0)","(21.0, 60.0, 28.88888888888889)"
08-12-2022 13:02:54.878513,"(4.4, 8.4, 5.28)","(61.0, 100.0, 73.75)","(11.0, 23.0, 17.0)","(5.5, 8.8, 7.914285714285715)","(2.25, 2.96, 2.738947368421053)","(3.9, 6.6, 5.916666666666667)","(26.0, 180.0, 99.0)","(21.0, 60.0, 28.88888888888889)"
08-12-2022 13:02:56.382109,"(4.4, 8.4, 5.28)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 8.3)","(2.25, 2.96, 2.738947368421053)","(3.9, 6.2, 5.5600000000000005)","(26.0, 180.0, 99.0)","(21.0, 60.0, 28.88888888888889)"
08-12-2022 13:02:57.630758,"(4.4, 8.4, 5.28)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 7.942857142857143)","(2.25, 2.96, 2.738947368421053)","(3.9, 6.2, 4.425)","(26.0, 180.0, 99.0)","(21.0, 60.0, 28.88888888888889)"
08-12-2022 13:02:59.021555,"(4.4, 8.4, 6.32)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 7.9714285714285715)","(2.25, 2.96, 2.738947368421053)","(3.9, 6.0, 4.766666666666667)","(26.0, 180.0, 99.0)","(21.0, 60.0, 28.88888888888889)"
08-12-2022 13:03:00.322084,"(4.4, 8.4, 6.666666666666667)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 7.9714285714285715)","(2.25, 2.96, 2.738947368421053)","(3.9, 5.9, 5.333333333333334)","(26.0, 180.0, 99.0)","(21.0, 60.0, 28.88888888888889)"
08-12-2022 13:03:01.640058,"(4.4, 8.4, 6.9523809523809526)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 7.9714285714285715)","(2.25, 2.96, 2.738947368421053)","(3.9, 5.9, 5.333333333333334)","(26.0, 180.0, 99.0)","(21.0, 60.0, 28.88888888888889)"
08-12-2022 13:03:03.048132,"(4.4, 8.4, 6.9523809523809526)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 7.9714285714285715)","(2.25, 2.96, 2.738947368421053)","(3.9, 5.9, 5.333333333333334)","(26.0, 180.0, 99.0)","(21.0, 60.0, 28.88888888888889)"
08-12-2022 13:03:04.427987,"(4.4, 8.4, 5.28)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 7.9714285714285715)","(2.25, 2.96, 2.738947368421053)","(3.9, 5.9, 5.633333333333334)","(26.0, 180.0, 99.0)","(21.0, 60.0, 28.88888888888889)"
08-12-2022 13:03:05.825543,"(4.4, 8.4, 6.32)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 7.9714285714285715)","(2.25, 2.96, 2.738947368421053)","(3.9, 5.9, 5.300000000000001)","(26.0, 180.0, 99.0)","(21.0, 60.0, 28.88888888888889)"
08-12-2022 13:03:07.223064,"(4.4, 8.4, 6.32)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 7.9714285714285715)","(2.25, 2.96, 2.738947368421053)","(3.9, 5.9, 5.18)","(26.0, 180.0, 99.0)","(21.0, 60.0, 28.88888888888889)"
08-12-2022 13:03:08.597504,"(4.4, 8.4, 6.32)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 7.9714285714285715)","(2.25, 2.96, 2.738947368421053)","(3.9, 5.7, 5.18)","(26.0, 180.0, 99.0)","(21.0, 60.0, 28.88888888888889)"
08-12-2022 13:03:09.970229,"(4.4, 8.4, 5.636363636363637)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 7.9714285714285715)","(2.25, 2.96, 2.738947368421053)","(3.9, 5.7, 5.18)","(26.0, 180.0, 99.0)","(21.0, 60.0, 28.88888888888889)"
08-12-2022 13:03:11.289452,"(4.4, 8.4, 5.636363636363637)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 7.9714285714285715)","(2.25, 2.96, 2.738947368421053)","(3.9, 5.7, 5.18)","(26.0, 180.0, 99.0)","(21.0, 60.0, 28.88888888888889)"
08-12-2022 13:03:12.669460,"(4.4, 8.0, 5.2)","(61.0, 100.0, 73.75)","(11.0, 25.0, 17.666666666666668)","(5.5, 8.8, 7.9714285714285715)","(2.25, 2.96, 2.738947368421053)","(3.9, 5.7, 5.469230769230769)","(26.0, 180.0, 99.0)","(21.0, 60.0, 28.88888888888889)"
