,Mount Tate,Just Ellie,Licorice,Bali Lava,Fair Call,Firkin,Skedaddle Amber
09-01-2023 18:43:04.987867,"(16.0, 40.0, 20.88888888888889)","(6.5, 13.0, 8.8)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.97, 1.8357142857142859)","(4.0, 7.8, 6.188888888888889)","(21.0, 75.0, 40.33333333333333)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:06.096603,"(16.0, 40.0, 20.88888888888889)","(6.5, 13.0, 8.8)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.97, 1.8357142857142859)","(4.0, 7.8, 6.188888888888889)","(21.0, 75.0, 40.33333333333333)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:07.128827,"(16.0, 40.0, 20.88888888888889)","(6.5, 13.0, 8.8)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.97, 1.8357142857142859)","(4.0, 7.8, 6.188888888888889)","(21.0, 75.0, 40.33333333333333)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:08.230849,"(16.0, 40.0, 20.88888888888889)","(6.5, 13.0, 8.8)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.97, 1.8357142857142859)","(4.0, 7.8, 6.188888888888889)","(21.0, 75.0, 40.33333333333333)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:09.339986,"(16.0, 40.0, 20.88888888888889)","(6.5, 13.0, 8.8)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.97, 1.8357142857142859)","(4.0, 7.8, 6.188888888888889)","(21.0, 75.0, 40.33333333333333)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:10.393598,"(16.0, 40.0, 20.88888888888889)","(6.5, 13.0, 8.8)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.97, 1.8357142857142859)","(4.0, 7.8, 6.188888888888889)","(21.0, 75.0, 40.33333333333333)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:11.483741,"(16.0, 40.0, 20.88888888888889)","(6.5, 13.0, 8.8)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.97, 1.8357142857142859)","(4.0, 7.8, 6.188888888888889)","(21.0, 75.0, 40.33333333333333)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:12.564176,"(16.0, 40.0, 20.88888888888889)","(6.5, 13.0, 8.8)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.97, 1.8357142857142859)","(4.0, 7.8, 6.188888888888889)","(21.0, 75.0, 40.33333333333333)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:13.845272,"(16.0, 40.0, 20.88888888888889)","(6.5, 13.0, 8.8)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.97, 1.8357142857142859)","(4.0, 7.8, 6.188888888888889)","(21.0, 75.0, 40.33333333333333)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:15.161893,"(16.0, 40.0, 20.88888888888889)","(6.5, 13.0, 8.8)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.97, 1.8357142857142859)","(4.0, 7.8, 6.188888888888889)","(21.0, 75.0, 40.33333333333333)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:16.344950,"(16.0, 40.0, 20.88888888888889)","(6.5, 13.0, 8.8)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.97, 1.8357142857142859)","(4.0, 7.8, 6.188888888888889)","(21.0, 75.0, 40.33333333333333)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:17.494723,"(16.0, 40.0, 20.88888888888889)","(6.5, 13.0, 8.8)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.97, 1.8357142857142859)","(4.0, 7.8, 6.188888888888889)","(21.0, 75.0, 40.33333333333333)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:18.665802,"(16.0, 40.0, 20.88888888888889)","(6.5, 13.0, 8.8)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.97, 1.8357142857142859)","(4.0, 7.8, 6.188888888888889)","(21.0, 75.0, 40.33333333333333)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:19.760773,"(16.0, 40.0, 20.88888888888889)","(6.5, 13.0, 8.8)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.97, 1.8357142857142859)","(4.0, 7.8, 6.188888888888889)","(21.0, 75.0, 40.33333333333333)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:20.850352,"(16.0, 40.0, 20.88888888888889)","(6.5, 13.0, 8.8)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.97, 1.8357142857142859)","(4.0, 7.8, 6.188888888888889)","(21.0, 75.0, 40.33333333333333)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:21.905892,"(16.0, 40.0, 20.88888888888889)","(6.5, 13.0, 8.8)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.97, 1.8357142857142859)","(4.0, 7.8, 6.188888888888889)","(21.0, 75.0, 40.33333333333333)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:22.995217,"(16.0, 40.0, 20.88888888888889)","(6.5, 13.0, 8.8)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.97, 1.8357142857142859)","(4.0, 7.8, 6.188888888888889)","(21.0, 75.0, 40.33333333333333)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:24.175720,"(16.0, 40.0, 20.88888888888889)","(6.5, 13.0, 8.8)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.97, 1.8357142857142859)","(4.0, 7.8, 6.188888888888889)","(21.0, 75.0, 40.33333333333333)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:25.289942,"(16.0, 40.0, 20.88888888888889)","(6.5, 13.0, 8.8)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.97, 1.8357142857142859)","(4.0, 7.8, 6.188888888888889)","(21.0, 75.0, 40.33333333333333)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:26.430521,"(16.0, 40.0, 20.88888888888889)","(6.5, 13.0, 8.8)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.97, 1.8357142857142859)","(4.0, 7.8, 6.188888888888889)","(21.0, 75.0, 40.33333333333333)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:27.533483,"(16.0, 40.0, 20.88888888888889)","(6.5, 13.0, 8.8)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.97, 1.8357142857142859)","(4.0, 7.8, 6.188888888888889)","(21.0, 75.0, 40.33333333333333)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:28.654658,"(16.0, 40.0, 20.88888888888889)","(6.5, 13.0, 8.8)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.97, 1.8357142857142859)","(4.0, 7.8, 6.104347826086957)","(21.0, 75.0, 40.33333333333333)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:29.743558,"(16.0, 40.0, 20.88888888888889)","(6.5, 13.0, 8.8)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.97, 1.8357142857142859)","(4.0, 7.8, 5.716666666666667)","(21.0, 75.0, 40.33333333333333)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:30.803072,"(16.0, 40.0, 20.88888888888889)","(6.5, 13.0, 8.8)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.97, 1.8357142857142859)","(4.0, 7.8, 5.633333333333334)","(21.0, 75.0, 40.33333333333333)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:31.845505,"(16.0, 40.0, 20.88888888888889)","(6.5, 13.0, 8.8)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.97, 1.8357142857142859)","(4.0, 7.8, 6.1695652173913045)","(21.0, 75.0, 40.33333333333333)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:32.911719,"(16.0, 40.0, 20.88888888888889)","(6.5, 13.0, 8.8)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.97, 1.8357142857142859)","(4.0, 7.8, 5.800000000000001)","(21.0, 75.0, 40.33333333333333)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:33.995232,"(16.0, 40.0, 20.88888888888889)","(6.5, 13.0, 8.8)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.97, 1.8357142857142859)","(4.0, 7.8, 6.355555555555556)","(21.0, 75.0, 40.33333333333333)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:35.117414,"(16.0, 40.0, 20.88888888888889)","(6.5, 13.0, 8.8)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.97, 1.8357142857142859)","(4.0, 7.8, 6.355555555555556)","(21.0, 75.0, 40.33333333333333)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:36.240131,"(16.0, 40.0, 20.88888888888889)","(6.5, 13.0, 8.8)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.97, 1.8357142857142859)","(4.0, 7.8, 6.355555555555556)","(21.0, 75.0, 40.33333333333333)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:37.339955,"(16.0, 40.0, 20.88888888888889)","(6.5, 13.0, 8.8)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.97, 1.8357142857142859)","(4.0, 7.8, 6.355555555555556)","(21.0, 75.0, 40.33333333333333)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:38.421205,"(16.0, 40.0, 20.88888888888889)","(6.5, 13.0, 8.8)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.97, 1.8357142857142859)","(4.0, 7.8, 6.355555555555556)","(21.0, 75.0, 40.33333333333333)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:39.581442,"(16.0, 40.0, 20.88888888888889)","(6.5, 13.0, 8.8)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.97, 1.8357142857142859)","(4.0, 7.8, 6.355555555555556)","(21.0, 75.0, 40.33333333333333)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:40.665551,"(16.0, 40.0, 20.88888888888889)","(6.5, 13.0, 8.8)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.97, 1.8357142857142859)","(4.0, 7.8, 6.355555555555556)","(21.0, 75.0, 40.33333333333333)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:41.777869,"(16.0, 40.0, 20.88888888888889)","(6.5, 13.0, 8.8)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.97, 1.8357142857142859)","(4.0, 7.8, 6.355555555555556)","(21.0, 75.0, 44.714285714285715)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:42.861087,"(16.0, 40.0, 20.88888888888889)","(6.5, 13.0, 8.8)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.97, 1.8357142857142859)","(4.0, 7.8, 6.355555555555556)","(21.0, 75.0, 44.714285714285715)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:43.988833,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 8.675)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.97, 1.8188235294117647)","(4.0, 7.8, 5.92)","(21.0, 75.0, 44.714285714285715)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:45.027877,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 8.675)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.86, 1.8188235294117647)","(4.0, 7.6, 6.45)","(21.0, 75.0, 44.714285714285715)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:46.091828,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 8.675)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.86, 1.8188235294117647)","(4.0, 7.4, 6.066666666666666)","(21.0, 75.0, 44.714285714285715)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:47.180162,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 8.675)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.86, 1.874864864864865)","(4.0, 7.2, 6.066666666666666)","(21.0, 75.0, 44.714285714285715)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:48.250940,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 8.675)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.96, 1.649)","(4.0, 7.2, 6.066666666666666)","(21.0, 75.0, 37.18181818181819)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:49.314125,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 10.866666666666667)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.95, 1.7588235294117647)","(4.0, 7.2, 6.5)","(21.0, 75.0, 51.2)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:50.403651,"(16.0, 38.0, 25.0)","(6.5, 12.5, 9.274999999999999)","(26.0, 110.0, 60.2)","(1.45, 1.94, 1.825)","(4.0, 7.4, 6.585714285714285)","(21.0, 70.0, 51.2)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:51.495289,"(16.0, 38.0, 25.0)","(6.5, 12.5, 7.37)","(26.0, 110.0, 60.2)","(1.45, 2.02, 1.7999999999999998)","(4.0, 7.4, 6.2)","(21.0, 70.0, 51.2)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:52.619649,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 8.163636363636364)","(26.0, 110.0, 60.2)","(1.45, 1.92, 1.7999999999999998)","(4.0, 7.4, 6.066666666666667)","(21.0, 70.0, 51.2)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:53.696375,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 8.525)","(26.0, 110.0, 60.2)","(1.45, 1.92, 1.7999999999999998)","(4.0, 7.4, 6.28)","(21.0, 70.0, 51.2)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:54.777987,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 9.32)","(26.0, 110.0, 60.2)","(1.45, 1.92, 1.7999999999999998)","(4.0, 7.0, 6.36)","(21.0, 70.0, 51.2)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:55.800684,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 8.675)","(26.0, 110.0, 60.2)","(1.45, 1.92, 1.7999999999999998)","(4.0, 7.0, 6.36)","(21.0, 70.0, 51.2)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:56.828932,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 9.32)","(26.0, 110.0, 60.2)","(1.45, 1.92, 1.7999999999999998)","(4.0, 7.6, 6.966666666666667)","(21.0, 70.0, 51.2)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:57.879048,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 8.675)","(26.0, 110.0, 60.2)","(1.45, 1.92, 1.690909090909091)","(4.0, 7.6, 6.9818181818181815)","(21.0, 70.0, 51.2)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:43:58.923669,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 8.675)","(26.0, 110.0, 60.2)","(1.45, 1.92, 1.7999999999999998)","(4.0, 7.6, 6.8999999999999995)","(21.0, 70.0, 51.2)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:44:00.032832,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 8.675)","(26.0, 110.0, 60.2)","(1.45, 1.92, 1.7352941176470589)","(4.0, 7.6, 6.963636363636364)","(21.0, 70.0, 51.2)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:44:01.132768,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 9.32)","(26.0, 110.0, 60.2)","(1.45, 1.9, 1.7705882352941176)","(4.0, 7.4, 6.88)","(21.0, 70.0, 51.2)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:44:02.231510,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 9.32)","(26.0, 110.0, 60.2)","(1.45, 1.96, 1.776470588235294)","(4.0, 7.2, 7.125)","(21.0, 70.0, 51.2)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:44:03.337857,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 8.375)","(26.0, 110.0, 60.2)","(1.45, 1.97, 1.7647058823529411)","(4.0, 7.6, 7.377777777777777)","(21.0, 70.0, 51.2)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:44:04.452383,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 8.675)","(26.0, 110.0, 48.5)","(1.45, 1.95, 1.7529411764705882)","(4.0, 7.6, 7.3999999999999995)","(21.0, 70.0, 51.2)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:44:05.581938,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 8.375)","(26.0, 110.0, 48.5)","(1.45, 1.93, 1.7529411764705882)","(4.0, 7.6, 7.3999999999999995)","(21.0, 70.0, 51.2)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:44:06.699976,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 9.894736842105264)","(26.0, 110.0, 48.5)","(1.45, 1.99, 1.719047619047619)","(4.0, 7.6, 7.125)","(21.0, 70.0, 51.2)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:44:07.813410,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 9.894736842105264)","(26.0, 110.0, 48.5)","(1.45, 1.96, 1.7647058823529411)","(4.0, 7.6, 7.375)","(21.0, 70.0, 51.2)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:44:09.072825,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 9.894736842105264)","(26.0, 110.0, 48.5)","(1.45, 1.95, 1.7529411764705882)","(4.0, 7.6, 7.3999999999999995)","(21.0, 70.0, 51.2)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:44:10.196272,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 9.894736842105264)","(26.0, 110.0, 48.5)","(1.45, 1.93, 1.796842105263158)","(4.0, 7.6, 7.377777777777777)","(21.0, 70.0, 51.2)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:44:11.406360,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 9.894736842105264)","(26.0, 110.0, 48.5)","(1.45, 1.97, 1.8214285714285714)","(4.0, 7.6, 7.125)","(21.0, 70.0, 51.2)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:44:12.725358,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 9.894736842105264)","(26.0, 110.0, 48.5)","(1.45, 1.95, 1.7142857142857142)","(4.0, 7.6, 7.375)","(21.0, 70.0, 51.2)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:44:13.943852,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 9.894736842105264)","(26.0, 110.0, 48.5)","(1.45, 1.95, 1.7529411764705882)","(4.0, 7.6, 7.3999999999999995)","(21.0, 70.0, 51.2)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:44:15.302984,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 9.894736842105264)","(26.0, 110.0, 48.5)","(1.45, 1.93, 1.7411764705882353)","(4.0, 7.6, 7.25)","(21.0, 70.0, 51.2)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:44:16.489485,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 9.894736842105264)","(26.0, 110.0, 48.5)","(1.45, 1.91, 1.7714285714285714)","(4.0, 7.6, 7.05)","(21.0, 70.0, 51.2)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:44:17.680466,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 9.894736842105264)","(26.0, 110.0, 48.5)","(1.45, 1.88, 1.7714285714285714)","(4.0, 7.6, 7.314285714285714)","(21.0, 70.0, 51.2)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:44:18.773143,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 9.894736842105264)","(26.0, 110.0, 48.5)","(1.45, 1.88, 1.7714285714285714)","(4.0, 7.6, 7.436363636363636)","(21.0, 70.0, 34.45454545454545)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:44:19.867449,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 9.894736842105264)","(26.0, 110.0, 48.5)","(1.45, 1.88, 1.7714285714285714)","(4.0, 7.6, 7.199999999999999)","(21.0, 65.0, 34.45454545454545)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:44:20.982310,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 9.894736842105264)","(26.0, 110.0, 48.5)","(1.45, 1.88, 1.7714285714285714)","(4.0, 7.6, 7.25)","(21.0, 65.0, 34.45454545454545)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:44:22.018473,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 9.894736842105264)","(26.0, 110.0, 48.5)","(1.45, 1.88, 1.7714285714285714)","(4.0, 7.6, 7.449999999999999)","(21.0, 65.0, 34.45454545454545)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:44:23.310527,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 9.894736842105264)","(26.0, 110.0, 48.5)","(1.45, 1.88, 1.7714285714285714)","(4.0, 7.6, 7.199999999999999)","(21.0, 65.0, 34.45454545454545)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:44:24.398399,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 9.894736842105264)","(26.0, 110.0, 48.5)","(1.45, 1.88, 1.7714285714285714)","(4.0, 7.6, 7.3)","(21.0, 65.0, 34.45454545454545)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:44:25.531953,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 9.894736842105264)","(26.0, 110.0, 48.5)","(1.45, 1.88, 1.7176470588235295)","(4.0, 7.6, 7.475)","(21.0, 65.0, 34.45454545454545)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:44:26.727223,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 9.894736842105264)","(26.0, 110.0, 48.5)","(1.45, 1.87, 1.7411764705882353)","(4.0, 7.6, 7.425)","(21.0, 65.0, 34.45454545454545)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:44:27.857884,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 9.894736842105264)","(26.0, 110.0, 48.5)","(1.45, 1.91, 1.63)","(4.0, 7.6, 7.425)","(21.0, 65.0, 34.45454545454545)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:44:28.988999,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 9.894736842105264)","(26.0, 110.0, 48.5)","(1.45, 1.91, 1.7176470588235295)","(4.0, 7.6, 7.475)","(21.0, 65.0, 34.45454545454545)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:44:30.042638,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 9.894736842105264)","(26.0, 110.0, 48.5)","(1.45, 1.87, 1.7857142857142856)","(4.0, 7.6, 7.425)","(21.0, 65.0, 44.0)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:44:31.082985,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 9.894736842105264)","(26.0, 110.0, 48.5)","(1.45, 1.9, 1.7857142857142856)","(4.0, 7.6, 7.425)","(21.0, 65.0, 51.2)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:44:32.255525,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 9.2)","(26.0, 110.0, 52.82352941176471)","(1.45, 1.9, 1.7176470588235295)","(4.0, 7.6, 7.475)","(21.0, 70.0, 51.2)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:44:33.399640,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 9.2)","(26.0, 110.0, 52.82352941176471)","(1.45, 1.87, 1.7176470588235295)","(4.0, 7.6, 7.425)","(21.0, 70.0, 51.2)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:44:34.446140,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 8.525)","(26.0, 110.0, 52.82352941176471)","(1.45, 1.89, 1.7411764705882353)","(4.0, 7.6, 7.425)","(21.0, 70.0, 51.2)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:44:35.606079,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 9.894736842105264)","(26.0, 110.0, 52.82352941176471)","(1.45, 1.91, 1.7857142857142856)","(4.0, 7.6, 6.709090909090909)","(21.0, 70.0, 51.2)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:44:36.796889,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 9.894736842105264)","(26.0, 110.0, 52.82352941176471)","(1.45, 1.9, 1.7857142857142856)","(4.0, 7.8, 6.933333333333334)","(21.0, 70.0, 51.2)","(19.0, 50.0, 24.22222222222222)"
09-01-2023 18:44:38.046792,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 8.163636363636364)","(26.0, 110.0, 52.82352941176471)","(1.45, 1.9, 1.7294117647058822)","(4.0, 8.4, 6.933333333333334)","(21.0, 70.0, 51.2)","(19.0, 50.0, 35.0)"
09-01-2023 18:44:39.216798,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 8.163636363636364)","(26.0, 110.0, 52.82352941176471)","(1.45, 1.89, 1.7714285714285714)","(4.0, 8.4, 6.933333333333334)","(21.0, 70.0, 51.2)","(19.0, 50.0, 25.11111111111111)"
09-01-2023 18:44:40.374351,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 8.163636363636364)","(26.0, 110.0, 52.82352941176471)","(1.45, 1.88, 1.7714285714285714)","(4.0, 8.4, 6.933333333333334)","(21.0, 70.0, 51.2)","(19.0, 50.0, 25.11111111111111)"
09-01-2023 18:44:41.569909,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 8.163636363636364)","(26.0, 110.0, 52.82352941176471)","(1.45, 1.88, 1.7714285714285714)","(4.0, 8.4, 6.933333333333334)","(21.0, 70.0, 51.2)","(19.0, 50.0, 25.11111111111111)"
09-01-2023 18:44:42.641099,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 8.163636363636364)","(26.0, 110.0, 52.82352941176471)","(1.45, 1.88, 1.7714285714285714)","(4.0, 8.4, 6.933333333333334)","(21.0, 70.0, 51.2)","(19.0, 50.0, 25.11111111111111)"
09-01-2023 18:44:43.759273,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 8.163636363636364)","(26.0, 110.0, 52.82352941176471)","(1.45, 1.88, 1.7714285714285714)","(4.0, 8.4, 6.933333333333334)","(21.0, 70.0, 51.2)","(19.0, 50.0, 25.11111111111111)"
09-01-2023 18:44:44.856262,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 8.163636363636364)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.88, 1.7785714285714285)","(4.0, 8.4, 6.933333333333334)","(21.0, 70.0, 51.2)","(19.0, 50.0, 25.11111111111111)"
09-01-2023 18:44:45.957822,"(16.0, 40.0, 20.88888888888889)","(6.5, 12.5, 8.163636363636364)","(26.0, 110.0, 51.411764705882355)","(1.45, 1.89, 1.7785714285714285)","(4.0, 8.4, 6.933333333333334)","(21.0, 70.0, 51.2)","(19.0, 50.0, 25.11111111111111)"
