,Farmor Admission,Devils Sister,Velocity Carly,Bentley Boom,La Folie,Frosty Feet,Three Putt Par,Hes Blazing
09-01-2023 10:54:09.790695,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:11.129949,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:12.557984,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:13.942366,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:15.436407,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:16.700364,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:17.889025,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:19.117405,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:20.293074,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:21.478657,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:22.581567,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:23.780811,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:24.911955,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:26.059331,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:27.250847,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:28.450471,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:29.675901,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:30.867592,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:32.043776,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:33.265183,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:34.402838,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:35.511107,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:36.641035,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:37.771397,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:38.918873,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:39.981988,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:41.122549,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:42.282056,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:43.400213,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:44.561088,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:45.872731,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:47.119630,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:48.360016,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:49.778813,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:51.101149,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:52.396183,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:53.585577,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:54.747429,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:55.904872,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:56.990648,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:58.083130,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:54:59.171175,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:55:00.343424,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:55:01.441721,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:55:02.614080,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:55:03.800162,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 3.6866666666666665)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:55:04.953229,"(2.5, 4.0, 3.4299999999999997)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:55:06.130032,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:55:07.275995,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:55:08.425060,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.330769230769231)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:55:09.563761,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.25)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:55:10.696943,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.25)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:55:11.821377,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.25)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:55:12.931175,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.25)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:55:14.048240,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.25)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:55:15.210234,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.25)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:55:16.348475,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.25)","(21.0, 85.0, 70.7608695652174)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:55:17.522055,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.25)","(21.0, 85.0, 52.25)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:55:18.648537,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.25)","(21.0, 85.0, 52.25)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:55:19.754413,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.25)","(21.0, 85.0, 52.25)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:55:20.874420,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.4, 4.942857142857142)","(5.5, 10.5, 5.25)","(21.0, 85.0, 52.25)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:55:22.029981,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.4, 5.805882352941177)","(5.5, 10.5, 6.157894736842105)","(21.0, 85.0, 48.888888888888886)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:55:23.191533,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.4, 5.805882352941177)","(5.5, 10.5, 6.157894736842105)","(21.0, 85.0, 48.888888888888886)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:55:24.312373,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.4, 5.805882352941177)","(5.5, 10.5, 6.157894736842105)","(21.0, 85.0, 48.888888888888886)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:55:25.415505,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.4, 5.805882352941177)","(5.5, 10.5, 6.157894736842105)","(21.0, 85.0, 48.888888888888886)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:55:26.509946,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.4, 5.805882352941177)","(5.5, 10.5, 6.157894736842105)","(21.0, 85.0, 48.888888888888886)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:55:27.634954,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.4, 5.805882352941177)","(5.5, 10.5, 6.157894736842105)","(21.0, 85.0, 48.888888888888886)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:55:28.755840,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.4, 5.805882352941177)","(5.5, 10.5, 6.157894736842105)","(21.0, 85.0, 48.888888888888886)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:55:29.898862,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.4, 5.805882352941177)","(5.5, 10.5, 6.157894736842105)","(21.0, 85.0, 48.888888888888886)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:55:31.048522,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.4, 5.805882352941177)","(5.5, 10.5, 6.157894736842105)","(21.0, 85.0, 48.888888888888886)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:55:32.174366,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.4, 5.805882352941177)","(5.5, 10.5, 6.157894736842105)","(21.0, 85.0, 48.888888888888886)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:55:33.277194,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.4, 5.805882352941177)","(5.5, 10.5, 6.157894736842105)","(21.0, 85.0, 48.888888888888886)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:55:34.379328,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.4, 5.805882352941177)","(5.5, 10.5, 6.157894736842105)","(21.0, 85.0, 48.888888888888886)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:55:35.437206,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.4, 5.805882352941177)","(5.5, 10.5, 6.157894736842105)","(21.0, 85.0, 48.888888888888886)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:55:36.463308,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.4, 5.805882352941177)","(5.5, 10.5, 6.157894736842105)","(21.0, 85.0, 48.888888888888886)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:55:37.517344,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.4, 5.711764705882353)","(5.5, 10.5, 6.25)","(21.0, 85.0, 48.888888888888886)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:55:38.533326,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 6.25)","(21.0, 85.0, 48.888888888888886)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:55:39.550009,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 6.25)","(21.0, 85.0, 48.888888888888886)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:55:40.582292,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 6.25)","(21.0, 85.0, 48.888888888888886)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
09-01-2023 10:55:41.575635,"(2.5, 4.0, 2.63125)","(51.0, 470.0, 282.44444444444446)","(2.6, 4.9, 2.800740740740741)","(4.8, 9.0, 5.711764705882353)","(5.5, 10.0, 6.25)","(21.0, 85.0, 48.888888888888886)","(21.0, 70.0, 41.66666666666667)","(21.0, 85.0, 52.25)"
