,Neretva,Wolff Boss,Zumikon,Friscos Image,Spending My Time,Brave Enough,Hamilton Hill,Princess Bojack
07-01-2023 13:19:34.190590,"(26.0, 40.0, 34.0)","(3.9, 4.9, 4.804)","(6.0, 10.0, 9.6)","(51.0, 80.0, 75.0)","(16.0, 17.5, 16.041666666666668)","(14.0, 42.0, 36.285714285714285)","(4.0, 4.9, 4.637499999999999)","(2.6, 3.1, 3.0228571428571427)"
07-01-2023 13:19:35.315518,"(26.0, 40.0, 34.0)","(3.9, 4.9, 4.804)","(6.0, 10.0, 9.466666666666667)","(51.0, 80.0, 75.0)","(16.0, 17.5, 16.041666666666668)","(14.0, 42.0, 36.285714285714285)","(4.0, 4.9, 4.637499999999999)","(2.6, 3.1, 2.992)"
07-01-2023 13:19:36.406144,"(26.0, 40.0, 34.0)","(3.9, 4.9, 4.804)","(6.0, 10.0, 9.466666666666667)","(51.0, 80.0, 75.0)","(16.0, 17.5, 16.041666666666668)","(14.0, 42.0, 36.285714285714285)","(4.0, 4.9, 4.637499999999999)","(2.6, 3.1, 3.01)"
07-01-2023 13:19:37.537107,"(26.0, 40.0, 34.0)","(3.9, 4.9, 4.814285714285715)","(6.0, 10.0, 9.466666666666667)","(51.0, 80.0, 75.0)","(16.0, 17.5, 16.041666666666668)","(14.0, 42.0, 36.285714285714285)","(4.0, 4.9, 4.637499999999999)","(2.6, 3.1, 3.01)"
07-01-2023 13:19:38.690117,"(26.0, 40.0, 34.0)","(3.9, 4.9, 4.814285714285715)","(6.0, 10.0, 9.466666666666667)","(51.0, 80.0, 75.0)","(16.0, 17.5, 16.041666666666668)","(14.0, 42.0, 36.285714285714285)","(4.0, 4.9, 4.637499999999999)","(2.6, 3.1, 3.01)"
07-01-2023 13:19:39.896763,"(26.0, 40.0, 34.0)","(3.9, 4.9, 4.814285714285715)","(6.0, 10.0, 9.466666666666667)","(51.0, 80.0, 75.0)","(16.0, 17.5, 16.041666666666668)","(14.0, 42.0, 36.285714285714285)","(4.0, 4.9, 4.637499999999999)","(2.6, 3.1, 3.01)"
07-01-2023 13:19:41.053424,"(26.0, 40.0, 34.0)","(3.9, 4.9, 4.814285714285715)","(6.0, 10.0, 9.466666666666667)","(51.0, 80.0, 75.0)","(16.0, 17.5, 16.041666666666668)","(14.0, 42.0, 36.285714285714285)","(4.0, 4.9, 4.637499999999999)","(2.6, 3.1, 3.01)"
07-01-2023 13:19:42.193388,"(26.0, 40.0, 34.0)","(3.9, 4.9, 4.814285714285715)","(6.0, 10.0, 9.466666666666667)","(51.0, 80.0, 75.0)","(16.0, 17.5, 16.041666666666668)","(14.0, 42.0, 36.285714285714285)","(4.0, 4.9, 4.637499999999999)","(2.6, 3.1, 3.01)"
07-01-2023 13:19:43.281226,"(26.0, 40.0, 34.0)","(3.9, 4.9, 4.814285714285715)","(6.0, 10.0, 9.466666666666667)","(51.0, 80.0, 75.0)","(16.0, 17.5, 16.041666666666668)","(14.0, 42.0, 36.285714285714285)","(4.0, 4.9, 4.637499999999999)","(2.6, 3.1, 3.01)"
07-01-2023 13:19:44.331137,"(26.0, 40.0, 34.0)","(3.9, 4.9, 4.814285714285715)","(6.0, 10.0, 9.466666666666667)","(51.0, 80.0, 76.875)","(16.0, 17.5, 16.041666666666668)","(14.0, 42.0, 36.285714285714285)","(4.0, 4.9, 4.637499999999999)","(2.6, 3.1, 3.01)"
07-01-2023 13:19:45.439745,"(21.0, 40.0, 34.0)","(3.9, 4.9, 4.814285714285715)","(6.5, 10.0, 9.466666666666667)","(51.0, 80.0, 76.875)","(16.0, 17.5, 16.041666666666668)","(14.0, 42.0, 36.285714285714285)","(4.0, 4.9, 4.637499999999999)","(2.6, 3.1, 3.01)"
07-01-2023 13:19:46.490668,"(21.0, 40.0, 34.0)","(3.9, 4.9, 4.814285714285715)","(6.5, 10.0, 9.466666666666667)","(51.0, 80.0, 76.875)","(16.0, 17.5, 16.041666666666668)","(14.0, 42.0, 36.285714285714285)","(4.0, 4.9, 4.642857142857142)","(2.6, 3.1, 3.01)"
07-01-2023 13:19:47.505394,"(21.0, 40.0, 34.0)","(3.9, 4.9, 4.814285714285715)","(6.5, 10.0, 9.466666666666667)","(51.0, 80.0, 76.875)","(16.0, 17.5, 16.041666666666668)","(14.0, 42.0, 36.285714285714285)","(4.0, 4.9, 4.642857142857142)","(2.6, 3.1, 3.01)"
07-01-2023 13:19:48.607419,"(21.0, 40.0, 34.0)","(3.9, 4.9, 4.814285714285715)","(6.5, 10.0, 9.466666666666667)","(51.0, 80.0, 75.0)","(16.0, 17.5, 16.72222222222222)","(14.0, 42.0, 36.285714285714285)","(4.0, 4.9, 4.642857142857142)","(2.6, 3.1, 3.0485714285714285)"
07-01-2023 13:19:49.672978,"(21.0, 40.0, 34.0)","(3.9, 4.9, 4.814285714285715)","(6.5, 10.0, 9.466666666666667)","(51.0, 80.0, 75.0)","(16.0, 17.5, 16.72222222222222)","(14.0, 42.0, 36.285714285714285)","(4.0, 4.9, 4.63)","(2.6, 3.1, 3.0485714285714285)"
07-01-2023 13:19:50.764789,"(21.0, 40.0, 34.0)","(3.9, 4.9, 4.814285714285715)","(6.5, 10.0, 9.466666666666667)","(51.0, 80.0, 75.0)","(16.0, 17.5, 16.72222222222222)","(14.0, 42.0, 36.285714285714285)","(4.0, 4.9, 4.614999999999999)","(2.6, 3.1, 3.0485714285714285)"
07-01-2023 13:19:51.821716,"(21.0, 40.0, 34.0)","(3.9, 4.9, 4.814285714285715)","(6.5, 10.0, 9.466666666666667)","(51.0, 80.0, 75.0)","(16.0, 17.5, 16.72222222222222)","(14.0, 42.0, 36.285714285714285)","(4.0, 4.9, 4.614999999999999)","(2.6, 3.1, 3.0485714285714285)"
07-01-2023 13:19:52.922410,"(21.0, 40.0, 34.0)","(3.9, 4.9, 4.814285714285715)","(6.5, 10.0, 9.466666666666667)","(51.0, 80.0, 75.0)","(16.0, 17.5, 16.72222222222222)","(14.0, 42.0, 36.285714285714285)","(4.0, 4.9, 4.614999999999999)","(2.6, 3.1, 3.0485714285714285)"
07-01-2023 13:19:54.029884,"(21.0, 40.0, 34.0)","(3.9, 4.9, 4.814285714285715)","(6.5, 10.0, 9.466666666666667)","(51.0, 80.0, 75.0)","(16.0, 17.5, 16.72222222222222)","(14.0, 42.0, 36.285714285714285)","(4.0, 4.9, 4.614999999999999)","(2.6, 3.1, 3.0485714285714285)"
07-01-2023 13:19:55.285500,"(21.0, 40.0, 34.0)","(3.9, 4.9, 4.814285714285715)","(6.5, 10.0, 9.466666666666667)","(51.0, 80.0, 75.0)","(16.0, 17.5, 16.72222222222222)","(14.0, 42.0, 36.285714285714285)","(4.0, 4.9, 4.614999999999999)","(2.6, 3.1, 3.0485714285714285)"
07-01-2023 13:19:56.367780,"(21.0, 40.0, 34.0)","(3.9, 4.9, 4.814285714285715)","(6.5, 10.0, 9.466666666666667)","(51.0, 80.0, 75.0)","(16.0, 17.5, 16.72222222222222)","(14.0, 42.0, 36.285714285714285)","(4.0, 4.9, 4.614999999999999)","(2.6, 3.1, 3.02)"
07-01-2023 13:19:57.482220,"(21.0, 40.0, 34.0)","(3.9, 4.9, 4.814285714285715)","(6.5, 10.0, 9.466666666666667)","(51.0, 80.0, 75.0)","(16.0, 17.5, 16.72222222222222)","(14.0, 42.0, 36.285714285714285)","(4.0, 4.9, 4.614999999999999)","(2.6, 3.1, 3.02)"
07-01-2023 13:19:58.547297,"(21.0, 40.0, 34.0)","(3.9, 4.9, 4.814285714285715)","(6.5, 10.0, 9.466666666666667)","(51.0, 80.0, 75.0)","(16.0, 17.5, 16.72222222222222)","(14.0, 42.0, 36.285714285714285)","(4.0, 4.9, 4.614999999999999)","(2.6, 3.1, 3.02)"
07-01-2023 13:19:59.589238,"(21.0, 40.0, 34.0)","(3.9, 4.9, 4.814285714285715)","(6.5, 10.0, 9.466666666666667)","(51.0, 80.0, 75.0)","(16.0, 17.5, 16.72222222222222)","(14.0, 42.0, 36.285714285714285)","(4.0, 4.9, 4.614999999999999)","(2.6, 3.1, 3.0384615384615383)"
07-01-2023 13:20:00.587579,"(21.0, 40.0, 34.0)","(3.9, 4.9, 4.814285714285715)","(6.5, 10.0, 9.466666666666667)","(51.0, 80.0, 75.0)","(16.0, 17.5, 16.72222222222222)","(14.0, 42.0, 36.285714285714285)","(4.0, 4.9, 4.614999999999999)","(2.6, 3.05, 3.0124999999999997)"
07-01-2023 13:20:01.648826,"(21.0, 40.0, 34.0)","(3.9, 4.9, 4.814285714285715)","(6.5, 10.0, 9.466666666666667)","(51.0, 80.0, 75.0)","(16.0, 17.5, 16.72222222222222)","(14.0, 42.0, 36.285714285714285)","(4.0, 4.9, 4.614999999999999)","(2.6, 3.05, 3.0124999999999997)"
07-01-2023 13:20:02.680484,"(21.0, 40.0, 34.0)","(3.9, 4.9, 4.814285714285715)","(6.5, 10.0, 9.466666666666667)","(51.0, 80.0, 75.0)","(16.0, 17.5, 16.4375)","(14.0, 42.0, 36.285714285714285)","(4.0, 4.9, 4.614999999999999)","(2.6, 3.05, 3.0124999999999997)"
07-01-2023 13:20:03.757747,"(21.0, 40.0, 34.0)","(3.9, 4.9, 4.814285714285715)","(6.5, 10.0, 9.466666666666667)","(51.0, 80.0, 75.0)","(16.0, 23.0, 19.2)","(14.0, 42.0, 36.285714285714285)","(4.0, 4.9, 4.6125)","(2.6, 3.05, 3.0124999999999997)"
07-01-2023 13:20:04.830740,"(21.0, 40.0, 34.0)","(3.9, 4.9, 4.814285714285715)","(6.5, 10.0, 9.818181818181818)","(51.0, 80.0, 75.0)","(16.0, 21.0, 17.0)","(14.0, 42.0, 36.285714285714285)","(4.0, 4.9, 4.614999999999999)","(2.6, 3.05, 3.0124999999999997)"
07-01-2023 13:20:05.969969,"(21.0, 40.0, 34.0)","(3.9, 4.9, 4.814285714285715)","(6.5, 10.0, 9.818181818181818)","(51.0, 80.0, 75.0)","(16.0, 20.0, 16.142857142857142)","(14.0, 42.0, 36.285714285714285)","(4.0, 4.9, 4.614999999999999)","(2.6, 3.05, 3.0124999999999997)"
07-01-2023 13:20:07.102505,"(21.0, 40.0, 34.0)","(3.9, 4.9, 4.814285714285715)","(6.5, 10.0, 9.818181818181818)","(51.0, 80.0, 75.0)","(16.0, 20.0, 16.142857142857142)","(14.0, 42.0, 36.285714285714285)","(4.0, 4.9, 4.614999999999999)","(2.6, 3.05, 3.0124999999999997)"
07-01-2023 13:20:08.242941,"(21.0, 40.0, 34.0)","(3.9, 4.9, 4.814285714285715)","(6.5, 10.0, 9.818181818181818)","(51.0, 80.0, 75.0)","(16.0, 20.0, 16.142857142857142)","(14.0, 42.0, 36.285714285714285)","(4.0, 4.9, 4.614999999999999)","(2.6, 3.05, 3.0124999999999997)"
07-01-2023 13:20:09.329412,"(21.0, 40.0, 34.0)","(3.9, 4.9, 4.814285714285715)","(6.5, 10.0, 9.818181818181818)","(51.0, 80.0, 75.0)","(16.0, 20.0, 17.3)","(14.0, 42.0, 36.285714285714285)","(4.0, 4.9, 4.614999999999999)","(2.6, 3.05, 2.9757142857142855)"
07-01-2023 13:20:10.442245,"(21.0, 40.0, 34.0)","(3.9, 4.9, 4.814285714285715)","(6.5, 10.0, 9.923076923076923)","(51.0, 80.0, 75.0)","(16.0, 20.0, 17.3)","(14.0, 42.0, 36.285714285714285)","(4.0, 4.9, 4.614999999999999)","(2.6, 3.05, 2.9757142857142855)"
07-01-2023 13:20:11.546308,"(21.0, 40.0, 34.0)","(3.9, 4.9, 4.814285714285715)","(6.5, 10.0, 9.923076923076923)","(51.0, 80.0, 75.0)","(16.0, 20.0, 17.3)","(14.0, 42.0, 36.285714285714285)","(4.0, 4.9, 4.614999999999999)","(2.6, 3.05, 2.9757142857142855)"
07-01-2023 13:20:12.548089,"(21.0, 40.0, 34.0)","(3.9, 4.9, 4.814285714285715)","(6.5, 10.0, 9.923076923076923)","(51.0, 80.0, 75.0)","(16.0, 20.0, 17.3)","(14.0, 42.0, 36.285714285714285)","(4.0, 4.9, 4.614999999999999)","(2.6, 3.05, 2.9757142857142855)"
07-01-2023 13:20:13.657377,"(21.0, 40.0, 36.57142857142857)","(3.9, 4.8, 4.759090909090909)","(6.5, 10.0, 9.947368421052632)","(51.0, 90.0, 78.88888888888889)","(16.0, 20.0, 19.136363636363637)","(14.0, 50.0, 41.46666666666667)","(4.0, 4.8, 4.742857142857143)","(2.6, 3.05, 2.978666666666667)"
07-01-2023 13:20:14.652685,"(21.0, 40.0, 36.57142857142857)","(3.9, 4.8, 4.759090909090909)","(6.5, 9.8, 9.5)","(51.0, 90.0, 78.88888888888889)","(16.0, 19.5, 19.136363636363637)","(14.0, 48.0, 41.46666666666667)","(4.0, 4.8, 4.742857142857143)","(2.6, 3.0, 2.978666666666667)"
07-01-2023 13:20:15.781907,"(21.0, 40.0, 36.57142857142857)","(3.9, 4.8, 4.759090909090909)","(6.5, 9.8, 9.600000000000001)","(51.0, 90.0, 78.88888888888889)","(16.0, 19.5, 17.555555555555557)","(14.0, 46.0, 43.6)","(4.0, 4.8, 4.742857142857143)","(2.6, 3.05, 2.982173913043478)"
07-01-2023 13:20:16.965324,"(21.0, 40.0, 36.57142857142857)","(3.9, 4.8, 4.5456)","(6.5, 9.8, 9.615384615384615)","(51.0, 90.0, 77.5)","(16.0, 19.5, 17.555555555555557)","(14.0, 46.0, 43.6)","(4.0, 4.8, 4.742857142857143)","(2.6, 3.05, 2.9416666666666664)"
07-01-2023 13:20:18.157068,"(21.0, 40.0, 34.857142857142854)","(3.9, 5.0, 4.576)","(6.5, 9.8, 9.615384615384615)","(51.0, 90.0, 77.5)","(16.0, 19.5, 17.5)","(14.0, 46.0, 37.0)","(4.0, 4.8, 4.633333333333333)","(2.6, 3.05, 2.9633333333333334)"
07-01-2023 13:20:19.462454,"(21.0, 40.0, 34.857142857142854)","(3.9, 4.9, 4.836842105263158)","(6.5, 9.8, 9.615384615384615)","(51.0, 90.0, 74.375)","(16.0, 19.5, 17.428571428571427)","(14.0, 46.0, 37.333333333333336)","(4.0, 4.8, 4.666666666666666)","(2.6, 3.05, 2.9633333333333334)"
07-01-2023 13:20:20.671937,"(21.0, 40.0, 34.857142857142854)","(3.9, 4.9, 4.836842105263158)","(6.5, 9.8, 9.615384615384615)","(51.0, 90.0, 74.375)","(16.0, 18.5, 17.375)","(14.0, 44.0, 37.333333333333336)","(4.0, 4.8, 4.666666666666666)","(2.6, 3.05, 2.9633333333333334)"
07-01-2023 13:20:21.794697,"(21.0, 40.0, 34.857142857142854)","(3.9, 4.9, 4.836842105263158)","(6.5, 9.8, 9.615384615384615)","(51.0, 90.0, 74.375)","(16.0, 18.5, 17.375)","(14.0, 44.0, 37.333333333333336)","(4.0, 4.8, 4.666666666666666)","(2.6, 3.05, 2.928125)"
07-01-2023 13:20:22.863936,"(21.0, 40.0, 34.857142857142854)","(3.9, 4.9, 4.836842105263158)","(6.5, 9.8, 9.615384615384615)","(51.0, 90.0, 74.375)","(16.0, 18.5, 17.375)","(14.0, 44.0, 37.333333333333336)","(4.0, 4.8, 4.666666666666666)","(2.6, 3.05, 2.9416666666666664)"
07-01-2023 13:20:23.892339,"(21.0, 40.0, 34.857142857142854)","(3.9, 4.9, 4.836842105263158)","(6.5, 9.8, 9.700000000000001)","(51.0, 90.0, 74.375)","(16.0, 18.5, 17.75)","(14.0, 44.0, 37.333333333333336)","(4.0, 4.8, 4.666666666666666)","(2.6, 3.05, 2.9416666666666664)"
07-01-2023 13:20:24.954661,"(21.0, 40.0, 34.857142857142854)","(3.9, 4.9, 4.836842105263158)","(6.5, 9.8, 9.64)","(51.0, 90.0, 74.375)","(16.0, 18.5, 17.75)","(14.0, 44.0, 37.333333333333336)","(4.0, 4.8, 4.666666666666666)","(2.6, 3.05, 2.9416666666666664)"
07-01-2023 13:20:26.072396,"(21.0, 40.0, 34.857142857142854)","(3.9, 4.9, 4.836842105263158)","(6.5, 9.8, 9.64)","(51.0, 90.0, 74.375)","(16.0, 18.5, 17.75)","(14.0, 44.0, 37.333333333333336)","(4.0, 4.8, 4.666666666666666)","(2.6, 3.05, 2.9416666666666664)"
07-01-2023 13:20:27.162909,"(21.0, 40.0, 35.5)","(3.9, 4.9, 4.836842105263158)","(6.5, 9.8, 9.64)","(51.0, 90.0, 74.375)","(16.0, 18.5, 17.75)","(14.0, 44.0, 37.333333333333336)","(4.0, 4.8, 4.666666666666666)","(2.6, 3.05, 2.9416666666666664)"
07-01-2023 13:20:28.233047,"(21.0, 40.0, 35.5)","(3.9, 4.9, 4.836842105263158)","(6.5, 9.8, 9.64)","(51.0, 90.0, 80.0)","(16.0, 18.5, 17.545454545454547)","(14.0, 44.0, 37.333333333333336)","(4.0, 4.8, 4.666666666666666)","(2.6, 3.05, 2.9416666666666664)"
07-01-2023 13:20:29.350114,"(21.0, 40.0, 35.5)","(3.9, 4.9, 4.836842105263158)","(6.5, 9.8, 9.64)","(51.0, 85.0, 80.0)","(16.0, 18.5, 17.666666666666668)","(14.0, 44.0, 37.333333333333336)","(4.0, 4.8, 4.604651162790697)","(2.6, 3.05, 2.9416666666666664)"
07-01-2023 13:20:30.438662,"(21.0, 40.0, 35.5)","(3.9, 4.9, 4.836842105263158)","(6.5, 9.8, 9.64)","(51.0, 85.0, 80.0)","(16.0, 18.0, 17.18181818181818)","(14.0, 44.0, 37.333333333333336)","(4.0, 4.8, 4.604651162790697)","(2.6, 3.05, 2.9416666666666664)"
07-01-2023 13:20:31.569980,"(21.0, 40.0, 35.5)","(3.9, 4.9, 4.836842105263158)","(6.5, 9.8, 9.64)","(51.0, 85.0, 72.5)","(16.0, 18.0, 17.18181818181818)","(14.0, 44.0, 37.333333333333336)","(4.0, 4.8, 4.6036363636363635)","(2.6, 3.05, 2.9416666666666664)"
07-01-2023 13:20:32.698018,"(21.0, 40.0, 35.5)","(3.9, 4.9, 4.836842105263158)","(6.5, 9.8, 9.64)","(51.0, 85.0, 72.5)","(16.0, 18.0, 17.0)","(14.0, 44.0, 38.0)","(4.0, 4.8, 4.6036363636363635)","(2.6, 3.05, 2.9416666666666664)"
07-01-2023 13:20:33.838484,"(21.0, 40.0, 35.5)","(3.9, 4.9, 4.836842105263158)","(6.5, 9.8, 9.64)","(51.0, 85.0, 72.5)","(16.0, 18.0, 16.5)","(14.0, 46.0, 38.0)","(4.0, 4.8, 4.6036363636363635)","(2.6, 3.05, 2.9416666666666664)"
07-01-2023 13:20:35.023656,"(21.0, 40.0, 35.5)","(3.9, 4.9, 4.836842105263158)","(6.5, 9.8, 9.64)","(51.0, 85.0, 72.5)","(16.0, 18.0, 16.5)","(14.0, 46.0, 38.0)","(4.0, 4.8, 4.6036363636363635)","(2.6, 3.05, 2.9416666666666664)"
07-01-2023 13:20:36.206444,"(21.0, 40.0, 35.5)","(3.9, 4.9, 4.836842105263158)","(6.5, 9.8, 9.64)","(51.0, 85.0, 72.5)","(16.0, 18.0, 16.5)","(14.0, 46.0, 38.0)","(4.0, 4.8, 4.6036363636363635)","(2.6, 3.05, 2.9416666666666664)"
07-01-2023 13:20:37.358450,"(21.0, 40.0, 35.5)","(3.9, 4.9, 4.836842105263158)","(6.5, 9.8, 9.64)","(51.0, 85.0, 72.5)","(16.0, 18.0, 16.5)","(14.0, 46.0, 38.0)","(4.0, 4.8, 4.6036363636363635)","(2.6, 3.05, 2.9416666666666664)"
07-01-2023 13:20:38.477546,"(21.0, 40.0, 35.5)","(3.9, 4.9, 4.836842105263158)","(6.5, 9.8, 9.64)","(51.0, 85.0, 72.5)","(16.0, 18.0, 16.5)","(14.0, 46.0, 38.0)","(4.0, 4.8, 4.6036363636363635)","(2.6, 3.05, 2.9416666666666664)"
07-01-2023 13:20:39.598963,"(21.0, 40.0, 35.5)","(3.9, 4.9, 4.836842105263158)","(6.5, 9.8, 9.64)","(51.0, 85.0, 72.5)","(16.0, 17.5, 16.5)","(14.0, 46.0, 38.0)","(4.0, 4.8, 4.6036363636363635)","(2.6, 3.05, 2.9416666666666664)"
07-01-2023 13:20:40.703642,"(21.0, 40.0, 35.5)","(3.9, 4.9, 4.836842105263158)","(6.5, 9.8, 9.700000000000001)","(51.0, 85.0, 72.5)","(16.0, 17.5, 15.9375)","(14.0, 46.0, 38.0)","(4.0, 4.8, 4.6036363636363635)","(2.6, 3.05, 2.9416666666666664)"
07-01-2023 13:20:41.727390,"(21.0, 40.0, 35.5)","(3.9, 4.9, 4.847826086956522)","(6.5, 9.8, 9.700000000000001)","(51.0, 85.0, 72.5)","(16.0, 17.5, 15.9375)","(14.0, 46.0, 38.0)","(4.0, 4.8, 4.6036363636363635)","(2.6, 3.05, 2.9416666666666664)"
07-01-2023 13:20:42.884185,"(21.0, 40.0, 35.5)","(3.9, 4.9, 4.796296296296297)","(6.5, 9.8, 9.700000000000001)","(51.0, 85.0, 72.5)","(16.0, 17.5, 15.9375)","(14.0, 46.0, 38.0)","(4.0, 4.8, 4.6036363636363635)","(2.6, 3.05, 2.9416666666666664)"
07-01-2023 13:20:43.944303,"(21.0, 40.0, 35.5)","(3.9, 4.9, 4.796296296296297)","(6.5, 9.8, 9.700000000000001)","(51.0, 85.0, 72.5)","(16.0, 17.5, 15.9375)","(14.0, 46.0, 38.0)","(4.0, 4.8, 4.6036363636363635)","(2.6, 3.05, 2.9416666666666664)"
07-01-2023 13:20:45.014216,"(21.0, 40.0, 35.5)","(3.9, 4.9, 4.796296296296297)","(6.5, 9.8, 9.700000000000001)","(51.0, 85.0, 72.5)","(16.0, 17.0, 16.1)","(14.0, 46.0, 38.0)","(4.0, 4.7, 4.614285714285714)","(2.6, 3.05, 2.9416666666666664)"
07-01-2023 13:20:46.164023,"(21.0, 40.0, 35.5)","(3.9, 4.9, 4.796296296296297)","(6.5, 9.8, 9.700000000000001)","(51.0, 85.0, 72.5)","(16.0, 17.0, 16.1)","(14.0, 46.0, 37.0)","(4.0, 4.7, 4.614285714285714)","(2.6, 3.05, 2.9416666666666664)"
07-01-2023 13:20:47.238748,"(21.0, 40.0, 35.5)","(3.9, 4.9, 4.796296296296297)","(6.5, 9.8, 9.700000000000001)","(51.0, 85.0, 72.5)","(16.0, 17.0, 16.1)","(14.0, 46.0, 37.333333333333336)","(4.0, 4.7, 4.614285714285714)","(2.6, 3.05, 3.0066666666666664)"
07-01-2023 13:20:48.255832,"(21.0, 40.0, 35.5)","(3.9, 4.9, 4.796296296296297)","(6.5, 9.8, 9.64)","(51.0, 85.0, 72.5)","(16.0, 17.0, 16.1)","(14.0, 44.0, 37.333333333333336)","(4.0, 4.7, 4.614285714285714)","(2.6, 3.05, 3.0066666666666664)"
07-01-2023 13:20:49.266966,"(21.0, 40.0, 35.5)","(3.9, 4.9, 4.8707317073170735)","(6.5, 9.8, 9.64)","(51.0, 85.0, 72.5)","(16.0, 17.0, 16.1)","(14.0, 44.0, 37.333333333333336)","(4.0, 4.7, 4.614285714285714)","(2.6, 3.05, 3.0066666666666664)"
07-01-2023 13:20:50.325269,"(21.0, 40.0, 35.5)","(3.9, 4.9, 4.8707317073170735)","(6.5, 9.8, 9.64)","(51.0, 85.0, 72.5)","(16.0, 17.0, 16.1)","(14.0, 44.0, 37.333333333333336)","(4.0, 4.7, 4.614285714285714)","(2.6, 3.05, 3.0066666666666664)"
07-01-2023 13:20:51.464463,"(21.0, 40.0, 35.5)","(3.9, 4.9, 4.8707317073170735)","(6.5, 9.8, 9.64)","(51.0, 85.0, 72.5)","(16.0, 17.0, 16.1)","(14.0, 44.0, 37.333333333333336)","(4.0, 4.7, 4.614285714285714)","(2.6, 3.05, 3.0066666666666664)"
07-01-2023 13:20:52.632331,"(21.0, 40.0, 35.5)","(3.9, 4.9, 4.8707317073170735)","(6.5, 9.8, 9.65263157894737)","(51.0, 85.0, 72.5)","(16.0, 17.0, 16.1)","(14.0, 44.0, 37.333333333333336)","(4.0, 4.7, 4.614285714285714)","(2.6, 3.05, 2.977777777777778)"
07-01-2023 13:20:53.780063,"(21.0, 40.0, 35.5)","(4.0, 4.9, 4.8707317073170735)","(6.5, 9.8, 9.65263157894737)","(61.0, 85.0, 69.375)","(15.0, 17.0, 16.1)","(15.0, 44.0, 37.333333333333336)","(4.0, 4.7, 4.614285714285714)","(2.6, 3.05, 2.977777777777778)"
07-01-2023 13:20:54.985058,"(21.0, 40.0, 35.5)","(4.0, 4.9, 4.8707317073170735)","(6.5, 9.8, 9.583783783783785)","(61.0, 85.0, 69.375)","(15.0, 17.0, 16.1)","(15.0, 44.0, 37.333333333333336)","(4.0, 4.7, 4.614285714285714)","(2.6, 3.05, 2.9633333333333334)"
07-01-2023 13:20:56.146626,"(26.0, 40.0, 35.5)","(4.0, 4.9, 4.8707317073170735)","(6.5, 9.8, 9.583783783783785)","(61.0, 85.0, 69.375)","(15.0, 17.0, 16.1)","(15.0, 44.0, 37.333333333333336)","(4.0, 4.7, 4.614285714285714)","(2.6, 3.05, 2.933913043478261)"
07-01-2023 13:20:57.303178,"(26.0, 40.0, 35.5)","(4.0, 4.9, 4.8707317073170735)","(6.5, 9.8, 9.583783783783785)","(61.0, 85.0, 69.375)","(15.0, 17.0, 16.1)","(15.0, 44.0, 37.333333333333336)","(4.0, 4.7, 4.614285714285714)","(2.6, 3.0, 2.933913043478261)"
07-01-2023 13:20:58.457835,"(26.0, 40.0, 35.5)","(4.0, 4.9, 4.8707317073170735)","(6.5, 9.8, 9.583783783783785)","(61.0, 85.0, 69.375)","(15.0, 17.0, 16.1)","(15.0, 44.0, 37.333333333333336)","(4.0, 4.7, 4.614285714285714)","(2.6, 3.0, 2.992222222222222)"
07-01-2023 13:20:59.569363,"(26.0, 40.0, 35.5)","(4.0, 4.9, 4.8707317073170735)","(6.5, 9.8, 9.583783783783785)","(61.0, 85.0, 69.375)","(15.0, 17.0, 16.1)","(15.0, 44.0, 37.333333333333336)","(4.0, 4.7, 4.614285714285714)","(2.6, 3.05, 2.992222222222222)"
07-01-2023 13:21:00.598804,"(26.0, 40.0, 35.5)","(4.0, 4.9, 4.8707317073170735)","(6.5, 9.8, 9.583783783783785)","(61.0, 85.0, 69.375)","(15.0, 17.0, 16.1)","(15.0, 44.0, 37.333333333333336)","(4.0, 4.7, 4.614285714285714)","(2.6, 3.05, 2.992222222222222)"
07-01-2023 13:21:01.648408,"(26.0, 40.0, 35.5)","(4.0, 4.9, 4.8707317073170735)","(6.5, 9.8, 9.583783783783785)","(61.0, 85.0, 69.375)","(15.0, 17.0, 16.1)","(15.0, 44.0, 38.0)","(4.0, 4.7, 4.614285714285714)","(2.6, 3.05, 2.992222222222222)"
07-01-2023 13:21:02.722203,"(26.0, 40.0, 35.5)","(4.0, 4.9, 4.8707317073170735)","(6.5, 9.8, 9.583783783783785)","(61.0, 85.0, 69.375)","(15.0, 17.0, 15.272727272727273)","(15.0, 46.0, 41.0)","(4.0, 4.7, 4.675)","(2.6, 3.05, 2.9435294117647057)"
07-01-2023 13:21:03.811441,"(26.0, 40.0, 37.6)","(4.0, 4.8, 4.768181818181818)","(6.5, 9.8, 9.466666666666667)","(61.0, 85.0, 69.375)","(15.0, 16.0, 14.933333333333334)","(15.0, 46.0, 40.0)","(4.0, 4.7, 4.675)","(2.6, 3.0, 2.9435294117647057)"
07-01-2023 13:21:04.949401,"(26.0, 40.0, 37.6)","(4.0, 4.8, 4.768181818181818)","(6.5, 9.8, 9.466666666666667)","(61.0, 85.0, 69.375)","(15.0, 16.0, 14.933333333333334)","(15.0, 44.0, 38.285714285714285)","(4.0, 4.7, 4.675)","(2.6, 3.0, 2.9435294117647057)"
