,Magic Tale,Mine Master,Alvin Rose,Casino Rose,Psychotic Babe,Sort Of Sublime,Wickham
11-01-2023 12:26:54.729444,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:26:55.817813,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:26:56.780347,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:26:57.804446,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:26:58.980480,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:26:59.984032,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:01.153632,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:02.130329,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:03.128431,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:04.086386,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:05.060993,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:06.082025,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:07.131926,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:08.251122,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:09.344499,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:10.437314,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:11.510461,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:12.581103,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:13.573894,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:14.632144,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:15.643002,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:16.720806,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:17.691128,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:18.756721,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:19.771032,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:20.884494,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:21.930672,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:22.971990,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:23.967994,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:24.896752,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:25.920675,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:27.001951,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:28.032784,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:29.059271,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:30.125967,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:31.252473,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:32.257193,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:33.252727,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:34.234881,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:35.289541,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:36.468283,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:37.579917,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:38.636839,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:39.734403,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:40.866293,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:41.956659,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:43.058088,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:43.990170,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:44.944565,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:46.043427,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:47.165135,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:48.297915,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:49.502518,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:50.741154,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:51.962610,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:53.083021,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:54.389444,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:55.576107,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:56.887932,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:58.119881,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:27:59.335980,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:00.608936,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:01.801859,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:02.947293,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:04.004439,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:04.972036,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:05.951762,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:06.988751,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:08.103775,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:09.138892,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:10.194047,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:11.168892,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:12.261833,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:13.337590,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:14.325755,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:15.321573,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:16.256770,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:17.375608,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:18.578845,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:19.780605,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:20.962856,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:22.121497,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:23.174102,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:24.452837,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:25.586109,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:26.689676,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:27.778499,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:28.987118,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:30.139359,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:31.252354,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:32.391343,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:33.495950,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:34.513601,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:35.472584,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:36.532123,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:37.566383,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:38.673546,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:39.683239,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:40.753417,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:41.847041,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:42.948085,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:44.028484,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:45.179349,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:46.291195,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:47.300833,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(26.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(26.0, 99998, 9998.5)"
11-01-2023 12:28:48.256039,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(31.0, 99998, 9998.5)"
11-01-2023 12:28:49.429323,"(2.25, 99998, 9998.5)","(10.0, 99998, 9998.5)","(3.5, 99998, 9998.5)","(31.0, 99998, 9998.5)","(3.1, 99998, 9998.5)","(17.0, 99998, 9998.5)","(31.0, 99998, 9998.5)"
