,Nana Jann,Black Edition,Enraged,Prince Pulpogan,Renegade Ruslie,Dundee Fidget,Nash Bale,War Knee
15-12-2022 15:03:06.158881,"(21.0, 80.0, 44.375)","(8.0, 24.0, 14.25)","(12.0, 30.0, 25.5)","(8.0, 15.5, 10.76)","(21.0, 110.0, 67.5)","(4.2, 7.8, 6.453846153846154)","(8.5, 21.0, 18.933333333333334)","(1.85, 2.1, 1.8727272727272728)"
15-12-2022 15:03:07.240366,"(21.0, 80.0, 44.375)","(8.0, 24.0, 14.25)","(12.0, 30.0, 25.5)","(8.0, 15.5, 10.76)","(21.0, 110.0, 67.5)","(4.2, 7.8, 6.453846153846154)","(8.5, 21.0, 18.933333333333334)","(1.85, 2.1, 1.8727272727272728)"
15-12-2022 15:03:08.320665,"(21.0, 80.0, 44.375)","(8.0, 24.0, 15.444444444444445)","(12.0, 30.0, 25.5)","(8.0, 15.5, 10.76)","(21.0, 110.0, 67.5)","(4.2, 7.8, 6.453846153846154)","(8.5, 21.0, 18.933333333333334)","(1.85, 2.1, 1.8727272727272728)"
15-12-2022 15:03:09.422084,"(21.0, 80.0, 44.375)","(8.0, 24.0, 14.5)","(12.0, 30.0, 25.5)","(8.0, 15.5, 10.76)","(21.0, 110.0, 67.5)","(4.2, 7.8, 6.453846153846154)","(8.5, 21.0, 18.933333333333334)","(1.85, 2.1, 1.8727272727272728)"
15-12-2022 15:03:10.541649,"(21.0, 80.0, 44.375)","(8.0, 24.0, 14.5)","(12.0, 30.0, 25.5)","(8.0, 15.5, 10.76)","(21.0, 110.0, 67.5)","(4.2, 7.8, 6.453846153846154)","(8.5, 21.0, 18.933333333333334)","(1.85, 2.1, 1.8727272727272728)"
15-12-2022 15:03:11.616344,"(21.0, 80.0, 44.375)","(8.0, 24.0, 14.25)","(12.0, 30.0, 25.5)","(8.0, 15.5, 10.76)","(21.0, 110.0, 67.5)","(4.2, 7.8, 6.453846153846154)","(8.5, 21.0, 18.933333333333334)","(1.85, 2.1, 1.8727272727272728)"
15-12-2022 15:03:12.795824,"(21.0, 80.0, 44.375)","(8.0, 24.0, 14.25)","(12.0, 30.0, 25.5)","(8.0, 15.5, 10.76)","(21.0, 110.0, 67.5)","(4.2, 7.8, 6.453846153846154)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.8727272727272728)"
15-12-2022 15:03:13.928887,"(21.0, 80.0, 44.375)","(8.0, 24.0, 15.444444444444445)","(12.0, 30.0, 25.5)","(8.0, 15.5, 10.76)","(21.0, 110.0, 67.5)","(4.2, 7.8, 6.453846153846154)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.8727272727272728)"
15-12-2022 15:03:15.039344,"(21.0, 80.0, 44.375)","(8.0, 24.0, 14.5)","(12.0, 30.0, 25.5)","(8.0, 15.5, 10.76)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.185714285714285)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.8727272727272728)"
15-12-2022 15:03:16.113051,"(21.0, 80.0, 44.375)","(8.0, 24.0, 14.25)","(12.0, 30.0, 25.5)","(8.0, 15.5, 10.76)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.185714285714285)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.8727272727272728)"
15-12-2022 15:03:17.170603,"(21.0, 80.0, 44.375)","(8.0, 24.0, 17.090909090909093)","(12.0, 30.0, 25.5)","(8.0, 15.5, 10.76)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.185714285714285)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.9333333333333333)"
15-12-2022 15:03:18.219979,"(21.0, 80.0, 44.375)","(8.0, 24.0, 18.23076923076923)","(12.0, 30.0, 25.5)","(8.0, 15.5, 10.76)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.185714285714285)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.9333333333333333)"
15-12-2022 15:03:19.302570,"(21.0, 80.0, 44.375)","(8.0, 24.0, 18.23076923076923)","(12.0, 30.0, 25.5)","(8.0, 15.5, 10.76)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.185714285714285)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.9333333333333333)"
15-12-2022 15:03:20.393921,"(21.0, 80.0, 44.375)","(8.0, 24.0, 18.23076923076923)","(12.0, 30.0, 25.5)","(8.0, 15.5, 10.76)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.185714285714285)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.9333333333333333)"
15-12-2022 15:03:21.377420,"(21.0, 80.0, 44.375)","(8.0, 24.0, 18.23076923076923)","(12.0, 30.0, 25.5)","(8.0, 15.5, 10.76)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.185714285714285)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.9333333333333333)"
15-12-2022 15:03:22.392849,"(21.0, 80.0, 44.375)","(8.0, 24.0, 18.23076923076923)","(12.0, 30.0, 25.5)","(8.0, 15.5, 10.76)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.185714285714285)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.9333333333333333)"
15-12-2022 15:03:23.502991,"(21.0, 80.0, 44.375)","(8.0, 24.0, 18.23076923076923)","(12.0, 30.0, 25.5)","(8.0, 15.5, 10.76)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.185714285714285)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.9333333333333333)"
15-12-2022 15:03:24.613510,"(21.0, 80.0, 44.375)","(8.0, 24.0, 18.23076923076923)","(12.0, 30.0, 25.5)","(8.0, 15.5, 10.76)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.185714285714285)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.9333333333333333)"
15-12-2022 15:03:25.714979,"(21.0, 80.0, 44.375)","(8.0, 24.0, 18.23076923076923)","(12.0, 30.0, 25.5)","(8.0, 15.5, 10.76)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.185714285714285)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.9333333333333333)"
15-12-2022 15:03:26.806181,"(21.0, 80.0, 44.375)","(8.0, 24.0, 18.23076923076923)","(12.0, 30.0, 25.5)","(8.0, 15.5, 10.76)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.185714285714285)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.9333333333333333)"
15-12-2022 15:03:27.886762,"(21.0, 80.0, 44.375)","(8.0, 24.0, 18.23076923076923)","(12.0, 30.0, 25.5)","(8.0, 15.5, 10.76)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.185714285714285)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.9333333333333333)"
15-12-2022 15:03:28.941116,"(21.0, 80.0, 44.375)","(8.0, 24.0, 18.23076923076923)","(12.0, 30.0, 25.5)","(8.0, 15.5, 10.76)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.185714285714285)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 2.0358974358974358)"
15-12-2022 15:03:30.027385,"(21.0, 80.0, 44.375)","(8.0, 24.0, 18.23076923076923)","(12.0, 30.0, 25.5)","(8.0, 15.5, 10.76)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.185714285714285)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 2.0358974358974358)"
15-12-2022 15:03:31.117688,"(21.0, 80.0, 44.375)","(8.0, 24.0, 18.23076923076923)","(12.0, 30.0, 25.5)","(8.0, 15.5, 10.76)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.185714285714285)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 2.0358974358974358)"
15-12-2022 15:03:32.087076,"(21.0, 80.0, 44.375)","(8.0, 24.0, 18.23076923076923)","(12.0, 30.0, 25.5)","(8.0, 15.5, 10.76)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.185714285714285)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 2.0358974358974358)"
15-12-2022 15:03:33.111844,"(21.0, 80.0, 44.375)","(8.0, 24.0, 18.23076923076923)","(12.0, 30.0, 25.5)","(8.0, 15.5, 10.76)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.185714285714285)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 2.0358974358974358)"
15-12-2022 15:03:34.203330,"(21.0, 80.0, 44.375)","(8.0, 24.0, 18.23076923076923)","(12.0, 30.0, 25.5)","(8.0, 15.5, 10.76)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.185714285714285)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 2.0358974358974358)"
15-12-2022 15:03:35.340658,"(21.0, 80.0, 44.375)","(8.0, 24.0, 18.23076923076923)","(12.0, 30.0, 25.5)","(8.0, 15.5, 10.76)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.185714285714285)","(8.5, 21.0, 19.87272727272727)","(1.85, 2.1, 2.0358974358974358)"
15-12-2022 15:03:36.508504,"(21.0, 80.0, 44.375)","(8.0, 24.0, 18.23076923076923)","(12.0, 30.0, 25.5)","(8.0, 15.5, 10.76)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.185714285714285)","(8.5, 21.0, 19.87272727272727)","(1.85, 2.1, 2.0358974358974358)"
15-12-2022 15:03:37.630322,"(21.0, 80.0, 44.375)","(8.0, 24.0, 18.23076923076923)","(12.0, 30.0, 25.5)","(8.0, 15.5, 10.76)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.185714285714285)","(8.5, 21.0, 19.87272727272727)","(1.85, 2.1, 2.0358974358974358)"
15-12-2022 15:03:38.713259,"(21.0, 80.0, 44.375)","(8.0, 24.0, 18.23076923076923)","(12.0, 30.0, 25.5)","(8.0, 15.5, 10.76)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.185714285714285)","(8.5, 21.0, 19.87272727272727)","(1.85, 2.1, 2.0358974358974358)"
15-12-2022 15:03:39.763433,"(21.0, 80.0, 44.375)","(8.0, 24.0, 18.23076923076923)","(12.0, 30.0, 25.5)","(8.0, 15.5, 10.76)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.185714285714285)","(8.5, 21.0, 19.87272727272727)","(1.85, 2.1, 2.0358974358974358)"
15-12-2022 15:03:40.867416,"(21.0, 80.0, 44.375)","(8.0, 24.0, 18.23076923076923)","(12.0, 30.0, 25.5)","(8.0, 15.5, 10.76)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.185714285714285)","(8.5, 21.0, 19.87272727272727)","(1.85, 2.1, 2.0358974358974358)"
15-12-2022 15:03:41.960242,"(21.0, 80.0, 44.375)","(8.0, 24.0, 18.23076923076923)","(12.0, 30.0, 25.5)","(8.0, 15.5, 10.76)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.185714285714285)","(8.5, 21.0, 19.87272727272727)","(1.85, 2.1, 2.0358974358974358)"
15-12-2022 15:03:43.079262,"(21.0, 80.0, 44.375)","(8.0, 24.0, 18.23076923076923)","(12.0, 30.0, 25.5)","(8.0, 15.5, 10.76)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.185714285714285)","(8.5, 21.0, 19.87272727272727)","(1.85, 2.1, 2.0358974358974358)"
15-12-2022 15:03:44.150720,"(21.0, 80.0, 44.375)","(8.0, 24.0, 18.23076923076923)","(12.0, 30.0, 25.5)","(8.0, 15.5, 10.76)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.185714285714285)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 2.0358974358974358)"
15-12-2022 15:03:45.145070,"(21.0, 80.0, 44.375)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 5.466666666666667)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 2.0358974358974358)"
15-12-2022 15:03:46.151012,"(21.0, 80.0, 44.375)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 5.466666666666667)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 2.0358974358974358)"
15-12-2022 15:03:47.238722,"(21.0, 80.0, 44.375)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 5.466666666666667)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 2.0358974358974358)"
15-12-2022 15:03:48.417035,"(21.0, 80.0, 44.375)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 5.466666666666667)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 2.0358974358974358)"
15-12-2022 15:03:49.567651,"(21.0, 80.0, 44.375)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 5.466666666666667)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 2.025)"
15-12-2022 15:03:50.720876,"(21.0, 80.0, 44.375)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 5.74)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 2.025)"
15-12-2022 15:03:51.882910,"(21.0, 80.0, 44.375)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.05)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.909090909090909)"
15-12-2022 15:03:52.962356,"(21.0, 80.0, 44.375)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.909090909090909)"
15-12-2022 15:03:53.995338,"(21.0, 80.0, 44.375)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.909090909090909)"
15-12-2022 15:03:55.020583,"(21.0, 80.0, 44.375)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.909090909090909)"
15-12-2022 15:03:56.015977,"(21.0, 80.0, 44.375)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.909090909090909)"
15-12-2022 15:03:57.076557,"(21.0, 80.0, 44.375)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.909090909090909)"
15-12-2022 15:03:58.125693,"(21.0, 80.0, 44.375)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.909090909090909)"
15-12-2022 15:03:59.219696,"(21.0, 80.0, 44.375)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.909090909090909)"
15-12-2022 15:04:00.334470,"(21.0, 80.0, 44.375)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.909090909090909)"
15-12-2022 15:04:01.551022,"(21.0, 80.0, 44.375)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.909090909090909)"
15-12-2022 15:04:02.723251,"(21.0, 80.0, 44.375)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.909090909090909)"
15-12-2022 15:04:03.867363,"(21.0, 80.0, 44.375)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.9230769230769231)"
15-12-2022 15:04:04.888242,"(21.0, 80.0, 44.375)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.8727272727272728)"
15-12-2022 15:04:05.956420,"(21.0, 80.0, 44.375)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.8727272727272728)"
15-12-2022 15:04:06.930347,"(21.0, 80.0, 44.375)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.8727272727272728)"
15-12-2022 15:04:08.045326,"(21.0, 80.0, 44.375)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.8727272727272728)"
15-12-2022 15:04:09.151307,"(21.0, 80.0, 44.375)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.8727272727272728)"
15-12-2022 15:04:10.233977,"(21.0, 80.0, 44.375)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.8727272727272728)"
15-12-2022 15:04:11.343279,"(21.0, 80.0, 44.375)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.8727272727272728)"
15-12-2022 15:04:12.492759,"(21.0, 80.0, 44.375)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.8727272727272728)"
15-12-2022 15:04:13.600875,"(21.0, 80.0, 44.375)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.8727272727272728)"
15-12-2022 15:04:14.803690,"(21.0, 80.0, 44.375)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.8727272727272728)"
15-12-2022 15:04:15.937647,"(21.0, 80.0, 52.0)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.8727272727272728)"
15-12-2022 15:04:17.077642,"(21.0, 80.0, 45.83333333333333)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.8727272727272728)"
15-12-2022 15:04:18.244166,"(21.0, 80.0, 46.111111111111114)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.8727272727272728)"
15-12-2022 15:04:19.391235,"(21.0, 80.0, 46.111111111111114)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.8727272727272728)"
15-12-2022 15:04:20.457498,"(21.0, 80.0, 46.111111111111114)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.8727272727272728)"
15-12-2022 15:04:21.459483,"(21.0, 80.0, 46.111111111111114)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.8727272727272728)"
15-12-2022 15:04:22.489974,"(21.0, 80.0, 46.111111111111114)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.8727272727272728)"
15-12-2022 15:04:23.621737,"(21.0, 80.0, 46.111111111111114)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.8727272727272728)"
15-12-2022 15:04:24.780506,"(21.0, 80.0, 46.111111111111114)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.8727272727272728)"
15-12-2022 15:04:25.923605,"(21.0, 80.0, 46.111111111111114)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.8727272727272728)"
15-12-2022 15:04:27.084880,"(21.0, 80.0, 46.111111111111114)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.8727272727272728)"
15-12-2022 15:04:28.196061,"(21.0, 80.0, 46.111111111111114)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.8727272727272728)"
15-12-2022 15:04:29.334932,"(21.0, 80.0, 46.111111111111114)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.8727272727272728)"
15-12-2022 15:04:30.394323,"(21.0, 80.0, 46.111111111111114)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.8727272727272728)"
15-12-2022 15:04:31.551941,"(21.0, 80.0, 46.111111111111114)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.8727272727272728)"
15-12-2022 15:04:32.681527,"(21.0, 80.0, 46.111111111111114)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.8727272727272728)"
15-12-2022 15:04:33.777455,"(21.0, 80.0, 46.111111111111114)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.8727272727272728)"
15-12-2022 15:04:34.890231,"(21.0, 80.0, 46.111111111111114)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.8727272727272728)"
15-12-2022 15:04:35.963924,"(21.0, 80.0, 46.111111111111114)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.8727272727272728)"
15-12-2022 15:04:36.941987,"(21.0, 80.0, 46.111111111111114)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.9333333333333333)"
15-12-2022 15:04:37.994625,"(21.0, 80.0, 46.111111111111114)","(8.0, 24.0, 11.666666666666666)","(12.0, 30.0, 21.25)","(8.0, 15.5, 10.472727272727273)","(21.0, 110.0, 67.5)","(4.2, 7.6, 6.1)","(8.5, 21.0, 17.457142857142856)","(1.85, 2.1, 1.9333333333333333)"
