,Sharkattack,Ace Duigan,Shez Elite,Keayang Alex,Go George Go,Iamawingate,Salsboy,Classically Smooth,Blue Cannon,Our Miki Diva Nz,Kyloan Queen,Lavender Dolly
12-01-2023 17:15:09.967246,"(3.7, 5.1, 4.3)","(14.0, 27.0, 20.333333333333332)","(21.0, 46.0, 34.46153846153846)","(18.0, 34.0, 18.142857142857142)","(71.0, 210.0, 145.0)","(14.0, 27.0, 20.181818181818183)","(21.0, 46.0, 24.571428571428573)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.6493333333333333)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 26.666666666666664)"
12-01-2023 17:15:11.280087,"(3.7, 5.1, 4.3)","(14.0, 27.0, 20.333333333333332)","(21.0, 46.0, 34.46153846153846)","(18.0, 34.0, 18.142857142857142)","(71.0, 210.0, 145.0)","(14.0, 27.0, 20.181818181818183)","(21.0, 46.0, 24.571428571428573)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.6493333333333333)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 26.666666666666664)"
12-01-2023 17:15:12.802298,"(3.7, 5.1, 4.3)","(14.0, 27.0, 20.333333333333332)","(21.0, 46.0, 34.46153846153846)","(18.0, 34.0, 18.142857142857142)","(71.0, 210.0, 160.0)","(14.0, 27.0, 20.181818181818183)","(21.0, 46.0, 24.571428571428573)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.6493333333333333)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 26.666666666666664)"
12-01-2023 17:15:14.210897,"(3.7, 5.1, 4.3)","(14.0, 27.0, 20.333333333333332)","(21.0, 46.0, 34.46153846153846)","(18.0, 34.0, 18.142857142857142)","(71.0, 210.0, 160.0)","(14.0, 27.0, 20.181818181818183)","(21.0, 46.0, 24.571428571428573)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.6493333333333333)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 26.666666666666664)"
12-01-2023 17:15:15.693459,"(3.7, 5.1, 4.3)","(14.0, 27.0, 20.333333333333332)","(21.0, 46.0, 34.46153846153846)","(18.0, 34.0, 18.142857142857142)","(71.0, 210.0, 160.0)","(14.0, 27.0, 20.181818181818183)","(21.0, 46.0, 24.571428571428573)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.6493333333333333)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 26.666666666666664)"
12-01-2023 17:15:17.114125,"(3.7, 5.1, 4.3)","(14.0, 27.0, 20.333333333333332)","(21.0, 46.0, 34.46153846153846)","(18.0, 34.0, 18.142857142857142)","(71.0, 210.0, 160.0)","(14.0, 27.0, 20.181818181818183)","(21.0, 46.0, 24.571428571428573)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.6493333333333333)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 26.666666666666664)"
12-01-2023 17:15:18.479313,"(3.7, 5.1, 4.3)","(14.0, 27.0, 20.333333333333332)","(21.0, 46.0, 34.46153846153846)","(18.0, 34.0, 18.142857142857142)","(71.0, 210.0, 160.0)","(14.0, 27.0, 20.181818181818183)","(21.0, 46.0, 24.571428571428573)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.6107692307692307)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 26.666666666666664)"
12-01-2023 17:15:19.836987,"(3.7, 5.1, 4.3)","(14.0, 27.0, 20.333333333333332)","(21.0, 46.0, 34.46153846153846)","(18.0, 34.0, 18.142857142857142)","(71.0, 210.0, 160.0)","(14.0, 27.0, 20.181818181818183)","(21.0, 46.0, 24.571428571428573)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.6493333333333333)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 26.666666666666664)"
12-01-2023 17:15:21.170281,"(3.7, 5.1, 4.3)","(14.0, 27.0, 20.333333333333332)","(21.0, 46.0, 34.46153846153846)","(18.0, 34.0, 18.142857142857142)","(71.0, 210.0, 160.0)","(14.0, 27.0, 20.181818181818183)","(21.0, 46.0, 24.571428571428573)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.6493333333333333)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 26.666666666666664)"
12-01-2023 17:15:22.545282,"(3.7, 5.1, 4.3)","(14.0, 27.0, 20.333333333333332)","(21.0, 46.0, 34.46153846153846)","(18.0, 34.0, 18.142857142857142)","(71.0, 210.0, 160.0)","(14.0, 27.0, 20.181818181818183)","(21.0, 46.0, 24.571428571428573)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.6493333333333333)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 26.666666666666664)"
12-01-2023 17:15:23.888044,"(3.7, 5.1, 4.3)","(14.0, 27.0, 20.333333333333332)","(21.0, 46.0, 34.46153846153846)","(18.0, 34.0, 18.142857142857142)","(71.0, 210.0, 160.0)","(14.0, 27.0, 20.181818181818183)","(21.0, 46.0, 24.571428571428573)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.6493333333333333)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 26.666666666666664)"
12-01-2023 17:15:25.241856,"(3.7, 5.1, 4.3)","(14.0, 27.0, 20.333333333333332)","(21.0, 46.0, 34.46153846153846)","(18.0, 34.0, 18.142857142857142)","(71.0, 210.0, 160.0)","(14.0, 27.0, 20.181818181818183)","(21.0, 46.0, 24.571428571428573)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.6493333333333333)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 26.666666666666664)"
12-01-2023 17:15:26.615998,"(3.7, 5.1, 4.3)","(14.0, 27.0, 20.333333333333332)","(21.0, 46.0, 34.46153846153846)","(18.0, 34.0, 18.142857142857142)","(71.0, 210.0, 160.0)","(14.0, 27.0, 20.181818181818183)","(21.0, 46.0, 24.571428571428573)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.6493333333333333)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 26.666666666666664)"
12-01-2023 17:15:27.962594,"(3.7, 5.1, 4.3)","(14.0, 27.0, 20.333333333333332)","(21.0, 46.0, 34.46153846153846)","(18.0, 34.0, 18.142857142857142)","(71.0, 210.0, 160.0)","(14.0, 27.0, 20.181818181818183)","(21.0, 46.0, 24.571428571428573)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.6493333333333333)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 26.666666666666664)"
12-01-2023 17:15:29.241511,"(3.7, 5.1, 4.3)","(14.0, 27.0, 20.333333333333332)","(21.0, 46.0, 34.46153846153846)","(18.0, 34.0, 18.142857142857142)","(71.0, 210.0, 160.0)","(14.0, 27.0, 20.181818181818183)","(21.0, 46.0, 24.571428571428573)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.6493333333333333)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 26.666666666666664)"
12-01-2023 17:15:30.633374,"(3.7, 5.1, 4.3)","(14.0, 27.0, 20.333333333333332)","(21.0, 46.0, 34.46153846153846)","(18.0, 34.0, 18.142857142857142)","(71.0, 210.0, 160.0)","(14.0, 27.0, 20.181818181818183)","(21.0, 46.0, 24.571428571428573)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.6107692307692307)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 26.666666666666664)"
12-01-2023 17:15:32.048473,"(3.7, 5.1, 4.3)","(14.0, 27.0, 20.333333333333332)","(21.0, 46.0, 34.46153846153846)","(18.0, 34.0, 18.142857142857142)","(71.0, 210.0, 160.0)","(14.0, 27.0, 20.181818181818183)","(21.0, 46.0, 24.571428571428573)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.6493333333333333)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 26.666666666666664)"
12-01-2023 17:15:33.447308,"(3.7, 5.1, 4.3)","(14.0, 27.0, 20.333333333333332)","(21.0, 46.0, 34.46153846153846)","(18.0, 34.0, 18.142857142857142)","(71.0, 210.0, 160.0)","(14.0, 27.0, 20.181818181818183)","(21.0, 46.0, 24.571428571428573)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.6493333333333333)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 26.666666666666664)"
12-01-2023 17:15:34.812882,"(3.7, 5.1, 4.3)","(14.0, 27.0, 20.333333333333332)","(21.0, 46.0, 34.46153846153846)","(18.0, 34.0, 18.142857142857142)","(71.0, 210.0, 160.0)","(14.0, 27.0, 20.181818181818183)","(21.0, 46.0, 24.571428571428573)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.6493333333333333)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 26.666666666666664)"
12-01-2023 17:15:36.152853,"(3.7, 5.1, 4.3)","(14.0, 27.0, 20.333333333333332)","(21.0, 46.0, 34.46153846153846)","(18.0, 34.0, 18.142857142857142)","(71.0, 210.0, 160.0)","(14.0, 27.0, 20.181818181818183)","(21.0, 46.0, 24.571428571428573)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.6493333333333333)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 26.666666666666664)"
12-01-2023 17:15:37.542712,"(3.7, 5.1, 4.3)","(14.0, 27.0, 20.333333333333332)","(21.0, 46.0, 34.46153846153846)","(18.0, 34.0, 17.8125)","(71.0, 210.0, 160.0)","(14.0, 27.0, 20.181818181818183)","(21.0, 46.0, 24.571428571428573)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.6493333333333333)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 26.666666666666664)"
12-01-2023 17:15:38.932872,"(3.7, 5.1, 4.3)","(14.0, 27.0, 20.333333333333332)","(21.0, 46.0, 34.46153846153846)","(18.0, 34.0, 17.8125)","(71.0, 210.0, 160.0)","(14.0, 27.0, 20.181818181818183)","(21.0, 46.0, 24.571428571428573)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.6493333333333333)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 26.666666666666664)"
12-01-2023 17:15:40.278870,"(3.7, 5.1, 4.3)","(14.0, 27.0, 20.333333333333332)","(21.0, 46.0, 34.46153846153846)","(18.0, 34.0, 17.8125)","(71.0, 210.0, 160.0)","(14.0, 27.0, 20.181818181818183)","(21.0, 46.0, 24.571428571428573)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.6493333333333333)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 26.666666666666664)"
12-01-2023 17:15:41.672015,"(3.7, 5.1, 4.3)","(14.0, 27.0, 20.333333333333332)","(21.0, 46.0, 34.46153846153846)","(18.0, 34.0, 17.8125)","(71.0, 210.0, 160.0)","(14.0, 27.0, 20.181818181818183)","(21.0, 46.0, 24.571428571428573)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.6493333333333333)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 26.666666666666664)"
12-01-2023 17:15:42.995767,"(3.7, 5.1, 4.3)","(14.0, 27.0, 20.333333333333332)","(21.0, 46.0, 34.46153846153846)","(18.0, 34.0, 17.8125)","(71.0, 210.0, 160.0)","(14.0, 27.0, 20.181818181818183)","(21.0, 46.0, 24.571428571428573)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.6107692307692307)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 26.666666666666664)"
12-01-2023 17:15:44.427652,"(3.7, 5.1, 4.3)","(14.0, 27.0, 20.333333333333332)","(21.0, 46.0, 34.46153846153846)","(18.0, 34.0, 17.8125)","(71.0, 210.0, 160.0)","(14.0, 27.0, 20.181818181818183)","(21.0, 46.0, 24.571428571428573)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.6493333333333333)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 26.666666666666664)"
12-01-2023 17:15:44.716731,"(3.7, 5.1, 4.3)","(14.0, 27.0, 20.333333333333332)","(21.0, 46.0, 34.46153846153846)","(18.0, 34.0, 17.8125)","(71.0, 210.0, 160.0)","(14.0, 27.0, 20.181818181818183)","(21.0, 46.0, 24.571428571428573)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.6493333333333333)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 26.666666666666664)"
12-01-2023 17:15:46.102539,"(3.7, 5.1, 4.3)","(14.0, 27.0, 20.333333333333332)","(21.0, 46.0, 34.46153846153846)","(18.0, 34.0, 17.8125)","(71.0, 210.0, 147.5)","(14.0, 27.0, 20.181818181818183)","(21.0, 46.0, 24.571428571428573)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.6493333333333333)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 26.666666666666664)"
12-01-2023 17:15:47.448268,"(3.7, 5.1, 4.3)","(14.0, 27.0, 20.333333333333332)","(21.0, 46.0, 34.46153846153846)","(18.0, 34.0, 17.8125)","(71.0, 210.0, 147.5)","(14.0, 27.0, 20.181818181818183)","(21.0, 46.0, 24.571428571428573)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.442857142857143)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 26.666666666666664)"
12-01-2023 17:15:48.816301,"(3.7, 5.1, 4.3)","(14.0, 27.0, 20.333333333333332)","(21.0, 46.0, 34.46153846153846)","(18.0, 34.0, 17.8125)","(71.0, 210.0, 147.5)","(14.0, 27.0, 20.181818181818183)","(21.0, 46.0, 24.571428571428573)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.58)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 26.666666666666664)"
12-01-2023 17:15:50.105774,"(3.7, 5.1, 4.3)","(14.0, 27.0, 20.333333333333332)","(21.0, 46.0, 34.46153846153846)","(18.0, 34.0, 17.8125)","(71.0, 210.0, 147.5)","(14.0, 27.0, 20.181818181818183)","(21.0, 46.0, 24.571428571428573)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.58)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 26.666666666666664)"
12-01-2023 17:15:51.434208,"(3.7, 5.1, 4.3)","(14.0, 27.0, 20.333333333333332)","(21.0, 46.0, 40.44444444444444)","(18.0, 34.0, 20.125)","(71.0, 210.0, 174.28571428571428)","(14.0, 27.0, 18.666666666666668)","(21.0, 46.0, 29.333333333333336)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.58)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:15:52.768286,"(3.7, 5.1, 4.4)","(14.0, 27.0, 23.0)","(21.0, 46.0, 40.44444444444444)","(18.0, 34.0, 20.125)","(71.0, 210.0, 174.28571428571428)","(14.0, 27.0, 18.666666666666668)","(21.0, 46.0, 29.333333333333336)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.58)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:15:54.285656,"(3.7, 5.1, 4.4)","(14.0, 29.0, 23.0)","(21.0, 46.0, 40.44444444444444)","(18.0, 34.0, 20.125)","(71.0, 210.0, 174.28571428571428)","(14.0, 27.0, 18.666666666666668)","(21.0, 46.0, 29.333333333333336)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.58)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:15:55.645790,"(3.7, 5.1, 4.4)","(14.0, 29.0, 23.0)","(21.0, 46.0, 40.44444444444444)","(18.0, 34.0, 20.125)","(71.0, 210.0, 174.28571428571428)","(14.0, 27.0, 18.666666666666668)","(21.0, 46.0, 29.333333333333336)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.58)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:15:56.925766,"(3.7, 5.1, 4.4)","(14.0, 29.0, 23.0)","(21.0, 46.0, 40.44444444444444)","(18.0, 34.0, 20.125)","(71.0, 210.0, 175.0)","(14.0, 27.0, 18.666666666666668)","(21.0, 46.0, 29.333333333333336)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.58)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:15:58.331743,"(3.7, 5.1, 4.4)","(14.0, 29.0, 23.0)","(21.0, 46.0, 40.44444444444444)","(18.0, 34.0, 20.125)","(71.0, 210.0, 175.0)","(14.0, 27.0, 18.666666666666668)","(21.0, 46.0, 29.333333333333336)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.58)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:15:59.856922,"(3.7, 5.1, 4.4)","(14.0, 29.0, 23.0)","(21.0, 46.0, 40.44444444444444)","(18.0, 34.0, 20.125)","(71.0, 210.0, 175.0)","(14.0, 27.0, 18.666666666666668)","(21.0, 46.0, 29.333333333333336)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.58)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:16:01.273730,"(3.7, 5.1, 4.4)","(14.0, 29.0, 23.0)","(21.0, 46.0, 40.44444444444444)","(18.0, 34.0, 20.125)","(71.0, 210.0, 175.0)","(14.0, 27.0, 18.666666666666668)","(21.0, 46.0, 29.333333333333336)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.58)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:16:02.678449,"(3.7, 5.1, 4.4)","(14.0, 29.0, 23.0)","(21.0, 46.0, 40.44444444444444)","(18.0, 34.0, 20.125)","(71.0, 210.0, 175.0)","(14.0, 27.0, 18.666666666666668)","(21.0, 46.0, 29.333333333333336)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.58)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:16:04.084463,"(3.7, 5.1, 4.4)","(14.0, 29.0, 23.0)","(21.0, 46.0, 40.44444444444444)","(18.0, 34.0, 20.125)","(71.0, 210.0, 175.0)","(14.0, 27.0, 18.666666666666668)","(21.0, 46.0, 29.333333333333336)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.58)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:16:05.584130,"(3.7, 5.1, 4.4)","(14.0, 29.0, 27.1875)","(21.0, 46.0, 40.44444444444444)","(18.0, 34.0, 20.125)","(71.0, 210.0, 175.0)","(14.0, 27.0, 18.666666666666668)","(21.0, 46.0, 29.333333333333336)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.58)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:16:06.962569,"(3.7, 5.1, 4.4)","(14.0, 29.0, 27.1875)","(21.0, 46.0, 40.44444444444444)","(18.0, 34.0, 20.125)","(71.0, 210.0, 175.0)","(14.0, 27.0, 18.666666666666668)","(21.0, 46.0, 29.333333333333336)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.58)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:16:08.255801,"(3.7, 5.1, 4.4)","(14.0, 29.0, 27.1875)","(21.0, 46.0, 40.44444444444444)","(18.0, 34.0, 20.125)","(71.0, 210.0, 175.0)","(14.0, 27.0, 18.666666666666668)","(21.0, 46.0, 29.333333333333336)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.58)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:16:09.567564,"(3.7, 5.1, 4.4)","(14.0, 29.0, 27.1875)","(21.0, 46.0, 40.44444444444444)","(18.0, 34.0, 20.125)","(71.0, 210.0, 175.0)","(14.0, 27.0, 18.666666666666668)","(21.0, 46.0, 29.333333333333336)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.9, 3.5)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:16:10.921446,"(3.7, 5.0, 4.35)","(14.0, 29.0, 27.1875)","(21.0, 46.0, 40.44444444444444)","(18.0, 32.0, 20.333333333333332)","(71.0, 210.0, 175.0)","(14.0, 27.0, 18.666666666666668)","(21.0, 46.0, 29.333333333333336)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:16:12.426615,"(3.7, 4.9, 4.300000000000001)","(14.0, 29.0, 27.1875)","(21.0, 46.0, 40.44444444444444)","(18.0, 30.0, 20.333333333333332)","(71.0, 210.0, 175.0)","(14.0, 27.0, 18.666666666666668)","(21.0, 46.0, 29.333333333333336)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:16:13.884424,"(3.7, 4.9, 4.300000000000001)","(14.0, 29.0, 27.1875)","(21.0, 46.0, 40.44444444444444)","(18.0, 30.0, 20.333333333333332)","(71.0, 210.0, 175.0)","(14.0, 27.0, 18.666666666666668)","(21.0, 46.0, 29.333333333333336)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:16:15.342617,"(3.7, 4.9, 4.300000000000001)","(14.0, 29.0, 27.1875)","(21.0, 46.0, 40.44444444444444)","(18.0, 30.0, 20.333333333333332)","(71.0, 210.0, 175.0)","(14.0, 27.0, 18.666666666666668)","(21.0, 46.0, 29.333333333333336)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:16:16.835861,"(3.7, 4.9, 4.300000000000001)","(14.0, 29.0, 27.1875)","(21.0, 46.0, 40.44444444444444)","(18.0, 30.0, 20.333333333333332)","(71.0, 210.0, 175.0)","(14.0, 27.0, 18.666666666666668)","(21.0, 46.0, 29.333333333333336)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:16:18.217049,"(3.7, 4.9, 4.300000000000001)","(14.0, 29.0, 27.1875)","(21.0, 46.0, 40.44444444444444)","(18.0, 30.0, 20.333333333333332)","(71.0, 210.0, 175.0)","(14.0, 27.0, 18.666666666666668)","(21.0, 46.0, 29.333333333333336)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:16:19.737049,"(3.7, 4.9, 4.300000000000001)","(14.0, 29.0, 27.1875)","(21.0, 46.0, 40.44444444444444)","(18.0, 30.0, 20.333333333333332)","(71.0, 210.0, 175.0)","(14.0, 27.0, 18.666666666666668)","(21.0, 46.0, 29.333333333333336)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:16:21.220336,"(3.7, 4.9, 4.300000000000001)","(14.0, 29.0, 27.1875)","(21.0, 46.0, 40.44444444444444)","(18.0, 30.0, 20.333333333333332)","(71.0, 210.0, 175.0)","(14.0, 27.0, 18.666666666666668)","(21.0, 46.0, 29.333333333333336)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:16:22.520294,"(3.7, 4.9, 4.300000000000001)","(14.0, 29.0, 27.1875)","(21.0, 46.0, 40.44444444444444)","(18.0, 30.0, 20.333333333333332)","(71.0, 210.0, 175.0)","(14.0, 27.0, 18.666666666666668)","(21.0, 46.0, 29.333333333333336)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:16:23.824459,"(3.7, 4.9, 4.300000000000001)","(14.0, 29.0, 27.1875)","(21.0, 46.0, 40.44444444444444)","(18.0, 30.0, 20.333333333333332)","(71.0, 210.0, 175.0)","(14.0, 27.0, 18.666666666666668)","(21.0, 46.0, 29.333333333333336)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:16:25.194423,"(3.7, 4.9, 4.300000000000001)","(14.0, 29.0, 27.1875)","(21.0, 46.0, 34.0)","(18.0, 30.0, 20.333333333333332)","(71.0, 210.0, 120.0)","(14.0, 27.0, 18.666666666666668)","(21.0, 46.0, 37.66666666666667)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:16:26.523431,"(3.7, 4.9, 4.300000000000001)","(14.0, 29.0, 25.0)","(21.0, 46.0, 34.0)","(18.0, 30.0, 20.333333333333332)","(71.0, 210.0, 120.0)","(14.0, 27.0, 18.666666666666668)","(21.0, 46.0, 37.66666666666667)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:16:27.795616,"(3.7, 4.9, 4.300000000000001)","(14.0, 28.0, 25.0)","(21.0, 46.0, 34.0)","(18.0, 30.0, 20.333333333333332)","(71.0, 210.0, 120.0)","(14.0, 27.0, 18.666666666666668)","(21.0, 46.0, 37.66666666666667)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
