,Sharkattack,Ace Duigan,Shez Elite,Keayang Alex,Go George Go,Iamawingate,Salsboy,Classically Smooth,Blue Cannon,Our Miki Diva Nz,Kyloan Queen,Lavender Dolly
12-01-2023 17:16:57.446026,"(3.7, 4.9, 4.300000000000001)","(14.0, 29.0, 27.1875)","(21.0, 46.0, 34.0)","(18.0, 30.0, 20.333333333333332)","(71.0, 210.0, 120.0)","(14.0, 27.0, 24.916666666666668)","(21.0, 46.0, 39.14285714285714)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:16:58.875934,"(3.7, 4.9, 4.300000000000001)","(14.0, 29.0, 27.1875)","(21.0, 46.0, 34.0)","(18.0, 30.0, 20.333333333333332)","(71.0, 210.0, 120.0)","(14.0, 27.0, 24.916666666666668)","(21.0, 46.0, 39.14285714285714)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:17:00.308569,"(3.7, 4.9, 4.300000000000001)","(14.0, 29.0, 27.1875)","(21.0, 46.0, 34.0)","(18.0, 30.0, 20.333333333333332)","(71.0, 210.0, 120.0)","(14.0, 27.0, 24.916666666666668)","(21.0, 46.0, 39.14285714285714)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:17:01.687343,"(3.7, 4.9, 4.300000000000001)","(14.0, 29.0, 27.1875)","(21.0, 46.0, 34.0)","(18.0, 30.0, 20.333333333333332)","(71.0, 210.0, 120.0)","(14.0, 27.0, 24.916666666666668)","(21.0, 46.0, 39.14285714285714)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:17:03.148019,"(3.7, 4.9, 4.300000000000001)","(14.0, 29.0, 27.1875)","(21.0, 46.0, 34.0)","(18.0, 30.0, 20.333333333333332)","(71.0, 210.0, 120.0)","(14.0, 27.0, 24.916666666666668)","(21.0, 46.0, 39.14285714285714)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:17:04.542983,"(3.7, 4.9, 4.300000000000001)","(14.0, 29.0, 27.1875)","(21.0, 46.0, 34.0)","(18.0, 30.0, 20.333333333333332)","(71.0, 210.0, 120.0)","(14.0, 27.0, 24.916666666666668)","(21.0, 46.0, 39.14285714285714)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:17:05.933807,"(3.7, 4.9, 4.300000000000001)","(14.0, 29.0, 27.1875)","(21.0, 46.0, 34.0)","(18.0, 30.0, 20.333333333333332)","(71.0, 210.0, 120.0)","(14.0, 27.0, 24.916666666666668)","(21.0, 46.0, 39.14285714285714)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:17:07.232791,"(3.7, 4.9, 4.300000000000001)","(14.0, 29.0, 27.1875)","(21.0, 46.0, 34.0)","(18.0, 30.0, 20.333333333333332)","(71.0, 210.0, 120.0)","(14.0, 27.0, 18.666666666666668)","(21.0, 46.0, 39.14285714285714)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:17:08.597451,"(3.7, 4.9, 4.300000000000001)","(14.0, 29.0, 27.1875)","(21.0, 46.0, 34.0)","(18.0, 30.0, 20.333333333333332)","(71.0, 210.0, 120.0)","(14.0, 27.0, 18.666666666666668)","(21.0, 46.0, 39.14285714285714)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:17:09.962444,"(3.7, 4.9, 4.300000000000001)","(14.0, 29.0, 27.1875)","(21.0, 46.0, 34.0)","(18.0, 30.0, 20.333333333333332)","(71.0, 210.0, 120.0)","(14.0, 27.0, 18.666666666666668)","(21.0, 46.0, 39.14285714285714)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:17:11.400381,"(3.7, 4.9, 4.300000000000001)","(14.0, 29.0, 27.1875)","(21.0, 46.0, 34.0)","(18.0, 30.0, 20.333333333333332)","(71.0, 210.0, 120.0)","(14.0, 27.0, 18.666666666666668)","(21.0, 46.0, 39.14285714285714)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:17:12.821098,"(3.7, 4.9, 4.300000000000001)","(14.0, 29.0, 27.1875)","(21.0, 46.0, 34.0)","(18.0, 30.0, 20.333333333333332)","(71.0, 210.0, 120.0)","(14.0, 27.0, 18.666666666666668)","(21.0, 46.0, 39.14285714285714)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:17:14.215025,"(3.7, 4.9, 4.300000000000001)","(14.0, 29.0, 27.1875)","(21.0, 46.0, 34.0)","(18.0, 30.0, 20.333333333333332)","(71.0, 210.0, 120.0)","(14.0, 27.0, 18.666666666666668)","(21.0, 46.0, 39.14285714285714)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:17:15.594782,"(3.7, 4.9, 4.300000000000001)","(14.0, 29.0, 27.1875)","(21.0, 46.0, 34.0)","(18.0, 30.0, 20.333333333333332)","(71.0, 210.0, 120.0)","(14.0, 27.0, 18.666666666666668)","(21.0, 46.0, 39.14285714285714)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:17:17.064880,"(3.7, 4.9, 4.300000000000001)","(14.0, 29.0, 27.1875)","(21.0, 46.0, 34.0)","(18.0, 30.0, 20.333333333333332)","(71.0, 210.0, 120.0)","(14.0, 27.0, 18.666666666666668)","(21.0, 46.0, 39.14285714285714)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:17:18.525237,"(3.7, 4.9, 4.300000000000001)","(14.0, 29.0, 27.1875)","(21.0, 46.0, 34.0)","(18.0, 30.0, 20.333333333333332)","(71.0, 210.0, 120.0)","(14.0, 27.0, 18.666666666666668)","(21.0, 46.0, 30.666666666666668)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:17:19.881652,"(3.7, 4.9, 4.300000000000001)","(14.0, 29.0, 27.1875)","(21.0, 46.0, 34.0)","(18.0, 30.0, 20.333333333333332)","(71.0, 210.0, 120.0)","(14.0, 27.0, 18.666666666666668)","(21.0, 46.0, 30.666666666666668)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 48.0, 31.333333333333336)","(18.0, 32.0, 23.75)"
12-01-2023 17:17:21.197471,"(3.7, 4.9, 4.300000000000001)","(14.0, 29.0, 27.1875)","(21.0, 46.0, 34.0)","(18.0, 30.0, 20.333333333333332)","(71.0, 210.0, 137.5)","(14.0, 27.0, 18.333333333333332)","(21.0, 46.0, 30.666666666666668)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 48.0, 30.666666666666668)","(18.0, 32.0, 25.166666666666664)"
12-01-2023 17:17:22.601485,"(3.7, 4.8, 4.359999999999999)","(14.0, 26.0, 24.5625)","(21.0, 44.0, 33.0)","(18.0, 29.0, 19.666666666666668)","(71.0, 200.0, 113.33333333333334)","(14.0, 26.0, 19.75)","(21.0, 46.0, 30.666666666666668)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 46.0, 30.0)","(18.0, 30.0, 22.25)"
12-01-2023 17:17:24.111929,"(3.7, 4.8, 4.359999999999999)","(14.0, 26.0, 22.666666666666668)","(21.0, 44.0, 33.0)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 113.33333333333334)","(14.0, 25.0, 19.75)","(21.0, 46.0, 30.666666666666668)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 44.0, 30.0)","(18.0, 29.0, 22.25)"
12-01-2023 17:17:25.572272,"(3.7, 4.8, 4.359999999999999)","(14.0, 25.0, 22.666666666666668)","(21.0, 44.0, 33.0)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 113.33333333333334)","(14.0, 25.0, 19.75)","(21.0, 46.0, 30.666666666666668)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 44.0, 30.0)","(18.0, 29.0, 22.25)"
12-01-2023 17:17:26.974034,"(3.7, 4.8, 4.359999999999999)","(14.0, 25.0, 22.666666666666668)","(21.0, 44.0, 33.0)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 113.33333333333334)","(14.0, 25.0, 19.75)","(21.0, 46.0, 30.666666666666668)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 44.0, 30.0)","(18.0, 29.0, 22.25)"
12-01-2023 17:17:28.382689,"(3.7, 4.8, 4.359999999999999)","(14.0, 25.0, 22.666666666666668)","(21.0, 44.0, 33.0)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 113.33333333333334)","(14.0, 25.0, 19.75)","(21.0, 46.0, 30.666666666666668)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 44.0, 30.0)","(18.0, 29.0, 22.25)"
12-01-2023 17:17:29.759434,"(3.7, 4.8, 4.359999999999999)","(14.0, 25.0, 22.666666666666668)","(21.0, 44.0, 33.0)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 113.33333333333334)","(14.0, 25.0, 19.75)","(21.0, 46.0, 30.666666666666668)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 44.0, 30.0)","(18.0, 29.0, 22.25)"
12-01-2023 17:17:31.120950,"(3.7, 4.8, 4.359999999999999)","(14.0, 25.0, 22.666666666666668)","(21.0, 44.0, 33.0)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 113.33333333333334)","(14.0, 25.0, 19.75)","(21.0, 46.0, 30.666666666666668)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 44.0, 30.0)","(18.0, 29.0, 22.25)"
12-01-2023 17:17:32.517389,"(3.7, 4.8, 4.359999999999999)","(14.0, 25.0, 22.666666666666668)","(21.0, 44.0, 33.0)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 113.33333333333334)","(14.0, 25.0, 19.75)","(21.0, 46.0, 30.666666666666668)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 44.0, 30.0)","(18.0, 29.0, 22.25)"
12-01-2023 17:17:33.883627,"(3.7, 4.8, 4.359999999999999)","(14.0, 25.0, 22.666666666666668)","(21.0, 44.0, 33.0)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 113.33333333333334)","(14.0, 25.0, 19.75)","(21.0, 46.0, 30.666666666666668)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 44.0, 30.0)","(18.0, 29.0, 22.25)"
12-01-2023 17:17:35.261859,"(3.7, 4.8, 4.359999999999999)","(14.0, 25.0, 20.153846153846153)","(21.0, 44.0, 33.0)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 113.33333333333334)","(14.0, 25.0, 22.375)","(21.0, 46.0, 26.285714285714285)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 44.0, 30.0)","(18.0, 29.0, 24.666666666666664)"
12-01-2023 17:17:36.703875,"(3.7, 4.8, 4.359999999999999)","(14.0, 25.0, 21.88888888888889)","(21.0, 44.0, 33.0)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 113.33333333333334)","(14.0, 25.0, 22.375)","(21.0, 46.0, 26.285714285714285)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 44.0, 30.0)","(18.0, 29.0, 24.666666666666664)"
12-01-2023 17:17:38.094460,"(3.7, 4.8, 4.359999999999999)","(14.0, 24.0, 21.11111111111111)","(21.0, 44.0, 33.0)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 113.33333333333334)","(14.0, 25.0, 22.375)","(21.0, 46.0, 26.285714285714285)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 44.0, 30.0)","(18.0, 29.0, 24.666666666666664)"
12-01-2023 17:17:39.433195,"(3.7, 4.8, 4.359999999999999)","(14.0, 23.0, 21.11111111111111)","(21.0, 44.0, 33.0)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 113.33333333333334)","(14.0, 25.0, 22.375)","(21.0, 46.0, 30.0)","(3.9, 5.9, 5.333333333333334)","(3.1, 3.85, 3.5)","(16.0, 99999, 99990)","(26.0, 44.0, 30.0)","(18.0, 29.0, 24.666666666666664)"
12-01-2023 17:17:40.823279,"(3.7, 4.8, 4.359999999999999)","(14.0, 23.0, 21.11111111111111)","(21.0, 44.0, 33.0)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 113.33333333333334)","(14.0, 25.0, 19.75)","(21.0, 44.0, 28.666666666666668)","(3.9, 5.9, 5.2)","(3.1, 3.85, 3.51)","(16.0, 99999, 99990)","(26.0, 44.0, 30.0)","(18.0, 29.0, 24.666666666666664)"
12-01-2023 17:17:42.253340,"(3.7, 4.8, 4.359999999999999)","(14.0, 23.0, 21.11111111111111)","(21.0, 44.0, 33.0)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 113.33333333333334)","(14.0, 25.0, 19.75)","(21.0, 40.0, 28.0)","(3.9, 5.7, 5.25)","(3.1, 3.75, 3.51)","(16.0, 99999, 99990)","(26.0, 44.0, 30.0)","(18.0, 29.0, 24.666666666666664)"
12-01-2023 17:17:43.609855,"(3.7, 4.8, 4.359999999999999)","(14.0, 23.0, 21.11111111111111)","(21.0, 44.0, 33.0)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 113.33333333333334)","(14.0, 25.0, 19.75)","(21.0, 38.0, 28.0)","(3.9, 5.6, 5.133333333333333)","(3.1, 3.75, 3.51)","(16.0, 99999, 99990)","(26.0, 44.0, 30.0)","(18.0, 29.0, 24.666666666666664)"
12-01-2023 17:17:44.965834,"(3.7, 4.8, 4.359999999999999)","(14.0, 23.0, 21.11111111111111)","(21.0, 44.0, 33.0)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 113.33333333333334)","(14.0, 25.0, 19.75)","(21.0, 38.0, 28.0)","(3.9, 5.6, 5.133333333333333)","(3.1, 3.75, 3.51)","(16.0, 99999, 99990)","(26.0, 44.0, 30.0)","(18.0, 29.0, 24.666666666666664)"
12-01-2023 17:17:46.383108,"(3.7, 4.8, 4.359999999999999)","(14.0, 23.0, 21.11111111111111)","(21.0, 44.0, 33.0)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 113.33333333333334)","(14.0, 25.0, 19.75)","(21.0, 38.0, 28.0)","(3.9, 5.6, 5.133333333333333)","(3.1, 3.75, 3.51)","(16.0, 99999, 99990)","(26.0, 44.0, 30.0)","(18.0, 29.0, 24.666666666666664)"
12-01-2023 17:17:47.859857,"(3.7, 4.8, 4.359999999999999)","(14.0, 23.0, 21.11111111111111)","(21.0, 44.0, 33.0)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 113.33333333333334)","(14.0, 25.0, 19.75)","(21.0, 38.0, 28.0)","(3.9, 5.6, 5.133333333333333)","(3.1, 3.75, 3.51)","(16.0, 99999, 99990)","(26.0, 44.0, 30.0)","(18.0, 29.0, 24.666666666666664)"
12-01-2023 17:17:49.280446,"(3.7, 4.8, 4.359999999999999)","(14.0, 23.0, 21.11111111111111)","(21.0, 44.0, 33.0)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 113.33333333333334)","(14.0, 25.0, 19.75)","(21.0, 38.0, 28.0)","(3.9, 5.6, 5.133333333333333)","(3.1, 3.75, 3.51)","(16.0, 99999, 99990)","(26.0, 44.0, 30.0)","(18.0, 29.0, 24.666666666666664)"
12-01-2023 17:17:50.567946,"(3.7, 4.8, 4.359999999999999)","(14.0, 23.0, 21.11111111111111)","(21.0, 44.0, 33.0)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 113.33333333333334)","(14.0, 25.0, 19.75)","(21.0, 38.0, 28.0)","(3.9, 5.6, 5.133333333333333)","(3.1, 3.75, 3.51)","(16.0, 99999, 99990)","(26.0, 44.0, 30.0)","(18.0, 29.0, 24.666666666666664)"
12-01-2023 17:17:51.869205,"(3.7, 4.8, 4.359999999999999)","(14.0, 23.0, 21.11111111111111)","(21.0, 44.0, 33.0)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 113.33333333333334)","(14.0, 25.0, 19.75)","(21.0, 38.0, 28.0)","(3.9, 5.6, 5.133333333333333)","(3.1, 3.75, 3.51)","(16.0, 99999, 99990)","(26.0, 44.0, 30.0)","(18.0, 29.0, 24.666666666666664)"
12-01-2023 17:17:53.255686,"(3.7, 4.8, 4.359999999999999)","(14.0, 23.0, 21.11111111111111)","(21.0, 44.0, 33.0)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 113.33333333333334)","(14.0, 25.0, 19.75)","(21.0, 38.0, 28.0)","(3.9, 5.6, 5.133333333333333)","(3.1, 3.75, 3.51)","(16.0, 99999, 99990)","(26.0, 44.0, 30.0)","(18.0, 29.0, 24.666666666666664)"
12-01-2023 17:17:54.605679,"(3.7, 4.8, 4.359999999999999)","(14.0, 23.0, 21.11111111111111)","(21.0, 44.0, 33.0)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 113.33333333333334)","(14.0, 25.0, 19.75)","(21.0, 38.0, 28.0)","(3.9, 5.6, 5.133333333333333)","(3.1, 3.75, 3.51)","(16.0, 99999, 99990)","(26.0, 44.0, 30.0)","(18.0, 29.0, 24.666666666666664)"
12-01-2023 17:17:55.980191,"(3.7, 4.8, 4.359999999999999)","(14.0, 23.0, 21.11111111111111)","(21.0, 44.0, 33.0)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 113.33333333333334)","(14.0, 25.0, 19.75)","(21.0, 38.0, 28.0)","(3.9, 5.6, 5.133333333333333)","(3.1, 3.75, 3.51)","(16.0, 99999, 99990)","(26.0, 44.0, 30.0)","(18.0, 29.0, 24.666666666666664)"
12-01-2023 17:17:57.371798,"(3.7, 4.8, 4.359999999999999)","(14.0, 23.0, 21.11111111111111)","(21.0, 44.0, 33.0)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 113.33333333333334)","(14.0, 25.0, 19.75)","(21.0, 38.0, 28.0)","(3.9, 5.6, 5.133333333333333)","(3.1, 3.75, 3.51)","(16.0, 99999, 99990)","(26.0, 44.0, 30.0)","(18.0, 29.0, 24.666666666666664)"
12-01-2023 17:17:58.779606,"(3.7, 4.8, 4.359999999999999)","(14.0, 23.0, 21.11111111111111)","(21.0, 44.0, 33.0)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 113.33333333333334)","(14.0, 25.0, 19.75)","(21.0, 38.0, 28.0)","(3.9, 5.6, 5.133333333333333)","(3.1, 3.75, 3.51)","(16.0, 99999, 99990)","(26.0, 44.0, 30.0)","(18.0, 29.0, 24.666666666666664)"
12-01-2023 17:18:00.152424,"(3.7, 4.8, 4.359999999999999)","(14.0, 23.0, 21.11111111111111)","(21.0, 44.0, 33.0)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 113.33333333333334)","(14.0, 25.0, 19.75)","(21.0, 38.0, 28.0)","(3.9, 5.6, 5.133333333333333)","(3.1, 3.75, 3.51)","(16.0, 99999, 99990)","(26.0, 44.0, 30.0)","(18.0, 29.0, 24.666666666666664)"
12-01-2023 17:18:01.505665,"(3.7, 4.8, 4.359999999999999)","(14.0, 23.0, 21.11111111111111)","(21.0, 44.0, 33.0)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 113.33333333333334)","(14.0, 25.0, 19.75)","(21.0, 38.0, 28.0)","(3.9, 5.6, 5.133333333333333)","(3.1, 3.75, 3.51)","(16.0, 99999, 99990)","(26.0, 44.0, 30.0)","(18.0, 29.0, 24.666666666666664)"
12-01-2023 17:18:02.979551,"(3.7, 4.8, 4.359999999999999)","(14.0, 23.0, 21.11111111111111)","(21.0, 44.0, 33.0)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 113.33333333333334)","(14.0, 25.0, 19.75)","(21.0, 38.0, 28.0)","(3.9, 5.6, 5.133333333333333)","(3.1, 3.75, 3.51)","(16.0, 99999, 99990)","(26.0, 44.0, 30.0)","(18.0, 29.0, 24.666666666666664)"
12-01-2023 17:18:04.348616,"(3.7, 4.8, 4.359999999999999)","(14.0, 23.0, 21.11111111111111)","(21.0, 44.0, 33.0)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 113.33333333333334)","(14.0, 25.0, 19.75)","(21.0, 38.0, 28.0)","(3.9, 5.6, 5.133333333333333)","(3.1, 3.75, 3.51)","(16.0, 99999, 99990)","(26.0, 44.0, 30.0)","(18.0, 29.0, 24.666666666666664)"
12-01-2023 17:18:05.757745,"(3.7, 4.8, 4.359999999999999)","(14.0, 23.0, 21.11111111111111)","(21.0, 44.0, 33.0)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 113.33333333333334)","(14.0, 25.0, 19.75)","(21.0, 38.0, 28.0)","(3.9, 5.6, 5.133333333333333)","(3.1, 3.75, 3.51)","(16.0, 99999, 99990)","(26.0, 44.0, 30.0)","(18.0, 29.0, 24.666666666666664)"
12-01-2023 17:18:07.261716,"(3.7, 4.8, 4.359999999999999)","(14.0, 23.0, 21.11111111111111)","(21.0, 44.0, 33.0)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 113.33333333333334)","(14.0, 25.0, 19.75)","(21.0, 38.0, 28.0)","(3.9, 5.6, 5.133333333333333)","(3.1, 3.75, 3.51)","(16.0, 99999, 99990)","(26.0, 44.0, 30.0)","(18.0, 29.0, 24.666666666666664)"
12-01-2023 17:18:08.660480,"(3.7, 4.8, 4.359999999999999)","(14.0, 23.0, 21.11111111111111)","(21.0, 44.0, 33.0)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 113.33333333333334)","(14.0, 25.0, 19.75)","(21.0, 38.0, 28.0)","(3.9, 5.6, 5.133333333333333)","(3.1, 3.75, 3.51)","(16.0, 99999, 99990)","(26.0, 44.0, 30.0)","(18.0, 29.0, 24.666666666666664)"
12-01-2023 17:18:10.026815,"(3.7, 4.8, 4.359999999999999)","(14.0, 23.0, 21.11111111111111)","(21.0, 44.0, 33.0)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 113.33333333333334)","(14.0, 25.0, 19.75)","(21.0, 38.0, 28.0)","(3.9, 5.6, 5.133333333333333)","(3.1, 3.75, 3.51)","(16.0, 99999, 99990)","(26.0, 44.0, 30.0)","(18.0, 29.0, 24.666666666666664)"
12-01-2023 17:18:11.326785,"(3.7, 4.8, 4.359999999999999)","(14.0, 23.0, 21.11111111111111)","(21.0, 44.0, 33.0)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 113.33333333333334)","(14.0, 25.0, 19.75)","(21.0, 38.0, 28.0)","(3.9, 5.6, 5.133333333333333)","(3.1, 3.75, 3.51)","(16.0, 99999, 99990)","(26.0, 44.0, 30.0)","(18.0, 29.0, 24.666666666666664)"
12-01-2023 17:18:12.767064,"(3.7, 4.8, 4.359999999999999)","(14.0, 23.0, 21.11111111111111)","(21.0, 44.0, 33.0)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 113.33333333333334)","(14.0, 25.0, 19.75)","(21.0, 38.0, 28.0)","(3.9, 5.6, 5.133333333333333)","(3.1, 3.75, 3.51)","(16.0, 99999, 99990)","(26.0, 44.0, 30.0)","(18.0, 29.0, 24.666666666666664)"
12-01-2023 17:18:14.229552,"(3.7, 4.8, 4.359999999999999)","(14.0, 23.0, 21.11111111111111)","(21.0, 44.0, 33.0)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 113.33333333333334)","(14.0, 25.0, 19.75)","(21.0, 38.0, 28.0)","(3.9, 5.6, 5.133333333333333)","(3.1, 3.75, 3.51)","(16.0, 99999, 99990)","(26.0, 44.0, 30.0)","(18.0, 29.0, 24.666666666666664)"
12-01-2023 17:18:15.529860,"(3.7, 4.8, 4.359999999999999)","(14.0, 23.0, 21.11111111111111)","(21.0, 44.0, 33.0)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 113.33333333333334)","(14.0, 25.0, 19.75)","(21.0, 38.0, 28.0)","(3.9, 5.6, 5.133333333333333)","(3.1, 3.75, 3.51)","(16.0, 99999, 99990)","(26.0, 44.0, 30.0)","(18.0, 29.0, 24.666666666666664)"
12-01-2023 17:18:16.869625,"(3.7, 4.8, 4.359999999999999)","(14.0, 23.0, 21.11111111111111)","(21.0, 44.0, 33.0)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 113.33333333333334)","(14.0, 25.0, 19.75)","(21.0, 38.0, 28.0)","(3.9, 5.6, 5.133333333333333)","(3.1, 3.75, 3.51)","(16.0, 99999, 99990)","(26.0, 44.0, 30.0)","(18.0, 29.0, 24.666666666666664)"
12-01-2023 17:18:18.220882,"(3.7, 4.8, 4.359999999999999)","(14.0, 23.0, 21.11111111111111)","(21.0, 44.0, 33.0)","(18.0, 28.0, 19.666666666666668)","(71.0, 190.0, 113.33333333333334)","(14.0, 25.0, 19.75)","(21.0, 38.0, 28.0)","(3.9, 5.6, 5.133333333333333)","(3.1, 3.75, 3.51)","(16.0, 99999, 99990)","(26.0, 44.0, 30.0)","(18.0, 29.0, 24.666666666666664)"
