,Im Riddler,Colorado Banner Nz,Radiant Bay,Ryleeorielly,Classnsmart,Sunpatra,Miss Stefani,The Dark Night,Roll Em
11-01-2023 17:46:38.319756,"(91.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 136.66666666666669)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.9, 5.5)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.7, 3.5500000000000003)"
11-01-2023 17:46:39.602160,"(91.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 136.66666666666669)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.9, 5.5)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.7, 3.5500000000000003)"
11-01-2023 17:46:40.900485,"(91.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 136.66666666666669)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.9, 5.5)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.7, 3.5500000000000003)"
11-01-2023 17:46:42.100985,"(91.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 103.33333333333334)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.9, 5.5)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.7, 3.5500000000000003)"
11-01-2023 17:46:43.242473,"(91.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 103.33333333333334)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.9, 5.5)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.7, 3.5500000000000003)"
11-01-2023 17:46:44.379812,"(91.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 103.33333333333334)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.9, 4.859999999999999)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.7, 3.5500000000000003)"
11-01-2023 17:46:45.467161,"(91.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 103.33333333333334)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.9, 4.859999999999999)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.7, 3.5500000000000003)"
11-01-2023 17:46:46.616206,"(91.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 103.33333333333334)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.9, 4.859999999999999)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.7, 3.5500000000000003)"
11-01-2023 17:46:47.741167,"(91.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 103.33333333333334)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.9, 4.859999999999999)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.7, 3.5500000000000003)"
11-01-2023 17:46:48.864814,"(91.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 103.33333333333334)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.9, 4.859999999999999)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.7, 3.5500000000000003)"
11-01-2023 17:46:50.096506,"(91.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 103.33333333333334)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.9, 4.859999999999999)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.7, 3.5500000000000003)"
11-01-2023 17:46:51.219842,"(91.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 103.33333333333334)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.9, 4.859999999999999)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.7, 3.5500000000000003)"
11-01-2023 17:46:52.292541,"(91.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 103.33333333333334)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.9, 4.859999999999999)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.7, 3.5500000000000003)"
11-01-2023 17:46:53.380140,"(91.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 103.33333333333334)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.9, 4.859999999999999)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.7, 3.5300000000000002)"
11-01-2023 17:46:54.503629,"(91.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 103.33333333333334)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.9, 4.859999999999999)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.65, 3.5166666666666666)"
11-01-2023 17:46:55.630077,"(91.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 103.33333333333334)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.9, 4.859999999999999)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.65, 3.5166666666666666)"
11-01-2023 17:46:56.759251,"(91.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 103.33333333333334)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.9, 4.859999999999999)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.65, 3.5166666666666666)"
11-01-2023 17:46:57.818889,"(91.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 103.33333333333334)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.9, 4.859999999999999)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.65, 3.5166666666666666)"
11-01-2023 17:46:59.300008,"(91.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 103.33333333333334)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.9, 4.859999999999999)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.65, 3.5166666666666666)"
11-01-2023 17:47:00.722951,"(91.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 103.33333333333334)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.9, 4.859999999999999)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.65, 3.5166666666666666)"
11-01-2023 17:47:02.008496,"(91.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 103.33333333333334)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.9, 4.859999999999999)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.65, 3.5166666666666666)"
11-01-2023 17:47:03.246494,"(91.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 103.33333333333334)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.9, 4.739999999999999)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.65, 3.5166666666666666)"
11-01-2023 17:47:04.506722,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 136.66666666666669)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.3, 4.766666666666667)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.65, 3.5166666666666666)"
11-01-2023 17:47:05.652111,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 136.66666666666669)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.3, 4.7875)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.65, 3.5166666666666666)"
11-01-2023 17:47:06.865142,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 106.66666666666667)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.2, 4.7875)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.65, 3.5166666666666666)"
11-01-2023 17:47:08.078062,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 106.66666666666667)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.2, 4.65)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.65, 3.5166666666666666)"
11-01-2023 17:47:09.264563,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 106.66666666666667)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.2, 4.65)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.65, 3.5166666666666666)"
11-01-2023 17:47:10.397956,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 106.66666666666667)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.2, 4.65)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.65, 3.5166666666666666)"
11-01-2023 17:47:11.563664,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 106.66666666666667)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.2, 4.65)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.65, 3.5166666666666666)"
11-01-2023 17:47:12.701696,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 106.66666666666667)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.2, 4.65)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.65, 3.5166666666666666)"
11-01-2023 17:47:13.860737,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 106.66666666666667)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.2, 4.65)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.65, 3.5166666666666666)"
11-01-2023 17:47:15.020896,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 106.66666666666667)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.2, 4.65)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.65, 3.5166666666666666)"
11-01-2023 17:47:16.225937,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 106.66666666666667)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.2, 4.65)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.65, 3.5166666666666666)"
11-01-2023 17:47:17.449949,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 106.66666666666667)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.2, 4.65)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.65, 3.5166666666666666)"
11-01-2023 17:47:18.618845,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 106.66666666666667)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.2, 4.65)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.65, 3.5166666666666666)"
11-01-2023 17:47:19.766155,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 106.66666666666667)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.2, 4.65)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.65, 3.5166666666666666)"
11-01-2023 17:47:20.850754,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 106.66666666666667)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.2, 4.65)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.65, 3.5166666666666666)"
11-01-2023 17:47:21.994028,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 106.66666666666667)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.2, 4.65)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.65, 3.5166666666666666)"
11-01-2023 17:47:23.123644,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 106.66666666666667)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.2, 4.7875)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.65, 3.5166666666666666)"
11-01-2023 17:47:24.263339,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 106.66666666666667)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.2, 4.7875)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.6, 3.5166666666666666)"
11-01-2023 17:47:25.500747,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 106.66666666666667)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.2, 4.375)","(8.0, 10.5, 9.257142857142856)","(31.0, 80.0, 44.0)","(3.2, 3.6, 3.5166666666666666)"
11-01-2023 17:47:26.674802,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 106.66666666666667)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.2, 4.375)","(8.0, 10.5, 8.625)","(31.0, 80.0, 44.0)","(3.2, 3.6, 3.5375)"
11-01-2023 17:47:27.978361,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 106.66666666666667)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.2, 4.375)","(8.0, 10.5, 9.136363636363637)","(31.0, 80.0, 44.0)","(3.2, 3.6, 3.5375)"
11-01-2023 17:47:29.316635,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 106.66666666666667)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.2, 4.375)","(8.0, 10.5, 9.428571428571429)","(31.0, 80.0, 44.0)","(3.2, 3.6, 3.5375)"
11-01-2023 17:47:30.605904,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 106.66666666666667)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.2, 4.571428571428571)","(8.0, 10.5, 9.428571428571429)","(31.0, 80.0, 44.0)","(3.2, 3.6, 3.5375)"
11-01-2023 17:47:31.933445,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 106.66666666666667)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.2, 4.571428571428571)","(8.0, 10.5, 9.428571428571429)","(31.0, 80.0, 44.0)","(3.2, 3.6, 3.5375)"
11-01-2023 17:47:33.452248,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 106.66666666666667)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.2, 4.571428571428571)","(8.0, 10.5, 9.428571428571429)","(31.0, 80.0, 44.0)","(3.2, 3.6, 3.5375)"
11-01-2023 17:47:34.700171,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 106.66666666666667)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.2, 4.571428571428571)","(8.0, 10.5, 9.428571428571429)","(31.0, 80.0, 44.0)","(3.2, 3.6, 3.5375)"
11-01-2023 17:47:36.058362,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 106.66666666666667)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.2, 4.9411764705882355)","(8.0, 10.5, 9.428571428571429)","(31.0, 80.0, 44.0)","(3.2, 3.6, 3.5375)"
11-01-2023 17:47:37.415639,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 106.66666666666667)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.2, 4.9411764705882355)","(8.0, 10.5, 9.428571428571429)","(31.0, 80.0, 44.0)","(3.2, 3.6, 3.5375)"
11-01-2023 17:47:38.659404,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 106.66666666666667)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.2, 4.836363636363637)","(8.0, 10.5, 9.428571428571429)","(31.0, 80.0, 44.0)","(3.2, 3.6, 3.5375)"
11-01-2023 17:47:39.930051,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 106.66666666666667)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.2, 4.914285714285715)","(8.0, 10.5, 9.428571428571429)","(31.0, 80.0, 44.0)","(3.2, 3.6, 3.5375)"
11-01-2023 17:47:41.132000,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 106.66666666666667)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.2, 4.914285714285715)","(8.0, 10.5, 9.428571428571429)","(31.0, 80.0, 44.0)","(3.2, 3.6, 3.5375)"
11-01-2023 17:47:42.291253,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 106.66666666666667)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.2, 4.914285714285715)","(8.0, 10.5, 9.428571428571429)","(31.0, 80.0, 44.0)","(3.2, 3.6, 3.5375)"
11-01-2023 17:47:43.510158,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 106.66666666666667)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.2, 4.914285714285715)","(8.0, 10.5, 9.428571428571429)","(31.0, 80.0, 44.0)","(3.2, 3.6, 3.5375)"
11-01-2023 17:47:44.656513,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 106.66666666666667)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.2, 4.914285714285715)","(8.0, 10.5, 9.428571428571429)","(31.0, 80.0, 44.0)","(3.2, 3.6, 3.5375)"
11-01-2023 17:47:45.882470,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 103.33333333333334)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.2, 4.964705882352941)","(8.0, 10.5, 9.4)","(31.0, 80.0, 44.0)","(3.2, 3.6, 3.5375)"
11-01-2023 17:47:47.011414,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 103.33333333333334)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.2, 4.964705882352941)","(8.0, 10.0, 8.727272727272727)","(31.0, 80.0, 44.0)","(3.2, 3.6, 3.5375)"
11-01-2023 17:47:48.291013,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 136.66666666666669)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.2, 4.964705882352941)","(8.0, 10.0, 8.25)","(31.0, 80.0, 44.0)","(3.2, 3.6, 3.5375)"
11-01-2023 17:47:49.467967,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 136.66666666666669)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.2, 4.964705882352941)","(8.0, 10.0, 8.25)","(31.0, 80.0, 44.0)","(3.2, 3.6, 3.5375)"
11-01-2023 17:47:50.590050,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 136.66666666666669)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.2, 4.964705882352941)","(8.0, 10.0, 8.25)","(31.0, 80.0, 44.0)","(3.2, 3.6, 3.5375)"
11-01-2023 17:47:51.752246,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 136.66666666666669)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.2, 4.964705882352941)","(8.0, 10.0, 8.25)","(31.0, 80.0, 44.0)","(3.2, 3.6, 3.5375)"
11-01-2023 17:47:52.960835,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 136.66666666666669)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.2, 4.685714285714286)","(8.0, 10.0, 8.25)","(31.0, 80.0, 44.0)","(3.2, 3.6, 3.5375)"
11-01-2023 17:47:54.262107,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 136.66666666666669)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.2, 4.699999999999999)","(8.0, 10.0, 8.25)","(31.0, 80.0, 44.0)","(3.2, 3.6, 3.5375)"
11-01-2023 17:47:55.509897,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 136.66666666666669)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.1, 4.699999999999999)","(8.0, 10.0, 8.25)","(31.0, 80.0, 44.0)","(3.2, 3.6, 3.5375)"
11-01-2023 17:47:56.939630,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 136.66666666666669)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.1, 4.699999999999999)","(8.0, 10.0, 8.25)","(31.0, 80.0, 44.0)","(3.2, 3.6, 3.5375)"
11-01-2023 17:47:58.099192,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 136.66666666666669)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.1, 4.699999999999999)","(8.0, 10.0, 8.25)","(31.0, 80.0, 44.0)","(3.2, 3.6, 3.5375)"
11-01-2023 17:47:59.306004,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 103.33333333333334)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.1, 4.699999999999999)","(8.0, 10.0, 8.25)","(31.0, 80.0, 44.0)","(3.2, 3.6, 3.5375)"
11-01-2023 17:48:00.544660,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 103.33333333333334)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.1, 4.699999999999999)","(8.0, 10.0, 8.25)","(31.0, 80.0, 44.0)","(3.2, 3.6, 3.5375)"
11-01-2023 17:48:01.794667,"(101.0, 190.0, 163.75)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 103.33333333333334)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.1, 4.699999999999999)","(8.0, 10.0, 8.25)","(31.0, 80.0, 44.0)","(3.2, 3.6, 3.5375)"
11-01-2023 17:48:03.014402,"(101.0, 190.0, 120.0)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 103.33333333333334)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.1, 4.699999999999999)","(8.0, 10.0, 8.25)","(31.0, 80.0, 44.0)","(3.2, 3.6, 3.5375)"
11-01-2023 17:48:04.189533,"(101.0, 190.0, 120.0)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 103.33333333333334)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.1, 4.699999999999999)","(8.0, 10.0, 8.25)","(31.0, 80.0, 44.0)","(3.2, 3.6, 3.5375)"
11-01-2023 17:48:05.377584,"(101.0, 190.0, 120.0)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 103.33333333333334)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.1, 4.699999999999999)","(8.0, 10.0, 8.25)","(31.0, 80.0, 44.0)","(3.2, 3.6, 3.5375)"
11-01-2023 17:48:06.535412,"(101.0, 190.0, 120.0)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 103.33333333333334)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.1, 4.699999999999999)","(8.0, 10.0, 8.25)","(31.0, 80.0, 44.0)","(3.2, 3.6, 3.5375)"
11-01-2023 17:48:07.808010,"(101.0, 190.0, 120.0)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 103.33333333333334)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.1, 4.770588235294118)","(8.0, 10.0, 8.25)","(31.0, 80.0, 44.0)","(3.2, 3.6, 3.5375)"
11-01-2023 17:48:08.993628,"(101.0, 190.0, 120.0)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 103.33333333333334)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.1, 4.770588235294118)","(8.0, 10.0, 8.25)","(31.0, 80.0, 44.0)","(3.2, 3.6, 3.5375)"
11-01-2023 17:48:10.163694,"(101.0, 190.0, 120.0)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 103.33333333333334)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.1, 4.770588235294118)","(8.0, 10.0, 8.25)","(31.0, 80.0, 44.0)","(3.2, 3.6, 3.5375)"
11-01-2023 17:48:11.416335,"(101.0, 190.0, 120.0)","(2.0, 99999, 99990)","(21.0, 38.0, 25.0)","(61.0, 170.0, 103.33333333333334)","(81.0, 200.0, 98.66666666666666)","(4.0, 5.1, 4.770588235294118)","(8.0, 10.0, 8.25)","(31.0, 80.0, 44.0)","(3.2, 3.6, 3.5375)"
