,Royal Apollo,Oscar Bravo,Calculating Dancer,Tallaras Shadow,Lester,Imagoldcloud,Sugoi Alto,Miyagi Boy
07-12-2022 21:04:48.355343,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.28, 2.08)"
07-12-2022 21:04:49.604816,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.28, 2.08)"
07-12-2022 21:04:50.849523,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.28, 2.08)"
07-12-2022 21:04:52.076290,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.28, 2.08)"
07-12-2022 21:04:53.520982,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.28, 2.08)"
07-12-2022 21:04:54.990143,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.28, 2.08)"
07-12-2022 21:04:56.378629,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.28, 2.08)"
07-12-2022 21:04:57.733894,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.28, 2.08)"
07-12-2022 21:04:59.036647,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.28, 2.08)"
07-12-2022 21:05:00.457510,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 34.0)","(31.0, 42.0, 37.0)","(1.65, 2.28, 2.08)"
07-12-2022 21:05:01.799629,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.485714285714286)","(26.0, 42.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.28, 2.08)"
07-12-2022 21:05:03.130563,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.485714285714286)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.28, 2.08)"
07-12-2022 21:05:04.475954,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.485714285714286)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.28, 2.08)"
07-12-2022 21:05:05.784275,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.485714285714286)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.28, 2.08)"
07-12-2022 21:05:07.022048,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.28, 2.08)"
07-12-2022 21:05:08.313648,"(14.0, 18.5, 16.1)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.28, 2.08)"
07-12-2022 21:05:09.545359,"(14.0, 18.5, 16.1)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.485714285714286)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.28, 1.9849999999999999)"
07-12-2022 21:05:10.893639,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.485714285714286)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.26, 1.9849999999999999)"
07-12-2022 21:05:12.391350,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.26, 2.2375)"
07-12-2022 21:05:13.736901,"(14.0, 18.5, 16.1)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.34, 2.097142857142857)"
07-12-2022 21:05:15.059671,"(14.0, 18.5, 16.1)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 2.097142857142857)"
07-12-2022 21:05:16.406355,"(14.0, 18.5, 16.1)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.485714285714286)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 2.097142857142857)"
07-12-2022 21:05:17.746338,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.7)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 2.097142857142857)"
07-12-2022 21:05:19.016767,"(14.0, 18.5, 17.583333333333332)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.485714285714286)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 2.097142857142857)"
07-12-2022 21:05:20.352002,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.485714285714286)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 2.097142857142857)"
07-12-2022 21:05:21.638083,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 2.097142857142857)"
07-12-2022 21:05:23.006246,"(14.0, 18.5, 16.1)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.485714285714286)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 1.9916666666666667)"
07-12-2022 21:05:24.363189,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.485714285714286)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.3, 1.9916666666666667)"
07-12-2022 21:05:25.747666,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.485714285714286)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.3, 1.9916666666666667)"
07-12-2022 21:05:27.145955,"(14.0, 18.5, 16.1)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.3, 2.08)"
07-12-2022 21:05:28.471036,"(14.0, 18.5, 16.1)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.485714285714286)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.28, 1.9849999999999999)"
07-12-2022 21:05:29.776392,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.485714285714286)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.26, 1.9849999999999999)"
07-12-2022 21:05:31.035617,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.7)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.26, 1.9849999999999999)"
07-12-2022 21:05:32.251376,"(14.0, 18.5, 17.583333333333332)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.485714285714286)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.26, 2.08)"
07-12-2022 21:05:33.422473,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.28, 2.08)"
07-12-2022 21:05:34.545853,"(14.0, 18.5, 16.1)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.28, 1.9849999999999999)"
07-12-2022 21:05:35.772120,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.485714285714286)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.26, 1.9849999999999999)"
07-12-2022 21:05:37.301984,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.485714285714286)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.26, 1.9849999999999999)"
07-12-2022 21:05:38.653803,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.485714285714286)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.26, 2.0628571428571427)"
07-12-2022 21:05:40.184130,"(14.0, 18.5, 16.3)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.24, 2.0628571428571427)"
07-12-2022 21:05:41.522118,"(14.0, 18.5, 16.1)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.485714285714286)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.24, 1.9783333333333333)"
07-12-2022 21:05:42.877671,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.485714285714286)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.22, 1.9783333333333333)"
07-12-2022 21:05:44.326641,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.485714285714286)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.22, 1.9783333333333333)"
07-12-2022 21:05:45.631397,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.22, 2.0628571428571427)"
07-12-2022 21:05:46.818276,"(14.0, 18.5, 16.1)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.485714285714286)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.24, 1.9783333333333333)"
07-12-2022 21:05:48.297012,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.485714285714286)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.22, 1.9783333333333333)"
07-12-2022 21:05:49.643554,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.485714285714286)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.22, 2.045714285714286)"
07-12-2022 21:05:51.007911,"(14.0, 18.5, 16.3)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.2, 2.045714285714286)"
07-12-2022 21:05:52.455254,"(14.0, 18.5, 16.1)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.2, 2.045714285714286)"
07-12-2022 21:05:53.844537,"(14.0, 18.5, 16.1)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.485714285714286)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.2, 1.9716666666666667)"
07-12-2022 21:05:55.159804,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.485714285714286)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.18, 1.9716666666666667)"
07-12-2022 21:05:56.485692,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.485714285714286)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.18, 2.045714285714286)"
07-12-2022 21:05:57.993376,"(14.0, 18.5, 16.1)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.2, 1.9716666666666667)"
07-12-2022 21:05:59.281625,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.18, 2.0285714285714285)"
07-12-2022 21:06:00.895093,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.16, 2.0285714285714285)"
07-12-2022 21:06:02.383999,"(14.0, 18.5, 16.1)","(5.0, 7.6, 6.828571428571428)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.16, 2.0285714285714285)"
07-12-2022 21:06:03.835526,"(14.0, 18.5, 16.1)","(5.0, 7.6, 7.184615384615384)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.14, 1.9649999999999999)"
07-12-2022 21:06:05.763698,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 7.184615384615384)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.14, 1.9649999999999999)"
07-12-2022 21:06:07.282020,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 7.184615384615384)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.14, 2.0285714285714285)"
07-12-2022 21:06:08.684586,"(14.0, 18.5, 16.1)","(5.0, 7.6, 7.184615384615384)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.16, 1.9649999999999999)"
07-12-2022 21:06:10.008078,"(14.0, 18.5, 16.1)","(5.0, 7.6, 7.184615384615384)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.14, 2.0114285714285716)"
07-12-2022 21:06:11.372756,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 7.184615384615384)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.12, 2.0114285714285716)"
07-12-2022 21:06:12.721748,"(14.0, 18.5, 17.583333333333332)","(5.0, 7.6, 7.184615384615384)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.12, 1.9583333333333333)"
07-12-2022 21:06:14.084949,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 7.184615384615384)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.1, 1.9583333333333333)"
07-12-2022 21:06:15.412687,"(14.0, 18.5, 16.1)","(5.0, 7.6, 7.184615384615384)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.1, 1.9583333333333333)"
07-12-2022 21:06:16.846117,"(14.0, 18.5, 16.785714285714285)","(5.0, 7.6, 7.184615384615384)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.1, 2.0114285714285716)"
07-12-2022 21:06:18.171473,"(14.0, 18.5, 17.583333333333332)","(5.0, 7.6, 7.184615384615384)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.12, 1.9583333333333333)"
07-12-2022 21:06:19.527236,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 7.184615384615384)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.1, 1.9583333333333333)"
07-12-2022 21:06:21.135240,"(14.0, 18.5, 16.1)","(5.0, 7.6, 7.184615384615384)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.34, 2.2375)"
07-12-2022 21:06:22.446348,"(14.0, 18.5, 16.1)","(5.0, 7.6, 7.184615384615384)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.34, 2.097142857142857)"
07-12-2022 21:06:23.810226,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 7.184615384615384)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.3, 1.9916666666666667)"
07-12-2022 21:06:25.170126,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 7.184615384615384)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.3, 1.9916666666666667)"
07-12-2022 21:06:26.489037,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 7.184615384615384)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.3, 2.097142857142857)"
07-12-2022 21:06:27.698617,"(14.0, 18.5, 16.1)","(5.0, 7.6, 7.184615384615384)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 2.097142857142857)"
07-12-2022 21:06:28.879779,"(14.0, 18.5, 16.1)","(5.0, 7.6, 7.184615384615384)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 2.097142857142857)"
07-12-2022 21:06:30.124229,"(14.0, 18.5, 16.1)","(5.0, 7.6, 7.184615384615384)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.32, 1.9916666666666667)"
07-12-2022 21:06:31.361582,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 7.184615384615384)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.3, 2.08)"
07-12-2022 21:06:32.647325,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 7.184615384615384)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.28, 2.08)"
07-12-2022 21:06:33.882956,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 7.184615384615384)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.28, 2.08)"
07-12-2022 21:06:35.129466,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 7.184615384615384)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.28, 2.08)"
07-12-2022 21:06:36.547085,"(14.0, 18.5, 16.1)","(5.0, 7.6, 7.184615384615384)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.28, 2.08)"
07-12-2022 21:06:37.763891,"(14.0, 18.5, 16.1)","(5.0, 7.6, 7.184615384615384)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.28, 1.9849999999999999)"
07-12-2022 21:06:39.008601,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 7.184615384615384)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.26, 1.9849999999999999)"
07-12-2022 21:06:40.137685,"(14.0, 18.5, 17.583333333333332)","(5.0, 7.6, 7.184615384615384)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.26, 2.08)"
07-12-2022 21:06:41.274768,"(14.0, 18.5, 16.928571428571427)","(5.0, 7.6, 7.184615384615384)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.28, 1.9849999999999999)"
07-12-2022 21:06:42.478544,"(14.0, 18.5, 16.1)","(5.0, 7.6, 7.184615384615384)","(12.0, 21.0, 18.4)","(15.0, 19.0, 15.333333333333334)","(5.5, 9.0, 8.0)","(26.0, 36.0, 31.0)","(31.0, 42.0, 37.0)","(1.65, 2.26, 1.96)"
