,Maralago,Burnt By Bernie,Gotta Fly,More Mischief,Ocean Honour,Pierro Warrior,State Of America,Step Aside,Lover Girl,Poetic Drama,Chouilly
04-01-2023 13:33:31.723462,"(41.0, 75.0, 68.33333333333333)","(4.4, 5.6, 5.524528301886792)","(26.0, 38.0, 36.8235294117647)","(41.0, 65.0, 54.5)","(8.5, 9.6, 9.579874213836478)","(61.0, 80.0, 76.52173913043478)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.46, 2.440854700854701)","(101.0, 730.0, 714.4117647058823)","(5.5, 8.4, 7.28)","(10.0, 15.0, 14.875)"
04-01-2023 13:33:32.939861,"(41.0, 75.0, 68.33333333333333)","(4.4, 5.7, 5.675609756097561)","(26.0, 38.0, 33.55555555555556)","(41.0, 65.0, 54.5)","(8.5, 9.6, 9.579874213836478)","(61.0, 80.0, 75.65217391304347)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.46, 2.440854700854701)","(101.0, 730.0, 714.4117647058823)","(5.5, 8.4, 7.28)","(10.0, 15.0, 14.875)"
04-01-2023 13:33:34.184815,"(41.0, 75.0, 61.5)","(4.4, 5.7, 5.678260869565218)","(26.0, 38.0, 33.55555555555556)","(41.0, 65.0, 54.5)","(8.5, 9.6, 9.579874213836478)","(61.0, 80.0, 75.65217391304347)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.46, 2.440854700854701)","(101.0, 730.0, 714.4117647058823)","(5.5, 8.4, 7.28)","(10.0, 15.0, 14.875)"
04-01-2023 13:33:35.508479,"(41.0, 75.0, 61.5)","(4.4, 5.7, 5.678260869565218)","(26.0, 38.0, 33.55555555555556)","(41.0, 65.0, 54.5)","(8.5, 9.6, 9.579874213836478)","(61.0, 80.0, 73.0952380952381)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.46, 2.440854700854701)","(101.0, 730.0, 690.2857142857142)","(5.5, 8.4, 7.28)","(10.0, 15.0, 14.976744186046512)"
04-01-2023 13:33:36.875624,"(41.0, 75.0, 61.5)","(4.4, 5.7, 5.678260869565218)","(26.0, 38.0, 33.55555555555556)","(41.0, 65.0, 54.5)","(8.5, 9.6, 9.579874213836478)","(61.0, 75.0, 70.83333333333333)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.46, 2.440854700854701)","(101.0, 720.0, 690.2857142857142)","(5.5, 8.4, 7.28)","(10.0, 16.0, 15.05)"
04-01-2023 13:33:38.192940,"(41.0, 75.0, 61.5)","(4.4, 5.7, 5.678260869565218)","(26.0, 38.0, 33.55555555555556)","(41.0, 65.0, 54.5)","(8.5, 9.6, 9.579874213836478)","(61.0, 75.0, 70.83333333333333)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.46, 2.440854700854701)","(101.0, 720.0, 690.2857142857142)","(5.5, 8.4, 7.28)","(10.0, 16.0, 15.05)"
04-01-2023 13:33:39.521323,"(41.0, 75.0, 61.5)","(4.4, 5.7, 5.678260869565218)","(26.0, 38.0, 33.55555555555556)","(41.0, 65.0, 54.5)","(8.5, 9.6, 9.579874213836478)","(61.0, 75.0, 70.83333333333333)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.46, 2.440854700854701)","(101.0, 720.0, 690.2857142857142)","(5.5, 8.4, 7.28)","(10.0, 16.0, 15.05)"
04-01-2023 13:33:40.829522,"(41.0, 75.0, 60.5)","(4.4, 5.7, 5.678260869565218)","(26.0, 38.0, 33.55555555555556)","(41.0, 65.0, 54.5)","(8.5, 9.6, 9.579874213836478)","(61.0, 75.0, 70.83333333333333)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.46, 2.440854700854701)","(101.0, 720.0, 690.2857142857142)","(5.5, 8.4, 7.28)","(10.0, 16.0, 15.05)"
04-01-2023 13:33:42.133654,"(41.0, 75.0, 60.5)","(4.4, 5.7, 5.675609756097561)","(26.0, 38.0, 33.55555555555556)","(41.0, 65.0, 54.5)","(8.5, 9.6, 9.579874213836478)","(61.0, 75.0, 70.83333333333333)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.46, 2.440854700854701)","(101.0, 720.0, 690.2857142857142)","(5.5, 8.4, 7.28)","(10.0, 16.0, 15.05)"
04-01-2023 13:33:43.444870,"(41.0, 75.0, 60.5)","(4.4, 5.7, 5.675609756097561)","(26.0, 38.0, 35.14285714285714)","(41.0, 65.0, 54.5)","(8.5, 9.6, 9.579874213836478)","(61.0, 75.0, 70.83333333333333)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.46, 2.42)","(101.0, 720.0, 690.2857142857142)","(5.5, 8.4, 7.28)","(10.0, 16.0, 14.704545454545455)"
04-01-2023 13:33:44.800429,"(41.0, 75.0, 60.5)","(4.4, 5.7, 5.675609756097561)","(26.0, 38.0, 35.77777777777778)","(41.0, 65.0, 54.5)","(8.5, 9.6, 9.579874213836478)","(61.0, 75.0, 70.83333333333333)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.46, 2.412)","(101.0, 720.0, 690.2857142857142)","(5.5, 8.4, 7.28)","(10.0, 16.0, 14.704545454545455)"
04-01-2023 13:33:46.065042,"(41.0, 75.0, 60.5)","(4.4, 5.7, 5.6722222222222225)","(26.0, 38.0, 35.77777777777778)","(41.0, 65.0, 52.0)","(8.5, 9.6, 9.579874213836478)","(61.0, 75.0, 70.83333333333333)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.46, 2.4502702702702703)","(101.0, 720.0, 690.2857142857142)","(5.5, 8.4, 7.28)","(10.0, 16.0, 14.704545454545455)"
04-01-2023 13:33:47.313120,"(41.0, 75.0, 60.5)","(4.4, 5.7, 5.6722222222222225)","(26.0, 38.0, 35.77777777777778)","(41.0, 60.0, 52.0)","(8.5, 9.6, 9.579874213836478)","(61.0, 75.0, 70.83333333333333)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.5, 2.448)","(101.0, 720.0, 714.4117647058823)","(5.5, 8.4, 7.28)","(10.0, 16.0, 14.704545454545455)"
04-01-2023 13:33:48.574028,"(41.0, 75.0, 60.5)","(4.4, 5.7, 5.658974358974359)","(26.0, 38.0, 37.25)","(41.0, 60.0, 52.0)","(8.5, 9.6, 9.579874213836478)","(61.0, 75.0, 70.83333333333333)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.5, 2.448)","(101.0, 730.0, 714.4117647058823)","(5.5, 8.4, 7.28)","(10.0, 16.0, 14.704545454545455)"
04-01-2023 13:33:49.872742,"(41.0, 75.0, 60.5)","(4.4, 5.7, 5.658974358974359)","(26.0, 38.0, 37.25)","(41.0, 60.0, 52.0)","(8.5, 9.6, 9.579874213836478)","(61.0, 75.0, 70.83333333333333)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.5, 2.4568421052631577)","(101.0, 730.0, 714.4117647058823)","(5.5, 8.4, 7.28)","(10.0, 16.0, 14.704545454545455)"
04-01-2023 13:33:51.244999,"(41.0, 75.0, 60.5)","(4.4, 5.7, 5.655555555555556)","(26.0, 38.0, 36.76923076923077)","(41.0, 60.0, 52.0)","(8.5, 9.6, 9.579874213836478)","(61.0, 75.0, 70.83333333333333)","(51.0, 70.0, 65.38461538461539)","(2.05, 2.52, 2.453333333333333)","(101.0, 730.0, 714.4117647058823)","(5.5, 8.4, 7.28)","(10.0, 16.0, 14.704545454545455)"
04-01-2023 13:33:52.566571,"(41.0, 75.0, 60.5)","(4.4, 5.7, 5.58)","(26.0, 38.0, 36.76923076923077)","(41.0, 60.0, 52.0)","(8.5, 9.6, 9.579874213836478)","(61.0, 75.0, 70.83333333333333)","(51.0, 70.0, 65.38461538461539)","(2.05, 2.52, 2.466)","(101.0, 730.0, 714.4117647058823)","(5.5, 8.4, 7.28)","(10.0, 16.0, 14.704545454545455)"
04-01-2023 13:33:53.945545,"(41.0, 75.0, 60.5)","(4.4, 5.7, 5.58)","(26.0, 38.0, 36.76923076923077)","(41.0, 60.0, 52.0)","(8.5, 9.6, 9.579874213836478)","(61.0, 75.0, 70.83333333333333)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.52, 2.466)","(101.0, 730.0, 714.4117647058823)","(5.5, 8.4, 7.28)","(10.0, 16.0, 14.704545454545455)"
04-01-2023 13:33:55.205392,"(41.0, 75.0, 60.5)","(4.4, 5.7, 5.58)","(26.0, 38.0, 36.76923076923077)","(41.0, 60.0, 52.0)","(8.5, 9.6, 9.579874213836478)","(61.0, 75.0, 70.83333333333333)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.52, 2.4496774193548387)","(101.0, 730.0, 714.4117647058823)","(5.5, 8.4, 7.28)","(10.0, 16.0, 14.704545454545455)"
04-01-2023 13:33:56.423392,"(41.0, 75.0, 60.5)","(4.4, 5.7, 5.54)","(26.0, 38.0, 36.76923076923077)","(41.0, 60.0, 52.0)","(8.5, 9.6, 9.579874213836478)","(61.0, 75.0, 70.83333333333333)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.5, 2.4496774193548387)","(101.0, 730.0, 714.4117647058823)","(5.5, 8.4, 7.28)","(10.0, 16.0, 14.704545454545455)"
04-01-2023 13:33:57.698235,"(41.0, 75.0, 60.5)","(4.4, 5.7, 5.54)","(26.0, 38.0, 36.76923076923077)","(41.0, 60.0, 52.0)","(8.5, 9.6, 9.579874213836478)","(61.0, 75.0, 70.83333333333333)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.5, 2.4496774193548387)","(101.0, 730.0, 714.4117647058823)","(5.5, 8.4, 7.28)","(10.0, 16.0, 14.704545454545455)"
04-01-2023 13:33:59.016584,"(41.0, 75.0, 60.5)","(4.4, 5.7, 5.433333333333334)","(26.0, 38.0, 36.76923076923077)","(41.0, 60.0, 52.0)","(8.5, 9.6, 9.579874213836478)","(61.0, 75.0, 70.83333333333333)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.5, 2.4517241379310346)","(101.0, 730.0, 714.4117647058823)","(5.5, 8.4, 7.28)","(10.0, 16.0, 14.704545454545455)"
04-01-2023 13:34:00.490533,"(41.0, 75.0, 60.5)","(4.4, 5.7, 5.433333333333334)","(26.0, 38.0, 36.76923076923077)","(41.0, 60.0, 52.0)","(8.5, 9.6, 9.579874213836478)","(61.0, 75.0, 70.83333333333333)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.5, 2.4517241379310346)","(101.0, 730.0, 714.4117647058823)","(5.5, 8.4, 7.28)","(10.0, 16.0, 14.704545454545455)"
04-01-2023 13:34:01.755067,"(41.0, 75.0, 60.5)","(4.4, 5.7, 5.433333333333334)","(26.0, 38.0, 36.76923076923077)","(41.0, 60.0, 52.0)","(8.5, 9.6, 9.579874213836478)","(61.0, 75.0, 70.83333333333333)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.5, 2.4496774193548387)","(101.0, 730.0, 714.4117647058823)","(5.5, 8.4, 7.28)","(10.0, 16.0, 14.704545454545455)"
04-01-2023 13:34:03.195080,"(41.0, 75.0, 71.375)","(4.4, 5.7, 5.433333333333334)","(26.0, 38.0, 36.76923076923077)","(41.0, 60.0, 52.0)","(8.5, 9.6, 9.579874213836478)","(61.0, 75.0, 70.83333333333333)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.5, 2.4496774193548387)","(101.0, 730.0, 714.4117647058823)","(5.5, 8.4, 7.28)","(10.0, 16.0, 14.704545454545455)"
04-01-2023 13:34:04.703386,"(41.0, 75.0, 71.375)","(4.4, 5.7, 5.433333333333334)","(26.0, 38.0, 36.76923076923077)","(41.0, 60.0, 52.0)","(8.5, 9.6, 9.579874213836478)","(61.0, 75.0, 70.83333333333333)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.5, 2.4496774193548387)","(101.0, 730.0, 690.2857142857142)","(5.5, 8.4, 7.28)","(10.0, 16.0, 15.173913043478262)"
04-01-2023 13:34:06.058618,"(41.0, 75.0, 65.33333333333333)","(4.4, 5.7, 5.38)","(26.0, 38.0, 36.883720930232556)","(41.0, 60.0, 52.0)","(8.5, 9.6, 9.579874213836478)","(61.0, 75.0, 70.83333333333333)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.5, 2.4816470588235293)","(101.0, 720.0, 680.8571428571429)","(5.5, 8.4, 7.28)","(10.0, 16.0, 15.173913043478262)"
04-01-2023 13:34:07.407329,"(41.0, 75.0, 65.33333333333333)","(4.4, 5.7, 5.38)","(26.0, 38.0, 36.883720930232556)","(41.0, 60.0, 52.0)","(8.5, 9.6, 9.579874213836478)","(61.0, 75.0, 70.83333333333333)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.5, 2.4816470588235293)","(101.0, 710.0, 680.8571428571429)","(5.5, 8.4, 7.28)","(10.0, 16.0, 15.173913043478262)"
04-01-2023 13:34:08.810372,"(41.0, 75.0, 65.33333333333333)","(4.4, 5.7, 5.38)","(26.0, 38.0, 36.883720930232556)","(41.0, 60.0, 52.0)","(8.5, 9.6, 9.582122905027932)","(61.0, 75.0, 70.83333333333333)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.5, 2.4816470588235293)","(101.0, 710.0, 680.8571428571429)","(5.5, 8.4, 7.28)","(10.0, 16.0, 15.173913043478262)"
04-01-2023 13:34:10.142499,"(41.0, 75.0, 65.33333333333333)","(4.4, 5.7, 5.4714285714285715)","(26.0, 38.0, 36.883720930232556)","(41.0, 60.0, 52.0)","(8.5, 9.6, 9.582122905027932)","(61.0, 75.0, 70.83333333333333)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.5, 2.4816470588235293)","(101.0, 710.0, 680.8571428571429)","(5.5, 8.4, 7.28)","(10.0, 16.0, 15.173913043478262)"
04-01-2023 13:34:11.481024,"(41.0, 75.0, 65.33333333333333)","(4.4, 5.7, 5.4714285714285715)","(26.0, 38.0, 36.883720930232556)","(41.0, 60.0, 52.0)","(8.5, 9.6, 9.582122905027932)","(61.0, 75.0, 70.83333333333333)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.5, 2.4816470588235293)","(101.0, 710.0, 680.8571428571429)","(5.5, 8.4, 7.28)","(10.0, 16.0, 15.173913043478262)"
04-01-2023 13:34:12.931758,"(41.0, 75.0, 65.33333333333333)","(4.4, 5.7, 5.366666666666667)","(26.0, 38.0, 36.883720930232556)","(41.0, 60.0, 52.0)","(8.5, 9.6, 9.491228070175438)","(61.0, 75.0, 70.83333333333333)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.5, 2.4859154929577465)","(101.0, 710.0, 680.8571428571429)","(5.5, 8.4, 7.28)","(10.0, 16.0, 15.173913043478262)"
04-01-2023 13:34:14.154199,"(41.0, 75.0, 65.33333333333333)","(4.4, 5.7, 5.333333333333334)","(26.0, 38.0, 36.883720930232556)","(41.0, 60.0, 52.0)","(8.5, 10.0, 9.491228070175438)","(61.0, 75.0, 70.83333333333333)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.5, 2.4845333333333333)","(101.0, 710.0, 680.8571428571429)","(5.5, 8.4, 7.28)","(10.0, 16.0, 15.173913043478262)"
04-01-2023 13:34:15.453892,"(41.0, 75.0, 65.33333333333333)","(4.4, 5.7, 5.333333333333334)","(26.0, 38.0, 36.883720930232556)","(41.0, 60.0, 52.0)","(8.5, 10.0, 9.491228070175438)","(61.0, 75.0, 70.83333333333333)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.5, 2.4845333333333333)","(101.0, 710.0, 680.8571428571429)","(5.5, 8.4, 7.28)","(10.0, 16.0, 15.173913043478262)"
04-01-2023 13:34:16.742780,"(41.0, 75.0, 65.33333333333333)","(4.4, 5.7, 5.333333333333334)","(26.0, 38.0, 36.883720930232556)","(41.0, 60.0, 52.0)","(8.5, 10.0, 9.49689440993789)","(61.0, 75.0, 70.83333333333333)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.5, 2.4845333333333333)","(101.0, 710.0, 680.8571428571429)","(5.5, 8.4, 7.28)","(10.0, 16.0, 15.173913043478262)"
04-01-2023 13:34:18.090042,"(41.0, 75.0, 65.33333333333333)","(4.4, 5.7, 5.333333333333334)","(26.0, 38.0, 36.883720930232556)","(41.0, 60.0, 52.0)","(8.5, 10.0, 9.49689440993789)","(61.0, 75.0, 73.0952380952381)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.5, 2.4845333333333333)","(101.0, 710.0, 680.8571428571429)","(5.5, 8.4, 7.28)","(10.0, 16.0, 15.173913043478262)"
04-01-2023 13:34:19.679148,"(41.0, 75.0, 65.33333333333333)","(4.4, 5.7, 5.333333333333334)","(26.0, 38.0, 36.883720930232556)","(41.0, 60.0, 52.0)","(8.5, 10.0, 9.49689440993789)","(61.0, 75.0, 73.0952380952381)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.5, 2.4845333333333333)","(101.0, 710.0, 680.8571428571429)","(5.5, 8.4, 7.28)","(10.0, 16.0, 15.173913043478262)"
04-01-2023 13:34:20.934879,"(41.0, 75.0, 65.33333333333333)","(4.4, 5.7, 5.333333333333334)","(26.0, 38.0, 36.883720930232556)","(41.0, 60.0, 52.0)","(8.5, 10.0, 9.49689440993789)","(61.0, 75.0, 73.0952380952381)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.5, 2.4859154929577465)","(101.0, 710.0, 680.8571428571429)","(5.5, 8.4, 7.28)","(10.0, 16.0, 15.173913043478262)"
04-01-2023 13:34:22.356967,"(41.0, 75.0, 65.33333333333333)","(4.4, 5.7, 5.333333333333334)","(26.0, 38.0, 36.883720930232556)","(41.0, 60.0, 52.0)","(8.5, 10.0, 9.49689440993789)","(61.0, 75.0, 73.0952380952381)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.5, 2.4859154929577465)","(101.0, 710.0, 680.8571428571429)","(5.5, 8.4, 7.28)","(10.0, 16.0, 15.173913043478262)"
04-01-2023 13:34:23.683034,"(41.0, 75.0, 65.33333333333333)","(4.4, 5.7, 5.333333333333334)","(26.0, 38.0, 36.883720930232556)","(41.0, 60.0, 52.0)","(8.5, 10.0, 9.49689440993789)","(61.0, 75.0, 73.0952380952381)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.5, 2.4859154929577465)","(101.0, 710.0, 680.8571428571429)","(5.5, 8.4, 7.28)","(10.0, 16.0, 15.173913043478262)"
04-01-2023 13:34:25.071634,"(41.0, 75.0, 72.36363636363636)","(4.4, 5.7, 5.333333333333334)","(26.0, 38.0, 36.883720930232556)","(41.0, 60.0, 52.0)","(8.5, 10.0, 9.49689440993789)","(61.0, 75.0, 73.0952380952381)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.5, 2.4393939393939394)","(101.0, 710.0, 680.8571428571429)","(5.5, 8.4, 7.28)","(10.0, 16.0, 15.173913043478262)"
04-01-2023 13:34:26.463709,"(41.0, 75.0, 70.16666666666666)","(4.4, 5.7, 5.345454545454546)","(26.0, 38.0, 36.883720930232556)","(41.0, 60.0, 52.0)","(8.5, 10.0, 9.49689440993789)","(61.0, 75.0, 73.0952380952381)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.5, 2.478181818181818)","(101.0, 710.0, 714.4117647058823)","(5.5, 8.4, 7.28)","(10.0, 16.0, 15.173913043478262)"
04-01-2023 13:34:27.779173,"(41.0, 75.0, 70.16666666666666)","(4.4, 5.6, 5.345454545454546)","(26.0, 38.0, 36.883720930232556)","(41.0, 60.0, 52.0)","(8.5, 10.0, 9.49689440993789)","(61.0, 75.0, 73.0952380952381)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.5, 2.478181818181818)","(101.0, 730.0, 714.4117647058823)","(5.5, 8.4, 7.28)","(10.0, 16.0, 15.173913043478262)"
04-01-2023 13:34:29.090075,"(41.0, 75.0, 70.16666666666666)","(4.4, 5.6, 5.345454545454546)","(26.0, 38.0, 36.883720930232556)","(41.0, 60.0, 52.0)","(8.5, 10.0, 9.49689440993789)","(61.0, 75.0, 73.0952380952381)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.5, 2.478181818181818)","(101.0, 730.0, 714.4117647058823)","(5.5, 8.4, 7.28)","(10.0, 16.0, 15.2)"
04-01-2023 13:34:30.376258,"(41.0, 75.0, 70.16666666666666)","(4.4, 5.6, 5.345454545454546)","(26.0, 38.0, 36.883720930232556)","(41.0, 60.0, 52.0)","(8.5, 10.0, 9.49689440993789)","(61.0, 75.0, 73.0952380952381)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.5, 2.478181818181818)","(101.0, 730.0, 714.4117647058823)","(5.5, 8.4, 7.28)","(10.0, 16.0, 15.2)"
04-01-2023 13:34:31.696487,"(41.0, 75.0, 70.16666666666666)","(4.4, 5.6, 5.345454545454546)","(26.0, 38.0, 36.883720930232556)","(41.0, 60.0, 52.0)","(8.5, 10.0, 9.49689440993789)","(61.0, 75.0, 73.0952380952381)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.5, 2.478181818181818)","(101.0, 730.0, 714.4117647058823)","(5.5, 8.4, 7.28)","(10.0, 16.0, 15.2)"
04-01-2023 13:34:33.086949,"(41.0, 75.0, 70.16666666666666)","(4.4, 5.6, 5.345454545454546)","(26.0, 38.0, 36.883720930232556)","(41.0, 60.0, 52.0)","(8.5, 10.0, 9.49689440993789)","(61.0, 75.0, 73.0952380952381)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.5, 2.478181818181818)","(101.0, 730.0, 714.4117647058823)","(5.5, 8.4, 7.28)","(10.0, 16.0, 15.2)"
04-01-2023 13:34:34.448069,"(41.0, 75.0, 70.16666666666666)","(4.4, 5.6, 5.209580838323354)","(26.0, 38.0, 37.03030303030303)","(41.0, 60.0, 52.0)","(8.5, 10.0, 9.49689440993789)","(61.0, 75.0, 72.5)","(51.0, 70.0, 66.66666666666667)","(2.05, 2.5, 2.478181818181818)","(101.0, 730.0, 714.4117647058823)","(5.5, 8.4, 7.466666666666667)","(10.0, 16.0, 15.2)"
04-01-2023 13:34:35.812433,"(41.0, 75.0, 73.07692307692308)","(4.4, 5.5, 5.109580838323353)","(26.0, 38.0, 37.03030303030303)","(41.0, 60.0, 52.0)","(8.5, 10.0, 9.49689440993789)","(61.0, 75.0, 72.5)","(51.0, 70.0, 66.66666666666667)","(2.05, 2.5, 2.478181818181818)","(101.0, 730.0, 714.4117647058823)","(5.5, 8.4, 7.938461538461539)","(10.0, 16.0, 15.2)"
04-01-2023 13:34:37.519821,"(41.0, 75.0, 73.07692307692308)","(4.4, 5.5, 5.073979591836735)","(26.0, 38.0, 37.03030303030303)","(41.0, 60.0, 52.0)","(8.5, 10.0, 9.49689440993789)","(61.0, 75.0, 79.23076923076923)","(51.0, 70.0, 66.66666666666667)","(2.05, 2.5, 2.478181818181818)","(101.0, 730.0, 714.4117647058823)","(5.5, 8.4, 7.938461538461539)","(10.0, 16.0, 15.2)"
04-01-2023 13:34:39.111353,"(41.0, 75.0, 73.07692307692308)","(4.4, 5.5, 5.109356725146198)","(26.0, 38.0, 37.03030303030303)","(41.0, 60.0, 52.0)","(8.5, 10.0, 9.49689440993789)","(61.0, 85.0, 79.23076923076923)","(51.0, 70.0, 66.66666666666667)","(2.05, 2.5, 2.478181818181818)","(101.0, 720.0, 690.2857142857142)","(5.5, 8.4, 7.938461538461539)","(10.0, 16.0, 15.2)"
04-01-2023 13:34:40.568954,"(41.0, 75.0, 73.07692307692308)","(4.4, 5.5, 5.109356725146198)","(26.0, 38.0, 37.03030303030303)","(41.0, 60.0, 52.0)","(8.5, 10.0, 9.49689440993789)","(61.0, 85.0, 79.23076923076923)","(51.0, 70.0, 66.66666666666667)","(2.05, 2.5, 2.478181818181818)","(101.0, 720.0, 690.2857142857142)","(5.5, 8.4, 7.938461538461539)","(10.0, 16.0, 15.2)"
04-01-2023 13:34:42.002368,"(41.0, 75.0, 73.07692307692308)","(4.4, 5.5, 5.109356725146198)","(26.0, 38.0, 37.03030303030303)","(41.0, 60.0, 52.0)","(8.5, 10.0, 9.49689440993789)","(61.0, 85.0, 79.23076923076923)","(51.0, 70.0, 66.66666666666667)","(2.05, 2.5, 2.478181818181818)","(101.0, 720.0, 690.2857142857142)","(5.5, 8.4, 7.938461538461539)","(10.0, 16.0, 15.2)"
04-01-2023 13:34:43.506665,"(41.0, 75.0, 73.07692307692308)","(4.4, 5.5, 5.109356725146198)","(26.0, 38.0, 37.03030303030303)","(41.0, 60.0, 52.0)","(8.5, 10.0, 9.49689440993789)","(61.0, 85.0, 79.23076923076923)","(51.0, 70.0, 66.66666666666667)","(2.05, 2.5, 2.478181818181818)","(101.0, 720.0, 690.2857142857142)","(5.5, 8.4, 7.938461538461539)","(10.0, 16.0, 15.2)"
04-01-2023 13:34:44.984342,"(41.0, 75.0, 73.07692307692308)","(4.4, 5.5, 5.122598870056497)","(26.0, 38.0, 37.03030303030303)","(41.0, 60.0, 52.0)","(8.5, 10.0, 9.49689440993789)","(61.0, 85.0, 79.23076923076923)","(51.0, 70.0, 66.66666666666667)","(2.05, 2.5, 2.478181818181818)","(101.0, 720.0, 690.2857142857142)","(5.5, 8.4, 7.938461538461539)","(10.0, 16.0, 15.2)"
04-01-2023 13:34:46.362285,"(41.0, 75.0, 73.07692307692308)","(4.4, 5.5, 5.122598870056497)","(26.0, 38.0, 37.03030303030303)","(41.0, 60.0, 52.0)","(8.5, 10.0, 9.49689440993789)","(61.0, 85.0, 75.38461538461539)","(51.0, 70.0, 66.66666666666667)","(2.05, 2.5, 2.478181818181818)","(101.0, 720.0, 690.2857142857142)","(5.5, 8.4, 7.938461538461539)","(10.0, 16.0, 15.2)"
04-01-2023 13:34:48.017968,"(41.0, 75.0, 73.07692307692308)","(4.4, 5.5, 5.122598870056497)","(26.0, 38.0, 37.03030303030303)","(41.0, 60.0, 52.0)","(8.5, 10.0, 9.49689440993789)","(61.0, 80.0, 75.38461538461539)","(51.0, 70.0, 66.66666666666667)","(2.05, 2.5, 2.478181818181818)","(101.0, 720.0, 690.2857142857142)","(5.5, 8.4, 7.938461538461539)","(10.0, 16.0, 15.2)"
04-01-2023 13:34:49.404218,"(41.0, 75.0, 73.07692307692308)","(4.4, 5.5, 5.122598870056497)","(26.0, 38.0, 37.03030303030303)","(41.0, 60.0, 52.0)","(8.5, 10.0, 9.49689440993789)","(61.0, 80.0, 75.38461538461539)","(51.0, 70.0, 66.66666666666667)","(2.05, 2.5, 2.478181818181818)","(101.0, 720.0, 690.2857142857142)","(5.5, 8.4, 7.938461538461539)","(10.0, 16.0, 15.2)"
04-01-2023 13:34:50.766253,"(41.0, 75.0, 73.07692307692308)","(4.4, 5.5, 5.122598870056497)","(26.0, 38.0, 37.03030303030303)","(41.0, 60.0, 52.0)","(8.5, 10.0, 9.49689440993789)","(61.0, 80.0, 75.38461538461539)","(51.0, 70.0, 66.66666666666667)","(2.05, 2.5, 2.478181818181818)","(101.0, 720.0, 690.2857142857142)","(5.5, 8.4, 7.8)","(10.0, 16.0, 15.2)"
04-01-2023 13:34:52.155334,"(41.0, 75.0, 73.07692307692308)","(4.4, 5.5, 5.122598870056497)","(26.0, 38.0, 37.03030303030303)","(41.0, 60.0, 52.0)","(8.5, 10.0, 9.49689440993789)","(61.0, 80.0, 75.38461538461539)","(51.0, 70.0, 66.66666666666667)","(2.05, 2.5, 2.478181818181818)","(101.0, 720.0, 690.2857142857142)","(5.5, 8.4, 7.8)","(10.0, 16.0, 15.2)"
04-01-2023 13:34:53.552738,"(41.0, 75.0, 73.07692307692308)","(4.4, 5.5, 5.122598870056497)","(26.0, 38.0, 37.03030303030303)","(41.0, 60.0, 52.0)","(8.5, 10.0, 9.49689440993789)","(61.0, 80.0, 75.38461538461539)","(51.0, 70.0, 66.66666666666667)","(2.05, 2.5, 2.478181818181818)","(101.0, 720.0, 690.2857142857142)","(5.5, 8.4, 7.866666666666666)","(10.0, 16.0, 15.2)"
