,Maralago,Burnt By Bernie,Gotta Fly,More Mischief,Ocean Honour,Pierro Warrior,State Of America,Step Aside,Lover Girl,Poetic Drama,Chouilly
04-01-2023 13:35:09.713926,"(41.0, 75.0, 65.0)","(4.4, 5.5, 5.122598870056497)","(26.0, 38.0, 37.03030303030303)","(41.0, 60.0, 52.0)","(8.5, 10.0, 9.505405405405405)","(51.0, 80.0, 72.5)","(51.0, 70.0, 66.66666666666667)","(2.05, 2.52, 2.4396428571428572)","(101.0, 730.0, 714.4117647058823)","(6.0, 8.2, 8.107692307692307)","(10.0, 16.0, 15.2)"
04-01-2023 13:35:11.273111,"(41.0, 75.0, 65.0)","(4.4, 5.5, 5.122598870056497)","(26.0, 38.0, 37.03030303030303)","(41.0, 60.0, 52.0)","(8.5, 10.0, 9.505405405405405)","(51.0, 80.0, 72.5)","(51.0, 70.0, 66.66666666666667)","(2.05, 2.52, 2.4396428571428572)","(101.0, 730.0, 714.4117647058823)","(6.0, 8.2, 8.107692307692307)","(10.0, 16.0, 15.2)"
04-01-2023 13:35:12.840799,"(41.0, 75.0, 65.0)","(4.4, 5.5, 5.122598870056497)","(26.0, 38.0, 37.03030303030303)","(41.0, 60.0, 52.0)","(8.5, 10.0, 9.505405405405405)","(51.0, 80.0, 72.5)","(51.0, 70.0, 66.66666666666667)","(2.05, 2.52, 2.4396428571428572)","(101.0, 730.0, 714.4117647058823)","(6.0, 8.2, 8.107692307692307)","(10.0, 16.0, 15.2)"
04-01-2023 13:35:14.371433,"(41.0, 75.0, 65.0)","(4.4, 5.5, 5.122598870056497)","(26.0, 38.0, 37.03030303030303)","(41.0, 60.0, 52.0)","(8.5, 10.0, 9.505405405405405)","(51.0, 80.0, 72.5)","(51.0, 70.0, 66.66666666666667)","(2.05, 2.52, 2.4396428571428572)","(101.0, 730.0, 714.4117647058823)","(6.0, 8.2, 8.107692307692307)","(10.0, 16.0, 15.2)"
04-01-2023 13:35:15.866519,"(41.0, 75.0, 65.0)","(4.4, 5.5, 5.122598870056497)","(26.0, 38.0, 37.03030303030303)","(41.0, 60.0, 52.0)","(8.5, 10.0, 9.505405405405405)","(51.0, 80.0, 72.5)","(51.0, 70.0, 66.66666666666667)","(2.05, 2.52, 2.4396428571428572)","(101.0, 730.0, 714.4117647058823)","(6.0, 8.2, 8.107692307692307)","(10.0, 16.0, 15.2)"
04-01-2023 13:35:17.525917,"(41.0, 75.0, 65.0)","(4.4, 5.5, 5.122598870056497)","(26.0, 38.0, 37.03030303030303)","(41.0, 60.0, 57.09090909090909)","(8.5, 10.0, 9.505405405405405)","(51.0, 80.0, 72.5)","(51.0, 70.0, 66.66666666666667)","(2.05, 2.52, 2.4396428571428572)","(101.0, 730.0, 714.4117647058823)","(6.0, 8.2, 8.107692307692307)","(10.0, 16.0, 15.2)"
04-01-2023 13:35:19.188272,"(41.0, 75.0, 71.0)","(4.4, 5.5, 5.122598870056497)","(26.0, 38.0, 37.03030303030303)","(41.0, 60.0, 57.09090909090909)","(8.5, 10.0, 9.693081761006288)","(51.0, 80.0, 72.5)","(51.0, 70.0, 66.66666666666667)","(2.05, 2.52, 2.4628571428571426)","(101.0, 730.0, 691.1111111111111)","(6.0, 8.2, 8.107692307692307)","(10.0, 16.0, 15.2)"
04-01-2023 13:35:20.874748,"(41.0, 75.0, 71.0)","(4.4, 5.5, 5.109356725146198)","(26.0, 38.0, 37.03030303030303)","(41.0, 60.0, 57.09090909090909)","(8.5, 10.0, 9.695483870967742)","(51.0, 80.0, 72.5)","(51.0, 70.0, 66.66666666666667)","(2.05, 2.52, 2.4628571428571426)","(101.0, 720.0, 681.6666666666666)","(6.0, 8.2, 8.107692307692307)","(10.0, 16.0, 15.2)"
04-01-2023 13:35:22.689196,"(41.0, 75.0, 73.0)","(4.4, 5.5, 5.407692307692308)","(26.0, 38.0, 35.86666666666667)","(41.0, 60.0, 57.09090909090909)","(8.5, 10.0, 9.695483870967742)","(51.0, 80.0, 74.0)","(51.0, 70.0, 67.11538461538461)","(2.05, 2.52, 2.4628571428571426)","(101.0, 710.0, 681.6666666666666)","(6.0, 8.2, 8.107692307692307)","(10.0, 16.0, 15.2)"
04-01-2023 13:35:24.517498,"(41.0, 75.0, 73.0)","(4.2, 5.5, 5.4653846153846155)","(26.0, 38.0, 35.86666666666667)","(41.0, 60.0, 57.09090909090909)","(8.5, 10.0, 9.695483870967742)","(51.0, 80.0, 74.0)","(51.0, 70.0, 65.86206896551724)","(2.05, 2.52, 2.4628571428571426)","(101.0, 710.0, 681.6666666666666)","(6.0, 8.2, 8.107692307692307)","(10.0, 16.0, 15.2)"
04-01-2023 13:35:26.088695,"(41.0, 75.0, 73.0)","(4.2, 5.5, 5.4653846153846155)","(26.0, 38.0, 36.333333333333336)","(41.0, 60.0, 57.09090909090909)","(8.5, 10.0, 9.695483870967742)","(51.0, 80.0, 74.0)","(51.0, 70.0, 65.86206896551724)","(2.05, 2.52, 2.4628571428571426)","(101.0, 710.0, 681.6666666666666)","(6.0, 8.2, 8.107692307692307)","(10.0, 16.0, 15.2)"
04-01-2023 13:35:27.634016,"(41.0, 75.0, 72.5)","(4.2, 5.5, 5.455)","(26.0, 38.0, 36.333333333333336)","(41.0, 60.0, 57.09090909090909)","(8.5, 10.0, 9.695483870967742)","(51.0, 80.0, 74.0)","(51.0, 70.0, 65.86206896551724)","(2.05, 2.52, 2.4628571428571426)","(101.0, 710.0, 681.6666666666666)","(6.0, 8.2, 8.107692307692307)","(10.0, 16.0, 15.2)"
04-01-2023 13:35:29.192747,"(41.0, 75.0, 72.5)","(4.2, 5.5, 5.455)","(26.0, 38.0, 36.333333333333336)","(41.0, 60.0, 57.09090909090909)","(8.5, 10.0, 9.695483870967742)","(51.0, 80.0, 74.0)","(51.0, 70.0, 65.86206896551724)","(2.05, 2.52, 2.4628571428571426)","(101.0, 710.0, 681.6666666666666)","(6.0, 8.2, 8.107692307692307)","(10.0, 16.0, 15.2)"
04-01-2023 13:35:30.720999,"(41.0, 75.0, 72.5)","(4.2, 5.5, 5.455)","(26.0, 38.0, 36.333333333333336)","(41.0, 60.0, 57.09090909090909)","(8.5, 10.0, 9.695483870967742)","(51.0, 80.0, 74.0)","(51.0, 70.0, 65.86206896551724)","(2.05, 2.52, 2.4628571428571426)","(101.0, 710.0, 681.6666666666666)","(6.0, 8.2, 8.107692307692307)","(10.0, 16.0, 15.2)"
04-01-2023 13:35:32.359941,"(41.0, 75.0, 72.5)","(4.2, 5.5, 5.455)","(26.0, 38.0, 36.333333333333336)","(41.0, 60.0, 57.09090909090909)","(8.5, 10.0, 9.695483870967742)","(51.0, 80.0, 74.0)","(51.0, 70.0, 65.86206896551724)","(2.05, 2.52, 2.4628571428571426)","(101.0, 710.0, 681.6666666666666)","(6.0, 8.2, 8.107692307692307)","(10.0, 16.0, 15.2)"
04-01-2023 13:35:33.955937,"(41.0, 75.0, 72.5)","(4.2, 5.5, 5.455)","(26.0, 38.0, 36.333333333333336)","(41.0, 60.0, 57.09090909090909)","(8.5, 10.0, 9.695483870967742)","(51.0, 80.0, 74.0)","(51.0, 70.0, 65.86206896551724)","(2.05, 2.52, 2.4628571428571426)","(101.0, 710.0, 681.6666666666666)","(6.0, 8.2, 8.107692307692307)","(10.0, 16.0, 15.2)"
04-01-2023 13:35:35.502656,"(41.0, 75.0, 72.5)","(4.2, 5.5, 5.455)","(26.0, 38.0, 36.333333333333336)","(41.0, 60.0, 57.09090909090909)","(8.5, 10.0, 9.695483870967742)","(51.0, 80.0, 74.0)","(51.0, 70.0, 65.86206896551724)","(2.05, 2.52, 2.4628571428571426)","(101.0, 710.0, 681.6666666666666)","(6.0, 8.2, 8.107692307692307)","(10.0, 16.0, 15.2)"
04-01-2023 13:35:37.056100,"(41.0, 75.0, 72.5)","(4.2, 5.5, 5.455)","(26.0, 38.0, 36.333333333333336)","(41.0, 60.0, 57.09090909090909)","(8.5, 10.0, 9.695483870967742)","(51.0, 80.0, 74.0)","(51.0, 70.0, 65.86206896551724)","(2.05, 2.52, 2.4628571428571426)","(101.0, 710.0, 681.6666666666666)","(6.0, 8.2, 8.107692307692307)","(10.0, 16.0, 15.2)"
04-01-2023 13:35:38.629661,"(41.0, 75.0, 72.5)","(4.2, 5.5, 5.455)","(26.0, 38.0, 36.333333333333336)","(41.0, 60.0, 57.09090909090909)","(8.5, 10.0, 9.695483870967742)","(51.0, 80.0, 74.0)","(51.0, 70.0, 65.86206896551724)","(2.05, 2.52, 2.4628571428571426)","(101.0, 710.0, 681.6666666666666)","(6.0, 8.2, 8.107692307692307)","(10.0, 16.0, 15.2)"
04-01-2023 13:35:40.205268,"(41.0, 75.0, 72.5)","(4.2, 5.5, 5.455)","(26.0, 38.0, 36.333333333333336)","(41.0, 60.0, 57.09090909090909)","(8.5, 10.0, 9.695483870967742)","(51.0, 80.0, 74.0)","(51.0, 70.0, 65.86206896551724)","(2.05, 2.52, 2.4628571428571426)","(101.0, 710.0, 681.6666666666666)","(6.0, 8.2, 8.107692307692307)","(10.0, 16.0, 15.2)"
04-01-2023 13:35:41.766937,"(41.0, 75.0, 72.5)","(4.2, 5.5, 5.455)","(26.0, 38.0, 36.333333333333336)","(41.0, 60.0, 57.09090909090909)","(8.5, 10.0, 9.695483870967742)","(51.0, 80.0, 74.0)","(51.0, 70.0, 65.86206896551724)","(2.05, 2.52, 2.4628571428571426)","(101.0, 710.0, 681.6666666666666)","(6.0, 8.2, 8.107692307692307)","(10.0, 16.0, 15.2)"
04-01-2023 13:35:43.277974,"(41.0, 75.0, 72.5)","(4.2, 5.5, 5.455)","(26.0, 38.0, 36.333333333333336)","(41.0, 60.0, 57.714285714285715)","(8.5, 10.0, 9.695483870967742)","(51.0, 80.0, 74.0)","(51.0, 70.0, 65.86206896551724)","(2.05, 2.52, 2.4628571428571426)","(101.0, 710.0, 714.8571428571429)","(6.0, 8.2, 8.107692307692307)","(10.0, 16.0, 15.2)"
04-01-2023 13:35:44.855296,"(41.0, 75.0, 72.5)","(4.2, 5.5, 5.455)","(26.0, 38.0, 36.333333333333336)","(31.0, 60.0, 57.714285714285715)","(8.5, 10.0, 9.695483870967742)","(51.0, 80.0, 74.0)","(51.0, 70.0, 65.86206896551724)","(2.05, 2.52, 2.4628571428571426)","(101.0, 730.0, 714.8571428571429)","(6.0, 8.2, 8.107692307692307)","(11.0, 16.0, 15.2)"
04-01-2023 13:35:46.414622,"(41.0, 75.0, 72.14285714285714)","(4.2, 5.5, 5.455)","(26.0, 38.0, 36.333333333333336)","(31.0, 60.0, 57.33333333333333)","(8.5, 10.0, 9.695483870967742)","(51.0, 80.0, 74.0)","(51.0, 70.0, 65.86206896551724)","(2.05, 2.52, 2.4628571428571426)","(101.0, 730.0, 714.8571428571429)","(6.0, 8.2, 8.107692307692307)","(11.0, 16.0, 15.2)"
04-01-2023 13:35:47.964961,"(41.0, 75.0, 72.14285714285714)","(4.2, 5.5, 4.908450704225352)","(26.0, 38.0, 36.333333333333336)","(31.0, 60.0, 57.33333333333333)","(8.5, 10.0, 9.695483870967742)","(51.0, 80.0, 74.0)","(51.0, 70.0, 65.38461538461539)","(2.05, 2.52, 2.472)","(101.0, 730.0, 714.8571428571429)","(6.0, 8.2, 8.071428571428571)","(11.0, 16.0, 15.2)"
04-01-2023 13:35:49.703884,"(41.0, 75.0, 72.14285714285714)","(4.2, 5.0, 4.908450704225352)","(26.0, 38.0, 36.333333333333336)","(31.0, 60.0, 57.33333333333333)","(8.5, 10.0, 9.695483870967742)","(51.0, 80.0, 74.0)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.52, 2.4738028169014084)","(101.0, 730.0, 714.8571428571429)","(6.0, 8.2, 8.071428571428571)","(11.0, 16.0, 15.2)"
04-01-2023 13:35:51.747084,"(41.0, 75.0, 72.14285714285714)","(4.2, 5.0, 4.918546365914787)","(26.0, 38.0, 36.333333333333336)","(31.0, 60.0, 57.33333333333333)","(8.5, 10.0, 9.695483870967742)","(51.0, 80.0, 74.0)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.52, 2.4738028169014084)","(101.0, 730.0, 714.8571428571429)","(6.0, 8.2, 8.071428571428571)","(11.0, 16.0, 15.2)"
04-01-2023 13:35:53.601176,"(41.0, 75.0, 72.14285714285714)","(4.2, 5.0, 4.918546365914787)","(26.0, 38.0, 36.333333333333336)","(31.0, 60.0, 57.33333333333333)","(8.5, 10.0, 9.695483870967742)","(51.0, 80.0, 74.0)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.52, 2.4738028169014084)","(101.0, 730.0, 714.8571428571429)","(6.0, 8.2, 8.071428571428571)","(11.0, 16.0, 15.2)"
04-01-2023 13:35:55.316223,"(41.0, 75.0, 72.14285714285714)","(4.2, 5.0, 4.918546365914787)","(26.0, 38.0, 36.333333333333336)","(31.0, 60.0, 57.33333333333333)","(8.5, 10.0, 9.695483870967742)","(51.0, 80.0, 74.0)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.52, 2.4738028169014084)","(101.0, 730.0, 714.8571428571429)","(6.0, 8.2, 8.071428571428571)","(11.0, 16.0, 15.2)"
04-01-2023 13:35:57.081188,"(41.0, 75.0, 72.14285714285714)","(4.2, 5.0, 4.918546365914787)","(26.0, 38.0, 36.333333333333336)","(31.0, 60.0, 57.33333333333333)","(8.5, 10.0, 9.695483870967742)","(51.0, 80.0, 74.0)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.52, 2.4738028169014084)","(101.0, 730.0, 714.8571428571429)","(6.0, 8.2, 8.071428571428571)","(11.0, 16.0, 15.2)"
04-01-2023 13:35:58.829492,"(41.0, 75.0, 72.14285714285714)","(4.2, 5.0, 4.918546365914787)","(26.0, 38.0, 36.333333333333336)","(31.0, 60.0, 57.33333333333333)","(8.5, 10.0, 9.695483870967742)","(51.0, 80.0, 74.0)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.52, 2.4738028169014084)","(101.0, 730.0, 714.8571428571429)","(6.0, 8.2, 8.071428571428571)","(11.0, 16.0, 15.2)"
04-01-2023 13:36:00.614113,"(41.0, 75.0, 72.14285714285714)","(4.2, 5.0, 4.918546365914787)","(26.0, 38.0, 36.8235294117647)","(31.0, 60.0, 57.33333333333333)","(8.5, 10.0, 9.695483870967742)","(51.0, 80.0, 74.0)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.52, 2.4738028169014084)","(101.0, 730.0, 714.8571428571429)","(6.0, 8.2, 8.071428571428571)","(11.0, 16.0, 15.2)"
04-01-2023 13:36:02.486289,"(41.0, 75.0, 72.14285714285714)","(4.2, 5.0, 4.918546365914787)","(26.0, 38.0, 36.8235294117647)","(31.0, 60.0, 57.33333333333333)","(8.5, 10.0, 9.695483870967742)","(51.0, 80.0, 74.0)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.52, 2.4738028169014084)","(101.0, 730.0, 714.8571428571429)","(6.0, 8.2, 8.071428571428571)","(11.0, 16.0, 15.2)"
04-01-2023 13:36:04.185291,"(41.0, 75.0, 72.14285714285714)","(4.2, 5.0, 4.918546365914787)","(26.0, 38.0, 36.8235294117647)","(31.0, 60.0, 55.333333333333336)","(8.5, 10.0, 9.695483870967742)","(51.0, 80.0, 74.0)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.52, 2.4738028169014084)","(101.0, 730.0, 714.8571428571429)","(6.0, 8.2, 8.071428571428571)","(11.0, 16.0, 15.2)"
04-01-2023 13:36:05.752210,"(41.0, 75.0, 67.5)","(4.2, 5.0, 4.918546365914787)","(26.0, 38.0, 36.8235294117647)","(31.0, 60.0, 68.16666666666666)","(8.5, 10.0, 9.695483870967742)","(51.0, 80.0, 74.0)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.52, 2.4738028169014084)","(101.0, 730.0, 681.6666666666666)","(6.0, 8.2, 8.071428571428571)","(11.0, 16.0, 15.863636363636363)"
04-01-2023 13:36:07.323268,"(41.0, 75.0, 67.5)","(4.2, 5.0, 4.918546365914787)","(26.0, 38.0, 36.8235294117647)","(31.0, 70.0, 62.38461538461539)","(8.5, 10.0, 9.695483870967742)","(51.0, 80.0, 74.0)","(51.0, 70.0, 66.73913043478261)","(2.05, 2.52, 2.4738028169014084)","(101.0, 710.0, 681.6666666666666)","(6.0, 8.2, 8.071428571428571)","(11.0, 16.0, 15.863636363636363)"
04-01-2023 13:36:08.894714,"(41.0, 75.0, 67.5)","(4.2, 5.0, 4.918546365914787)","(26.0, 38.0, 36.8235294117647)","(31.0, 65.0, 62.38461538461539)","(8.5, 10.0, 9.695483870967742)","(51.0, 80.0, 68.0)","(51.0, 70.0, 64.44444444444444)","(2.05, 2.52, 2.444074074074074)","(101.0, 710.0, 681.6666666666666)","(6.0, 8.2, 8.0)","(11.0, 16.0, 15.863636363636363)"
04-01-2023 13:36:10.659500,"(41.0, 75.0, 67.5)","(4.2, 5.0, 4.918546365914787)","(26.0, 38.0, 36.8235294117647)","(31.0, 65.0, 62.38461538461539)","(8.5, 10.0, 9.695483870967742)","(51.0, 80.0, 74.0)","(51.0, 70.0, 64.44444444444444)","(2.05, 2.52, 2.4424137931034484)","(101.0, 710.0, 681.6666666666666)","(6.0, 8.2, 8.0)","(11.0, 16.0, 15.863636363636363)"
04-01-2023 13:36:12.510706,"(41.0, 75.0, 67.5)","(4.2, 5.0, 4.918546365914787)","(26.0, 38.0, 36.8235294117647)","(31.0, 65.0, 62.38461538461539)","(8.5, 10.0, 9.695483870967742)","(51.0, 80.0, 68.0)","(51.0, 70.0, 64.44444444444444)","(2.05, 2.52, 2.4125373134328356)","(101.0, 710.0, 681.6666666666666)","(6.0, 8.2, 7.96)","(11.0, 16.0, 15.863636363636363)"
04-01-2023 13:36:14.538483,"(41.0, 75.0, 67.5)","(4.2, 5.0, 4.918546365914787)","(26.0, 38.0, 36.8235294117647)","(31.0, 65.0, 62.38461538461539)","(8.5, 10.0, 9.695483870967742)","(51.0, 80.0, 68.0)","(51.0, 70.0, 64.44444444444444)","(2.05, 2.44, 2.4125373134328356)","(101.0, 710.0, 681.6666666666666)","(6.0, 8.2, 7.96)","(11.0, 16.0, 15.863636363636363)"
04-01-2023 13:36:17.036074,"(41.0, 75.0, 67.5)","(4.2, 5.0, 4.918546365914787)","(26.0, 38.0, 36.8235294117647)","(31.0, 65.0, 62.38461538461539)","(8.5, 10.0, 9.695483870967742)","(51.0, 80.0, 68.0)","(51.0, 70.0, 64.44444444444444)","(2.05, 2.44, 2.4135885167464113)","(101.0, 710.0, 681.6666666666666)","(6.0, 8.2, 7.96)","(11.0, 16.0, 15.863636363636363)"
04-01-2023 13:36:19.146571,"(41.0, 75.0, 67.5)","(4.2, 5.0, 4.918546365914787)","(26.0, 38.0, 36.8235294117647)","(31.0, 65.0, 62.38461538461539)","(8.5, 10.0, 9.843809523809524)","(51.0, 80.0, 71.0)","(51.0, 70.0, 64.44444444444444)","(2.05, 2.44, 2.4135885167464113)","(101.0, 710.0, 681.6666666666666)","(6.0, 8.2, 7.96)","(11.0, 16.0, 15.863636363636363)"
04-01-2023 13:36:20.792177,"(41.0, 75.0, 67.5)","(4.2, 5.0, 4.918546365914787)","(26.0, 38.0, 36.8235294117647)","(31.0, 65.0, 62.875)","(8.5, 10.0, 9.853488372093024)","(51.0, 80.0, 75.65217391304347)","(51.0, 70.0, 64.44444444444444)","(2.05, 2.44, 2.4125373134328356)","(101.0, 710.0, 681.6666666666666)","(6.0, 8.2, 7.96)","(11.0, 16.0, 15.921052631578947)"
04-01-2023 13:36:22.446811,"(41.0, 75.0, 67.5)","(4.2, 5.0, 4.918546365914787)","(26.0, 38.0, 36.8235294117647)","(31.0, 65.0, 62.875)","(8.5, 10.0, 9.853488372093024)","(51.0, 80.0, 76.2962962962963)","(51.0, 70.0, 65.0)","(2.05, 2.44, 2.4125373134328356)","(101.0, 710.0, 681.6666666666666)","(6.0, 8.2, 7.96)","(11.0, 16.0, 15.921052631578947)"
04-01-2023 13:36:23.980843,"(41.0, 75.0, 67.5)","(4.2, 5.0, 4.918546365914787)","(26.0, 38.0, 36.8235294117647)","(31.0, 65.0, 62.875)","(8.5, 10.0, 9.863013698630137)","(51.0, 80.0, 76.2962962962963)","(51.0, 70.0, 65.0)","(2.05, 2.44, 2.4125373134328356)","(101.0, 710.0, 681.6666666666666)","(6.0, 8.2, 7.96)","(11.0, 16.0, 15.921052631578947)"
04-01-2023 13:36:25.566811,"(41.0, 75.0, 67.5)","(4.2, 5.0, 4.918546365914787)","(26.0, 38.0, 36.8235294117647)","(31.0, 65.0, 62.875)","(8.5, 10.0, 9.863013698630137)","(51.0, 80.0, 76.2962962962963)","(51.0, 70.0, 65.0)","(2.05, 2.44, 2.4125373134328356)","(101.0, 710.0, 681.6666666666666)","(6.0, 8.2, 7.96)","(11.0, 16.0, 15.921052631578947)"
04-01-2023 13:36:27.131342,"(41.0, 75.0, 67.5)","(4.2, 5.0, 4.918546365914787)","(26.0, 38.0, 36.8235294117647)","(31.0, 65.0, 62.733333333333334)","(8.5, 10.0, 9.770114942528735)","(51.0, 80.0, 76.2962962962963)","(51.0, 70.0, 67.22222222222223)","(2.05, 2.44, 2.4125373134328356)","(101.0, 710.0, 681.6666666666666)","(6.0, 8.2, 7.96)","(11.0, 16.0, 15.921052631578947)"
04-01-2023 13:36:28.757963,"(41.0, 75.0, 67.5)","(4.2, 5.0, 4.905523255813954)","(26.0, 38.0, 36.8235294117647)","(31.0, 65.0, 58.4)","(8.5, 10.0, 9.732142857142858)","(51.0, 80.0, 76.2962962962963)","(51.0, 70.0, 67.22222222222223)","(2.05, 2.44, 2.4125373134328356)","(101.0, 710.0, 714.8571428571429)","(6.0, 8.2, 7.96)","(11.0, 16.0, 15.921052631578947)"
04-01-2023 13:36:30.275264,"(41.0, 75.0, 67.5)","(4.2, 5.0, 4.905523255813954)","(26.0, 38.0, 36.8235294117647)","(31.0, 60.0, 58.4)","(8.5, 9.8, 9.852941176470589)","(51.0, 80.0, 76.2962962962963)","(51.0, 70.0, 65.8695652173913)","(2.05, 2.44, 2.4125373134328356)","(101.0, 730.0, 714.8571428571429)","(6.0, 8.2, 7.96)","(11.0, 16.0, 15.921052631578947)"
04-01-2023 13:36:31.811939,"(41.0, 75.0, 67.5)","(4.2, 5.0, 4.905523255813954)","(26.0, 38.0, 36.8235294117647)","(31.0, 60.0, 58.4)","(8.5, 10.0, 9.852941176470589)","(51.0, 80.0, 76.2962962962963)","(51.0, 70.0, 65.8695652173913)","(2.05, 2.44, 2.4125373134328356)","(101.0, 730.0, 714.8571428571429)","(6.0, 8.2, 7.96)","(11.0, 16.0, 15.921052631578947)"
04-01-2023 13:36:33.359871,"(41.0, 75.0, 67.5)","(4.2, 5.0, 4.905523255813954)","(26.0, 38.0, 36.8235294117647)","(31.0, 60.0, 58.4)","(8.5, 10.0, 9.852941176470589)","(51.0, 80.0, 76.2962962962963)","(51.0, 70.0, 65.8695652173913)","(2.05, 2.44, 2.4125373134328356)","(101.0, 730.0, 714.8571428571429)","(6.0, 8.2, 7.96)","(11.0, 16.0, 15.921052631578947)"
04-01-2023 13:36:34.936989,"(41.0, 75.0, 67.5)","(4.2, 5.0, 4.905523255813954)","(26.0, 38.0, 36.8235294117647)","(31.0, 60.0, 58.4)","(8.5, 10.0, 9.830508474576272)","(51.0, 80.0, 76.2962962962963)","(51.0, 70.0, 65.8695652173913)","(2.05, 2.44, 2.4125373134328356)","(101.0, 730.0, 714.8571428571429)","(6.0, 8.2, 7.96)","(11.0, 16.0, 15.921052631578947)"
04-01-2023 13:36:36.460213,"(41.0, 75.0, 67.5)","(4.2, 5.0, 4.905523255813954)","(26.0, 38.0, 36.8235294117647)","(31.0, 60.0, 58.4)","(8.5, 10.0, 9.830508474576272)","(51.0, 80.0, 76.2962962962963)","(51.0, 70.0, 65.8695652173913)","(2.05, 2.44, 2.4125373134328356)","(101.0, 730.0, 714.8571428571429)","(6.0, 8.2, 7.96)","(11.0, 16.0, 15.921052631578947)"
04-01-2023 13:36:37.873677,"(41.0, 75.0, 67.5)","(4.2, 5.0, 4.905523255813954)","(26.0, 38.0, 36.8235294117647)","(31.0, 60.0, 58.4)","(8.5, 10.0, 9.830508474576272)","(51.0, 80.0, 76.2962962962963)","(51.0, 70.0, 65.8695652173913)","(2.05, 2.44, 2.4125373134328356)","(101.0, 730.0, 714.8571428571429)","(6.0, 8.2, 7.96)","(11.0, 16.0, 15.921052631578947)"
04-01-2023 13:36:39.270232,"(41.0, 75.0, 67.5)","(4.2, 5.0, 4.905523255813954)","(26.0, 38.0, 36.8235294117647)","(31.0, 60.0, 58.4)","(8.5, 10.0, 9.830508474576272)","(51.0, 80.0, 76.2962962962963)","(51.0, 70.0, 65.8695652173913)","(2.05, 2.44, 2.4125373134328356)","(101.0, 730.0, 714.8571428571429)","(6.0, 8.2, 7.96)","(11.0, 16.0, 15.921052631578947)"
04-01-2023 13:36:40.780019,"(41.0, 75.0, 67.5)","(4.2, 5.0, 4.905523255813954)","(26.0, 38.0, 36.8235294117647)","(31.0, 60.0, 58.4)","(8.5, 10.0, 9.830508474576272)","(51.0, 80.0, 76.2962962962963)","(51.0, 70.0, 65.8695652173913)","(2.05, 2.44, 2.4125373134328356)","(101.0, 730.0, 714.8571428571429)","(6.0, 8.2, 7.96)","(11.0, 16.0, 15.921052631578947)"
04-01-2023 13:36:42.266529,"(41.0, 75.0, 67.5)","(4.2, 5.0, 4.923349056603774)","(26.0, 38.0, 36.8235294117647)","(31.0, 60.0, 58.4)","(8.5, 10.0, 9.830508474576272)","(51.0, 80.0, 76.2962962962963)","(51.0, 70.0, 65.8695652173913)","(2.05, 2.44, 2.4125373134328356)","(101.0, 730.0, 714.8571428571429)","(6.0, 8.2, 7.96)","(11.0, 16.0, 15.921052631578947)"
04-01-2023 13:36:43.816739,"(41.0, 75.0, 67.5)","(4.2, 5.0, 4.923349056603774)","(26.0, 38.0, 36.8235294117647)","(31.0, 60.0, 58.4)","(8.5, 10.0, 9.830508474576272)","(51.0, 80.0, 76.2962962962963)","(51.0, 70.0, 65.8695652173913)","(2.05, 2.44, 2.4125373134328356)","(101.0, 730.0, 714.8571428571429)","(6.0, 8.2, 7.96)","(11.0, 16.0, 15.921052631578947)"
04-01-2023 13:36:45.258297,"(41.0, 75.0, 67.5)","(4.2, 5.0, 4.923510466988728)","(26.0, 38.0, 36.8235294117647)","(31.0, 60.0, 67.06666666666666)","(8.5, 10.0, 9.770114942528735)","(51.0, 80.0, 75.65217391304347)","(51.0, 70.0, 65.8695652173913)","(2.05, 2.44, 2.4125373134328356)","(101.0, 730.0, 691.1111111111111)","(6.0, 8.2, 7.96)","(11.0, 16.0, 15.921052631578947)"
04-01-2023 13:36:46.801489,"(41.0, 75.0, 67.5)","(4.2, 5.0, 4.923510466988728)","(26.0, 38.0, 36.8235294117647)","(31.0, 70.0, 67.06666666666666)","(8.5, 10.0, 9.770114942528735)","(51.0, 80.0, 75.65217391304347)","(51.0, 70.0, 65.8695652173913)","(2.05, 2.44, 2.4125373134328356)","(101.0, 720.0, 681.6666666666666)","(6.0, 8.2, 7.96)","(11.0, 16.0, 15.921052631578947)"
04-01-2023 13:36:48.265639,"(41.0, 75.0, 67.5)","(4.4, 5.0, 4.923510466988728)","(26.0, 38.0, 36.8235294117647)","(31.0, 70.0, 65.11111111111111)","(8.5, 10.0, 9.770114942528735)","(51.0, 80.0, 75.65217391304347)","(51.0, 70.0, 65.8695652173913)","(2.05, 2.44, 2.4125373134328356)","(101.0, 710.0, 681.6666666666666)","(6.0, 8.2, 7.96)","(11.0, 16.0, 15.863636363636363)"
