,Kanga Lights,Elope To Paris,Blaze Maker,Patch Herrera,Serving Soldier,Big Prediction,Remember Prince,Colden Express
11-01-2023 12:42:51.892905,"(6.0, 12.0, 7.84)","(21.0, 80.0, 38.54545454545455)","(11.0, 34.0, 25.0)","(17.0, 46.0, 20.22222222222222)","(12.0, 28.0, 14.25)","(10.0, 25.0, 13.545454545454545)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:42:53.024162,"(6.0, 12.0, 7.84)","(21.0, 80.0, 38.54545454545455)","(11.0, 34.0, 25.0)","(17.0, 46.0, 20.22222222222222)","(12.0, 28.0, 14.25)","(10.0, 25.0, 13.545454545454545)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:42:54.191640,"(6.0, 12.0, 7.84)","(21.0, 80.0, 38.54545454545455)","(11.0, 34.0, 25.0)","(17.0, 46.0, 20.22222222222222)","(12.0, 28.0, 14.25)","(10.0, 25.0, 13.545454545454545)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:42:55.378956,"(6.0, 12.0, 7.84)","(21.0, 75.0, 37.18181818181819)","(11.0, 34.0, 25.0)","(17.0, 46.0, 20.22222222222222)","(12.0, 28.0, 14.25)","(10.0, 25.0, 13.545454545454545)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:42:56.589696,"(6.0, 12.0, 7.84)","(21.0, 75.0, 37.18181818181819)","(11.0, 34.0, 25.0)","(17.0, 46.0, 20.22222222222222)","(12.0, 28.0, 14.25)","(10.0, 25.0, 13.545454545454545)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:42:57.790517,"(6.0, 12.0, 7.84)","(21.0, 75.0, 37.18181818181819)","(11.0, 34.0, 25.0)","(17.0, 46.0, 20.22222222222222)","(12.0, 28.0, 14.25)","(10.0, 25.0, 13.545454545454545)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:42:58.903504,"(6.0, 12.0, 7.84)","(21.0, 75.0, 37.18181818181819)","(11.0, 34.0, 25.0)","(17.0, 46.0, 20.22222222222222)","(12.0, 28.0, 14.25)","(10.0, 25.0, 13.545454545454545)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:42:59.955562,"(6.0, 12.0, 7.84)","(21.0, 75.0, 37.18181818181819)","(11.0, 34.0, 25.0)","(17.0, 46.0, 20.22222222222222)","(12.0, 28.0, 14.25)","(10.0, 25.0, 13.545454545454545)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:01.281802,"(6.0, 12.0, 7.84)","(21.0, 75.0, 37.18181818181819)","(11.0, 34.0, 25.75)","(17.0, 46.0, 20.22222222222222)","(12.0, 28.0, 14.25)","(10.0, 25.0, 13.545454545454545)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:02.865207,"(6.0, 12.0, 7.84)","(21.0, 75.0, 37.18181818181819)","(11.0, 34.0, 25.75)","(17.0, 46.0, 20.22222222222222)","(12.0, 28.0, 14.25)","(10.0, 25.0, 13.545454545454545)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:04.228669,"(6.0, 12.0, 7.84)","(21.0, 75.0, 37.18181818181819)","(11.0, 34.0, 25.75)","(17.0, 46.0, 20.22222222222222)","(12.0, 28.0, 14.416666666666666)","(10.0, 25.0, 13.545454545454545)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:05.523740,"(6.0, 12.0, 7.84)","(21.0, 75.0, 37.18181818181819)","(11.0, 34.0, 25.75)","(17.0, 46.0, 20.22222222222222)","(12.0, 29.0, 14.416666666666666)","(10.0, 25.0, 13.545454545454545)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:06.789644,"(6.0, 12.0, 7.84)","(21.0, 75.0, 37.18181818181819)","(11.0, 34.0, 25.75)","(17.0, 46.0, 21.833333333333332)","(12.0, 29.0, 14.416666666666666)","(10.0, 25.0, 15.0)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:08.004119,"(6.0, 12.0, 7.84)","(21.0, 75.0, 42.5)","(11.0, 34.0, 28.5)","(17.0, 46.0, 21.833333333333332)","(12.0, 29.0, 14.416666666666666)","(10.0, 25.0, 15.0)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:09.360391,"(6.0, 12.0, 7.84)","(21.0, 75.0, 42.5)","(11.0, 34.0, 28.5)","(17.0, 46.0, 21.833333333333332)","(12.0, 29.0, 14.416666666666666)","(10.0, 25.0, 15.0)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:10.628563,"(6.0, 12.0, 7.84)","(21.0, 75.0, 42.5)","(11.0, 34.0, 28.5)","(17.0, 46.0, 21.833333333333332)","(12.0, 29.0, 14.416666666666666)","(10.0, 25.0, 15.0)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:11.864557,"(6.0, 12.0, 7.84)","(21.0, 75.0, 42.5)","(11.0, 34.0, 28.5)","(17.0, 46.0, 21.833333333333332)","(12.0, 29.0, 14.416666666666666)","(10.0, 25.0, 15.0)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:13.039558,"(6.0, 12.0, 7.84)","(21.0, 75.0, 45.285714285714285)","(11.0, 34.0, 28.5)","(17.0, 46.0, 21.833333333333332)","(12.0, 29.0, 14.416666666666666)","(10.0, 25.0, 15.0)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:14.201170,"(6.0, 12.0, 7.84)","(21.0, 75.0, 45.285714285714285)","(11.0, 34.0, 28.5)","(17.0, 46.0, 21.5)","(12.0, 29.0, 14.416666666666666)","(10.0, 25.0, 15.0)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:15.437055,"(6.0, 12.0, 7.84)","(21.0, 160.0, 83.88888888888889)","(11.0, 34.0, 28.5)","(17.0, 44.0, 21.5)","(12.0, 29.0, 14.416666666666666)","(10.0, 25.0, 15.0)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:16.845187,"(6.0, 12.0, 7.84)","(21.0, 150.0, 124.6)","(11.0, 34.0, 28.5)","(17.0, 44.0, 21.5)","(12.0, 29.0, 14.416666666666666)","(10.0, 25.0, 15.0)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:18.024860,"(6.0, 12.0, 7.84)","(21.0, 150.0, 124.6)","(11.0, 34.0, 28.5)","(17.0, 44.0, 21.5)","(12.0, 29.0, 13.25)","(10.0, 25.0, 15.0)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:19.223090,"(6.0, 12.0, 7.84)","(21.0, 140.0, 82.0)","(11.0, 34.0, 28.5)","(17.0, 42.0, 23.25)","(12.0, 29.0, 13.25)","(10.0, 25.0, 15.0)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:20.465432,"(6.0, 12.0, 7.84)","(21.0, 130.0, 94.66666666666667)","(11.0, 34.0, 28.5)","(17.0, 42.0, 23.25)","(12.0, 29.0, 13.25)","(10.0, 25.0, 15.0)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:21.691628,"(6.0, 12.0, 7.84)","(21.0, 130.0, 94.66666666666667)","(11.0, 34.0, 28.5)","(17.0, 42.0, 23.25)","(12.0, 29.0, 13.25)","(10.0, 25.0, 15.0)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:22.853295,"(6.0, 12.0, 7.84)","(21.0, 130.0, 94.66666666666667)","(11.0, 34.0, 28.5)","(17.0, 42.0, 23.25)","(12.0, 29.0, 13.25)","(10.0, 25.0, 15.0)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:24.003055,"(6.0, 12.0, 7.84)","(21.0, 130.0, 94.66666666666667)","(11.0, 34.0, 25.75)","(17.0, 42.0, 23.25)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.8)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:25.165313,"(6.0, 12.0, 7.84)","(21.0, 130.0, 94.66666666666667)","(11.0, 34.0, 25.75)","(17.0, 42.0, 23.25)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.8)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:26.341416,"(6.0, 12.0, 7.84)","(21.0, 130.0, 94.66666666666667)","(11.0, 34.0, 25.75)","(17.0, 42.0, 23.25)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.8)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:27.573215,"(6.0, 12.0, 7.84)","(21.0, 130.0, 94.66666666666667)","(11.0, 34.0, 25.75)","(17.0, 42.0, 23.25)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.8)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:28.726537,"(6.0, 12.0, 7.84)","(21.0, 130.0, 94.66666666666667)","(11.0, 34.0, 25.75)","(17.0, 42.0, 23.25)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.8)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:29.931866,"(6.0, 12.0, 7.84)","(21.0, 130.0, 94.66666666666667)","(11.0, 34.0, 25.75)","(17.0, 42.0, 23.25)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.8)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:31.172553,"(6.0, 12.0, 7.84)","(21.0, 130.0, 62.666666666666664)","(11.0, 34.0, 25.6)","(17.0, 42.0, 23.25)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.8)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:32.351094,"(6.0, 12.0, 7.84)","(21.0, 140.0, 62.666666666666664)","(11.0, 34.0, 24.25)","(17.0, 42.0, 23.25)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.8)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:33.478827,"(6.0, 12.0, 7.84)","(21.0, 130.0, 59.333333333333336)","(11.0, 34.0, 24.25)","(17.0, 42.0, 23.25)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.8)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:34.627014,"(6.0, 12.0, 7.84)","(21.0, 130.0, 70.0)","(11.0, 34.0, 24.25)","(17.0, 42.0, 23.25)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.8)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:35.786933,"(6.0, 12.0, 7.84)","(21.0, 130.0, 60.666666666666664)","(11.0, 34.0, 24.25)","(17.0, 42.0, 23.25)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.8)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:37.099058,"(6.0, 12.0, 7.84)","(21.0, 130.0, 60.666666666666664)","(11.0, 34.0, 25.0)","(17.0, 42.0, 23.25)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.8)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:38.222287,"(6.0, 12.0, 7.84)","(21.0, 130.0, 60.666666666666664)","(11.0, 34.0, 25.0)","(17.0, 42.0, 23.25)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.8)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:39.356742,"(6.0, 12.0, 7.84)","(21.0, 130.0, 83.77777777777777)","(11.0, 34.0, 25.0)","(17.0, 42.0, 23.25)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.8)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:40.483465,"(6.0, 12.0, 7.84)","(21.0, 130.0, 83.77777777777777)","(11.0, 34.0, 25.0)","(17.0, 42.0, 23.25)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.8)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:41.691753,"(6.0, 12.0, 7.84)","(21.0, 130.0, 83.77777777777777)","(11.0, 34.0, 25.0)","(17.0, 42.0, 23.25)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.8)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:42.899059,"(6.0, 12.0, 7.84)","(21.0, 130.0, 83.77777777777777)","(11.0, 34.0, 25.0)","(17.0, 42.0, 23.25)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.8)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:44.119477,"(6.0, 12.0, 7.84)","(21.0, 130.0, 92.18181818181819)","(11.0, 34.0, 25.0)","(17.0, 42.0, 23.25)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.8)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:45.326068,"(6.0, 12.0, 7.84)","(21.0, 130.0, 78.0)","(11.0, 34.0, 25.0)","(17.0, 42.0, 23.25)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.8)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:46.616055,"(6.0, 12.0, 7.84)","(21.0, 130.0, 78.0)","(11.0, 34.0, 25.0)","(17.0, 42.0, 23.25)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.8)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:47.887882,"(6.0, 12.0, 7.84)","(21.0, 130.0, 88.66666666666666)","(11.0, 34.0, 25.0)","(17.0, 42.0, 23.25)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.8)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:49.015577,"(6.0, 12.0, 7.84)","(21.0, 120.0, 88.66666666666666)","(11.0, 34.0, 25.0)","(17.0, 42.0, 23.25)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.8)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:50.204956,"(6.0, 12.0, 7.84)","(21.0, 120.0, 104.33333333333333)","(11.0, 34.0, 25.0)","(17.0, 42.0, 23.25)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.8)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:51.331561,"(6.0, 12.0, 7.84)","(21.0, 120.0, 104.33333333333333)","(11.0, 34.0, 25.0)","(17.0, 42.0, 23.25)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.8)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:52.497396,"(6.0, 12.0, 7.84)","(21.0, 120.0, 104.33333333333333)","(11.0, 34.0, 25.0)","(17.0, 42.0, 23.25)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.8)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:53.661253,"(6.0, 12.0, 7.84)","(21.0, 120.0, 104.33333333333333)","(11.0, 34.0, 25.0)","(17.0, 42.0, 23.25)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.8)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:54.784144,"(6.0, 12.0, 7.84)","(21.0, 120.0, 74.0)","(11.0, 34.0, 25.0)","(17.0, 42.0, 23.25)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.8)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:56.081814,"(6.0, 12.0, 7.84)","(21.0, 120.0, 74.0)","(11.0, 34.0, 25.0)","(17.0, 42.0, 23.25)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.8)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:57.603499,"(6.0, 12.0, 7.84)","(21.0, 120.0, 74.0)","(11.0, 34.0, 25.0)","(17.0, 42.0, 23.25)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.8)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:43:58.884287,"(6.0, 12.0, 7.84)","(21.0, 120.0, 74.0)","(11.0, 34.0, 25.0)","(17.0, 42.0, 23.25)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.8)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:44:00.033818,"(6.0, 12.0, 7.84)","(21.0, 120.0, 88.66666666666666)","(11.0, 34.0, 25.0)","(17.0, 42.0, 23.25)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.8)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:44:01.676947,"(6.0, 12.0, 7.84)","(21.0, 120.0, 104.33333333333333)","(11.0, 34.0, 25.0)","(17.0, 42.0, 23.25)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.8)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:44:02.812161,"(6.0, 12.0, 7.84)","(21.0, 120.0, 104.33333333333333)","(11.0, 34.0, 25.0)","(17.0, 42.0, 23.25)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.8)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:44:03.991949,"(6.0, 12.0, 7.84)","(21.0, 120.0, 104.33333333333333)","(11.0, 34.0, 25.75)","(17.0, 42.0, 23.25)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.8)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:44:05.232672,"(6.0, 12.0, 7.84)","(21.0, 120.0, 74.0)","(11.0, 34.0, 25.75)","(17.0, 42.0, 23.25)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.8)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:44:06.455434,"(6.0, 12.0, 7.84)","(21.0, 120.0, 74.0)","(11.0, 34.0, 25.75)","(17.0, 42.0, 23.25)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.8)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:44:07.726076,"(6.0, 12.0, 7.84)","(21.0, 120.0, 89.33333333333334)","(11.0, 34.0, 25.75)","(17.0, 42.0, 20.0)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.545454545454545)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:44:08.816778,"(6.0, 12.0, 7.84)","(21.0, 120.0, 89.33333333333334)","(11.0, 34.0, 25.75)","(17.0, 44.0, 20.0)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.545454545454545)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:44:09.972612,"(6.0, 12.0, 7.84)","(21.0, 120.0, 88.66666666666666)","(11.0, 34.0, 25.75)","(17.0, 44.0, 20.0)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.545454545454545)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:44:11.167479,"(6.0, 12.0, 7.84)","(21.0, 120.0, 104.33333333333333)","(11.0, 34.0, 25.75)","(17.0, 44.0, 20.0)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.545454545454545)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:44:12.404720,"(6.0, 12.0, 7.84)","(21.0, 120.0, 104.33333333333333)","(11.0, 34.0, 25.75)","(17.0, 44.0, 20.0)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.545454545454545)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:44:13.608249,"(6.0, 12.0, 7.84)","(21.0, 120.0, 104.33333333333333)","(11.0, 34.0, 25.75)","(17.0, 44.0, 20.0)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.545454545454545)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:44:14.765666,"(6.0, 12.0, 7.84)","(21.0, 120.0, 104.33333333333333)","(11.0, 34.0, 25.75)","(17.0, 44.0, 20.0)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.545454545454545)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:44:15.863846,"(6.0, 12.0, 7.84)","(21.0, 120.0, 89.33333333333334)","(11.0, 34.0, 25.75)","(17.0, 44.0, 20.0)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.545454545454545)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:44:17.025272,"(6.0, 12.0, 7.84)","(21.0, 120.0, 89.33333333333334)","(11.0, 34.0, 25.75)","(17.0, 44.0, 20.0)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.545454545454545)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:44:18.258124,"(6.0, 12.0, 7.84)","(21.0, 120.0, 89.33333333333334)","(11.0, 34.0, 25.75)","(17.0, 44.0, 20.0)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.545454545454545)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:44:19.730511,"(6.0, 12.0, 7.84)","(21.0, 120.0, 89.33333333333334)","(11.0, 34.0, 25.75)","(17.0, 44.0, 20.0)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.545454545454545)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:44:20.982993,"(6.0, 12.0, 7.84)","(21.0, 120.0, 89.33333333333334)","(11.0, 34.0, 25.75)","(17.0, 44.0, 20.0)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.545454545454545)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:44:22.344833,"(6.0, 12.0, 7.84)","(21.0, 120.0, 89.33333333333334)","(11.0, 34.0, 25.75)","(17.0, 44.0, 20.0)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.545454545454545)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:44:23.846282,"(6.0, 12.0, 7.84)","(21.0, 120.0, 89.33333333333334)","(11.0, 34.0, 25.75)","(17.0, 44.0, 20.0)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.545454545454545)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:44:25.271713,"(6.0, 12.0, 7.84)","(21.0, 120.0, 89.33333333333334)","(11.0, 34.0, 25.75)","(17.0, 44.0, 20.0)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.545454545454545)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:44:26.749273,"(6.0, 12.0, 7.84)","(21.0, 120.0, 89.33333333333334)","(11.0, 34.0, 25.75)","(17.0, 44.0, 20.0)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.545454545454545)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:44:28.236242,"(6.0, 12.0, 7.84)","(21.0, 120.0, 89.33333333333334)","(11.0, 34.0, 25.75)","(17.0, 44.0, 20.0)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.545454545454545)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:44:29.471198,"(6.0, 12.0, 7.84)","(21.0, 120.0, 89.33333333333334)","(11.0, 34.0, 25.75)","(17.0, 44.0, 20.0)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.545454545454545)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:44:30.765784,"(6.0, 12.0, 7.84)","(21.0, 120.0, 89.33333333333334)","(11.0, 34.0, 25.75)","(17.0, 44.0, 20.0)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.545454545454545)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:44:32.253461,"(6.0, 12.0, 7.84)","(21.0, 120.0, 89.33333333333334)","(11.0, 34.0, 25.75)","(17.0, 44.0, 20.0)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.545454545454545)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:44:33.789198,"(6.0, 12.0, 7.84)","(21.0, 120.0, 74.5)","(11.0, 34.0, 26.5)","(17.0, 44.0, 20.0)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.545454545454545)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:44:35.220027,"(6.0, 12.0, 8.218181818181819)","(21.0, 120.0, 38.0)","(11.0, 34.0, 26.5)","(17.0, 44.0, 20.0)","(12.0, 29.0, 13.25)","(10.0, 25.0, 13.545454545454545)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:44:36.766673,"(6.0, 12.0, 8.218181818181819)","(21.0, 110.0, 37.1)","(11.0, 34.0, 26.5)","(17.0, 44.0, 22.4)","(12.0, 29.0, 14.681818181818182)","(10.0, 25.0, 13.545454545454545)","(5.0, 8.2, 7.1)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:44:38.187202,"(6.0, 12.0, 8.218181818181819)","(21.0, 110.0, 37.1)","(11.0, 34.0, 26.5)","(17.0, 44.0, 22.4)","(12.0, 29.0, 14.681818181818182)","(10.0, 25.0, 12.85)","(5.0, 8.2, 5.64)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:44:39.521956,"(6.0, 12.0, 8.666666666666666)","(21.0, 110.0, 37.1)","(11.0, 34.0, 26.5)","(17.0, 44.0, 22.4)","(12.0, 29.0, 14.681818181818182)","(10.0, 25.0, 12.85)","(5.0, 8.2, 5.64)","(1.75, 2.08, 1.7406060606060605)"
11-01-2023 12:44:40.680422,"(6.0, 12.0, 8.8)","(21.0, 110.0, 37.1)","(11.0, 34.0, 26.5)","(17.0, 44.0, 22.4)","(12.0, 29.0, 14.681818181818182)","(10.0, 25.0, 12.85)","(5.0, 8.2, 5.64)","(1.75, 2.08, 1.7406060606060605)"
