,Zing Zang Oscar,Sintra,Temerity Spirit,Blaze Victorem,Rolling Riot,Empress Eleven,Sunshot,Solar Circles
07-01-2023 10:13:45.816485,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:13:47.259792,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:13:48.400548,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:13:49.431891,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:13:50.537488,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:13:51.580585,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:13:52.560474,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:13:53.604181,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:13:54.708595,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:13:55.713774,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:13:56.795997,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:13:57.911414,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:13:59.006349,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:00.156910,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:01.351412,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:02.441207,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:03.532303,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:04.641858,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:05.736014,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:06.798365,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:07.941429,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:09.199945,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:10.294291,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:11.411449,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:12.575522,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:13.600026,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:14.623474,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:15.734609,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:16.902219,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:18.010234,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:19.112237,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:20.162502,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:21.228265,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:22.333946,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:23.452113,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:24.542759,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:25.542800,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:26.546898,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:27.577260,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:28.679039,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:29.784061,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:30.910581,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:31.988748,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:33.119706,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:34.252769,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:35.263970,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:36.410154,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:37.587709,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:38.698429,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:39.855507,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:40.992379,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:42.126319,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:43.175843,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:44.250387,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:45.357805,"(2.7, 3.75, 3.265714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:46.383645,"(2.7, 3.75, 2.9966666666666666)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:47.457131,"(2.7, 3.75, 2.9966666666666666)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:48.597275,"(2.7, 3.75, 2.9966666666666666)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:49.601293,"(2.7, 3.7, 3.545714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:50.584781,"(2.7, 3.7, 3.545714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:51.635594,"(2.7, 3.7, 3.545714285714286)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:52.699325,"(2.7, 3.7, 3.1184615384615384)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:53.791380,"(2.7, 3.7, 3.1184615384615384)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:54.918672,"(2.7, 3.7, 3.16)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:55.953567,"(2.7, 3.7, 3.16)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:57.005938,"(2.7, 3.7, 3.16)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 7.64)"
07-01-2023 10:14:58.091369,"(2.7, 3.7, 3.16)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 9.0, 8.557142857142857)"
07-01-2023 10:14:59.259277,"(2.7, 3.7, 3.16)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 12.5, 8.557142857142857)"
07-01-2023 10:15:00.346893,"(2.7, 3.7, 3.16)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 12.5, 8.557142857142857)"
07-01-2023 10:15:01.457097,"(2.7, 3.7, 3.16)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 12.5, 8.557142857142857)"
07-01-2023 10:15:02.626292,"(2.7, 3.7, 3.16)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 12.5, 8.557142857142857)"
07-01-2023 10:15:03.696177,"(2.7, 3.7, 3.16)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 12.5, 8.557142857142857)"
07-01-2023 10:15:04.722416,"(2.7, 3.7, 3.16)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 12.5, 8.557142857142857)"
07-01-2023 10:15:05.793763,"(2.7, 3.7, 3.16)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 12.5, 7.966666666666667)"
07-01-2023 10:15:06.804629,"(2.7, 3.7, 3.16)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 12.5, 7.966666666666667)"
07-01-2023 10:15:07.885500,"(2.7, 3.7, 3.16)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 12.5, 7.966666666666667)"
07-01-2023 10:15:09.000024,"(2.7, 3.7, 3.16)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 12.5, 8.033333333333333)"
07-01-2023 10:15:10.118027,"(2.7, 3.7, 3.16)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 12.5, 8.033333333333333)"
07-01-2023 10:15:11.160885,"(2.7, 3.7, 3.16)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 12.5, 8.033333333333333)"
07-01-2023 10:15:12.181047,"(2.7, 3.7, 3.16)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 12.5, 8.033333333333333)"
07-01-2023 10:15:13.199717,"(2.7, 3.7, 3.16)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 12.5, 8.033333333333333)"
07-01-2023 10:15:14.242226,"(2.7, 3.7, 3.16)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 12.5, 8.033333333333333)"
07-01-2023 10:15:15.340007,"(2.7, 3.7, 3.16)","(4.2, 7.0, 4.315789473684211)","(15.0, 50.0, 38.75)","(81.0, 580.0, 495.83333333333337)","(5.0, 8.0, 5.416666666666667)","(17.0, 60.0, 36.111111111111114)","(5.0, 8.0, 6.25)","(5.5, 12.5, 8.033333333333333)"
