,Goldstar Farryn,Torpedo Bay,Homebush Cheeky,Angry Jane,Homebush Yoshi,Goldstar Royal,Amuri Luck
09-01-2023 09:06:52.362455,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:06:53.303349,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:06:54.266623,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:06:55.234835,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:06:56.237504,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:06:57.225866,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:06:58.158623,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:06:59.044775,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:06:59.972211,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:00.905808,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:01.854531,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:02.766593,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:03.705620,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:04.646178,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:05.572378,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:06.549608,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:07.501319,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:08.443259,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:09.350559,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:10.253988,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:11.259077,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:12.224550,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:13.200679,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:14.154105,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:15.118609,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:16.169974,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:17.180406,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:18.184122,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:19.147816,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:20.063878,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:20.960947,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:21.876985,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:22.781021,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:23.728810,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:24.663546,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:25.652672,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:26.652793,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:27.682057,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:28.734836,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:29.700442,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:30.650512,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:31.564145,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:32.510211,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:33.447867,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:34.352802,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:35.287213,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:36.197678,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:37.169382,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:38.200081,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.51188679245283)"
09-01-2023 09:07:39.163712,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.4583783783783786)"
09-01-2023 09:07:40.091300,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.541176470588235)"
09-01-2023 09:07:41.005202,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.541176470588235)"
09-01-2023 09:07:41.899687,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.541176470588235)"
09-01-2023 09:07:42.827695,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.541176470588235)"
09-01-2023 09:07:43.792867,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.7, 4.300487804878049)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.541176470588235)"
09-01-2023 09:07:44.733362,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.9829787234042553)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.541176470588235)"
09-01-2023 09:07:45.708369,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.5742857142857143)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.541176470588235)"
09-01-2023 09:07:46.641229,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.5857142857142854)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.541176470588235)"
09-01-2023 09:07:47.701118,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.86)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.541176470588235)"
09-01-2023 09:07:48.697228,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.86)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.64, 2.3101098901098904)"
09-01-2023 09:07:49.695696,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.86)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.62, 2.470422535211268)"
09-01-2023 09:07:50.639310,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.86)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.6, 2.470422535211268)"
09-01-2023 09:07:51.578367,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.86)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.6, 2.470422535211268)"
09-01-2023 09:07:52.541523,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.7135593220338983)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.6, 2.470422535211268)"
09-01-2023 09:07:53.434366,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.227222222222222)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.6, 2.470422535211268)"
09-01-2023 09:07:54.338410,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.227222222222222)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.6, 2.470422535211268)"
09-01-2023 09:07:55.210264,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.227222222222222)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.6, 2.470422535211268)"
09-01-2023 09:07:56.115930,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.227222222222222)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.6, 2.470422535211268)"
09-01-2023 09:07:57.109973,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.227222222222222)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.6, 2.470422535211268)"
09-01-2023 09:07:58.113487,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.227222222222222)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.6, 2.470422535211268)"
09-01-2023 09:07:59.081406,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.227222222222222)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.6, 2.470422535211268)"
09-01-2023 09:08:00.166295,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.227222222222222)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.6, 2.470422535211268)"
09-01-2023 09:08:01.083024,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.227222222222222)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.6, 2.470422535211268)"
09-01-2023 09:08:02.021541,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.227222222222222)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.6, 2.470422535211268)"
09-01-2023 09:08:02.949918,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.227222222222222)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.6, 2.470422535211268)"
09-01-2023 09:08:03.893557,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.227222222222222)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.6, 2.470422535211268)"
09-01-2023 09:08:04.847352,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.227222222222222)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.6, 2.470422535211268)"
09-01-2023 09:08:05.746379,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.227222222222222)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.6, 2.470422535211268)"
09-01-2023 09:08:06.667326,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.227222222222222)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.6, 2.470422535211268)"
09-01-2023 09:08:07.586009,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.227222222222222)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.6, 2.470422535211268)"
09-01-2023 09:08:08.566009,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.227222222222222)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.6, 2.470422535211268)"
09-01-2023 09:08:09.538406,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.227222222222222)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.6, 2.470422535211268)"
09-01-2023 09:08:10.532417,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.227222222222222)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.6, 2.470422535211268)"
09-01-2023 09:08:11.460083,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.227222222222222)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.6, 2.470422535211268)"
09-01-2023 09:08:12.420208,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 12.766666666666666)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.227222222222222)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.6, 2.470422535211268)"
09-01-2023 09:08:13.381116,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 10.5)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.227222222222222)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.6, 2.470422535211268)"
09-01-2023 09:08:14.337763,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 10.5)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.227222222222222)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.6, 2.470422535211268)"
09-01-2023 09:08:15.275975,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 10.5)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.227222222222222)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.6, 2.470422535211268)"
09-01-2023 09:08:16.202463,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 10.5)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.227222222222222)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.6, 2.470422535211268)"
09-01-2023 09:08:17.090251,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 10.5)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.227222222222222)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.6, 2.470422535211268)"
09-01-2023 09:08:18.012294,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 10.5)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.227222222222222)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.6, 2.470422535211268)"
09-01-2023 09:08:19.161320,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 10.5)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.227222222222222)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.6, 2.470422535211268)"
09-01-2023 09:08:20.054872,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 10.5)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.227222222222222)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.6, 2.470422535211268)"
09-01-2023 09:08:21.045681,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 10.5)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.227222222222222)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.6, 2.470422535211268)"
09-01-2023 09:08:22.025751,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 10.5)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.227222222222222)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.6, 2.470422535211268)"
09-01-2023 09:08:23.026542,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 10.5)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.227222222222222)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.6, 2.470422535211268)"
09-01-2023 09:08:24.005392,"(13.0, 32.0, 29.4375)","(6.5, 13.5, 10.5)","(21.0, 190.0, 105.0)","(2.9, 4.5, 3.227222222222222)","(17.0, 170.0, 77.0)","(41.0, 320.0, 144.0)","(1.65, 2.6, 2.470422535211268)"
