,Latrell,Human Touch,Emma Bundock,Faster Than Hoot,Coruba,Umagico
09-01-2023 18:51:04.541903,"(2.25, 2.36, 2.3)","(10.0, 17.5, 14.5)","(15.0, 50.0, 25.25)","(6.0, 11.0, 9.061538461538461)","(12.0, 26.0, 15.166666666666666)","(2.35, 4.3, 4.12)"
09-01-2023 18:51:05.412919,"(2.25, 2.36, 2.3)","(10.0, 17.0, 15.65)","(15.0, 50.0, 25.25)","(6.0, 11.0, 9.061538461538461)","(12.0, 26.0, 15.166666666666666)","(2.35, 4.2, 3.2285714285714286)"
09-01-2023 18:51:06.283588,"(2.25, 2.36, 2.3)","(10.0, 17.0, 14.75)","(15.0, 50.0, 25.25)","(6.0, 11.0, 9.061538461538461)","(12.0, 26.0, 15.166666666666666)","(2.35, 4.2, 3.242857142857143)"
09-01-2023 18:51:07.122462,"(2.25, 2.36, 2.3)","(10.0, 17.0, 14.9)","(15.0, 50.0, 25.25)","(6.0, 11.0, 8.9)","(12.0, 26.0, 15.166666666666666)","(2.35, 4.2, 4.066)"
09-01-2023 18:51:08.045336,"(2.25, 2.36, 2.3)","(10.0, 17.0, 14.375)","(15.0, 50.0, 25.25)","(6.0, 11.0, 8.84)","(12.0, 26.0, 15.166666666666666)","(2.35, 4.2, 3.1)"
09-01-2023 18:51:08.969790,"(2.25, 2.36, 2.3)","(10.0, 17.0, 14.375)","(15.0, 50.0, 25.25)","(6.0, 11.0, 8.84)","(12.0, 26.0, 15.166666666666666)","(2.35, 4.2, 3.54)"
09-01-2023 18:51:09.909675,"(2.25, 2.36, 2.3)","(10.0, 17.0, 14.375)","(15.0, 50.0, 25.25)","(6.0, 10.0, 8.6)","(12.0, 25.0, 14.5)","(2.35, 4.2, 3.7)"
09-01-2023 18:51:11.261798,"(2.25, 2.36, 2.3)","(10.0, 17.0, 14.375)","(15.0, 50.0, 25.25)","(6.0, 10.5, 9.35)","(12.0, 25.0, 14.5)","(2.35, 4.2, 3.7)"
09-01-2023 18:51:12.181644,"(2.25, 2.36, 2.3)","(10.0, 17.0, 14.375)","(15.0, 50.0, 25.25)","(6.0, 10.0, 9.35)","(12.0, 25.0, 14.5)","(2.35, 4.2, 3.313333333333333)"
09-01-2023 18:51:13.172184,"(2.25, 2.36, 2.3)","(10.0, 17.0, 14.375)","(15.0, 50.0, 25.25)","(6.0, 12.5, 11.342857142857143)","(12.0, 25.0, 14.5)","(2.35, 4.1, 3.6382608695652174)"
09-01-2023 18:51:14.099827,"(2.25, 2.36, 2.3)","(10.0, 17.0, 14.375)","(15.0, 36.0, 32.2)","(6.0, 12.0, 11.342857142857143)","(12.0, 25.0, 14.5)","(2.35, 4.0, 3.6186666666666665)"
09-01-2023 18:51:15.119855,"(2.25, 2.36, 2.3)","(10.0, 17.0, 14.375)","(15.0, 34.0, 24.555555555555557)","(6.0, 12.0, 10.475)","(12.0, 25.0, 14.9375)","(2.35, 4.0, 3.75)"
09-01-2023 18:51:16.085576,"(2.25, 2.36, 2.358390804597701)","(10.0, 17.0, 14.375)","(15.0, 34.0, 24.555555555555557)","(6.0, 11.5, 10.475)","(12.0, 25.0, 14.9375)","(2.35, 3.95, 3.828)"
09-01-2023 18:51:17.040121,"(2.25, 2.36, 2.358390804597701)","(10.0, 17.0, 14.375)","(15.0, 34.0, 26.714285714285715)","(6.0, 11.5, 9.636363636363637)","(12.0, 25.0, 14.9375)","(2.35, 3.9, 3.81)"
09-01-2023 18:51:17.936691,"(2.25, 2.36, 2.358390804597701)","(10.0, 17.0, 14.375)","(15.0, 34.0, 26.714285714285715)","(6.0, 11.5, 9.636363636363637)","(12.0, 25.0, 14.9375)","(2.35, 3.9, 3.81)"
09-01-2023 18:51:18.858798,"(2.25, 2.36, 2.358390804597701)","(10.0, 17.0, 14.375)","(15.0, 34.0, 26.714285714285715)","(6.0, 11.5, 9.636363636363637)","(12.0, 25.0, 14.9375)","(2.35, 3.9, 3.3)"
09-01-2023 18:51:19.793496,"(2.25, 2.36, 2.358390804597701)","(10.0, 17.0, 14.375)","(15.0, 34.0, 23.18181818181818)","(6.0, 11.5, 9.636363636363637)","(12.0, 25.0, 14.9375)","(2.35, 3.9, 3.333333333333333)"
09-01-2023 18:51:20.723836,"(2.25, 2.36, 2.358390804597701)","(10.0, 17.0, 14.375)","(15.0, 34.0, 23.18181818181818)","(6.0, 11.5, 9.636363636363637)","(12.0, 25.0, 14.9375)","(2.35, 3.9, 3.333333333333333)"
09-01-2023 18:51:21.634467,"(2.25, 2.36, 2.358390804597701)","(10.0, 17.0, 14.375)","(15.0, 34.0, 23.18181818181818)","(6.0, 11.5, 9.636363636363637)","(12.0, 25.0, 14.9375)","(2.35, 3.9, 3.333333333333333)"
09-01-2023 18:51:22.594682,"(2.25, 2.36, 2.358390804597701)","(10.0, 17.0, 14.375)","(15.0, 34.0, 23.18181818181818)","(6.0, 11.5, 9.636363636363637)","(12.0, 25.0, 14.9375)","(2.35, 3.9, 3.6346153846153846)"
09-01-2023 18:51:23.473845,"(2.25, 2.36, 2.356410256410256)","(10.0, 17.0, 14.9)","(15.0, 34.0, 23.18181818181818)","(6.0, 11.5, 9.636363636363637)","(12.0, 25.0, 14.9375)","(2.35, 4.0, 3.8043478260869565)"
09-01-2023 18:51:24.439632,"(2.25, 2.36, 2.3571999999999997)","(10.0, 17.0, 14.9)","(15.0, 34.0, 21.166666666666668)","(6.0, 11.5, 8.25)","(12.0, 25.0, 14.9375)","(2.35, 4.0, 3.8043478260869565)"
09-01-2023 18:51:25.314278,"(2.25, 2.36, 2.3571999999999997)","(10.0, 17.0, 14.9)","(15.0, 34.0, 21.166666666666668)","(6.0, 11.5, 8.25)","(12.0, 25.0, 14.9375)","(2.35, 4.0, 3.6136363636363638)"
09-01-2023 18:51:26.254646,"(2.25, 2.36, 2.3571999999999997)","(10.0, 17.0, 14.9)","(15.0, 34.0, 21.166666666666668)","(6.0, 11.5, 9.65)","(12.0, 25.0, 14.9375)","(2.35, 4.0, 3.5973684210526313)"
09-01-2023 18:51:27.233988,"(2.25, 2.36, 2.3571999999999997)","(10.0, 17.0, 14.375)","(15.0, 34.0, 21.166666666666668)","(6.0, 11.5, 9.85)","(12.0, 25.0, 14.9375)","(2.35, 4.0, 3.5973684210526313)"
09-01-2023 18:51:28.291484,"(2.25, 2.36, 2.347272727272727)","(10.0, 17.0, 14.375)","(15.0, 34.0, 21.166666666666668)","(6.0, 11.5, 10.321428571428571)","(12.0, 25.0, 14.9375)","(2.35, 4.0, 3.5973684210526313)"
09-01-2023 18:51:29.268678,"(2.25, 2.36, 2.357471264367816)","(10.0, 17.0, 14.375)","(15.0, 34.0, 21.166666666666668)","(6.0, 11.5, 10.321428571428571)","(12.0, 25.0, 14.9375)","(2.35, 4.0, 3.5973684210526313)"
09-01-2023 18:51:30.271088,"(2.25, 2.36, 2.357471264367816)","(10.0, 17.0, 14.846153846153847)","(15.0, 34.0, 21.166666666666668)","(6.0, 11.5, 10.321428571428571)","(12.0, 25.0, 14.9375)","(2.35, 4.0, 3.5973684210526313)"
09-01-2023 18:51:31.282353,"(2.25, 2.36, 2.357471264367816)","(10.0, 17.0, 14.846153846153847)","(15.0, 34.0, 21.166666666666668)","(6.0, 11.5, 10.321428571428571)","(12.0, 25.0, 14.9375)","(2.35, 4.0, 3.5973684210526313)"
09-01-2023 18:51:32.195511,"(2.25, 2.36, 2.357471264367816)","(10.0, 17.0, 14.846153846153847)","(15.0, 34.0, 21.166666666666668)","(6.0, 11.5, 10.321428571428571)","(12.0, 25.0, 14.9375)","(2.35, 4.0, 3.519565217391304)"
09-01-2023 18:51:33.069271,"(2.25, 2.36, 2.357471264367816)","(10.0, 17.0, 14.846153846153847)","(15.0, 34.0, 21.166666666666668)","(6.0, 11.5, 10.321428571428571)","(12.0, 25.0, 14.9375)","(2.35, 4.0, 3.519565217391304)"
09-01-2023 18:51:33.991836,"(2.25, 2.36, 2.357471264367816)","(10.0, 17.0, 14.846153846153847)","(15.0, 34.0, 21.166666666666668)","(6.0, 11.5, 10.321428571428571)","(12.0, 25.0, 20.25)","(2.35, 4.0, 3.257142857142857)"
09-01-2023 18:51:34.861283,"(2.25, 2.36, 2.357471264367816)","(10.0, 17.0, 14.846153846153847)","(15.0, 34.0, 21.166666666666668)","(6.0, 11.5, 10.321428571428571)","(12.0, 27.0, 20.25)","(2.35, 4.0, 3.257142857142857)"
09-01-2023 18:51:35.803690,"(2.25, 2.36, 2.357471264367816)","(10.0, 17.0, 14.846153846153847)","(15.0, 34.0, 21.166666666666668)","(6.0, 11.5, 10.321428571428571)","(12.0, 27.0, 20.25)","(2.35, 4.0, 3.257142857142857)"
09-01-2023 18:51:36.762437,"(2.25, 2.36, 2.357471264367816)","(10.0, 17.0, 14.846153846153847)","(15.0, 34.0, 21.166666666666668)","(6.0, 11.5, 10.321428571428571)","(12.0, 27.0, 20.25)","(2.35, 4.0, 3.257142857142857)"
09-01-2023 18:51:37.648377,"(2.25, 2.36, 2.357471264367816)","(10.0, 17.0, 14.846153846153847)","(15.0, 34.0, 21.166666666666668)","(6.0, 11.5, 10.321428571428571)","(12.0, 27.0, 20.25)","(2.35, 4.0, 3.257142857142857)"
09-01-2023 18:51:38.519360,"(2.25, 2.36, 2.357471264367816)","(10.0, 17.0, 14.846153846153847)","(15.0, 34.0, 21.166666666666668)","(6.0, 11.5, 10.321428571428571)","(12.0, 27.0, 20.25)","(2.35, 4.0, 3.257142857142857)"
09-01-2023 18:51:39.357491,"(2.25, 2.36, 2.357471264367816)","(10.0, 17.0, 14.846153846153847)","(15.0, 34.0, 21.166666666666668)","(6.0, 11.5, 10.321428571428571)","(12.0, 27.0, 20.25)","(2.35, 4.0, 3.257142857142857)"
09-01-2023 18:51:40.216591,"(2.25, 2.36, 2.357471264367816)","(10.0, 17.0, 14.846153846153847)","(15.0, 34.0, 21.166666666666668)","(6.0, 11.5, 10.321428571428571)","(12.0, 27.0, 20.25)","(2.35, 4.0, 3.257142857142857)"
09-01-2023 18:51:41.215244,"(2.25, 2.36, 2.357471264367816)","(10.0, 17.0, 14.846153846153847)","(15.0, 34.0, 21.166666666666668)","(6.0, 11.5, 10.321428571428571)","(12.0, 27.0, 20.25)","(2.35, 4.0, 3.257142857142857)"
09-01-2023 18:51:42.141520,"(2.25, 2.36, 2.357471264367816)","(10.0, 17.0, 14.846153846153847)","(15.0, 34.0, 21.166666666666668)","(6.0, 11.5, 10.321428571428571)","(12.0, 27.0, 20.25)","(2.35, 4.0, 3.257142857142857)"
09-01-2023 18:51:43.141768,"(2.25, 2.36, 2.357471264367816)","(10.0, 17.0, 14.846153846153847)","(15.0, 34.0, 21.166666666666668)","(6.0, 11.5, 10.321428571428571)","(12.0, 27.0, 20.25)","(2.35, 4.0, 3.257142857142857)"
09-01-2023 18:51:44.072204,"(2.25, 2.36, 2.357471264367816)","(10.0, 17.0, 14.846153846153847)","(15.0, 34.0, 20.0)","(6.0, 11.5, 10.321428571428571)","(12.0, 27.0, 20.25)","(2.35, 4.0, 3.257142857142857)"
09-01-2023 18:51:44.949159,"(2.25, 2.36, 2.357471264367816)","(10.0, 17.0, 14.846153846153847)","(15.0, 34.0, 20.0)","(6.0, 11.5, 10.321428571428571)","(12.0, 27.0, 20.25)","(2.35, 4.0, 3.232)"
09-01-2023 18:51:46.133615,"(2.25, 2.36, 2.357471264367816)","(10.0, 17.0, 15.352941176470589)","(15.0, 34.0, 20.0)","(6.0, 11.5, 10.321428571428571)","(12.0, 27.0, 26.066666666666666)","(2.35, 4.0, 3.232)"
09-01-2023 18:51:47.300178,"(2.25, 2.36, 2.3017094017094015)","(10.0, 17.0, 15.352941176470589)","(15.0, 34.0, 20.0)","(6.0, 11.5, 10.321428571428571)","(12.0, 27.0, 26.066666666666666)","(2.35, 4.0, 3.232)"
09-01-2023 18:51:48.223774,"(2.25, 2.32, 2.272307692307692)","(10.0, 17.0, 15.352941176470589)","(15.0, 34.0, 20.0)","(6.0, 11.5, 10.321428571428571)","(12.0, 27.0, 26.066666666666666)","(2.35, 4.0, 3.232)"
09-01-2023 18:51:49.340358,"(2.25, 2.28, 2.2420338983050847)","(10.0, 17.0, 15.352941176470589)","(15.0, 34.0, 27.0)","(6.0, 11.5, 10.321428571428571)","(12.0, 27.0, 25.5)","(2.35, 4.0, 3.232)"
09-01-2023 18:51:50.574929,"(2.25, 2.28, 2.2420338983050847)","(10.0, 17.0, 15.352941176470589)","(15.0, 36.0, 27.0)","(6.0, 11.5, 10.321428571428571)","(12.0, 27.0, 24.916666666666668)","(2.35, 4.0, 3.232)"
09-01-2023 18:51:51.701061,"(2.25, 2.28, 2.2420338983050847)","(10.0, 17.0, 15.352941176470589)","(15.0, 36.0, 27.0)","(6.0, 11.5, 10.321428571428571)","(12.0, 27.0, 25.5)","(2.35, 4.0, 3.232)"
09-01-2023 18:51:52.745992,"(2.25, 2.28, 2.2420338983050847)","(10.0, 17.0, 15.352941176470589)","(15.0, 36.0, 27.0)","(6.0, 11.5, 10.321428571428571)","(12.0, 27.0, 23.166666666666668)","(2.35, 4.0, 3.232)"
09-01-2023 18:51:53.701211,"(2.25, 2.28, 2.2420338983050847)","(10.0, 17.0, 15.6)","(15.0, 36.0, 27.0)","(6.0, 11.5, 10.321428571428571)","(12.0, 27.0, 23.166666666666668)","(2.35, 4.0, 3.232)"
09-01-2023 18:51:54.722493,"(2.25, 2.28, 2.2420338983050847)","(10.0, 17.0, 15.352941176470589)","(15.0, 36.0, 27.0)","(6.0, 11.5, 10.321428571428571)","(12.0, 27.0, 25.357142857142858)","(2.35, 4.0, 3.232)"
09-01-2023 18:51:55.790614,"(2.25, 2.24, 2.215438596491228)","(10.0, 17.0, 15.352941176470589)","(15.0, 36.0, 27.0)","(6.0, 11.5, 10.321428571428571)","(12.0, 27.0, 25.357142857142858)","(2.35, 4.0, 3.232)"
09-01-2023 18:51:56.684337,"(2.25, 2.24, 2.215438596491228)","(10.0, 17.0, 15.352941176470589)","(15.0, 36.0, 27.0)","(6.0, 11.5, 10.321428571428571)","(12.0, 27.0, 25.357142857142858)","(2.35, 4.0, 3.232)"
09-01-2023 18:51:57.559255,"(2.25, 2.24, 2.215438596491228)","(10.0, 17.0, 15.352941176470589)","(15.0, 36.0, 27.0)","(6.0, 11.5, 10.321428571428571)","(12.0, 27.0, 25.357142857142858)","(2.35, 4.0, 3.232)"
09-01-2023 18:51:58.493178,"(2.25, 2.24, 2.2098924731182796)","(10.0, 17.0, 15.352941176470589)","(15.0, 36.0, 27.0)","(6.0, 11.5, 10.321428571428571)","(12.0, 27.0, 25.357142857142858)","(2.35, 4.0, 3.232)"
09-01-2023 18:51:59.633650,"(2.25, 2.24, 2.2098924731182796)","(10.0, 17.0, 15.352941176470589)","(15.0, 36.0, 27.0)","(6.0, 11.5, 10.321428571428571)","(12.0, 27.0, 25.357142857142858)","(2.35, 4.0, 3.238095238095238)"
09-01-2023 18:52:00.623702,"(2.25, 2.24, 2.2098924731182796)","(10.0, 17.0, 15.352941176470589)","(15.0, 36.0, 27.0)","(6.0, 11.5, 10.321428571428571)","(12.0, 27.0, 25.357142857142858)","(2.35, 4.0, 3.2695652173913046)"
09-01-2023 18:52:01.600547,"(2.25, 2.24, 2.2098924731182796)","(10.0, 17.0, 15.352941176470589)","(15.0, 36.0, 27.0)","(6.0, 11.5, 9.7)","(12.0, 27.0, 21.25)","(2.35, 4.0, 3.859677419354839)"
09-01-2023 18:52:02.522926,"(2.25, 2.24, 2.208539325842697)","(10.0, 16.5, 16.18181818181818)","(15.0, 36.0, 27.0)","(6.0, 11.0, 9.7)","(12.0, 27.0, 21.25)","(2.35, 3.95, 3.816666666666667)"
09-01-2023 18:52:03.431141,"(2.25, 2.24, 2.2074418604651163)","(10.0, 16.5, 15.333333333333334)","(15.0, 36.0, 27.0)","(6.0, 11.0, 9.7)","(12.0, 25.0, 23.642857142857142)","(2.35, 3.95, 3.816666666666667)"
09-01-2023 18:52:04.458592,"(2.25, 2.24, 2.2074418604651163)","(10.0, 16.5, 15.333333333333334)","(15.0, 36.0, 27.0)","(6.0, 12.0, 9.3)","(12.0, 25.0, 23.642857142857142)","(2.35, 3.95, 3.8725806451612907)"
09-01-2023 18:52:05.432947,"(2.25, 2.24, 2.206265060240964)","(10.0, 16.5, 15.333333333333334)","(15.0, 36.0, 27.0)","(6.0, 12.0, 9.3)","(12.0, 25.0, 23.642857142857142)","(2.35, 3.95, 3.8725806451612907)"
09-01-2023 18:52:06.397509,"(2.25, 2.24, 2.2032183908045977)","(10.0, 16.5, 14.555555555555555)","(15.0, 36.0, 27.0)","(6.0, 12.0, 8.85)","(12.0, 25.0, 23.642857142857142)","(2.35, 3.95, 3.8342105263157897)"
09-01-2023 18:52:07.294852,"(2.25, 2.24, 2.2054320987654323)","(10.0, 16.5, 14.4)","(15.0, 36.0, 27.0)","(6.0, 12.0, 8.85)","(12.0, 25.0, 23.642857142857142)","(2.35, 3.95, 3.8785714285714286)"
09-01-2023 18:52:08.199455,"(2.25, 2.24, 2.2041025641025644)","(10.0, 16.5, 14.4)","(15.0, 36.0, 27.0)","(6.0, 12.0, 8.85)","(12.0, 25.0, 23.642857142857142)","(2.35, 3.95, 3.885483870967742)"
09-01-2023 18:52:09.172698,"(2.25, 2.24, 2.2041025641025644)","(10.0, 16.5, 14.4)","(15.0, 36.0, 27.0)","(6.0, 12.0, 8.85)","(12.0, 27.0, 25.357142857142858)","(2.35, 3.95, 3.871739130434783)"
09-01-2023 18:52:10.320954,"(2.25, 2.24, 2.202666666666667)","(10.0, 16.5, 14.4)","(15.0, 36.0, 27.0)","(6.0, 12.0, 8.85)","(12.0, 27.0, 25.357142857142858)","(2.35, 3.95, 3.855263157894737)"
09-01-2023 18:52:11.321498,"(2.25, 2.24, 2.170810810810811)","(10.0, 16.5, 14.4)","(15.0, 36.0, 27.0)","(6.0, 12.0, 8.85)","(12.0, 27.0, 25.357142857142858)","(2.35, 3.95, 3.855263157894737)"
09-01-2023 18:52:12.522067,"(2.25, 2.22, 2.1980645161290324)","(10.0, 16.5, 14.4)","(15.0, 60.0, 30.333333333333336)","(6.0, 12.0, 8.842857142857143)","(12.0, 28.0, 20.5)","(2.35, 3.95, 3.8045454545454547)"
09-01-2023 18:52:13.692974,"(2.25, 2.2, 2.1672727272727275)","(10.0, 16.5, 14.4)","(15.0, 55.0, 34.0)","(6.0, 11.5, 9.7)","(12.0, 28.0, 23.166666666666664)","(2.35, 3.95, 3.873809523809524)"
09-01-2023 18:52:14.843313,"(2.25, 2.2, 2.164878048780488)","(10.0, 16.5, 14.4)","(15.0, 50.0, 27.0)","(6.0, 11.0, 9.7)","(12.0, 27.0, 21.772727272727273)","(2.35, 3.95, 3.8657894736842104)"
09-01-2023 18:52:15.792832,"(2.2, 2.2, 2.163076923076923)","(10.0, 16.5, 14.4)","(16.0, 36.0, 27.0)","(6.0, 11.0, 9.7)","(13.0, 27.0, 20.5)","(2.4, 3.95, 3.8657894736842104)"
09-01-2023 18:52:16.773173,"(2.2, 2.2, 2.166511627906977)","(10.0, 16.0, 14.5)","(16.0, 36.0, 24.666666666666668)","(6.0, 11.0, 10.48)","(13.0, 25.0, 21.4)","(2.4, 3.95, 3.7944444444444447)"
09-01-2023 18:52:17.913460,"(2.2, 2.2, 2.161197604790419)","(10.0, 16.0, 15.1)","(16.0, 38.0, 24.666666666666668)","(6.0, 11.0, 10.48)","(13.0, 25.0, 21.4)","(2.4, 3.95, 3.7944444444444447)"
09-01-2023 18:52:19.063071,"(2.2, 2.16, 2.104347826086957)","(10.0, 16.5, 16.07142857142857)","(16.0, 36.0, 27.0)","(6.0, 11.0, 10.0)","(13.0, 25.0, 21.4)","(2.4, 3.95, 3.8333333333333335)"
09-01-2023 18:52:20.065836,"(2.2, 2.12, 2.0838709677419356)","(10.0, 18.5, 14.818181818181818)","(16.0, 36.0, 27.0)","(6.0, 11.0, 10.0)","(13.0, 25.0, 21.4)","(2.4, 3.95, 3.847058823529412)"
09-01-2023 18:52:20.979155,"(2.2, 2.12, 2.0793650793650795)","(10.0, 18.0, 15.818181818181818)","(16.0, 36.0, 32.4)","(6.0, 11.0, 10.0)","(13.0, 25.0, 23.11111111111111)","(2.4, 3.95, 3.847058823529412)"
09-01-2023 18:52:21.841519,"(2.2, 2.12, 2.114193548387097)","(10.0, 18.0, 16.153846153846153)","(16.0, 36.0, 32.4)","(6.0, 11.0, 10.0)","(13.0, 25.0, 22.714285714285715)","(2.4, 3.95, 3.847058823529412)"
09-01-2023 18:52:22.832865,"(2.2, 2.12, 2.115555555555556)","(10.0, 18.0, 16.153846153846153)","(16.0, 36.0, 32.4)","(6.0, 11.0, 10.0)","(13.0, 25.0, 21.0)","(2.4, 3.95, 3.847058823529412)"
09-01-2023 18:52:23.833189,"(2.2, 2.12, 2.115)","(10.0, 18.0, 16.153846153846153)","(16.0, 36.0, 32.4)","(6.0, 11.0, 10.0)","(13.0, 25.0, 21.0)","(2.4, 3.95, 3.847058823529412)"
09-01-2023 18:52:24.874482,"(2.2, 2.12, 2.115)","(10.0, 18.0, 16.153846153846153)","(16.0, 36.0, 32.4)","(6.0, 11.0, 10.0)","(13.0, 25.0, 21.0)","(2.4, 3.95, 3.847058823529412)"
09-01-2023 18:52:25.844405,"(2.2, 2.12, 2.1142857142857143)","(10.0, 18.0, 16.153846153846153)","(16.0, 36.0, 32.4)","(6.0, 11.0, 10.0)","(13.0, 25.0, 23.0)","(2.4, 3.95, 3.847058823529412)"
09-01-2023 18:52:26.751510,"(2.2, 2.14, 2.121860465116279)","(10.0, 18.0, 16.153846153846153)","(16.0, 36.0, 32.4)","(6.0, 11.0, 10.0)","(13.0, 25.0, 23.0)","(2.4, 3.95, 3.847058823529412)"
09-01-2023 18:52:27.595389,"(2.2, 2.14, 2.1182978723404258)","(10.0, 18.0, 16.153846153846153)","(16.0, 36.0, 32.4)","(6.0, 11.0, 10.0)","(13.0, 25.0, 23.0)","(2.4, 3.95, 3.847058823529412)"
09-01-2023 18:52:28.539415,"(2.2, 2.14, 2.1168181818181817)","(10.0, 18.0, 16.153846153846153)","(16.0, 36.0, 32.4)","(6.0, 11.0, 10.0)","(13.0, 25.0, 23.0)","(2.4, 3.95, 3.847058823529412)"
09-01-2023 18:52:29.548544,"(2.2, 2.14, 2.1168181818181817)","(10.0, 18.0, 16.153846153846153)","(16.0, 36.0, 32.4)","(6.0, 11.0, 10.0)","(13.0, 25.0, 23.0)","(2.4, 3.95, 3.847058823529412)"
09-01-2023 18:52:30.573059,"(2.2, 2.14, 2.1151219512195123)","(10.0, 18.0, 16.153846153846153)","(16.0, 36.0, 32.4)","(6.0, 11.0, 10.0)","(13.0, 25.0, 23.0)","(2.4, 3.95, 3.847058823529412)"
09-01-2023 18:52:31.576331,"(2.2, 2.14, 2.1090909090909093)","(10.0, 18.0, 16.545454545454547)","(16.0, 36.0, 32.4)","(6.0, 11.0, 10.0)","(13.0, 25.0, 29.857142857142858)","(2.4, 3.95, 3.847058823529412)"
09-01-2023 18:52:32.541305,"(2.2, 2.14, 2.1151219512195123)","(10.0, 17.5, 15.75)","(16.0, 36.0, 32.4)","(6.0, 11.0, 10.0)","(13.0, 32.0, 29.857142857142858)","(2.4, 3.95, 3.847058823529412)"
09-01-2023 18:52:33.545256,"(2.2, 2.14, 2.1151219512195123)","(10.0, 17.5, 15.0)","(16.0, 36.0, 32.4)","(6.0, 11.0, 10.0)","(13.0, 32.0, 29.857142857142858)","(2.4, 3.95, 3.6799999999999997)"
09-01-2023 18:52:34.423008,"(2.2, 2.14, 2.113846153846154)","(10.0, 17.5, 15.0)","(16.0, 36.0, 32.4)","(6.0, 11.0, 10.0)","(13.0, 32.0, 29.857142857142858)","(2.4, 3.95, 3.6799999999999997)"
09-01-2023 18:52:35.391068,"(2.2, 2.14, 2.113846153846154)","(10.0, 17.5, 15.0)","(16.0, 36.0, 32.4)","(6.0, 11.0, 10.0)","(13.0, 32.0, 29.857142857142858)","(2.4, 3.95, 3.74)"
09-01-2023 18:52:36.348044,"(2.2, 2.14, 2.113846153846154)","(10.0, 17.5, 15.0)","(16.0, 36.0, 32.4)","(6.0, 11.0, 9.7)","(13.0, 32.0, 29.857142857142858)","(2.4, 3.95, 3.74)"
09-01-2023 18:52:37.286874,"(2.2, 2.14, 2.1245454545454545)","(10.0, 17.5, 15.0)","(16.0, 36.0, 32.4)","(6.0, 11.0, 9.7)","(13.0, 32.0, 29.857142857142858)","(2.4, 3.95, 3.74)"
09-01-2023 18:52:38.222795,"(2.2, 2.14, 2.1245454545454545)","(10.0, 17.5, 15.0)","(16.0, 36.0, 32.4)","(6.0, 11.0, 9.7)","(13.0, 32.0, 29.857142857142858)","(2.4, 3.95, 3.74)"
09-01-2023 18:52:39.142935,"(2.2, 2.14, 2.1245454545454545)","(10.0, 17.5, 15.785714285714285)","(16.0, 36.0, 32.4)","(6.0, 11.0, 9.7)","(13.0, 32.0, 29.857142857142858)","(2.4, 3.95, 3.74)"
09-01-2023 18:52:40.077482,"(2.2, 2.14, 2.1335849056603773)","(10.0, 17.5, 15.785714285714285)","(16.0, 36.0, 32.5)","(6.0, 11.0, 9.7)","(13.0, 32.0, 29.857142857142858)","(2.4, 3.95, 3.74)"
09-01-2023 18:52:41.059996,"(2.2, 2.14, 2.1335849056603773)","(10.0, 17.5, 15.785714285714285)","(16.0, 36.0, 33.16666666666667)","(6.0, 11.0, 9.7)","(13.0, 32.0, 29.857142857142858)","(2.4, 3.95, 3.74)"
09-01-2023 18:52:42.149884,"(2.2, 2.14, 2.1335849056603773)","(10.0, 17.5, 15.785714285714285)","(16.0, 36.0, 31.75)","(6.0, 11.0, 9.7)","(13.0, 32.0, 29.857142857142858)","(2.4, 3.95, 3.74)"
09-01-2023 18:52:43.147560,"(2.2, 2.14, 2.1335849056603773)","(10.0, 17.5, 15.785714285714285)","(16.0, 36.0, 31.75)","(6.0, 11.0, 9.7)","(13.0, 32.0, 29.857142857142858)","(2.4, 3.95, 3.74)"
09-01-2023 18:52:44.142057,"(2.2, 2.16, 2.136842105263158)","(10.0, 17.5, 16.0)","(16.0, 36.0, 31.75)","(6.0, 11.0, 9.7)","(13.0, 32.0, 29.857142857142858)","(2.4, 3.9, 3.709090909090909)"
09-01-2023 18:52:45.219958,"(2.2, 2.16, 2.133913043478261)","(10.0, 17.5, 16.0)","(16.0, 36.0, 28.375)","(6.0, 11.0, 9.822222222222223)","(13.0, 32.0, 29.857142857142858)","(2.4, 3.9, 3.688888888888889)"
09-01-2023 18:52:46.177940,"(2.05, 2.16, 2.1472340425531917)","(11.0, 17.5, 16.0)","(16.0, 44.0, 28.375)","(6.5, 10.0, 9.822222222222223)","(14.0, 32.0, 23.714285714285715)","(2.45, 3.9, 3.6625)"
09-01-2023 18:52:47.108781,"(2.15, 2.16, 2.1472340425531917)","(11.0, 17.5, 16.0)","(16.0, 44.0, 30.363636363636367)","(6.5, 10.5, 9.55)","(14.0, 32.0, 23.714285714285715)","(2.45, 3.9, 3.5675)"
09-01-2023 18:52:48.077992,"(2.15, 2.16, 2.1472340425531917)","(11.0, 17.5, 16.166666666666668)","(16.0, 44.0, 31.5)","(6.5, 10.5, 9.142857142857142)","(14.0, 32.0, 23.714285714285715)","(2.45, 3.9, 3.583333333333333)"
09-01-2023 18:52:49.098610,"(2.15, 2.16, 2.1472340425531917)","(11.0, 17.5, 16.166666666666668)","(16.0, 44.0, 31.5)","(6.5, 10.5, 9.4)","(14.0, 32.0, 23.714285714285715)","(2.45, 3.85, 3.583333333333333)"
