,Titan Of Choice,Lidder Valley,Im Divine,Journey To Petra,Panama Papers,Champinsky,Fortune Follows
08-01-2023 15:11:29.545114,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 9.45)","(51.0, 170.0, 143.75)","(26.0, 85.0, 73.6)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:30.864795,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 9.45)","(51.0, 170.0, 143.75)","(26.0, 85.0, 73.6)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:32.035786,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 9.45)","(51.0, 170.0, 154.28571428571428)","(26.0, 85.0, 73.6)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:33.226569,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 9.45)","(51.0, 170.0, 154.28571428571428)","(26.0, 85.0, 73.6)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:34.443541,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 9.45)","(51.0, 170.0, 154.28571428571428)","(26.0, 85.0, 73.6)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:35.459229,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 9.45)","(51.0, 170.0, 154.28571428571428)","(26.0, 85.0, 73.6)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:36.743011,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 9.45)","(51.0, 170.0, 154.28571428571428)","(26.0, 85.0, 73.6)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:37.913568,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 9.45)","(51.0, 170.0, 140.0)","(26.0, 85.0, 73.6)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:39.065575,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 9.36)","(51.0, 170.0, 140.0)","(26.0, 85.0, 73.6)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:40.097995,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 10.68)","(51.0, 170.0, 140.0)","(26.0, 85.0, 73.6)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:41.163248,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 10.68)","(51.0, 170.0, 140.0)","(26.0, 85.0, 73.6)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:42.268187,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 10.68)","(51.0, 170.0, 140.0)","(26.0, 85.0, 73.6)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:43.281014,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 10.68)","(51.0, 170.0, 140.0)","(26.0, 85.0, 73.6)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:44.263360,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 10.68)","(51.0, 170.0, 140.0)","(26.0, 85.0, 73.6)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:45.332003,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 10.68)","(51.0, 170.0, 140.0)","(26.0, 85.0, 73.6)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:46.457146,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 10.68)","(51.0, 170.0, 140.0)","(26.0, 85.0, 73.6)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:47.433915,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 10.68)","(51.0, 170.0, 147.5)","(26.0, 85.0, 57.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:48.377233,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 10.114285714285714)","(51.0, 170.0, 147.5)","(26.0, 85.0, 57.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:49.485982,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 147.5)","(26.0, 85.0, 57.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:50.556794,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 147.5)","(26.0, 85.0, 57.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:51.464441,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 147.5)","(26.0, 85.0, 57.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:52.494338,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 147.5)","(26.0, 85.0, 57.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:53.539107,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 147.5)","(26.0, 85.0, 57.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:54.595134,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:55.587514,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 38.333333333333336)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:56.515684,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 38.333333333333336)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:57.585981,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 38.333333333333336)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:58.606826,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 38.333333333333336)","(10.0, 19.5, 17.0)"
08-01-2023 15:11:59.585763,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 38.333333333333336)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:00.549482,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 38.333333333333336)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:01.630358,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 38.333333333333336)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:02.666843,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 38.333333333333336)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:03.618909,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 38.333333333333336)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:04.538603,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 38.333333333333336)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:05.561741,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 38.333333333333336)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:06.536659,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 38.333333333333336)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:07.517731,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 38.333333333333336)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:08.505249,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 38.333333333333336)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:09.436662,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 38.333333333333336)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:10.393026,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 38.333333333333336)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:11.438313,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 38.333333333333336)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:12.395451,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 47.66666666666667)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:13.383803,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 47.66666666666667)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:14.488752,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 47.66666666666667)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:15.563113,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 47.66666666666667)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:16.610428,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 47.66666666666667)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:17.663550,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 47.66666666666667)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:18.850483,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 47.66666666666667)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:19.880244,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 47.66666666666667)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:20.842254,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 47.66666666666667)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:21.796572,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 47.66666666666667)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:22.791881,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.05)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 47.66666666666667)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:23.882262,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:24.893893,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:25.830593,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:26.819482,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:27.856388,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:28.816764,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:29.725184,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:30.715165,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:31.655171,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:32.652907,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:33.675975,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:34.589418,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:35.526022,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:36.584780,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:37.507493,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:38.400385,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:39.354960,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:40.323355,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:41.281890,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:42.209876,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:43.131540,"(3.7, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:44.034099,"(3.8, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:45.030877,"(3.8, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 17.0)"
08-01-2023 15:12:45.967258,"(3.8, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 18.714285714285715)"
08-01-2023 15:12:46.871910,"(3.8, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 18.714285714285715)"
08-01-2023 15:12:47.820693,"(3.8, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 18.714285714285715)"
08-01-2023 15:12:48.774228,"(3.8, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 18.714285714285715)"
08-01-2023 15:12:49.704705,"(3.8, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 18.714285714285715)"
08-01-2023 15:12:50.638759,"(3.8, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 18.714285714285715)"
08-01-2023 15:12:51.552968,"(3.8, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 18.714285714285715)"
08-01-2023 15:12:52.464927,"(3.8, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 18.714285714285715)"
08-01-2023 15:12:53.423879,"(3.8, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 18.714285714285715)"
08-01-2023 15:12:54.376899,"(3.8, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 18.714285714285715)"
08-01-2023 15:12:55.333419,"(3.8, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 18.714285714285715)"
08-01-2023 15:12:56.256868,"(3.8, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 18.714285714285715)"
08-01-2023 15:12:57.173566,"(3.8, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 18.714285714285715)"
08-01-2023 15:12:58.145193,"(3.8, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 18.714285714285715)"
08-01-2023 15:12:59.127144,"(3.8, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 17.666666666666668)"
08-01-2023 15:13:00.050274,"(3.8, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 17.666666666666668)"
08-01-2023 15:13:00.984064,"(3.8, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 17.666666666666668)"
08-01-2023 15:13:01.921929,"(3.8, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 17.666666666666668)"
08-01-2023 15:13:02.894415,"(3.8, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 17.666666666666668)"
08-01-2023 15:13:03.849143,"(3.8, 4.4, 4.044520547945206)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 17.666666666666668)"
08-01-2023 15:13:04.757554,"(3.8, 4.4, 4.128745644599303)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 17.666666666666668)"
08-01-2023 15:13:05.673642,"(3.8, 4.4, 4.128745644599303)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 17.666666666666668)"
08-01-2023 15:13:06.613511,"(3.8, 4.4, 4.128745644599303)","(3.2, 4.1, 4.012499999999999)","(2.6, 3.1, 2.952972972972973)","(6.0, 12.0, 8.85)","(51.0, 170.0, 140.0)","(26.0, 85.0, 57.0)","(10.0, 19.5, 17.666666666666668)"
