,Bull Dimple Rum,Bullet Hero,Kobestar,Midnight Rambler,Scenic Rim,Hyde,Gunmetal Girl,Sumnamilla,Shadie Milly
07-01-2023 15:15:15.175865,"(21.0, 46.0, 36.0)","(31.0, 60.0, 55.6)","(10.0, 16.0, 13.5)","(2.6, 3.55, 3.28)","(31.0, 36.0, 29.25)","(2.2, 2.74, 2.6653333333333333)","(13.0, 20.0, 18.75)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:15:16.342649,"(21.0, 46.0, 36.0)","(31.0, 60.0, 55.6)","(10.0, 16.0, 13.5)","(2.6, 3.55, 3.28)","(31.0, 36.0, 29.25)","(2.2, 2.74, 2.6653333333333333)","(13.0, 20.0, 18.75)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:15:17.651784,"(21.0, 46.0, 36.0)","(31.0, 60.0, 55.6)","(10.0, 16.0, 13.5)","(2.6, 3.55, 3.28)","(31.0, 36.0, 29.25)","(2.2, 2.74, 2.686666666666667)","(13.0, 20.0, 18.75)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:15:18.821448,"(21.0, 46.0, 36.0)","(31.0, 60.0, 55.6)","(10.0, 16.0, 13.5)","(2.6, 3.55, 3.28)","(31.0, 36.0, 29.25)","(2.2, 2.74, 2.686666666666667)","(13.0, 20.0, 18.75)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:15:19.966612,"(21.0, 46.0, 36.0)","(31.0, 60.0, 55.6)","(10.0, 16.0, 13.5)","(2.6, 3.55, 3.28)","(31.0, 36.0, 29.25)","(2.2, 2.74, 2.686666666666667)","(13.0, 20.0, 18.75)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:15:21.136048,"(21.0, 46.0, 36.0)","(31.0, 60.0, 55.6)","(10.0, 16.0, 13.5)","(2.6, 3.55, 3.28)","(31.0, 36.0, 29.25)","(2.2, 2.74, 2.686666666666667)","(13.0, 20.0, 18.75)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:15:22.390076,"(21.0, 46.0, 36.0)","(31.0, 60.0, 55.6)","(10.0, 16.0, 13.5)","(2.6, 3.55, 3.28)","(31.0, 36.0, 29.25)","(2.2, 2.74, 2.686666666666667)","(13.0, 20.0, 18.75)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:15:23.682913,"(21.0, 46.0, 36.0)","(31.0, 60.0, 55.6)","(10.0, 16.0, 13.5)","(2.6, 3.55, 3.28)","(31.0, 36.0, 29.25)","(2.2, 2.74, 2.686666666666667)","(13.0, 20.0, 18.75)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:15:24.883048,"(21.0, 46.0, 36.0)","(31.0, 60.0, 55.6)","(10.0, 16.0, 13.5)","(2.6, 3.55, 3.28)","(31.0, 36.0, 29.25)","(2.2, 2.74, 2.686666666666667)","(13.0, 20.0, 18.75)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:15:25.965165,"(21.0, 46.0, 36.0)","(31.0, 60.0, 55.6)","(10.0, 16.0, 13.5)","(2.6, 3.55, 3.28)","(31.0, 36.0, 29.25)","(2.2, 2.74, 2.686666666666667)","(13.0, 20.0, 18.75)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:15:27.048385,"(21.0, 46.0, 36.0)","(31.0, 60.0, 55.6)","(10.0, 16.0, 13.5)","(2.6, 3.55, 3.28)","(31.0, 36.0, 29.25)","(2.2, 2.74, 2.686666666666667)","(13.0, 20.0, 18.75)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:15:28.171140,"(21.0, 46.0, 36.0)","(31.0, 60.0, 55.6)","(10.0, 16.0, 13.5)","(2.6, 3.55, 3.28)","(31.0, 36.0, 31.5)","(2.2, 2.74, 2.686666666666667)","(13.0, 20.0, 18.75)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:15:29.304090,"(21.0, 46.0, 36.0)","(31.0, 60.0, 55.6)","(10.0, 16.0, 13.5)","(2.6, 3.55, 3.28)","(31.0, 36.0, 33.75)","(2.2, 2.74, 2.686666666666667)","(13.0, 20.0, 18.75)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:15:30.459710,"(21.0, 46.0, 36.0)","(31.0, 60.0, 55.6)","(10.0, 16.0, 13.5)","(2.6, 3.55, 3.28)","(31.0, 36.0, 33.75)","(2.2, 2.74, 2.686666666666667)","(13.0, 20.0, 18.75)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:15:31.592311,"(21.0, 46.0, 36.0)","(31.0, 60.0, 55.6)","(10.0, 16.0, 13.5)","(2.6, 3.55, 3.28)","(31.0, 36.0, 33.75)","(2.2, 2.74, 2.686666666666667)","(13.0, 20.0, 18.75)","(6.5, 9.0, 8.6)","(101.0, 220.0, 192.5)"
07-01-2023 15:15:32.822287,"(21.0, 46.0, 43.375)","(31.0, 60.0, 54.5)","(10.0, 16.0, 13.5)","(2.6, 3.55, 3.28)","(31.0, 36.0, 33.75)","(2.2, 2.74, 2.686666666666667)","(13.0, 20.0, 18.75)","(6.5, 9.0, 8.6)","(101.0, 220.0, 192.5)"
07-01-2023 15:15:34.093870,"(21.0, 46.0, 43.375)","(31.0, 60.0, 54.5)","(10.0, 16.0, 13.5)","(2.6, 3.55, 3.28)","(31.0, 36.0, 33.75)","(2.2, 2.74, 2.686666666666667)","(13.0, 20.0, 18.75)","(6.5, 9.0, 8.6)","(101.0, 220.0, 192.5)"
07-01-2023 15:15:35.336884,"(21.0, 46.0, 43.375)","(31.0, 60.0, 54.5)","(10.0, 16.0, 13.5)","(2.6, 3.55, 3.28)","(31.0, 36.0, 33.75)","(2.2, 2.74, 2.686666666666667)","(13.0, 20.0, 18.75)","(6.5, 9.0, 8.6)","(101.0, 220.0, 192.5)"
07-01-2023 15:15:36.454409,"(21.0, 46.0, 43.375)","(31.0, 60.0, 54.5)","(10.0, 16.0, 13.5)","(2.6, 3.55, 3.28)","(31.0, 36.0, 33.75)","(2.2, 2.74, 2.686666666666667)","(13.0, 20.0, 18.75)","(6.5, 9.0, 8.6)","(101.0, 220.0, 192.5)"
07-01-2023 15:15:37.573197,"(21.0, 46.0, 43.375)","(31.0, 60.0, 54.5)","(10.0, 16.0, 13.5)","(2.6, 3.55, 3.28)","(31.0, 36.0, 33.75)","(2.2, 2.74, 2.686666666666667)","(13.0, 20.0, 18.75)","(6.5, 9.0, 8.6)","(101.0, 220.0, 192.5)"
07-01-2023 15:15:38.720200,"(21.0, 46.0, 43.375)","(31.0, 60.0, 54.5)","(10.0, 16.0, 13.5)","(2.6, 3.55, 3.28)","(31.0, 36.0, 33.75)","(2.2, 2.74, 2.686666666666667)","(13.0, 20.0, 18.75)","(6.5, 9.0, 8.6)","(101.0, 220.0, 192.5)"
07-01-2023 15:15:39.938776,"(21.0, 46.0, 43.375)","(31.0, 60.0, 54.5)","(10.0, 16.0, 13.5)","(2.6, 3.55, 3.28)","(31.0, 36.0, 33.75)","(2.2, 2.74, 2.686666666666667)","(13.0, 20.0, 18.75)","(6.5, 9.0, 8.6)","(101.0, 220.0, 192.5)"
07-01-2023 15:15:41.108798,"(21.0, 46.0, 43.375)","(31.0, 60.0, 54.5)","(10.0, 16.0, 13.5)","(2.6, 3.55, 3.28)","(31.0, 36.0, 33.75)","(2.2, 2.74, 2.686666666666667)","(13.0, 20.0, 18.75)","(6.5, 9.0, 8.6)","(101.0, 220.0, 192.5)"
07-01-2023 15:15:42.280465,"(21.0, 46.0, 43.375)","(31.0, 60.0, 54.5)","(10.0, 16.0, 13.5)","(2.6, 3.55, 3.28)","(31.0, 36.0, 33.75)","(2.2, 2.74, 2.686666666666667)","(13.0, 20.0, 18.75)","(6.5, 9.0, 8.6)","(101.0, 220.0, 192.5)"
07-01-2023 15:15:43.494200,"(21.0, 46.0, 43.375)","(31.0, 60.0, 54.5)","(10.0, 16.0, 13.5)","(2.7, 3.55, 3.28)","(31.0, 36.0, 33.75)","(2.2, 2.74, 2.686666666666667)","(13.0, 20.0, 18.75)","(6.5, 9.0, 8.6)","(101.0, 220.0, 192.5)"
07-01-2023 15:15:44.639233,"(21.0, 46.0, 43.375)","(31.0, 60.0, 54.5)","(10.0, 16.0, 13.5)","(2.7, 3.55, 3.28)","(31.0, 36.0, 33.75)","(2.2, 2.74, 2.686666666666667)","(13.0, 20.0, 18.75)","(6.5, 9.0, 8.6)","(101.0, 220.0, 192.5)"
07-01-2023 15:15:45.831671,"(21.0, 46.0, 43.375)","(31.0, 60.0, 54.5)","(10.0, 16.0, 13.5)","(2.7, 3.55, 3.28)","(31.0, 36.0, 33.75)","(2.2, 2.74, 2.686666666666667)","(13.0, 20.0, 18.75)","(6.5, 9.0, 8.6)","(101.0, 220.0, 192.5)"
07-01-2023 15:15:47.087740,"(21.0, 46.0, 43.375)","(31.0, 60.0, 54.5)","(10.0, 16.0, 13.5)","(2.7, 3.55, 3.28)","(31.0, 36.0, 33.75)","(2.2, 2.74, 2.686666666666667)","(13.0, 20.0, 18.75)","(6.5, 9.0, 8.6)","(101.0, 220.0, 192.5)"
07-01-2023 15:15:48.297585,"(21.0, 46.0, 43.375)","(31.0, 60.0, 54.5)","(10.0, 16.0, 13.5)","(2.7, 3.55, 3.28)","(31.0, 36.0, 33.75)","(2.2, 2.74, 2.686666666666667)","(13.0, 20.0, 18.75)","(6.5, 9.0, 8.6)","(101.0, 220.0, 192.5)"
07-01-2023 15:15:49.406443,"(21.0, 46.0, 43.375)","(31.0, 60.0, 54.5)","(10.0, 16.0, 13.5)","(2.7, 3.55, 3.325)","(31.0, 36.0, 33.75)","(2.2, 2.74, 2.644)","(13.0, 20.0, 18.75)","(6.5, 9.0, 8.6)","(101.0, 220.0, 192.5)"
07-01-2023 15:15:50.567101,"(21.0, 46.0, 43.375)","(31.0, 60.0, 54.5)","(10.0, 16.0, 13.5)","(2.7, 3.55, 3.425)","(31.0, 36.0, 33.75)","(2.2, 2.7, 2.66)","(13.0, 20.0, 18.75)","(6.5, 9.0, 8.6)","(101.0, 220.0, 183.33333333333331)"
07-01-2023 15:15:51.730455,"(21.0, 46.0, 43.375)","(31.0, 60.0, 54.5)","(10.0, 16.0, 13.5)","(2.7, 3.6, 3.425)","(31.0, 36.0, 33.75)","(2.2, 2.72, 2.66)","(13.0, 20.0, 18.75)","(6.5, 9.0, 8.6)","(101.0, 220.0, 183.33333333333331)"
07-01-2023 15:15:52.932386,"(21.0, 46.0, 43.375)","(31.0, 60.0, 54.5)","(10.0, 16.0, 13.5)","(2.7, 3.6, 3.425)","(31.0, 36.0, 33.75)","(2.2, 2.72, 2.66)","(13.0, 20.0, 18.75)","(6.5, 9.0, 8.6)","(101.0, 220.0, 206.25)"
07-01-2023 15:15:54.032945,"(21.0, 46.0, 40.75)","(31.0, 60.0, 54.5)","(10.0, 16.0, 13.5)","(2.7, 3.6, 3.425)","(31.0, 36.0, 33.75)","(2.2, 2.72, 2.66)","(13.0, 20.0, 18.75)","(6.5, 9.0, 8.6)","(101.0, 220.0, 206.25)"
07-01-2023 15:15:55.164510,"(21.0, 46.0, 40.75)","(31.0, 60.0, 54.5)","(10.0, 16.0, 13.5)","(2.7, 3.6, 3.425)","(31.0, 36.0, 33.75)","(2.2, 2.72, 2.66)","(13.0, 20.0, 18.75)","(6.5, 9.0, 8.6)","(101.0, 220.0, 206.25)"
07-01-2023 15:15:56.278832,"(21.0, 46.0, 40.75)","(31.0, 60.0, 54.5)","(10.0, 16.0, 13.5)","(2.7, 3.6, 3.425)","(31.0, 36.0, 33.75)","(2.2, 2.72, 2.66)","(13.0, 20.0, 18.75)","(6.5, 9.0, 8.6)","(101.0, 220.0, 206.25)"
07-01-2023 15:15:57.511756,"(21.0, 46.0, 40.75)","(31.0, 60.0, 54.5)","(10.0, 16.0, 13.5)","(2.7, 3.6, 3.425)","(31.0, 36.0, 33.75)","(2.2, 2.72, 2.66)","(13.0, 20.0, 18.75)","(6.5, 9.0, 8.6)","(101.0, 220.0, 206.25)"
07-01-2023 15:15:58.713526,"(21.0, 46.0, 40.75)","(31.0, 60.0, 54.5)","(10.0, 16.0, 13.5)","(2.7, 3.6, 3.425)","(31.0, 36.0, 33.75)","(2.2, 2.72, 2.66)","(13.0, 20.0, 18.75)","(6.5, 9.0, 8.6)","(101.0, 220.0, 206.25)"
07-01-2023 15:15:59.833508,"(21.0, 46.0, 40.75)","(31.0, 60.0, 54.5)","(10.0, 16.0, 13.5)","(2.7, 3.6, 3.425)","(31.0, 36.0, 31.5)","(2.2, 2.72, 2.66)","(13.0, 20.0, 18.5)","(6.5, 9.0, 8.6)","(101.0, 220.0, 206.25)"
07-01-2023 15:16:00.926839,"(21.0, 46.0, 40.75)","(31.0, 60.0, 54.5)","(10.0, 16.0, 13.5)","(2.7, 3.6, 3.425)","(31.0, 36.0, 33.75)","(2.2, 2.72, 2.66)","(13.0, 20.0, 18.5)","(6.5, 9.0, 8.6)","(101.0, 220.0, 206.25)"
07-01-2023 15:16:02.109600,"(21.0, 46.0, 42.5)","(31.0, 60.0, 50.0)","(10.0, 16.0, 13.5)","(2.7, 3.6, 3.425)","(31.0, 36.0, 33.75)","(2.2, 2.72, 2.66)","(13.0, 20.0, 18.5)","(6.5, 9.0, 8.6)","(101.0, 220.0, 206.25)"
07-01-2023 15:16:03.319417,"(21.0, 46.0, 42.5)","(31.0, 60.0, 50.0)","(10.0, 16.0, 13.5)","(2.7, 3.6, 3.425)","(31.0, 36.0, 33.75)","(2.2, 2.72, 2.66)","(13.0, 20.0, 18.5)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:16:04.781890,"(21.0, 46.0, 42.5)","(31.0, 60.0, 50.0)","(10.0, 16.0, 13.5)","(2.7, 3.6, 3.425)","(31.0, 36.0, 33.75)","(2.2, 2.72, 2.66)","(13.0, 20.0, 18.5)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:16:06.152798,"(21.0, 46.0, 40.75)","(31.0, 60.0, 50.0)","(10.0, 16.0, 13.5)","(2.7, 3.6, 3.425)","(31.0, 36.0, 33.75)","(2.2, 2.72, 2.66)","(13.0, 20.0, 19.5)","(6.5, 9.0, 8.6)","(101.0, 220.0, 206.25)"
07-01-2023 15:16:07.466209,"(21.0, 46.0, 40.75)","(31.0, 60.0, 48.0)","(10.0, 16.0, 13.5)","(2.7, 3.6, 3.425)","(31.0, 36.0, 33.75)","(2.2, 2.72, 2.66)","(13.0, 20.0, 19.5)","(6.5, 9.0, 8.6)","(101.0, 220.0, 206.25)"
07-01-2023 15:16:08.822624,"(21.0, 46.0, 40.75)","(31.0, 60.0, 48.0)","(10.0, 16.0, 13.5)","(2.7, 3.6, 3.425)","(31.0, 36.0, 33.75)","(2.2, 2.72, 2.66)","(13.0, 20.0, 19.5)","(6.5, 9.0, 8.6)","(101.0, 220.0, 206.25)"
07-01-2023 15:16:10.147725,"(21.0, 46.0, 40.75)","(31.0, 60.0, 48.0)","(10.0, 16.0, 13.5)","(2.7, 3.6, 3.425)","(31.0, 36.0, 33.75)","(2.2, 2.72, 2.66)","(13.0, 20.0, 19.5)","(6.5, 9.0, 8.6)","(101.0, 220.0, 206.25)"
07-01-2023 15:16:11.354094,"(21.0, 46.0, 40.75)","(31.0, 60.0, 48.0)","(10.0, 16.0, 13.5)","(2.7, 3.6, 3.425)","(31.0, 36.0, 33.75)","(2.2, 2.72, 2.66)","(13.0, 20.0, 19.5)","(6.5, 9.0, 8.6)","(101.0, 220.0, 206.25)"
07-01-2023 15:16:12.453932,"(21.0, 46.0, 40.75)","(31.0, 60.0, 48.0)","(10.0, 16.0, 13.5)","(2.7, 3.6, 3.425)","(31.0, 36.0, 33.333333333333336)","(2.2, 2.72, 2.66)","(13.0, 20.0, 19.5)","(6.5, 9.0, 8.6)","(101.0, 220.0, 206.25)"
07-01-2023 15:16:13.625211,"(21.0, 46.0, 40.75)","(31.0, 60.0, 48.0)","(10.0, 16.0, 13.5)","(2.7, 3.6, 3.425)","(31.0, 36.0, 33.333333333333336)","(2.2, 2.72, 2.66)","(13.0, 20.0, 19.5)","(6.5, 9.0, 8.6)","(101.0, 220.0, 206.25)"
07-01-2023 15:16:14.827714,"(21.0, 46.0, 40.75)","(31.0, 60.0, 48.0)","(10.0, 16.0, 13.5)","(2.7, 3.55, 3.2928571428571427)","(31.0, 36.0, 33.333333333333336)","(2.2, 2.72, 2.66)","(13.0, 20.0, 19.5)","(6.5, 9.0, 8.6)","(101.0, 220.0, 206.25)"
07-01-2023 15:16:16.074058,"(21.0, 46.0, 40.75)","(31.0, 60.0, 48.0)","(10.0, 16.0, 13.5)","(2.7, 3.55, 3.2928571428571427)","(31.0, 36.0, 33.333333333333336)","(2.2, 2.72, 2.66)","(13.0, 20.0, 19.5)","(6.5, 9.0, 8.6)","(101.0, 220.0, 206.25)"
07-01-2023 15:16:17.299006,"(21.0, 46.0, 40.75)","(31.0, 60.0, 48.0)","(10.0, 16.0, 13.5)","(2.7, 3.55, 3.2928571428571427)","(31.0, 36.0, 33.333333333333336)","(2.2, 2.72, 2.66)","(13.0, 20.0, 19.5)","(6.5, 9.0, 8.6)","(101.0, 220.0, 206.25)"
07-01-2023 15:16:18.499710,"(21.0, 46.0, 40.75)","(31.0, 60.0, 48.0)","(10.0, 16.0, 13.5)","(2.7, 3.55, 3.2928571428571427)","(31.0, 36.0, 33.333333333333336)","(2.2, 2.72, 2.66)","(13.0, 20.0, 19.5)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:16:19.704426,"(21.0, 46.0, 40.75)","(31.0, 60.0, 48.0)","(10.0, 16.0, 13.5)","(2.7, 3.55, 3.2928571428571427)","(31.0, 36.0, 33.333333333333336)","(2.2, 2.72, 2.66)","(13.0, 20.0, 19.5)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:16:20.950084,"(21.0, 46.0, 40.75)","(31.0, 60.0, 48.0)","(10.0, 16.0, 13.5)","(2.7, 3.55, 3.2928571428571427)","(31.0, 36.0, 33.333333333333336)","(2.2, 2.72, 2.66)","(13.0, 20.0, 19.5)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:16:22.225730,"(21.0, 46.0, 40.75)","(31.0, 60.0, 48.0)","(10.0, 16.0, 13.5)","(2.7, 3.55, 3.2928571428571427)","(31.0, 36.0, 33.333333333333336)","(2.2, 2.72, 2.66)","(13.0, 20.0, 19.5)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:16:23.455195,"(21.0, 46.0, 40.75)","(31.0, 60.0, 48.0)","(10.0, 16.0, 13.5)","(2.7, 3.55, 3.2928571428571427)","(31.0, 36.0, 33.333333333333336)","(2.2, 2.72, 2.66)","(13.0, 20.0, 19.5)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:16:24.628183,"(21.0, 46.0, 40.75)","(31.0, 60.0, 48.0)","(10.0, 16.0, 13.5)","(2.7, 3.55, 3.2928571428571427)","(31.0, 36.0, 33.333333333333336)","(2.2, 2.72, 2.66)","(13.0, 20.0, 19.5)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:16:25.731425,"(21.0, 46.0, 40.75)","(31.0, 60.0, 48.0)","(10.0, 16.0, 13.5)","(2.7, 3.55, 3.2928571428571427)","(31.0, 36.0, 33.333333333333336)","(2.2, 2.72, 2.66)","(13.0, 20.0, 19.5)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:16:26.831329,"(21.0, 46.0, 40.75)","(31.0, 60.0, 48.0)","(10.0, 16.0, 13.5)","(2.7, 3.55, 3.2928571428571427)","(31.0, 36.0, 33.333333333333336)","(2.2, 2.72, 2.66)","(13.0, 20.0, 19.5)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:16:27.999868,"(21.0, 46.0, 40.75)","(31.0, 60.0, 48.0)","(10.0, 16.0, 13.5)","(2.7, 3.55, 3.2928571428571427)","(31.0, 36.0, 33.333333333333336)","(2.2, 2.72, 2.66)","(13.0, 20.0, 19.5)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:16:29.189056,"(21.0, 46.0, 40.75)","(31.0, 60.0, 48.0)","(10.0, 16.0, 13.5)","(2.7, 3.55, 3.2928571428571427)","(31.0, 36.0, 33.333333333333336)","(2.2, 2.72, 2.66)","(13.0, 20.0, 19.5)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:16:30.380959,"(21.0, 46.0, 40.75)","(31.0, 60.0, 48.0)","(10.0, 16.0, 13.5)","(2.7, 3.55, 3.2928571428571427)","(31.0, 36.0, 33.333333333333336)","(2.2, 2.72, 2.66)","(13.0, 20.0, 19.5)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:16:31.600137,"(21.0, 46.0, 40.75)","(31.0, 60.0, 48.0)","(10.0, 16.0, 13.5)","(2.7, 3.55, 3.2928571428571427)","(31.0, 36.0, 33.333333333333336)","(2.2, 2.72, 2.66)","(13.0, 20.0, 19.5)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:16:32.884052,"(21.0, 46.0, 35.5)","(31.0, 60.0, 48.0)","(10.0, 16.0, 13.5)","(2.7, 3.55, 3.2928571428571427)","(31.0, 36.0, 33.333333333333336)","(2.2, 2.72, 2.66)","(13.0, 20.0, 19.5)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:16:34.119339,"(21.0, 46.0, 35.5)","(31.0, 60.0, 48.0)","(10.0, 16.0, 14.5)","(2.7, 3.55, 3.2542553191489363)","(31.0, 36.0, 33.333333333333336)","(2.2, 2.72, 2.66)","(13.0, 20.0, 19.5)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:16:35.299570,"(21.0, 46.0, 35.5)","(31.0, 60.0, 48.0)","(10.0, 16.0, 13.5)","(2.7, 3.45, 3.254)","(31.0, 36.0, 33.333333333333336)","(2.2, 2.72, 2.66)","(13.0, 20.0, 19.5)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:16:36.422692,"(21.0, 46.0, 35.5)","(31.0, 60.0, 48.0)","(10.0, 16.0, 13.142857142857142)","(2.7, 3.45, 3.254)","(31.0, 36.0, 33.333333333333336)","(2.2, 2.72, 2.66)","(13.0, 20.0, 19.166666666666668)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:16:37.628120,"(21.0, 46.0, 35.5)","(31.0, 60.0, 48.0)","(10.0, 16.0, 13.142857142857142)","(2.7, 3.45, 3.253921568627451)","(31.0, 36.0, 33.333333333333336)","(2.2, 2.72, 2.66)","(13.0, 20.0, 19.166666666666668)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:16:38.905601,"(21.0, 46.0, 35.5)","(31.0, 60.0, 48.0)","(10.0, 16.0, 13.142857142857142)","(2.7, 3.45, 3.253921568627451)","(31.0, 36.0, 33.333333333333336)","(2.2, 2.72, 2.66)","(13.0, 20.0, 19.166666666666668)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:16:40.124601,"(21.0, 46.0, 35.5)","(31.0, 60.0, 48.0)","(10.0, 16.0, 13.142857142857142)","(2.7, 3.45, 3.253921568627451)","(31.0, 36.0, 33.333333333333336)","(2.2, 2.72, 2.66)","(13.0, 20.0, 19.166666666666668)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:16:41.442974,"(21.0, 46.0, 35.5)","(31.0, 60.0, 48.0)","(10.0, 16.0, 13.142857142857142)","(2.7, 3.45, 3.253921568627451)","(31.0, 36.0, 33.333333333333336)","(2.2, 2.72, 2.66)","(13.0, 20.0, 19.166666666666668)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:16:42.748555,"(21.0, 46.0, 35.5)","(31.0, 60.0, 48.0)","(10.0, 16.0, 13.142857142857142)","(2.7, 3.45, 3.253921568627451)","(31.0, 36.0, 33.333333333333336)","(2.2, 2.72, 2.66)","(13.0, 20.0, 19.166666666666668)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:16:44.082349,"(21.0, 46.0, 35.5)","(31.0, 60.0, 48.0)","(10.0, 16.0, 13.142857142857142)","(2.7, 3.45, 3.253921568627451)","(31.0, 36.0, 33.333333333333336)","(2.2, 2.72, 2.66)","(13.0, 20.0, 19.166666666666668)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:16:45.571431,"(21.0, 46.0, 35.5)","(31.0, 60.0, 48.0)","(10.0, 16.0, 13.142857142857142)","(2.7, 3.45, 3.253921568627451)","(31.0, 36.0, 33.333333333333336)","(2.2, 2.72, 2.66)","(13.0, 20.0, 19.166666666666668)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:16:46.944394,"(21.0, 46.0, 35.5)","(31.0, 60.0, 48.0)","(10.0, 16.0, 13.142857142857142)","(2.7, 3.45, 3.253921568627451)","(31.0, 36.0, 33.333333333333336)","(2.2, 2.72, 2.66)","(13.0, 20.0, 19.166666666666668)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:16:48.187406,"(21.0, 46.0, 35.5)","(31.0, 60.0, 48.0)","(10.0, 16.0, 13.142857142857142)","(2.7, 3.45, 3.253921568627451)","(31.0, 36.0, 33.333333333333336)","(2.2, 2.72, 2.66)","(13.0, 20.0, 19.166666666666668)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:16:49.415591,"(21.0, 46.0, 35.5)","(31.0, 60.0, 48.0)","(10.0, 16.0, 13.142857142857142)","(2.7, 3.45, 3.253921568627451)","(31.0, 36.0, 33.333333333333336)","(2.2, 2.72, 2.66)","(13.0, 20.0, 19.166666666666668)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:16:50.735567,"(21.0, 46.0, 35.5)","(31.0, 60.0, 48.0)","(10.0, 16.0, 13.142857142857142)","(2.7, 3.45, 3.253921568627451)","(31.0, 36.0, 33.333333333333336)","(2.2, 2.72, 2.66)","(13.0, 20.0, 19.166666666666668)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
07-01-2023 15:16:52.013060,"(21.0, 46.0, 35.5)","(31.0, 60.0, 48.0)","(10.0, 16.0, 13.142857142857142)","(2.7, 3.45, 3.253921568627451)","(31.0, 36.0, 33.333333333333336)","(2.2, 2.72, 2.66)","(13.0, 20.0, 19.166666666666668)","(6.5, 9.0, 8.6)","(101.0, 220.0, 207.77777777777777)"
