,Stacked Deck,Moonlit Picture,Tranquil Ben,Skylahs Misfit,Little Gomez,Kingsbrae Anna,Mundy Valley,Leon Kingsbrae
12-01-2023 12:44:43.991337,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 170.0, 93.0909090909091)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.4215384615384616)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:44:45.214687,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 170.0, 93.0909090909091)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.4215384615384616)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:44:46.334135,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 170.0, 93.0909090909091)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.4215384615384616)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:44:47.470111,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 170.0, 93.0909090909091)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.4215384615384616)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:44:48.684129,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 170.0, 93.0909090909091)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.4215384615384616)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:44:49.802913,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 170.0, 93.0909090909091)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.4215384615384616)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:44:50.854478,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 170.0, 93.0909090909091)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.4215384615384616)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:44:51.937468,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 170.0, 93.0909090909091)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.4215384615384616)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:44:53.036505,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 170.0, 93.0909090909091)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.4215384615384616)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:44:54.132572,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 170.0, 93.0909090909091)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.4215384615384616)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:44:55.413547,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 170.0, 93.0909090909091)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.4215384615384616)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:44:56.596812,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 170.0, 93.0909090909091)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.411111111111111)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:44:57.782071,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 170.0, 93.0909090909091)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:44:59.217771,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 170.0, 93.0909090909091)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:00.491892,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 170.0, 93.0909090909091)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:01.825301,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 170.0, 93.0909090909091)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:02.973743,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 170.0, 93.0909090909091)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:04.202867,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 170.0, 93.0909090909091)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:05.469750,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 170.0, 93.0909090909091)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:06.677187,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 170.0, 93.0909090909091)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:07.835397,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 170.0, 93.0909090909091)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:09.008368,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 170.0, 104.625)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:10.227448,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 4.077419354838709)","(11.0, 23.0, 21.625)","(31.0, 150.0, 104.625)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:11.331572,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9516129032258065)","(11.0, 23.0, 21.625)","(31.0, 150.0, 75.78571428571429)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:12.421478,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.844444444444444)","(11.0, 23.0, 21.625)","(31.0, 160.0, 75.78571428571429)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:13.638051,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.844444444444444)","(11.0, 23.0, 21.625)","(31.0, 160.0, 75.78571428571429)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:14.826547,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.844444444444444)","(11.0, 23.0, 21.625)","(31.0, 160.0, 75.78571428571429)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:16.027893,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.844444444444444)","(11.0, 23.0, 21.625)","(31.0, 160.0, 75.78571428571429)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:17.118819,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.844444444444444)","(11.0, 23.0, 21.625)","(31.0, 160.0, 75.78571428571429)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:18.178222,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.844444444444444)","(11.0, 23.0, 21.625)","(31.0, 160.0, 75.78571428571429)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:19.352726,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.844444444444444)","(11.0, 23.0, 21.625)","(31.0, 160.0, 75.78571428571429)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:20.567281,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.844444444444444)","(11.0, 23.0, 21.625)","(31.0, 160.0, 75.78571428571429)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:21.737343,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.844444444444444)","(11.0, 23.0, 21.625)","(31.0, 160.0, 75.78571428571429)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:22.874418,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.844444444444444)","(11.0, 23.0, 21.625)","(31.0, 160.0, 75.78571428571429)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:23.962067,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.844444444444444)","(11.0, 23.0, 21.625)","(31.0, 160.0, 75.78571428571429)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:25.200037,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9321428571428574)","(11.0, 23.0, 21.625)","(31.0, 160.0, 75.78571428571429)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:26.422316,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9321428571428574)","(11.0, 23.0, 21.625)","(31.0, 160.0, 75.78571428571429)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:27.486987,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9321428571428574)","(11.0, 23.0, 21.625)","(31.0, 160.0, 75.78571428571429)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:28.537125,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9321428571428574)","(11.0, 23.0, 21.625)","(31.0, 160.0, 75.78571428571429)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:29.710113,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9321428571428574)","(11.0, 23.0, 21.625)","(31.0, 160.0, 75.78571428571429)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:30.784179,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9321428571428574)","(11.0, 23.0, 21.625)","(31.0, 160.0, 75.78571428571429)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:31.804744,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9321428571428574)","(11.0, 23.0, 21.625)","(31.0, 160.0, 75.78571428571429)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:32.893075,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9321428571428574)","(11.0, 23.0, 21.625)","(31.0, 160.0, 75.78571428571429)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:34.003172,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9321428571428574)","(11.0, 23.0, 21.625)","(31.0, 160.0, 75.78571428571429)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:35.105143,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9321428571428574)","(11.0, 23.0, 21.625)","(31.0, 160.0, 75.78571428571429)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:36.177759,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9321428571428574)","(11.0, 23.0, 21.625)","(31.0, 160.0, 75.78571428571429)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:37.293906,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9321428571428574)","(11.0, 23.0, 21.625)","(31.0, 160.0, 75.78571428571429)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:38.312247,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9321428571428574)","(11.0, 23.0, 21.625)","(31.0, 160.0, 75.78571428571429)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:39.422462,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9321428571428574)","(11.0, 23.0, 21.625)","(31.0, 160.0, 75.78571428571429)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:40.586025,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9321428571428574)","(11.0, 23.0, 21.625)","(31.0, 160.0, 75.78571428571429)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:41.784514,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9321428571428574)","(11.0, 23.0, 21.625)","(31.0, 160.0, 75.78571428571429)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:42.930978,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9516129032258065)","(11.0, 23.0, 21.625)","(31.0, 160.0, 75.78571428571429)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:43.949883,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 160.0, 75.78571428571429)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:45.107103,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 160.0, 75.78571428571429)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:46.291332,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 160.0, 75.78571428571429)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:47.342560,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 160.0, 75.78571428571429)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:48.361814,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 160.0, 75.78571428571429)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:49.384424,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 150.0, 89.5)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:50.392120,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 150.0, 89.5)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:51.447456,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 190.0, 123.375)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:52.520485,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 180.0, 123.375)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:53.588359,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 180.0, 123.375)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:54.577722,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 180.0, 97.63636363636363)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:55.670068,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 180.0, 97.63636363636363)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:56.796658,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 180.0, 97.63636363636363)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:57.876968,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 180.0, 97.63636363636363)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:45:58.981107,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 180.0, 97.63636363636363)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:46:00.134818,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 180.0, 97.63636363636363)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:46:01.268556,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 180.0, 97.63636363636363)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:46:02.280474,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 180.0, 97.63636363636363)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:46:03.373718,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 180.0, 97.63636363636363)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:46:04.536384,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 180.0, 97.63636363636363)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:46:05.671512,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 180.0, 97.63636363636363)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:46:06.764979,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 180.0, 97.63636363636363)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:46:07.848954,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 180.0, 97.63636363636363)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:46:08.861098,"(8.0, 15.0, 13.057142857142857)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 180.0, 97.63636363636363)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:46:09.911291,"(8.0, 15.5, 12.7625)","(3.0, 5.0, 3.9407407407407407)","(11.0, 23.0, 21.625)","(31.0, 180.0, 97.63636363636363)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:46:11.002798,"(8.0, 16.0, 13.77142857142857)","(3.0, 5.0, 4.262162162162162)","(11.0, 23.0, 21.625)","(31.0, 180.0, 97.63636363636363)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:46:12.134840,"(8.0, 16.0, 13.77142857142857)","(3.0, 5.0, 4.262162162162162)","(11.0, 23.0, 21.625)","(31.0, 180.0, 97.63636363636363)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:46:13.242221,"(8.0, 16.0, 13.77142857142857)","(3.0, 5.0, 4.262162162162162)","(11.0, 23.0, 21.625)","(31.0, 180.0, 97.63636363636363)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
12-01-2023 12:46:14.232792,"(8.0, 16.0, 13.77142857142857)","(3.0, 5.0, 4.262162162162162)","(11.0, 23.0, 21.625)","(31.0, 180.0, 97.63636363636363)","(5.5, 12.0, 7.00909090909091)","(2.15, 2.44, 2.439305210918114)","(20.0, 65.0, 38.0)","(26.0, 95.0, 36.714285714285715)"
