,Raging Bull,Cuban Royale,Night Of Power,Vreneli,Bold Mac,Easifar,Niccis Fling,Silent Agenda
07-01-2023 14:08:42.415508,"(11.0, 14.0, 13.967136150234742)","(7.5, 10.5, 10.20890410958904)","(21.0, 30.0, 27.77777777777778)","(3.4, 4.2, 4.030699774266366)","(3.9, 4.7, 4.675308641975309)","(10.0, 13.0, 12.347826086956522)","(10.0, 12.0, 11.985943775100402)","(5.5, 6.6, 6.341666666666667)"
07-01-2023 14:08:43.903103,"(11.0, 14.0, 13.890625)","(7.5, 10.5, 10.20890410958904)","(21.0, 30.0, 27.77777777777778)","(3.4, 4.2, 4.030699774266366)","(3.9, 4.7, 4.675308641975309)","(10.0, 13.0, 12.347826086956522)","(10.0, 12.0, 11.985943775100402)","(5.5, 6.6, 6.341666666666667)"
07-01-2023 14:08:45.283915,"(11.0, 14.0, 13.890625)","(7.5, 10.5, 10.20890410958904)","(21.0, 30.0, 27.77777777777778)","(3.4, 4.2, 4.030699774266366)","(3.9, 4.7, 4.675308641975309)","(10.0, 13.0, 12.347826086956522)","(10.0, 12.0, 11.985943775100402)","(5.5, 6.6, 6.341666666666667)"
07-01-2023 14:08:46.658193,"(11.0, 14.0, 13.890625)","(7.5, 10.5, 10.20890410958904)","(21.0, 30.0, 27.77777777777778)","(3.4, 4.2, 4.030699774266366)","(3.9, 4.7, 4.675308641975309)","(10.0, 13.0, 12.347826086956522)","(10.0, 12.0, 11.985943775100402)","(5.5, 6.6, 6.341666666666667)"
07-01-2023 14:08:48.036501,"(11.0, 14.0, 13.890625)","(7.5, 10.5, 10.20890410958904)","(21.0, 30.0, 26.88888888888889)","(3.4, 4.2, 4.030699774266366)","(3.9, 4.7, 4.675308641975309)","(10.0, 13.0, 12.347826086956522)","(10.0, 12.0, 11.985943775100402)","(5.5, 6.6, 6.304761904761905)"
07-01-2023 14:08:49.457791,"(11.0, 14.0, 13.890625)","(7.5, 10.5, 10.20890410958904)","(21.0, 28.0, 26.88888888888889)","(3.4, 4.2, 4.030699774266366)","(3.9, 4.7, 4.675308641975309)","(10.0, 13.0, 12.347826086956522)","(10.0, 12.0, 11.985943775100402)","(5.5, 6.6, 6.354455445544555)"
07-01-2023 14:08:50.861438,"(11.0, 14.0, 13.701612903225806)","(7.5, 10.5, 10.20890410958904)","(21.0, 28.0, 26.88888888888889)","(3.4, 4.2, 4.030699774266366)","(3.9, 4.7, 4.675308641975309)","(10.0, 13.0, 12.347826086956522)","(10.0, 12.0, 11.985477178423237)","(5.5, 6.6, 6.354455445544555)"
07-01-2023 14:08:52.219763,"(11.0, 14.5, 13.857142857142858)","(7.5, 10.5, 10.20890410958904)","(21.0, 28.0, 26.88888888888889)","(3.4, 4.2, 4.044074844074844)","(3.9, 4.7, 4.675308641975309)","(10.0, 13.0, 12.347826086956522)","(10.0, 12.0, 11.985477178423237)","(5.5, 6.6, 6.354455445544555)"
07-01-2023 14:08:53.471904,"(11.0, 14.5, 13.857142857142858)","(7.5, 10.5, 10.20890410958904)","(21.0, 28.0, 26.88888888888889)","(3.4, 4.2, 4.044074844074844)","(3.9, 4.7, 4.675308641975309)","(10.0, 13.0, 12.347826086956522)","(10.0, 12.0, 11.985477178423237)","(5.5, 6.6, 6.352)"
07-01-2023 14:08:54.919392,"(11.0, 14.5, 13.857142857142858)","(7.5, 10.5, 10.20890410958904)","(21.0, 28.0, 26.88888888888889)","(3.4, 4.2, 4.044074844074844)","(3.9, 4.7, 4.675308641975309)","(10.0, 13.0, 12.347826086956522)","(10.0, 12.0, 11.985477178423237)","(5.5, 6.6, 6.352)"
07-01-2023 14:08:56.392252,"(11.0, 14.5, 13.857142857142858)","(7.5, 10.5, 10.20890410958904)","(21.0, 28.0, 26.88888888888889)","(3.4, 4.2, 4.044074844074844)","(3.9, 4.7, 4.675308641975309)","(10.0, 13.0, 12.347826086956522)","(10.0, 12.0, 11.985477178423237)","(5.5, 6.6, 6.352)"
07-01-2023 14:08:57.608064,"(11.0, 14.5, 13.857142857142858)","(7.5, 10.5, 10.20890410958904)","(21.0, 28.0, 26.88888888888889)","(3.4, 4.2, 4.044074844074844)","(3.9, 4.7, 4.675308641975309)","(10.0, 13.0, 12.347826086956522)","(10.0, 12.0, 11.985477178423237)","(5.5, 6.6, 6.352)"
07-01-2023 14:08:58.865096,"(11.0, 14.5, 13.857142857142858)","(7.5, 10.5, 10.20890410958904)","(21.0, 28.0, 26.88888888888889)","(3.4, 4.2, 4.044074844074844)","(3.9, 4.7, 4.681818181818182)","(10.0, 13.0, 12.347826086956522)","(10.0, 12.0, 12.366666666666667)","(5.5, 6.6, 6.352)"
07-01-2023 14:09:00.587867,"(11.0, 14.5, 13.857142857142858)","(7.5, 10.5, 10.20890410958904)","(21.0, 28.0, 26.88888888888889)","(3.4, 4.2, 4.044074844074844)","(3.9, 4.7, 4.681818181818182)","(10.0, 13.0, 12.347826086956522)","(10.0, 12.5, 12.366666666666667)","(5.5, 6.6, 6.352)"
07-01-2023 14:09:01.989340,"(11.0, 14.5, 13.857142857142858)","(7.5, 10.5, 10.20890410958904)","(21.0, 28.0, 26.88888888888889)","(3.4, 4.2, 4.044074844074844)","(3.9, 4.7, 4.681818181818182)","(10.0, 13.0, 12.347826086956522)","(10.0, 12.5, 12.366666666666667)","(5.5, 6.6, 6.352)"
07-01-2023 14:09:03.623607,"(11.0, 14.5, 13.857142857142858)","(7.5, 10.5, 10.20890410958904)","(21.0, 28.0, 26.88888888888889)","(3.4, 4.2, 4.044074844074844)","(3.9, 4.7, 4.681818181818182)","(10.0, 13.0, 12.347826086956522)","(10.0, 12.5, 12.366666666666667)","(5.5, 6.6, 6.352)"
07-01-2023 14:09:05.113697,"(11.0, 14.5, 13.857142857142858)","(7.5, 10.5, 10.20890410958904)","(21.0, 28.0, 26.88888888888889)","(3.4, 4.2, 4.044074844074844)","(3.9, 4.7, 4.681818181818182)","(10.0, 13.0, 12.347826086956522)","(10.0, 12.5, 12.366666666666667)","(5.5, 6.6, 6.352)"
07-01-2023 14:09:06.739670,"(11.0, 14.5, 13.857142857142858)","(7.5, 10.5, 10.20890410958904)","(21.0, 28.0, 26.214285714285715)","(3.4, 4.2, 4.114965986394558)","(3.9, 4.7, 4.681818181818182)","(10.0, 13.0, 12.347826086956522)","(10.0, 12.5, 11.911971830985916)","(5.5, 6.6, 6.352)"
07-01-2023 14:09:08.262611,"(11.0, 14.5, 13.857142857142858)","(7.5, 10.5, 10.20890410958904)","(21.0, 27.0, 26.214285714285715)","(3.4, 4.2, 4.114965986394558)","(3.9, 4.7, 4.680769230769231)","(10.0, 13.0, 12.347826086956522)","(10.0, 12.0, 11.900684931506849)","(5.5, 6.6, 6.352)"
07-01-2023 14:09:09.861312,"(11.0, 14.5, 13.857142857142858)","(7.5, 10.5, 10.20890410958904)","(21.0, 27.0, 26.214285714285715)","(3.4, 4.2, 4.114965986394558)","(3.9, 4.7, 4.680769230769231)","(10.0, 13.0, 12.347826086956522)","(10.0, 12.0, 11.900684931506849)","(5.5, 6.6, 6.352)"
07-01-2023 14:09:11.393839,"(11.0, 14.5, 13.857142857142858)","(7.5, 10.5, 10.20469798657718)","(21.0, 27.0, 26.214285714285715)","(3.4, 4.2, 4.114965986394558)","(3.9, 4.7, 4.680769230769231)","(10.0, 13.0, 12.347826086956522)","(10.0, 12.0, 11.900684931506849)","(5.5, 6.6, 6.352)"
07-01-2023 14:09:12.670256,"(11.0, 14.5, 13.857142857142858)","(7.5, 10.5, 10.20469798657718)","(21.0, 27.0, 26.214285714285715)","(3.4, 4.2, 4.114965986394558)","(3.9, 4.7, 4.680769230769231)","(10.0, 13.0, 12.347826086956522)","(10.0, 12.0, 11.900684931506849)","(5.5, 6.6, 6.352)"
07-01-2023 14:09:13.912374,"(11.0, 14.5, 13.857142857142858)","(7.5, 10.5, 10.20469798657718)","(21.0, 27.0, 26.214285714285715)","(3.4, 4.2, 4.114965986394558)","(3.9, 4.7, 4.680769230769231)","(10.0, 13.0, 12.347826086956522)","(10.0, 12.0, 11.900684931506849)","(5.5, 6.6, 6.352)"
07-01-2023 14:09:15.119474,"(11.0, 14.5, 14.11328125)","(7.5, 10.5, 10.20469798657718)","(21.0, 27.0, 26.214285714285715)","(3.4, 4.2, 4.114965986394558)","(3.9, 4.7, 4.6220779220779225)","(10.0, 13.0, 12.347826086956522)","(10.0, 12.0, 11.900684931506849)","(5.5, 6.6, 6.307042253521127)"
07-01-2023 14:09:16.448328,"(11.0, 14.5, 14.11328125)","(7.5, 10.5, 10.20469798657718)","(21.0, 27.0, 26.214285714285715)","(3.4, 4.2, 4.114965986394558)","(3.9, 4.7, 4.614634146341464)","(10.0, 13.0, 12.347826086956522)","(10.0, 12.0, 11.900684931506849)","(5.5, 6.6, 6.307042253521127)"
07-01-2023 14:09:17.931238,"(11.0, 14.5, 14.11328125)","(7.5, 10.5, 10.20469798657718)","(21.0, 27.0, 26.214285714285715)","(3.4, 4.2, 4.114965986394558)","(3.9, 4.7, 4.614634146341464)","(10.0, 13.0, 12.347826086956522)","(10.0, 12.0, 11.900684931506849)","(5.5, 6.6, 6.307042253521127)"
07-01-2023 14:09:19.236576,"(11.0, 14.5, 14.11328125)","(7.5, 10.5, 10.20469798657718)","(21.0, 27.0, 26.214285714285715)","(3.4, 4.2, 4.114965986394558)","(3.9, 4.7, 4.614634146341464)","(10.0, 13.0, 12.347826086956522)","(10.0, 12.0, 11.900684931506849)","(5.5, 6.6, 6.307042253521127)"
07-01-2023 14:09:20.662760,"(11.0, 14.5, 14.11328125)","(7.5, 10.5, 10.20469798657718)","(21.0, 27.0, 26.214285714285715)","(3.4, 4.2, 4.114965986394558)","(3.9, 4.7, 4.614634146341464)","(10.0, 13.0, 12.347826086956522)","(10.0, 12.0, 11.900684931506849)","(5.5, 6.6, 6.307042253521127)"
07-01-2023 14:09:22.074730,"(11.0, 14.5, 14.11328125)","(7.5, 10.5, 10.20469798657718)","(21.0, 27.0, 26.214285714285715)","(3.4, 4.2, 4.114965986394558)","(3.9, 4.7, 4.614634146341464)","(10.0, 13.0, 12.347826086956522)","(10.0, 12.0, 11.900684931506849)","(5.5, 6.6, 6.307042253521127)"
07-01-2023 14:09:23.347603,"(11.0, 14.5, 14.11328125)","(7.5, 10.5, 10.20469798657718)","(21.0, 27.0, 26.214285714285715)","(3.4, 4.2, 4.114965986394558)","(3.9, 4.7, 4.614634146341464)","(10.0, 13.0, 12.347826086956522)","(10.0, 12.0, 11.900684931506849)","(5.5, 6.6, 6.376744186046512)"
07-01-2023 14:09:24.453758,"(11.0, 14.5, 14.11328125)","(7.5, 10.5, 10.20469798657718)","(21.0, 27.0, 25.77777777777778)","(3.4, 4.2, 4.11645885286783)","(3.9, 4.7, 4.636231884057971)","(10.0, 13.0, 12.166666666666666)","(10.0, 12.0, 11.900684931506849)","(5.5, 6.4, 6.376744186046512)"
07-01-2023 14:09:25.836640,"(11.0, 14.5, 14.054054054054054)","(7.5, 10.5, 10.194444444444445)","(21.0, 27.0, 25.625)","(3.4, 4.2, 4.132850241545894)","(3.9, 4.7, 4.642424242424243)","(10.0, 13.0, 12.166666666666666)","(10.0, 12.0, 11.900684931506849)","(5.5, 6.4, 6.380952380952381)"
07-01-2023 14:09:27.234435,"(11.0, 14.5, 14.028571428571428)","(7.5, 10.5, 10.194444444444445)","(21.0, 27.0, 25.625)","(3.4, 4.2, 4.133170731707317)","(3.9, 4.7, 4.646099290780142)","(10.0, 13.0, 12.166666666666666)","(10.0, 12.0, 11.900684931506849)","(5.5, 6.4, 6.380952380952381)"
07-01-2023 14:09:28.526503,"(11.0, 14.5, 14.028571428571428)","(7.5, 10.5, 10.194444444444445)","(21.0, 27.0, 25.625)","(3.4, 4.2, 4.133170731707317)","(3.9, 4.7, 4.646099290780142)","(10.0, 13.0, 12.166666666666666)","(10.0, 12.0, 11.900684931506849)","(5.5, 6.4, 6.380952380952381)"
07-01-2023 14:09:29.785201,"(11.0, 14.5, 14.028571428571428)","(7.5, 10.5, 10.194444444444445)","(21.0, 27.0, 25.625)","(3.4, 4.2, 4.12257217847769)","(3.9, 4.7, 4.6401360544217685)","(10.0, 13.0, 12.147540983606557)","(10.0, 12.0, 12.212962962962964)","(5.5, 6.4, 6.380952380952381)"
07-01-2023 14:09:31.112364,"(11.0, 14.5, 14.028571428571428)","(7.5, 10.5, 10.194444444444445)","(21.0, 27.0, 25.625)","(3.4, 4.2, 4.123888888888889)","(3.9, 4.7, 4.6315315315315315)","(10.0, 13.0, 12.166666666666666)","(10.0, 12.5, 12.383018867924529)","(5.5, 6.4, 6.376744186046512)"
07-01-2023 14:09:32.366516,"(11.0, 14.5, 14.028571428571428)","(7.5, 10.5, 10.194444444444445)","(21.0, 27.0, 25.625)","(3.4, 4.2, 4.123888888888889)","(3.9, 4.7, 4.6315315315315315)","(10.0, 13.0, 12.166666666666666)","(10.0, 12.5, 12.383018867924529)","(5.5, 6.4, 6.376744186046512)"
07-01-2023 14:09:33.685441,"(11.0, 14.5, 14.028571428571428)","(7.5, 10.5, 10.194444444444445)","(21.0, 27.0, 25.625)","(3.4, 4.2, 4.123888888888889)","(3.9, 4.7, 4.6315315315315315)","(10.0, 13.0, 12.166666666666666)","(10.0, 12.5, 12.383018867924529)","(5.5, 6.4, 6.217094017094017)"
07-01-2023 14:09:34.805951,"(11.0, 14.5, 14.028571428571428)","(7.5, 10.5, 10.194444444444445)","(21.0, 27.0, 25.625)","(3.4, 4.2, 4.123888888888889)","(3.9, 4.7, 4.658695652173913)","(10.0, 13.0, 12.166666666666666)","(10.0, 12.5, 12.383018867924529)","(5.5, 5.9, 5.816109422492401)"
07-01-2023 14:09:36.028602,"(11.0, 14.5, 14.028571428571428)","(7.5, 10.5, 10.194444444444445)","(21.0, 27.0, 25.625)","(3.4, 4.2, 4.133007334963325)","(3.9, 4.7, 4.6802197802197805)","(10.0, 13.0, 12.166666666666666)","(10.0, 12.5, 12.24)","(5.5, 6.4, 5.878048780487805)"
07-01-2023 14:09:37.350818,"(11.0, 14.5, 14.028571428571428)","(7.5, 10.5, 10.194444444444445)","(21.0, 27.0, 25.625)","(3.4, 4.2, 4.133007334963325)","(3.9, 4.6, 4.575257731958763)","(10.0, 13.0, 12.166666666666666)","(10.0, 12.5, 12.24)","(5.5, 6.4, 5.927659574468085)"
07-01-2023 14:09:38.633680,"(11.0, 14.5, 14.028571428571428)","(7.5, 10.5, 10.194444444444445)","(21.0, 27.0, 25.625)","(3.4, 4.2, 4.133007334963325)","(3.9, 4.6, 4.575257731958763)","(10.0, 13.0, 12.166666666666666)","(10.0, 12.5, 12.24)","(5.5, 6.2, 5.933333333333334)"
07-01-2023 14:09:39.897112,"(11.0, 14.5, 14.028571428571428)","(7.5, 10.5, 10.194444444444445)","(21.0, 27.0, 25.625)","(3.4, 4.2, 4.133007334963325)","(3.9, 4.6, 4.575257731958763)","(10.0, 13.0, 12.166666666666666)","(10.0, 12.5, 12.24)","(5.5, 6.2, 5.933333333333334)"
07-01-2023 14:09:41.338900,"(11.0, 14.5, 14.028571428571428)","(7.5, 10.5, 10.194444444444445)","(21.0, 27.0, 25.625)","(3.4, 4.2, 4.133007334963325)","(3.9, 4.6, 4.575257731958763)","(10.0, 13.0, 12.166666666666666)","(10.0, 12.5, 12.24)","(5.5, 6.2, 5.933333333333334)"
07-01-2023 14:09:42.764901,"(11.0, 14.5, 14.028571428571428)","(7.5, 10.5, 10.194444444444445)","(21.0, 27.0, 25.625)","(3.4, 4.2, 4.133007334963325)","(3.9, 4.6, 4.575257731958763)","(10.0, 13.0, 12.166666666666666)","(10.0, 12.5, 12.24)","(5.5, 6.2, 5.933333333333334)"
07-01-2023 14:09:43.955453,"(11.0, 14.5, 14.028571428571428)","(7.5, 10.5, 10.194444444444445)","(21.0, 27.0, 25.625)","(3.4, 4.2, 4.133007334963325)","(3.9, 4.6, 4.575257731958763)","(10.0, 13.0, 12.166666666666666)","(10.0, 12.5, 12.24)","(5.5, 6.2, 6.058823529411765)"
07-01-2023 14:09:45.153075,"(12.0, 14.5, 14.028571428571428)","(8.0, 10.5, 10.171641791044776)","(21.0, 27.0, 25.625)","(3.5, 4.2, 4.138148984198645)","(4.0, 4.6, 4.575257731958763)","(10.0, 13.0, 12.166666666666666)","(10.0, 12.5, 12.4)","(5.5, 6.2, 6.058823529411765)"
07-01-2023 14:09:46.439984,"(12.0, 14.5, 14.028571428571428)","(8.0, 10.5, 10.171641791044776)","(21.0, 27.0, 26.5)","(3.5, 4.2, 4.129015544041451)","(4.0, 4.6, 4.575257731958763)","(10.0, 13.0, 12.166666666666666)","(10.0, 12.5, 12.40188679245283)","(5.5, 6.2, 6.058823529411765)"
07-01-2023 14:09:47.680081,"(12.0, 14.5, 14.028571428571428)","(8.0, 10.5, 10.171641791044776)","(21.0, 28.0, 26.5)","(3.5, 4.2, 4.129015544041451)","(4.0, 4.6, 4.575257731958763)","(10.0, 13.0, 12.166666666666666)","(10.0, 12.5, 12.40188679245283)","(5.5, 6.2, 6.058823529411765)"
07-01-2023 14:09:48.858609,"(12.0, 14.5, 14.028571428571428)","(8.0, 10.5, 10.171641791044776)","(20.0, 28.0, 26.5)","(3.5, 4.2, 4.129015544041451)","(4.0, 4.6, 4.575257731958763)","(10.0, 13.0, 12.166666666666666)","(10.0, 12.5, 12.40188679245283)","(5.5, 6.2, 6.058823529411765)"
07-01-2023 14:09:50.183846,"(12.0, 14.5, 14.028571428571428)","(8.0, 10.5, 10.171641791044776)","(20.0, 28.0, 26.5)","(3.5, 4.2, 4.129015544041451)","(4.0, 4.6, 4.575257731958763)","(10.0, 13.0, 12.166666666666666)","(10.0, 12.5, 12.40188679245283)","(5.5, 6.2, 6.058823529411765)"
07-01-2023 14:09:51.467625,"(12.0, 14.5, 14.028571428571428)","(8.0, 10.5, 10.171641791044776)","(20.0, 28.0, 26.5)","(3.5, 4.2, 4.132748538011696)","(4.0, 4.6, 4.575257731958763)","(10.0, 13.0, 12.166666666666666)","(10.0, 12.5, 12.40188679245283)","(5.5, 6.2, 6.058823529411765)"
07-01-2023 14:09:52.744965,"(12.0, 14.5, 14.028571428571428)","(8.0, 10.5, 10.171641791044776)","(20.0, 28.0, 26.5)","(3.5, 4.2, 4.132748538011696)","(4.0, 4.6, 4.575257731958763)","(10.0, 13.0, 12.166666666666666)","(10.0, 12.5, 12.40188679245283)","(5.5, 6.2, 6.058823529411765)"
07-01-2023 14:09:53.952287,"(12.0, 14.5, 14.028571428571428)","(8.0, 10.5, 10.14516129032258)","(20.0, 28.0, 26.5)","(3.5, 4.2, 4.132748538011696)","(4.0, 4.6, 4.575257731958763)","(10.0, 13.0, 12.166666666666666)","(10.0, 12.5, 12.40188679245283)","(5.5, 6.2, 6.08)"
07-01-2023 14:09:55.228606,"(12.0, 14.5, 14.028571428571428)","(8.0, 10.5, 10.14516129032258)","(20.0, 28.0, 26.5)","(3.5, 4.2, 4.121768707482993)","(4.0, 4.6, 4.575257731958763)","(10.0, 13.0, 12.166666666666666)","(10.0, 12.5, 12.40188679245283)","(5.5, 6.4, 6.236363636363636)"
07-01-2023 14:09:56.573746,"(12.0, 14.5, 14.028571428571428)","(8.0, 10.5, 10.14516129032258)","(20.0, 28.0, 25.5)","(3.5, 4.2, 4.121768707482993)","(4.0, 4.6, 4.575257731958763)","(10.0, 13.0, 12.166666666666666)","(10.0, 12.5, 12.40188679245283)","(5.5, 6.4, 6.236363636363636)"
07-01-2023 14:09:57.784093,"(12.0, 14.5, 14.028571428571428)","(8.0, 10.5, 10.14516129032258)","(20.0, 28.0, 25.5)","(3.5, 4.2, 4.121768707482993)","(4.0, 4.6, 4.575257731958763)","(10.0, 13.0, 12.166666666666666)","(10.0, 12.5, 12.4)","(5.5, 6.4, 6.236363636363636)"
07-01-2023 14:09:58.974213,"(12.0, 14.5, 14.028571428571428)","(8.0, 10.5, 10.14516129032258)","(20.0, 28.0, 25.5)","(3.5, 4.2, 4.1251968503937)","(4.0, 4.6, 4.496163069544364)","(10.0, 13.0, 12.166666666666666)","(10.0, 12.5, 12.412698412698413)","(5.5, 6.4, 6.236363636363636)"
07-01-2023 14:10:00.210781,"(12.0, 14.5, 14.028571428571428)","(8.0, 10.5, 10.14516129032258)","(20.0, 28.0, 25.5)","(3.5, 4.2, 4.139297124600639)","(4.0, 4.5, 4.496859903381642)","(10.0, 13.0, 12.23728813559322)","(10.0, 13.0, 12.412698412698413)","(5.5, 6.4, 6.236363636363636)"
07-01-2023 14:10:01.480691,"(12.0, 14.5, 14.028571428571428)","(8.0, 10.5, 10.14516129032258)","(20.0, 28.0, 25.5)","(3.5, 4.2, 4.137272727272727)","(4.0, 4.5, 4.4969976905311775)","(10.0, 13.0, 12.277777777777779)","(10.0, 13.0, 12.41891891891892)","(5.5, 6.4, 6.268131868131868)"
07-01-2023 14:10:02.817154,"(12.0, 14.5, 14.027777777777779)","(8.0, 10.5, 10.14516129032258)","(20.0, 28.0, 25.5)","(3.5, 4.2, 4.137272727272727)","(4.0, 4.5, 4.4969976905311775)","(10.0, 13.0, 12.277777777777779)","(10.0, 13.0, 12.41891891891892)","(5.5, 6.4, 6.268131868131868)"
07-01-2023 14:10:04.050696,"(12.0, 14.5, 14.004854368932039)","(8.0, 10.5, 10.14516129032258)","(20.0, 28.0, 25.5)","(3.5, 4.2, 4.137272727272727)","(4.0, 4.5, 4.496551724137931)","(10.0, 13.0, 12.277777777777779)","(10.0, 13.0, 12.41891891891892)","(5.5, 6.4, 6.268131868131868)"
07-01-2023 14:10:05.245447,"(12.0, 14.5, 14.004854368932039)","(8.0, 10.5, 10.088785046728972)","(20.0, 28.0, 25.5)","(3.5, 4.2, 4.137272727272727)","(4.0, 4.5, 4.496437054631829)","(10.0, 13.0, 12.277777777777779)","(10.0, 13.0, 12.41891891891892)","(5.5, 6.4, 6.268131868131868)"
07-01-2023 14:10:06.351749,"(12.0, 14.5, 14.004854368932039)","(8.0, 10.5, 10.088785046728972)","(20.0, 28.0, 25.5)","(3.5, 4.2, 4.137272727272727)","(4.0, 4.5, 4.496437054631829)","(10.0, 13.0, 12.277777777777779)","(10.0, 13.0, 12.41891891891892)","(5.5, 6.4, 6.268131868131868)"
07-01-2023 14:10:07.513628,"(12.0, 14.5, 14.004854368932039)","(8.0, 10.5, 10.088785046728972)","(20.0, 28.0, 25.5)","(3.5, 4.2, 4.137272727272727)","(4.0, 4.5, 4.496437054631829)","(10.0, 13.0, 12.277777777777779)","(10.0, 13.0, 12.41891891891892)","(5.5, 6.4, 6.268131868131868)"
07-01-2023 14:10:08.794604,"(12.0, 14.5, 14.004854368932039)","(8.0, 10.5, 10.088785046728972)","(20.0, 28.0, 25.5)","(3.5, 4.2, 4.137272727272727)","(4.0, 4.5, 4.548275862068965)","(10.0, 13.0, 12.277777777777779)","(10.0, 13.0, 12.41891891891892)","(5.5, 6.4, 6.188118811881188)"
07-01-2023 14:10:10.081514,"(12.0, 14.5, 14.004854368932039)","(8.0, 10.5, 10.088785046728972)","(20.0, 28.0, 25.5)","(3.5, 4.2, 4.137272727272727)","(4.0, 4.6, 4.571538461538461)","(10.0, 13.0, 12.454545454545455)","(10.0, 13.0, 12.41891891891892)","(5.5, 6.2, 6.1922077922077925)"
07-01-2023 14:10:11.296656,"(12.0, 14.5, 14.004854368932039)","(8.0, 10.5, 10.088785046728972)","(20.0, 28.0, 25.5)","(3.5, 4.2, 4.137272727272727)","(4.0, 4.6, 4.571538461538461)","(10.0, 13.0, 12.454545454545455)","(10.0, 13.0, 12.41891891891892)","(5.5, 6.2, 6.114754098360656)"
07-01-2023 14:10:12.549627,"(12.0, 14.5, 14.004854368932039)","(8.0, 10.5, 10.088785046728972)","(20.0, 28.0, 25.5)","(3.5, 4.2, 4.137272727272727)","(4.0, 4.6, 4.573571428571428)","(10.0, 13.0, 12.454545454545455)","(10.0, 13.0, 12.41891891891892)","(5.5, 6.2, 6.120306513409962)"
07-01-2023 14:10:13.776485,"(12.0, 14.5, 14.004854368932039)","(8.0, 10.5, 10.066901408450704)","(20.0, 28.0, 25.5)","(3.5, 4.2, 4.137272727272727)","(4.0, 4.6, 4.573571428571428)","(10.0, 13.0, 12.454545454545455)","(10.0, 13.0, 12.41891891891892)","(5.5, 6.2, 6.11875)"
07-01-2023 14:10:15.082501,"(12.0, 14.5, 14.004854368932039)","(8.0, 10.5, 10.066901408450704)","(20.0, 28.0, 25.5)","(3.5, 4.2, 4.137272727272727)","(4.0, 4.6, 4.573571428571428)","(10.0, 13.0, 12.454545454545455)","(10.0, 13.0, 12.41891891891892)","(5.5, 6.2, 6.11875)"
07-01-2023 14:10:16.372304,"(12.0, 14.5, 14.004854368932039)","(8.0, 10.5, 10.066901408450704)","(21.0, 28.0, 25.5)","(3.5, 4.2, 4.137272727272727)","(4.0, 4.6, 4.573571428571428)","(10.0, 13.0, 12.454545454545455)","(10.0, 13.0, 12.41891891891892)","(5.5, 6.2, 6.178823529411765)"
07-01-2023 14:10:17.531299,"(12.0, 14.5, 14.004854368932039)","(8.0, 10.5, 10.066901408450704)","(21.0, 28.0, 25.5)","(3.5, 4.2, 4.137272727272727)","(4.0, 4.6, 4.573571428571428)","(10.0, 13.0, 12.454545454545455)","(10.0, 13.0, 12.41891891891892)","(5.5, 6.4, 6.183908045977011)"
07-01-2023 14:10:18.789786,"(12.0, 14.5, 14.004854368932039)","(8.0, 10.5, 10.066901408450704)","(21.0, 28.0, 25.5)","(3.5, 4.2, 4.137272727272727)","(4.0, 4.6, 4.573571428571428)","(10.0, 13.0, 12.454545454545455)","(10.0, 13.0, 12.41891891891892)","(5.5, 6.4, 6.183908045977011)"
07-01-2023 14:10:20.158436,"(12.0, 14.5, 14.004854368932039)","(8.0, 10.5, 10.066901408450704)","(21.0, 28.0, 25.5)","(3.5, 4.2, 4.137272727272727)","(4.0, 4.6, 4.573571428571428)","(10.0, 13.0, 12.454545454545455)","(10.0, 13.0, 12.41891891891892)","(5.5, 6.4, 6.183908045977011)"
07-01-2023 14:10:21.427397,"(12.0, 14.5, 14.004854368932039)","(8.0, 10.5, 10.066901408450704)","(21.0, 28.0, 25.5)","(3.5, 4.2, 4.137272727272727)","(4.0, 4.6, 4.573571428571428)","(10.0, 13.0, 12.454545454545455)","(10.0, 13.0, 12.41891891891892)","(5.5, 6.4, 6.183908045977011)"
07-01-2023 14:10:22.540379,"(12.0, 14.5, 14.004854368932039)","(8.0, 10.5, 10.066901408450704)","(21.0, 28.0, 25.5)","(3.5, 4.2, 4.1238970588235295)","(4.0, 4.6, 4.635526315789474)","(10.0, 13.0, 12.454545454545455)","(10.0, 13.0, 12.41891891891892)","(5.5, 6.4, 6.183908045977011)"
07-01-2023 14:10:23.707992,"(12.0, 14.5, 14.004854368932039)","(8.0, 10.5, 10.066901408450704)","(21.0, 28.0, 25.5)","(3.5, 4.2, 4.137462235649546)","(4.0, 4.7, 4.64974358974359)","(10.0, 13.0, 12.454545454545455)","(10.0, 13.0, 12.41891891891892)","(5.5, 6.4, 6.10739299610895)"
07-01-2023 14:10:24.994112,"(12.0, 14.5, 14.004854368932039)","(8.0, 10.5, 10.066901408450704)","(20.0, 28.0, 25.5)","(3.5, 4.2, 4.137462235649546)","(3.9, 4.7, 4.64974358974359)","(10.0, 13.0, 12.454545454545455)","(10.0, 13.0, 12.41891891891892)","(5.5, 6.4, 6.10739299610895)"
07-01-2023 14:10:26.277916,"(12.0, 14.5, 14.004854368932039)","(8.0, 10.5, 10.066901408450704)","(20.0, 28.0, 25.5)","(3.5, 4.2, 4.137462235649546)","(3.9, 4.7, 4.64974358974359)","(10.0, 13.0, 12.454545454545455)","(10.0, 13.0, 12.378048780487806)","(5.5, 6.4, 6.10739299610895)"
