,Raging Bull,Cuban Royale,Night Of Power,Vreneli,Bold Mac,Easifar,Niccis Fling,Silent Agenda
07-01-2023 14:10:47.231050,"(12.0, 14.5, 14.004854368932039)","(8.0, 10.5, 10.1)","(20.0, 28.0, 26.22222222222222)","(3.5, 4.2, 4.137462235649546)","(3.9, 4.7, 4.622727272727272)","(10.0, 12.5, 12.386904761904763)","(10.0, 12.5, 12.35483870967742)","(5.5, 6.4, 6.1015625)"
07-01-2023 14:10:48.500859,"(12.0, 14.5, 14.004854368932039)","(8.0, 10.5, 10.1)","(20.0, 28.0, 26.22222222222222)","(3.5, 4.2, 4.1383900928792565)","(3.9, 4.7, 4.645161290322581)","(10.0, 12.5, 12.386904761904763)","(10.0, 12.5, 12.35483870967742)","(5.5, 6.4, 6.1015625)"
07-01-2023 14:10:49.813534,"(12.0, 14.5, 14.004854368932039)","(8.0, 10.0, 9.895424836601308)","(20.0, 28.0, 26.22222222222222)","(3.5, 4.2, 4.1383900928792565)","(3.9, 4.7, 4.651851851851852)","(10.0, 12.5, 12.386904761904763)","(10.0, 12.5, 12.35483870967742)","(5.5, 6.4, 6.102766798418973)"
07-01-2023 14:10:51.141308,"(12.0, 14.5, 14.002439024390243)","(8.0, 10.0, 9.895424836601308)","(20.0, 28.0, 26.22222222222222)","(3.5, 4.2, 4.1383900928792565)","(3.9, 4.7, 4.668674698795181)","(10.0, 12.5, 12.386904761904763)","(10.0, 12.5, 12.166666666666666)","(5.5, 6.4, 6.102766798418973)"
07-01-2023 14:10:52.438822,"(12.0, 14.5, 14.002439024390243)","(8.0, 10.0, 9.895424836601308)","(20.0, 28.0, 26.22222222222222)","(3.5, 4.2, 4.137237237237237)","(3.9, 4.7, 4.6675)","(10.0, 12.5, 12.386904761904763)","(10.0, 12.5, 12.354166666666666)","(5.5, 6.4, 6.109704641350211)"
07-01-2023 14:10:53.604410,"(12.0, 14.5, 14.002439024390243)","(8.0, 10.0, 9.895424836601308)","(20.0, 28.0, 26.22222222222222)","(3.5, 4.2, 4.137237237237237)","(3.9, 4.7, 4.6675)","(10.0, 12.5, 12.386904761904763)","(10.0, 12.5, 12.354166666666666)","(5.5, 6.4, 6.0962962962962965)"
07-01-2023 14:10:54.822664,"(12.0, 14.5, 14.002439024390243)","(8.0, 10.0, 9.895424836601308)","(20.0, 28.0, 26.22222222222222)","(3.5, 4.2, 4.137237237237237)","(3.9, 4.7, 4.6675)","(10.0, 12.5, 12.386904761904763)","(10.0, 12.5, 12.354166666666666)","(5.5, 6.4, 6.0962962962962965)"
07-01-2023 14:10:56.139839,"(12.0, 14.5, 14.002439024390243)","(8.0, 10.0, 9.895424836601308)","(20.0, 28.0, 26.22222222222222)","(3.5, 4.2, 4.134890965732087)","(3.9, 4.7, 4.6675)","(10.0, 12.5, 12.386904761904763)","(10.0, 12.5, 12.337209302325581)","(5.5, 6.4, 6.0962962962962965)"
07-01-2023 14:10:57.455922,"(12.0, 14.5, 14.002439024390243)","(8.0, 10.0, 9.895424836601308)","(20.0, 28.0, 26.22222222222222)","(3.5, 4.2, 4.142181818181818)","(3.9, 4.7, 4.6675)","(10.0, 12.5, 12.386904761904763)","(10.0, 12.5, 12.337209302325581)","(5.5, 6.4, 6.0962962962962965)"
07-01-2023 14:10:58.730176,"(12.0, 14.5, 14.002439024390243)","(8.0, 10.0, 9.895424836601308)","(20.0, 28.0, 26.22222222222222)","(3.5, 4.2, 4.142181818181818)","(3.9, 4.7, 4.6675)","(10.0, 12.5, 12.386904761904763)","(10.0, 12.5, 12.337209302325581)","(5.5, 6.4, 6.0962962962962965)"
07-01-2023 14:11:00.145730,"(12.0, 14.5, 14.002439024390243)","(8.0, 10.0, 9.895424836601308)","(20.0, 28.0, 26.22222222222222)","(3.5, 4.2, 4.142181818181818)","(3.9, 4.7, 4.596478873239437)","(10.0, 12.5, 12.384146341463415)","(10.0, 12.5, 12.337209302325581)","(5.5, 6.4, 6.0962962962962965)"
07-01-2023 14:11:01.477683,"(12.0, 14.5, 14.002439024390243)","(8.0, 10.0, 9.895424836601308)","(20.0, 28.0, 26.22222222222222)","(3.5, 4.2, 4.142181818181818)","(3.9, 4.6, 4.596478873239437)","(10.0, 12.5, 12.384146341463415)","(10.0, 12.5, 12.337209302325581)","(5.5, 6.4, 6.0962962962962965)"
07-01-2023 14:11:02.869640,"(12.0, 14.5, 14.002439024390243)","(8.0, 10.0, 9.895424836601308)","(20.0, 28.0, 26.22222222222222)","(3.5, 4.2, 4.142181818181818)","(3.9, 4.6, 4.653072625698324)","(10.0, 12.5, 12.4921875)","(10.0, 12.5, 12.337209302325581)","(5.5, 6.4, 6.0962962962962965)"
07-01-2023 14:11:04.091542,"(12.0, 14.5, 14.002439024390243)","(8.0, 10.0, 9.895424836601308)","(20.0, 28.0, 26.22222222222222)","(3.5, 4.2, 4.142181818181818)","(3.9, 4.7, 4.657471264367817)","(10.0, 12.5, 12.4921875)","(10.0, 12.5, 12.337209302325581)","(5.5, 6.4, 6.0962962962962965)"
07-01-2023 14:11:05.495268,"(12.0, 14.5, 14.002439024390243)","(8.0, 10.0, 9.895424836601308)","(20.0, 28.0, 27.79310344827586)","(3.5, 4.2, 4.142181818181818)","(3.9, 4.7, 4.65)","(10.0, 12.5, 12.4921875)","(10.0, 12.5, 12.0625)","(5.5, 6.4, 6.0962962962962965)"
07-01-2023 14:11:06.740920,"(12.0, 14.5, 14.002439024390243)","(8.0, 10.0, 9.895424836601308)","(20.0, 28.0, 27.79310344827586)","(3.5, 4.2, 4.142181818181818)","(3.9, 4.7, 4.65)","(10.0, 12.5, 12.4921875)","(10.0, 12.5, 12.0625)","(5.5, 6.4, 6.185714285714286)"
07-01-2023 14:11:08.024715,"(12.0, 14.5, 14.002439024390243)","(8.0, 10.0, 9.895424836601308)","(20.0, 28.0, 27.79310344827586)","(3.5, 4.2, 4.124503311258278)","(3.9, 4.7, 4.65)","(10.0, 12.5, 12.4921875)","(10.0, 12.5, 12.0625)","(5.5, 6.2, 6.101818181818182)"
07-01-2023 14:11:09.260227,"(12.0, 14.5, 14.002439024390243)","(8.0, 10.0, 9.895424836601308)","(20.0, 28.0, 27.79310344827586)","(3.5, 4.2, 4.14622641509434)","(3.9, 4.7, 4.65)","(10.0, 12.5, 12.4921875)","(10.0, 12.5, 12.0625)","(5.5, 6.4, 6.101818181818182)"
07-01-2023 14:11:10.551695,"(12.0, 14.5, 14.002439024390243)","(8.0, 10.0, 9.895424836601308)","(20.0, 28.0, 27.79310344827586)","(3.5, 4.2, 4.14622641509434)","(3.9, 4.7, 4.65)","(10.0, 12.5, 12.4921875)","(10.0, 12.5, 12.0625)","(5.5, 6.4, 6.101818181818182)"
07-01-2023 14:11:11.929791,"(12.0, 14.5, 14.002439024390243)","(8.0, 10.0, 9.895424836601308)","(20.0, 28.0, 27.79310344827586)","(3.5, 4.2, 4.148514851485149)","(3.9, 4.7, 4.65)","(10.0, 12.5, 12.4921875)","(10.0, 12.5, 12.0625)","(5.5, 6.4, 6.035555555555556)"
07-01-2023 14:11:13.240614,"(12.0, 14.5, 14.002439024390243)","(8.0, 10.0, 9.895424836601308)","(20.0, 28.0, 27.79310344827586)","(3.5, 4.2, 4.148514851485149)","(3.9, 4.7, 4.65)","(10.0, 12.5, 12.4921875)","(10.0, 12.5, 12.0625)","(5.5, 6.4, 6.092883895131086)"
07-01-2023 14:11:14.472895,"(12.0, 14.5, 14.002439024390243)","(8.0, 10.0, 9.895424836601308)","(20.0, 28.0, 27.79310344827586)","(3.5, 4.2, 4.148514851485149)","(3.9, 4.7, 4.65)","(10.0, 12.5, 12.4921875)","(10.0, 12.5, 12.0625)","(5.5, 6.4, 6.1125)"
07-01-2023 14:11:15.690519,"(12.0, 14.5, 14.002439024390243)","(8.0, 10.0, 9.895424836601308)","(20.0, 28.0, 27.79310344827586)","(3.5, 4.2, 4.128275862068965)","(3.9, 4.8, 4.70375)","(10.0, 12.5, 12.4921875)","(10.0, 12.5, 12.0625)","(5.5, 6.4, 6.113286713286714)"
07-01-2023 14:11:16.866529,"(12.0, 14.5, 14.002439024390243)","(8.0, 10.0, 9.895424836601308)","(20.0, 28.0, 27.79310344827586)","(3.5, 4.2, 4.1482587064676615)","(3.9, 4.8, 4.706849315068493)","(10.0, 12.5, 12.4921875)","(10.0, 12.5, 12.0625)","(5.5, 6.4, 6.113286713286714)"
07-01-2023 14:11:18.087617,"(12.0, 14.5, 14.002439024390243)","(8.0, 10.0, 9.895424836601308)","(20.0, 28.0, 27.79310344827586)","(3.5, 4.2, 4.1482587064676615)","(3.9, 4.8, 4.706849315068493)","(10.0, 12.5, 12.494949494949495)","(10.0, 12.5, 12.0625)","(5.5, 6.4, 6.113286713286714)"
07-01-2023 14:11:19.246457,"(12.0, 14.5, 14.002439024390243)","(8.0, 10.0, 9.895424836601308)","(20.0, 28.0, 27.79310344827586)","(3.5, 4.2, 4.1482587064676615)","(3.9, 4.8, 4.706849315068493)","(10.0, 12.5, 12.494949494949495)","(10.0, 12.5, 12.0625)","(5.5, 6.4, 6.114285714285715)"
07-01-2023 14:11:20.339705,"(12.0, 14.5, 14.002439024390243)","(8.0, 10.0, 9.895424836601308)","(20.0, 28.0, 27.79310344827586)","(3.5, 4.2, 4.1482587064676615)","(3.9, 4.8, 4.667241379310345)","(10.0, 12.5, 12.494949494949495)","(10.0, 12.5, 12.0625)","(5.5, 6.4, 6.188888888888889)"
07-01-2023 14:11:21.546046,"(12.0, 14.5, 14.002439024390243)","(8.0, 10.0, 9.895424836601308)","(20.0, 28.0, 27.79310344827586)","(3.5, 4.2, 4.1482587064676615)","(3.9, 4.8, 4.667241379310345)","(10.0, 12.5, 12.494949494949495)","(10.0, 12.5, 12.36)","(5.5, 6.2, 6.188888888888889)"
07-01-2023 14:11:22.830140,"(12.0, 14.5, 14.002439024390243)","(8.0, 10.0, 9.895424836601308)","(20.0, 28.0, 27.79310344827586)","(3.5, 4.2, 4.146113989637305)","(3.9, 4.8, 4.667241379310345)","(10.0, 12.5, 12.494949494949495)","(10.0, 12.5, 12.36)","(5.5, 6.2, 6.188888888888889)"
07-01-2023 14:11:23.976090,"(12.0, 14.5, 14.002439024390243)","(8.0, 10.0, 9.895424836601308)","(20.0, 28.0, 27.79310344827586)","(3.5, 4.2, 4.146113989637305)","(3.9, 4.8, 4.667241379310345)","(10.0, 12.5, 12.494949494949495)","(10.0, 12.5, 12.36)","(5.5, 6.2, 6.188888888888889)"
07-01-2023 14:11:25.167787,"(12.0, 14.5, 14.002439024390243)","(8.0, 10.0, 9.895424836601308)","(20.0, 28.0, 27.79310344827586)","(3.5, 4.2, 4.157723577235772)","(3.9, 4.8, 4.667241379310345)","(10.0, 12.5, 12.494949494949495)","(10.0, 12.5, 12.36)","(5.5, 6.2, 6.188888888888889)"
07-01-2023 14:11:26.300488,"(12.0, 14.5, 14.002439024390243)","(8.0, 10.0, 9.895424836601308)","(20.0, 28.0, 27.79310344827586)","(3.5, 4.2, 4.128275862068965)","(3.9, 4.8, 4.667241379310345)","(10.0, 12.5, 12.494949494949495)","(10.0, 12.5, 12.36)","(5.5, 6.2, 6.188888888888889)"
07-01-2023 14:11:27.495566,"(12.0, 14.5, 14.002439024390243)","(8.0, 10.0, 9.895424836601308)","(20.0, 28.0, 27.79310344827586)","(3.5, 4.2, 4.128275862068965)","(3.9, 4.8, 4.667241379310345)","(10.0, 12.5, 12.494949494949495)","(10.0, 12.5, 12.36)","(5.5, 6.2, 6.188888888888889)"
07-01-2023 14:11:28.748875,"(12.0, 14.5, 14.002439024390243)","(8.0, 10.0, 9.895424836601308)","(20.0, 28.0, 27.79310344827586)","(3.5, 4.2, 4.128275862068965)","(3.9, 4.8, 4.667241379310345)","(10.0, 12.5, 12.494949494949495)","(10.0, 12.5, 12.36)","(5.5, 6.2, 6.188888888888889)"
07-01-2023 14:11:30.001502,"(12.0, 14.5, 14.002439024390243)","(8.0, 10.0, 9.895424836601308)","(20.0, 28.0, 27.79310344827586)","(3.5, 4.2, 4.184873949579831)","(3.9, 4.8, 4.667241379310345)","(10.0, 12.5, 12.494949494949495)","(10.0, 12.5, 12.36)","(5.5, 6.2, 6.189247311827957)"
07-01-2023 14:11:31.317705,"(12.0, 14.5, 14.002439024390243)","(8.0, 10.0, 9.895424836601308)","(20.0, 28.0, 27.79310344827586)","(3.5, 4.3, 4.211746031746031)","(3.9, 4.8, 4.669491525423728)","(10.0, 12.5, 12.494949494949495)","(10.0, 12.5, 12.36)","(5.5, 6.2, 6.189247311827957)"
07-01-2023 14:11:32.490082,"(12.0, 14.5, 14.002439024390243)","(8.0, 10.0, 9.895424836601308)","(20.0, 28.0, 27.79310344827586)","(3.5, 4.3, 4.197777777777778)","(3.9, 4.8, 4.669491525423728)","(10.0, 12.5, 12.494949494949495)","(10.0, 12.5, 12.36)","(5.5, 6.2, 6.189247311827957)"
07-01-2023 14:11:33.669724,"(12.0, 14.5, 13.96031746031746)","(8.0, 10.0, 9.895424836601308)","(20.0, 28.0, 27.846153846153847)","(3.5, 4.3, 4.198901098901098)","(3.9, 4.8, 4.669491525423728)","(10.0, 12.5, 12.494949494949495)","(10.0, 12.5, 12.36)","(5.5, 6.2, 6.189247311827957)"
07-01-2023 14:11:34.811317,"(12.0, 14.5, 13.96031746031746)","(8.0, 10.0, 9.895424836601308)","(20.0, 28.0, 27.846153846153847)","(3.5, 4.3, 4.198901098901098)","(3.9, 4.8, 4.643850267379679)","(10.0, 12.5, 12.494949494949495)","(10.0, 12.5, 12.36)","(5.5, 6.2, 6.189247311827957)"
07-01-2023 14:11:35.981175,"(12.0, 14.5, 14.092)","(8.0, 10.0, 9.861344537815127)","(20.0, 28.0, 27.846153846153847)","(3.5, 4.3, 4.198901098901098)","(3.9, 4.8, 4.643850267379679)","(10.0, 12.5, 12.494949494949495)","(10.0, 12.5, 12.36)","(5.5, 6.2, 6.189247311827957)"
07-01-2023 14:11:37.470769,"(12.0, 14.5, 14.092)","(8.0, 10.0, 9.861344537815127)","(21.0, 28.0, 27.846153846153847)","(3.5, 4.3, 4.198901098901098)","(4.0, 4.8, 4.643850267379679)","(10.0, 12.5, 12.494949494949495)","(10.0, 12.5, 12.36)","(5.5, 6.2, 6.189247311827957)"
07-01-2023 14:11:38.736977,"(12.0, 14.5, 14.092)","(8.0, 10.0, 9.861344537815127)","(21.0, 28.0, 27.846153846153847)","(3.5, 4.3, 4.198901098901098)","(4.0, 4.8, 4.643850267379679)","(10.0, 12.5, 12.494949494949495)","(10.0, 12.5, 12.36)","(5.5, 6.2, 6.189247311827957)"
07-01-2023 14:11:40.097781,"(12.0, 14.5, 14.0625)","(8.0, 10.0, 9.858167330677292)","(21.0, 28.0, 26.923076923076923)","(3.5, 4.3, 4.213615023474179)","(4.0, 4.8, 4.661194029850746)","(10.0, 12.5, 12.44954128440367)","(10.0, 12.5, 12.3)","(5.5, 6.2, 6.15575221238938)"
07-01-2023 14:11:41.536651,"(12.0, 14.5, 14.06353591160221)","(8.0, 10.0, 9.859349593495935)","(21.0, 27.0, 26.941176470588236)","(3.5, 4.3, 4.215343915343915)","(4.0, 4.7, 4.633333333333333)","(10.0, 12.5, 12.462264150943396)","(10.0, 12.5, 12.321428571428571)","(5.5, 6.2, 6.166037735849057)"
07-01-2023 14:11:42.829466,"(12.0, 14.5, 14.029761904761905)","(8.0, 10.0, 9.859349593495935)","(21.0, 27.0, 26.941176470588236)","(3.5, 4.3, 4.215343915343915)","(4.0, 4.7, 4.633333333333333)","(10.0, 12.5, 12.462264150943396)","(10.0, 12.5, 12.321428571428571)","(5.5, 6.2, 6.166037735849057)"
07-01-2023 14:11:44.056374,"(12.0, 14.5, 14.029761904761905)","(8.0, 10.0, 9.859349593495935)","(21.0, 27.0, 26.941176470588236)","(3.5, 4.3, 4.215343915343915)","(4.0, 4.7, 4.633333333333333)","(10.0, 12.5, 12.462264150943396)","(10.0, 12.5, 12.321428571428571)","(5.5, 6.2, 6.166037735849057)"
07-01-2023 14:11:45.289838,"(12.0, 14.5, 14.029761904761905)","(8.0, 10.0, 9.860833333333334)","(21.0, 27.0, 27.79591836734694)","(3.5, 4.3, 4.198660714285714)","(4.0, 4.7, 4.708888888888889)","(10.0, 12.5, 12.483333333333333)","(10.0, 12.5, 12.30952380952381)","(5.5, 6.2, 6.169620253164557)"
07-01-2023 14:11:46.565870,"(12.0, 14.5, 14.003205128205128)","(8.0, 10.0, 9.850678733031675)","(21.0, 28.0, 27.829787234042552)","(3.5, 4.2, 4.223353293413174)","(4.0, 4.8, 4.64)","(10.0, 12.5, 12.494186046511627)","(10.0, 12.5, 12.445098039215686)","(5.5, 6.2, 6.181818181818182)"
07-01-2023 14:11:47.805764,"(12.0, 14.5, 13.864016736401673)","(8.0, 10.0, 9.850678733031675)","(21.0, 28.0, 27.829787234042552)","(3.5, 4.4, 4.243342036553525)","(4.0, 4.8, 4.6625)","(10.0, 12.5, 12.464071856287426)","(10.0, 12.5, 12.445098039215686)","(5.5, 6.2, 6.181818181818182)"
07-01-2023 14:11:49.045359,"(12.0, 14.5, 13.864016736401673)","(8.0, 10.0, 9.850678733031675)","(21.0, 28.0, 27.829787234042552)","(3.5, 4.4, 4.244090305444887)","(4.0, 4.8, 4.6625)","(10.0, 12.5, 12.464071856287426)","(10.0, 12.5, 12.445098039215686)","(5.5, 6.2, 6.181818181818182)"
07-01-2023 14:11:50.309337,"(12.0, 14.5, 13.864016736401673)","(8.0, 10.0, 9.850678733031675)","(21.0, 28.0, 27.829787234042552)","(3.5, 4.4, 4.244090305444887)","(4.0, 4.8, 4.6625)","(10.0, 12.5, 12.464071856287426)","(10.0, 12.5, 12.445098039215686)","(5.5, 6.2, 6.181818181818182)"
07-01-2023 14:11:51.684302,"(12.0, 14.5, 13.864016736401673)","(8.0, 10.0, 9.842857142857143)","(21.0, 28.0, 27.829787234042552)","(3.5, 4.4, 4.244090305444887)","(4.0, 4.8, 4.6625)","(10.0, 12.5, 12.464071856287426)","(10.0, 12.5, 12.445098039215686)","(5.5, 6.2, 6.181818181818182)"
07-01-2023 14:11:52.969591,"(12.0, 14.5, 13.864016736401673)","(8.0, 10.0, 9.842857142857143)","(20.0, 28.0, 27.829787234042552)","(3.5, 4.4, 4.244090305444887)","(4.0, 4.8, 4.6625)","(10.0, 12.5, 12.451456310679612)","(10.0, 12.5, 12.445098039215686)","(5.5, 6.2, 6.181818181818182)"
07-01-2023 14:11:54.239282,"(12.0, 14.5, 13.864016736401673)","(8.0, 10.0, 9.842857142857143)","(20.0, 28.0, 27.829787234042552)","(3.5, 4.4, 4.250733137829912)","(4.0, 4.8, 4.6625)","(10.0, 12.5, 12.44949494949495)","(10.0, 12.5, 11.566666666666666)","(5.5, 6.2, 6.181818181818182)"
07-01-2023 14:11:55.499132,"(12.0, 14.5, 13.864016736401673)","(8.0, 10.0, 9.842857142857143)","(20.0, 28.0, 27.829787234042552)","(3.5, 4.4, 4.250733137829912)","(4.0, 4.8, 4.6625)","(10.0, 12.5, 12.44949494949495)","(10.0, 12.5, 11.566666666666666)","(5.5, 6.2, 6.181818181818182)"
07-01-2023 14:11:56.731466,"(12.0, 14.5, 13.864016736401673)","(8.0, 10.0, 9.842857142857143)","(20.0, 28.0, 27.829787234042552)","(3.5, 4.4, 4.250733137829912)","(4.0, 4.8, 4.6625)","(10.0, 12.5, 12.450248756218905)","(10.0, 12.5, 11.566666666666666)","(5.5, 6.2, 6.181818181818182)"
07-01-2023 14:11:58.032757,"(12.0, 14.5, 13.864016736401673)","(8.0, 10.0, 9.842857142857143)","(20.0, 28.0, 27.829787234042552)","(3.5, 4.4, 4.251107828655835)","(4.0, 4.8, 4.6625)","(10.0, 12.5, 12.450248756218905)","(10.0, 12.5, 12.36624203821656)","(5.5, 6.2, 6.181818181818182)"
07-01-2023 14:11:59.162610,"(12.0, 14.0, 13.816793893129772)","(8.0, 10.0, 9.842857142857143)","(20.0, 28.0, 27.829787234042552)","(3.5, 4.4, 4.251107828655835)","(4.0, 4.8, 4.561931818181818)","(10.0, 12.5, 12.450248756218905)","(10.0, 12.5, 12.36624203821656)","(5.5, 6.2, 6.181818181818182)"
07-01-2023 14:12:00.354195,"(12.0, 14.0, 13.809701492537313)","(8.0, 10.0, 9.849315068493151)","(20.0, 28.0, 27.829787234042552)","(3.5, 4.4, 4.263599458728011)","(4.0, 4.6, 4.5598802395209574)","(10.0, 12.5, 12.450248756218905)","(10.0, 12.5, 12.36875)","(5.5, 6.2, 6.181132075471698)"
07-01-2023 14:12:01.644780,"(12.0, 14.0, 13.809701492537313)","(8.0, 10.0, 9.849315068493151)","(20.0, 28.0, 27.829787234042552)","(3.5, 4.4, 4.263599458728011)","(4.0, 4.6, 4.5598802395209574)","(10.0, 12.5, 12.450248756218905)","(10.0, 12.5, 12.36624203821656)","(5.5, 6.2, 6.181132075471698)"
07-01-2023 14:12:02.868830,"(12.0, 14.0, 13.809701492537313)","(8.0, 10.0, 9.840148698884759)","(20.0, 28.0, 27.829787234042552)","(3.5, 4.4, 4.261728395061729)","(4.0, 4.6, 4.560119047619048)","(10.0, 12.5, 12.450248756218905)","(10.0, 12.5, 12.36624203821656)","(5.5, 6.2, 6.181132075471698)"
07-01-2023 14:12:04.078350,"(12.0, 14.0, 13.809701492537313)","(8.0, 10.0, 9.840148698884759)","(20.0, 28.0, 27.829787234042552)","(3.5, 4.4, 4.261728395061729)","(4.0, 4.6, 4.560119047619048)","(10.0, 12.5, 12.450248756218905)","(10.0, 12.5, 12.396039603960396)","(5.5, 6.2, 6.08421052631579)"
07-01-2023 14:12:05.267835,"(12.0, 14.0, 13.809701492537313)","(8.0, 10.0, 9.840148698884759)","(20.0, 28.0, 27.829787234042552)","(3.5, 4.4, 4.261728395061729)","(4.0, 4.6, 4.560119047619048)","(10.0, 12.5, 12.451219512195122)","(10.0, 12.5, 12.396039603960396)","(5.5, 6.2, 6.08421052631579)"
07-01-2023 14:12:06.476069,"(12.0, 14.0, 13.809701492537313)","(8.0, 10.0, 9.840148698884759)","(20.0, 28.0, 27.829787234042552)","(3.5, 4.4, 4.261728395061729)","(4.0, 4.6, 4.560119047619048)","(10.0, 12.5, 12.451219512195122)","(10.0, 12.5, 12.396039603960396)","(5.5, 6.2, 6.08421052631579)"
07-01-2023 14:12:07.705569,"(12.0, 14.0, 13.798561151079136)","(8.0, 10.0, 9.835249042145595)","(20.0, 28.0, 27.829787234042552)","(3.5, 4.4, 4.261728395061729)","(4.0, 4.6, 4.560119047619048)","(10.0, 12.5, 12.451219512195122)","(10.0, 12.5, 12.396039603960396)","(5.5, 6.2, 6.08421052631579)"
07-01-2023 14:12:08.867132,"(12.0, 14.0, 13.798561151079136)","(8.0, 10.0, 9.835249042145595)","(20.0, 28.0, 27.829787234042552)","(3.5, 4.4, 4.261728395061729)","(4.0, 4.6, 4.560119047619048)","(10.0, 12.5, 12.451219512195122)","(10.0, 12.5, 11.472361809045227)","(5.5, 6.2, 6.08421052631579)"
07-01-2023 14:12:10.148691,"(12.0, 14.0, 13.798561151079136)","(8.0, 10.0, 9.829365079365079)","(20.0, 28.0, 27.829787234042552)","(3.5, 4.4, 4.261728395061729)","(4.0, 4.6, 4.560119047619048)","(10.0, 12.5, 12.115384615384615)","(10.0, 11.5, 12.158536585365853)","(5.5, 6.2, 6.007692307692308)"
07-01-2023 14:12:11.441444,"(12.0, 14.0, 13.798561151079136)","(8.0, 10.0, 9.829365079365079)","(21.0, 28.0, 27.829787234042552)","(3.5, 4.4, 4.261728395061729)","(4.0, 4.6, 4.571511627906976)","(10.0, 12.5, 12.115384615384615)","(10.0, 12.5, 12.158536585365853)","(5.5, 6.2, 5.997826086956522)"
07-01-2023 14:12:12.671604,"(12.0, 14.0, 13.798561151079136)","(8.0, 10.0, 9.829365079365079)","(21.0, 28.0, 27.829787234042552)","(3.5, 4.4, 4.261728395061729)","(4.0, 4.6, 4.569753086419753)","(10.0, 12.5, 12.115384615384615)","(10.0, 12.5, 12.158536585365853)","(5.5, 6.0, 5.998540145985402)"
07-01-2023 14:12:13.854665,"(12.0, 14.0, 13.798561151079136)","(8.0, 10.0, 9.829365079365079)","(21.0, 28.0, 27.829787234042552)","(3.5, 4.4, 4.260893098782138)","(4.0, 4.6, 4.647540983606557)","(10.0, 12.5, 12.115384615384615)","(10.0, 12.5, 12.158536585365853)","(5.5, 6.0, 5.998540145985402)"
07-01-2023 14:12:15.269990,"(12.0, 14.0, 13.798561151079136)","(8.0, 10.0, 9.808035714285715)","(21.0, 28.0, 27.829787234042552)","(3.5, 4.4, 4.260893098782138)","(4.0, 4.7, 4.65)","(10.0, 12.5, 12.115384615384615)","(10.0, 12.5, 12.158536585365853)","(5.5, 6.0, 5.998540145985402)"
07-01-2023 14:12:16.584203,"(12.0, 14.0, 13.798561151079136)","(8.0, 10.0, 9.807725321888412)","(21.0, 28.0, 27.829787234042552)","(3.5, 4.4, 4.260893098782138)","(4.0, 4.7, 4.65)","(10.0, 12.5, 12.115384615384615)","(10.0, 12.5, 12.158536585365853)","(5.5, 6.0, 5.998540145985402)"
07-01-2023 14:12:17.726885,"(12.0, 14.0, 13.798561151079136)","(8.0, 10.0, 9.807725321888412)","(21.0, 28.0, 27.829787234042552)","(3.5, 4.4, 4.261307901907357)","(4.0, 4.7, 4.65)","(10.0, 12.5, 12.115384615384615)","(10.0, 12.5, 12.158536585365853)","(5.5, 6.0, 5.998540145985402)"
07-01-2023 14:12:19.306152,"(12.0, 14.0, 13.798561151079136)","(8.0, 10.0, 9.801769911504426)","(21.0, 28.0, 27.829787234042552)","(3.5, 4.4, 4.261307901907357)","(4.0, 4.7, 4.65)","(10.0, 12.5, 12.115384615384615)","(10.0, 12.5, 12.158536585365853)","(5.5, 6.0, 5.998540145985402)"
07-01-2023 14:12:20.874131,"(12.0, 14.0, 13.798561151079136)","(8.0, 10.0, 9.801769911504426)","(21.0, 28.0, 27.829787234042552)","(3.5, 4.4, 4.261307901907357)","(4.0, 4.7, 4.65)","(10.0, 12.5, 12.115384615384615)","(10.0, 12.5, 12.158536585365853)","(5.5, 6.0, 5.998540145985402)"
07-01-2023 14:12:22.174068,"(12.0, 14.0, 13.798561151079136)","(8.0, 10.0, 9.801769911504426)","(21.0, 28.0, 27.829787234042552)","(3.5, 4.4, 4.261307901907357)","(4.0, 4.7, 4.65)","(10.0, 12.5, 12.115384615384615)","(10.0, 12.5, 12.22)","(5.5, 6.0, 5.998540145985402)"
07-01-2023 14:12:23.301197,"(12.0, 14.0, 13.798561151079136)","(8.0, 10.0, 9.801769911504426)","(21.0, 28.0, 27.829787234042552)","(3.5, 4.4, 4.261307901907357)","(4.0, 4.7, 4.65)","(10.0, 12.5, 12.115384615384615)","(10.0, 12.5, 12.22)","(5.5, 6.0, 5.998540145985402)"
07-01-2023 14:12:24.511484,"(12.0, 14.0, 13.798561151079136)","(8.0, 10.0, 9.615450643776823)","(21.0, 28.0, 27.829787234042552)","(3.5, 4.4, 4.261728395061729)","(4.0, 4.7, 4.625641025641025)","(10.0, 12.5, 12.115384615384615)","(10.0, 12.5, 12.22)","(5.5, 6.0, 5.998882681564246)"
07-01-2023 14:12:25.732067,"(12.0, 14.0, 13.798561151079136)","(8.0, 10.0, 9.615450643776823)","(21.0, 28.0, 27.829787234042552)","(3.5, 4.4, 4.261728395061729)","(4.0, 4.7, 4.6223214285714285)","(10.0, 12.5, 12.115384615384615)","(10.0, 12.5, 12.22)","(5.5, 6.0, 5.998882681564246)"
