,Byron,Excelladus,New Tycoon,Divine Breath,Lovetheinvasion,Baranof,Bluff N Bluster,Straya Pride,The Carpet Bagger,Weekend Affair
07-01-2023 13:02:05.939917,"(7.0, 8.0, 7.9523809523809526)","(3.5, 3.95, 3.9340836012861735)","(31.0, 55.0, 53.5)","(6.5, 7.4, 7.190015600624025)","(7.0, 8.0, 7.882258064516129)","(10.0, 11.5, 11.093023255813954)","(6.0, 7.4, 7.201904761904762)","(61.0, 80.0, 79.5)","(17.0, 21.0, 19.705882352941178)","(19.0, 24.0, 23.6)"
07-01-2023 13:02:07.339713,"(7.0, 8.0, 7.987096774193549)","(3.5, 3.95, 3.93311432325887)","(41.0, 55.0, 53.526315789473685)","(6.5, 7.2, 7.190433482810165)","(7.0, 8.0, 7.9743589743589745)","(10.0, 11.5, 11.175925925925926)","(6.5, 7.4, 7.195571955719557)","(61.0, 80.0, 79.52380952380952)","(17.0, 21.0, 19.817204301075268)","(20.0, 24.0, 23.75)"
07-01-2023 13:02:08.730776,"(7.0, 8.0, 7.984848484848484)","(3.5, 3.95, 3.914404432132964)","(41.0, 55.0, 53.526315789473685)","(6.5, 7.2, 7.191867469879519)","(7.0, 8.0, 7.976190476190476)","(10.0, 11.5, 11.192982456140351)","(6.5, 7.2, 7.195571955719557)","(61.0, 80.0, 74.76190476190476)","(17.0, 21.0, 19.974358974358974)","(20.0, 24.0, 23.81818181818182)"
07-01-2023 13:02:10.006452,"(7.0, 8.0, 7.985074626865671)","(3.5, 3.95, 3.930808080808081)","(41.0, 55.0, 52.5)","(6.5, 7.2, 7.191867469879519)","(7.0, 8.0, 7.943396226415095)","(10.0, 11.5, 11.259615384615385)","(6.5, 7.2, 7.195571955719557)","(61.0, 75.0, 74.76190476190476)","(17.0, 20.0, 19.974358974358974)","(20.0, 24.0, 23.81818181818182)"
07-01-2023 13:02:11.218663,"(7.0, 8.0, 7.966442953020135)","(3.5, 3.95, 3.930808080808081)","(41.0, 55.0, 52.5)","(6.5, 7.2, 7.191867469879519)","(7.0, 8.0, 8.110204081632652)","(10.0, 11.5, 11.275510204081632)","(6.5, 7.2, 7.191335740072202)","(61.0, 75.0, 79.0909090909091)","(17.0, 20.0, 19.98181818181818)","(19.0, 24.0, 23.81818181818182)"
07-01-2023 13:02:12.499525,"(7.0, 8.0, 7.966442953020135)","(3.5, 3.95, 3.9321596244131456)","(41.0, 55.0, 51.8421052631579)","(6.5, 7.2, 7.19499263622975)","(7.0, 8.2, 8.104347826086956)","(10.0, 11.5, 11.709302325581396)","(6.5, 7.2, 7.1911764705882355)","(61.0, 80.0, 78.0)","(17.0, 20.0, 19.98701298701299)","(19.0, 24.0, 23.81818181818182)"
07-01-2023 13:02:13.873917,"(7.0, 8.0, 7.966442953020135)","(3.5, 3.95, 3.934149855907781)","(41.0, 55.0, 51.25)","(6.5, 7.2, 7.195184135977337)","(7.0, 8.2, 8.116981132075471)","(10.0, 12.0, 11.73469387755102)","(6.5, 7.2, 7.1911764705882355)","(61.0, 80.0, 77.91666666666667)","(17.0, 20.0, 19.985507246376812)","(19.0, 24.0, 23.75)"
07-01-2023 13:02:15.316652,"(7.0, 8.0, 7.964539007092198)","(3.5, 3.95, 3.931270358306189)","(41.0, 55.0, 52.4)","(6.5, 7.2, 7.18130081300813)","(7.0, 8.2, 7.7762831858407075)","(10.0, 12.0, 11.787037037037036)","(6.5, 7.2, 7.282655246252677)","(61.0, 80.0, 79.79166666666667)","(17.0, 20.0, 20.55128205128205)","(19.0, 24.0, 23.75)"
07-01-2023 13:02:16.721387,"(7.0, 8.2, 8.172448979591836)","(3.5, 3.95, 3.9308755760368665)","(41.0, 55.0, 52.4)","(6.5, 7.2, 7.18130081300813)","(7.0, 7.8, 7.766545454545454)","(10.0, 12.0, 11.548387096774194)","(6.5, 7.4, 7.273148148148149)","(61.0, 80.0, 79.79166666666667)","(17.0, 21.0, 20.55128205128205)","(19.0, 24.0, 23.142857142857142)"
07-01-2023 13:02:18.105710,"(7.0, 8.2, 8.172448979591836)","(3.5, 3.95, 3.895833333333333)","(41.0, 55.0, 52.4)","(6.5, 7.2, 7.18130081300813)","(7.0, 7.8, 7.769230769230769)","(10.0, 12.0, 11.692307692307692)","(6.5, 7.4, 7.277404921700224)","(61.0, 80.0, 79.79166666666667)","(17.0, 21.0, 20.55128205128205)","(19.0, 24.0, 23.142857142857142)"
07-01-2023 13:02:19.414724,"(7.0, 8.2, 8.172448979591836)","(3.5, 3.9, 3.9184647302904567)","(41.0, 55.0, 52.4)","(6.5, 7.2, 7.193053545586107)","(7.0, 7.8, 7.771922246220302)","(10.0, 12.0, 11.872549019607844)","(6.5, 7.4, 7.266341463414634)","(61.0, 80.0, 79.79166666666667)","(17.0, 21.0, 20.53125)","(19.0, 24.0, 23.142857142857142)"
07-01-2023 13:02:20.673798,"(7.0, 8.2, 8.169142857142857)","(3.5, 3.95, 3.9342323651452284)","(41.0, 55.0, 52.4)","(6.5, 7.2, 7.343037974683544)","(7.0, 7.8, 7.771175166297117)","(10.0, 12.0, 11.946808510638299)","(6.5, 7.4, 7.26126582278481)","(61.0, 80.0, 79.79166666666667)","(17.0, 21.0, 20.509345794392523)","(19.0, 24.0, 23.142857142857142)"
07-01-2023 13:02:22.003318,"(7.0, 8.2, 8.169142857142857)","(3.5, 3.95, 3.9424528301886794)","(41.0, 55.0, 52.28358208955224)","(6.5, 7.4, 7.34375)","(7.0, 7.8, 7.775517890772128)","(10.0, 12.0, 11.970588235294118)","(6.5, 7.4, 7.270449172576832)","(61.0, 80.0, 79.79166666666667)","(17.0, 21.0, 20.509345794392523)","(19.0, 24.0, 23.4)"
07-01-2023 13:02:23.294866,"(7.0, 8.2, 8.166459627329193)","(3.5, 4.0, 3.9576335877862596)","(41.0, 55.0, 52.28358208955224)","(6.5, 7.4, 7.34375)","(7.0, 7.8, 7.791836734693877)","(10.0, 12.0, 11.920529801324504)","(6.5, 7.4, 7.270449172576832)","(61.0, 80.0, 79.79166666666667)","(17.0, 21.0, 20.509345794392523)","(19.0, 24.0, 23.0)"
07-01-2023 13:02:24.635573,"(7.0, 8.4, 8.284684684684684)","(3.5, 4.0, 3.9576335877862596)","(41.0, 55.0, 52.28358208955224)","(6.5, 7.4, 7.345728643216081)","(7.0, 7.8, 7.885714285714285)","(10.0, 12.0, 11.479310344827587)","(6.5, 7.4, 7.279915433403806)","(61.0, 80.0, 79.75)","(17.0, 21.0, 20.472972972972972)","(19.0, 24.0, 22.666666666666668)"
07-01-2023 13:02:25.972435,"(7.0, 8.4, 8.301538461538462)","(3.5, 4.0, 3.961932938856016)","(41.0, 55.0, 52.28358208955224)","(6.5, 7.4, 7.356310679611651)","(7.0, 8.0, 7.998260869565217)","(10.0, 11.5, 11.881773399014778)","(6.5, 7.4, 7.292007104795737)","(61.0, 80.0, 79.75)","(17.0, 21.0, 20.509345794392523)","(19.0, 24.0, 23.608695652173914)"
07-01-2023 13:02:27.317384,"(7.0, 8.4, 8.295934959349593)","(3.5, 4.0, 3.953061224489796)","(41.0, 55.0, 52.28358208955224)","(6.5, 7.4, 7.367479674796749)","(7.0, 8.0, 7.998301486199575)","(10.0, 12.0, 11.884057971014492)","(6.5, 7.4, 7.292007104795737)","(61.0, 80.0, 79.79166666666667)","(17.0, 21.0, 20.509345794392523)","(19.0, 24.0, 21.615384615384617)"
07-01-2023 13:02:28.613419,"(7.0, 8.4, 8.2841628959276)","(3.5, 4.0, 3.953061224489796)","(41.0, 55.0, 52.28358208955224)","(6.5, 7.4, 7.367479674796749)","(7.0, 8.0, 7.998301486199575)","(10.0, 12.0, 11.822510822510823)","(6.5, 7.4, 7.300164203612479)","(61.0, 80.0, 79.79166666666667)","(17.0, 21.0, 20.509345794392523)","(19.0, 22.0, 21.375)"
07-01-2023 13:02:29.902283,"(7.0, 8.4, 8.260287081339712)","(3.5, 4.0, 3.967940813810111)","(41.0, 55.0, 52.28358208955224)","(6.5, 7.2, 7.188985507246377)","(7.0, 8.0, 7.9911111111111115)","(10.0, 12.0, 11.826271186440678)","(6.5, 7.4, 7.300164203612479)","(61.0, 80.0, 79.79166666666667)","(17.0, 21.0, 20.509345794392523)","(19.0, 22.0, 21.375)"
07-01-2023 13:02:31.238928,"(7.0, 8.4, 8.260287081339712)","(3.5, 4.0, 3.967940813810111)","(41.0, 55.0, 52.28358208955224)","(6.5, 7.2, 7.188985507246377)","(7.0, 8.0, 7.99)","(10.0, 12.0, 11.825531914893617)","(6.5, 7.4, 7.296774193548387)","(61.0, 80.0, 79.79166666666667)","(17.0, 21.0, 20.509345794392523)","(19.0, 22.0, 21.375)"
07-01-2023 13:02:32.567216,"(7.0, 8.4, 8.258937198067633)","(3.5, 4.0, 3.959581320450886)","(41.0, 55.0, 52.111111111111114)","(6.5, 7.2, 7.191202346041056)","(7.0, 8.0, 8.03157894736842)","(10.0, 12.0, 11.825531914893617)","(6.5, 7.4, 7.289723320158103)","(61.0, 80.0, 79.79166666666667)","(17.0, 21.0, 20.509345794392523)","(19.0, 22.0, 21.375)"
07-01-2023 13:02:33.997983,"(7.0, 8.4, 8.258937198067633)","(3.5, 4.0, 3.959384858044164)","(41.0, 55.0, 52.111111111111114)","(6.5, 7.2, 7.191202346041056)","(7.0, 8.2, 7.969014084507042)","(10.0, 12.0, 11.825531914893617)","(6.5, 7.4, 7.2968576709796675)","(61.0, 80.0, 79.79166666666667)","(17.0, 21.0, 20.509345794392523)","(19.0, 22.0, 21.375)"
07-01-2023 13:02:35.423368,"(7.0, 8.4, 8.258937198067633)","(3.5, 4.0, 3.967155612244898)","(41.0, 55.0, 52.24242424242424)","(6.5, 7.2, 7.333333333333334)","(7.0, 8.2, 7.797920997920998)","(10.0, 12.0, 11.825531914893617)","(6.5, 7.4, 7.2968576709796675)","(61.0, 80.0, 79.79166666666667)","(17.0, 21.0, 20.509345794392523)","(19.0, 22.0, 21.375)"
07-01-2023 13:02:36.761696,"(7.0, 8.2, 8.099607843137255)","(3.5, 4.0, 3.966935483870968)","(41.0, 55.0, 53.38461538461539)","(6.5, 7.4, 7.345054945054946)","(7.0, 7.8, 7.797907949790795)","(10.0, 12.0, 11.494708994708995)","(6.5, 7.4, 7.302745098039216)","(61.0, 80.0, 79.41176470588235)","(17.0, 21.0, 20.333333333333332)","(19.0, 22.0, 23.853658536585368)"
07-01-2023 13:02:38.112483,"(7.0, 8.2, 7.943440233236151)","(3.5, 4.0, 3.9773322422258595)","(41.0, 55.0, 51.8421052631579)","(6.5, 7.4, 7.382142857142857)","(7.0, 7.8, 7.776056338028169)","(10.0, 11.5, 11.494897959183673)","(6.5, 7.4, 7.302745098039216)","(61.0, 80.0, 73.80952380952381)","(17.0, 21.0, 19.36111111111111)","(19.0, 24.0, 23.714285714285715)"
07-01-2023 13:02:39.420170,"(7.0, 8.2, 7.934138972809667)","(3.5, 4.0, 3.9900479616306956)","(41.0, 55.0, 51.8421052631579)","(6.5, 7.4, 7.386301369863014)","(7.0, 7.8, 7.778343949044586)","(10.0, 11.5, 11.627272727272727)","(6.5, 7.4, 7.303981264637002)","(61.0, 75.0, 73.80952380952381)","(17.0, 19.5, 19.36111111111111)","(19.0, 24.0, 23.714285714285715)"
07-01-2023 13:02:40.775333,"(7.0, 8.2, 7.924369747899159)","(3.5, 4.0, 3.994414893617021)","(41.0, 55.0, 51.8421052631579)","(6.5, 7.4, 7.38404255319149)","(7.0, 7.8, 7.778343949044586)","(10.0, 12.0, 11.627272727272727)","(6.5, 7.4, 7.31413881748072)","(61.0, 75.0, 73.80952380952381)","(17.0, 19.5, 19.453358208955223)","(19.0, 24.0, 23.714285714285715)"
07-01-2023 13:02:42.146244,"(7.0, 8.2, 7.920454545454545)","(3.5, 4.0, 3.9952595936794584)","(41.0, 55.0, 51.8421052631579)","(6.5, 7.4, 7.383783783783784)","(7.0, 7.8, 7.7984)","(10.0, 12.0, 11.627272727272727)","(6.5, 7.4, 7.308241758241759)","(61.0, 75.0, 72.85714285714286)","(17.0, 19.5, 19.44612068965517)","(19.0, 24.0, 23.714285714285715)"
07-01-2023 13:02:43.496117,"(7.0, 8.2, 7.907736389684813)","(3.5, 4.0, 4.00804828973843)","(41.0, 55.0, 48.906474820143885)","(6.5, 7.4, 7.378947368421053)","(7.0, 7.8, 7.798378378378378)","(10.0, 12.0, 11.627272727272727)","(6.5, 7.4, 7.304843304843305)","(61.0, 75.0, 72.85714285714286)","(17.0, 19.5, 19.44612068965517)","(19.0, 24.0, 23.666666666666668)"
07-01-2023 13:02:44.802102,"(7.0, 8.2, 8.006083650190114)","(3.5, 4.1, 4.023394004282655)","(41.0, 50.0, 48.906474820143885)","(6.5, 7.4, 7.549206349206349)","(7.0, 7.8, 7.798369565217391)","(10.0, 12.0, 11.627272727272727)","(6.5, 7.4, 7.25546218487395)","(61.0, 75.0, 72.5)","(17.0, 19.5, 19.492857142857144)","(19.0, 24.0, 23.666666666666668)"
07-01-2023 13:02:46.076790,"(7.0, 8.2, 8.006083650190114)","(3.5, 4.1, 4.023394004282655)","(41.0, 50.0, 48.906474820143885)","(6.5, 7.6, 7.58252427184466)","(7.0, 7.8, 7.798369565217391)","(10.0, 12.0, 11.655555555555555)","(6.5, 7.4, 7.25546218487395)","(61.0, 75.0, 72.5)","(17.0, 19.5, 19.492857142857144)","(19.0, 24.0, 23.666666666666668)"
07-01-2023 13:02:47.352230,"(7.0, 8.2, 8.006083650190114)","(3.5, 4.1, 4.023394004282655)","(41.0, 50.0, 48.906474820143885)","(6.5, 7.8, 7.58252427184466)","(7.0, 7.8, 7.7984924623115575)","(10.0, 12.0, 11.745901639344263)","(6.5, 7.4, 7.25236051502146)","(61.0, 75.0, 72.85714285714286)","(17.0, 19.5, 19.492857142857144)","(19.0, 24.0, 23.666666666666668)"
07-01-2023 13:02:48.742110,"(7.0, 8.0, 7.995833333333334)","(3.5, 4.1, 4.0233155080213905)","(41.0, 50.0, 48.906474820143885)","(6.5, 7.6, 7.5588235294117645)","(7.0, 7.8, 7.7984924623115575)","(10.0, 12.0, 11.810344827586206)","(6.5, 7.4, 7.25236051502146)","(61.0, 75.0, 72.85714285714286)","(17.0, 19.5, 19.497596153846153)","(19.0, 24.0, 23.714285714285715)"
07-01-2023 13:02:50.350485,"(7.0, 8.0, 7.995833333333334)","(3.5, 4.0, 4.001170960187354)","(41.0, 50.0, 48.906474820143885)","(6.5, 7.6, 7.4914438502673795)","(7.0, 7.8, 7.798473282442748)","(10.0, 12.0, 11.710526315789474)","(6.5, 7.4, 7.249122807017544)","(61.0, 75.0, 72.85714285714286)","(17.0, 19.5, 19.49757281553398)","(19.0, 24.0, 23.53846153846154)"
07-01-2023 13:02:51.872576,"(7.0, 8.0, 7.995833333333334)","(3.5, 4.1, 4.000261096605744)","(41.0, 50.0, 48.906474820143885)","(6.5, 7.6, 7.4914438502673795)","(7.0, 7.8, 7.798473282442748)","(10.0, 12.0, 11.694444444444445)","(6.5, 7.4, 7.248908296943232)","(61.0, 75.0, 67.1875)","(17.0, 19.5, 19.541666666666668)","(19.0, 24.0, 23.53846153846154)"
07-01-2023 13:02:53.304004,"(7.0, 8.0, 8.02876254180602)","(3.5, 4.1, 4.000246305418719)","(41.0, 50.0, 48.906474820143885)","(6.5, 7.6, 7.4912)","(7.0, 7.8, 7.797969543147208)","(10.0, 12.0, 11.694444444444445)","(6.5, 7.4, 7.267105263157895)","(61.0, 70.0, 67.08333333333333)","(17.0, 21.0, 19.54054054054054)","(19.0, 24.0, 23.428571428571427)"
07-01-2023 13:02:54.707361,"(7.0, 8.2, 8.02)","(3.5, 4.1, 4.017708333333333)","(41.0, 50.0, 48.89051094890511)","(6.5, 7.6, 7.483597883597883)","(7.0, 7.8, 7.790617283950617)","(10.0, 12.0, 11.802469135802468)","(6.5, 7.4, 7.291645569620253)","(61.0, 70.0, 67.05607476635514)","(17.0, 21.0, 19.971698113207548)","(19.0, 24.0, 22.333333333333332)"
07-01-2023 13:02:56.097639,"(7.0, 8.2, 8.02)","(3.5, 4.1, 3.935483870967742)","(41.0, 50.0, 48.865671641791046)","(6.5, 7.6, 7.534969325153374)","(7.0, 7.8, 7.798369565217391)","(10.0, 12.0, 11.810344827586206)","(6.5, 7.4, 7.260606060606061)","(61.0, 70.0, 66.97115384615384)","(17.0, 20.0, 20.296296296296298)","(19.0, 23.0, 23.4)"
07-01-2023 13:02:57.516483,"(7.0, 8.2, 8.007547169811321)","(3.5, 3.95, 3.935483870967742)","(41.0, 50.0, 48.865671641791046)","(6.0, 7.6, 7.534969325153374)","(7.0, 7.8, 7.798369565217391)","(10.0, 12.0, 11.810344827586206)","(6.5, 7.4, 7.260606060606061)","(61.0, 70.0, 66.97115384615384)","(17.0, 22.0, 21.31578947368421)","(19.0, 24.0, 23.625)"
07-01-2023 13:02:58.956692,"(7.0, 8.2, 7.928)","(3.5, 3.95, 3.945283018867925)","(41.0, 50.0, 48.865671641791046)","(6.0, 7.6, 7.534969325153374)","(7.0, 7.8, 7.799140401146132)","(10.0, 12.0, 11.810344827586206)","(6.5, 7.4, 7.291333333333333)","(61.0, 70.0, 67.73381294964028)","(17.0, 22.0, 21.3)","(19.0, 24.0, 21.142857142857142)"
07-01-2023 13:03:00.313774,"(7.0, 8.2, 7.843795620437956)","(3.5, 3.95, 3.9375275938189844)","(41.0, 50.0, 48.865671641791046)","(6.0, 7.6, 7.534969325153374)","(7.0, 7.8, 7.799140401146132)","(10.0, 12.0, 11.810344827586206)","(6.5, 7.4, 7.291333333333333)","(61.0, 70.0, 67.73381294964028)","(17.0, 22.0, 22.890625)","(19.0, 22.0, 21.142857142857142)"
07-01-2023 13:03:01.650669,"(7.0, 8.2, 8.021897810218977)","(3.5, 4.0, 3.947826086956522)","(41.0, 50.0, 48.986666666666665)","(6.0, 7.6, 7.534969325153374)","(7.0, 7.8, 7.796327683615819)","(10.0, 12.0, 11.811475409836065)","(6.5, 7.4, 7.289491525423729)","(61.0, 70.0, 67.73381294964028)","(17.0, 23.0, 19.8)","(19.0, 22.0, 21.142857142857142)"
07-01-2023 13:03:02.969824,"(7.0, 8.2, 8.021897810218977)","(3.5, 3.95, 3.94)","(41.0, 50.0, 48.92198581560284)","(6.0, 7.6, 7.5303370786516854)","(7.0, 7.8, 7.789036544850498)","(10.0, 12.0, 11.790909090909091)","(6.5, 7.4, 7.238613861386138)","(61.0, 70.0, 67.64925373134328)","(17.0, 21.0, 19.426)","(19.0, 22.0, 20.59722222222222)"
07-01-2023 13:03:04.264619,"(7.0, 8.2, 8.014869888475836)","(3.5, 3.95, 3.943002544529262)","(41.0, 50.0, 48.92198581560284)","(6.0, 7.6, 7.5303370786516854)","(7.0, 7.8, 7.825490196078431)","(10.0, 12.0, 11.48165137614679)","(6.5, 7.4, 7.195641646489104)","(61.0, 70.0, 67.63157894736842)","(17.0, 19.5, 19.58490566037736)","(19.0, 21.0, 20.58)"
07-01-2023 13:03:05.602289,"(7.0, 8.2, 8.014869888475836)","(3.5, 3.95, 3.963829787234043)","(41.0, 50.0, 48.92198581560284)","(6.0, 7.6, 7.567708333333333)","(7.0, 8.0, 7.874647887323944)","(10.0, 11.5, 11.875)","(6.5, 7.2, 7.299823633156967)","(61.0, 70.0, 67.55813953488372)","(17.0, 21.0, 20.361022364217252)","(19.0, 21.0, 20.5625)"
07-01-2023 13:03:06.957327,"(7.0, 8.2, 8.014492753623188)","(3.5, 4.0, 3.96)","(41.0, 50.0, 48.92198581560284)","(6.5, 7.6, 7.567708333333333)","(7.0, 8.0, 7.873758865248226)","(10.0, 12.0, 11.875)","(6.0, 7.4, 7.322580645161291)","(61.0, 70.0, 67.55813953488372)","(17.0, 21.0, 19.714285714285715)","(19.0, 21.0, 20.5625)"
07-01-2023 13:03:08.311786,"(7.0, 8.2, 8.014492753623188)","(3.5, 4.0, 3.9855371900826446)","(41.0, 50.0, 48.88235294117647)","(6.5, 7.6, 7.564971751412429)","(7.0, 8.0, 7.87007299270073)","(10.0, 12.0, 11.883720930232558)","(6.0, 7.4, 7.348547717842324)","(61.0, 70.0, 67.55813953488372)","(17.0, 20.0, 19.714285714285715)","(19.0, 21.0, 20.5625)"
07-01-2023 13:03:09.829004,"(7.0, 8.2, 7.990384615384615)","(3.5, 4.0, 3.9830917874396135)","(41.0, 50.0, 48.88235294117647)","(6.5, 7.6, 7.549180327868852)","(7.0, 8.0, 7.879729729729729)","(10.0, 12.0, 11.945945945945946)","(6.0, 7.4, 7.342325581395349)","(61.0, 70.0, 67.55813953488372)","(17.0, 20.0, 19.714285714285715)","(19.0, 21.0, 21.65)"
07-01-2023 13:03:11.175003,"(7.0, 8.0, 7.989583333333333)","(3.5, 4.0, 3.9854581673306773)","(41.0, 50.0, 48.88235294117647)","(6.5, 7.6, 7.546086956521739)","(7.0, 8.0, 7.8771241830065355)","(10.0, 12.0, 11.951515151515151)","(6.0, 7.4, 7.1867298578199055)","(61.0, 70.0, 67.5)","(17.0, 20.0, 19.77037037037037)","(19.0, 22.0, 21.68888888888889)"
07-01-2023 13:03:12.512335,"(7.0, 8.0, 7.989583333333333)","(3.5, 4.0, 3.993859649122807)","(41.0, 50.0, 48.83969465648855)","(6.5, 7.6, 7.606779661016949)","(7.0, 8.0, 7.8771241830065355)","(10.0, 12.0, 11.951515151515151)","(6.0, 7.2, 7.178280542986426)","(61.0, 70.0, 67.55813953488372)","(17.0, 20.0, 19.77037037037037)","(19.0, 22.0, 21.68888888888889)"
07-01-2023 13:03:13.802461,"(7.0, 8.0, 7.992537313432836)","(3.5, 4.0, 3.993859649122807)","(41.0, 50.0, 48.83969465648855)","(6.5, 7.8, 7.606779661016949)","(7.0, 8.0, 7.7743975903614455)","(10.0, 12.0, 11.951515151515151)","(6.0, 7.2, 7.181749049429658)","(61.0, 70.0, 67.55813953488372)","(17.0, 20.0, 19.803174603174604)","(19.0, 22.0, 23.896551724137932)"
07-01-2023 13:03:15.137581,"(7.0, 8.0, 7.989583333333333)","(3.5, 4.1, 4.010512820512821)","(41.0, 50.0, 48.83969465648855)","(6.5, 7.8, 7.606779661016949)","(7.0, 7.8, 7.779813664596273)","(10.0, 12.0, 11.949367088607595)","(6.0, 7.2, 7.18125)","(61.0, 70.0, 67.55813953488372)","(17.0, 20.0, 19.767441860465116)","(19.0, 24.0, 23.88679245283019)"
07-01-2023 13:03:16.407425,"(7.0, 8.0, 7.888888888888888)","(3.5, 4.1, 4.046798780487805)","(41.0, 50.0, 48.83969465648855)","(6.5, 7.8, 7.537931034482758)","(7.0, 7.8, 7.684905660377358)","(10.0, 12.0, 11.931623931623932)","(6.0, 7.2, 7.18125)","(61.0, 70.0, 67.55813953488372)","(17.0, 20.0, 19.767441860465116)","(19.0, 24.0, 23.896551724137932)"
07-01-2023 13:03:17.763207,"(7.0, 8.0, 7.889454545454545)","(3.5, 4.1, 4.043792325056433)","(41.0, 50.0, 48.83969465648855)","(6.5, 7.8, 7.71578947368421)","(7.0, 7.8, 7.684905660377358)","(10.0, 12.0, 11.931623931623932)","(6.0, 7.2, 7.296666666666667)","(61.0, 70.0, 67.55813953488372)","(17.0, 20.0, 19.767441860465116)","(19.0, 24.0, 23.724137931034484)"
07-01-2023 13:03:19.136513,"(7.0, 8.0, 7.899595141700405)","(3.5, 4.1, 4.038062283737024)","(41.0, 50.0, 48.83969465648855)","(6.5, 7.6, 7.485714285714286)","(7.0, 7.8, 7.645977011494253)","(10.0, 12.0, 11.89453125)","(6.0, 7.4, 7.245)","(61.0, 70.0, 67.55813953488372)","(17.0, 20.0, 19.714285714285715)","(19.0, 24.0, 23.73076923076923)"
07-01-2023 13:03:20.477203,"(7.0, 8.0, 7.8931818181818185)","(3.5, 4.1, 4.051177394034537)","(41.0, 50.0, 48.83969465648855)","(6.5, 7.6, 7.571428571428571)","(7.0, 7.8, 7.6579710144927535)","(10.0, 12.0, 11.977064220183486)","(6.0, 7.4, 7.175757575757576)","(61.0, 70.0, 68.17307692307692)","(17.0, 20.0, 19.881944444444443)","(19.0, 24.0, 23.95)"
07-01-2023 13:03:21.959266,"(7.0, 8.0, 7.90379746835443)","(3.5, 4.1, 4.039731285988483)","(41.0, 50.0, 48.83969465648855)","(6.5, 7.6, 7.522033898305085)","(7.0, 7.8, 7.725)","(10.0, 12.0, 11.977064220183486)","(6.0, 7.2, 7.177464788732395)","(61.0, 70.0, 68.17307692307692)","(17.0, 20.0, 19.881944444444443)","(19.0, 24.0, 23.95)"
07-01-2023 13:03:23.407073,"(7.0, 8.0, 7.90379746835443)","(3.5, 4.1, 4.039731285988483)","(41.0, 50.0, 48.83969465648855)","(6.5, 7.8, 7.522033898305085)","(6.5, 7.8, 7.644859813084111)","(10.0, 12.0, 11.974489795918368)","(6.5, 7.2, 7.1503875968992245)","(51.0, 70.0, 68.17307692307692)","(17.0, 20.0, 19.869230769230768)","(19.0, 24.0, 23.95)"
07-01-2023 13:03:24.698948,"(7.0, 8.0, 7.913364055299539)","(3.5, 4.1, 4.0113475177304965)","(41.0, 50.0, 48.83969465648855)","(6.5, 7.8, 7.488)","(6.5, 8.0, 7.848913043478261)","(10.0, 12.0, 11.81)","(6.5, 7.2, 7.143703703703704)","(51.0, 70.0, 68.11881188118812)","(17.0, 20.0, 19.869230769230768)","(19.0, 24.0, 23.8)"
07-01-2023 13:03:26.042055,"(7.0, 8.0, 7.916465863453815)","(3.5, 4.1, 4.01965811965812)","(41.0, 50.0, 48.83969465648855)","(6.5, 7.6, 7.466666666666667)","(6.5, 8.0, 7.840579710144928)","(10.0, 12.0, 11.707446808510639)","(6.5, 7.2, 7.153054662379422)","(51.0, 70.0, 68.11881188118812)","(17.0, 20.0, 19.869230769230768)","(20.0, 24.0, 23.8)"
07-01-2023 13:03:27.454047,"(7.0, 8.0, 7.917886178861789)","(3.5, 4.1, 4.0253125)","(41.0, 50.0, 48.83969465648855)","(6.5, 7.6, 7.471794871794872)","(6.5, 8.0, 7.809929078014184)","(10.0, 12.0, 11.696078431372548)","(6.5, 7.2, 7.162318840579711)","(51.0, 70.0, 68.02083333333333)","(17.0, 20.0, 19.742424242424242)","(20.0, 24.0, 22.728395061728396)"
07-01-2023 13:03:28.781847,"(7.0, 8.0, 7.9213389121338915)","(3.5, 4.1, 4.056326530612245)","(41.0, 50.0, 48.62921348314607)","(6.5, 7.8, 7.459574468085107)","(6.5, 8.0, 7.70189701897019)","(10.0, 12.0, 12.159574468085106)","(6.5, 7.2, 7.17125748502994)","(51.0, 70.0, 67.9136690647482)","(17.0, 20.0, 19.91089108910891)","(20.0, 23.0, 22.567307692307693)"
07-01-2023 13:03:30.141228,"(7.0, 8.0, 7.965294117647058)","(3.5, 4.1, 4.056326530612245)","(41.0, 50.0, 48.62921348314607)","(6.5, 7.8, 7.459574468085107)","(6.5, 8.0, 7.663945578231292)","(10.0, 12.5, 12.159574468085106)","(6.0, 7.2, 7.196563573883162)","(51.0, 70.0, 67.9136690647482)","(17.0, 20.0, 19.904255319148938)","(20.0, 23.0, 22.536082474226806)"
07-01-2023 13:03:31.492161,"(7.0, 8.2, 8.000356506238859)","(3.5, 4.1, 4.071328671328671)","(41.0, 50.0, 48.82692307692308)","(6.5, 7.8, 7.456)","(6.5, 7.8, 7.658204334365325)","(10.0, 12.5, 12.141509433962264)","(6.0, 7.2, 7.189558232931727)","(51.0, 70.0, 67.9136690647482)","(17.0, 20.0, 20.05504587155963)","(20.0, 23.0, 22.536082474226806)"
