,Dangerous Woman,Sweet Hummer,Boudicca,Churn It Up,Opawa Amiekay,Big Time Curly
16-12-2022 12:21:33.259344,"(3.2, 4.9, 3.8875)","(14.0, 32.0, 19.666666666666668)","(21.0, 270.0, 198.57142857142858)","(9.0, 18.5, 12.033333333333333)","(3.3, 5.5, 4.193333333333333)","(2.3, 3.15, 2.7486486486486488)"
16-12-2022 12:21:34.228491,"(3.2, 4.9, 3.8875)","(14.0, 32.0, 19.666666666666668)","(21.0, 270.0, 198.57142857142858)","(9.0, 18.5, 12.033333333333333)","(3.3, 5.5, 4.193333333333333)","(2.3, 3.15, 2.7486486486486488)"
16-12-2022 12:21:35.144948,"(3.2, 4.9, 3.8875)","(14.0, 32.0, 19.666666666666668)","(21.0, 270.0, 198.57142857142858)","(9.0, 18.5, 12.033333333333333)","(3.3, 5.5, 4.193333333333333)","(2.3, 3.15, 2.7486486486486488)"
16-12-2022 12:21:36.085361,"(3.2, 4.9, 3.8875)","(14.0, 32.0, 19.666666666666668)","(21.0, 270.0, 198.57142857142858)","(9.0, 18.5, 12.033333333333333)","(3.3, 5.5, 4.193333333333333)","(2.3, 3.15, 2.7486486486486488)"
16-12-2022 12:21:36.977369,"(3.2, 4.9, 3.8875)","(14.0, 32.0, 19.666666666666668)","(21.0, 270.0, 198.57142857142858)","(9.0, 18.5, 12.033333333333333)","(3.3, 5.5, 4.193333333333333)","(2.3, 3.15, 2.7486486486486488)"
16-12-2022 12:21:37.889539,"(3.2, 4.9, 3.8875)","(14.0, 32.0, 19.666666666666668)","(21.0, 270.0, 198.57142857142858)","(9.0, 18.5, 12.033333333333333)","(3.3, 5.5, 4.193333333333333)","(2.3, 3.15, 3.016216216216216)"
16-12-2022 12:21:38.790340,"(3.2, 4.9, 3.8875)","(14.0, 32.0, 19.666666666666668)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.033333333333333)","(3.3, 5.5, 4.193333333333333)","(2.3, 3.15, 3.016216216216216)"
16-12-2022 12:21:39.689165,"(3.2, 4.9, 3.8875)","(14.0, 32.0, 19.666666666666668)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.033333333333333)","(3.3, 5.5, 4.193333333333333)","(2.3, 3.15, 3.016216216216216)"
16-12-2022 12:21:40.667277,"(3.2, 4.9, 3.8875)","(14.0, 32.0, 19.666666666666668)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.033333333333333)","(3.3, 5.5, 4.653333333333333)","(2.3, 3.15, 3.016216216216216)"
16-12-2022 12:21:41.521337,"(3.2, 4.9, 3.8875)","(14.0, 32.0, 19.666666666666668)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.033333333333333)","(3.3, 5.5, 4.653333333333333)","(2.3, 3.15, 3.016216216216216)"
16-12-2022 12:21:42.398107,"(3.2, 4.9, 3.8875)","(14.0, 32.0, 19.666666666666668)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.033333333333333)","(3.3, 5.5, 4.865)","(2.3, 3.15, 3.016216216216216)"
16-12-2022 12:21:43.278202,"(3.2, 4.9, 3.8875)","(14.0, 32.0, 19.666666666666668)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.033333333333333)","(3.3, 5.5, 4.865)","(2.3, 3.15, 3.016216216216216)"
16-12-2022 12:21:44.143649,"(3.2, 4.9, 3.8875)","(14.0, 32.0, 19.666666666666668)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.033333333333333)","(3.3, 5.5, 4.865)","(2.3, 3.15, 3.016216216216216)"
16-12-2022 12:21:45.021872,"(3.2, 4.9, 3.8875)","(14.0, 32.0, 19.666666666666668)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.033333333333333)","(3.3, 5.5, 4.865)","(2.3, 3.15, 3.016216216216216)"
16-12-2022 12:21:45.896471,"(3.2, 4.9, 3.8875)","(14.0, 32.0, 19.666666666666668)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.033333333333333)","(3.3, 5.5, 4.865)","(2.3, 3.15, 3.016216216216216)"
16-12-2022 12:21:46.729912,"(3.2, 4.9, 3.8875)","(14.0, 32.0, 19.666666666666668)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.033333333333333)","(3.3, 5.5, 4.865)","(2.3, 3.15, 3.016216216216216)"
16-12-2022 12:21:47.577654,"(3.2, 4.9, 3.8875)","(14.0, 32.0, 19.666666666666668)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.033333333333333)","(3.3, 5.5, 4.865)","(2.3, 3.15, 3.083108108108108)"
16-12-2022 12:21:48.499098,"(3.2, 4.9, 3.8875)","(14.0, 32.0, 19.666666666666668)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.033333333333333)","(3.3, 5.5, 4.865)","(2.3, 3.15, 2.7324324324324323)"
16-12-2022 12:21:49.386593,"(3.2, 4.9, 3.8875)","(14.0, 32.0, 19.666666666666668)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.033333333333333)","(3.3, 5.5, 4.865)","(2.3, 3.15, 2.7324324324324323)"
16-12-2022 12:21:50.301754,"(3.2, 4.9, 3.8875)","(14.0, 32.0, 19.666666666666668)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.033333333333333)","(3.3, 5.5, 5.189846153846154)","(2.3, 3.15, 2.7324324324324323)"
16-12-2022 12:21:51.187855,"(3.2, 4.9, 3.8875)","(14.0, 32.0, 27.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 16.75)","(3.3, 5.5, 5.189846153846154)","(2.3, 3.15, 2.7324324324324323)"
16-12-2022 12:21:52.079747,"(3.2, 4.9, 3.8875)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 16.75)","(3.3, 5.5, 5.189846153846154)","(2.3, 3.15, 2.7324324324324323)"
16-12-2022 12:21:52.940618,"(3.2, 4.9, 3.8875)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 16.75)","(3.3, 5.5, 5.189846153846154)","(2.3, 3.15, 2.7324324324324323)"
16-12-2022 12:21:53.791486,"(3.2, 4.9, 3.8875)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.166666666666666)","(3.3, 5.5, 5.189846153846154)","(2.3, 3.15, 2.7324324324324323)"
16-12-2022 12:21:54.623651,"(3.2, 4.9, 3.8875)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.166666666666666)","(3.3, 5.5, 4.25)","(2.3, 3.15, 2.7324324324324323)"
16-12-2022 12:21:55.495410,"(3.2, 4.9, 3.8875)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.166666666666666)","(3.3, 5.5, 4.25)","(2.3, 3.15, 2.7324324324324323)"
16-12-2022 12:21:56.386108,"(3.2, 4.9, 3.8875)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.166666666666666)","(3.3, 5.5, 4.220000000000001)","(2.3, 3.15, 2.7324324324324323)"
16-12-2022 12:21:57.282196,"(3.2, 4.9, 3.8875)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.166666666666666)","(3.3, 5.5, 4.220000000000001)","(2.3, 3.15, 2.7324324324324323)"
16-12-2022 12:21:58.233611,"(3.2, 4.9, 3.8875)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.166666666666666)","(3.3, 5.5, 4.220000000000001)","(2.3, 3.15, 2.7324324324324323)"
16-12-2022 12:21:59.225794,"(3.2, 4.9, 3.8875)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.166666666666666)","(3.3, 5.5, 4.220000000000001)","(2.3, 3.15, 2.7324324324324323)"
16-12-2022 12:22:00.137023,"(3.2, 4.9, 3.8875)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.166666666666666)","(3.3, 5.5, 4.220000000000001)","(2.3, 3.15, 2.7324324324324323)"
16-12-2022 12:22:01.010167,"(3.2, 4.9, 3.8875)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.166666666666666)","(3.3, 5.5, 4.220000000000001)","(2.3, 3.15, 2.7324324324324323)"
16-12-2022 12:22:01.855491,"(3.2, 4.9, 3.8875)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.166666666666666)","(3.3, 5.5, 4.220000000000001)","(2.3, 3.15, 2.7324324324324323)"
16-12-2022 12:22:02.800175,"(3.2, 4.9, 3.8875)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.166666666666666)","(3.3, 5.5, 4.220000000000001)","(2.3, 3.15, 2.7324324324324323)"
16-12-2022 12:22:03.689295,"(3.2, 4.9, 3.8875)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.166666666666666)","(3.3, 5.5, 4.220000000000001)","(2.3, 3.15, 2.7324324324324323)"
16-12-2022 12:22:04.609070,"(3.2, 4.9, 3.8875)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.166666666666666)","(3.3, 5.5, 4.220000000000001)","(2.3, 3.15, 2.7324324324324323)"
16-12-2022 12:22:05.475955,"(3.2, 4.9, 3.8875)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.166666666666666)","(3.3, 5.5, 4.220000000000001)","(2.3, 3.15, 2.7324324324324323)"
16-12-2022 12:22:06.347128,"(3.2, 4.9, 3.8875)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.166666666666666)","(3.3, 5.5, 4.220000000000001)","(2.3, 3.15, 2.7324324324324323)"
16-12-2022 12:22:07.188459,"(3.2, 4.9, 3.8875)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.166666666666666)","(3.3, 5.5, 4.220000000000001)","(2.3, 3.15, 2.7324324324324323)"
16-12-2022 12:22:08.020129,"(3.2, 4.9, 3.8875)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.166666666666666)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.15, 2.7324324324324323)"
16-12-2022 12:22:08.938808,"(3.2, 4.9, 3.8312500000000003)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.166666666666666)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.15, 2.630357142857143)"
16-12-2022 12:22:09.833122,"(3.2, 4.9, 3.8312500000000003)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.166666666666666)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.15, 2.630357142857143)"
16-12-2022 12:22:10.931393,"(3.2, 4.9, 3.8312500000000003)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.166666666666666)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.15, 2.630357142857143)"
16-12-2022 12:22:11.823757,"(3.2, 4.9, 3.8312500000000003)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.166666666666666)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.15, 2.630357142857143)"
16-12-2022 12:22:12.745272,"(3.2, 4.9, 3.8312500000000003)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.166666666666666)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.15, 2.630357142857143)"
16-12-2022 12:22:13.712591,"(3.2, 4.9, 3.8312500000000003)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.166666666666666)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.15, 2.630357142857143)"
16-12-2022 12:22:14.568255,"(3.2, 4.9, 3.8312500000000003)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.166666666666666)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.15, 2.630357142857143)"
16-12-2022 12:22:15.468602,"(3.2, 4.9, 3.8312500000000003)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.166666666666666)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.15, 2.630357142857143)"
16-12-2022 12:22:16.318137,"(3.2, 4.9, 3.8312500000000003)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.166666666666666)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.15, 2.630357142857143)"
16-12-2022 12:22:17.194552,"(3.2, 4.9, 3.8312500000000003)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.166666666666666)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.15, 2.630357142857143)"
16-12-2022 12:22:18.113513,"(3.2, 4.9, 3.8312500000000003)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.166666666666666)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.15, 2.630357142857143)"
16-12-2022 12:22:19.012561,"(3.2, 4.9, 3.8312500000000003)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.166666666666666)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.15, 2.630357142857143)"
16-12-2022 12:22:19.885680,"(3.2, 4.9, 3.8312500000000003)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.166666666666666)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.15, 2.630357142857143)"
16-12-2022 12:22:20.798775,"(3.2, 4.9, 3.8312500000000003)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.166666666666666)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.15, 2.630357142857143)"
16-12-2022 12:22:21.682382,"(3.2, 4.9, 3.8312500000000003)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 16.75)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.15, 2.630357142857143)"
16-12-2022 12:22:22.512773,"(3.2, 4.9, 3.8312500000000003)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.299999999999999)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.15, 2.630357142857143)"
16-12-2022 12:22:23.368202,"(3.2, 4.9, 3.8312500000000003)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.299999999999999)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.15, 2.630357142857143)"
16-12-2022 12:22:24.241339,"(3.2, 4.9, 3.8312500000000003)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.299999999999999)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.15, 2.630357142857143)"
16-12-2022 12:22:25.142022,"(3.2, 4.9, 3.8312500000000003)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.299999999999999)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.15, 2.630357142857143)"
16-12-2022 12:22:26.008312,"(3.2, 4.9, 3.8312500000000003)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.299999999999999)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.15, 2.630357142857143)"
16-12-2022 12:22:26.849227,"(3.2, 4.9, 3.8312500000000003)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.299999999999999)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.15, 2.630357142857143)"
16-12-2022 12:22:27.694776,"(3.2, 4.9, 3.8312500000000003)","(14.0, 32.0, 19.0)","(21.0, 260.0, 105.71428571428571)","(9.0, 18.5, 12.299999999999999)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.15, 2.630357142857143)"
16-12-2022 12:22:28.587536,"(3.2, 4.9, 3.8312500000000003)","(14.0, 32.0, 19.0)","(21.0, 250.0, 135.0)","(9.0, 18.5, 12.299999999999999)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.15, 2.630357142857143)"
16-12-2022 12:22:29.445600,"(3.2, 4.9, 3.8312500000000003)","(14.0, 32.0, 19.0)","(21.0, 250.0, 135.0)","(9.0, 18.5, 12.299999999999999)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.15, 2.630357142857143)"
16-12-2022 12:22:30.336010,"(3.2, 4.9, 3.8312500000000003)","(14.0, 32.0, 19.0)","(21.0, 250.0, 135.0)","(9.0, 18.5, 12.299999999999999)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.15, 2.630357142857143)"
16-12-2022 12:22:31.270721,"(3.2, 4.9, 3.8312500000000003)","(14.0, 32.0, 19.0)","(21.0, 250.0, 135.0)","(9.0, 18.5, 12.299999999999999)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.15, 2.630357142857143)"
16-12-2022 12:22:32.165554,"(3.2, 4.9, 3.8312500000000003)","(14.0, 32.0, 19.0)","(21.0, 250.0, 135.0)","(9.0, 18.5, 12.299999999999999)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.15, 2.630357142857143)"
16-12-2022 12:22:33.065113,"(3.2, 4.9, 3.8312500000000003)","(14.0, 32.0, 19.0)","(21.0, 250.0, 135.0)","(9.0, 18.5, 12.299999999999999)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.15, 2.630357142857143)"
16-12-2022 12:22:34.063374,"(3.2, 4.9, 3.8312500000000003)","(14.0, 32.0, 19.0)","(21.0, 250.0, 135.0)","(9.0, 18.5, 12.299999999999999)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.15, 2.630357142857143)"
16-12-2022 12:22:35.093899,"(3.2, 4.9, 3.8312500000000003)","(14.0, 32.0, 19.0)","(21.0, 250.0, 135.0)","(9.0, 18.5, 12.299999999999999)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.15, 2.630357142857143)"
16-12-2022 12:22:35.985429,"(3.2, 4.9, 3.8312500000000003)","(14.0, 32.0, 19.0)","(21.0, 250.0, 135.0)","(9.0, 18.5, 12.299999999999999)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.15, 2.630357142857143)"
16-12-2022 12:22:36.833453,"(3.2, 4.9, 3.8312500000000003)","(14.0, 32.0, 19.0)","(21.0, 250.0, 135.0)","(9.0, 18.5, 12.299999999999999)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.15, 2.630357142857143)"
16-12-2022 12:22:37.754892,"(3.2, 4.9, 3.8312500000000003)","(14.0, 32.0, 19.0)","(21.0, 250.0, 135.0)","(9.0, 18.5, 12.299999999999999)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.15, 2.630357142857143)"
16-12-2022 12:22:38.755975,"(3.2, 4.9, 3.8312500000000003)","(14.0, 32.0, 19.0)","(21.0, 250.0, 135.0)","(9.0, 18.5, 12.299999999999999)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.15, 2.630357142857143)"
16-12-2022 12:22:39.689863,"(3.2, 4.9, 3.8312500000000003)","(14.0, 32.0, 19.0)","(21.0, 250.0, 135.0)","(9.0, 18.5, 12.299999999999999)","(3.3, 5.5, 4.766666666666667)","(2.3, 3.15, 2.630357142857143)"
16-12-2022 12:22:40.587179,"(3.2, 4.8, 3.7874999999999996)","(14.0, 32.0, 19.0)","(21.0, 250.0, 135.0)","(9.0, 18.5, 12.299999999999999)","(3.3, 5.6, 4.627272727272727)","(2.3, 3.15, 2.7192592592592595)"
16-12-2022 12:22:41.461303,"(3.2, 4.8, 3.7874999999999996)","(14.0, 32.0, 19.0)","(21.0, 250.0, 135.0)","(9.0, 18.5, 12.299999999999999)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.3, 2.7192592592592595)"
16-12-2022 12:22:42.327673,"(3.2, 4.8, 3.7874999999999996)","(14.0, 32.0, 19.0)","(21.0, 250.0, 135.0)","(9.0, 18.5, 12.299999999999999)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.3, 2.7192592592592595)"
16-12-2022 12:22:43.284877,"(3.2, 4.8, 3.7874999999999996)","(14.0, 32.0, 19.0)","(21.0, 250.0, 135.0)","(9.0, 18.5, 12.299999999999999)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.3, 2.7192592592592595)"
16-12-2022 12:22:44.227743,"(3.2, 4.8, 3.7874999999999996)","(14.0, 32.0, 19.0)","(21.0, 250.0, 135.0)","(9.0, 18.5, 12.299999999999999)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.3, 2.7192592592592595)"
16-12-2022 12:22:45.127117,"(3.2, 4.8, 3.7874999999999996)","(14.0, 32.0, 19.0)","(21.0, 250.0, 135.0)","(9.0, 18.5, 12.299999999999999)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.3, 2.7192592592592595)"
16-12-2022 12:22:45.998310,"(3.2, 4.8, 3.7874999999999996)","(14.0, 32.0, 19.0)","(21.0, 250.0, 135.0)","(9.0, 18.5, 12.299999999999999)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.3, 2.7192592592592595)"
16-12-2022 12:22:46.856203,"(3.2, 4.8, 3.7874999999999996)","(14.0, 32.0, 19.0)","(21.0, 250.0, 135.0)","(9.0, 18.5, 12.299999999999999)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.3, 2.7192592592592595)"
16-12-2022 12:22:47.735705,"(3.2, 4.8, 3.7874999999999996)","(14.0, 32.0, 19.0)","(21.0, 250.0, 135.0)","(9.0, 18.5, 12.299999999999999)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.3, 2.7192592592592595)"
16-12-2022 12:22:48.686578,"(3.2, 4.8, 3.7874999999999996)","(14.0, 32.0, 19.0)","(21.0, 250.0, 135.0)","(9.0, 18.5, 12.299999999999999)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.3, 2.5186046511627906)"
16-12-2022 12:22:49.602769,"(3.2, 4.8, 3.7874999999999996)","(14.0, 32.0, 19.0)","(21.0, 250.0, 135.0)","(9.0, 18.5, 12.299999999999999)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.3, 2.5186046511627906)"
16-12-2022 12:22:50.497581,"(3.2, 4.8, 3.7874999999999996)","(14.0, 32.0, 19.0)","(21.0, 250.0, 135.0)","(9.0, 18.5, 12.299999999999999)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.3, 2.5186046511627906)"
16-12-2022 12:22:51.366083,"(3.2, 4.8, 3.7874999999999996)","(14.0, 32.0, 19.0)","(21.0, 250.0, 135.0)","(9.0, 18.5, 11.633333333333333)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.25, 2.8122727272727275)"
16-12-2022 12:22:52.199286,"(3.2, 4.8, 3.7874999999999996)","(14.0, 32.0, 19.0)","(21.0, 250.0, 135.0)","(9.0, 18.5, 16.75)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.25, 2.8122727272727275)"
16-12-2022 12:22:53.100312,"(3.2, 4.8, 3.7874999999999996)","(14.0, 32.0, 19.0)","(21.0, 250.0, 135.0)","(9.0, 18.5, 12.433333333333334)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.25, 2.8122727272727275)"
16-12-2022 12:22:54.020829,"(3.2, 4.8, 3.7874999999999996)","(14.0, 32.0, 19.0)","(21.0, 250.0, 135.0)","(9.0, 18.5, 12.433333333333334)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.25, 2.8122727272727275)"
16-12-2022 12:22:54.910037,"(3.2, 4.8, 3.7874999999999996)","(14.0, 32.0, 19.0)","(21.0, 250.0, 135.0)","(9.0, 18.5, 12.433333333333334)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.3, 2.7192592592592595)"
16-12-2022 12:22:55.843895,"(3.2, 4.8, 3.7874999999999996)","(14.0, 32.0, 19.0)","(21.0, 250.0, 135.0)","(9.0, 18.5, 12.433333333333334)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.3, 2.5186046511627906)"
16-12-2022 12:22:56.718337,"(3.2, 4.8, 3.815625)","(14.0, 32.0, 19.0)","(21.0, 250.0, 135.0)","(9.0, 18.5, 12.433333333333334)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.3, 2.5186046511627906)"
16-12-2022 12:22:57.581712,"(3.2, 4.8, 3.815625)","(14.0, 32.0, 19.0)","(21.0, 250.0, 135.0)","(9.0, 18.5, 12.433333333333334)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.3, 2.6307692307692307)"
16-12-2022 12:22:58.522779,"(3.2, 4.8, 3.815625)","(14.0, 32.0, 19.0)","(21.0, 250.0, 135.0)","(9.0, 18.5, 12.433333333333334)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.3, 3.0238095238095237)"
16-12-2022 12:22:59.375958,"(3.2, 4.8, 3.815625)","(14.0, 32.0, 19.0)","(21.0, 250.0, 135.0)","(9.0, 18.5, 12.433333333333334)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.3, 3.0238095238095237)"
16-12-2022 12:23:00.250720,"(3.2, 4.8, 3.815625)","(14.0, 32.0, 19.0)","(21.0, 250.0, 135.0)","(9.0, 18.5, 12.433333333333334)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.3, 3.1523636363636363)"
16-12-2022 12:23:01.100135,"(3.2, 4.8, 3.815625)","(14.0, 32.0, 19.0)","(21.0, 230.0, 170.0)","(9.0, 18.5, 12.433333333333334)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.3, 3.1523636363636363)"
16-12-2022 12:23:01.972425,"(3.2, 4.8, 3.815625)","(14.0, 32.0, 19.0)","(21.0, 230.0, 170.0)","(9.0, 18.5, 12.433333333333334)","(3.3, 5.5, 4.627272727272727)","(2.3, 3.3, 2.5142857142857142)"
16-12-2022 12:23:02.885332,"(3.2, 4.8, 3.815625)","(14.0, 32.0, 19.0)","(21.0, 230.0, 170.0)","(9.0, 18.5, 12.433333333333334)","(3.3, 5.5, 4.220000000000001)","(2.3, 3.3, 2.8)"
16-12-2022 12:23:03.821314,"(3.2, 4.8, 3.815625)","(14.0, 32.0, 19.0)","(21.0, 230.0, 170.0)","(9.0, 18.5, 12.433333333333334)","(3.3, 5.5, 4.220000000000001)","(2.3, 3.25, 2.8)"
16-12-2022 12:23:04.732771,"(3.2, 4.8, 3.815625)","(14.0, 32.0, 19.0)","(21.0, 230.0, 170.0)","(9.0, 18.5, 12.433333333333334)","(3.3, 5.5, 4.220000000000001)","(2.3, 3.25, 2.8)"
16-12-2022 12:23:05.632803,"(3.2, 4.8, 3.815625)","(14.0, 32.0, 19.0)","(21.0, 230.0, 170.0)","(9.0, 18.5, 12.433333333333334)","(3.3, 5.5, 4.220000000000001)","(2.3, 3.25, 2.688888888888889)"
16-12-2022 12:23:06.532067,"(3.2, 4.8, 3.815625)","(14.0, 32.0, 19.0)","(21.0, 230.0, 170.0)","(9.0, 18.5, 12.433333333333334)","(3.3, 5.5, 4.220000000000001)","(2.3, 3.3, 2.684615384615385)"
