,Finniss Surprise,Finniss Redeem,Urban Ranger,Emerley Wiggum,Springvale Bray,Springvale Dave,Bobby Axelrod,Dash Of Blue
06-01-2023 13:09:42.216937,"(8.5, 19.0, 11.0)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 169.64705882352942)","(6.5, 13.5, 11.43)","(20.0, 70.0, 33.27272727272727)","(1.65, 2.56, 1.769090909090909)","(14.0, 42.0, 24.5)"
06-01-2023 13:09:43.269576,"(8.5, 19.0, 11.0)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 169.64705882352942)","(6.5, 13.5, 11.43)","(20.0, 70.0, 33.27272727272727)","(1.65, 2.56, 1.769090909090909)","(14.0, 42.0, 24.5)"
06-01-2023 13:09:44.295023,"(8.5, 19.0, 10.692307692307692)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 169.64705882352942)","(6.5, 13.5, 11.43)","(20.0, 70.0, 33.27272727272727)","(1.65, 2.56, 1.769090909090909)","(14.0, 42.0, 24.5)"
06-01-2023 13:09:45.381663,"(8.5, 19.0, 10.692307692307692)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 169.64705882352942)","(6.5, 13.5, 11.43)","(20.0, 70.0, 33.27272727272727)","(1.65, 2.56, 1.769090909090909)","(14.0, 42.0, 24.5)"
06-01-2023 13:09:46.445212,"(8.5, 19.0, 10.692307692307692)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 169.64705882352942)","(6.5, 13.5, 11.43)","(20.0, 70.0, 33.27272727272727)","(1.65, 2.56, 1.769090909090909)","(14.0, 42.0, 24.5)"
06-01-2023 13:09:47.470761,"(8.5, 19.0, 12.764705882352942)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 169.64705882352942)","(6.5, 13.5, 11.43)","(20.0, 70.0, 33.27272727272727)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 24.5)"
06-01-2023 13:09:48.533017,"(8.5, 19.0, 12.764705882352942)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 169.64705882352942)","(6.5, 13.5, 11.43)","(20.0, 70.0, 33.27272727272727)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 24.5)"
06-01-2023 13:09:49.608132,"(8.5, 19.0, 11.0)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 169.64705882352942)","(6.5, 13.5, 12.2)","(20.0, 70.0, 33.27272727272727)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 24.5)"
06-01-2023 13:09:50.736233,"(8.5, 19.0, 11.0)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 169.64705882352942)","(6.5, 13.0, 12.2)","(20.0, 70.0, 33.27272727272727)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 24.5)"
06-01-2023 13:09:51.791125,"(8.5, 19.0, 11.0)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 169.64705882352942)","(6.5, 13.0, 12.2)","(20.0, 70.0, 33.27272727272727)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 24.5)"
06-01-2023 13:09:52.814630,"(8.5, 19.0, 11.0)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 169.64705882352942)","(6.5, 13.0, 12.2)","(20.0, 70.0, 33.27272727272727)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 24.5)"
06-01-2023 13:09:53.865627,"(8.5, 19.0, 10.692307692307692)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 169.64705882352942)","(6.5, 13.0, 12.2)","(20.0, 70.0, 33.27272727272727)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 24.5)"
06-01-2023 13:09:54.963381,"(8.5, 19.0, 10.692307692307692)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 169.64705882352942)","(6.5, 13.0, 12.2)","(20.0, 70.0, 33.27272727272727)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 24.5)"
06-01-2023 13:09:56.099382,"(8.5, 19.0, 10.692307692307692)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 169.64705882352942)","(6.5, 13.0, 12.2)","(20.0, 70.0, 33.27272727272727)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 24.5)"
06-01-2023 13:09:57.279679,"(8.5, 19.0, 10.692307692307692)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 178.0)","(6.5, 13.0, 12.2)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 24.5)"
06-01-2023 13:09:58.363763,"(8.5, 19.0, 11.44)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 178.0)","(6.5, 13.0, 12.2)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 24.5)"
06-01-2023 13:09:59.395732,"(8.5, 19.0, 11.44)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 178.0)","(6.5, 13.0, 12.2)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 24.5)"
06-01-2023 13:10:00.492112,"(8.5, 19.0, 11.719999999999999)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 178.0)","(6.5, 13.0, 12.2)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 24.5)"
06-01-2023 13:10:01.548698,"(8.5, 19.0, 11.719999999999999)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 178.0)","(6.5, 13.0, 12.586666666666666)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 24.5)"
06-01-2023 13:10:02.660856,"(8.5, 19.0, 11.719999999999999)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 178.0)","(6.5, 13.0, 12.586666666666666)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 24.5)"
06-01-2023 13:10:03.787799,"(8.5, 19.0, 11.719999999999999)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 178.0)","(6.5, 13.0, 12.586666666666666)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 24.5)"
06-01-2023 13:10:04.832790,"(8.5, 19.0, 11.719999999999999)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 178.0)","(6.5, 13.0, 12.586666666666666)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 24.5)"
06-01-2023 13:10:05.894612,"(8.5, 19.0, 11.719999999999999)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 178.0)","(6.5, 13.0, 12.586666666666666)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 24.5)"
06-01-2023 13:10:06.982391,"(8.5, 19.0, 11.719999999999999)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 178.0)","(6.5, 13.0, 12.586666666666666)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 24.5)"
06-01-2023 13:10:08.064965,"(8.5, 19.0, 11.44)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 178.0)","(6.5, 13.0, 12.586666666666666)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 24.5)"
06-01-2023 13:10:09.124463,"(8.5, 19.0, 11.44)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 178.0)","(6.5, 13.0, 12.586666666666666)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 24.5)"
06-01-2023 13:10:10.105375,"(8.5, 19.0, 11.44)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 178.0)","(6.5, 13.0, 12.586666666666666)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 24.5)"
06-01-2023 13:10:11.119685,"(8.5, 19.0, 11.44)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 178.0)","(6.5, 13.0, 12.586666666666666)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 24.5)"
06-01-2023 13:10:12.312289,"(8.5, 19.0, 13.7)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 178.0)","(6.5, 13.0, 12.586666666666666)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 24.5)"
06-01-2023 13:10:13.436623,"(8.5, 19.0, 11.719999999999999)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 178.0)","(6.5, 13.0, 12.586666666666666)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 24.5)"
06-01-2023 13:10:14.529928,"(8.5, 19.0, 11.719999999999999)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 178.0)","(6.5, 13.0, 12.586666666666666)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 24.5)"
06-01-2023 13:10:15.591013,"(8.5, 19.0, 11.719999999999999)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 178.0)","(6.5, 13.0, 12.586666666666666)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 24.5)"
06-01-2023 13:10:16.603436,"(8.5, 19.0, 11.719999999999999)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 178.0)","(6.5, 13.0, 12.586666666666666)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 24.5)"
06-01-2023 13:10:17.709016,"(8.5, 19.0, 11.719999999999999)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 178.0)","(6.5, 13.0, 12.586666666666666)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 24.5)"
06-01-2023 13:10:18.860628,"(8.5, 19.0, 11.719999999999999)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 178.0)","(6.5, 13.0, 11.6)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 24.5)"
06-01-2023 13:10:19.995316,"(8.5, 19.0, 11.44)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 178.0)","(6.5, 14.0, 13.053333333333333)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:10:21.108698,"(8.5, 19.0, 10.075000000000001)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 178.0)","(6.5, 13.5, 11.333333333333332)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:10:22.154530,"(8.5, 19.0, 10.075000000000001)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 178.0)","(6.5, 13.5, 11.333333333333332)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:10:23.149373,"(8.5, 19.0, 10.075000000000001)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 178.0)","(6.5, 13.5, 11.333333333333332)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:10:24.181062,"(8.5, 19.0, 10.075000000000001)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 178.0)","(6.5, 13.5, 11.333333333333332)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:10:25.187783,"(8.5, 19.0, 10.075000000000001)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 178.0)","(6.5, 13.5, 11.333333333333332)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:10:26.229525,"(8.5, 19.0, 10.075000000000001)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 178.0)","(6.5, 13.5, 11.333333333333332)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:10:27.260279,"(8.5, 19.0, 10.075000000000001)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 178.0)","(6.5, 13.5, 11.333333333333332)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:10:28.345389,"(8.5, 19.0, 10.075000000000001)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 178.0)","(6.5, 13.5, 11.333333333333332)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:10:29.391407,"(8.5, 19.0, 10.075000000000001)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 178.0)","(6.5, 13.5, 11.333333333333332)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:10:30.483196,"(8.5, 19.0, 10.075000000000001)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 178.0)","(6.5, 13.5, 11.333333333333332)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:10:31.558643,"(8.5, 19.0, 10.075000000000001)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 178.0)","(6.5, 13.5, 12.711111111111112)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:10:32.556186,"(8.5, 19.0, 10.075000000000001)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 178.0)","(6.5, 13.5, 13.05625)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:10:33.571824,"(8.5, 19.0, 10.075000000000001)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 178.0)","(6.5, 13.5, 11.333333333333332)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:10:34.694353,"(8.5, 19.0, 10.075000000000001)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 178.0)","(6.5, 13.5, 11.333333333333332)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:10:35.810335,"(8.5, 19.0, 10.075000000000001)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 320.0, 168.0)","(6.5, 13.5, 11.333333333333332)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:10:36.974656,"(8.5, 19.0, 10.075000000000001)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 300.0, 168.0)","(6.5, 13.5, 11.333333333333332)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:10:38.175141,"(8.5, 19.0, 10.075000000000001)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 300.0, 168.0)","(6.5, 13.5, 11.333333333333332)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:10:39.271196,"(8.5, 19.0, 10.075000000000001)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 300.0, 168.0)","(6.5, 13.5, 11.333333333333332)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:10:40.303200,"(8.5, 19.0, 10.075000000000001)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 300.0, 168.0)","(6.5, 13.5, 11.333333333333332)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:10:41.332135,"(8.5, 19.0, 10.075000000000001)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 300.0, 168.0)","(6.5, 13.5, 11.333333333333332)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:10:42.427367,"(8.5, 19.0, 10.075000000000001)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 300.0, 168.0)","(6.5, 13.5, 11.333333333333332)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:10:43.564832,"(8.5, 19.0, 10.075000000000001)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 300.0, 168.0)","(6.5, 13.5, 11.333333333333332)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:10:44.756743,"(8.5, 19.0, 10.075000000000001)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 300.0, 168.0)","(6.5, 13.5, 11.333333333333332)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:10:45.857394,"(8.5, 19.0, 10.075000000000001)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 300.0, 168.0)","(6.5, 13.5, 11.333333333333332)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:10:46.867253,"(8.5, 19.0, 10.075000000000001)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 300.0, 168.0)","(6.5, 13.5, 11.333333333333332)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:10:47.870596,"(8.5, 19.0, 10.075000000000001)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 300.0, 168.0)","(6.5, 13.5, 11.333333333333332)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:10:48.999400,"(8.5, 19.0, 10.075000000000001)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 300.0, 168.0)","(6.5, 13.5, 11.333333333333332)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:10:50.132112,"(8.5, 19.0, 9.725)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 300.0, 168.0)","(6.5, 13.5, 12.6375)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:10:51.235000,"(8.5, 19.0, 11.44)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 300.0, 168.0)","(6.5, 13.5, 11.4)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:10:52.348398,"(8.5, 19.0, 10.25)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 300.0, 168.0)","(6.5, 13.5, 11.4)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:10:53.445300,"(8.5, 19.0, 10.25)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 300.0, 168.0)","(6.5, 13.5, 11.4)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:10:54.507300,"(8.5, 19.0, 10.25)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 300.0, 168.0)","(6.5, 13.5, 11.4)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:10:55.601239,"(8.5, 19.0, 10.25)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 300.0, 168.0)","(6.5, 13.5, 11.4)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:10:56.601252,"(8.5, 19.0, 10.25)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 290.0, 247.66666666666669)","(6.5, 13.5, 11.4)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:10:57.615120,"(8.5, 19.0, 10.25)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 300.0, 168.0)","(6.5, 13.5, 11.4)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:10:58.686680,"(8.5, 19.0, 10.25)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 300.0, 168.0)","(6.5, 13.5, 11.4)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:10:59.742454,"(8.5, 19.0, 10.25)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 300.0, 168.0)","(6.5, 13.5, 11.4)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:11:00.840243,"(8.5, 19.0, 10.25)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 300.0, 168.0)","(6.5, 13.5, 8.711111111111112)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:11:01.944620,"(8.5, 19.0, 10.25)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 300.0, 168.0)","(6.5, 14.0, 8.711111111111112)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:11:02.936211,"(8.5, 19.0, 10.25)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 300.0, 168.0)","(6.5, 14.0, 8.711111111111112)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:11:03.961955,"(8.5, 19.0, 10.25)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 300.0, 168.0)","(6.5, 14.0, 8.711111111111112)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:11:05.028053,"(8.5, 19.0, 10.25)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 300.0, 168.0)","(6.5, 14.0, 8.711111111111112)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:11:06.139283,"(8.5, 19.0, 10.25)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 300.0, 168.0)","(6.5, 14.0, 8.711111111111112)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:11:07.209784,"(8.5, 19.0, 10.25)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 300.0, 168.0)","(6.5, 14.0, 8.711111111111112)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:11:08.288442,"(8.5, 19.0, 10.25)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 300.0, 168.0)","(6.5, 14.0, 8.711111111111112)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:11:09.277522,"(8.5, 19.0, 10.25)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 300.0, 168.0)","(6.5, 14.0, 8.711111111111112)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:11:10.325024,"(8.5, 19.0, 10.25)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 300.0, 168.0)","(6.5, 14.0, 8.711111111111112)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
06-01-2023 13:11:11.415800,"(8.5, 19.0, 10.25)","(3.7, 5.9, 3.8875)","(71.0, 570.0, 485.0)","(31.0, 300.0, 168.0)","(6.5, 14.0, 8.711111111111112)","(20.0, 70.0, 46.81818181818182)","(1.65, 2.56, 1.7278260869565216)","(14.0, 42.0, 19.083333333333332)"
