,Teragrams Star,Sonic Blue,Clown Of Class,Midnight Holly,Jax The Hunter,Just Looking,Karaoke Queen,Joni Rudderless
07-12-2022 18:51:14.100780,"(3.1, 3.8, 3.7555555555555555)","(17.0, 20.0, 19.125)","(5.0, 6.6, 6.4367346938775505)","(6.5, 7.6, 7.336)","(9.0, 13.5, 12.95945945945946)","(2.6, 3.6, 3.5431372549019606)","(31.0, 42.0, 39.84)","(101.0, 210.0, 176.0)"
07-12-2022 18:51:15.458652,"(3.1, 3.75, 3.743939393939394)","(17.0, 20.0, 19.125)","(5.0, 6.6, 6.466666666666667)","(6.5, 7.6, 7.233333333333333)","(9.0, 13.5, 12.854166666666666)","(2.6, 3.6, 3.555)","(31.0, 42.0, 39.88235294117647)","(101.0, 210.0, 195.55555555555554)"
07-12-2022 18:51:16.718423,"(3.1, 3.8, 3.733720930232558)","(17.0, 20.0, 19.22222222222222)","(5.0, 6.6, 6.466666666666667)","(6.5, 7.4, 7.163636363636364)","(9.0, 13.5, 12.854166666666666)","(2.6, 3.6, 3.6338235294117647)","(31.0, 42.0, 39.88235294117647)","(101.0, 200.0, 192.5)"
07-12-2022 18:51:18.016244,"(3.1, 3.75, 3.733720930232558)","(17.0, 20.0, 19.22222222222222)","(5.0, 6.6, 6.466666666666667)","(6.5, 7.2, 6.976190476190476)","(9.0, 13.5, 12.854166666666666)","(2.6, 3.65, 3.636046511627907)","(31.0, 42.0, 39.88235294117647)","(101.0, 200.0, 195.71428571428572)"
07-12-2022 18:51:19.350370,"(3.1, 3.75, 3.732142857142857)","(17.0, 20.0, 19.25)","(5.0, 6.6, 6.426415094339623)","(6.5, 7.0, 6.872727272727273)","(9.0, 13.5, 12.95945945945946)","(2.6, 3.65, 3.6344155844155845)","(31.0, 42.0, 40.25806451612903)","(101.0, 200.0, 195.71428571428572)"
07-12-2022 18:51:20.586990,"(3.1, 3.75, 3.729166666666667)","(17.0, 20.0, 19.25)","(5.0, 6.6, 6.394594594594595)","(6.5, 7.0, 6.908333333333333)","(9.0, 13.5, 12.95945945945946)","(2.6, 3.65, 3.645945945945946)","(31.0, 42.0, 40.25806451612903)","(101.0, 200.0, 195.71428571428572)"
07-12-2022 18:51:21.714251,"(3.1, 3.8, 3.731034482758621)","(17.0, 20.0, 19.25)","(5.0, 6.4, 6.438805970149254)","(6.5, 7.0, 6.906666666666666)","(9.0, 13.5, 12.904761904761905)","(2.6, 3.65, 3.668181818181818)","(31.0, 42.0, 40.125)","(101.0, 200.0, 195.71428571428572)"
07-12-2022 18:51:23.248836,"(3.1, 3.7, 3.6947916666666667)","(17.0, 20.0, 19.6)","(5.0, 6.6, 6.381132075471698)","(6.5, 7.0, 6.982857142857143)","(9.0, 13.5, 12.861702127659575)","(2.7, 3.7, 3.6875)","(31.0, 42.0, 39.88235294117647)","(101.0, 200.0, 195.71428571428572)"
07-12-2022 18:51:24.648684,"(3.1, 3.7, 3.693)","(17.0, 20.0, 19.575)","(5.0, 6.4, 6.434146341463414)","(6.5, 7.0, 6.964705882352941)","(9.0, 13.5, 12.861702127659575)","(2.7, 3.7, 3.6879310344827587)","(31.0, 42.0, 39.88235294117647)","(101.0, 200.0, 195.71428571428572)"
07-12-2022 18:51:25.872803,"(3.1, 3.65, 3.6390625)","(17.0, 21.0, 19.575)","(5.0, 6.6, 6.408450704225352)","(6.5, 7.2, 6.965079365079365)","(9.0, 13.5, 12.95945945945946)","(2.7, 3.7, 3.689795918367347)","(31.0, 42.0, 40.25806451612903)","(101.0, 200.0, 195.71428571428572)"
07-12-2022 18:51:26.993453,"(3.1, 3.65, 3.635897435897436)","(17.0, 20.0, 19.916666666666668)","(5.0, 6.6, 6.408450704225352)","(6.5, 7.2, 6.965079365079365)","(9.0, 13.5, 12.95945945945946)","(2.7, 3.7, 3.689795918367347)","(31.0, 42.0, 40.25806451612903)","(101.0, 200.0, 195.71428571428572)"
07-12-2022 18:51:28.214706,"(3.1, 3.65, 3.634722222222222)","(17.0, 21.0, 19.676470588235293)","(5.0, 6.6, 6.414492753623188)","(6.5, 7.2, 6.955223880597015)","(9.0, 13.5, 12.904761904761905)","(2.7, 3.7, 3.7345454545454544)","(31.0, 42.0, 40.125)","(101.0, 200.0, 195.71428571428572)"
07-12-2022 18:51:29.331313,"(3.1, 3.65, 3.6272727272727274)","(17.0, 21.0, 19.622448979591837)","(5.0, 6.6, 6.427027027027027)","(6.5, 7.2, 6.940350877192983)","(9.0, 13.5, 12.875)","(2.7, 3.75, 3.740740740740741)","(31.0, 42.0, 39.88235294117647)","(101.0, 200.0, 195.71428571428572)"
07-12-2022 18:51:30.446474,"(3.1, 3.65, 3.6214285714285714)","(17.0, 21.0, 19.622448979591837)","(5.0, 6.6, 6.454545454545454)","(6.5, 7.2, 6.940350877192983)","(9.0, 13.5, 12.933962264150944)","(2.7, 3.75, 3.739880952380952)","(31.0, 42.0, 38.30769230769231)","(101.0, 200.0, 188.1818181818182)"
07-12-2022 18:51:31.484049,"(3.1, 3.65, 3.6214285714285714)","(17.0, 21.0, 19.676470588235293)","(5.0, 6.6, 6.454545454545454)","(6.5, 7.2, 6.940350877192983)","(9.0, 13.5, 12.933962264150944)","(2.7, 3.75, 3.767088607594937)","(31.0, 42.0, 38.30769230769231)","(101.0, 210.0, 189.1304347826087)"
07-12-2022 18:51:32.591465,"(3.1, 3.65, 3.612857142857143)","(17.0, 21.0, 19.62)","(5.0, 6.6, 6.4301369863013695)","(6.5, 7.2, 6.984)","(9.0, 13.5, 13.121621621621621)","(2.7, 3.8, 3.732291666666667)","(31.0, 42.0, 39.84)","(101.0, 210.0, 189.1304347826087)"
07-12-2022 18:51:33.848380,"(3.1, 3.65, 3.6077319587628867)","(17.0, 21.0, 19.62)","(5.0, 6.6, 6.4031746031746035)","(6.5, 7.0, 6.984)","(9.0, 13.5, 13.40625)","(2.7, 3.75, 3.7484375)","(31.0, 42.0, 39.75)","(101.0, 210.0, 189.1304347826087)"
07-12-2022 18:51:35.192951,"(3.1, 3.65, 3.6063829787234045)","(16.0, 21.0, 19.56896551724138)","(5.0, 6.6, 6.4324324324324325)","(6.5, 7.0, 6.897777777777778)","(9.0, 13.5, 13.19047619047619)","(2.7, 3.75, 3.7490384615384613)","(31.0, 42.0, 38.705882352941174)","(101.0, 210.0, 189.1304347826087)"
07-12-2022 18:51:36.715150,"(3.1, 3.65, 3.612)","(16.0, 20.0, 19.5)","(5.0, 6.6, 6.4324324324324325)","(6.5, 7.0, 6.872222222222222)","(9.0, 14.0, 13.38)","(2.7, 3.75, 3.8133333333333335)","(31.0, 42.0, 38.705882352941174)","(101.0, 210.0, 189.1304347826087)"
07-12-2022 18:51:38.119104,"(3.1, 3.6, 3.5570454545454546)","(16.0, 19.5, 17.607142857142858)","(5.0, 6.6, 6.480952380952381)","(6.5, 7.0, 7.105263157894737)","(9.0, 14.0, 13.38)","(2.7, 3.85, 3.787254901960784)","(31.0, 42.0, 39.333333333333336)","(101.0, 210.0, 189.1304347826087)"
07-12-2022 18:51:39.751807,"(3.1, 3.6, 3.5147887323943663)","(16.0, 18.0, 17.571428571428573)","(5.0, 6.6, 6.516666666666667)","(6.5, 7.2, 7.109677419354838)","(9.0, 14.0, 13.452380952380953)","(2.7, 3.8, 3.80375)","(31.0, 42.0, 39.55555555555556)","(101.0, 210.0, 189.1304347826087)"
07-12-2022 18:51:41.379168,"(3.1, 3.55, 3.504642857142857)","(16.0, 18.0, 17.571428571428573)","(5.0, 6.6, 6.5024390243902435)","(6.5, 7.2, 7.088888888888889)","(9.0, 14.0, 13.487179487179487)","(2.7, 3.85, 3.8340425531914892)","(31.0, 42.0, 39.55555555555556)","(101.0, 210.0, 189.1304347826087)"
07-12-2022 18:51:42.677394,"(3.1, 3.55, 3.504642857142857)","(16.0, 18.0, 17.571428571428573)","(5.0, 6.6, 6.561290322580645)","(6.5, 7.2, 7.0285714285714285)","(9.0, 14.0, 13.125)","(2.7, 3.85, 3.838888888888889)","(31.0, 42.0, 38.75)","(101.0, 210.0, 189.1304347826087)"
07-12-2022 18:51:43.718478,"(3.1, 3.55, 3.502158273381295)","(16.0, 18.5, 18.108695652173914)","(5.0, 6.6, 6.561290322580645)","(6.5, 7.2, 7.0285714285714285)","(9.0, 14.0, 13.125)","(2.7, 3.85, 3.7555555555555555)","(31.0, 42.0, 39.5)","(101.0, 210.0, 189.1304347826087)"
07-12-2022 18:51:44.948272,"(3.1, 3.5, 3.479878048780488)","(16.0, 18.5, 18.166666666666668)","(5.0, 6.6, 6.4)","(6.5, 7.8, 7.622222222222222)","(9.0, 13.5, 13.416666666666666)","(2.7, 3.8, 3.7547169811320753)","(31.0, 40.0, 39.0)","(101.0, 210.0, 184.11764705882354)"
07-12-2022 18:51:46.185745,"(3.1, 3.5, 3.4794117647058824)","(16.0, 19.0, 18.583333333333332)","(5.0, 6.6, 6.405263157894737)","(6.5, 7.8, 7.623076923076923)","(9.0, 13.5, 13.517241379310345)","(2.7, 3.8, 3.7547169811320753)","(31.0, 42.0, 39.733333333333334)","(101.0, 200.0, 180.0)"
07-12-2022 18:51:47.388415,"(3.1, 3.5, 3.473287671232877)","(16.0, 19.5, 18.76086956521739)","(5.0, 6.6, 6.405)","(6.5, 7.8, 7.623076923076923)","(9.0, 14.0, 13.5)","(2.7, 3.8, 3.782)","(31.0, 40.0, 37.07692307692308)","(101.0, 200.0, 180.0)"
07-12-2022 18:51:48.508422,"(3.1, 3.5, 3.4677966101694917)","(16.0, 19.5, 18.735294117647058)","(5.0, 6.6, 6.4)","(6.5, 7.8, 7.623076923076923)","(9.0, 14.0, 13.35)","(2.7, 3.85, 3.9038461538461537)","(31.0, 38.0, 36.8)","(101.0, 200.0, 180.0)"
07-12-2022 18:51:49.785387,"(3.1, 3.45, 3.4264285714285716)","(16.0, 18.5, 17.88235294117647)","(5.0, 6.4, 6.204878048780488)","(6.5, 7.8, 7.637499999999999)","(9.0, 14.0, 13.35)","(2.7, 3.95, 3.9145833333333333)","(31.0, 38.0, 36.92307692307692)","(101.0, 200.0, 180.0)"
07-12-2022 18:51:50.987697,"(3.1, 3.5, 3.4626953125)","(15.0, 18.0, 17.88235294117647)","(5.0, 6.4, 6.204878048780488)","(6.5, 7.8, 7.655555555555555)","(9.0, 13.5, 13.0625)","(2.7, 3.95, 3.934615384615385)","(31.0, 38.0, 36.92307692307692)","(101.0, 200.0, 177.5)"
07-12-2022 18:51:52.346601,"(3.1, 3.5, 3.4578189300411526)","(15.0, 18.0, 17.942028985507246)","(5.0, 6.4, 6.2043478260869565)","(6.5, 7.8, 7.716129032258064)","(9.0, 13.5, 13.52)","(2.7, 3.95, 3.919230769230769)","(31.0, 38.0, 37.5)","(101.0, 200.0, 178.0)"
07-12-2022 18:51:53.612715,"(3.1, 3.5, 3.4556561085972852)","(15.0, 18.0, 17.93)","(5.0, 6.4, 6.208510638297873)","(6.5, 7.8, 7.744)","(9.0, 14.0, 13.75)","(2.7, 3.95, 3.9400709219858157)","(31.0, 38.0, 37.61904761904762)","(101.0, 200.0, 172.72727272727272)"
07-12-2022 18:51:54.808303,"(3.1, 3.5, 3.4642335766423358)","(15.0, 17.5, 17.471910112359552)","(5.0, 6.4, 6.2972222222222225)","(6.5, 7.8, 7.779999999999999)","(9.0, 14.0, 13.0)","(2.7, 3.95, 3.8508064516129035)","(31.0, 38.0, 36.421052631578945)","(101.0, 200.0, 172.5)"
07-12-2022 18:51:55.933586,"(3.1, 3.5, 3.4620253164556964)","(15.0, 18.0, 17.91358024691358)","(5.0, 6.4, 6.293333333333334)","(6.5, 7.8, 7.782608695652174)","(9.0, 13.5, 13.0)","(2.7, 3.9, 3.8508064516129035)","(31.0, 38.0, 36.421052631578945)","(101.0, 200.0, 163.33333333333334)"
07-12-2022 18:51:57.032213,"(3.0, 3.55, 3.511111111111111)","(15.0, 18.0, 17.91358024691358)","(5.0, 6.4, 6.332000000000001)","(6.5, 7.8, 7.792857142857143)","(9.0, 12.0, 11.920634920634921)","(2.8, 3.9, 3.8644578313253013)","(31.0, 38.0, 35.6140350877193)","(101.0, 200.0, 163.33333333333334)"
07-12-2022 18:51:58.198115,"(3.0, 3.6, 3.5612546125461253)","(15.0, 18.0, 17.91358024691358)","(5.0, 6.6, 6.378378378378378)","(6.5, 7.8, 7.741176470588235)","(9.0, 12.0, 11.974576271186441)","(2.8, 3.95, 3.9338709677419357)","(31.0, 36.0, 35.6140350877193)","(101.0, 200.0, 163.33333333333334)"
07-12-2022 18:51:59.292600,"(3.0, 3.6, 3.5700000000000003)","(15.0, 18.0, 17.905405405405407)","(5.0, 6.4, 6.283636363636364)","(6.5, 7.8, 7.741176470588235)","(9.0, 12.0, 11.974576271186441)","(2.8, 3.95, 3.9338709677419357)","(31.0, 36.0, 35.589285714285715)","(101.0, 200.0, 192.36111111111111)"
07-12-2022 18:52:00.454418,"(3.0, 3.6, 3.567379679144385)","(15.0, 17.5, 17.4125)","(5.0, 6.4, 6.223529411764706)","(6.5, 7.8, 7.712)","(9.0, 12.5, 12.229166666666666)","(2.8, 3.95, 3.8944444444444444)","(31.0, 36.0, 35.60683760683761)","(101.0, 200.0, 187.53846153846155)"
07-12-2022 18:52:01.620682,"(3.0, 3.6, 3.582439024390244)","(15.0, 17.0, 16.791666666666668)","(5.0, 6.4, 6.218181818181819)","(6.5, 7.8, 7.733333333333333)","(9.0, 12.5, 12.157142857142857)","(2.8, 3.95, 3.8973684210526316)","(31.0, 36.0, 35.553719008264466)","(101.0, 190.0, 163.75)"
07-12-2022 18:52:02.775990,"(3.0, 3.6, 3.5879310344827586)","(15.0, 16.5, 16.347826086956523)","(5.0, 6.4, 6.265217391304348)","(6.5, 7.8, 7.769230769230769)","(9.0, 12.5, 12.157142857142857)","(2.8, 3.95, 3.896315789473684)","(31.0, 36.0, 35.55)","(101.0, 190.0, 182.72727272727272)"
07-12-2022 18:52:03.949189,"(3.0, 3.6, 3.5945121951219514)","(15.0, 16.5, 16.38)","(5.0, 6.4, 6.265217391304348)","(6.5, 7.8, 7.769230769230769)","(9.0, 12.5, 12.157142857142857)","(2.8, 3.95, 3.8869747899159663)","(31.0, 36.0, 35.55)","(101.0, 190.0, 182.6315789473684)"
07-12-2022 18:52:05.102090,"(3.0, 3.65, 3.604887218045113)","(15.0, 16.5, 16.38)","(5.0, 6.4, 6.311864406779661)","(6.5, 7.8, 7.769230769230769)","(9.0, 12.5, 12.375)","(2.8, 3.95, 3.852597402597403)","(31.0, 36.0, 35.63157894736842)","(101.0, 190.0, 183.06666666666666)"
07-12-2022 18:52:06.190625,"(3.0, 3.65, 3.522)","(15.0, 16.5, 16.41304347826087)","(5.0, 6.4, 6.345098039215687)","(6.5, 8.0, 7.694845360824742)","(9.0, 12.5, 12.375)","(2.8, 3.95, 3.852597402597403)","(31.0, 36.0, 35.63157894736842)","(101.0, 190.0, 183.06666666666666)"
07-12-2022 18:52:07.295914,"(3.0, 3.5, 3.4540540540540543)","(15.0, 17.0, 16.571428571428573)","(5.0, 6.6, 6.428070175438597)","(6.5, 8.0, 7.88)","(9.0, 13.0, 12.527777777777779)","(2.8, 3.9, 3.863953488372093)","(31.0, 36.0, 35.64406779661017)","(101.0, 190.0, 183.06666666666666)"
07-12-2022 18:52:08.424313,"(3.0, 3.5, 3.4603773584905664)","(15.0, 17.0, 16.65714285714286)","(5.0, 6.6, 6.433898305084746)","(6.5, 8.0, 7.736082474226803)","(9.0, 13.0, 12.416666666666666)","(2.8, 3.9, 3.882857142857143)","(31.0, 36.0, 35.59016393442623)","(101.0, 190.0, 182.72727272727272)"
07-12-2022 18:52:09.487751,"(3.0, 3.5, 3.4525423728813562)","(15.0, 17.0, 16.642857142857142)","(5.0, 6.6, 6.4366666666666665)","(6.5, 8.2, 8.079032258064515)","(9.0, 12.5, 12.416666666666666)","(2.8, 3.9, 3.875)","(31.0, 36.0, 35.59016393442623)","(101.0, 190.0, 182.72727272727272)"
07-12-2022 18:52:10.492838,"(3.0, 3.55, 3.5197026022304834)","(15.0, 17.0, 16.642857142857142)","(5.0, 6.4, 6.316129032258065)","(6.5, 8.0, 8.083606557377049)","(9.0, 12.5, 12.357142857142858)","(2.8, 3.9, 3.8791666666666664)","(31.0, 36.0, 35.59016393442623)","(101.0, 190.0, 182.72727272727272)"
07-12-2022 18:52:11.519097,"(3.0, 3.55, 3.5187943262411348)","(15.0, 17.0, 16.642857142857142)","(5.0, 6.4, 6.274)","(6.5, 8.2, 8.045652173913043)","(9.0, 12.5, 12.357142857142858)","(2.8, 3.9, 3.90188679245283)","(31.0, 36.0, 35.64406779661017)","(101.0, 190.0, 182.97297297297297)"
07-12-2022 18:52:12.561536,"(3.0, 3.55, 3.52037037037037)","(15.0, 17.0, 16.642857142857142)","(5.0, 6.4, 6.274)","(6.5, 8.2, 8.02)","(9.0, 12.5, 12.3)","(2.8, 3.95, 3.8841463414634148)","(31.0, 36.0, 35.6283185840708)","(101.0, 190.0, 182.97297297297297)"
07-12-2022 18:52:13.627648,"(3.0, 3.55, 3.52037037037037)","(15.0, 17.0, 16.642857142857142)","(5.0, 6.4, 6.257446808510639)","(6.5, 8.2, 8.02)","(9.0, 12.5, 12.3)","(2.8, 3.95, 3.886842105263158)","(31.0, 36.0, 35.67272727272727)","(101.0, 190.0, 182.97297297297297)"
07-12-2022 18:52:14.698434,"(3.0, 3.55, 3.520578231292517)","(15.0, 17.0, 16.642857142857142)","(5.0, 6.4, 6.257446808510639)","(6.5, 8.0, 7.949206349206349)","(9.0, 12.5, 12.197368421052632)","(2.8, 3.9, 3.9208333333333334)","(31.0, 36.0, 35.6283185840708)","(101.0, 190.0, 182.53333333333333)"
07-12-2022 18:52:15.826691,"(3.0, 3.55, 3.520302013422819)","(15.0, 17.0, 16.605263157894736)","(5.0, 6.4, 6.286440677966102)","(6.5, 8.0, 7.946113989637306)","(9.0, 12.5, 12.197368421052632)","(2.8, 3.95, 3.9208333333333334)","(31.0, 36.0, 35.67272727272727)","(101.0, 190.0, 208.0)"
07-12-2022 18:52:16.930486,"(3.0, 3.55, 3.520302013422819)","(15.0, 17.0, 16.658536585365855)","(5.0, 6.4, 6.286440677966102)","(6.5, 8.0, 7.946113989637306)","(9.0, 12.5, 12.357142857142858)","(2.8, 3.95, 3.9555555555555557)","(31.0, 36.0, 35.7037037037037)","(101.0, 210.0, 208.33333333333334)"
07-12-2022 18:52:18.046965,"(3.0, 3.55, 3.52682119205298)","(14.0, 17.0, 16.71875)","(5.0, 6.0, 5.963414634146342)","(6.5, 8.0, 7.963953488372093)","(9.0, 12.5, 12.357142857142858)","(2.9, 4.0, 3.9555555555555557)","(31.0, 36.0, 35.75238095238095)","(101.0, 210.0, 208.33333333333334)"
07-12-2022 18:52:19.147336,"(3.0, 3.55, 3.526842105263158)","(14.0, 17.0, 16.833333333333332)","(5.0, 6.0, 5.9868421052631575)","(6.5, 8.0, 7.964772727272727)","(9.0, 12.5, 12.4)","(2.9, 4.0, 3.98125)","(31.0, 36.0, 36.13793103448276)","(101.0, 210.0, 208.33333333333334)"
07-12-2022 18:52:20.257788,"(3.0, 3.6, 3.5652173913043477)","(14.0, 17.0, 16.852941176470587)","(5.0, 6.0, 5.930769230769231)","(6.5, 8.0, 7.964772727272727)","(9.0, 12.5, 12.296296296296296)","(2.9, 4.0, 3.9782051282051283)","(31.0, 38.0, 36.114285714285714)","(101.0, 210.0, 208.33333333333334)"
07-12-2022 18:52:21.265677,"(3.0, 3.6, 3.5658536585365854)","(14.0, 17.0, 16.833333333333332)","(5.0, 6.0, 5.909677419354838)","(6.5, 8.2, 8.006451612903225)","(9.0, 12.5, 12.296296296296296)","(2.9, 4.0, 3.9782051282051283)","(31.0, 38.0, 36.25806451612903)","(101.0, 210.0, 208.33333333333334)"
07-12-2022 18:52:22.294080,"(3.0, 3.6, 3.5694300518134714)","(14.0, 17.0, 16.833333333333332)","(5.0, 6.0, 5.891891891891892)","(6.5, 8.2, 7.994557823129251)","(9.0, 12.5, 12.296296296296296)","(2.9, 4.0, 3.9782051282051283)","(31.0, 38.0, 36.2962962962963)","(101.0, 210.0, 208.33333333333334)"
07-12-2022 18:52:23.353669,"(3.0, 3.6, 3.5694300518134714)","(14.0, 17.0, 16.833333333333332)","(5.0, 6.0, 5.891891891891892)","(6.5, 8.0, 7.9793548387096775)","(9.0, 12.5, 12.296296296296296)","(2.9, 4.0, 3.9865079365079366)","(31.0, 38.0, 36.2962962962963)","(101.0, 210.0, 208.33333333333334)"
07-12-2022 18:52:24.402503,"(3.0, 3.6, 3.572811059907834)","(14.0, 17.0, 16.833333333333332)","(5.0, 5.9, 5.882926829268293)","(6.5, 7.8, 7.739622641509434)","(9.0, 12.5, 12.444444444444445)","(2.9, 4.0, 4.008510638297873)","(31.0, 38.0, 36.333333333333336)","(101.0, 210.0, 208.33333333333334)"
07-12-2022 18:52:25.469967,"(3.0, 3.6, 3.570161290322581)","(14.0, 17.0, 16.833333333333332)","(5.0, 6.0, 5.8775)","(6.5, 7.8, 7.538461538461538)","(9.0, 12.5, 12.444444444444445)","(2.9, 4.1, 4.048484848484848)","(31.0, 38.0, 36.333333333333336)","(101.0, 210.0, 208.33333333333334)"
07-12-2022 18:52:26.531874,"(3.0, 3.6, 3.5657894736842106)","(14.0, 17.0, 16.852941176470587)","(5.0, 5.9, 5.876315789473685)","(6.5, 7.6, 7.538461538461538)","(9.0, 12.5, 12.303030303030303)","(2.9, 4.1, 4.062295081967213)","(31.0, 38.0, 36.22857142857143)","(101.0, 210.0, 208.33333333333334)"
07-12-2022 18:52:27.609453,"(3.0, 3.55, 3.5134146341463413)","(14.0, 18.0, 17.302325581395348)","(5.0, 5.9, 5.882142857142857)","(6.0, 7.6, 7.458823529411765)","(9.0, 13.0, 12.63888888888889)","(2.9, 4.1, 4.069014084507042)","(31.0, 38.0, 36.294117647058826)","(101.0, 210.0, 228.26086956521738)"
07-12-2022 18:52:28.694325,"(3.0, 3.6, 3.553)","(14.0, 18.0, 17.282608695652176)","(5.0, 5.8, 5.773333333333333)","(6.0, 7.6, 7.458823529411765)","(9.0, 13.0, 12.659574468085106)","(2.9, 4.1, 4.071428571428571)","(31.0, 38.0, 36.294117647058826)","(101.0, 230.0, 228.26086956521738)"
07-12-2022 18:52:29.719609,"(3.0, 3.6, 3.5548076923076923)","(14.0, 18.0, 17.288888888888888)","(5.0, 5.8, 5.781818181818181)","(6.0, 7.6, 7.458823529411765)","(9.0, 13.0, 12.666666666666666)","(2.9, 4.1, 4.0813953488372094)","(31.0, 38.0, 36.294117647058826)","(101.0, 230.0, 228.26086956521738)"
07-12-2022 18:52:30.812316,"(3.0, 3.6, 3.5812)","(14.0, 18.0, 17.302325581395348)","(5.0, 5.7, 5.7379310344827585)","(6.0, 7.6, 7.573333333333333)","(9.0, 13.0, 12.720588235294118)","(2.9, 4.1, 4.081355932203389)","(31.0, 38.0, 36.32258064516129)","(101.0, 230.0, 228.26086956521738)"
07-12-2022 18:52:31.900274,"(3.0, 3.6, 3.565269461077844)","(14.0, 18.0, 17.302325581395348)","(5.0, 5.8, 5.7379310344827585)","(6.0, 7.8, 7.548571428571428)","(9.0, 13.0, 12.720588235294118)","(2.9, 4.1, 4.083823529411765)","(31.0, 38.0, 36.32258064516129)","(101.0, 230.0, 228.26086956521738)"
07-12-2022 18:52:32.925549,"(3.0, 3.6, 3.5654761904761907)","(14.0, 18.0, 17.341463414634145)","(5.0, 5.7, 5.661538461538462)","(6.0, 7.6, 7.604878048780488)","(9.0, 13.0, 12.720588235294118)","(2.9, 4.1, 4.074999999999999)","(31.0, 38.0, 36.32258064516129)","(101.0, 230.0, 217.5)"
07-12-2022 18:52:33.986909,"(3.0, 3.6, 3.5513043478260866)","(14.0, 18.0, 17.5)","(5.0, 5.7, 5.635185185185185)","(6.0, 7.8, 7.633333333333334)","(9.0, 13.0, 12.788461538461538)","(2.9, 4.1, 4.074)","(31.0, 38.0, 36.32258064516129)","(101.0, 220.0, 217.5)"
07-12-2022 18:52:35.107329,"(3.0, 3.6, 3.551948051948052)","(14.0, 18.0, 17.5)","(5.0, 5.7, 5.571428571428571)","(6.0, 7.8, 7.633333333333334)","(9.0, 13.0, 12.788461538461538)","(2.9, 4.1, 4.074)","(31.0, 38.0, 36.32258064516129)","(101.0, 220.0, 217.5)"
07-12-2022 18:52:36.351108,"(3.0, 3.6, 3.588157894736842)","(14.0, 18.0, 17.5)","(5.0, 5.7, 5.55)","(6.0, 7.8, 7.633333333333334)","(9.0, 13.0, 12.788461538461538)","(2.9, 4.1, 4.074)","(31.0, 38.0, 36.32258064516129)","(101.0, 220.0, 266.52173913043475)"
07-12-2022 18:52:37.627288,"(3.0, 3.65, 3.571014492753623)","(14.0, 18.0, 17.5)","(5.0, 5.6, 5.526)","(6.0, 7.8, 7.604878048780488)","(9.0, 13.0, 12.75)","(2.9, 4.1, 4.074)","(31.0, 38.0, 36.4)","(101.0, 270.0, 266.52173913043475)"
07-12-2022 18:52:38.832714,"(3.0, 3.65, 3.5726950354609928)","(14.0, 18.0, 17.5)","(5.0, 5.6, 5.526)","(6.0, 7.8, 7.604878048780488)","(9.0, 13.0, 12.788461538461538)","(2.9, 4.1, 4.074)","(31.0, 38.0, 36.4)","(101.0, 270.0, 262.3809523809524)"
07-12-2022 18:52:40.040919,"(3.0, 3.65, 3.577814569536424)","(14.0, 18.0, 17.5)","(5.0, 5.6, 5.4972972972972975)","(6.0, 7.8, 7.604878048780488)","(9.0, 13.0, 12.788461538461538)","(2.9, 4.1, 4.074)","(31.0, 38.0, 36.4)","(101.0, 270.0, 262.3809523809524)"
07-12-2022 18:52:41.244440,"(3.0, 3.65, 3.5741666666666667)","(14.0, 18.0, 17.5)","(5.0, 5.6, 5.468421052631579)","(6.0, 7.8, 7.685714285714286)","(9.0, 13.0, 12.702702702702704)","(2.9, 4.1, 4.074)","(31.0, 38.0, 36.4)","(101.0, 270.0, 262.3809523809524)"
07-12-2022 18:52:42.502792,"(3.0, 3.65, 3.609090909090909)","(14.0, 18.0, 9998.5)","(5.0, 5.6, 9998.5)","(6.0, 7.8, 9998.5)","(9.0, 13.0, 9998.5)","(2.9, 4.1, 9998.5)","(31.0, 38.0, 9998.5)","(101.0, 270.0, 9998.5)"
07-12-2022 18:52:43.605339,"(3.0, 99998, 9998.5)","(14.0, 99998, 9998.5)","(5.0, 99998, 9998.5)","(6.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(2.9, 99998, 9998.5)","(31.0, 99998, 9998.5)","(101.0, 99998, 9998.5)"
07-12-2022 18:52:44.725997,"(3.0, 99998, 9998.5)","(14.0, 99998, 9998.5)","(5.0, 99998, 9998.5)","(6.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(2.9, 99998, 9998.5)","(31.0, 99998, 9998.5)","(101.0, 99998, 9998.5)"
07-12-2022 18:52:45.826306,"(3.0, 99998, 9998.5)","(14.0, 99998, 9998.5)","(5.0, 99998, 9998.5)","(6.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(2.9, 99998, 9998.5)","(31.0, 99998, 9998.5)","(101.0, 99998, 9998.5)"
07-12-2022 18:52:46.832492,"(3.0, 99998, 9998.5)","(14.0, 99998, 9998.5)","(5.0, 99998, 9998.5)","(6.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(2.9, 99998, 9998.5)","(31.0, 99998, 9998.5)","(101.0, 99998, 9998.5)"
07-12-2022 18:52:47.934419,"(3.0, 99998, 9998.5)","(14.0, 99998, 9998.5)","(5.0, 99998, 9998.5)","(6.0, 99998, 9998.5)","(9.0, 99998, 9998.5)","(2.9, 99998, 9998.5)","(31.0, 99998, 9998.5)","(101.0, 99998, 9998.5)"
