,Prince Of Melton,Liverpool Street,Summer Season,Very Unstable,Stormy Trench,Its Luigi
11-01-2023 15:40:07.202234,"(3.1, 4.5, 3.8923076923076922)","(20.0, 200.0, 163.8)","(4.8, 7.8, 6.199999999999999)","(3.0, 4.9, 3.0625)","(3.6, 11.0, 5.044444444444444)","(10.0, 19.0, 14.2)"
11-01-2023 15:40:08.235160,"(3.1, 4.5, 3.8923076923076922)","(20.0, 200.0, 163.8)","(4.8, 7.8, 6.199999999999999)","(3.0, 4.9, 3.0625)","(3.6, 11.0, 5.044444444444444)","(10.0, 19.0, 14.2)"
11-01-2023 15:40:09.325174,"(3.1, 4.5, 3.8923076923076922)","(20.0, 200.0, 163.8)","(4.8, 7.8, 6.199999999999999)","(3.0, 4.9, 3.0625)","(3.6, 11.0, 5.044444444444444)","(10.0, 19.0, 15.8)"
11-01-2023 15:40:10.437251,"(3.1, 4.5, 3.8923076923076922)","(20.0, 200.0, 163.8)","(4.8, 7.8, 6.199999999999999)","(3.0, 4.9, 3.684)","(3.6, 11.0, 5.133333333333334)","(10.0, 19.0, 15.8)"
11-01-2023 15:40:11.479149,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 79.66666666666666)","(4.8, 7.8, 6.199999999999999)","(3.0, 4.8, 3.684)","(3.6, 11.0, 5.133333333333334)","(10.0, 19.0, 15.8)"
11-01-2023 15:40:12.530579,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 79.66666666666666)","(4.8, 7.8, 5.216666666666667)","(3.0, 4.8, 3.684)","(3.6, 11.0, 5.133333333333334)","(10.0, 19.0, 15.8)"
11-01-2023 15:40:13.538102,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 79.66666666666666)","(4.8, 7.8, 5.216666666666667)","(3.0, 4.8, 3.684)","(3.6, 11.0, 5.133333333333334)","(10.0, 19.0, 15.8)"
11-01-2023 15:40:14.578131,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 79.66666666666666)","(4.8, 7.8, 5.216666666666667)","(3.0, 4.8, 3.684)","(3.6, 11.0, 5.133333333333334)","(10.0, 19.0, 15.8)"
11-01-2023 15:40:15.721144,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 79.66666666666666)","(4.8, 7.8, 5.216666666666667)","(3.0, 4.8, 3.684)","(3.6, 11.0, 5.133333333333334)","(10.0, 19.0, 15.8)"
11-01-2023 15:40:16.879381,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 79.66666666666666)","(4.8, 7.8, 5.216666666666667)","(3.0, 4.8, 3.684)","(3.6, 11.0, 5.133333333333334)","(10.0, 19.0, 15.8)"
11-01-2023 15:40:17.901523,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 79.66666666666666)","(4.8, 7.8, 5.216666666666667)","(3.0, 4.8, 3.684)","(3.6, 11.0, 5.133333333333334)","(10.0, 19.0, 15.8)"
11-01-2023 15:40:18.876154,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 128.0)","(4.8, 7.8, 5.216666666666667)","(3.0, 4.8, 3.684)","(3.6, 11.0, 5.133333333333334)","(10.0, 19.0, 15.8)"
11-01-2023 15:40:19.975090,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 128.0)","(4.8, 7.8, 5.216666666666667)","(3.0, 4.8, 3.684)","(3.6, 11.0, 5.311111111111111)","(10.0, 19.0, 15.8)"
11-01-2023 15:40:20.997226,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 128.0)","(4.8, 7.8, 5.216666666666667)","(3.0, 4.8, 3.684)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.8)"
11-01-2023 15:40:21.997062,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 80.66666666666666)","(4.8, 7.8, 5.216666666666667)","(3.0, 4.8, 3.684)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.8)"
11-01-2023 15:40:23.056827,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 80.66666666666666)","(4.8, 7.8, 5.216666666666667)","(3.0, 4.8, 3.684)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.8)"
11-01-2023 15:40:24.019228,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 80.66666666666666)","(4.8, 7.8, 5.216666666666667)","(3.0, 4.8, 3.684)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.8)"
11-01-2023 15:40:25.130051,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 80.66666666666666)","(4.8, 7.8, 5.216666666666667)","(3.0, 4.8, 3.684)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:40:26.279994,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 80.66666666666666)","(4.8, 7.8, 5.216666666666667)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:40:27.355790,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 140.33333333333331)","(4.8, 7.8, 5.216666666666667)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:40:28.302973,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 82.0)","(4.8, 7.8, 5.216666666666667)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:40:29.356638,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 82.0)","(4.8, 7.8, 5.925)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:40:30.389395,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 82.0)","(4.8, 7.8, 6.83125)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:40:31.481074,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 82.0)","(4.8, 7.8, 6.83125)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:40:32.583067,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 82.0)","(4.8, 7.8, 5.925)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:40:33.516920,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 82.0)","(4.8, 7.8, 5.925)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:40:34.486818,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 82.0)","(4.8, 7.8, 6.83125)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:40:35.578790,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 82.0)","(4.8, 7.8, 6.83125)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:40:36.594013,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 82.0)","(4.8, 7.8, 6.83125)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:40:37.576820,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 82.0)","(4.8, 7.8, 5.925)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:40:38.632437,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 82.0)","(4.8, 7.8, 5.925)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:40:39.682589,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 82.0)","(4.8, 7.8, 6.83125)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:40:40.746604,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 82.0)","(4.8, 7.8, 5.8625)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:40:41.742588,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 82.0)","(4.8, 7.8, 5.925)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:40:42.736390,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 82.0)","(4.8, 7.8, 5.925)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:40:43.854004,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 82.66666666666666)","(4.8, 7.8, 5.925)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:40:44.981349,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 82.66666666666666)","(4.8, 7.8, 6.83125)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:40:45.944436,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 82.66666666666666)","(4.8, 7.8, 6.83125)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:40:47.071840,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 79.33333333333334)","(4.8, 7.8, 6.83125)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:40:48.180818,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 79.33333333333334)","(4.8, 7.8, 5.216666666666667)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:40:49.402669,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 79.33333333333334)","(4.8, 7.8, 5.925)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:40:50.563353,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 109.5)","(4.8, 7.8, 6.83125)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:40:51.671584,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 109.5)","(4.8, 7.8, 5.925)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:40:52.748063,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 79.33333333333334)","(4.8, 7.8, 5.925)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:40:53.845438,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 79.33333333333334)","(4.8, 7.8, 6.83125)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:40:55.006235,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 79.33333333333334)","(4.8, 7.8, 6.83125)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:40:56.063881,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 79.33333333333334)","(4.8, 7.8, 5.925)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:40:57.167254,"(3.1, 4.5, 3.0818181818181816)","(20.0, 200.0, 79.33333333333334)","(4.8, 7.8, 6.8625)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:40:58.200980,"(3.1, 4.5, 2.9705882352941178)","(20.0, 200.0, 79.33333333333334)","(4.8, 7.8, 6.83125)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:40:59.194885,"(3.1, 4.5, 2.9705882352941178)","(20.0, 200.0, 79.33333333333334)","(4.8, 7.8, 6.83125)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:00.372054,"(3.1, 4.5, 2.9705882352941178)","(20.0, 200.0, 79.33333333333334)","(4.8, 7.8, 5.925)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:01.549338,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 79.33333333333334)","(4.8, 7.8, 5.925)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:02.622218,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 79.33333333333334)","(4.8, 7.8, 5.925)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:03.697098,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 79.33333333333334)","(4.8, 7.8, 6.83125)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:04.743099,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 79.33333333333334)","(4.8, 7.8, 5.8625)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:05.746931,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 79.33333333333334)","(4.8, 7.8, 5.925)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:06.787845,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 79.33333333333334)","(4.8, 7.8, 6.83125)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:07.876003,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 79.33333333333334)","(4.8, 7.8, 6.83125)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:09.211374,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 79.33333333333334)","(4.8, 7.8, 5.925)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:10.386983,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 79.33333333333334)","(4.8, 7.8, 5.925)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:11.488718,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 79.33333333333334)","(4.8, 7.8, 6.83125)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:12.581642,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 79.33333333333334)","(4.8, 7.8, 5.925)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.514285714285714)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:13.624925,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 79.33333333333334)","(4.8, 7.8, 6.83125)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.4)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:14.678522,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 79.33333333333334)","(4.8, 7.8, 5.925)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.4)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:15.775772,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 79.33333333333334)","(4.8, 7.8, 6.8625)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.4)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:16.816627,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 79.33333333333334)","(4.8, 7.8, 6.83125)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.4)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:17.882909,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 79.33333333333334)","(4.8, 7.8, 6.83125)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.4)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:19.080081,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 80.0)","(4.8, 7.8, 5.925)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.4)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:20.188795,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 80.0)","(4.8, 7.8, 6.8625)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.4)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:21.439830,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 80.0)","(4.8, 7.8, 5.925)","(3.0, 4.8, 3.88)","(3.6, 11.0, 6.04)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:22.580736,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 80.0)","(4.8, 7.8, 5.216666666666667)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.144)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:23.647363,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 80.0)","(4.8, 7.8, 5.8625)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.144)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:24.714817,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 80.0)","(4.8, 7.8, 5.925)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.144)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:25.734014,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 80.0)","(4.8, 7.8, 5.925)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.144)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:26.735782,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 164.0)","(4.8, 7.8, 6.83125)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.144)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:27.905560,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 81.33333333333334)","(4.8, 7.8, 5.925)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.144)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:29.010276,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 81.33333333333334)","(4.8, 7.8, 6.83125)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.144)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:30.000379,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 81.33333333333334)","(4.8, 7.8, 6.83125)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.144)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:31.340006,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 164.0)","(4.8, 7.8, 6.83125)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.144)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:32.471250,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 164.0)","(4.8, 7.8, 5.8625)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.311111111111111)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:33.419019,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 80.66666666666666)","(4.8, 7.8, 5.925)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.428571428571429)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:34.504349,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 80.66666666666666)","(4.8, 7.8, 6.83125)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.428571428571429)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:35.636618,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 80.66666666666666)","(4.8, 7.8, 6.83125)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.428571428571429)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:36.715301,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 80.66666666666666)","(4.8, 7.8, 5.925)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.428571428571429)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:37.740380,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 80.66666666666666)","(4.8, 7.8, 6.83125)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.428571428571429)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:38.862256,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 80.66666666666666)","(4.8, 7.8, 5.216666666666667)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.428571428571429)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:39.996142,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 80.66666666666666)","(4.8, 7.8, 5.216666666666667)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.428571428571429)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:41.072761,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 80.66666666666666)","(4.8, 7.6, 7.319999999999999)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.428571428571429)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:42.155372,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 80.66666666666666)","(4.8, 7.6, 6.25)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.428571428571429)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:43.236141,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 80.66666666666666)","(4.8, 7.6, 6.25)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.428571428571429)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:44.340712,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 80.66666666666666)","(4.8, 7.6, 6.25)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.428571428571429)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:45.363610,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 80.66666666666666)","(4.8, 7.6, 6.25)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.428571428571429)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:46.483767,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 80.66666666666666)","(4.8, 7.6, 6.25)","(3.0, 4.8, 3.88)","(3.6, 11.0, 5.428571428571429)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:47.561622,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 80.66666666666666)","(4.8, 7.6, 6.25)","(3.0, 4.8, 4.3625)","(3.6, 11.0, 6.125)","(10.0, 19.0, 15.533333333333333)"
11-01-2023 15:41:48.675362,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 80.66666666666666)","(4.8, 7.6, 6.25)","(3.0, 4.8, 3.525)","(3.6, 11.0, 6.125)","(10.0, 19.0, 11.571428571428571)"
11-01-2023 15:41:49.792253,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 80.66666666666666)","(4.8, 7.6, 6.25)","(3.0, 4.8, 3.5625)","(3.6, 11.0, 6.125)","(10.0, 19.0, 11.571428571428571)"
11-01-2023 15:41:50.918181,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 80.66666666666666)","(4.8, 7.6, 6.25)","(3.0, 4.8, 3.5625)","(3.6, 11.0, 6.125)","(10.0, 19.0, 11.571428571428571)"
11-01-2023 15:41:51.976253,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 80.66666666666666)","(4.8, 7.6, 6.25)","(3.0, 4.8, 3.5625)","(3.6, 11.0, 6.125)","(10.0, 19.0, 11.571428571428571)"
11-01-2023 15:41:52.971288,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 80.66666666666666)","(4.8, 7.6, 6.25)","(3.0, 4.8, 3.5625)","(3.6, 11.0, 6.125)","(10.0, 19.0, 11.571428571428571)"
11-01-2023 15:41:54.089128,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 80.66666666666666)","(4.8, 7.6, 6.25)","(3.0, 4.8, 3.5625)","(3.6, 11.0, 6.125)","(10.0, 19.0, 11.571428571428571)"
11-01-2023 15:41:55.184946,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 80.66666666666666)","(4.8, 7.6, 6.25)","(3.0, 4.8, 4.5525)","(3.6, 11.0, 6.125)","(10.0, 19.0, 11.571428571428571)"
11-01-2023 15:41:56.230648,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 80.66666666666666)","(4.8, 7.6, 6.25)","(3.0, 4.8, 4.5525)","(3.6, 11.0, 6.125)","(10.0, 19.0, 11.571428571428571)"
11-01-2023 15:41:57.403661,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 80.66666666666666)","(4.8, 7.6, 6.25)","(3.0, 4.8, 4.363636363636363)","(3.6, 11.0, 6.125)","(10.0, 19.0, 11.571428571428571)"
11-01-2023 15:41:58.600158,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 80.66666666666666)","(4.8, 7.6, 6.25)","(3.0, 4.8, 4.363636363636363)","(3.6, 11.0, 6.125)","(10.0, 19.0, 11.571428571428571)"
11-01-2023 15:41:59.790283,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 80.66666666666666)","(4.8, 7.6, 6.25)","(3.0, 4.8, 4.363636363636363)","(3.6, 11.0, 6.125)","(10.0, 19.0, 11.571428571428571)"
11-01-2023 15:42:01.022592,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 80.66666666666666)","(4.8, 7.6, 6.25)","(3.0, 4.8, 4.363636363636363)","(3.6, 11.0, 6.125)","(10.0, 19.0, 11.571428571428571)"
11-01-2023 15:42:02.083368,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 80.66666666666666)","(4.8, 7.6, 6.25)","(3.0, 4.8, 4.363636363636363)","(3.6, 11.0, 6.125)","(10.0, 19.0, 11.571428571428571)"
11-01-2023 15:42:03.247876,"(3.1, 4.4, 3.1225)","(20.0, 200.0, 110.5)","(4.8, 7.6, 7.15)","(3.0, 4.8, 3.6375)","(3.6, 11.0, 4.856)","(10.0, 19.0, 14.666666666666666)"
11-01-2023 15:42:04.384029,"(3.1, 4.3, 3.182857142857143)","(20.0, 200.0, 80.66666666666666)","(4.8, 7.6, 6.3)","(3.0, 4.8, 3.56)","(3.6, 11.0, 7.55)","(10.0, 19.0, 14.666666666666666)"
