,Prince Of Melton,Liverpool Street,Summer Season,Very Unstable,Stormy Trench,Its Luigi
11-01-2023 15:37:59.503705,"(3.1, 4.7, 3.152)","(20.0, 200.0, 140.33333333333331)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 8.8, 5.675000000000001)","(10.0, 20.0, 18.945454545454545)"
11-01-2023 15:38:00.470986,"(3.1, 4.7, 3.152)","(20.0, 200.0, 140.33333333333331)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 8.8, 5.675000000000001)","(10.0, 20.0, 18.945454545454545)"
11-01-2023 15:38:01.433580,"(3.1, 4.7, 3.152)","(20.0, 200.0, 164.2)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 8.8, 5.675000000000001)","(10.0, 20.0, 18.945454545454545)"
11-01-2023 15:38:02.350681,"(3.1, 4.7, 3.152)","(20.0, 200.0, 140.33333333333331)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 8.8, 5.675000000000001)","(10.0, 20.0, 18.945454545454545)"
11-01-2023 15:38:03.234225,"(3.1, 4.7, 3.152)","(20.0, 200.0, 140.33333333333331)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.285714285714286)","(10.0, 20.0, 18.945454545454545)"
11-01-2023 15:38:04.218897,"(3.1, 4.7, 3.152)","(20.0, 200.0, 140.33333333333331)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.3428571428571425)","(10.0, 20.0, 18.945454545454545)"
11-01-2023 15:38:05.305685,"(3.1, 4.7, 3.152)","(20.0, 200.0, 140.33333333333331)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.3428571428571425)","(10.0, 20.0, 18.945454545454545)"
11-01-2023 15:38:06.334126,"(3.1, 4.7, 3.152)","(20.0, 200.0, 139.5)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.3428571428571425)","(10.0, 20.0, 18.945454545454545)"
11-01-2023 15:38:07.179443,"(3.1, 4.7, 4.059200000000001)","(20.0, 200.0, 139.5)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.3428571428571425)","(10.0, 20.0, 18.945454545454545)"
11-01-2023 15:38:08.103082,"(3.1, 4.7, 4.059200000000001)","(20.0, 200.0, 139.5)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.3428571428571425)","(10.0, 20.0, 18.945454545454545)"
11-01-2023 15:38:09.083358,"(3.1, 4.7, 4.059200000000001)","(20.0, 200.0, 139.5)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.285714285714286)","(10.0, 20.0, 18.945454545454545)"
11-01-2023 15:38:09.958609,"(3.1, 4.7, 4.059200000000001)","(20.0, 200.0, 139.5)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.285714285714286)","(10.0, 20.0, 18.066666666666666)"
11-01-2023 15:38:10.853701,"(3.1, 4.7, 4.059200000000001)","(20.0, 200.0, 139.5)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.285714285714286)","(10.0, 20.0, 18.066666666666666)"
11-01-2023 15:38:11.837378,"(3.1, 4.7, 4.059200000000001)","(20.0, 200.0, 139.5)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.285714285714286)","(10.0, 20.0, 18.066666666666666)"
11-01-2023 15:38:12.812673,"(3.1, 4.7, 4.059200000000001)","(20.0, 200.0, 139.5)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.285714285714286)","(10.0, 20.0, 18.066666666666666)"
11-01-2023 15:38:13.926603,"(3.1, 4.7, 4.059200000000001)","(20.0, 200.0, 139.5)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.285714285714286)","(10.0, 20.0, 18.066666666666666)"
11-01-2023 15:38:14.898655,"(3.1, 4.7, 4.059200000000001)","(20.0, 200.0, 139.5)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 7.50909090909091)","(10.0, 20.0, 18.066666666666666)"
11-01-2023 15:38:15.803676,"(3.1, 4.7, 4.059200000000001)","(20.0, 200.0, 139.5)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 7.50909090909091)","(10.0, 20.0, 18.066666666666666)"
11-01-2023 15:38:16.737613,"(3.1, 4.7, 4.059200000000001)","(20.0, 200.0, 139.5)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.3428571428571425)","(10.0, 20.0, 18.066666666666666)"
11-01-2023 15:38:17.764051,"(3.1, 4.7, 4.059200000000001)","(20.0, 200.0, 139.5)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 4.365)","(10.0, 20.0, 18.066666666666666)"
11-01-2023 15:38:18.766775,"(3.1, 4.7, 4.059200000000001)","(20.0, 95.0, 57.5)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 7.0, 4.365)","(10.0, 20.0, 18.066666666666666)"
11-01-2023 15:38:19.751861,"(3.1, 4.7, 4.059200000000001)","(20.0, 95.0, 57.5)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 7.0, 4.365)","(10.0, 20.0, 18.066666666666666)"
11-01-2023 15:38:20.638775,"(3.1, 4.7, 4.059200000000001)","(20.0, 95.0, 57.5)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 7.0, 4.365)","(10.0, 20.0, 18.066666666666666)"
11-01-2023 15:38:21.557876,"(3.1, 4.7, 4.059200000000001)","(20.0, 95.0, 57.5)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 7.0, 4.279999999999999)","(10.0, 20.0, 18.066666666666666)"
11-01-2023 15:38:22.499796,"(3.1, 4.7, 4.059200000000001)","(20.0, 95.0, 57.5)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 7.0, 4.279999999999999)","(10.0, 20.0, 18.066666666666666)"
11-01-2023 15:38:23.481772,"(3.1, 4.7, 4.059200000000001)","(20.0, 95.0, 57.5)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 7.0, 4.279999999999999)","(10.0, 20.0, 18.066666666666666)"
11-01-2023 15:38:24.448245,"(3.1, 4.7, 4.059200000000001)","(20.0, 95.0, 57.5)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 7.0, 4.279999999999999)","(10.0, 20.0, 18.066666666666666)"
11-01-2023 15:38:25.361228,"(3.1, 4.7, 4.059200000000001)","(20.0, 95.0, 57.5)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 7.0, 4.279999999999999)","(10.0, 20.0, 18.066666666666666)"
11-01-2023 15:38:26.320808,"(3.1, 4.7, 3.08)","(20.0, 95.0, 57.5)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 7.0, 4.279999999999999)","(10.0, 20.0, 18.066666666666666)"
11-01-2023 15:38:27.531429,"(3.1, 4.7, 3.08)","(20.0, 95.0, 57.5)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 7.0, 4.76875)","(10.0, 20.0, 18.066666666666666)"
11-01-2023 15:38:28.611804,"(3.1, 4.7, 3.08)","(20.0, 95.0, 57.5)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 7.0, 4.365)","(10.0, 20.0, 18.575)"
11-01-2023 15:38:29.799307,"(3.1, 4.7, 3.08)","(20.0, 95.0, 57.5)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 7.0, 4.365)","(10.0, 20.0, 18.575)"
11-01-2023 15:38:30.770295,"(3.1, 4.7, 3.08)","(20.0, 95.0, 57.5)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 7.0, 4.365)","(10.0, 20.0, 18.575)"
11-01-2023 15:38:31.707205,"(3.1, 4.7, 3.08)","(20.0, 95.0, 57.5)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 7.0, 4.365)","(10.0, 20.0, 18.575)"
11-01-2023 15:38:32.620049,"(3.1, 4.7, 3.08)","(20.0, 95.0, 57.5)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 7.0, 6.4)","(10.0, 20.0, 18.066666666666666)"
11-01-2023 15:38:33.638995,"(3.1, 4.7, 3.08)","(20.0, 150.0, 84.5)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.8, 6.314285714285715)","(10.0, 20.0, 18.066666666666666)"
11-01-2023 15:38:34.721672,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 99.44444444444444)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.314285714285715)","(10.0, 20.0, 18.066666666666666)"
11-01-2023 15:38:35.682306,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.314285714285715)","(10.0, 20.0, 18.066666666666666)"
11-01-2023 15:38:36.599930,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 7.5272727272727264)","(10.0, 20.0, 18.066666666666666)"
11-01-2023 15:38:37.593803,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 7.5272727272727264)","(10.0, 20.0, 18.066666666666666)"
11-01-2023 15:38:38.618235,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.371428571428572)","(10.0, 20.0, 18.066666666666666)"
11-01-2023 15:38:39.559069,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.371428571428572)","(10.0, 20.0, 12.4)"
11-01-2023 15:38:40.456905,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.371428571428572)","(10.0, 20.0, 12.4)"
11-01-2023 15:38:41.472489,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.371428571428572)","(10.0, 20.0, 12.4)"
11-01-2023 15:38:42.434048,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.314285714285715)","(10.0, 20.0, 12.4)"
11-01-2023 15:38:43.478323,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.314285714285715)","(10.0, 20.0, 12.4)"
11-01-2023 15:38:44.535852,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.314285714285715)","(10.0, 20.0, 12.4)"
11-01-2023 15:38:45.556720,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.314285714285715)","(10.0, 20.0, 12.4)"
11-01-2023 15:38:46.442735,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.314285714285715)","(10.0, 20.0, 12.4)"
11-01-2023 15:38:47.344046,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 7.5272727272727264)","(10.0, 20.0, 12.4)"
11-01-2023 15:38:48.465687,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.371428571428572)","(10.0, 20.0, 12.4)"
11-01-2023 15:38:49.596131,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.371428571428572)","(10.0, 20.0, 12.4)"
11-01-2023 15:38:50.633567,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.371428571428572)","(10.0, 20.0, 12.4)"
11-01-2023 15:38:51.717564,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.3428571428571425)","(10.0, 20.0, 12.4)"
11-01-2023 15:38:52.757564,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.3428571428571425)","(10.0, 20.0, 12.4)"
11-01-2023 15:38:53.909169,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.3428571428571425)","(10.0, 20.0, 12.4)"
11-01-2023 15:38:55.009955,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.3428571428571425)","(10.0, 20.0, 12.4)"
11-01-2023 15:38:55.981097,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.4)","(10.0, 20.0, 12.4)"
11-01-2023 15:38:56.944038,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.4)","(10.0, 20.0, 12.4)"
11-01-2023 15:38:57.969447,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.4)","(10.0, 20.0, 12.4)"
11-01-2023 15:38:58.994589,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.4)","(10.0, 20.0, 12.4)"
11-01-2023 15:38:59.942327,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.4)","(10.0, 20.0, 12.4)"
11-01-2023 15:39:00.852816,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.4)","(10.0, 20.0, 12.4)"
11-01-2023 15:39:01.791733,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.4)","(10.0, 20.0, 12.4)"
11-01-2023 15:39:02.833967,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.3428571428571425)","(10.0, 20.0, 12.4)"
11-01-2023 15:39:03.815626,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.3428571428571425)","(10.0, 20.0, 12.4)"
11-01-2023 15:39:04.821017,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.3428571428571425)","(10.0, 20.0, 12.4)"
11-01-2023 15:39:05.775340,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.3428571428571425)","(10.0, 20.0, 12.4)"
11-01-2023 15:39:06.869654,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 7.545454545454545)","(10.0, 20.0, 12.4)"
11-01-2023 15:39:07.939811,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.457142857142857)","(10.0, 20.0, 12.4)"
11-01-2023 15:39:08.833699,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.457142857142857)","(10.0, 20.0, 12.4)"
11-01-2023 15:39:09.854566,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.457142857142857)","(10.0, 20.0, 12.4)"
11-01-2023 15:39:10.954360,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.283333333333333)","(3.6, 9.6, 6.457142857142857)","(10.0, 20.0, 12.4)"
11-01-2023 15:39:11.972601,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.0625)","(3.6, 9.6, 6.457142857142857)","(10.0, 20.0, 12.4)"
11-01-2023 15:39:12.990409,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.0625)","(3.6, 9.6, 6.457142857142857)","(10.0, 20.0, 12.4)"
11-01-2023 15:39:13.942735,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.0625)","(3.6, 9.6, 6.457142857142857)","(10.0, 20.0, 12.4)"
11-01-2023 15:39:14.892282,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.0625)","(3.6, 9.6, 6.457142857142857)","(10.0, 20.0, 12.4)"
11-01-2023 15:39:16.023907,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.0625)","(3.6, 9.6, 7.636363636363637)","(10.0, 20.0, 12.4)"
11-01-2023 15:39:17.165315,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.0625)","(3.6, 9.6, 6.628571428571428)","(10.0, 20.0, 12.4)"
11-01-2023 15:39:18.147111,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.0625)","(3.6, 9.6, 6.628571428571428)","(10.0, 20.0, 12.4)"
11-01-2023 15:39:19.153156,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.0625)","(3.6, 9.6, 6.628571428571428)","(10.0, 20.0, 12.4)"
11-01-2023 15:39:20.270634,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.0625)","(3.6, 9.6, 6.628571428571428)","(10.0, 20.0, 12.4)"
11-01-2023 15:39:21.308356,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.0625)","(3.6, 9.6, 6.571428571428571)","(10.0, 20.0, 12.4)"
11-01-2023 15:39:22.279592,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.0625)","(3.6, 9.6, 6.571428571428571)","(10.0, 20.0, 12.4)"
11-01-2023 15:39:23.276275,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.0625)","(3.6, 9.6, 6.571428571428571)","(10.0, 20.0, 12.4)"
11-01-2023 15:39:24.264086,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.0625)","(3.6, 9.6, 6.571428571428571)","(10.0, 20.0, 12.4)"
11-01-2023 15:39:25.336233,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 139.66666666666669)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.0625)","(3.6, 9.6, 6.571428571428571)","(10.0, 20.0, 12.4)"
11-01-2023 15:39:26.422983,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 163.8)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.0625)","(3.6, 9.6, 6.571428571428571)","(10.0, 20.0, 12.4)"
11-01-2023 15:39:27.485937,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 163.8)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.0625)","(3.6, 9.6, 6.571428571428571)","(10.0, 20.0, 12.4)"
11-01-2023 15:39:28.464888,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 163.8)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.0625)","(3.6, 9.6, 6.571428571428571)","(10.0, 20.0, 18.799999999999997)"
11-01-2023 15:39:29.450774,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 163.8)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.0625)","(3.6, 9.6, 6.571428571428571)","(10.0, 20.0, 18.658823529411766)"
11-01-2023 15:39:30.395705,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 163.8)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.0625)","(3.6, 9.6, 6.571428571428571)","(10.0, 20.0, 18.658823529411766)"
11-01-2023 15:39:31.461879,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 163.8)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.0625)","(3.6, 9.6, 6.571428571428571)","(10.0, 20.0, 12.533333333333333)"
11-01-2023 15:39:32.628366,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 163.8)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.0625)","(3.6, 9.6, 6.571428571428571)","(10.0, 20.0, 12.533333333333333)"
11-01-2023 15:39:33.597167,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 163.8)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.0625)","(3.6, 9.6, 6.571428571428571)","(10.0, 20.0, 12.533333333333333)"
11-01-2023 15:39:34.542924,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 163.8)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.0625)","(3.6, 9.6, 6.571428571428571)","(10.0, 20.0, 12.533333333333333)"
11-01-2023 15:39:35.618740,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 163.8)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.0625)","(3.6, 9.6, 6.571428571428571)","(10.0, 20.0, 12.533333333333333)"
11-01-2023 15:39:36.629455,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 163.8)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.0625)","(3.6, 9.6, 6.571428571428571)","(10.0, 20.0, 12.533333333333333)"
11-01-2023 15:39:37.618293,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 163.8)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.0625)","(3.6, 9.6, 6.571428571428571)","(10.0, 20.0, 12.533333333333333)"
11-01-2023 15:39:38.636349,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 163.8)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.0625)","(3.6, 9.6, 6.571428571428571)","(10.0, 20.0, 12.533333333333333)"
11-01-2023 15:39:39.649015,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 163.8)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.0625)","(3.6, 9.6, 6.571428571428571)","(10.0, 20.0, 12.533333333333333)"
11-01-2023 15:39:40.768932,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 179.88888888888889)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.0625)","(3.6, 9.6, 6.571428571428571)","(10.0, 20.0, 15.68)"
11-01-2023 15:39:41.935584,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 179.88888888888889)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.0625)","(3.6, 9.6, 6.571428571428571)","(10.0, 20.0, 12.933333333333334)"
11-01-2023 15:39:42.985473,"(3.1, 4.7, 3.4676923076923076)","(20.0, 200.0, 179.88888888888889)","(4.8, 8.2, 6.6)","(3.0, 4.9, 3.0625)","(3.6, 9.6, 6.571428571428571)","(10.0, 20.0, 14.2)"
11-01-2023 15:39:43.955669,"(3.1, 4.5, 3.3714285714285714)","(20.0, 200.0, 179.88888888888889)","(4.8, 7.8, 6.199999999999999)","(3.0, 4.9, 3.0625)","(3.6, 9.6, 6.571428571428571)","(10.0, 19.0, 14.2)"
11-01-2023 15:39:45.043002,"(3.1, 4.5, 3.3714285714285714)","(20.0, 200.0, 179.88888888888889)","(4.8, 7.8, 6.199999999999999)","(3.0, 4.9, 3.0625)","(3.6, 9.6, 6.571428571428571)","(10.0, 19.0, 14.2)"
11-01-2023 15:39:46.068882,"(3.1, 4.5, 3.3714285714285714)","(20.0, 200.0, 179.88888888888889)","(4.8, 7.8, 6.199999999999999)","(3.0, 4.9, 3.0625)","(3.6, 9.6, 6.571428571428571)","(10.0, 19.0, 14.2)"
11-01-2023 15:39:47.150041,"(3.1, 4.5, 3.3714285714285714)","(20.0, 200.0, 179.88888888888889)","(4.8, 7.8, 6.199999999999999)","(3.0, 4.9, 3.0625)","(3.6, 9.6, 6.571428571428571)","(10.0, 19.0, 14.2)"
