,Money And Power,Confer,Flash Banner,Zipping Eve,Madalia Zoom,Classic Touch,Afternoon,Center
07-12-2022 20:13:30.888878,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 15.5, 8.577777777777778)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:13:32.130836,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 15.5, 8.577777777777778)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:13:33.342833,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 15.5, 8.577777777777778)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:13:34.480715,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 15.5, 8.577777777777778)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:13:35.606888,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 15.5, 8.577777777777778)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:13:36.842974,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 15.5, 8.577777777777778)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:13:38.160246,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 15.5, 8.577777777777778)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:13:39.743024,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 15.5, 8.577777777777778)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:13:40.957285,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 15.5, 8.577777777777778)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:13:42.154081,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 15.5, 8.577777777777778)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:13:43.488220,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 15.5, 8.577777777777778)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:13:44.680335,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 15.5, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:13:45.857729,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:13:47.072016,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:13:48.384799,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:13:49.590383,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:13:50.800411,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:13:52.145680,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:13:53.383062,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:13:54.733711,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:13:55.991032,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:13:57.226879,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:13:58.433252,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:13:59.584991,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:00.655386,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:01.799140,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:02.846600,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:03.948585,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:05.076583,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:06.307157,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:07.447262,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:08.603315,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:09.702787,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:11.009257,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:12.366125,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:13.642365,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:14.998640,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:16.216077,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:17.466943,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:18.644144,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:19.832992,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:21.031426,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:22.236805,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:23.471736,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:24.682716,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:25.882921,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:27.096567,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:28.342613,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:29.620915,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:30.863380,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:32.131873,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:33.328018,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:34.461318,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:35.670644,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:36.768510,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:37.904303,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:38.995401,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 70.0, 43.888888888888886)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 8.619047619047619)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.422222222222222)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:40.157280,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 41.81818181818181)","(26.0, 70.0, 36.25)","(2.6, 3.95, 3.6983333333333333)","(8.5, 17.0, 9.86)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 10.266666666666667)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:41.340952,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 46.90909090909091)","(26.0, 70.0, 36.25)","(2.6, 3.95, 3.6983333333333333)","(8.5, 16.5, 9.86)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.0, 10.266666666666667)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:42.623823,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 46.90909090909091)","(26.0, 70.0, 38.84615384615385)","(2.6, 3.95, 3.6983333333333333)","(8.5, 16.5, 9.86)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.0, 10.266666666666667)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:43.905176,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 46.90909090909091)","(26.0, 70.0, 38.84615384615385)","(2.6, 3.95, 3.6983333333333333)","(8.5, 16.5, 9.385714285714284)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.0, 10.266666666666667)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:45.176538,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 46.90909090909091)","(26.0, 70.0, 38.84615384615385)","(2.6, 3.95, 3.245072463768116)","(8.5, 16.5, 9.86)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.0, 10.266666666666667)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:46.514740,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 46.90909090909091)","(26.0, 70.0, 38.84615384615385)","(2.6, 3.45, 3.245072463768116)","(8.5, 16.5, 9.86)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.0, 10.266666666666667)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:47.760386,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 46.90909090909091)","(26.0, 70.0, 38.84615384615385)","(2.6, 3.45, 3.245072463768116)","(8.5, 16.5, 9.86)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.0, 10.266666666666667)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:48.899891,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 46.90909090909091)","(26.0, 70.0, 38.84615384615385)","(2.6, 3.45, 3.245072463768116)","(8.5, 16.5, 9.86)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.0, 9.28)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:49.977404,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 46.90909090909091)","(26.0, 70.0, 38.84615384615385)","(2.6, 3.45, 3.245072463768116)","(8.5, 16.5, 9.86)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.0, 9.28)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:51.131473,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 46.90909090909091)","(26.0, 70.0, 38.84615384615385)","(2.6, 3.45, 3.245072463768116)","(8.5, 16.5, 9.86)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.0, 9.28)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:52.388508,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 46.90909090909091)","(26.0, 70.0, 38.84615384615385)","(2.6, 3.45, 3.245072463768116)","(8.5, 16.5, 9.86)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.0, 9.28)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:53.689561,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 46.90909090909091)","(26.0, 70.0, 38.84615384615385)","(2.6, 3.45, 3.245072463768116)","(8.5, 16.5, 9.86)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.0, 9.28)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:54.933577,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 46.90909090909091)","(26.0, 70.0, 38.84615384615385)","(2.6, 3.45, 3.245072463768116)","(8.5, 16.5, 9.86)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.0, 9.28)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:56.167910,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 46.90909090909091)","(26.0, 70.0, 38.84615384615385)","(2.6, 3.45, 3.1431645569620255)","(8.5, 16.5, 9.86)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.0, 9.28)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:57.401583,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 46.90909090909091)","(26.0, 70.0, 38.84615384615385)","(2.6, 3.45, 3.1431645569620255)","(8.5, 16.5, 9.86)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.0, 9.28)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:58.594339,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 46.90909090909091)","(26.0, 70.0, 38.84615384615385)","(2.6, 3.45, 3.1431645569620255)","(8.5, 16.5, 9.86)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.0, 9.28)","(6.5, 14.5, 11.5)"
07-12-2022 20:14:59.792244,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 46.90909090909091)","(26.0, 70.0, 38.84615384615385)","(2.6, 3.45, 3.1431645569620255)","(8.5, 16.5, 9.86)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.0, 9.28)","(6.5, 14.5, 11.5)"
07-12-2022 20:15:00.932008,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 46.90909090909091)","(26.0, 70.0, 38.84615384615385)","(2.6, 3.45, 3.1431645569620255)","(8.5, 16.5, 9.86)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.0, 9.28)","(6.5, 14.5, 11.5)"
07-12-2022 20:15:02.118940,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 46.90909090909091)","(26.0, 70.0, 37.30769230769231)","(2.6, 3.45, 3.1431645569620255)","(8.5, 16.5, 9.86)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.0, 9.28)","(6.5, 14.5, 11.5)"
07-12-2022 20:15:03.305736,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 46.90909090909091)","(26.0, 65.0, 37.30769230769231)","(2.6, 3.45, 3.1431645569620255)","(8.5, 16.5, 9.86)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.0, 9.28)","(6.5, 14.5, 11.5)"
07-12-2022 20:15:04.524820,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 46.90909090909091)","(26.0, 65.0, 37.30769230769231)","(2.6, 3.45, 3.1431645569620255)","(8.5, 16.5, 9.86)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.0, 9.28)","(6.5, 14.5, 11.66)"
07-12-2022 20:15:05.758810,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 46.90909090909091)","(26.0, 65.0, 37.30769230769231)","(2.6, 3.45, 3.1431645569620255)","(8.5, 16.5, 9.86)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.0, 9.28)","(6.5, 14.5, 11.66)"
07-12-2022 20:15:07.021781,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 46.90909090909091)","(26.0, 65.0, 37.30769230769231)","(2.6, 3.45, 3.1431645569620255)","(8.5, 16.5, 9.86)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.0, 9.28)","(6.5, 14.5, 11.66)"
07-12-2022 20:15:08.297546,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 46.90909090909091)","(26.0, 65.0, 37.30769230769231)","(2.6, 3.45, 3.1431645569620255)","(8.5, 16.5, 9.86)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.0, 9.28)","(6.5, 14.5, 11.66)"
07-12-2022 20:15:09.581826,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 46.90909090909091)","(26.0, 65.0, 37.30769230769231)","(2.6, 3.45, 3.1431645569620255)","(8.5, 16.5, 9.86)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.0, 9.28)","(6.5, 14.5, 11.82)"
07-12-2022 20:15:10.842365,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 46.90909090909091)","(26.0, 65.0, 37.30769230769231)","(2.6, 3.45, 3.1431645569620255)","(8.5, 16.5, 9.86)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.0, 9.28)","(6.5, 14.5, 11.82)"
