,Money And Power,Confer,Flash Banner,Zipping Eve,Madalia Zoom,Classic Touch,Afternoon,Center
07-12-2022 20:15:37.320229,"(3.3, 6.2, 5.4625)","(31.0, 95.0, 45.54545454545455)","(26.0, 65.0, 37.30769230769231)","(2.6, 3.45, 3.1431645569620255)","(8.5, 16.5, 9.86)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.0, 11.657142857142858)","(6.5, 14.5, 11.9)"
07-12-2022 20:15:38.618572,"(3.3, 6.2, 5.4625)","(31.0, 95.0, 45.54545454545455)","(26.0, 65.0, 37.30769230769231)","(2.6, 3.45, 3.1431645569620255)","(8.5, 16.5, 9.86)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.0, 11.657142857142858)","(6.5, 14.5, 11.9)"
07-12-2022 20:15:39.859405,"(3.3, 6.2, 5.4625)","(31.0, 95.0, 45.54545454545455)","(26.0, 65.0, 45.0)","(2.6, 3.45, 3.216470588235294)","(8.5, 16.5, 9.86)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.0, 11.657142857142858)","(6.5, 14.5, 12.06)"
07-12-2022 20:15:41.134484,"(3.3, 6.2, 5.4625)","(31.0, 95.0, 50.625)","(26.0, 65.0, 45.0)","(2.6, 3.4, 3.216470588235294)","(8.5, 16.5, 9.86)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.0, 11.657142857142858)","(6.5, 14.5, 12.7)"
07-12-2022 20:15:42.414829,"(3.3, 6.2, 5.4625)","(31.0, 90.0, 50.625)","(26.0, 65.0, 45.0)","(2.6, 3.4, 3.216470588235294)","(8.5, 16.5, 9.86)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.0, 11.657142857142858)","(6.5, 14.5, 12.7)"
07-12-2022 20:15:43.729586,"(3.3, 6.2, 5.4625)","(31.0, 90.0, 50.625)","(26.0, 65.0, 45.0)","(2.6, 3.4, 3.216470588235294)","(8.5, 16.5, 9.86)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.0, 11.657142857142858)","(6.5, 14.5, 13.766666666666666)"
07-12-2022 20:15:44.967656,"(3.3, 6.2, 5.4625)","(31.0, 90.0, 50.625)","(26.0, 65.0, 45.0)","(2.6, 3.4, 3.216470588235294)","(8.5, 16.5, 9.86)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.0, 11.657142857142858)","(6.5, 14.5, 13.766666666666666)"
07-12-2022 20:15:46.230397,"(3.3, 6.2, 5.4625)","(31.0, 90.0, 50.625)","(26.0, 65.0, 45.0)","(2.6, 3.4, 3.216470588235294)","(8.5, 16.5, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.0, 10.83)","(6.5, 14.5, 12.357142857142858)"
07-12-2022 20:15:47.440250,"(3.3, 6.2, 5.4625)","(31.0, 90.0, 46.25)","(26.0, 70.0, 40.625)","(2.6, 3.4, 3.216470588235294)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 9.99)","(6.5, 14.5, 13.25)"
07-12-2022 20:15:48.688852,"(3.3, 6.2, 5.4625)","(31.0, 90.0, 46.25)","(26.0, 70.0, 40.625)","(2.6, 3.4, 3.216470588235294)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 12.357142857142858)"
07-12-2022 20:15:49.923840,"(3.3, 6.2, 5.4625)","(31.0, 90.0, 46.25)","(26.0, 70.0, 40.625)","(2.6, 3.4, 3.216470588235294)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 12.357142857142858)"
07-12-2022 20:15:51.102631,"(3.3, 6.2, 5.4625)","(31.0, 90.0, 46.25)","(26.0, 70.0, 40.625)","(2.6, 3.4, 3.216470588235294)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 13.766666666666666)"
07-12-2022 20:15:52.217490,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 3.216470588235294)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 13.766666666666666)"
07-12-2022 20:15:53.457731,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 3.216470588235294)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 13.766666666666666)"
07-12-2022 20:15:54.761004,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 3.216470588235294)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 12.357142857142858)"
07-12-2022 20:15:56.048707,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 3.216470588235294)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 13.25)"
07-12-2022 20:15:57.385444,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 3.216470588235294)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 13.25)"
07-12-2022 20:15:58.797355,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 3.216470588235294)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 12.357142857142858)"
07-12-2022 20:16:00.169424,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 3.208)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 13.766666666666666)"
07-12-2022 20:16:01.456594,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 3.208)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 12.357142857142858)"
07-12-2022 20:16:02.681038,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 3.208)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 12.357142857142858)"
07-12-2022 20:16:03.930366,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 2.9112)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 13.766666666666666)"
07-12-2022 20:16:05.186646,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 2.9112)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 13.766666666666666)"
07-12-2022 20:16:06.503920,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 2.9112)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 12.357142857142858)"
07-12-2022 20:16:07.802022,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 3.208)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 12.357142857142858)"
07-12-2022 20:16:09.034558,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 3.208)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 12.357142857142858)"
07-12-2022 20:16:10.228655,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 2.9112)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 13.766666666666666)"
07-12-2022 20:16:11.482239,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 2.9112)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 13.766666666666666)"
07-12-2022 20:16:12.799373,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 2.9112)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 12.357142857142858)"
07-12-2022 20:16:14.089724,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 3.208)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 12.357142857142858)"
07-12-2022 20:16:15.353516,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 3.208)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 12.357142857142858)"
07-12-2022 20:16:16.573123,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 2.9112)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 13.766666666666666)"
07-12-2022 20:16:17.911396,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 2.9112)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 12.357142857142858)"
07-12-2022 20:16:19.146307,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 3.208)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 13.25)"
07-12-2022 20:16:20.358791,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 3.208)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 13.25)"
07-12-2022 20:16:21.550603,"(3.3, 6.2, 5.672727272727273)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 3.208)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 12.357142857142858)"
07-12-2022 20:16:22.758765,"(3.3, 6.2, 5.0600000000000005)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 3.208)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 12.357142857142858)"
07-12-2022 20:16:24.071692,"(3.3, 6.2, 5.0600000000000005)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 3.208)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 13.766666666666666)"
07-12-2022 20:16:25.279081,"(3.3, 6.2, 5.0600000000000005)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 3.208)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 12.357142857142858)"
07-12-2022 20:16:26.501002,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 3.208)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 12.357142857142858)"
07-12-2022 20:16:27.782940,"(3.3, 6.2, 5.0600000000000005)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 3.208)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 12.357142857142858)"
07-12-2022 20:16:29.079035,"(3.3, 6.2, 5.0600000000000005)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 3.208)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 13.766666666666666)"
07-12-2022 20:16:30.472707,"(3.3, 6.2, 5.0600000000000005)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 3.208)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 13.766666666666666)"
07-12-2022 20:16:31.720912,"(3.3, 6.2, 5.0600000000000005)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 3.208)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 12.357142857142858)"
07-12-2022 20:16:32.959668,"(3.3, 6.2, 5.0600000000000005)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 3.208)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 13.25)"
07-12-2022 20:16:34.249473,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 3.208)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 13.25)"
07-12-2022 20:16:35.561560,"(3.3, 6.2, 5.672727272727273)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 3.208)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 12.357142857142858)"
07-12-2022 20:16:36.811397,"(3.3, 6.2, 5.0600000000000005)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 3.208)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 13.766666666666666)"
07-12-2022 20:16:38.013671,"(3.3, 6.2, 5.0600000000000005)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 3.208)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 13.766666666666666)"
07-12-2022 20:16:39.241753,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 3.208)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 13.766666666666666)"
07-12-2022 20:16:40.380511,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 3.208)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 12.357142857142858)"
07-12-2022 20:16:41.610389,"(3.3, 6.2, 5.0600000000000005)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 3.208)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 13.25)"
07-12-2022 20:16:42.797490,"(3.3, 6.2, 5.0600000000000005)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 3.208)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 12.357142857142858)"
07-12-2022 20:16:44.062095,"(3.3, 6.2, 5.0600000000000005)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 3.208)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 10.866666666666667)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 12.357142857142858)"
07-12-2022 20:16:45.273019,"(3.3, 6.2, 5.0600000000000005)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 3.208)","(8.5, 17.0, 9.299999999999999)","(6.5, 13.0, 8.577777777777778)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 12.357142857142858)"
07-12-2022 20:16:46.496486,"(3.3, 6.2, 5.0600000000000005)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 3.208)","(8.5, 17.0, 9.299999999999999)","(6.5, 15.5, 8.577777777777778)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 13.766666666666666)"
07-12-2022 20:16:47.728793,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 3.208)","(8.5, 17.0, 9.299999999999999)","(6.5, 15.5, 8.577777777777778)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 12.357142857142858)"
07-12-2022 20:16:48.960225,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 3.208)","(8.5, 17.0, 9.299999999999999)","(6.5, 15.5, 8.577777777777778)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 12.357142857142858)"
07-12-2022 20:16:50.197281,"(3.3, 6.2, 5.4625)","(31.0, 100.0, 50.0)","(26.0, 75.0, 42.5)","(2.6, 3.4, 3.208)","(8.5, 17.0, 9.299999999999999)","(6.5, 15.5, 8.577777777777778)","(8.0, 16.5, 11.492307692307692)","(6.5, 14.5, 12.357142857142858)"
07-12-2022 20:16:51.450128,"(3.3, 6.2, 5.0600000000000005)","(31.0, 100.0, 50.0)","(26.0, 75.0, 49.0)","(2.6, 3.4, 3.08)","(8.5, 17.0, 9.299999999999999)","(6.5, 15.5, 9.836363636363636)","(8.0, 16.5, 13.245000000000001)","(6.5, 14.5, 12.0)"
07-12-2022 20:16:52.756212,"(3.3, 6.2, 5.163636363636364)","(31.0, 100.0, 50.0)","(26.0, 75.0, 49.0)","(2.6, 3.4, 3.08)","(8.5, 17.0, 9.299999999999999)","(6.5, 15.5, 9.41)","(8.0, 16.5, 12.036000000000001)","(6.5, 14.5, 13.457142857142859)"
07-12-2022 20:16:54.073072,"(3.3, 6.2, 5.163636363636364)","(31.0, 100.0, 50.0)","(26.0, 75.0, 49.0)","(2.6, 3.4, 3.08)","(8.5, 17.0, 9.299999999999999)","(6.5, 15.5, 10.09090909090909)","(8.0, 16.5, 12.036000000000001)","(6.5, 14.5, 13.457142857142859)"
07-12-2022 20:16:55.567302,"(3.3, 6.2, 5.163636363636364)","(31.0, 100.0, 50.0)","(26.0, 75.0, 49.0)","(2.6, 3.4, 3.08)","(8.5, 17.0, 9.299999999999999)","(6.5, 15.5, 10.09090909090909)","(8.0, 16.5, 12.036000000000001)","(6.5, 14.5, 13.209090909090909)"
07-12-2022 20:16:56.945050,"(3.3, 6.2, 5.163636363636364)","(31.0, 100.0, 50.0)","(26.0, 75.0, 49.0)","(2.6, 3.4, 3.08)","(8.5, 17.0, 9.299999999999999)","(6.5, 15.5, 10.125)","(8.0, 16.5, 12.036000000000001)","(6.5, 14.5, 13.209090909090909)"
07-12-2022 20:16:58.395732,"(3.3, 6.2, 5.163636363636364)","(31.0, 100.0, 50.0)","(26.0, 75.0, 49.0)","(2.6, 3.4, 3.08)","(8.5, 17.0, 9.299999999999999)","(6.5, 15.0, 11.75)","(8.0, 16.5, 12.036000000000001)","(6.5, 14.5, 12.133333333333333)"
07-12-2022 20:16:59.829220,"(3.3, 6.2, 5.163636363636364)","(31.0, 100.0, 50.0)","(26.0, 75.0, 49.0)","(2.6, 3.4, 3.08)","(8.5, 17.0, 9.299999999999999)","(6.5, 15.0, 11.350000000000001)","(8.0, 16.5, 12.036000000000001)","(6.5, 14.5, 12.133333333333333)"
07-12-2022 20:17:01.273807,"(3.3, 6.2, 5.163636363636364)","(31.0, 100.0, 50.0)","(26.0, 75.0, 49.0)","(2.6, 3.4, 3.08)","(8.5, 17.0, 9.299999999999999)","(6.5, 15.5, 11.350000000000001)","(8.0, 16.5, 12.036000000000001)","(6.5, 14.5, 12.133333333333333)"
07-12-2022 20:17:02.668301,"(3.3, 6.2, 5.163636363636364)","(31.0, 100.0, 50.0)","(26.0, 75.0, 49.0)","(2.6, 3.4, 3.08)","(8.5, 17.0, 9.299999999999999)","(6.5, 15.5, 11.350000000000001)","(8.0, 16.5, 12.036000000000001)","(6.5, 14.5, 12.133333333333333)"
07-12-2022 20:17:04.079248,"(3.3, 6.2, 5.163636363636364)","(31.0, 100.0, 65.0)","(26.0, 75.0, 56.57142857142857)","(2.6, 3.4, 3.38188679245283)","(8.5, 17.0, 10.966666666666667)","(6.5, 15.5, 14.025)","(8.0, 16.5, 15.371428571428574)","(6.5, 14.5, 12.133333333333333)"
07-12-2022 20:17:05.445708,"(3.3, 6.0, 5.66875)","(31.0, 95.0, 65.0)","(26.0, 70.0, 56.57142857142857)","(2.6, 3.4, 3.38188679245283)","(8.5, 16.5, 10.966666666666667)","(6.5, 15.0, 14.025)","(8.0, 16.0, 15.371428571428574)","(6.5, 14.5, 12.133333333333333)"
07-12-2022 20:17:06.776618,"(3.3, 6.0, 5.66875)","(31.0, 95.0, 65.0)","(26.0, 70.0, 56.57142857142857)","(2.6, 3.4, 3.38188679245283)","(8.5, 16.5, 10.966666666666667)","(6.5, 15.0, 14.025)","(8.0, 16.0, 15.371428571428574)","(6.5, 14.5, 12.133333333333333)"
07-12-2022 20:17:08.162652,"(3.3, 6.0, 5.66875)","(31.0, 95.0, 65.0)","(26.0, 70.0, 56.57142857142857)","(2.6, 3.4, 3.38188679245283)","(8.5, 16.5, 10.966666666666667)","(6.5, 15.0, 14.025)","(8.0, 16.0, 15.371428571428574)","(6.5, 14.5, 12.133333333333333)"
07-12-2022 20:17:09.492231,"(3.3, 6.0, 5.68125)","(31.0, 95.0, 65.0)","(26.0, 70.0, 56.57142857142857)","(2.6, 3.4, 3.38188679245283)","(8.5, 16.5, 10.966666666666667)","(6.5, 15.0, 14.025)","(8.0, 16.0, 15.371428571428574)","(6.5, 14.5, 12.133333333333333)"
07-12-2022 20:17:10.877409,"(3.3, 6.0, 4.565625)","(31.0, 95.0, 65.0)","(26.0, 70.0, 56.57142857142857)","(2.6, 3.4, 3.38188679245283)","(8.5, 16.5, 10.966666666666667)","(6.5, 15.0, 14.025)","(8.0, 16.0, 15.371428571428574)","(6.5, 14.5, 12.133333333333333)"
07-12-2022 20:17:12.276110,"(3.3, 6.0, 4.640000000000001)","(31.0, 95.0, 65.0)","(26.0, 70.0, 56.57142857142857)","(2.6, 3.4, 3.38188679245283)","(8.5, 16.5, 10.966666666666667)","(6.5, 15.0, 14.025)","(8.0, 16.0, 15.371428571428574)","(6.5, 14.5, 12.133333333333333)"
07-12-2022 20:17:13.764474,"(3.3, 5.9, 5.59375)","(31.0, 95.0, 65.0)","(26.0, 70.0, 56.57142857142857)","(2.6, 3.4, 3.38188679245283)","(8.5, 16.5, 10.966666666666667)","(6.5, 15.0, 14.025)","(8.0, 16.0, 15.371428571428574)","(6.5, 14.5, 12.133333333333333)"
07-12-2022 20:17:15.204593,"(3.3, 6.2, 4.578125)","(31.0, 95.0, 65.0)","(26.0, 70.0, 56.57142857142857)","(2.6, 3.4, 3.38188679245283)","(8.5, 16.5, 10.966666666666667)","(6.5, 15.0, 14.025)","(8.0, 16.0, 15.371428571428574)","(6.5, 14.5, 12.133333333333333)"
07-12-2022 20:17:16.813265,"(3.3, 5.9, 4.578125)","(31.0, 95.0, 65.0)","(26.0, 70.0, 56.57142857142857)","(2.6, 3.4, 3.38188679245283)","(8.5, 16.5, 10.966666666666667)","(6.5, 15.0, 14.025)","(8.0, 16.0, 15.371428571428574)","(6.5, 14.5, 12.133333333333333)"
07-12-2022 20:17:18.146912,"(3.3, 5.9, 4.578125)","(31.0, 95.0, 65.0)","(26.0, 70.0, 56.57142857142857)","(2.6, 3.4, 3.38188679245283)","(8.5, 16.5, 10.966666666666667)","(6.5, 15.0, 14.025)","(8.0, 16.0, 15.371428571428574)","(6.5, 14.5, 12.133333333333333)"
07-12-2022 20:17:19.441326,"(3.3, 5.9, 4.578125)","(31.0, 95.0, 65.0)","(26.0, 70.0, 56.57142857142857)","(2.6, 3.4, 3.38188679245283)","(8.5, 16.5, 10.966666666666667)","(6.5, 15.0, 14.025)","(8.0, 16.0, 15.371428571428574)","(6.5, 14.5, 12.133333333333333)"
07-12-2022 20:17:20.709022,"(3.3, 5.9, 4.75)","(31.0, 95.0, 65.0)","(26.0, 70.0, 56.57142857142857)","(2.6, 3.4, 3.38188679245283)","(8.5, 16.5, 10.966666666666667)","(6.5, 15.0, 14.025)","(8.0, 16.0, 15.371428571428574)","(6.5, 14.5, 12.133333333333333)"
07-12-2022 20:17:22.004911,"(3.3, 5.9, 4.75)","(31.0, 95.0, 65.0)","(26.0, 70.0, 56.57142857142857)","(2.6, 3.4, 3.38188679245283)","(8.5, 16.5, 10.966666666666667)","(6.5, 15.0, 14.025)","(8.0, 16.0, 15.371428571428574)","(6.5, 14.5, 12.133333333333333)"
07-12-2022 20:17:23.224693,"(3.3, 5.9, 4.634375)","(31.0, 95.0, 65.0)","(26.0, 70.0, 56.57142857142857)","(2.6, 3.4, 2.9299999999999997)","(8.5, 16.5, 10.966666666666667)","(6.5, 15.0, 14.025)","(8.0, 16.0, 15.413333333333334)","(6.5, 14.5, 12.133333333333333)"
07-12-2022 20:17:24.427029,"(3.3, 5.9, 4.30625)","(31.0, 95.0, 65.0)","(26.0, 70.0, 56.57142857142857)","(2.6, 3.4, 2.9299999999999997)","(8.5, 16.5, 10.966666666666667)","(6.5, 15.0, 14.025)","(8.0, 16.0, 15.413333333333334)","(6.5, 14.5, 12.133333333333333)"
