,Shesa Pocketrocket,Tinge Of Fear,Goalkicker,A Whole Lotta Rosie Nz,Shez Notorious,Goldies A Delight,Keayang Tara,Whata Journey,Couldntmisafalcon,Delightful Rainbow
07-01-2023 20:25:07.647132,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.433333333333334)","(6.5, 9.6, 7.2)","(61.0, 190.0, 136.15384615384616)","(21.0, 50.0, 32.0)","(6.0, 9.6, 6.72)","(20.0, 40.0, 29.5)"
07-01-2023 20:25:08.884705,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.433333333333334)","(6.5, 9.6, 7.2)","(61.0, 190.0, 136.15384615384616)","(21.0, 50.0, 32.0)","(6.0, 9.6, 6.72)","(20.0, 40.0, 29.5)"
07-01-2023 20:25:10.164490,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 7.2)","(61.0, 190.0, 136.15384615384616)","(21.0, 50.0, 32.0)","(6.0, 9.6, 6.72)","(20.0, 40.0, 29.5)"
07-01-2023 20:25:11.540343,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 7.2)","(61.0, 190.0, 136.15384615384616)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:25:12.871228,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 7.2)","(61.0, 190.0, 136.15384615384616)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:25:14.276907,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 136.15384615384616)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:25:15.624847,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 136.15384615384616)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:25:17.090905,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 136.15384615384616)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:25:18.548116,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:25:19.880299,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:25:21.252049,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:25:22.640579,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:25:24.043709,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:25:25.460423,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:25:26.813847,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:25:28.177262,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:25:29.866494,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:25:31.426038,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:25:33.079343,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:25:34.669682,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:25:36.232483,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:25:37.742138,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:25:39.318442,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:25:40.848692,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:25:42.419754,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:25:44.071207,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:25:45.832567,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:25:47.297323,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:25:48.878326,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:25:50.335520,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:25:51.935131,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:25:53.486603,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:25:55.033759,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:25:56.448956,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:25:57.910035,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:25:59.499401,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:26:01.073758,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:26:02.569774,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:26:04.061348,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:26:05.564892,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:26:07.016231,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:26:08.511789,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:26:10.005650,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:26:11.464769,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:26:13.026585,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:26:14.696925,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:26:16.365057,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:26:18.110833,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:26:19.962071,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.5229166666666667)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:26:21.806121,"(7.0, 12.5, 9.233333333333333)","(3.1, 5.2, 3.3905454545454545)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 7.2)","(20.0, 40.0, 29.5)"
07-01-2023 20:26:23.602734,"(7.0, 12.5, 11.275)","(3.1, 3.4, 3.275)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 8.4)","(20.0, 40.0, 29.5)"
07-01-2023 20:26:25.337698,"(7.0, 12.5, 11.275)","(3.1, 3.4, 3.37)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 8.4)","(20.0, 40.0, 29.5)"
07-01-2023 20:26:26.835918,"(7.0, 12.5, 11.275)","(3.1, 3.4, 3.37)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 8.4)","(20.0, 40.0, 29.5)"
07-01-2023 20:26:28.379740,"(7.0, 12.5, 10.15)","(3.1, 3.4, 3.3747368421052633)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 8.4)","(20.0, 40.0, 29.5)"
07-01-2023 20:26:29.980179,"(7.0, 12.5, 10.15)","(3.1, 3.4, 3.3747368421052633)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 8.4)","(20.0, 40.0, 29.5)"
07-01-2023 20:26:31.470291,"(7.0, 12.5, 10.15)","(3.1, 3.4, 3.28)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 8.4)","(20.0, 40.0, 29.5)"
07-01-2023 20:26:32.951515,"(7.0, 12.5, 10.15)","(3.1, 3.4, 3.28)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.1)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 8.4)","(20.0, 40.0, 29.5)"
07-01-2023 20:26:34.447617,"(7.0, 12.5, 10.15)","(3.1, 3.4, 3.337142857142857)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.85)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 8.4)","(20.0, 40.0, 29.5)"
07-01-2023 20:26:36.005174,"(7.0, 12.5, 10.15)","(3.1, 3.4, 3.337142857142857)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.85)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 8.4)","(20.0, 40.0, 29.5)"
07-01-2023 20:26:37.514467,"(7.0, 12.5, 10.15)","(3.1, 3.4, 3.337142857142857)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.85)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 8.4)","(20.0, 40.0, 29.5)"
07-01-2023 20:26:39.164898,"(7.0, 12.5, 10.15)","(3.1, 3.4, 3.337142857142857)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.85)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 8.4)","(20.0, 40.0, 29.5)"
07-01-2023 20:26:40.904004,"(7.0, 12.5, 10.15)","(3.1, 3.4, 3.337142857142857)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.85)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 8.4)","(20.0, 40.0, 29.5)"
07-01-2023 20:26:42.515063,"(7.0, 12.5, 10.15)","(3.1, 3.4, 3.337142857142857)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.85)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 8.4)","(20.0, 40.0, 29.5)"
07-01-2023 20:26:44.276335,"(7.0, 12.5, 10.15)","(3.1, 3.4, 3.337142857142857)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.85)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 8.4)","(20.0, 40.0, 29.5)"
07-01-2023 20:26:45.928186,"(7.0, 12.5, 10.15)","(3.1, 3.4, 3.337142857142857)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.85)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 8.4)","(20.0, 40.0, 29.5)"
07-01-2023 20:26:47.577287,"(7.0, 12.5, 10.15)","(3.1, 3.4, 3.337142857142857)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.85)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 8.4)","(20.0, 40.0, 29.5)"
07-01-2023 20:26:49.148588,"(7.0, 12.5, 10.15)","(3.1, 3.4, 3.337142857142857)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.85)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 8.4)","(20.0, 40.0, 29.5)"
07-01-2023 20:26:50.715060,"(7.0, 12.5, 10.15)","(3.1, 3.4, 3.337142857142857)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.85)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 8.4)","(20.0, 40.0, 29.5)"
07-01-2023 20:26:52.407324,"(7.0, 12.5, 10.15)","(3.1, 3.4, 3.316)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.85)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 8.4)","(20.0, 40.0, 29.5)"
07-01-2023 20:26:53.986788,"(7.0, 12.5, 10.15)","(3.1, 3.4, 3.316)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.85)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 8.4)","(20.0, 40.0, 29.5)"
07-01-2023 20:26:55.678945,"(7.0, 12.5, 10.15)","(3.1, 3.4, 3.316)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.85)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 8.4)","(20.0, 40.0, 29.5)"
07-01-2023 20:26:57.870674,"(7.0, 12.5, 10.15)","(3.1, 3.4, 3.316)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.85)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 8.4)","(20.0, 40.0, 29.5)"
07-01-2023 20:26:59.990589,"(7.0, 12.5, 10.15)","(3.1, 3.4, 3.3475)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.85)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 8.4)","(20.0, 40.0, 29.5)"
07-01-2023 20:27:01.540817,"(7.0, 12.5, 10.15)","(3.1, 3.4, 3.3475)","(10.0, 15.5, 12.35)","(15.0, 99999, 99990)","(4.4, 6.0, 5.25)","(6.5, 9.6, 8.85)","(61.0, 190.0, 166.66666666666666)","(21.0, 50.0, 32.0)","(6.0, 9.6, 8.4)","(20.0, 40.0, 29.5)"
