,Hardtimes,Thomas Aquinas,Legit,Whatsup,Almeraki,Irrigate,Razors Edge,Trustworthy,Ginger Snapz,Pinsk,Oceanides,Lord Spencer,Swing Low
12-01-2023 14:18:10.965892,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 14.875)","(8.5, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 34.05)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:18:12.715794,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 14.875)","(8.5, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 34.05)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:18:14.386617,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 14.875)","(8.5, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 34.05)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:18:16.054824,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 14.875)","(8.5, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 34.05)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:18:17.699067,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 14.875)","(8.5, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 34.05)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:18:19.387387,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 14.875)","(8.5, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 34.05)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:18:21.137243,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 14.875)","(8.5, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 34.05)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:18:22.870204,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 14.875)","(8.5, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 34.05)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:18:24.638547,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 14.875)","(8.5, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 34.05)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:18:26.328137,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 14.875)","(8.5, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 34.05)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:18:28.093515,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 20.333333333333336)","(8.5, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 34.05)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:18:29.726101,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 20.333333333333336)","(8.5, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 34.05)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:18:31.448637,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 20.333333333333336)","(8.5, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 34.05)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:18:33.201376,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 20.333333333333336)","(8.5, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 34.05)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:18:34.904555,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 20.333333333333336)","(8.5, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 34.05)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:18:36.714373,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 20.333333333333336)","(8.5, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 34.05)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:18:38.466661,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 20.333333333333336)","(8.5, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 34.05)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:18:40.255908,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 20.333333333333336)","(8.5, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 34.05)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:18:41.998093,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 20.333333333333336)","(8.5, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 34.05)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:18:43.793901,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 20.333333333333336)","(8.5, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 34.05)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:18:45.576936,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 20.333333333333336)","(8.5, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 34.05)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:18:47.324542,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 20.333333333333336)","(8.5, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 34.05)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:18:49.089548,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 14.875)","(8.5, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 32.1)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:18:50.840875,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 16.9)","(8.5, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 32.1)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:18:52.653415,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 16.9)","(8.5, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 32.1)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:18:54.394054,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 16.9)","(8.5, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 32.1)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:18:56.148644,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 16.9)","(8.5, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 32.1)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:18:57.948488,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 16.9)","(8.5, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 32.1)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:18:59.830227,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 16.9)","(8.5, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 32.1)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:19:01.796177,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 16.9)","(9.0, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 32.1)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:19:03.795642,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 16.9)","(9.0, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 32.1)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:19:05.544023,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 16.9)","(9.0, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 32.1)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:19:07.497019,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 16.9)","(9.0, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 32.1)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:19:09.358960,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 16.9)","(9.0, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 32.1)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:19:11.262580,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 16.9)","(9.0, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 32.1)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:19:13.140396,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 16.9)","(9.0, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 32.1)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:19:14.964107,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 16.9)","(9.0, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 32.1)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:19:16.747422,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 16.9)","(9.0, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 32.1)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:19:18.559632,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 16.9)","(9.0, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 32.1)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:19:20.463580,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 16.9)","(9.0, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 32.1)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:19:22.328445,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 16.9)","(9.0, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 32.1)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:19:24.186527,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 16.9)","(9.0, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 32.1)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:19:26.060601,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 16.9)","(9.0, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 32.1)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:19:27.887693,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 16.9)","(9.0, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 32.1)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:19:29.734241,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 16.9)","(9.0, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 34.05)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:19:31.575404,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 16.9)","(9.0, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 34.05)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:19:33.434832,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 16.9)","(9.0, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 34.05)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:19:35.359749,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 16.9)","(9.0, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 34.05)","(16.0, 34.0, 29.5)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:19:37.290869,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 16.9)","(9.0, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 31.25)","(16.0, 34.0, 29.625)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:19:39.386994,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 16.9)","(9.0, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 29.833333333333336)","(16.0, 34.0, 31.75)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:19:41.532492,"(9.0, 16.5, 14.5)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 16.9)","(9.0, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 31.5)","(16.0, 34.0, 29.625)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:19:43.784421,"(9.0, 16.5, 12.9)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 16.9)","(9.0, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 31.5)","(16.0, 34.0, 27.0)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:19:45.760821,"(9.0, 16.5, 12.9)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 16.9)","(9.0, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 31.5)","(16.0, 34.0, 27.0)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:19:47.682609,"(9.0, 16.5, 12.9)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 16.9)","(9.0, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 31.5)","(16.0, 34.0, 27.0)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
12-01-2023 14:19:50.467333,"(9.0, 16.5, 12.9)","(6.0, 13.0, 10.933333333333334)","(15.0, 27.0, 26.0)","(11.0, 18.0, 13.666666666666666)","(7.0, 16.0, 12.1)","(10.0, 25.0, 16.9)","(9.0, 15.0, 10.649999999999999)","(11.0, 17.5, 14.5)","(18.0, 36.0, 31.5)","(16.0, 34.0, 27.0)","(6.5, 10.5, 9.333333333333334)","(7.0, 16.0, 14.153846153846153)","(26.0, 110.0, 82.33333333333334)"
