,Princess Damiro,Powered Up,Farmor Frisky,Skylark Bully,Shian Kelly
10-01-2023 14:31:52.671456,"(2.6, 2.44, 2.418181818181818)","(1.85, 2.46, 2.4415384615384617)","(4.4, 9.0, 8.633333333333333)","(91.0, 350.0, 188.0)","(14.0, 21.0, 19.104166666666668)"
10-01-2023 14:31:53.547767,"(2.6, 2.46, 2.41125)","(1.85, 2.5, 2.4228571428571426)","(4.4, 9.0, 8.633333333333333)","(91.0, 350.0, 188.0)","(14.0, 21.0, 19.104166666666668)"
10-01-2023 14:31:54.461557,"(2.6, 2.46, 2.41125)","(1.85, 2.5, 2.454181818181818)","(4.4, 9.0, 8.633333333333333)","(91.0, 350.0, 188.0)","(14.0, 21.0, 18.833333333333332)"
10-01-2023 14:31:55.456185,"(2.6, 2.46, 2.3975999999999997)","(1.85, 2.5, 2.4357142857142855)","(4.4, 9.0, 8.633333333333333)","(91.0, 350.0, 188.0)","(14.0, 21.0, 18.833333333333332)"
10-01-2023 14:31:56.369661,"(2.6, 2.46, 2.3975999999999997)","(1.85, 2.5, 2.4745454545454546)","(4.4, 9.0, 8.633333333333333)","(91.0, 350.0, 188.0)","(14.0, 21.0, 18.833333333333332)"
10-01-2023 14:31:57.171116,"(2.6, 2.44, 2.404444444444444)","(1.85, 2.5, 2.4775)","(4.4, 8.8, 8.48421052631579)","(91.0, 350.0, 188.0)","(14.0, 21.0, 18.833333333333332)"
10-01-2023 14:31:58.063200,"(2.6, 2.44, 2.404444444444444)","(1.85, 2.5, 2.4775)","(4.4, 8.8, 8.48421052631579)","(91.0, 350.0, 170.0)","(14.0, 21.0, 18.15625)"
10-01-2023 14:31:59.007548,"(2.6, 2.42, 2.4166666666666665)","(1.85, 2.52, 2.505)","(4.4, 8.8, 8.48421052631579)","(91.0, 350.0, 170.0)","(14.0, 21.0, 18.55)"
10-01-2023 14:31:59.920385,"(2.6, 2.44, 2.404444444444444)","(1.85, 2.54, 2.462727272727273)","(4.4, 8.8, 8.48421052631579)","(91.0, 350.0, 170.0)","(14.0, 21.0, 18.15625)"
10-01-2023 14:32:00.846109,"(2.6, 2.44, 2.404444444444444)","(1.85, 2.54, 2.46)","(4.4, 8.8, 8.48421052631579)","(91.0, 350.0, 170.0)","(14.0, 21.0, 18.15625)"
10-01-2023 14:32:01.836063,"(2.6, 2.44, 2.404444444444444)","(1.85, 2.54, 2.466315789473684)","(4.4, 8.8, 8.4)","(91.0, 350.0, 170.0)","(14.0, 21.0, 18.15625)"
10-01-2023 14:32:02.732608,"(2.6, 2.44, 2.404444444444444)","(1.85, 2.54, 2.508888888888889)","(4.4, 8.8, 8.4)","(91.0, 350.0, 170.0)","(14.0, 21.0, 18.15625)"
10-01-2023 14:32:03.545393,"(2.6, 2.42, 2.413076923076923)","(1.85, 2.54, 2.5)","(4.4, 8.8, 8.436363636363637)","(91.0, 350.0, 170.0)","(14.0, 20.0, 18.571428571428573)"
10-01-2023 14:32:04.450438,"(2.6, 2.44, 2.361428571428571)","(1.85, 2.56, 2.528888888888889)","(4.4, 8.8, 8.4)","(91.0, 350.0, 170.0)","(14.0, 19.0, 17.571428571428573)"
10-01-2023 14:32:05.364297,"(2.6, 2.44, 2.3587499999999997)","(1.85, 2.58, 2.5184615384615383)","(4.4, 8.8, 8.266666666666667)","(91.0, 350.0, 170.0)","(14.0, 19.0, 16.75)"
10-01-2023 14:32:06.182201,"(2.6, 2.42, 2.361818181818182)","(1.85, 2.6, 2.592)","(4.4, 8.8, 8.266666666666667)","(91.0, 350.0, 170.0)","(14.0, 19.0, 16.75)"
10-01-2023 14:32:07.132816,"(2.6, 2.42, 2.361818181818182)","(1.85, 2.58, 2.5620000000000003)","(4.4, 8.8, 8.378947368421054)","(91.0, 350.0, 170.0)","(14.0, 19.0, 16.708333333333332)"
10-01-2023 14:32:08.038556,"(2.6, 2.42, 2.361818181818182)","(1.85, 2.58, 2.566153846153846)","(4.4, 8.8, 8.378947368421054)","(91.0, 350.0, 170.0)","(14.0, 19.0, 16.708333333333332)"
10-01-2023 14:32:08.849391,"(2.6, 2.42, 2.355)","(1.85, 2.62, 2.5707692307692307)","(4.4, 8.8, 8.288)","(91.0, 350.0, 170.0)","(14.0, 19.0, 16.708333333333332)"
10-01-2023 14:32:09.761025,"(2.6, 2.44, 2.3499999999999996)","(1.85, 2.62, 2.58875)","(4.4, 8.6, 8.4)","(91.0, 350.0, 188.0)","(14.0, 19.0, 17.625)"
10-01-2023 14:32:10.748926,"(2.6, 2.42, 2.3825)","(1.85, 2.6, 2.571764705882353)","(4.4, 8.6, 8.3)","(91.0, 350.0, 188.0)","(14.0, 19.0, 17.576923076923077)"
10-01-2023 14:32:11.601032,"(2.6, 2.42, 2.3888)","(1.85, 2.62, 2.571304347826087)","(4.4, 8.6, 8.3)","(91.0, 350.0, 188.0)","(14.0, 18.5, 17.576923076923077)"
10-01-2023 14:32:12.468651,"(2.6, 2.4, 2.3741176470588234)","(1.85, 2.6, 2.58)","(4.4, 8.4, 8.2)","(91.0, 350.0, 188.0)","(14.0, 18.5, 17.441176470588236)"
10-01-2023 14:32:13.488500,"(2.6, 2.4, 2.3741176470588234)","(1.85, 2.6, 2.58)","(4.4, 8.4, 8.2)","(91.0, 350.0, 188.0)","(14.0, 18.5, 16.75)"
10-01-2023 14:32:14.423255,"(2.5, 2.42, 2.375652173913043)","(1.9, 2.62, 2.601538461538462)","(4.4, 8.4, 8.047058823529412)","(101.0, 350.0, 188.0)","(14.0, 18.0, 16.75)"
10-01-2023 14:32:15.288118,"(2.5, 2.42, 2.3789473684210525)","(1.9, 2.62, 2.601538461538462)","(4.4, 8.4, 7.938461538461539)","(101.0, 350.0, 188.0)","(14.0, 18.0, 16.571428571428573)"
10-01-2023 14:32:16.370940,"(2.5, 2.42, 2.3789473684210525)","(1.9, 2.62, 2.598823529411765)","(4.4, 8.4, 7.929411764705883)","(101.0, 350.0, 188.0)","(14.0, 18.0, 16.181818181818183)"
10-01-2023 14:32:17.298533,"(2.5, 2.42, 2.3899999999999997)","(1.9, 2.64, 2.598823529411765)","(4.4, 8.4, 7.929411764705883)","(101.0, 350.0, 188.0)","(14.0, 18.0, 16.181818181818183)"
10-01-2023 14:32:18.098136,"(2.5, 2.42, 2.3899999999999997)","(1.9, 2.64, 2.6036363636363635)","(4.4, 8.4, 7.929411764705883)","(101.0, 350.0, 188.0)","(14.0, 18.0, 16.181818181818183)"
10-01-2023 14:32:18.969621,"(2.5, 2.42, 2.3899999999999997)","(1.9, 2.64, 2.605)","(4.4, 8.2, 7.879999999999999)","(101.0, 350.0, 188.0)","(14.0, 17.5, 16.633333333333333)"
10-01-2023 14:32:19.928376,"(2.5, 2.38, 2.3709090909090906)","(1.9, 2.64, 2.5976470588235294)","(4.4, 8.2, 7.764705882352941)","(101.0, 350.0, 188.0)","(14.0, 17.5, 16.633333333333333)"
10-01-2023 14:32:20.773869,"(2.5, 2.4, 2.38)","(1.9, 2.64, 2.6208)","(4.4, 8.0, 7.692307692307692)","(101.0, 350.0, 188.0)","(14.0, 17.5, 16.633333333333333)"
10-01-2023 14:32:21.574589,"(2.45, 2.42, 2.372413793103448)","(1.9, 2.68, 2.6533333333333333)","(4.4, 8.0, 7.50909090909091)","(101.0, 350.0, 197.0)","(14.0, 17.5, 16.633333333333333)"
10-01-2023 14:32:22.465304,"(2.45, 2.42, 2.3909677419354836)","(1.9, 2.7, 2.6592592592592594)","(4.4, 8.0, 7.413333333333333)","(101.0, 350.0, 197.0)","(14.0, 17.5, 16.633333333333333)"
10-01-2023 14:32:23.358614,"(2.45, 2.42, 2.3909677419354836)","(1.9, 2.7, 2.664516129032258)","(4.4, 8.0, 7.368421052631579)","(101.0, 350.0, 197.0)","(14.0, 17.5, 16.633333333333333)"
10-01-2023 14:32:24.248890,"(2.45, 2.42, 2.3909677419354836)","(1.9, 2.7, 2.6731707317073172)","(4.4, 8.0, 7.310344827586207)","(101.0, 350.0, 197.0)","(14.0, 17.5, 15.73076923076923)"
10-01-2023 14:32:25.317152,"(2.45, 2.42, 2.3985714285714286)","(1.9, 2.72, 2.7090909090909094)","(4.4, 7.8, 7.466666666666667)","(101.0, 350.0, 206.0)","(14.0, 17.5, 15.5)"
10-01-2023 14:32:26.165260,"(2.45, 2.42, 2.4015384615384616)","(1.9, 2.72, 2.6933333333333334)","(4.4, 7.8, 7.466666666666667)","(101.0, 350.0, 206.0)","(14.0, 17.0, 15.5)"
10-01-2023 14:32:27.122834,"(2.45, 2.42, 2.4015384615384616)","(1.9, 2.74, 2.725)","(4.4, 7.6, 7.279999999999999)","(101.0, 350.0, 215.0)","(14.0, 16.5, 15.083333333333334)"
10-01-2023 14:32:28.216264,"(2.45, 2.42, 2.3909677419354836)","(1.9, 2.76, 2.725)","(4.4, 7.6, 7.247058823529412)","(101.0, 350.0, 215.0)","(14.0, 16.5, 15.605263157894736)"
10-01-2023 14:32:29.182503,"(2.45, 2.42, 2.3889655172413793)","(1.9, 2.76, 2.7064285714285714)","(4.4, 7.6, 7.247058823529412)","(101.0, 350.0, 215.0)","(14.0, 16.5, 15.605263157894736)"
10-01-2023 14:32:30.070924,"(2.45, 2.42, 2.3889655172413793)","(1.9, 2.76, 2.7257142857142855)","(4.4, 7.6, 7.138461538461538)","(101.0, 350.0, 215.0)","(14.0, 16.5, 15.633333333333333)"
10-01-2023 14:32:31.054947,"(2.45, 2.42, 2.3889655172413793)","(1.9, 2.76, 2.7205263157894737)","(4.4, 7.6, 7.247058823529412)","(101.0, 350.0, 215.0)","(14.0, 16.5, 15.666666666666666)"
10-01-2023 14:32:31.906810,"(2.45, 2.42, 2.402)","(1.9, 2.76, 2.7175)","(4.4, 7.6, 7.175)","(101.0, 350.0, 215.0)","(14.0, 16.5, 15.666666666666666)"
10-01-2023 14:32:32.976725,"(2.45, 2.42, 2.402)","(1.9, 2.76, 2.7114285714285713)","(4.4, 7.6, 7.5249999999999995)","(101.0, 350.0, 215.0)","(14.0, 16.5, 15.58695652173913)"
10-01-2023 14:32:33.943749,"(2.45, 2.4, 2.3923076923076922)","(1.9, 2.76, 2.729090909090909)","(4.4, 7.2, 7.175)","(101.0, 350.0, 215.0)","(14.0, 16.5, 15.58695652173913)"
10-01-2023 14:32:34.722354,"(2.45, 2.42, 2.4075862068965517)","(1.9, 2.82, 2.7914285714285714)","(4.4, 7.2, 6.866666666666666)","(101.0, 350.0, 215.0)","(14.0, 16.0, 15.142857142857142)"
10-01-2023 14:32:35.583389,"(2.45, 2.42, 2.4075862068965517)","(1.9, 2.84, 2.822)","(4.4, 7.2, 6.936)","(101.0, 350.0, 215.0)","(14.0, 16.0, 14.736842105263158)"
10-01-2023 14:32:36.542104,"(2.45, 2.42, 2.4031249999999997)","(1.9, 2.84, 2.822)","(4.4, 7.2, 6.936)","(101.0, 350.0, 215.0)","(14.0, 16.0, 15.133333333333333)"
10-01-2023 14:32:37.423096,"(2.45, 2.42, 2.4031249999999997)","(1.9, 2.84, 2.8125714285714283)","(4.4, 7.2, 6.728571428571429)","(101.0, 350.0, 215.0)","(14.0, 16.0, 15.133333333333333)"
10-01-2023 14:32:38.324940,"(2.45, 2.42, 2.4031249999999997)","(1.9, 2.84, 2.79)","(4.4, 7.2, 6.705882352941177)","(101.0, 350.0, 215.0)","(14.0, 16.0, 15.08)"
10-01-2023 14:32:39.191616,"(2.45, 2.42, 2.4031249999999997)","(1.9, 2.84, 2.79)","(4.4, 7.2, 6.666666666666666)","(101.0, 350.0, 215.0)","(14.0, 16.0, 15.08)"
10-01-2023 14:32:40.010137,"(2.3, 2.42, 2.4031249999999997)","(1.95, 2.84, 2.79)","(5.0, 7.2, 6.666666666666666)","(71.0, 350.0, 215.0)","(14.0, 16.0, 15.08)"
10-01-2023 14:32:40.928663,"(2.3, 2.42, 2.4031249999999997)","(1.95, 2.84, 2.79)","(5.0, 7.2, 6.666666666666666)","(71.0, 350.0, 152.0)","(14.0, 16.0, 15.08)"
10-01-2023 14:32:41.960934,"(2.3, 2.42, 2.3876)","(1.95, 2.88, 2.8666666666666667)","(5.0, 6.8, 6.842105263157895)","(71.0, 350.0, 152.0)","(14.0, 16.0, 14.516129032258064)"
10-01-2023 14:32:42.769275,"(2.3, 2.42, 2.4031249999999997)","(1.95, 2.88, 2.8666666666666667)","(5.0, 7.0, 6.842105263157895)","(71.0, 350.0, 152.0)","(14.0, 16.0, 14.516129032258064)"
10-01-2023 14:32:43.602542,"(2.3, 2.42, 2.410357142857143)","(1.95, 2.88, 2.8666666666666667)","(5.0, 6.8, 6.729411764705882)","(71.0, 350.0, 152.0)","(14.0, 15.5, 15.0)"
10-01-2023 14:32:44.624441,"(2.3, 2.42, 2.413207547169811)","(1.95, 2.92, 2.8728571428571428)","(5.0, 6.6, 6.54)","(71.0, 350.0, 152.0)","(14.0, 15.5, 14.807692307692308)"
10-01-2023 14:32:45.696620,"(2.3, 2.4, 2.3923076923076922)","(1.95, 2.94, 2.87)","(5.0, 6.4, 6.294736842105263)","(71.0, 350.0, 152.0)","(14.0, 15.5, 14.807692307692308)"
10-01-2023 14:32:46.618216,"(2.3, 2.4, 2.3923076923076922)","(1.95, 2.94, 2.915652173913043)","(5.0, 6.4, 6.294736842105263)","(71.0, 350.0, 170.0)","(14.0, 15.5, 14.796296296296296)"
10-01-2023 14:32:47.523798,"(2.3, 2.4, 2.3923076923076922)","(1.95, 2.96, 2.919259259259259)","(5.0, 6.4, 6.1866666666666665)","(71.0, 350.0, 170.0)","(14.0, 15.5, 14.796296296296296)"
10-01-2023 14:32:48.392276,"(2.3, 2.4, 2.3923076923076922)","(1.95, 2.96, 2.919259259259259)","(5.0, 6.4, 6.109090909090909)","(71.0, 350.0, 152.0)","(14.0, 15.5, 14.863636363636363)"
10-01-2023 14:32:49.380615,"(2.3, 2.4, 2.3923076923076922)","(1.95, 2.96, 2.919259259259259)","(5.0, 6.4, 6.0600000000000005)","(71.0, 350.0, 152.0)","(14.0, 15.0, 14.785714285714286)"
10-01-2023 14:32:50.455762,"(2.3, 2.4, 2.3923076923076922)","(1.95, 2.96, 2.9507692307692306)","(5.0, 6.4, 6.085714285714285)","(71.0, 350.0, 152.0)","(14.0, 15.0, 14.1)"
10-01-2023 14:32:51.462878,"(2.3, 2.42, 2.401333333333333)","(1.95, 3.0, 2.9507692307692306)","(5.0, 6.2, 5.91)","(71.0, 350.0, 152.0)","(14.0, 14.5, 13.764705882352942)"
10-01-2023 14:32:52.407372,"(2.3, 2.42, 2.411304347826087)","(1.95, 3.05, 2.995)","(5.0, 6.0, 5.91)","(71.0, 350.0, 161.0)","(14.0, 14.0, 13.592592592592592)"
10-01-2023 14:32:53.298969,"(2.3, 2.44, 2.4127272727272726)","(1.95, 3.05, 3.013333333333333)","(5.0, 6.0, 5.91)","(71.0, 350.0, 161.0)","(14.0, 14.0, 14.147058823529411)"
10-01-2023 14:32:54.335999,"(2.3, 2.4, 2.395)","(1.95, 3.05, 3.032258064516129)","(5.0, 6.0, 5.6625)","(71.0, 350.0, 161.0)","(14.0, 14.5, 14.05)"
10-01-2023 14:32:55.252913,"(2.3, 2.4, 2.396)","(2.0, 3.1, 3.0052631578947366)","(4.6, 6.0, 5.6625)","(71.0, 350.0, 161.0)","(14.0, 14.5, 15.2)"
10-01-2023 14:32:56.088323,"(2.3, 2.4, 2.395)","(2.0, 3.1, 3.026666666666667)","(4.6, 5.8, 5.68)","(71.0, 350.0, 161.0)","(14.0, 15.5, 15.2)"
10-01-2023 14:32:56.962948,"(2.3, 2.4, 2.395)","(2.0, 3.1, 3.088888888888889)","(4.6, 5.8, 5.546153846153846)","(71.0, 350.0, 161.0)","(14.0, 15.5, 14.642857142857142)"
10-01-2023 14:32:57.829904,"(2.3, 2.4, 2.395)","(2.0, 3.1, 3.0965517241379312)","(4.6, 5.8, 5.535294117647059)","(71.0, 350.0, 161.0)","(14.0, 15.5, 14.794117647058824)"
10-01-2023 14:32:58.860348,"(2.3, 2.4, 2.395)","(2.0, 3.1, 3.0965517241379312)","(4.6, 5.8, 5.535294117647059)","(71.0, 350.0, 161.0)","(14.0, 15.5, 14.794117647058824)"
10-01-2023 14:32:59.855203,"(2.3, 2.44, 2.4141176470588235)","(2.0, 3.1, 3.0965517241379312)","(4.6, 5.6, 5.276923076923077)","(71.0, 350.0, 161.0)","(14.0, 15.5, 14.75)"
10-01-2023 14:33:00.817241,"(2.3, 2.44, 2.4141176470588235)","(2.0, 3.1, 3.0999999999999996)","(4.6, 5.6, 5.328571428571428)","(71.0, 350.0, 161.0)","(14.0, 15.5, 14.794117647058824)"
10-01-2023 14:33:01.672115,"(2.3, 2.44, 2.4237037037037035)","(2.0, 3.2, 3.1750000000000003)","(4.6, 5.5, 5.281818181818182)","(71.0, 350.0, 170.0)","(14.0, 15.5, 14.25)"
10-01-2023 14:33:02.640707,"(2.3, 2.42, 2.4144444444444444)","(2.0, 3.2, 3.176923076923077)","(4.6, 5.5, 5.281818181818182)","(71.0, 350.0, 170.0)","(14.0, 15.5, 13.65)"
10-01-2023 14:33:03.581217,"(2.3, 2.42, 2.4144444444444444)","(2.0, 3.2, 3.18)","(4.6, 5.4, 5.32)","(71.0, 350.0, 178.57142857142858)","(14.0, 15.0, 13.588235294117647)"
10-01-2023 14:33:04.484327,"(2.3, 2.42, 2.4144444444444444)","(2.0, 3.3, 3.1687499999999997)","(4.6, 5.3, 5.063157894736842)","(71.0, 350.0, 178.57142857142858)","(14.0, 15.0, 13.588235294117647)"
10-01-2023 14:33:05.521409,"(2.3, 2.42, 2.4144444444444444)","(2.0, 3.3, 3.2155555555555555)","(4.6, 5.3, 5.05)","(71.0, 350.0, 178.57142857142858)","(14.0, 15.0, 13.588235294117647)"
10-01-2023 14:33:06.451595,"(2.3, 2.42, 2.4144444444444444)","(2.0, 3.3, 3.2155555555555555)","(4.6, 5.2, 5.057142857142857)","(71.0, 350.0, 178.57142857142858)","(14.0, 15.0, 13.588235294117647)"
10-01-2023 14:33:07.307617,"(2.3, 2.42, 2.4123076923076923)","(2.0, 3.3, 3.22)","(4.6, 5.2, 5.057142857142857)","(71.0, 350.0, 187.14285714285714)","(14.0, 15.0, 13.545454545454545)"
10-01-2023 14:33:08.298191,"(2.3, 2.44, 2.4168421052631577)","(2.0, 3.3, 3.2533333333333334)","(4.6, 5.1, 4.947058823529412)","(71.0, 350.0, 178.57142857142858)","(14.0, 15.0, 13.545454545454545)"
10-01-2023 14:33:09.360789,"(2.3, 2.44, 2.4208695652173913)","(2.0, 3.3, 3.2646153846153845)","(4.6, 5.1, 5.047826086956522)","(71.0, 350.0, 178.57142857142858)","(14.0, 15.0, 13.476190476190476)"
10-01-2023 14:33:10.547861,"(2.3, 2.44, 2.4208695652173913)","(2.0, 3.3, 3.27)","(4.6, 5.0, 5.097029702970297)","(71.0, 350.0, 178.57142857142858)","(14.0, 15.0, 13.642857142857142)"
10-01-2023 14:33:11.725362,"(2.3, 2.42, 2.397777777777778)","(2.05, 3.35, 3.3)","(4.6, 5.2, 5.208333333333334)","(71.0, 350.0, 178.57142857142858)","(13.0, 14.5, 13.3125)"
10-01-2023 14:33:12.578472,"(2.3, 2.4, 2.397272727272727)","(2.05, 3.35, 3.275)","(4.6, 5.3, 5.208333333333334)","(71.0, 350.0, 178.57142857142858)","(13.0, 13.5, 13.3125)"
10-01-2023 14:33:13.594229,"(2.3, 2.4, 2.3899999999999997)","(2.05, 3.3, 3.281578947368421)","(4.6, 5.2, 5.177777777777778)","(71.0, 350.0, 170.0)","(13.0, 14.0, 13.535714285714286)"
10-01-2023 14:33:14.618747,"(2.3, 2.4, 2.3899999999999997)","(2.05, 3.3, 3.2865384615384614)","(4.6, 5.2, 5.15)","(71.0, 350.0, 170.0)","(13.0, 14.0, 13.518518518518519)"
10-01-2023 14:33:15.463870,"(2.3, 2.4, 2.3899999999999997)","(2.05, 3.3, 3.2935185185185185)","(4.6, 5.2, 5.15)","(71.0, 350.0, 170.0)","(13.0, 14.0, 13.518518518518519)"
10-01-2023 14:33:16.406856,"(2.3, 2.4, 2.3899999999999997)","(2.05, 3.3, 3.2935185185185185)","(4.6, 5.2, 5.15)","(71.0, 350.0, 170.0)","(13.0, 14.0, 13.518518518518519)"
10-01-2023 14:33:17.439921,"(2.3, 2.4, 2.3899999999999997)","(2.05, 3.3, 3.2935185185185185)","(4.6, 5.2, 5.15)","(71.0, 350.0, 170.0)","(13.0, 14.0, 13.520833333333334)"
10-01-2023 14:33:18.350671,"(2.3, 2.4, 2.3899999999999997)","(2.05, 3.3, 3.2935185185185185)","(4.6, 5.2, 5.15)","(71.0, 350.0, 170.0)","(13.0, 14.0, 13.520833333333334)"
10-01-2023 14:33:19.222068,"(2.3, 2.4, 2.3899999999999997)","(2.05, 3.3, 3.2935185185185185)","(4.6, 5.2, 5.15)","(71.0, 350.0, 170.0)","(13.0, 14.0, 13.520833333333334)"
10-01-2023 14:33:20.254714,"(2.3, 2.4, 2.3905263157894736)","(2.05, 3.3, 3.2935185185185185)","(4.6, 5.2, 5.15)","(71.0, 350.0, 170.0)","(13.0, 14.0, 13.520833333333334)"
10-01-2023 14:33:21.291013,"(2.3, 2.4, 2.3636363636363633)","(2.05, 3.35, 3.345918367346939)","(4.6, 5.2, 5.158333333333333)","(71.0, 350.0, 161.0)","(13.0, 14.0, 13.516129032258064)"
10-01-2023 14:33:22.114179,"(2.3, 2.38, 2.348235294117647)","(2.05, 3.4, 3.353846153846154)","(4.6, 5.2, 5.158333333333333)","(71.0, 350.0, 161.0)","(13.0, 14.0, 13.516129032258064)"
10-01-2023 14:33:23.101857,"(2.3, 2.38, 2.348235294117647)","(2.05, 3.4, 3.3823529411764706)","(4.6, 5.2, 5.158333333333333)","(71.0, 350.0, 170.0)","(13.0, 14.0, 13.518518518518519)"
10-01-2023 14:33:24.135482,"(2.2, 2.38, 2.348235294117647)","(2.2, 3.4, 3.388888888888889)","(4.6, 5.2, 5.158333333333333)","(71.0, 350.0, 170.0)","(13.0, 14.0, 13.518518518518519)"
10-01-2023 14:33:25.137078,"(2.2, 2.38, 2.348235294117647)","(2.2, 3.45, 3.372)","(4.6, 5.2, 5.158333333333333)","(71.0, 350.0, 170.0)","(13.0, 14.0, 13.518518518518519)"
10-01-2023 14:33:26.005015,"(2.2, 2.38, 2.348235294117647)","(2.2, 3.45, 3.3796875)","(4.6, 5.2, 5.158333333333333)","(71.0, 350.0, 170.0)","(13.0, 14.0, 13.518518518518519)"
10-01-2023 14:33:26.922483,"(2.2, 2.38, 2.348235294117647)","(2.2, 3.45, 3.3796875)","(4.6, 5.2, 5.158333333333333)","(71.0, 350.0, 170.0)","(13.0, 14.0, 13.518518518518519)"
10-01-2023 14:33:27.868915,"(2.2, 2.36, 2.3445714285714283)","(2.2, 3.45, 3.3973684210526316)","(4.6, 5.2, 5.158333333333333)","(71.0, 350.0, 170.0)","(13.0, 14.0, 13.518518518518519)"
10-01-2023 14:33:28.775041,"(2.2, 2.36, 2.3375)","(2.2, 3.45, 3.4134615384615388)","(4.6, 5.2, 5.158333333333333)","(71.0, 350.0, 170.0)","(13.0, 14.0, 13.518518518518519)"
10-01-2023 14:33:29.704463,"(2.2, 2.34, 2.325454545454545)","(2.2, 3.45, 3.4343137254901963)","(4.6, 5.2, 5.158333333333333)","(71.0, 350.0, 170.0)","(13.0, 14.0, 13.518518518518519)"
10-01-2023 14:33:30.530823,"(2.2, 2.34, 2.325454545454545)","(2.2, 3.45, 3.4343137254901963)","(4.6, 5.2, 5.158333333333333)","(71.0, 350.0, 170.0)","(13.0, 14.0, 13.518518518518519)"
10-01-2023 14:33:31.471542,"(2.2, 2.34, 2.325454545454545)","(2.2, 3.45, 3.4343137254901963)","(4.6, 5.2, 5.158333333333333)","(71.0, 350.0, 170.0)","(13.0, 14.0, 13.518518518518519)"
10-01-2023 14:33:32.508559,"(2.2, 2.34, 2.325454545454545)","(2.2, 3.45, 3.4368852459016397)","(4.6, 5.2, 5.158333333333333)","(71.0, 350.0, 170.0)","(13.0, 14.0, 13.518518518518519)"
10-01-2023 14:33:33.372618,"(2.2, 2.34, 2.325454545454545)","(2.2, 3.45, 3.4368852459016397)","(4.6, 5.2, 5.158333333333333)","(71.0, 350.0, 170.0)","(13.0, 14.0, 13.518518518518519)"
10-01-2023 14:33:34.305694,"(2.2, 2.34, 2.325454545454545)","(2.2, 3.45, 3.4368852459016397)","(4.6, 5.2, 5.158333333333333)","(71.0, 350.0, 170.0)","(13.0, 14.0, 13.518518518518519)"
10-01-2023 14:33:35.348540,"(2.2, 2.34, 2.324)","(2.2, 3.5, 3.4604166666666667)","(4.6, 5.2, 5.158333333333333)","(71.0, 350.0, 170.0)","(13.0, 14.0, 13.518518518518519)"
10-01-2023 14:33:36.215034,"(2.2, 2.34, 2.3074999999999997)","(2.2, 3.5, 3.432142857142857)","(4.6, 5.2, 5.158333333333333)","(71.0, 350.0, 170.0)","(13.0, 14.0, 13.526315789473685)"
10-01-2023 14:33:37.139559,"(2.2, 2.34, 2.3074999999999997)","(2.2, 3.5, 3.4441176470588233)","(4.6, 5.2, 5.158333333333333)","(71.0, 350.0, 170.0)","(13.0, 14.0, 13.526315789473685)"
10-01-2023 14:33:38.148538,"(2.2, 2.34, 2.3074999999999997)","(2.2, 3.5, 3.4568181818181816)","(4.6, 5.2, 5.158333333333333)","(71.0, 350.0, 152.0)","(13.0, 14.0, 13.526315789473685)"
10-01-2023 14:33:39.179657,"(2.2, 2.34, 2.3074999999999997)","(2.2, 3.5, 3.464814814814815)","(4.6, 5.2, 5.158333333333333)","(71.0, 350.0, 152.0)","(13.0, 14.0, 13.518518518518519)"
10-01-2023 14:33:40.000763,"(2.2, 2.34, 2.3074999999999997)","(2.2, 3.5, 3.464814814814815)","(4.6, 5.2, 5.158333333333333)","(71.0, 350.0, 152.0)","(13.0, 14.0, 13.518518518518519)"
10-01-2023 14:33:40.896307,"(2.2, 2.34, 2.3074999999999997)","(2.2, 3.5, 3.464814814814815)","(4.6, 5.2, 5.158333333333333)","(71.0, 350.0, 143.0)","(13.0, 14.0, 13.518518518518519)"
10-01-2023 14:33:41.885678,"(2.2, 2.34, 2.283)","(2.2, 3.55, 3.525)","(4.6, 5.2, 5.147368421052631)","(71.0, 350.0, 219.09090909090907)","(13.0, 14.0, 13.212121212121213)"
10-01-2023 14:33:42.826364,"(2.2, 2.3, 2.287142857142857)","(2.2, 3.6, 3.5033333333333334)","(4.6, 5.2, 5.16875)","(71.0, 350.0, 152.85714285714286)","(13.0, 14.0, 13.212121212121213)"
10-01-2023 14:33:43.757308,"(2.2, 2.3, 2.2421428571428574)","(2.2, 3.65, 3.5807692307692305)","(4.6, 5.2, 5.16875)","(71.0, 350.0, 152.85714285714286)","(13.0, 14.0, 13.212121212121213)"
10-01-2023 14:33:44.651577,"(2.2, 2.28, 2.25)","(2.2, 3.65, 3.619047619047619)","(4.6, 5.2, 5.16875)","(71.0, 350.0, 152.85714285714286)","(13.0, 14.0, 13.212121212121213)"
10-01-2023 14:33:45.491837,"(2.2, 2.26, 2.2474285714285713)","(2.3, 3.75, 3.674137931034483)","(4.6, 5.2, 5.162857142857143)","(71.0, 350.0, 219.09090909090907)","(12.0, 14.0, 13.2)"
10-01-2023 14:33:46.567329,"(2.2, 2.26, 2.2331764705882353)","(2.3, 3.75, 3.6777777777777776)","(4.6, 5.2, 5.070967741935484)","(71.0, 350.0, 301.53846153846155)","(12.0, 15.0, 14.333333333333334)"
10-01-2023 14:33:47.594691,"(2.2, 2.24, 2.2354716981132077)","(2.3, 3.75, 3.6735294117647057)","(4.6, 5.2, 5.078571428571428)","(71.0, 350.0, 250.0)","(12.0, 15.0, 14.076923076923077)"
