,Kraken Freckles,Diva Dot,Shanias Dream,Vortex,Kraken Attila,Slingshot Bruno,Stylish Ken,Husky Freckle
08-12-2022 12:36:16.089599,"(2.5, 3.8, 3.5)","(26.0, 65.0, 33.5)","(21.0, 50.0, 46.375)","(26.0, 90.0, 58.0)","(4.4, 6.0, 5.640000000000001)","(4.0, 8.4, 7.300000000000001)","(3.5, 5.5, 4.0375)","(26.0, 290.0, 83.6)"
08-12-2022 12:36:17.531530,"(2.5, 3.8, 3.4899999999999998)","(26.0, 65.0, 33.5)","(21.0, 50.0, 46.375)","(26.0, 90.0, 58.0)","(4.4, 6.0, 4.927272727272727)","(4.0, 8.4, 7.300000000000001)","(3.5, 5.5, 4.0375)","(26.0, 290.0, 60.66666666666667)"
08-12-2022 12:36:18.992710,"(2.5, 3.8, 3.4899999999999998)","(26.0, 65.0, 33.5)","(21.0, 50.0, 46.375)","(26.0, 90.0, 58.0)","(4.4, 6.6, 4.433333333333334)","(4.0, 8.4, 7.300000000000001)","(3.5, 5.5, 4.0375)","(26.0, 290.0, 83.6)"
08-12-2022 12:36:20.376563,"(2.5, 3.8, 3.4899999999999998)","(26.0, 65.0, 33.5)","(21.0, 50.0, 46.375)","(26.0, 90.0, 58.0)","(4.4, 6.6, 4.613888888888889)","(4.0, 8.4, 7.300000000000001)","(3.5, 5.5, 5.109999999999999)","(26.0, 290.0, 66.0)"
08-12-2022 12:36:21.844787,"(2.5, 3.8, 2.824)","(26.0, 65.0, 33.5)","(21.0, 50.0, 46.375)","(26.0, 90.0, 58.0)","(4.4, 6.6, 4.185714285714286)","(4.0, 8.4, 7.300000000000001)","(3.5, 5.5, 4.0375)","(26.0, 290.0, 66.0)"
08-12-2022 12:36:23.278665,"(2.5, 3.8, 2.824)","(26.0, 65.0, 33.5)","(21.0, 50.0, 45.85714285714286)","(26.0, 90.0, 58.0)","(4.4, 6.6, 5.0)","(4.0, 8.4, 7.300000000000001)","(3.5, 5.5, 4.0375)","(26.0, 290.0, 66.0)"
08-12-2022 12:36:24.755385,"(2.5, 3.8, 3.556)","(26.0, 65.0, 33.5)","(21.0, 50.0, 45.85714285714286)","(26.0, 90.0, 58.0)","(4.4, 6.6, 5.0)","(4.0, 8.4, 7.800000000000001)","(3.5, 5.5, 5.109999999999999)","(26.0, 290.0, 66.0)"
08-12-2022 12:36:26.144637,"(2.5, 3.8, 3.556)","(26.0, 65.0, 33.5)","(21.0, 50.0, 45.85714285714286)","(26.0, 90.0, 58.0)","(4.4, 6.6, 5.0)","(4.2, 8.4, 6.075)","(3.5, 5.5, 4.0375)","(26.0, 290.0, 66.0)"
08-12-2022 12:36:27.500339,"(2.5, 3.85, 2.834)","(26.0, 65.0, 33.5)","(21.0, 50.0, 45.85714285714286)","(26.0, 90.0, 58.0)","(4.4, 6.6, 5.0)","(4.2, 8.4, 6.075)","(3.5, 5.5, 4.0375)","(26.0, 290.0, 66.0)"
08-12-2022 12:36:28.891254,"(2.5, 3.85, 2.834)","(26.0, 65.0, 33.5)","(21.0, 50.0, 45.85714285714286)","(26.0, 90.0, 58.0)","(4.4, 6.6, 5.0)","(4.2, 8.4, 7.366666666666667)","(3.5, 5.5, 4.0375)","(26.0, 290.0, 66.0)"
08-12-2022 12:36:30.285929,"(2.5, 3.85, 3.2136)","(26.0, 65.0, 33.5)","(21.0, 50.0, 45.85714285714286)","(26.0, 90.0, 58.0)","(4.4, 6.6, 5.0)","(4.2, 8.4, 7.366666666666667)","(3.5, 5.5, 5.109999999999999)","(26.0, 290.0, 66.0)"
08-12-2022 12:36:31.612484,"(2.5, 3.9, 3.088)","(26.0, 65.0, 33.5)","(21.0, 50.0, 36.81818181818181)","(26.0, 90.0, 58.0)","(4.4, 6.6, 5.0)","(4.2, 8.4, 7.910526315789474)","(3.5, 5.5, 4.0375)","(26.0, 290.0, 66.0)"
08-12-2022 12:36:33.042393,"(2.5, 3.85, 3.088)","(26.0, 65.0, 33.5)","(21.0, 50.0, 39.54545454545455)","(26.0, 90.0, 58.0)","(4.4, 6.6, 5.0)","(4.2, 8.4, 7.910526315789474)","(3.5, 5.5, 4.0375)","(26.0, 290.0, 66.0)"
08-12-2022 12:36:34.467707,"(2.5, 3.8, 3.706153846153846)","(26.0, 65.0, 33.5)","(21.0, 55.0, 45.85714285714286)","(26.0, 90.0, 58.0)","(4.4, 6.6, 5.0)","(4.2, 8.4, 7.910526315789474)","(3.5, 5.5, 5.109999999999999)","(26.0, 290.0, 66.0)"
08-12-2022 12:36:35.946136,"(2.5, 3.8, 3.706153846153846)","(26.0, 65.0, 33.5)","(21.0, 50.0, 45.85714285714286)","(26.0, 90.0, 58.0)","(4.4, 6.6, 5.0)","(4.2, 8.4, 7.910526315789474)","(3.5, 5.5, 5.109999999999999)","(26.0, 290.0, 66.0)"
08-12-2022 12:36:37.571457,"(2.5, 3.85, 3.7345454545454544)","(26.0, 65.0, 33.5)","(21.0, 50.0, 45.85714285714286)","(26.0, 90.0, 58.0)","(4.4, 6.6, 5.0)","(4.2, 8.4, 6.15)","(3.5, 5.5, 4.0375)","(26.0, 290.0, 66.0)"
08-12-2022 12:36:39.187572,"(2.5, 3.85, 3.285555555555556)","(26.0, 65.0, 37.0)","(21.0, 50.0, 47.769230769230774)","(26.0, 90.0, 58.0)","(4.4, 6.6, 4.930434782608696)","(4.2, 8.4, 6.15)","(3.5, 5.5, 4.482608695652174)","(26.0, 290.0, 59.0)"
08-12-2022 12:36:40.717557,"(2.5, 3.85, 3.0780392156862746)","(26.0, 65.0, 37.0)","(21.0, 50.0, 47.769230769230774)","(26.0, 90.0, 58.0)","(4.4, 6.6, 5.105882352941177)","(4.2, 8.4, 8.233333333333334)","(3.5, 5.5, 4.482608695652174)","(26.0, 290.0, 59.0)"
08-12-2022 12:36:42.443428,"(2.5, 3.85, 3.194516129032258)","(26.0, 65.0, 37.0)","(21.0, 50.0, 47.769230769230774)","(26.0, 90.0, 51.875)","(4.4, 6.4, 5.133333333333334)","(4.2, 8.4, 6.3)","(3.5, 5.5, 4.482608695652174)","(26.0, 290.0, 59.0)"
08-12-2022 12:36:43.945709,"(2.5, 3.85, 3.676875)","(26.0, 65.0, 37.0)","(21.0, 50.0, 44.2)","(26.0, 90.0, 53.75)","(4.4, 6.2, 5.171428571428572)","(4.2, 8.4, 6.45)","(3.5, 5.5, 4.482608695652174)","(26.0, 290.0, 59.0)"
08-12-2022 12:36:45.473976,"(2.5, 3.75, 3.676875)","(26.0, 65.0, 37.0)","(21.0, 50.0, 44.2)","(26.0, 90.0, 63.63636363636363)","(4.4, 6.2, 6.114285714285715)","(4.2, 8.4, 6.45)","(3.5, 5.5, 5.3375)","(26.0, 290.0, 59.0)"
08-12-2022 12:36:46.931199,"(2.5, 3.75, 3.676875)","(26.0, 65.0, 37.0)","(21.0, 50.0, 44.2)","(26.0, 90.0, 63.63636363636363)","(4.4, 6.4, 5.105882352941177)","(4.2, 8.4, 6.45)","(3.5, 5.5, 4.482608695652174)","(26.0, 290.0, 59.0)"
08-12-2022 12:36:48.418720,"(2.5, 3.75, 3.676875)","(26.0, 65.0, 37.0)","(21.0, 50.0, 44.2)","(26.0, 90.0, 63.63636363636363)","(4.4, 6.4, 5.105882352941177)","(4.2, 8.4, 7.823076923076924)","(3.5, 5.5, 4.482608695652174)","(26.0, 290.0, 59.0)"
08-12-2022 12:36:49.967848,"(2.5, 3.75, 3.676875)","(26.0, 65.0, 37.0)","(21.0, 50.0, 44.2)","(26.0, 90.0, 63.63636363636363)","(4.4, 6.4, 6.0200000000000005)","(4.2, 8.4, 6.6)","(3.5, 5.5, 5.3375)","(26.0, 290.0, 59.0)"
08-12-2022 12:36:51.520187,"(2.5, 3.75, 3.676875)","(26.0, 65.0, 37.0)","(21.0, 50.0, 44.2)","(26.0, 90.0, 63.63636363636363)","(4.4, 6.4, 5.235294117647059)","(4.2, 8.4, 6.6)","(3.5, 5.5, 4.482608695652174)","(26.0, 290.0, 59.0)"
08-12-2022 12:36:53.092455,"(2.5, 3.75, 3.6952380952380954)","(26.0, 65.0, 37.0)","(21.0, 50.0, 44.2)","(26.0, 90.0, 63.63636363636363)","(4.4, 6.4, 5.338461538461538)","(4.2, 8.4, 6.6)","(3.5, 5.5, 4.482608695652174)","(26.0, 290.0, 59.0)"
08-12-2022 12:36:54.633202,"(2.5, 3.75, 3.6952380952380954)","(26.0, 65.0, 37.0)","(21.0, 50.0, 44.2)","(26.0, 90.0, 63.63636363636363)","(4.4, 6.2, 5.338461538461538)","(4.2, 8.4, 6.6)","(3.5, 5.5, 5.3375)","(26.0, 290.0, 59.0)"
08-12-2022 12:36:56.140040,"(2.5, 3.75, 3.7140625)","(26.0, 65.0, 37.0)","(21.0, 50.0, 46.77777777777778)","(26.0, 90.0, 63.63636363636363)","(4.4, 6.2, 5.338461538461538)","(4.2, 8.4, 8.011764705882353)","(3.5, 5.5, 5.3375)","(26.0, 290.0, 59.0)"
08-12-2022 12:36:57.625832,"(2.5, 3.75, 3.60625)","(26.0, 65.0, 37.0)","(21.0, 50.0, 46.77777777777778)","(26.0, 90.0, 90.80000000000001)","(4.4, 6.2, 4.9230769230769225)","(4.2, 8.4, 7.909090909090909)","(3.5, 5.5, 4.026666666666666)","(26.0, 290.0, 74.0)"
08-12-2022 12:36:59.080390,"(2.5, 3.75, 3.60875)","(26.0, 65.0, 37.0)","(21.0, 50.0, 46.77777777777778)","(26.0, 130.0, 90.80000000000001)","(4.4, 6.0, 5.2)","(4.2, 8.4, 7.909090909090909)","(3.5, 5.5, 4.621052631578948)","(26.0, 290.0, 74.0)"
08-12-2022 12:37:00.543245,"(2.5, 3.75, 3.60875)","(26.0, 65.0, 37.0)","(21.0, 50.0, 46.77777777777778)","(26.0, 130.0, 90.80000000000001)","(4.4, 5.9, 4.99)","(4.2, 8.4, 7.909090909090909)","(3.5, 5.4, 4.303703703703704)","(26.0, 290.0, 74.0)"
08-12-2022 12:37:02.057700,"(2.5, 3.75, 3.60875)","(26.0, 65.0, 38.75)","(21.0, 50.0, 46.77777777777778)","(26.0, 130.0, 90.80000000000001)","(4.4, 5.9, 4.99)","(4.2, 8.4, 7.909090909090909)","(3.5, 5.4, 4.303703703703704)","(26.0, 290.0, 74.0)"
08-12-2022 12:37:03.874880,"(2.5, 3.75, 3.60875)","(26.0, 65.0, 37.0)","(21.0, 50.0, 46.77777777777778)","(26.0, 130.0, 90.80000000000001)","(4.4, 5.9, 4.913043478260869)","(4.2, 8.4, 8.0625)","(3.5, 5.4, 4.303703703703704)","(26.0, 290.0, 74.0)"
08-12-2022 12:37:05.322990,"(2.5, 3.75, 3.60875)","(26.0, 65.0, 37.0)","(21.0, 50.0, 46.77777777777778)","(26.0, 130.0, 90.80000000000001)","(4.4, 5.8, 5.153846153846153)","(4.2, 8.4, 8.0625)","(3.5, 5.4, 4.303703703703704)","(26.0, 290.0, 74.0)"
08-12-2022 12:37:06.867619,"(2.5, 3.75, 3.60875)","(26.0, 65.0, 51.0)","(21.0, 50.0, 46.77777777777778)","(26.0, 130.0, 90.80000000000001)","(4.4, 5.8, 5.153846153846153)","(4.2, 8.4, 8.0625)","(3.5, 5.4, 4.3374999999999995)","(26.0, 290.0, 74.0)"
08-12-2022 12:37:08.517118,"(2.5, 3.75, 3.60875)","(26.0, 65.0, 79.36363636363637)","(21.0, 50.0, 48.0)","(26.0, 130.0, 90.80000000000001)","(4.4, 5.8, 6.142857142857143)","(4.2, 8.4, 8.0625)","(3.5, 5.3, 5.035)","(26.0, 290.0, 74.0)"
08-12-2022 12:37:10.013492,"(2.5, 3.75, 3.60875)","(26.0, 85.0, 80.08333333333334)","(21.0, 50.0, 48.3125)","(26.0, 130.0, 90.80000000000001)","(4.4, 6.4, 6.171428571428572)","(4.2, 8.4, 8.0625)","(3.5, 5.2, 5.00625)","(26.0, 290.0, 184.8)"
08-12-2022 12:37:11.471179,"(2.5, 3.75, 3.60875)","(26.0, 85.0, 81.72222222222223)","(21.0, 50.0, 44.8)","(26.0, 130.0, 90.80000000000001)","(4.4, 6.4, 5.8125)","(4.2, 8.4, 8.192307692307693)","(3.5, 5.2, 4.955555555555556)","(26.0, 290.0, 184.8)"
08-12-2022 12:37:12.954587,"(2.5, 3.75, 3.4775)","(26.0, 85.0, 81.72222222222223)","(21.0, 50.0, 44.8)","(26.0, 130.0, 90.80000000000001)","(4.4, 6.6, 6.254545454545455)","(4.2, 8.4, 8.03076923076923)","(3.5, 6.0, 5.6045454545454545)","(26.0, 290.0, 184.8)"
08-12-2022 12:37:14.512962,"(2.5, 3.75, 2.8835897435897437)","(26.0, 85.0, 81.89473684210526)","(21.0, 50.0, 46.625)","(26.0, 130.0, 100.60000000000001)","(4.4, 6.4, 5.610526315789474)","(4.2, 8.4, 8.1)","(3.5, 5.8, 5.6045454545454545)","(26.0, 290.0, 159.0)"
08-12-2022 12:37:15.889714,"(2.5, 3.75, 2.8835897435897437)","(26.0, 85.0, 77.875)","(21.0, 50.0, 46.625)","(26.0, 130.0, 76.28571428571428)","(4.4, 6.4, 5.431818181818182)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.8, 4.446296296296296)","(26.0, 290.0, 133.4)"
08-12-2022 12:37:17.275774,"(2.5, 3.75, 2.8835897435897437)","(26.0, 85.0, 81.64705882352942)","(21.0, 50.0, 46.625)","(26.0, 130.0, 76.28571428571428)","(4.4, 6.2, 5.431818181818182)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.8, 5.422727272727272)","(26.0, 290.0, 133.4)"
08-12-2022 12:37:18.762426,"(2.5, 3.75, 3.0233333333333334)","(26.0, 85.0, 81.64705882352942)","(21.0, 50.0, 46.625)","(26.0, 130.0, 76.28571428571428)","(4.4, 6.2, 5.205882352941177)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.6, 5.422727272727272)","(26.0, 290.0, 133.4)"
08-12-2022 12:37:20.255599,"(2.5, 3.75, 3.0233333333333334)","(26.0, 85.0, 81.64705882352942)","(21.0, 50.0, 46.625)","(26.0, 130.0, 129.0)","(4.4, 6.2, 5.25)","(4.2, 8.4, 8.088888888888889)","(3.5, 5.6, 5.3687499999999995)","(26.0, 290.0, 96.5)"
08-12-2022 12:37:21.666408,"(2.5, 3.75, 3.0233333333333334)","(26.0, 85.0, 80.0)","(21.0, 50.0, 46.625)","(26.0, 160.0, 110.4)","(4.4, 6.0, 5.25)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.6, 5.415)","(26.0, 290.0, 96.5)"
08-12-2022 12:37:23.065004,"(2.5, 3.75, 3.0233333333333334)","(26.0, 85.0, 81.07142857142857)","(21.0, 50.0, 46.625)","(26.0, 160.0, 110.4)","(4.4, 6.0, 5.454545454545454)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.6, 5.415)","(26.0, 290.0, 96.5)"
08-12-2022 12:37:24.407420,"(2.5, 3.75, 3.0233333333333334)","(26.0, 85.0, 81.07142857142857)","(21.0, 50.0, 46.625)","(26.0, 160.0, 110.4)","(4.4, 6.0, 5.45)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.6, 5.415)","(26.0, 290.0, 96.5)"
08-12-2022 12:37:25.783333,"(2.5, 3.75, 3.0217391304347827)","(26.0, 85.0, 81.07142857142857)","(21.0, 50.0, 46.625)","(26.0, 160.0, 110.4)","(4.4, 6.0, 5.45)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.6, 5.1625)","(26.0, 290.0, 136.4)"
08-12-2022 12:37:27.062920,"(2.5, 3.7, 3.0217391304347827)","(26.0, 85.0, 81.07142857142857)","(21.0, 50.0, 46.625)","(26.0, 160.0, 110.4)","(4.4, 6.0, 5.45)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.6, 5.1625)","(26.0, 290.0, 136.4)"
08-12-2022 12:37:28.363853,"(2.5, 3.65, 3.569166666666667)","(26.0, 85.0, 81.07142857142857)","(21.0, 50.0, 46.625)","(26.0, 160.0, 110.4)","(4.4, 6.0, 5.45)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.6, 5.1625)","(26.0, 290.0, 136.4)"
08-12-2022 12:37:29.680956,"(2.5, 3.65, 3.53125)","(26.0, 85.0, 81.07142857142857)","(21.0, 50.0, 46.625)","(26.0, 160.0, 110.4)","(4.4, 6.0, 5.454545454545454)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.6, 5.405555555555555)","(26.0, 290.0, 136.4)"
08-12-2022 12:37:31.111339,"(2.5, 3.65, 3.53125)","(26.0, 85.0, 80.0)","(21.0, 50.0, 46.625)","(26.0, 160.0, 110.4)","(4.4, 6.0, 5.45)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.6, 4.2)","(26.0, 290.0, 98.0)"
08-12-2022 12:37:32.586173,"(2.5, 3.65, 3.53125)","(26.0, 85.0, 80.0)","(21.0, 50.0, 46.625)","(26.0, 160.0, 110.4)","(4.4, 6.0, 5.45)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.6, 4.2)","(26.0, 290.0, 98.0)"
08-12-2022 12:37:34.034258,"(2.5, 3.65, 2.955769230769231)","(26.0, 85.0, 80.0)","(21.0, 50.0, 46.625)","(26.0, 160.0, 110.4)","(4.4, 6.0, 5.454545454545454)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.6, 4.314285714285714)","(26.0, 290.0, 98.0)"
08-12-2022 12:37:35.406373,"(2.5, 3.6, 2.890909090909091)","(26.0, 85.0, 80.0)","(21.0, 50.0, 46.625)","(26.0, 160.0, 110.4)","(4.4, 6.0, 5.454545454545454)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.6, 4.314285714285714)","(26.0, 290.0, 98.0)"
08-12-2022 12:37:36.761379,"(2.5, 3.6, 2.890909090909091)","(26.0, 85.0, 80.0)","(21.0, 50.0, 46.625)","(26.0, 160.0, 110.4)","(4.4, 6.0, 5.45)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.6, 4.433333333333334)","(26.0, 290.0, 98.0)"
08-12-2022 12:37:38.249518,"(2.5, 3.6, 2.890909090909091)","(26.0, 85.0, 80.0)","(21.0, 50.0, 46.625)","(26.0, 160.0, 110.4)","(4.4, 6.0, 5.454545454545454)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.6, 4.314285714285714)","(26.0, 290.0, 98.0)"
08-12-2022 12:37:39.592206,"(2.5, 3.6, 3.031578947368421)","(26.0, 85.0, 80.0)","(21.0, 50.0, 46.625)","(26.0, 160.0, 110.4)","(4.4, 6.0, 5.45)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.6, 4.433333333333334)","(26.0, 290.0, 98.0)"
08-12-2022 12:37:40.977874,"(2.5, 3.55, 2.8803030303030304)","(26.0, 85.0, 80.0)","(21.0, 50.0, 46.625)","(26.0, 160.0, 110.4)","(4.4, 6.0, 5.45)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.6, 4.446153846153846)","(26.0, 290.0, 98.0)"
08-12-2022 12:37:42.466410,"(2.5, 3.55, 2.8803030303030304)","(26.0, 85.0, 80.0)","(21.0, 50.0, 46.625)","(26.0, 160.0, 110.4)","(4.4, 6.0, 5.45)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.4, 5.058333333333334)","(26.0, 290.0, 151.45454545454544)"
08-12-2022 12:37:44.027422,"(2.5, 3.55, 3.013157894736842)","(26.0, 85.0, 80.0)","(21.0, 50.0, 46.625)","(26.0, 160.0, 110.4)","(4.4, 6.0, 5.454545454545454)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.3, 4.05)","(26.0, 290.0, 172.76923076923077)"
08-12-2022 12:37:45.463007,"(2.5, 3.55, 3.013157894736842)","(26.0, 85.0, 80.0)","(21.0, 50.0, 46.625)","(26.0, 160.0, 110.4)","(4.4, 6.0, 5.454545454545454)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.3, 4.128846153846154)","(26.0, 290.0, 172.76923076923077)"
08-12-2022 12:37:46.912925,"(2.5, 3.55, 3.013157894736842)","(26.0, 85.0, 80.0)","(21.0, 50.0, 46.625)","(26.0, 160.0, 110.4)","(4.4, 6.0, 5.45)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.3, 4.303125)","(26.0, 290.0, 172.76923076923077)"
08-12-2022 12:37:48.313600,"(2.5, 3.55, 3.013157894736842)","(26.0, 85.0, 80.0)","(21.0, 50.0, 46.625)","(26.0, 160.0, 110.4)","(4.4, 6.0, 5.45)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.3, 4.303125)","(26.0, 290.0, 172.76923076923077)"
08-12-2022 12:37:49.885384,"(2.5, 3.55, 3.013157894736842)","(26.0, 85.0, 80.0)","(21.0, 50.0, 46.625)","(26.0, 160.0, 110.4)","(4.4, 6.0, 5.454545454545454)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.3, 4.84)","(26.0, 290.0, 172.76923076923077)"
08-12-2022 12:37:51.275244,"(2.5, 3.55, 3.013157894736842)","(26.0, 85.0, 80.0)","(21.0, 50.0, 46.625)","(26.0, 160.0, 75.0)","(4.4, 6.0, 5.45)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.1, 4.13125)","(26.0, 290.0, 172.76923076923077)"
08-12-2022 12:37:52.690748,"(2.5, 3.55, 3.013157894736842)","(26.0, 85.0, 80.0)","(21.0, 50.0, 46.625)","(26.0, 140.0, 75.0)","(4.4, 6.0, 5.45)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.2, 4.332142857142857)","(26.0, 290.0, 172.76923076923077)"
08-12-2022 12:37:54.121699,"(2.5, 3.55, 3.013157894736842)","(26.0, 85.0, 80.0)","(21.0, 50.0, 46.625)","(26.0, 140.0, 89.14285714285714)","(4.4, 6.0, 5.454545454545454)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.2, 4.036363636363636)","(26.0, 290.0, 172.76923076923077)"
08-12-2022 12:37:55.666889,"(2.5, 3.55, 3.013157894736842)","(26.0, 85.0, 80.0)","(21.0, 50.0, 46.625)","(26.0, 160.0, 89.14285714285714)","(4.4, 6.0, 5.454545454545454)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.1, 4.036363636363636)","(26.0, 290.0, 172.76923076923077)"
08-12-2022 12:37:57.083345,"(2.5, 3.55, 3.013157894736842)","(26.0, 85.0, 80.0)","(21.0, 50.0, 46.625)","(26.0, 160.0, 89.14285714285714)","(4.4, 6.0, 5.454545454545454)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.1, 4.233333333333333)","(26.0, 290.0, 172.76923076923077)"
08-12-2022 12:37:58.549122,"(2.5, 3.55, 3.013157894736842)","(26.0, 85.0, 80.0)","(21.0, 50.0, 46.625)","(26.0, 160.0, 89.14285714285714)","(4.4, 6.0, 5.45)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.1, 4.3307692307692305)","(26.0, 290.0, 172.76923076923077)"
08-12-2022 12:38:00.002344,"(2.5, 3.55, 3.013157894736842)","(26.0, 85.0, 80.0)","(21.0, 50.0, 46.625)","(26.0, 160.0, 89.14285714285714)","(4.4, 6.0, 5.576923076923077)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.1, 4.3307692307692305)","(26.0, 290.0, 172.76923076923077)"
08-12-2022 12:38:01.466956,"(2.5, 3.55, 3.013157894736842)","(26.0, 85.0, 80.0)","(21.0, 50.0, 46.625)","(26.0, 160.0, 89.14285714285714)","(4.4, 6.0, 5.454545454545454)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.1, 4.233333333333333)","(26.0, 290.0, 172.76923076923077)"
08-12-2022 12:38:02.924945,"(2.5, 3.55, 3.013157894736842)","(26.0, 85.0, 80.0)","(21.0, 50.0, 46.625)","(26.0, 160.0, 89.14285714285714)","(4.4, 6.0, 5.45)","(4.2, 8.4, 8.152941176470588)","(3.5, 5.1, 4.3307692307692305)","(26.0, 290.0, 74.0)"
08-12-2022 12:38:04.448052,"(2.5, 3.55, 3.013157894736842)","(26.0, 85.0, 49.45454545454545)","(21.0, 50.0, 43.125)","(26.0, 160.0, 101.77777777777777)","(4.4, 6.0, 5.45)","(4.0, 8.4, 8.152941176470588)","(3.5, 5.1, 4.3307692307692305)","(26.0, 290.0, 74.0)"
08-12-2022 12:38:05.851979,"(2.5, 3.55, 3.013157894736842)","(26.0, 80.0, 70.4)","(21.0, 46.0, 43.125)","(26.0, 120.0, 101.77777777777777)","(4.4, 6.0, 5.45)","(4.0, 8.4, 8.152941176470588)","(3.5, 5.1, 4.3307692307692305)","(26.0, 290.0, 74.0)"
08-12-2022 12:38:07.271255,"(2.5, 3.55, 3.013157894736842)","(26.0, 75.0, 67.83333333333334)","(21.0, 46.0, 43.125)","(26.0, 120.0, 101.77777777777777)","(4.4, 6.0, 5.454545454545454)","(4.0, 8.4, 8.152941176470588)","(3.5, 5.1, 4.233333333333333)","(26.0, 290.0, 74.0)"
08-12-2022 12:38:08.580916,"(2.5, 3.55, 3.013157894736842)","(26.0, 75.0, 64.25)","(21.0, 46.0, 43.125)","(26.0, 120.0, 109.06666666666666)","(4.4, 6.0, 5.45)","(4.0, 8.4, 8.152941176470588)","(3.5, 5.1, 4.3307692307692305)","(26.0, 290.0, 77.42857142857143)"
08-12-2022 12:38:09.898124,"(2.5, 3.55, 3.013157894736842)","(26.0, 70.0, 54.0)","(21.0, 44.0, 41.375)","(26.0, 120.0, 109.06666666666666)","(4.4, 6.0, 5.45)","(4.0, 8.4, 8.152941176470588)","(3.5, 5.1, 4.3307692307692305)","(26.0, 290.0, 141.2)"
08-12-2022 12:38:11.146736,"(2.5, 3.55, 3.013157894736842)","(26.0, 70.0, 49.416666666666664)","(21.0, 44.0, 32.8)","(26.0, 120.0, 109.06666666666666)","(4.4, 6.0, 5.454545454545454)","(4.0, 8.4, 8.152941176470588)","(3.5, 5.1, 4.3307692307692305)","(26.0, 290.0, 80.85714285714286)"
08-12-2022 12:38:12.440956,"(2.5, 3.55, 3.013157894736842)","(26.0, 70.0, 49.416666666666664)","(21.0, 44.0, 32.8)","(26.0, 120.0, 109.06666666666666)","(4.4, 6.0, 5.454545454545454)","(4.0, 8.4, 8.152941176470588)","(3.5, 5.1, 4.2)","(26.0, 290.0, 80.85714285714286)"
08-12-2022 12:38:13.911699,"(2.5, 3.55, 3.013157894736842)","(26.0, 70.0, 49.416666666666664)","(21.0, 44.0, 32.8)","(26.0, 120.0, 109.06666666666666)","(4.4, 6.0, 5.45)","(4.0, 8.4, 8.152941176470588)","(3.5, 5.1, 4.296428571428572)","(26.0, 290.0, 178.30769230769232)"
08-12-2022 12:38:15.321877,"(2.5, 3.55, 3.013157894736842)","(26.0, 70.0, 49.416666666666664)","(21.0, 44.0, 32.8)","(26.0, 120.0, 109.06666666666666)","(4.4, 6.0, 5.45)","(4.0, 8.4, 8.152941176470588)","(3.5, 5.1, 4.296428571428572)","(26.0, 290.0, 186.28571428571428)"
08-12-2022 12:38:16.743590,"(2.5, 3.55, 3.013157894736842)","(26.0, 70.0, 49.416666666666664)","(21.0, 44.0, 32.8)","(26.0, 120.0, 109.06666666666666)","(4.4, 6.0, 5.454545454545454)","(4.0, 8.4, 8.152941176470588)","(3.5, 5.1, 4.2)","(26.0, 290.0, 181.53846153846155)"
08-12-2022 12:38:18.217623,"(2.5, 3.55, 3.013157894736842)","(26.0, 70.0, 49.416666666666664)","(21.0, 44.0, 32.8)","(26.0, 120.0, 109.06666666666666)","(4.4, 6.0, 5.45)","(4.0, 8.4, 8.152941176470588)","(3.5, 5.1, 4.296428571428572)","(26.0, 290.0, 181.53846153846155)"
