,Spill The Tears,Dragon Pins,Thunder Moon,Madagascar Miss,Brazetti,Rodian Bull,Sidewalk,Coffee Coming,Dynamic Jewel,Scare Campaign,Sunny Ekcels
12-01-2023 16:02:29.345816,"(7.5, 12.5, 11.26923076923077)","(6.5, 13.0, 10.782608695652174)","(1.8, 1.88, 1.8761290322580644)","(9.0, 13.0, 12.375)","(21.0, 50.0, 46.0)","(19.0, 44.0, 31.142857142857142)","(21.0, 60.0, 48.0)","(11.0, 21.0, 19.0)","(91.0, 130.0, 118.75)","(11.0, 19.5, 19.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:02:30.909844,"(7.5, 12.5, 11.26923076923077)","(6.5, 13.0, 10.652173913043478)","(1.8, 1.88, 1.8761290322580644)","(9.0, 13.0, 12.375)","(21.0, 50.0, 46.0)","(19.0, 44.0, 32.666666666666664)","(21.0, 60.0, 48.0)","(11.0, 21.0, 17.285714285714285)","(91.0, 130.0, 118.75)","(11.0, 19.5, 19.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:02:32.515759,"(7.5, 12.5, 11.26923076923077)","(6.5, 12.5, 10.652173913043478)","(1.8, 1.88, 1.8761290322580644)","(9.0, 13.0, 12.375)","(21.0, 50.0, 46.0)","(19.0, 40.0, 32.666666666666664)","(21.0, 60.0, 48.0)","(11.0, 21.0, 17.4)","(91.0, 130.0, 118.75)","(11.0, 19.5, 19.0)","(101.0, 190.0, 177.14285714285714)"
12-01-2023 16:02:34.256115,"(7.5, 12.5, 11.26923076923077)","(6.5, 12.5, 10.652173913043478)","(1.75, 1.88, 1.8761290322580644)","(9.0, 13.0, 12.375)","(21.0, 50.0, 46.0)","(19.0, 40.0, 32.666666666666664)","(21.0, 60.0, 48.0)","(11.0, 21.0, 17.4)","(91.0, 130.0, 118.75)","(11.0, 19.5, 19.0)","(101.0, 190.0, 177.14285714285714)"
12-01-2023 16:02:35.817330,"(7.5, 12.5, 11.26923076923077)","(6.5, 12.5, 10.652173913043478)","(1.75, 1.88, 1.8761290322580644)","(9.0, 13.0, 12.375)","(21.0, 50.0, 46.0)","(19.0, 40.0, 32.666666666666664)","(21.0, 60.0, 55.33333333333333)","(11.0, 21.0, 17.4)","(91.0, 130.0, 118.75)","(11.0, 19.5, 19.0)","(101.0, 190.0, 177.14285714285714)"
12-01-2023 16:02:37.530113,"(7.5, 12.5, 11.26923076923077)","(6.5, 12.5, 10.652173913043478)","(1.75, 1.88, 1.8761290322580644)","(9.0, 13.0, 12.375)","(21.0, 50.0, 46.0)","(19.0, 40.0, 32.666666666666664)","(21.0, 65.0, 55.33333333333333)","(11.0, 21.0, 17.4)","(91.0, 130.0, 118.75)","(11.0, 19.5, 19.0)","(101.0, 190.0, 177.14285714285714)"
12-01-2023 16:02:39.277059,"(7.5, 12.5, 11.26923076923077)","(6.5, 12.5, 10.652173913043478)","(1.75, 1.88, 1.8761290322580644)","(9.0, 13.0, 12.375)","(21.0, 50.0, 46.0)","(19.0, 40.0, 32.666666666666664)","(21.0, 65.0, 55.33333333333333)","(11.0, 21.0, 17.4)","(91.0, 130.0, 118.75)","(11.0, 19.5, 19.0)","(101.0, 190.0, 177.14285714285714)"
12-01-2023 16:02:40.966229,"(7.5, 12.5, 11.26923076923077)","(6.5, 12.5, 10.652173913043478)","(1.75, 1.88, 1.8761290322580644)","(9.0, 13.0, 12.375)","(21.0, 50.0, 46.0)","(19.0, 40.0, 32.666666666666664)","(21.0, 65.0, 55.33333333333333)","(11.0, 21.0, 17.4)","(91.0, 130.0, 118.75)","(11.0, 19.5, 19.0)","(101.0, 190.0, 177.14285714285714)"
12-01-2023 16:02:42.536040,"(7.5, 12.5, 11.26923076923077)","(6.5, 12.5, 10.652173913043478)","(1.75, 1.88, 1.8761290322580644)","(9.0, 13.0, 12.375)","(21.0, 50.0, 46.0)","(19.0, 40.0, 32.666666666666664)","(21.0, 65.0, 55.33333333333333)","(11.0, 21.0, 17.4)","(91.0, 130.0, 118.75)","(11.0, 19.5, 18.0)","(101.0, 190.0, 177.14285714285714)"
12-01-2023 16:02:44.435664,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 10.652173913043478)","(1.75, 1.88, 1.8761290322580644)","(9.0, 13.0, 12.0)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 30.666666666666668)","(21.0, 65.0, 55.33333333333333)","(11.0, 21.0, 17.4)","(91.0, 130.0, 118.75)","(11.0, 19.5, 18.0)","(101.0, 190.0, 177.14285714285714)"
12-01-2023 16:02:45.988234,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8761290322580644)","(9.0, 13.0, 12.0)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 30.666666666666668)","(21.0, 65.0, 55.33333333333333)","(11.0, 21.0, 19.0)","(91.0, 130.0, 118.75)","(11.0, 19.5, 18.0)","(101.0, 190.0, 177.14285714285714)"
12-01-2023 16:02:47.590701,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8761290322580644)","(9.0, 13.0, 12.0)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 33.0)","(21.0, 65.0, 55.33333333333333)","(11.0, 21.0, 19.0)","(91.0, 130.0, 118.75)","(11.0, 19.5, 18.0)","(101.0, 190.0, 177.14285714285714)"
12-01-2023 16:02:49.246318,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8761290322580644)","(9.0, 13.0, 12.0)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 33.0)","(21.0, 65.0, 55.33333333333333)","(11.0, 21.0, 19.0)","(91.0, 130.0, 118.75)","(11.0, 19.5, 18.0)","(101.0, 190.0, 177.14285714285714)"
12-01-2023 16:02:50.956674,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8761290322580644)","(9.0, 13.0, 12.0)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 33.0)","(21.0, 65.0, 55.33333333333333)","(11.0, 21.0, 19.0)","(91.0, 130.0, 118.75)","(11.0, 19.5, 18.0)","(101.0, 190.0, 177.14285714285714)"
12-01-2023 16:02:52.650273,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8761290322580644)","(9.0, 13.0, 12.0)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 33.0)","(21.0, 65.0, 55.33333333333333)","(11.0, 21.0, 19.0)","(91.0, 130.0, 118.75)","(11.0, 19.5, 18.0)","(101.0, 190.0, 177.14285714285714)"
12-01-2023 16:02:54.409061,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8761290322580644)","(9.0, 13.0, 12.0)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 33.0)","(21.0, 65.0, 55.33333333333333)","(11.0, 21.0, 19.0)","(91.0, 130.0, 118.75)","(11.0, 19.5, 18.0)","(101.0, 190.0, 177.14285714285714)"
12-01-2023 16:02:55.909734,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8761290322580644)","(9.0, 13.0, 12.0)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 33.0)","(21.0, 65.0, 55.33333333333333)","(11.0, 21.0, 19.0)","(91.0, 130.0, 118.75)","(11.0, 19.5, 18.0)","(101.0, 190.0, 177.14285714285714)"
12-01-2023 16:02:57.590467,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8761290322580644)","(9.0, 13.0, 12.0)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 33.0)","(21.0, 65.0, 55.33333333333333)","(11.0, 21.0, 19.0)","(91.0, 130.0, 118.75)","(11.0, 19.5, 18.0)","(101.0, 190.0, 177.14285714285714)"
12-01-2023 16:02:59.265836,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8761290322580644)","(9.0, 13.0, 12.0)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 33.0)","(21.0, 65.0, 55.33333333333333)","(11.0, 21.0, 19.0)","(91.0, 130.0, 118.75)","(11.0, 19.5, 18.0)","(101.0, 190.0, 177.14285714285714)"
12-01-2023 16:03:01.090230,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8761290322580644)","(9.0, 13.0, 12.0)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 36.5)","(21.0, 65.0, 61.375)","(11.0, 21.0, 19.0)","(91.0, 130.0, 118.75)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:03:02.813428,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8761290322580644)","(9.0, 13.0, 12.0)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 36.5)","(21.0, 65.0, 61.375)","(11.0, 21.0, 19.0)","(91.0, 130.0, 118.75)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:03:04.373420,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8761290322580644)","(9.0, 13.0, 12.0)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 36.5)","(21.0, 65.0, 54.666666666666664)","(11.0, 21.0, 19.0)","(91.0, 130.0, 118.75)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:03:06.016739,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8761290322580644)","(9.0, 13.0, 12.0)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 36.5)","(21.0, 60.0, 54.666666666666664)","(11.0, 21.0, 19.0)","(91.0, 130.0, 123.57142857142857)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:03:07.622365,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8761290322580644)","(9.0, 13.0, 12.0)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 36.5)","(21.0, 60.0, 54.666666666666664)","(11.0, 21.0, 19.0)","(91.0, 130.0, 118.75)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:03:09.175098,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8761290322580644)","(9.0, 13.0, 12.0)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 36.5)","(21.0, 60.0, 54.666666666666664)","(11.0, 21.0, 19.0)","(91.0, 130.0, 118.75)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:03:10.708211,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8761290322580644)","(9.0, 13.0, 12.0)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 36.5)","(21.0, 60.0, 54.666666666666664)","(11.0, 21.0, 19.0)","(91.0, 130.0, 123.57142857142857)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:03:12.233967,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8761290322580644)","(9.0, 13.0, 12.0)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 36.5)","(21.0, 60.0, 54.666666666666664)","(11.0, 21.0, 19.0)","(91.0, 130.0, 123.57142857142857)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:03:13.829630,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8761290322580644)","(9.0, 13.0, 12.0)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 36.5)","(21.0, 60.0, 54.666666666666664)","(11.0, 21.0, 19.0)","(91.0, 130.0, 123.57142857142857)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:03:15.426192,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8761290322580644)","(9.0, 13.0, 12.0)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 36.5)","(21.0, 60.0, 54.666666666666664)","(11.0, 21.0, 19.0)","(91.0, 130.0, 123.57142857142857)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:03:17.131556,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8761290322580644)","(9.0, 13.0, 12.0)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 33.0)","(21.0, 60.0, 54.666666666666664)","(11.0, 21.0, 20.666666666666668)","(91.0, 130.0, 123.57142857142857)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:03:18.875942,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8761290322580644)","(9.0, 13.0, 12.0)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 33.0)","(21.0, 60.0, 54.666666666666664)","(11.0, 21.0, 20.666666666666668)","(91.0, 130.0, 123.57142857142857)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:03:20.466998,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8761290322580644)","(9.0, 13.0, 12.0)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 33.0)","(21.0, 60.0, 54.666666666666664)","(11.0, 21.0, 20.666666666666668)","(91.0, 130.0, 123.57142857142857)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:03:22.123194,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8761290322580644)","(9.0, 13.0, 12.0)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 33.0)","(21.0, 60.0, 54.666666666666664)","(11.0, 21.0, 20.666666666666668)","(91.0, 130.0, 123.57142857142857)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:03:23.695478,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8761290322580644)","(9.0, 13.0, 12.0)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 33.0)","(21.0, 60.0, 54.666666666666664)","(11.0, 21.0, 20.666666666666668)","(91.0, 130.0, 123.57142857142857)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:03:25.386987,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8761290322580644)","(9.0, 13.0, 12.0)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 33.0)","(21.0, 60.0, 54.666666666666664)","(11.0, 21.0, 20.666666666666668)","(91.0, 130.0, 123.57142857142857)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:03:27.099841,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8761290322580644)","(9.0, 13.0, 12.0)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 33.0)","(21.0, 60.0, 54.666666666666664)","(11.0, 21.0, 20.666666666666668)","(91.0, 130.0, 123.57142857142857)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:03:28.783563,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8761290322580644)","(9.0, 13.0, 11.288461538461538)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 33.0)","(21.0, 60.0, 54.666666666666664)","(11.0, 21.0, 20.666666666666668)","(91.0, 130.0, 123.57142857142857)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:03:30.497117,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8761290322580644)","(9.0, 12.5, 11.130434782608695)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 33.0)","(21.0, 60.0, 54.666666666666664)","(11.0, 21.0, 20.666666666666668)","(91.0, 130.0, 123.57142857142857)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:03:32.026610,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8761290322580644)","(9.0, 12.5, 11.130434782608695)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 33.0)","(21.0, 60.0, 54.666666666666664)","(11.0, 21.0, 19.0)","(91.0, 130.0, 123.57142857142857)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:03:33.567998,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8761290322580644)","(9.0, 12.5, 11.130434782608695)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 33.0)","(21.0, 60.0, 61.375)","(11.0, 21.0, 19.0)","(91.0, 130.0, 123.57142857142857)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:03:35.132492,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8761290322580644)","(9.0, 12.5, 11.130434782608695)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 33.0)","(21.0, 65.0, 61.375)","(11.0, 21.0, 19.0)","(91.0, 130.0, 123.57142857142857)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:03:36.741563,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8761290322580644)","(9.0, 12.5, 11.130434782608695)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 33.0)","(21.0, 65.0, 61.375)","(11.0, 21.0, 19.0)","(91.0, 130.0, 123.57142857142857)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:03:38.375819,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8781818181818182)","(9.0, 12.5, 11.130434782608695)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 33.0)","(21.0, 65.0, 61.375)","(11.0, 21.0, 19.0)","(91.0, 130.0, 123.57142857142857)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:03:40.001437,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8781818181818182)","(9.0, 12.5, 11.130434782608695)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 33.0)","(21.0, 65.0, 61.375)","(11.0, 21.0, 19.0)","(91.0, 130.0, 123.57142857142857)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:03:41.670917,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8781818181818182)","(9.0, 12.5, 11.8)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 33.0)","(21.0, 65.0, 61.375)","(11.0, 21.0, 19.0)","(91.0, 130.0, 123.57142857142857)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:03:43.240555,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8781818181818182)","(9.0, 13.0, 11.8)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 33.0)","(21.0, 65.0, 61.375)","(11.0, 21.0, 19.0)","(91.0, 130.0, 123.57142857142857)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:03:44.845774,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8781818181818182)","(9.0, 13.0, 11.8)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 33.0)","(21.0, 65.0, 61.375)","(11.0, 21.0, 19.0)","(91.0, 130.0, 123.57142857142857)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:03:46.516048,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8781818181818182)","(9.0, 13.0, 11.8)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 33.0)","(21.0, 65.0, 61.375)","(11.0, 21.0, 19.0)","(91.0, 130.0, 123.57142857142857)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:03:48.110480,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8781818181818182)","(9.0, 13.0, 11.8)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 33.0)","(21.0, 65.0, 61.375)","(11.0, 21.0, 19.0)","(91.0, 130.0, 123.57142857142857)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:03:49.662011,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8781818181818182)","(9.0, 13.0, 11.8)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 33.0)","(21.0, 65.0, 61.375)","(11.0, 21.0, 19.0)","(91.0, 130.0, 123.57142857142857)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:03:51.291450,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8781818181818182)","(9.0, 13.0, 11.8)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 33.0)","(21.0, 65.0, 61.375)","(11.0, 21.0, 19.0)","(91.0, 130.0, 123.57142857142857)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:03:52.959043,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8781818181818182)","(9.0, 13.0, 11.8)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 33.0)","(21.0, 65.0, 61.375)","(11.0, 21.0, 19.0)","(91.0, 130.0, 123.57142857142857)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:03:54.648678,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8781818181818182)","(9.0, 13.0, 11.8)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 33.0)","(21.0, 65.0, 61.375)","(11.0, 21.0, 19.0)","(91.0, 130.0, 123.57142857142857)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:03:56.283352,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8781818181818182)","(9.0, 13.0, 11.8)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 33.0)","(21.0, 65.0, 61.375)","(11.0, 21.0, 19.0)","(91.0, 130.0, 123.57142857142857)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:03:58.141754,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8781818181818182)","(9.0, 13.0, 11.8)","(21.0, 50.0, 44.666666666666664)","(19.0, 40.0, 33.0)","(21.0, 65.0, 61.375)","(11.0, 21.0, 19.0)","(91.0, 130.0, 123.57142857142857)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:04:00.118793,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8781818181818182)","(9.0, 13.0, 11.8)","(21.0, 50.0, 41.0)","(19.0, 40.0, 33.0)","(21.0, 65.0, 61.375)","(11.0, 21.0, 19.0)","(91.0, 130.0, 123.57142857142857)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:04:02.179213,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8781818181818182)","(9.0, 13.0, 11.8)","(21.0, 50.0, 41.0)","(19.0, 40.0, 33.0)","(21.0, 65.0, 54.666666666666664)","(11.0, 21.0, 19.0)","(91.0, 130.0, 123.57142857142857)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:04:03.943913,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8781818181818182)","(9.0, 13.0, 11.8)","(21.0, 50.0, 41.0)","(19.0, 40.0, 33.0)","(21.0, 60.0, 54.666666666666664)","(11.0, 21.0, 19.0)","(91.0, 130.0, 123.57142857142857)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:04:05.807288,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8781818181818182)","(9.0, 13.0, 11.8)","(21.0, 50.0, 47.75)","(19.0, 40.0, 33.0)","(21.0, 60.0, 54.666666666666664)","(11.0, 21.0, 19.0)","(91.0, 130.0, 123.57142857142857)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:04:07.663791,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8781818181818182)","(9.0, 13.0, 11.8)","(21.0, 50.0, 47.75)","(19.0, 40.0, 33.0)","(21.0, 60.0, 54.666666666666664)","(11.0, 21.0, 19.0)","(91.0, 130.0, 123.57142857142857)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:04:09.427532,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8781818181818182)","(9.0, 13.0, 11.8)","(21.0, 50.0, 47.75)","(19.0, 40.0, 33.0)","(21.0, 60.0, 54.666666666666664)","(11.0, 21.0, 19.0)","(91.0, 130.0, 123.57142857142857)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:04:11.049326,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8781818181818182)","(9.0, 13.0, 11.8)","(21.0, 50.0, 47.75)","(19.0, 40.0, 33.0)","(21.0, 60.0, 54.666666666666664)","(11.0, 21.0, 19.0)","(91.0, 130.0, 123.57142857142857)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
12-01-2023 16:04:12.714780,"(7.5, 12.5, 10.833333333333334)","(6.5, 12.5, 11.666666666666666)","(1.75, 1.88, 1.8781818181818182)","(9.0, 13.0, 11.8)","(21.0, 50.0, 47.75)","(19.0, 40.0, 33.0)","(21.0, 60.0, 54.666666666666664)","(11.0, 21.0, 19.0)","(91.0, 130.0, 123.57142857142857)","(11.0, 19.5, 18.0)","(101.0, 190.0, 145.0)"
