,Kaytee Valiente,Imagine Howe,Moscow Mule,True Scotsman,Anonymous Source,Olympic Honour,Has The Look,Klatten
11-01-2023 12:00:55.591496,"(18.0, 30.0, 28.25)","(2.35, 2.8, 2.7906666666666666)","(26.0, 48.0, 46.15384615384615)","(4.2, 4.4, 4.345294117647059)","(7.5, 12.5, 12.188888888888888)","(10.0, 15.0, 14.920454545454545)","(4.6, 5.2, 5.134751773049645)","(71.0, 180.0, 142.5)"
11-01-2023 12:00:56.652267,"(18.0, 30.0, 28.25)","(2.35, 2.8, 2.796153846153846)","(26.0, 48.0, 46.15384615384615)","(4.2, 4.3, 4.272151898734177)","(7.5, 12.5, 12.188888888888888)","(10.0, 15.0, 14.920454545454545)","(4.6, 5.2, 5.149)","(71.0, 180.0, 142.5)"
11-01-2023 12:00:57.754546,"(18.0, 30.0, 28.25)","(2.35, 2.88, 2.87034965034965)","(26.0, 48.0, 46.15384615384615)","(4.2, 4.2, 4.182857142857143)","(8.0, 12.0, 11.91891891891892)","(10.0, 15.0, 14.928571428571429)","(4.6, 5.1, 5.059876543209876)","(71.0, 180.0, 142.5)"
11-01-2023 12:00:58.907780,"(18.0, 30.0, 28.25)","(2.35, 2.94, 2.91)","(26.0, 48.0, 46.15384615384615)","(4.2, 4.2, 4.157746478873239)","(8.0, 12.0, 11.91891891891892)","(10.0, 15.0, 14.9)","(4.6, 5.1, 4.983333333333333)","(71.0, 180.0, 142.5)"
11-01-2023 12:01:00.018046,"(18.0, 30.0, 28.25)","(2.35, 2.94, 2.9364285714285714)","(26.0, 48.0, 46.15384615384615)","(4.2, 4.2, 4.157746478873239)","(8.0, 12.0, 11.91891891891892)","(10.0, 15.0, 14.910714285714286)","(4.6, 5.0, 4.97)","(71.0, 180.0, 142.5)"
11-01-2023 12:01:01.093908,"(18.0, 30.0, 28.384615384615383)","(2.35, 2.96, 2.9225)","(26.0, 48.0, 46.15384615384615)","(4.2, 4.2, 4.167226890756303)","(8.0, 12.5, 12.13265306122449)","(10.0, 15.0, 14.833333333333334)","(4.6, 5.0, 4.977215189873418)","(71.0, 180.0, 142.5)"
11-01-2023 12:01:02.184585,"(18.0, 30.0, 28.058823529411764)","(2.35, 2.96, 2.9225)","(26.0, 48.0, 46.15384615384615)","(4.2, 4.2, 4.167226890756303)","(8.0, 12.5, 12.13265306122449)","(10.0, 15.0, 14.821428571428571)","(4.6, 5.0, 4.977215189873418)","(71.0, 180.0, 146.66666666666666)"
11-01-2023 12:01:03.267384,"(18.0, 30.0, 27.9375)","(2.35, 2.96, 2.9225)","(26.0, 48.0, 46.15384615384615)","(4.2, 4.2, 4.142635658914728)","(8.0, 12.5, 12.11)","(10.0, 15.0, 14.875)","(4.6, 5.0, 4.948888888888889)","(71.0, 180.0, 146.66666666666666)"
11-01-2023 12:01:04.323871,"(18.0, 28.0, 27.714285714285715)","(2.35, 2.96, 2.9415625)","(26.0, 48.0, 46.15384615384615)","(4.2, 4.2, 4.136184210526316)","(8.0, 12.5, 12.11)","(10.0, 15.0, 14.875)","(4.6, 5.0, 4.94051724137931)","(71.0, 180.0, 158.1818181818182)"
11-01-2023 12:01:05.387262,"(18.0, 28.0, 27.5)","(2.35, 2.96, 2.941224489795918)","(26.0, 48.0, 46.58823529411765)","(4.2, 4.2, 4.1)","(8.0, 12.5, 12.135416666666666)","(10.0, 15.0, 14.875)","(4.6, 5.0, 4.9358778625954205)","(71.0, 180.0, 158.1818181818182)"
11-01-2023 12:01:06.507434,"(18.0, 28.0, 27.5)","(2.35, 3.0, 2.9713207547169813)","(26.0, 48.0, 46.58823529411765)","(4.2, 4.1, 4.074418604651163)","(8.0, 12.5, 12.135416666666666)","(10.0, 15.0, 14.840909090909092)","(4.6, 5.0, 4.944)","(71.0, 180.0, 158.1818181818182)"
11-01-2023 12:01:07.603399,"(18.0, 28.0, 27.5)","(2.35, 3.0, 2.9638095238095237)","(26.0, 48.0, 46.58823529411765)","(4.2, 4.1, 4.080473372781065)","(8.0, 12.5, 12.135416666666666)","(10.0, 15.0, 14.875)","(4.6, 5.0, 4.9358778625954205)","(71.0, 180.0, 158.1818181818182)"
11-01-2023 12:01:08.629660,"(18.0, 28.0, 27.5)","(2.35, 3.0, 2.9654193548387098)","(26.0, 48.0, 46.58823529411765)","(4.2, 4.1, 4.084931506849315)","(8.0, 12.5, 12.135416666666666)","(10.0, 15.0, 14.8125)","(4.6, 5.0, 4.9358778625954205)","(71.0, 180.0, 158.1818181818182)"
11-01-2023 12:01:09.632342,"(19.0, 28.0, 27.5)","(2.35, 3.0, 2.9657142857142857)","(26.0, 48.0, 46.58823529411765)","(3.9, 4.1, 4.084931506849315)","(8.5, 12.5, 12.135416666666666)","(11.0, 15.0, 14.8125)","(4.4, 5.0, 4.9358778625954205)","(81.0, 180.0, 158.1818181818182)"
11-01-2023 12:01:10.643898,"(19.0, 28.0, 27.5)","(2.35, 3.0, 2.965673758865248)","(26.0, 48.0, 44.57142857142857)","(3.9, 4.2, 4.118471337579618)","(8.5, 12.5, 12.135416666666666)","(11.0, 15.0, 14.8125)","(4.4, 5.0, 4.929411764705883)","(81.0, 180.0, 158.1818181818182)"
11-01-2023 12:01:11.655345,"(19.0, 28.0, 27.5)","(2.35, 3.0, 2.965673758865248)","(26.0, 48.0, 44.57142857142857)","(3.9, 4.2, 4.102678571428571)","(8.5, 12.5, 12.139175257731958)","(11.0, 15.0, 14.763157894736842)","(4.4, 5.0, 4.885142857142857)","(81.0, 180.0, 158.1818181818182)"
11-01-2023 12:01:12.686932,"(19.0, 28.0, 26.727272727272727)","(2.35, 3.05, 3.0061170212765957)","(26.0, 48.0, 44.57142857142857)","(3.9, 4.2, 4.140157480314961)","(8.5, 12.5, 12.169491525423728)","(11.0, 15.0, 14.320512820512821)","(4.4, 4.9, 4.886021505376345)","(81.0, 180.0, 158.1818181818182)"
11-01-2023 12:01:13.652438,"(19.0, 28.0, 26.727272727272727)","(2.35, 3.05, 3.0061170212765957)","(26.0, 48.0, 44.57142857142857)","(3.9, 4.2, 4.1414634146341465)","(8.5, 12.5, 12.169491525423728)","(11.0, 15.0, 14.416666666666666)","(4.4, 4.9, 4.886021505376345)","(81.0, 180.0, 158.1818181818182)"
11-01-2023 12:01:14.684875,"(19.0, 28.0, 26.727272727272727)","(2.35, 3.05, 3.002702702702703)","(26.0, 48.0, 44.57142857142857)","(3.9, 4.2, 4.1414634146341465)","(8.5, 12.5, 12.169491525423728)","(11.0, 14.5, 14.416666666666666)","(4.4, 4.9, 4.886021505376345)","(81.0, 180.0, 158.1818181818182)"
11-01-2023 12:01:15.685347,"(19.0, 28.0, 27.558823529411764)","(2.4, 3.05, 3.002702702702703)","(26.0, 48.0, 44.57142857142857)","(3.9, 4.2, 4.1414634146341465)","(8.5, 12.5, 12.283333333333333)","(11.0, 14.5, 14.416666666666666)","(4.4, 4.9, 4.875)","(81.0, 180.0, 158.1818181818182)"
11-01-2023 12:01:16.794955,"(19.0, 28.0, 27.558823529411764)","(2.4, 3.05, 3.002702702702703)","(26.0, 48.0, 44.57142857142857)","(3.9, 4.2, 4.155828220858895)","(8.5, 12.5, 12.384297520661157)","(11.0, 14.5, 14.416666666666666)","(4.4, 4.9, 4.875)","(81.0, 180.0, 158.1818181818182)"
11-01-2023 12:01:17.911543,"(19.0, 28.0, 27.175)","(2.4, 3.05, 2.988109756097561)","(26.0, 48.0, 44.57142857142857)","(3.9, 4.2, 4.155828220858895)","(8.5, 12.5, 12.41891891891892)","(11.0, 14.5, 14.416666666666666)","(4.4, 4.9, 4.875)","(81.0, 180.0, 158.1818181818182)"
11-01-2023 12:01:19.039625,"(18.0, 28.0, 27.175)","(2.4, 3.05, 2.991864406779661)","(31.0, 48.0, 44.0)","(3.9, 4.2, 4.165384615384616)","(8.5, 12.5, 12.612903225806452)","(11.0, 14.5, 14.416666666666666)","(4.4, 4.9, 4.871559633027523)","(81.0, 180.0, 158.1818181818182)"
11-01-2023 12:01:20.096691,"(18.0, 28.0, 27.175)","(2.4, 3.0, 2.991864406779661)","(31.0, 48.0, 44.0)","(3.9, 4.2, 4.1)","(8.5, 13.0, 11.780303030303031)","(11.0, 14.5, 13.418181818181818)","(4.4, 4.9, 4.724285714285714)","(81.0, 180.0, 132.0)"
11-01-2023 12:01:21.150377,"(18.0, 28.0, 25.517241379310345)","(2.4, 3.15, 3.1306451612903223)","(31.0, 42.0, 37.714285714285715)","(3.9, 4.1, 4.067826086956521)","(8.5, 12.0, 12.168874172185431)","(11.0, 13.5, 13.75)","(4.4, 4.8, 4.6912698412698415)","(81.0, 180.0, 136.66666666666666)"
11-01-2023 12:01:22.181656,"(18.0, 28.0, 26.054054054054056)","(2.4, 3.25, 3.2025)","(31.0, 42.0, 39.0)","(3.9, 4.1, 4.067826086956521)","(8.5, 12.5, 12.168874172185431)","(11.0, 14.0, 13.302469135802468)","(4.4, 4.7, 4.6912698412698415)","(81.0, 170.0, 126.66666666666667)"
11-01-2023 12:01:23.249181,"(18.0, 28.0, 26.285714285714285)","(2.4, 3.25, 3.2016055045871563)","(31.0, 42.0, 40.26086956521739)","(3.9, 4.1, 4.0)","(8.5, 12.5, 12.103174603174603)","(11.0, 14.0, 13.302469135802468)","(4.4, 4.7, 4.6912698412698415)","(81.0, 160.0, 130.0)"
11-01-2023 12:01:24.298261,"(18.0, 27.0, 26.555555555555557)","(2.4, 3.25, 3.2017073170731707)","(31.0, 42.0, 40.26086956521739)","(3.9, 4.0, 3.925)","(8.5, 12.5, 11.775862068965518)","(11.0, 14.0, 13.280254777070065)","(4.4, 4.7, 4.695833333333333)","(81.0, 160.0, 130.0)"
11-01-2023 12:01:25.368939,"(18.0, 27.0, 26.15625)","(2.4, 3.25, 3.2017073170731707)","(31.0, 42.0, 39.5)","(3.9, 3.95, 3.9015384615384616)","(8.5, 12.5, 11.5)","(11.0, 14.0, 13.280254777070065)","(4.4, 4.8, 4.757894736842105)","(81.0, 160.0, 136.0)"
11-01-2023 12:01:26.486897,"(18.0, 27.0, 25.5)","(2.4, 3.3, 3.272448979591837)","(31.0, 42.0, 38.44444444444444)","(3.9, 3.95, 3.9134146341463416)","(8.5, 11.5, 11.40625)","(11.0, 14.0, 13.271604938271604)","(4.4, 4.8, 4.6521739130434785)","(81.0, 160.0, 136.0)"
11-01-2023 12:01:27.605523,"(19.0, 27.0, 25.5)","(2.4, 3.35, 3.2692)","(31.0, 48.0, 38.95238095238095)","(3.9, 3.95, 3.9306122448979592)","(8.5, 11.5, 11.40625)","(11.0, 14.0, 13.229166666666666)","(4.4, 4.7, 4.66986301369863)","(71.0, 160.0, 136.0)"
11-01-2023 12:01:28.605798,"(18.0, 27.0, 25.5)","(2.45, 3.35, 3.2692)","(26.0, 48.0, 38.95238095238095)","(3.9, 4.0, 3.9306122448979592)","(8.5, 11.5, 11.40625)","(11.0, 14.0, 13.229166666666666)","(4.4, 4.7, 4.668571428571428)","(71.0, 160.0, 133.33333333333334)"
11-01-2023 12:01:29.647420,"(18.0, 27.0, 25.5)","(2.45, 3.25, 3.235955056179775)","(26.0, 48.0, 38.95238095238095)","(3.9, 4.0, 3.9322916666666665)","(8.5, 11.5, 11.380681818181818)","(11.0, 14.0, 13.248730964467004)","(4.4, 4.7, 4.683928571428572)","(71.0, 160.0, 133.33333333333334)"
11-01-2023 12:01:30.673719,"(18.0, 27.0, 26.2)","(2.45, 3.3, 3.272)","(26.0, 48.0, 39.111111111111114)","(3.9, 4.0, 3.9499999999999997)","(8.5, 11.5, 11.341836734693878)","(11.0, 14.0, 13.403508771929825)","(4.4, 4.7, 4.654545454545454)","(71.0, 160.0, 133.33333333333334)"
11-01-2023 12:01:31.651108,"(18.0, 27.0, 26.181818181818183)","(2.45, 3.3, 3.2657232704402515)","(31.0, 48.0, 40.38095238095238)","(3.9, 4.1, 4.009859154929577)","(8.5, 11.5, 11.341836734693878)","(11.0, 13.5, 13.237113402061855)","(4.4, 4.7, 4.654545454545454)","(71.0, 160.0, 133.33333333333334)"
11-01-2023 12:01:32.639728,"(18.0, 27.0, 26.181818181818183)","(2.45, 3.25, 3.231081081081081)","(31.0, 48.0, 41.6)","(3.9, 4.1, 4.011111111111111)","(8.5, 11.5, 11.341836734693878)","(11.0, 14.0, 13.237113402061855)","(4.4, 4.7, 4.70126582278481)","(71.0, 160.0, 133.33333333333334)"
11-01-2023 12:01:33.697882,"(18.0, 27.0, 26.181818181818183)","(2.45, 3.15, 3.148181818181818)","(31.0, 48.0, 39.5)","(3.9, 4.1, 4.029457364341085)","(8.5, 11.5, 11.485507246376812)","(11.0, 13.5, 13.471698113207546)","(4.4, 4.8, 4.729411764705882)","(71.0, 160.0, 128.0)"
11-01-2023 12:01:34.782759,"(18.0, 27.0, 26.181818181818183)","(2.5, 3.15, 3.1370689655172415)","(31.0, 48.0, 42.333333333333336)","(3.8, 4.1, 4.0272)","(8.5, 11.5, 11.485507246376812)","(11.0, 13.5, 13.472222222222221)","(4.4, 4.8, 4.733009708737864)","(71.0, 160.0, 128.0)"
11-01-2023 12:01:35.828459,"(18.0, 27.0, 26.333333333333332)","(2.5, 3.2, 3.1516129032258062)","(31.0, 48.0, 42.333333333333336)","(3.8, 4.1, 4.0272)","(8.5, 11.5, 11.531818181818181)","(11.0, 13.5, 13.472222222222221)","(4.4, 4.8, 4.733009708737864)","(71.0, 160.0, 128.0)"
11-01-2023 12:01:36.948156,"(18.0, 28.0, 27.166666666666668)","(2.5, 3.2, 3.1515151515151514)","(31.0, 48.0, 42.54545454545455)","(3.8, 4.1, 4.021487603305785)","(8.5, 12.0, 11.394117647058824)","(11.0, 13.5, 13.472222222222221)","(4.4, 4.8, 4.668253968253968)","(71.0, 160.0, 128.0)"
11-01-2023 12:01:38.065612,"(19.0, 28.0, 27.5)","(2.45, 3.2, 3.1676767676767676)","(31.0, 48.0, 42.4)","(3.8, 4.1, 4.052475247524752)","(8.5, 12.0, 11.394117647058824)","(11.0, 13.5, 12.92)","(4.4, 4.8, 4.625974025974026)","(71.0, 160.0, 128.0)"
11-01-2023 12:01:39.116556,"(19.0, 28.0, 27.714285714285715)","(2.45, 3.2, 3.1676767676767676)","(31.0, 48.0, 43.0)","(3.8, 4.1, 4.055882352941176)","(8.5, 12.0, 11.411428571428571)","(11.0, 13.5, 12.983695652173912)","(4.4, 4.7, 4.62962962962963)","(71.0, 160.0, 136.0)"
11-01-2023 12:01:40.151686,"(19.0, 28.0, 27.833333333333332)","(2.45, 3.2, 3.17)","(31.0, 48.0, 43.0)","(3.8, 4.1, 4.127011494252874)","(8.5, 12.0, 11.397660818713451)","(11.0, 13.0, 12.983695652173912)","(4.4, 4.7, 4.6255319148936165)","(71.0, 160.0, 136.0)"
11-01-2023 12:01:41.222695,"(19.0, 28.0, 27.916666666666668)","(2.45, 3.2, 3.163986013986014)","(31.0, 48.0, 42.75)","(3.8, 4.2, 4.167871485943775)","(8.5, 12.0, 11.418079096045197)","(11.0, 13.0, 12.983695652173912)","(4.4, 4.7, 4.6255319148936165)","(71.0, 160.0, 136.0)"
11-01-2023 12:01:42.319178,"(19.0, 28.0, 27.916666666666668)","(2.45, 3.15, 3.1370689655172415)","(31.0, 48.0, 42.75)","(3.8, 4.2, 4.169014084507042)","(8.5, 12.0, 11.418079096045197)","(11.0, 13.0, 12.983695652173912)","(4.4, 4.7, 4.6255319148936165)","(71.0, 160.0, 136.0)"
11-01-2023 12:01:43.395507,"(19.0, 28.0, 27.916666666666668)","(2.45, 3.15, 3.132857142857143)","(31.0, 48.0, 44.0)","(3.8, 4.2, 4.191061452513966)","(8.5, 12.0, 11.434065934065934)","(11.0, 13.0, 13.056338028169014)","(4.4, 4.7, 4.636134453781512)","(71.0, 160.0, 136.0)"
11-01-2023 12:01:44.550800,"(19.0, 28.0, 27.916666666666668)","(2.45, 3.1, 3.092)","(31.0, 48.0, 44.0)","(3.8, 4.2, 4.21437908496732)","(8.5, 12.0, 11.566037735849056)","(11.0, 13.5, 13.056338028169014)","(4.2, 4.7, 4.586419753086419)","(71.0, 160.0, 136.0)"
11-01-2023 12:01:45.665480,"(19.0, 28.0, 27.857142857142858)","(2.45, 3.1, 3.0854700854700856)","(31.0, 48.0, 44.0)","(3.8, 4.3, 4.192090395480226)","(8.5, 12.0, 11.60344827586207)","(11.0, 13.5, 12.913953488372092)","(4.2, 4.6, 4.6257142857142854)","(71.0, 160.0, 136.0)"
11-01-2023 12:01:46.707818,"(19.0, 28.0, 27.857142857142858)","(2.45, 3.15, 3.1075)","(31.0, 48.0, 44.0)","(3.7, 4.2, 4.223954372623574)","(8.5, 12.0, 11.60344827586207)","(11.0, 13.5, 12.913953488372092)","(4.2, 4.7, 4.627173913043478)","(71.0, 160.0, 136.0)"
11-01-2023 12:01:47.744833,"(19.0, 28.0, 27.857142857142858)","(2.45, 3.15, 3.118695652173913)","(31.0, 48.0, 44.0)","(3.7, 4.3, 4.223954372623574)","(8.5, 12.0, 11.60344827586207)","(11.0, 13.5, 12.927272727272728)","(4.2, 4.7, 4.627173913043478)","(71.0, 160.0, 136.0)"
11-01-2023 12:01:48.726464,"(19.0, 28.0, 27.857142857142858)","(2.45, 3.15, 3.1220930232558137)","(31.0, 48.0, 44.0)","(3.7, 4.3, 4.223954372623574)","(8.5, 12.0, 11.60344827586207)","(11.0, 13.5, 12.927272727272728)","(4.2, 4.7, 4.62183908045977)","(71.0, 160.0, 136.0)"
11-01-2023 12:01:49.732994,"(19.0, 28.0, 27.857142857142858)","(2.45, 3.2, 3.151381215469613)","(31.0, 48.0, 44.0)","(3.7, 4.2, 4.180295566502463)","(8.5, 12.0, 11.60344827586207)","(11.0, 13.5, 12.922018348623853)","(4.2, 4.7, 4.62183908045977)","(71.0, 160.0, 136.0)"
11-01-2023 12:01:50.869074,"(19.0, 28.0, 27.857142857142858)","(2.45, 3.2, 3.142483660130719)","(31.0, 48.0, 44.0)","(3.7, 4.2, 4.1815)","(8.5, 12.0, 11.609756097560975)","(11.0, 13.5, 12.922018348623853)","(4.2, 4.7, 4.6245901639344265)","(71.0, 160.0, 136.0)"
11-01-2023 12:01:52.070141,"(19.0, 28.0, 27.857142857142858)","(2.45, 3.2, 3.142483660130719)","(31.0, 48.0, 43.875)","(3.7, 4.2, 4.1652)","(8.5, 12.0, 11.604651162790697)","(11.0, 13.5, 12.922018348623853)","(4.2, 4.7, 4.644444444444444)","(71.0, 160.0, 136.0)"
11-01-2023 12:01:53.220107,"(19.0, 28.0, 27.857142857142858)","(2.45, 3.2, 3.1710526315789473)","(31.0, 48.0, 43.875)","(3.8, 4.2, 4.161674008810572)","(8.5, 12.0, 11.857142857142858)","(11.0, 13.5, 12.949781659388647)","(4.2, 4.7, 4.574509803921568)","(71.0, 160.0, 136.0)"
11-01-2023 12:01:54.241671,"(19.0, 28.0, 27.41176470588235)","(2.45, 3.25, 3.1973684210526314)","(31.0, 48.0, 43.875)","(3.7, 4.2, 4.161333333333333)","(8.5, 12.0, 12.108333333333333)","(11.0, 13.5, 12.949781659388647)","(4.4, 4.6, 4.512903225806451)","(71.0, 160.0, 136.0)"
11-01-2023 12:01:55.305804,"(19.0, 28.0, 27.41176470588235)","(2.45, 3.2, 3.19921875)","(31.0, 48.0, 43.875)","(3.7, 4.2, 4.156060606060606)","(8.5, 12.5, 12.108333333333333)","(11.0, 13.5, 12.949781659388647)","(4.4, 4.6, 4.546153846153846)","(71.0, 160.0, 136.0)"
11-01-2023 12:01:56.440637,"(19.0, 28.0, 27.41176470588235)","(2.45, 3.2, 3.1879518072289157)","(31.0, 48.0, 43.875)","(3.7, 4.2, 4.147368421052631)","(8.5, 12.5, 12.108333333333333)","(11.0, 13.5, 12.949781659388647)","(4.2, 4.6, 4.536144578313253)","(71.0, 160.0, 136.0)"
11-01-2023 12:01:57.510712,"(19.0, 28.0, 27.41176470588235)","(2.5, 3.2, 3.1963235294117647)","(31.0, 48.0, 43.875)","(3.7, 4.2, 4.209027777777778)","(8.5, 12.5, 12.108333333333333)","(11.0, 13.5, 12.949781659388647)","(4.2, 4.6, 4.5859375)","(71.0, 160.0, 136.0)"
11-01-2023 12:01:58.541180,"(19.0, 28.0, 27.142857142857142)","(2.5, 3.2, 3.174561403508772)","(31.0, 48.0, 43.875)","(3.7, 4.3, 4.217791411042945)","(8.5, 12.5, 12.015463917525773)","(11.0, 13.5, 12.995192307692308)","(4.2, 4.6, 4.553571428571429)","(71.0, 160.0, 136.0)"
11-01-2023 12:01:59.542486,"(19.0, 28.0, 27.142857142857142)","(2.5, 3.2, 3.1625806451612903)","(31.0, 48.0, 43.578947368421055)","(3.7, 4.3, 4.217791411042945)","(8.5, 12.5, 12.015463917525773)","(11.0, 13.0, 12.995192307692308)","(4.2, 4.6, 4.553571428571429)","(71.0, 160.0, 136.0)"
11-01-2023 12:02:00.590500,"(19.0, 28.0, 27.142857142857142)","(2.5, 3.2, 3.1635220125786163)","(31.0, 48.0, 43.875)","(3.7, 4.3, 4.217791411042945)","(8.5, 12.5, 12.015463917525773)","(11.0, 13.0, 12.995192307692308)","(4.2, 4.6, 4.553571428571429)","(71.0, 160.0, 136.0)"
11-01-2023 12:02:01.619960,"(19.0, 28.0, 27.142857142857142)","(2.5, 3.2, 3.1418103448275865)","(31.0, 48.0, 43.875)","(3.7, 4.3, 4.217791411042945)","(8.5, 12.5, 12.015463917525773)","(11.0, 13.0, 12.995192307692308)","(4.2, 4.6, 4.543478260869565)","(71.0, 160.0, 136.0)"
11-01-2023 12:02:02.612180,"(19.0, 28.0, 27.142857142857142)","(2.5, 3.2, 3.139189189189189)","(31.0, 48.0, 43.875)","(3.7, 4.3, 4.217682926829268)","(8.5, 12.5, 12.015463917525773)","(11.0, 13.5, 13.033333333333333)","(4.2, 4.6, 4.532258064516129)","(71.0, 160.0, 136.0)"
11-01-2023 12:02:03.633393,"(19.0, 28.0, 27.142857142857142)","(2.5, 3.15, 3.116949152542373)","(31.0, 48.0, 43.578947368421055)","(3.7, 4.3, 4.215094339622642)","(8.5, 12.5, 12.120967741935484)","(11.0, 13.5, 13.022388059701493)","(4.2, 4.6, 4.528776978417266)","(71.0, 160.0, 136.0)"
11-01-2023 12:02:04.996316,"(19.0, 28.0, 27.142857142857142)","(2.5, 3.15, 3.088768115942029)","(31.0, 48.0, 43.578947368421055)","(3.7, 4.3, 4.23013698630137)","(8.5, 12.5, 12.153061224489797)","(11.0, 13.5, 13.022388059701493)","(4.2, 4.6, 4.528776978417266)","(71.0, 160.0, 136.0)"
11-01-2023 12:02:06.193585,"(19.0, 28.0, 27.142857142857142)","(2.5, 3.15, 3.0702651515151516)","(31.0, 48.0, 43.5)","(3.7, 4.3, 4.229333333333334)","(8.5, 12.5, 12.153061224489797)","(11.0, 13.5, 13.114457831325302)","(4.2, 4.6, 4.547457627118644)","(71.0, 160.0, 136.0)"
11-01-2023 12:02:07.288045,"(19.0, 28.0, 27.142857142857142)","(2.5, 3.1, 3.0675619834710743)","(31.0, 48.0, 43.5)","(3.7, 4.3, 4.229333333333334)","(8.5, 12.5, 12.518518518518519)","(11.0, 13.5, 13.058620689655172)","(4.2, 4.6, 4.6195488721804505)","(71.0, 160.0, 136.0)"
11-01-2023 12:02:08.382100,"(19.0, 28.0, 27.142857142857142)","(2.5, 3.05, 3.019418960244648)","(31.0, 48.0, 43.875)","(3.7, 4.3, 4.229333333333334)","(8.5, 13.0, 12.517857142857142)","(11.0, 13.5, 13.058620689655172)","(4.2, 4.7, 4.6195488721804505)","(71.0, 160.0, 136.0)"
11-01-2023 12:02:09.564070,"(19.0, 28.0, 27.25)","(2.5, 3.05, 3.0238721804511277)","(31.0, 48.0, 43.5)","(3.7, 4.3, 4.24331550802139)","(8.5, 13.0, 12.517857142857142)","(11.0, 13.5, 13.058620689655172)","(4.2, 4.7, 4.6195488721804505)","(71.0, 160.0, 136.0)"
11-01-2023 12:02:10.583681,"(19.0, 28.0, 26.9375)","(2.5, 3.05, 3.0238721804511277)","(31.0, 48.0, 43.5)","(3.7, 4.3, 4.24331550802139)","(8.5, 13.0, 12.517857142857142)","(11.0, 13.5, 13.058620689655172)","(4.2, 4.7, 4.6195488721804505)","(71.0, 160.0, 136.0)"
11-01-2023 12:02:11.633425,"(19.0, 28.0, 26.9375)","(2.5, 3.05, 3.023431734317343)","(31.0, 48.0, 43.5)","(3.7, 4.3, 4.244262295081967)","(8.5, 13.0, 12.514018691588785)","(11.0, 13.5, 12.858407079646017)","(4.2, 4.7, 4.62)","(71.0, 160.0, 136.0)"
11-01-2023 12:02:12.817974,"(19.0, 28.0, 27.25)","(2.5, 3.05, 3.023431734317343)","(31.0, 48.0, 43.5)","(3.7, 4.3, 4.32274678111588)","(8.5, 13.0, 12.521739130434783)","(11.0, 13.0, 12.861607142857142)","(4.2, 4.7, 4.6343749999999995)","(71.0, 160.0, 136.0)"
11-01-2023 12:02:13.907905,"(19.0, 28.0, 27.454545454545453)","(2.5, 3.05, 3.0034391534391536)","(31.0, 48.0, 43.5)","(3.7, 4.4, 4.301639344262295)","(8.5, 13.0, 12.521739130434783)","(11.0, 13.0, 12.843434343434344)","(4.2, 4.7, 4.636666666666667)","(71.0, 160.0, 136.0)"
11-01-2023 12:02:14.960327,"(19.0, 28.0, 27.5)","(2.5, 3.05, 3.0032663316582915)","(31.0, 48.0, 43.5)","(3.7, 4.4, 4.301639344262295)","(8.5, 13.0, 12.521739130434783)","(11.0, 13.0, 12.843434343434344)","(4.2, 4.7, 4.636666666666667)","(71.0, 160.0, 136.0)"
11-01-2023 12:02:16.005750,"(19.0, 28.0, 27.42222222222222)","(2.5, 3.05, 3.0032663316582915)","(31.0, 48.0, 43.5)","(3.7, 4.4, 4.301639344262295)","(8.5, 13.0, 12.521739130434783)","(11.0, 13.0, 12.811926605504587)","(4.2, 4.7, 4.630344827586207)","(71.0, 160.0, 136.0)"
11-01-2023 12:02:16.998272,"(19.0, 28.0, 27.42222222222222)","(2.5, 3.05, 3.0142307692307693)","(31.0, 48.0, 43.5)","(3.7, 4.4, 4.306)","(8.5, 13.0, 12.521739130434783)","(11.0, 13.0, 12.797029702970297)","(4.2, 4.7, 4.630344827586207)","(71.0, 160.0, 136.0)"
11-01-2023 12:02:18.059939,"(19.0, 28.0, 27.42222222222222)","(2.5, 3.05, 3.0253623188405796)","(31.0, 48.0, 43.5)","(3.7, 4.3, 4.2662162162162165)","(8.5, 13.0, 12.491935483870968)","(11.0, 13.0, 12.799019607843137)","(4.0, 4.7, 4.619199999999999)","(71.0, 160.0, 136.0)"
11-01-2023 12:02:19.101404,"(19.0, 28.0, 27.42222222222222)","(2.5, 3.05, 3.0446428571428568)","(31.0, 48.0, 43.5)","(3.7, 4.3, 4.2844827586206895)","(8.5, 12.5, 12.547368421052632)","(11.0, 13.0, 12.799019607843137)","(4.0, 4.7, 4.642622950819672)","(71.0, 160.0, 136.0)"
11-01-2023 12:02:20.124929,"(19.0, 28.0, 27.5609756097561)","(2.5, 3.05, 3.0347222222222223)","(31.0, 48.0, 43.5)","(3.7, 4.3, 4.2844827586206895)","(8.5, 13.0, 12.54326923076923)","(11.0, 13.0, 12.799019607843137)","(4.0, 4.7, 4.629370629370629)","(71.0, 160.0, 136.0)"
11-01-2023 12:02:21.159701,"(19.0, 28.0, 27.42222222222222)","(2.5, 3.1, 3.051219512195122)","(31.0, 48.0, 43.5)","(3.7, 4.3, 4.25632183908046)","(8.5, 13.0, 12.613821138211382)","(11.0, 13.0, 12.904494382022472)","(4.0, 4.7, 4.620481927710843)","(71.0, 160.0, 136.0)"
