,Denis The Menace,Kinimakatka,Artificial Blue,Lektra Flying,Nash Bale,Rose Danae,Speedy Mouse,Jayville Menace
04-01-2023 15:57:00.707880,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 27.25)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 44.18181818181819)","(9.0, 16.0, 12.75)","(3.0, 4.8, 3.8105263157894735)"
04-01-2023 15:57:01.931518,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 27.25)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 44.18181818181819)","(9.0, 16.0, 12.75)","(3.0, 4.8, 3.8105263157894735)"
04-01-2023 15:57:03.159705,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 27.25)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 42.81818181818181)","(9.0, 16.0, 12.75)","(3.0, 4.8, 3.8105263157894735)"
04-01-2023 15:57:04.229015,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 27.25)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 85.0, 42.81818181818181)","(9.0, 16.0, 12.75)","(3.0, 4.8, 3.8105263157894735)"
04-01-2023 15:57:05.339852,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 27.25)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 85.0, 42.81818181818181)","(9.0, 16.0, 12.75)","(3.0, 4.8, 3.8105263157894735)"
04-01-2023 15:57:06.495413,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 27.25)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 85.0, 42.81818181818181)","(9.0, 16.0, 12.75)","(3.0, 4.8, 3.8105263157894735)"
04-01-2023 15:57:07.776534,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 27.25)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 85.0, 42.81818181818181)","(9.0, 16.0, 12.75)","(3.0, 4.8, 3.8105263157894735)"
04-01-2023 15:57:09.153539,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 27.25)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 85.0, 42.81818181818181)","(9.0, 16.0, 12.75)","(3.0, 4.8, 3.8105263157894735)"
04-01-2023 15:57:10.437521,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 27.25)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 85.0, 42.81818181818181)","(9.0, 16.0, 12.75)","(3.0, 4.8, 3.8105263157894735)"
04-01-2023 15:57:11.846910,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 27.25)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 85.0, 42.81818181818181)","(9.0, 16.0, 12.75)","(3.0, 4.8, 3.8105263157894735)"
04-01-2023 15:57:13.024803,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 27.25)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 85.0, 42.81818181818181)","(9.0, 16.0, 12.75)","(3.0, 4.8, 3.8105263157894735)"
04-01-2023 15:57:14.183157,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 27.25)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 85.0, 42.81818181818181)","(9.0, 16.0, 12.75)","(3.0, 4.8, 3.8105263157894735)"
04-01-2023 15:57:15.348423,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 27.25)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 85.0, 42.81818181818181)","(9.0, 16.0, 12.75)","(3.0, 4.8, 3.7058823529411766)"
04-01-2023 15:57:16.508911,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 27.25)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 85.0, 42.81818181818181)","(9.0, 16.0, 12.75)","(3.0, 4.8, 3.3846153846153846)"
04-01-2023 15:57:17.664955,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 27.25)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 85.0, 42.81818181818181)","(9.0, 16.0, 12.75)","(3.0, 4.8, 3.3846153846153846)"
04-01-2023 15:57:18.758892,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 27.25)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 85.0, 42.81818181818181)","(9.0, 16.0, 12.75)","(3.0, 4.8, 3.3846153846153846)"
04-01-2023 15:57:19.854349,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 27.25)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 85.0, 42.81818181818181)","(9.0, 16.0, 12.75)","(3.0, 4.8, 3.3846153846153846)"
04-01-2023 15:57:20.957363,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 27.25)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 85.0, 42.81818181818181)","(9.0, 16.0, 12.75)","(3.0, 4.8, 3.3846153846153846)"
04-01-2023 15:57:22.156365,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 27.25)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 85.0, 42.81818181818181)","(9.0, 16.0, 12.75)","(3.0, 4.8, 3.3846153846153846)"
04-01-2023 15:57:23.332796,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 27.25)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 85.0, 42.81818181818181)","(9.0, 16.0, 12.75)","(3.0, 4.8, 3.3846153846153846)"
04-01-2023 15:57:24.551528,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 27.25)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 85.0, 46.875)","(9.0, 16.0, 12.96)","(3.0, 4.8, 3.3846153846153846)"
04-01-2023 15:57:25.718010,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 27.25)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 80.0, 46.875)","(9.0, 15.0, 12.166666666666666)","(3.0, 4.8, 3.3846153846153846)"
04-01-2023 15:57:26.821241,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 27.25)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 80.0, 50.625)","(9.0, 15.0, 13.785714285714285)","(3.0, 4.8, 3.3846153846153846)"
04-01-2023 15:57:27.816656,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 27.25)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 50.625)","(9.0, 15.0, 13.785714285714285)","(3.0, 4.8, 3.3846153846153846)"
04-01-2023 15:57:28.914392,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 27.25)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 50.625)","(9.0, 15.0, 13.785714285714285)","(3.0, 4.8, 3.3846153846153846)"
04-01-2023 15:57:30.046794,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 27.25)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 44.18181818181819)","(9.0, 15.0, 13.785714285714285)","(3.0, 4.8, 3.3846153846153846)"
04-01-2023 15:57:31.220549,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 27.25)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 44.18181818181819)","(9.0, 15.0, 13.785714285714285)","(3.0, 4.8, 3.3846153846153846)"
04-01-2023 15:57:32.409580,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 27.25)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 44.18181818181819)","(9.0, 15.0, 13.785714285714285)","(3.0, 4.8, 3.3846153846153846)"
04-01-2023 15:57:33.632465,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 27.25)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 44.18181818181819)","(9.0, 15.0, 13.785714285714285)","(3.0, 4.8, 3.3846153846153846)"
04-01-2023 15:57:34.792748,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 27.25)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 44.18181818181819)","(9.0, 15.0, 13.785714285714285)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:57:36.034395,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 27.25)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 44.18181818181819)","(9.0, 15.0, 13.785714285714285)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:57:37.170652,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 27.25)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 44.18181818181819)","(9.0, 15.0, 14.607142857142858)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:57:38.174831,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 27.25)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 44.18181818181819)","(9.0, 16.0, 14.607142857142858)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:57:39.230143,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 27.25)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 44.18181818181819)","(9.0, 16.0, 14.607142857142858)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:57:40.254807,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 27.25)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 47.5)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:57:41.327695,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 47.5)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:57:42.624714,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 47.5)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:57:43.722588,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 47.5)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:57:44.678534,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 47.5)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:57:45.762292,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 47.5)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:57:46.869385,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 46.25)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:57:48.032841,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 46.25)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:57:49.078836,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 46.25)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:57:50.102001,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 46.25)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:57:51.152100,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 46.25)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:57:52.156047,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 46.25)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:57:53.273039,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 46.25)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:57:54.349555,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 46.25)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:57:55.479415,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 46.25)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:57:56.565587,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 46.25)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:57:57.628656,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 46.25)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:57:58.624540,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 46.25)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:57:59.667379,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 46.25)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:58:00.752229,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 46.25)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:58:01.813055,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 46.25)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:58:02.957100,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 46.25)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:58:04.031887,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 46.25)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:58:05.062643,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 46.25)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:58:06.132427,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 46.25)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:58:07.197681,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 46.25)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:58:08.298767,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 46.25)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:58:09.441229,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 46.25)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:58:10.517003,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 46.25)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:58:11.600369,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 46.25)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:58:13.006863,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 46.25)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:58:14.057069,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 46.25)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:58:15.132779,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 46.25)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:58:16.239420,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 90.0, 57.5)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:58:17.266502,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 120.0, 44.375)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:58:18.341255,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 85.0, 44.375)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:58:19.560837,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 85.0, 44.375)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:58:20.657956,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 85.0, 44.375)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:58:21.762216,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 85.0, 44.375)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:58:22.786090,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 85.0, 44.375)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:58:23.864286,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 85.0, 44.375)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:58:24.892207,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 85.0, 44.375)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:58:25.966013,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 85.0, 44.375)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:58:27.129140,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 85.0, 44.375)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:58:28.181532,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 85.0, 44.375)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:58:29.265549,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 85.0, 44.375)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:58:30.444266,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 85.0, 44.375)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:58:31.606650,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 85.0, 44.375)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:58:32.704896,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 85.0, 44.375)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:58:33.846669,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 85.0, 44.375)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
04-01-2023 15:58:34.951570,"(5.5, 11.5, 10.857894736842105)","(4.6, 7.2, 6.371428571428572)","(14.0, 32.0, 30.7)","(5.5, 8.2, 8.04)","(5.0, 13.0, 12.8)","(31.0, 85.0, 44.375)","(9.0, 16.0, 15.219999999999999)","(3.0, 4.8, 3.1636363636363636)"
