,Jayville Mac,Typhoon Missile,Orford Bale,Alvarez Bale,Groomsman,Son Of Brock,Was A Soldier,Chasing Boyd
04-01-2023 13:13:01.017160,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.2025)","(10.0, 22.0, 21.0)","(6.0, 11.5, 9.777777777777779)"
04-01-2023 13:13:02.056454,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.2025)","(10.0, 22.0, 21.0)","(6.0, 11.5, 9.777777777777779)"
04-01-2023 13:13:03.074633,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.2025)","(10.0, 22.0, 21.0)","(6.0, 11.5, 9.777777777777779)"
04-01-2023 13:13:04.184373,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.2025)","(10.0, 22.0, 21.0)","(6.0, 11.5, 9.777777777777779)"
04-01-2023 13:13:05.388960,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.2025)","(10.0, 22.0, 21.0)","(6.0, 11.5, 9.777777777777779)"
04-01-2023 13:13:06.558641,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.7683333333333335)","(10.0, 22.0, 21.0)","(6.0, 11.5, 9.777777777777779)"
04-01-2023 13:13:07.799616,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.605)","(10.0, 22.0, 21.0)","(6.0, 11.5, 6.961538461538462)"
04-01-2023 13:13:08.828164,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.605)","(10.0, 22.0, 21.0)","(6.0, 11.5, 6.961538461538462)"
04-01-2023 13:13:10.077526,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.605)","(10.0, 22.0, 21.0)","(6.0, 11.5, 6.961538461538462)"
04-01-2023 13:13:11.170306,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.605)","(10.0, 22.0, 21.0)","(6.0, 11.5, 6.884615384615385)"
04-01-2023 13:13:12.233792,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.605)","(10.0, 22.0, 21.0)","(6.0, 11.5, 6.884615384615385)"
04-01-2023 13:13:13.255989,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.605)","(10.0, 22.0, 21.0)","(6.0, 11.5, 6.884615384615385)"
04-01-2023 13:13:14.306971,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 21.0)","(6.0, 11.5, 6.884615384615385)"
04-01-2023 13:13:15.359848,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 20.153846153846153)","(6.0, 11.5, 9.625)"
04-01-2023 13:13:16.487770,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 20.153846153846153)","(6.0, 11.0, 9.625)"
04-01-2023 13:13:17.614731,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 20.153846153846153)","(6.0, 11.0, 9.6)"
04-01-2023 13:13:18.666484,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 20.153846153846153)","(6.0, 11.0, 9.6)"
04-01-2023 13:13:19.744038,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 20.153846153846153)","(6.0, 11.0, 9.65)"
04-01-2023 13:13:20.794107,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 20.153846153846153)","(6.0, 11.0, 10.38888888888889)"
04-01-2023 13:13:21.913415,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 20.153846153846153)","(6.0, 11.0, 9.65)"
04-01-2023 13:13:23.031343,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 20.153846153846153)","(6.0, 11.0, 10.38888888888889)"
04-01-2023 13:13:24.051702,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 20.153846153846153)","(6.0, 11.0, 9.65)"
04-01-2023 13:13:25.099044,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 20.153846153846153)","(6.0, 11.0, 9.6)"
04-01-2023 13:13:26.252907,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 20.153846153846153)","(6.0, 11.0, 9.65)"
04-01-2023 13:13:27.397011,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 20.153846153846153)","(6.0, 11.0, 9.65)"
04-01-2023 13:13:28.520325,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 20.153846153846153)","(6.0, 11.0, 9.65)"
04-01-2023 13:13:29.628229,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 20.153846153846153)","(6.0, 11.0, 10.38888888888889)"
04-01-2023 13:13:30.640889,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 20.153846153846153)","(6.0, 11.0, 10.38888888888889)"
04-01-2023 13:13:31.666880,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 20.153846153846153)","(6.0, 11.0, 9.65)"
04-01-2023 13:13:32.683964,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 20.153846153846153)","(6.0, 11.0, 9.6)"
04-01-2023 13:13:33.741910,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 20.153846153846153)","(6.0, 11.0, 9.65)"
04-01-2023 13:13:34.844403,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 20.153846153846153)","(6.0, 11.0, 9.625)"
04-01-2023 13:13:35.909622,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 20.153846153846153)","(6.0, 11.0, 9.625)"
04-01-2023 13:13:37.010164,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 20.153846153846153)","(6.0, 11.0, 9.625)"
04-01-2023 13:13:38.119650,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 20.153846153846153)","(6.0, 11.0, 9.625)"
04-01-2023 13:13:39.498214,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 20.153846153846153)","(6.0, 11.0, 9.625)"
04-01-2023 13:13:40.628649,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 20.153846153846153)","(6.0, 11.0, 9.625)"
04-01-2023 13:13:41.689582,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 20.153846153846153)","(6.0, 11.0, 9.625)"
04-01-2023 13:13:42.906426,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 20.153846153846153)","(6.0, 11.0, 9.625)"
04-01-2023 13:13:44.096458,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 20.153846153846153)","(6.0, 11.0, 9.625)"
04-01-2023 13:13:45.228327,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 27.25)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 20.153846153846153)","(6.0, 11.0, 9.2)"
04-01-2023 13:13:46.339587,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:13:47.557630,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:13:48.679624,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:13:49.865290,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:13:51.115316,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:13:52.244364,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:13:53.370371,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:13:54.536727,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:13:55.701433,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:13:57.055880,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:13:58.391107,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:13:59.653994,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:14:01.011737,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:14:02.232436,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:14:03.478695,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:14:04.650016,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:14:05.820164,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:14:07.018891,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:14:08.194526,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:14:09.391491,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:14:10.563224,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:14:11.754719,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:14:12.966273,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:14:14.230468,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:14:15.398775,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:14:16.562637,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:14:17.712937,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:14:18.909775,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:14:20.064754,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:14:21.190577,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:14:22.294724,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:14:23.524112,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:14:24.791689,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:14:25.978971,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:14:27.110051,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:14:28.275035,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:14:29.445232,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:14:30.627368,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:14:31.838352,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:14:33.043009,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:14:34.205454,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:14:35.380661,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:14:36.677946,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:14:37.894919,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:14:39.050239,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
04-01-2023 13:14:40.219179,"(5.5, 8.8, 8.3625)","(18.0, 60.0, 46.40625)","(18.0, 65.0, 43.86363636363637)","(3.1, 4.6, 3.385)","(17.0, 40.0, 28.40909090909091)","(2.8, 4.9, 3.36875)","(10.0, 22.0, 14.333333333333334)","(6.0, 11.0, 9.2)"
