,Atout,Blue Sparkler,La Bella Figura,Aru And Me,Dazy Sundaze,Ellies Image,Irene Rose,Great Fantasy Nz,Liberty Song
09-01-2023 15:07:05.742080,"(5.0, 8.0, 6.32)","(11.0, 14.5, 12.166666666666666)","(4.2, 5.9, 5.166666666666667)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 220.0, 170.0)","(2.5, 3.25, 2.9899999999999998)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:06.889205,"(5.0, 8.0, 6.32)","(11.0, 14.5, 12.166666666666666)","(4.2, 5.9, 5.166666666666667)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 220.0, 170.0)","(2.5, 3.25, 2.9899999999999998)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:07.972407,"(5.0, 8.0, 6.32)","(11.0, 14.5, 12.166666666666666)","(4.2, 5.9, 5.166666666666667)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 220.0, 170.0)","(2.5, 3.25, 2.9899999999999998)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:09.144691,"(5.0, 8.0, 6.32)","(11.0, 14.5, 12.166666666666666)","(4.2, 5.9, 5.166666666666667)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 220.0, 170.0)","(2.5, 3.25, 2.9899999999999998)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:10.247165,"(5.0, 8.0, 6.32)","(11.0, 14.5, 12.166666666666666)","(4.2, 5.9, 5.166666666666667)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 220.0, 170.0)","(2.5, 3.25, 2.9899999999999998)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:11.316194,"(5.0, 8.0, 6.32)","(11.0, 14.5, 12.166666666666666)","(4.2, 5.9, 5.166666666666667)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 220.0, 170.0)","(2.5, 3.25, 2.9899999999999998)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:12.420810,"(5.0, 8.0, 6.32)","(11.0, 14.5, 12.166666666666666)","(4.2, 5.9, 5.166666666666667)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 220.0, 170.0)","(2.5, 3.25, 2.9899999999999998)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:13.573622,"(5.0, 8.0, 6.32)","(11.0, 14.5, 12.166666666666666)","(4.2, 5.9, 5.166666666666667)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 220.0, 170.0)","(2.5, 3.25, 2.9899999999999998)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:14.654194,"(5.0, 8.0, 6.32)","(11.0, 14.5, 12.166666666666666)","(4.2, 5.9, 5.166666666666667)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 220.0, 170.0)","(2.5, 3.25, 2.9899999999999998)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:15.733262,"(5.0, 8.0, 6.32)","(11.0, 14.5, 12.166666666666666)","(4.2, 5.9, 5.166666666666667)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 220.0, 170.0)","(2.5, 3.25, 2.9899999999999998)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:16.911118,"(5.0, 8.0, 6.32)","(11.0, 14.5, 12.166666666666666)","(4.2, 5.9, 5.166666666666667)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 220.0, 170.0)","(2.5, 3.25, 2.9899999999999998)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:18.061121,"(5.0, 8.0, 6.32)","(11.0, 14.5, 12.166666666666666)","(4.2, 5.9, 5.166666666666667)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.0)","(101.0, 220.0, 170.0)","(2.5, 3.25, 2.9899999999999998)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:19.126157,"(5.0, 8.0, 6.32)","(11.0, 14.5, 12.166666666666666)","(4.2, 5.9, 5.166666666666667)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.0)","(101.0, 220.0, 170.0)","(2.5, 3.25, 2.9899999999999998)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:20.426232,"(5.0, 8.0, 6.32)","(11.0, 14.5, 12.166666666666666)","(4.2, 5.9, 5.166666666666667)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.0)","(101.0, 220.0, 170.0)","(2.5, 3.25, 2.9899999999999998)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:21.909374,"(5.0, 8.0, 6.32)","(11.0, 14.5, 12.166666666666666)","(4.2, 5.9, 5.166666666666667)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.0)","(101.0, 220.0, 170.0)","(2.5, 3.25, 2.9899999999999998)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:23.143187,"(5.0, 8.0, 6.32)","(11.0, 14.5, 12.166666666666666)","(4.2, 5.9, 5.166666666666667)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.0)","(101.0, 220.0, 170.0)","(2.5, 3.25, 2.9899999999999998)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:24.348412,"(5.0, 8.0, 6.32)","(11.0, 14.5, 12.166666666666666)","(4.2, 5.9, 5.166666666666667)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.0)","(101.0, 220.0, 170.0)","(2.5, 3.25, 2.9899999999999998)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:25.490797,"(5.0, 8.0, 6.32)","(11.0, 14.5, 12.166666666666666)","(4.2, 5.9, 5.166666666666667)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.0)","(101.0, 220.0, 170.0)","(2.5, 3.25, 2.9899999999999998)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:26.599361,"(5.0, 8.0, 6.32)","(11.0, 14.5, 12.166666666666666)","(4.2, 5.9, 5.166666666666667)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.0)","(101.0, 220.0, 187.0)","(2.5, 3.25, 2.928)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:27.750577,"(5.0, 8.0, 6.32)","(11.0, 14.5, 12.166666666666666)","(4.2, 5.9, 5.166666666666667)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.0)","(101.0, 210.0, 187.0)","(2.5, 3.2, 2.928)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:28.960998,"(5.0, 8.0, 6.32)","(11.0, 20.0, 16.4)","(4.2, 5.9, 5.166666666666667)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.0)","(101.0, 210.0, 187.0)","(2.5, 3.2, 2.928)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:30.070455,"(5.0, 8.0, 6.32)","(11.0, 20.0, 16.4)","(4.2, 5.9, 5.166666666666667)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 210.0, 165.0)","(2.5, 3.2, 2.928)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:31.221138,"(5.0, 8.0, 6.32)","(11.0, 19.5, 16.1)","(4.2, 5.9, 5.166666666666667)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 2.928)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:32.344432,"(5.0, 8.0, 6.32)","(11.0, 19.5, 16.1)","(4.2, 5.9, 5.166666666666667)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 2.928)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:33.414714,"(5.0, 8.0, 6.32)","(11.0, 19.5, 16.1)","(4.2, 5.9, 5.166666666666667)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 2.928)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:34.580194,"(5.0, 8.0, 6.32)","(11.0, 19.5, 16.1)","(4.2, 5.9, 5.166666666666667)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 2.928)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:35.775922,"(5.0, 8.0, 6.32)","(11.0, 19.5, 16.1)","(4.2, 5.9, 5.166666666666667)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 2.928)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:36.839663,"(5.0, 8.0, 6.32)","(11.0, 19.5, 16.1)","(4.2, 5.9, 5.166666666666667)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 2.928)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:38.105444,"(5.0, 8.0, 6.32)","(11.0, 19.5, 16.1)","(4.2, 5.9, 5.166666666666667)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 2.928)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:39.342225,"(5.0, 8.0, 6.32)","(11.0, 19.5, 16.1)","(4.2, 5.9, 5.166666666666667)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 2.928)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:40.580960,"(5.0, 8.0, 6.32)","(11.0, 19.5, 16.1)","(4.2, 5.9, 5.166666666666667)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 2.928)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:41.788455,"(5.0, 8.0, 6.32)","(11.0, 19.5, 16.1)","(4.2, 5.9, 5.166666666666667)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 2.928)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:43.012898,"(5.0, 8.0, 6.32)","(11.0, 19.5, 16.1)","(4.2, 5.9, 5.166666666666667)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 2.928)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:44.245936,"(5.0, 8.0, 6.32)","(11.0, 19.5, 16.1)","(4.2, 5.9, 5.166666666666667)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 2.928)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:45.441515,"(5.0, 8.0, 6.32)","(11.0, 19.5, 16.1)","(4.2, 5.9, 5.166666666666667)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 2.928)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:46.603860,"(5.0, 8.0, 6.32)","(11.0, 19.5, 16.1)","(4.2, 5.9, 5.166666666666667)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 3.0300000000000002)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:47.727515,"(5.0, 8.0, 6.32)","(11.0, 19.5, 16.1)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 3.0300000000000002)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:48.811210,"(5.0, 8.0, 6.32)","(11.0, 19.5, 16.1)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 3.0300000000000002)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:49.853536,"(5.0, 8.0, 6.32)","(11.0, 19.5, 16.1)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 3.0300000000000002)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:50.947929,"(5.0, 8.0, 6.32)","(11.0, 19.5, 16.1)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 3.0300000000000002)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:52.016893,"(5.0, 8.0, 6.32)","(11.0, 19.5, 16.1)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 3.0300000000000002)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:53.175755,"(5.0, 8.0, 6.32)","(11.0, 19.5, 16.1)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 3.0300000000000002)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:54.410312,"(5.0, 8.0, 6.32)","(11.0, 19.5, 16.1)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.0)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 3.0300000000000002)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:55.610943,"(5.0, 8.0, 6.32)","(11.0, 19.5, 16.1)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.0)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 3.0300000000000002)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:56.853876,"(5.0, 8.0, 6.32)","(11.0, 19.5, 16.1)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.0)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 3.0300000000000002)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:58.093442,"(5.0, 8.0, 6.32)","(11.0, 19.5, 16.1)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.0)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 3.0300000000000002)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:07:59.335873,"(5.0, 8.0, 6.32)","(11.0, 19.5, 16.1)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.0)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 3.0300000000000002)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:08:00.591023,"(5.0, 8.0, 6.32)","(11.0, 19.5, 16.1)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.0)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 2.9166666666666665)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:08:01.756362,"(5.0, 8.0, 6.32)","(11.0, 19.5, 16.1)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.0)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 2.9166666666666665)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:08:02.928937,"(5.0, 8.0, 7.066666666666666)","(11.0, 19.5, 16.1)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.0)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 2.9166666666666665)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:08:04.095765,"(5.0, 8.0, 7.5)","(11.0, 19.5, 16.1)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.0)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 2.9166666666666665)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:08:05.175975,"(5.0, 8.0, 7.5)","(11.0, 19.5, 16.1)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 2.9166666666666665)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:08:06.241125,"(5.0, 8.0, 7.5)","(11.0, 19.5, 16.1)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 2.9166666666666665)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:08:07.400355,"(5.0, 8.0, 7.5)","(11.0, 19.5, 16.1)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 2.9166666666666665)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:08:08.469007,"(5.0, 8.0, 7.5)","(11.0, 19.5, 16.1)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 2.9166666666666665)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:08:09.547469,"(5.0, 8.0, 7.5)","(11.0, 19.5, 16.1)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 2.9166666666666665)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:08:10.806038,"(5.0, 8.0, 7.5)","(11.0, 19.5, 16.1)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 2.9166666666666665)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:08:12.018305,"(5.0, 8.0, 7.5)","(11.0, 19.5, 16.1)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 2.9166666666666665)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:08:13.247733,"(5.0, 8.0, 7.5)","(11.0, 19.5, 16.1)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 2.9166666666666665)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:08:14.508303,"(5.0, 8.0, 7.5)","(11.0, 19.5, 16.1)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 2.9166666666666665)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:08:15.704264,"(5.0, 8.0, 7.5)","(11.0, 19.5, 16.1)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 2.9166666666666665)","(16.0, 99999, 99990)","(10.0, 16.0, 14.571428571428571)"
09-01-2023 15:08:16.957895,"(5.0, 8.0, 7.5)","(11.0, 19.5, 16.1)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 2.9166666666666665)","(16.0, 99999, 99990)","(10.0, 16.0, 14.5)"
09-01-2023 15:08:18.181241,"(5.0, 8.0, 7.5)","(11.0, 19.5, 13.55)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 2.9166666666666665)","(16.0, 99999, 99990)","(10.0, 16.0, 14.166666666666666)"
09-01-2023 15:08:19.348073,"(5.0, 8.0, 7.5)","(11.0, 19.5, 13.55)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 2.9166666666666665)","(16.0, 99999, 99990)","(10.0, 16.0, 14.166666666666666)"
09-01-2023 15:08:20.515745,"(5.0, 8.0, 7.5)","(11.0, 19.5, 13.55)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 2.9166666666666665)","(16.0, 99999, 99990)","(10.0, 16.0, 14.166666666666666)"
09-01-2023 15:08:21.726618,"(5.0, 8.0, 7.5)","(11.0, 19.5, 13.55)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 2.9166666666666665)","(16.0, 99999, 99990)","(10.0, 16.0, 14.166666666666666)"
09-01-2023 15:08:22.896104,"(5.0, 8.0, 7.5)","(11.0, 19.5, 13.55)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 2.9166666666666665)","(16.0, 99999, 99990)","(10.0, 16.0, 14.166666666666666)"
09-01-2023 15:08:24.082619,"(5.0, 8.0, 7.5)","(11.0, 19.5, 13.55)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.66666666666666)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 2.9166666666666665)","(16.0, 99999, 99990)","(10.0, 16.0, 14.166666666666666)"
09-01-2023 15:08:25.299111,"(5.0, 8.0, 7.5)","(11.0, 19.5, 13.55)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 85.71428571428572)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.2, 2.806)","(16.0, 99999, 99990)","(10.0, 16.0, 14.166666666666666)"
09-01-2023 15:08:26.514795,"(5.0, 8.0, 7.5)","(11.0, 19.0, 13.666666666666666)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 85.71428571428572)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.15, 2.806)","(16.0, 99999, 99990)","(10.0, 16.0, 14.166666666666666)"
09-01-2023 15:08:27.749690,"(5.0, 8.4, 7.6000000000000005)","(11.0, 19.0, 13.666666666666666)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.0)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.15, 2.806)","(16.0, 99999, 99990)","(10.0, 16.0, 14.166666666666666)"
09-01-2023 15:08:28.976577,"(5.0, 8.2, 7.257142857142856)","(11.0, 19.0, 15.0)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.0)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.15, 2.806)","(16.0, 99999, 99990)","(10.0, 16.0, 14.166666666666666)"
09-01-2023 15:08:30.131249,"(5.0, 8.2, 7.257142857142856)","(11.0, 18.5, 14.214285714285715)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.0)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.15, 2.806)","(16.0, 99999, 99990)","(10.0, 16.0, 14.166666666666666)"
09-01-2023 15:08:31.298281,"(5.0, 8.2, 7.257142857142856)","(11.0, 18.0, 14.9)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.0)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.15, 2.806)","(16.0, 99999, 99990)","(10.0, 16.0, 14.166666666666666)"
09-01-2023 15:08:32.516956,"(5.0, 8.2, 7.257142857142856)","(11.0, 17.5, 14.9)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.0)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.15, 2.806)","(16.0, 99999, 99990)","(10.0, 16.0, 14.166666666666666)"
09-01-2023 15:08:33.700798,"(5.0, 8.2, 7.257142857142856)","(11.0, 17.5, 13.4375)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.0)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.15, 2.806)","(16.0, 99999, 99990)","(10.0, 16.0, 14.166666666666666)"
09-01-2023 15:08:34.993748,"(5.0, 8.2, 7.257142857142856)","(11.0, 17.5, 14.9)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.0)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.15, 2.806)","(16.0, 99999, 99990)","(10.0, 16.0, 14.166666666666666)"
09-01-2023 15:08:36.294509,"(5.0, 8.2, 7.257142857142856)","(11.0, 17.5, 13.4375)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 82.0)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.15, 2.806)","(16.0, 99999, 99990)","(10.0, 16.0, 14.777777777777779)"
09-01-2023 15:08:37.566659,"(5.0, 8.2, 7.257142857142856)","(11.0, 17.5, 13.4375)","(4.2, 5.8, 5.05)","(6.0, 8.6, 8.1)","(41.0, 100.0, 86.5)","(101.0, 200.0, 177.14285714285714)","(2.5, 3.15, 2.806)","(16.0, 99999, 99990)","(10.0, 16.0, 14.777777777777779)"
