,Mccrikey,No Terror,Ifyousayso,Cloudy Bay,Deceptive Lee,Terry,Heisenberg
16-12-2022 14:02:26.989064,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.4, 2.6535714285714285)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:02:28.166783,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.35, 2.6535714285714285)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:02:29.202627,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.35, 2.6535714285714285)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:02:30.245991,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.35, 2.6535714285714285)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:02:31.250255,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.35, 2.6535714285714285)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:02:32.271019,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.35, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:02:33.205707,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:02:34.150094,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:02:35.185317,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:02:36.205182,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:02:37.298879,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:02:38.368282,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:02:39.401750,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:02:40.431647,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:02:41.530557,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.4, 2.65)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:02:42.516319,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.35, 2.65)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:02:43.649468,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.35, 2.65)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:02:44.567017,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.35, 2.65)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:02:45.705127,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.35, 2.65)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:02:46.911346,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.35, 2.625757575757576)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:02:48.050888,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.45, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:02:49.187556,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:02:50.527608,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:02:51.644934,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:02:52.722811,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:02:53.693318,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:02:54.811937,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:02:55.875275,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:02:56.942587,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.4, 2.65)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:02:57.933111,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.35, 2.65)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:02:58.892803,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.35, 2.65)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:02:59.984992,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.35, 2.65)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:03:01.121178,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.35, 2.625757575757576)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:03:02.251076,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.45, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:03:03.412973,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:03:04.530305,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:03:05.578871,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.4, 2.6535714285714285)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:03:06.645341,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.35, 2.6265625)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:03:07.731836,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.45, 2.6607142857142856)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:03:08.874158,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:03:09.975431,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:03:11.069763,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.5, 10.725000000000001)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:03:12.179196,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.575)","(8.5, 16.5, 11.200000000000001)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:03:13.239901,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.575)","(8.5, 16.0, 11.200000000000001)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:03:14.276789,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.575)","(8.5, 16.0, 11.200000000000001)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:03:15.396382,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.575)","(8.5, 16.0, 11.200000000000001)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:03:16.398689,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.575)","(8.5, 16.0, 11.200000000000001)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:03:17.371033,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.575)","(8.5, 16.0, 11.200000000000001)","(2.5, 3.35, 2.615957446808511)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:03:18.366917,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.575)","(8.5, 16.0, 11.200000000000001)","(2.5, 3.35, 2.615957446808511)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:03:19.431215,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.575)","(8.5, 16.0, 11.200000000000001)","(2.5, 3.35, 2.615957446808511)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:03:20.516760,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.575)","(8.5, 16.0, 11.200000000000001)","(2.5, 3.35, 2.615957446808511)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:03:21.743551,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.575)","(8.5, 16.0, 11.200000000000001)","(2.5, 3.35, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:03:23.164080,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.575)","(8.5, 16.0, 11.200000000000001)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:03:24.500547,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.575)","(8.5, 16.0, 11.200000000000001)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:03:25.693104,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.575)","(8.5, 16.0, 10.850000000000001)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:03:26.852907,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.575)","(8.5, 17.0, 10.850000000000001)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:03:28.008875,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.575)","(8.5, 17.0, 10.850000000000001)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:03:29.094623,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.575)","(8.5, 17.0, 10.850000000000001)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:03:30.143237,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.575)","(8.5, 17.0, 10.850000000000001)","(2.5, 3.4, 2.65)","(2.8, 5.8, 5.473333333333333)"
16-12-2022 14:03:31.107755,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.575)","(8.5, 17.0, 10.850000000000001)","(2.5, 3.35, 2.625757575757576)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:03:32.100517,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.575)","(8.5, 17.0, 10.850000000000001)","(2.5, 3.45, 2.6535714285714285)","(2.8, 5.8, 5.473333333333333)"
16-12-2022 14:03:33.185445,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.575)","(8.5, 17.0, 10.850000000000001)","(2.5, 3.35, 2.6265625)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:03:34.418017,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.575)","(8.5, 17.0, 10.850000000000001)","(2.5, 3.45, 2.6535714285714285)","(2.8, 5.8, 5.473333333333333)"
16-12-2022 14:03:35.609914,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.575)","(8.5, 17.0, 10.850000000000001)","(2.5, 3.35, 2.6265625)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:03:36.814656,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.575)","(8.5, 17.0, 10.850000000000001)","(2.5, 3.45, 2.6535714285714285)","(2.8, 5.8, 5.473333333333333)"
16-12-2022 14:03:38.172595,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.575)","(8.5, 17.0, 10.850000000000001)","(2.5, 3.35, 2.6535714285714285)","(2.8, 5.8, 5.473333333333333)"
16-12-2022 14:03:39.313324,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.575)","(8.5, 17.0, 10.850000000000001)","(2.5, 3.35, 2.6535714285714285)","(2.8, 5.8, 5.473333333333333)"
16-12-2022 14:03:40.623820,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.575)","(8.5, 17.0, 10.850000000000001)","(2.5, 3.35, 2.6535714285714285)","(2.8, 5.8, 5.473333333333333)"
16-12-2022 14:03:41.711465,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.575)","(8.5, 17.0, 10.850000000000001)","(2.5, 3.35, 2.6535714285714285)","(2.8, 5.8, 5.473333333333333)"
16-12-2022 14:03:42.798956,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.575)","(8.5, 17.0, 10.850000000000001)","(2.5, 3.35, 2.8125)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:03:43.776081,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.575)","(8.5, 17.0, 10.850000000000001)","(2.5, 3.45, 2.6607142857142856)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:03:44.872423,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.575)","(8.5, 17.0, 15.2)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:03:46.135713,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.575)","(8.5, 17.0, 15.2)","(2.5, 3.4, 2.6535714285714285)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:03:47.211274,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.575)","(8.5, 17.0, 15.2)","(2.5, 3.35, 2.8125)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:03:48.348784,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.575)","(8.5, 17.0, 15.2)","(2.5, 3.45, 2.6535714285714285)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:03:49.457807,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.575)","(8.5, 17.0, 15.2)","(2.5, 3.35, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:03:50.592983,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.575)","(8.5, 17.0, 15.2)","(2.5, 3.4, 2.6535714285714285)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:03:51.754389,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.575)","(8.5, 17.0, 15.2)","(2.5, 3.35, 2.6535714285714285)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:03:52.999617,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 41.75)","(7.0, 15.5, 12.8)","(8.5, 17.0, 15.2)","(2.5, 3.35, 3.1915068493150685)","(2.8, 5.8, 5.688148148148148)"
16-12-2022 14:03:54.172306,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 12.8)","(8.5, 17.0, 15.2)","(2.5, 3.35, 3.1915068493150685)","(2.8, 5.8, 5.742264150943396)"
16-12-2022 14:03:55.336634,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 12.8)","(8.5, 17.0, 15.2)","(2.5, 3.35, 3.232602739726027)","(2.8, 5.8, 5.688148148148148)"
16-12-2022 14:03:56.415421,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 12.8)","(8.5, 17.0, 10.25)","(2.5, 3.4, 3.232602739726027)","(2.8, 5.8, 5.688148148148148)"
16-12-2022 14:03:57.453983,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 12.8)","(8.5, 17.0, 10.25)","(2.5, 3.4, 3.232602739726027)","(2.8, 5.8, 5.688148148148148)"
16-12-2022 14:03:58.545270,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 12.8)","(8.5, 17.0, 10.25)","(2.5, 3.4, 3.232602739726027)","(2.8, 5.8, 5.688148148148148)"
16-12-2022 14:03:59.819349,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 12.8)","(8.5, 17.0, 10.25)","(2.5, 3.4, 3.1915068493150685)","(2.8, 5.8, 5.688148148148148)"
16-12-2022 14:04:00.936488,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 12.8)","(8.5, 17.0, 10.25)","(2.5, 3.35, 3.3032432432432435)","(2.8, 5.8, 5.742264150943396)"
16-12-2022 14:04:01.984155,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 12.8)","(8.5, 17.0, 10.25)","(2.5, 3.5, 3.3032432432432435)","(2.8, 5.8, 5.48)"
16-12-2022 14:04:03.085093,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 12.8)","(8.5, 17.0, 10.25)","(2.5, 3.4, 3.222162162162162)","(2.8, 5.8, 5.48)"
16-12-2022 14:04:04.165393,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 12.8)","(8.5, 17.0, 15.2)","(2.5, 3.4, 3.3032432432432435)","(2.8, 5.8, 5.688148148148148)"
16-12-2022 14:04:05.265778,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 12.8)","(8.5, 17.0, 15.2)","(2.5, 3.5, 3.222162162162162)","(2.8, 5.8, 5.688148148148148)"
16-12-2022 14:04:06.340352,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 12.8)","(8.5, 17.0, 15.2)","(2.5, 3.4, 3.222162162162162)","(2.8, 5.8, 5.688148148148148)"
16-12-2022 14:04:07.455408,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 15.2)","(2.5, 3.5, 3.222162162162162)","(2.8, 5.8, 5.688148148148148)"
16-12-2022 14:04:08.541691,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 15.2)","(2.5, 3.4, 3.3032432432432435)","(2.8, 5.8, 5.686037735849056)"
16-12-2022 14:04:09.666039,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 15.2)","(2.5, 3.5, 3.3032432432432435)","(2.8, 5.8, 5.686037735849056)"
16-12-2022 14:04:10.882356,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 15.2)","(2.5, 3.5, 3.222162162162162)","(2.8, 5.8, 5.686037735849056)"
16-12-2022 14:04:11.959199,"(14.0, 36.0, 25.25)","(7.0, 18.0, 12.399999999999999)","(14.0, 70.0, 41.75)","(7.0, 15.5, 9.275)","(8.5, 17.0, 15.2)","(2.5, 3.4, 3.3032432432432435)","(2.8, 5.8, 5.686037735849056)"
