,Mccrikey,No Terror,Ifyousayso,Cloudy Bay,Deceptive Lee,Terry,Heisenberg
16-12-2022 14:00:17.591683,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 14.5, 9.9)","(8.5, 16.5, 15.284615384615385)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:00:18.722136,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 14.5, 9.9)","(8.5, 16.5, 15.284615384615385)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:00:19.807559,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 14.5, 9.9)","(8.5, 16.5, 15.284615384615385)","(2.5, 3.4, 2.6535714285714285)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:00:20.838374,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 14.5, 9.9)","(8.5, 16.5, 15.284615384615385)","(2.5, 3.35, 2.6535714285714285)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:00:21.907846,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 14.5, 9.9)","(8.5, 16.5, 15.284615384615385)","(2.5, 3.35, 2.6535714285714285)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:00:23.012494,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 14.5, 9.9)","(8.5, 16.5, 15.284615384615385)","(2.5, 3.35, 2.6535714285714285)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:00:24.174778,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 14.5, 10.066666666666666)","(8.5, 16.5, 15.284615384615385)","(2.5, 3.35, 2.6535714285714285)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:00:25.450312,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 16.5, 15.284615384615385)","(2.5, 3.35, 2.6265625)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:00:26.769421,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 16.5, 15.284615384615385)","(2.5, 3.45, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:00:27.950134,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 16.5, 15.284615384615385)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:00:29.174734,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 16.5, 15.284615384615385)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:00:30.342162,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 16.5, 15.284615384615385)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:00:31.522595,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 16.5, 15.284615384615385)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:00:32.687741,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 16.5, 15.284615384615385)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:00:33.799751,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 16.5, 15.284615384615385)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:00:34.921497,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 16.5, 15.284615384615385)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:00:36.074090,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 16.5, 15.284615384615385)","(2.5, 3.4, 2.65)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:00:37.257902,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 16.5, 15.284615384615385)","(2.5, 3.35, 2.65)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:00:38.494138,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 16.5, 15.284615384615385)","(2.5, 3.35, 2.65)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:00:39.613724,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 16.5, 15.284615384615385)","(2.5, 3.35, 2.65)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:00:40.809270,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 16.5, 15.284615384615385)","(2.5, 3.35, 2.65)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:00:42.369117,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 16.5, 15.284615384615385)","(2.5, 3.35, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:00:43.741176,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 16.5, 15.284615384615385)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:00:44.932568,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 16.5, 15.284615384615385)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:00:46.097332,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 16.5, 15.284615384615385)","(2.5, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:00:47.308987,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 16.5, 15.284615384615385)","(2.5, 3.4, 2.6535714285714285)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:00:48.512281,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 16.5, 15.284615384615385)","(2.5, 3.35, 2.6535714285714285)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:00:49.776186,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 16.5, 15.284615384615385)","(2.5, 3.35, 2.6535714285714285)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:00:50.886076,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 16.5, 15.284615384615385)","(2.5, 3.35, 2.6535714285714285)","(2.8, 5.8, 5.473333333333333)"
16-12-2022 14:00:52.056419,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 16.5, 15.284615384615385)","(2.5, 3.35, 2.6535714285714285)","(2.8, 5.8, 5.473333333333333)"
16-12-2022 14:00:53.255833,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 16.5, 15.284615384615385)","(2.5, 3.35, 2.657142857142857)","(2.8, 5.8, 5.473333333333333)"
16-12-2022 14:00:54.469098,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 16.5, 15.284615384615385)","(2.45, 3.4, 2.657142857142857)","(2.8, 5.8, 5.473333333333333)"
16-12-2022 14:00:55.719059,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 16.5, 15.284615384615385)","(2.45, 3.4, 2.657142857142857)","(2.8, 5.8, 5.471111111111111)"
16-12-2022 14:00:56.871702,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 16.5, 15.284615384615385)","(2.45, 3.4, 2.657142857142857)","(2.8, 5.8, 5.471111111111111)"
16-12-2022 14:00:58.140818,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 16.5, 10.975000000000001)","(2.45, 3.4, 2.657142857142857)","(2.8, 5.8, 5.471111111111111)"
16-12-2022 14:00:59.337913,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 17.5, 10.975000000000001)","(2.45, 3.4, 2.657142857142857)","(2.8, 5.8, 5.471111111111111)"
16-12-2022 14:01:00.742028,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 17.5, 10.975000000000001)","(2.45, 3.4, 2.657142857142857)","(2.8, 5.8, 5.471111111111111)"
16-12-2022 14:01:01.950708,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 17.5, 10.975000000000001)","(2.45, 3.4, 2.657142857142857)","(2.8, 5.8, 5.473333333333333)"
16-12-2022 14:01:03.123367,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 17.5, 10.975000000000001)","(2.45, 3.4, 2.65)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:01:04.194176,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 55.0)","(7.0, 15.0, 10.066666666666666)","(8.5, 17.5, 10.975000000000001)","(2.45, 3.35, 2.625757575757576)","(2.8, 5.8, 5.473333333333333)"
16-12-2022 14:01:05.478941,"(14.0, 46.0, 19.75)","(7.0, 18.0, 11.066666666666666)","(14.0, 85.0, 55.0)","(7.0, 15.0, 10.066666666666666)","(8.5, 17.5, 10.975000000000001)","(2.45, 3.45, 2.625757575757576)","(2.8, 5.8, 5.473333333333333)"
16-12-2022 14:01:06.790946,"(14.0, 46.0, 19.75)","(7.0, 18.0, 11.066666666666666)","(14.0, 85.0, 55.0)","(7.0, 15.0, 10.066666666666666)","(8.5, 17.5, 10.975000000000001)","(2.45, 3.45, 2.65)","(2.8, 5.8, 5.471111111111111)"
16-12-2022 14:01:07.816889,"(14.0, 46.0, 19.75)","(7.0, 18.0, 11.066666666666666)","(14.0, 85.0, 55.0)","(7.0, 15.0, 10.066666666666666)","(8.5, 17.5, 10.975000000000001)","(2.45, 3.35, 2.65)","(2.8, 5.8, 5.471111111111111)"
16-12-2022 14:01:08.858424,"(14.0, 46.0, 19.75)","(7.0, 18.0, 11.066666666666666)","(14.0, 85.0, 55.0)","(7.0, 15.0, 10.066666666666666)","(8.5, 17.5, 11.700000000000001)","(2.45, 3.35, 2.65)","(2.8, 5.8, 5.471111111111111)"
16-12-2022 14:01:09.987601,"(14.0, 46.0, 19.75)","(7.0, 18.0, 11.066666666666666)","(14.0, 85.0, 55.0)","(7.0, 15.0, 10.066666666666666)","(8.5, 17.5, 11.700000000000001)","(2.45, 3.35, 2.65)","(2.8, 5.8, 5.471111111111111)"
16-12-2022 14:01:11.140934,"(14.0, 65.0, 22.916666666666664)","(7.0, 18.0, 11.066666666666666)","(14.0, 85.0, 55.0)","(7.0, 15.0, 10.066666666666666)","(8.5, 17.5, 11.700000000000001)","(2.45, 3.35, 2.65)","(2.8, 5.8, 5.471111111111111)"
16-12-2022 14:01:12.551119,"(14.0, 65.0, 22.916666666666664)","(7.0, 18.0, 11.066666666666666)","(14.0, 85.0, 55.0)","(7.0, 15.0, 10.066666666666666)","(8.5, 17.5, 11.700000000000001)","(2.45, 3.45, 2.657142857142857)","(2.8, 5.8, 5.471111111111111)"
16-12-2022 14:01:13.647021,"(14.0, 65.0, 22.916666666666664)","(7.0, 18.0, 11.066666666666666)","(14.0, 85.0, 55.0)","(7.0, 15.0, 10.066666666666666)","(8.5, 17.5, 11.700000000000001)","(2.45, 3.4, 2.657142857142857)","(2.8, 5.8, 5.471111111111111)"
16-12-2022 14:01:14.827539,"(14.0, 65.0, 22.916666666666664)","(7.0, 18.0, 11.066666666666666)","(14.0, 85.0, 55.0)","(7.0, 15.0, 10.066666666666666)","(8.5, 17.5, 11.700000000000001)","(2.45, 3.4, 2.657142857142857)","(2.8, 5.8, 5.471111111111111)"
16-12-2022 14:01:15.905844,"(14.0, 65.0, 22.916666666666664)","(7.0, 18.0, 11.066666666666666)","(14.0, 85.0, 55.0)","(7.0, 15.0, 10.066666666666666)","(8.5, 17.5, 11.700000000000001)","(2.45, 3.4, 2.657142857142857)","(2.8, 5.8, 5.471111111111111)"
16-12-2022 14:01:17.138123,"(14.0, 65.0, 22.916666666666664)","(7.0, 18.0, 11.066666666666666)","(14.0, 85.0, 55.0)","(7.0, 15.0, 10.066666666666666)","(8.5, 17.5, 11.700000000000001)","(2.45, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:01:18.331984,"(14.0, 65.0, 22.916666666666664)","(7.0, 18.0, 11.066666666666666)","(14.0, 85.0, 69.58333333333334)","(7.0, 15.0, 10.066666666666666)","(8.5, 17.5, 11.700000000000001)","(2.45, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:01:19.532508,"(14.0, 65.0, 22.916666666666664)","(7.0, 18.0, 11.066666666666666)","(14.0, 110.0, 69.58333333333334)","(7.0, 15.0, 10.066666666666666)","(8.5, 17.5, 11.700000000000001)","(2.45, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:01:20.992161,"(14.0, 65.0, 22.916666666666664)","(7.0, 18.0, 11.066666666666666)","(14.0, 110.0, 69.58333333333334)","(7.0, 15.0, 10.066666666666666)","(8.5, 17.5, 11.700000000000001)","(2.45, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:01:22.048286,"(14.0, 65.0, 22.916666666666664)","(7.0, 18.0, 11.066666666666666)","(14.0, 110.0, 69.58333333333334)","(7.0, 15.0, 10.066666666666666)","(8.5, 17.5, 11.700000000000001)","(2.45, 3.4, 2.65)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:01:23.311259,"(14.0, 65.0, 22.916666666666664)","(7.0, 18.0, 11.066666666666666)","(14.0, 110.0, 69.58333333333334)","(7.0, 15.0, 10.066666666666666)","(8.5, 17.5, 11.700000000000001)","(2.45, 3.35, 2.65)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:01:24.396252,"(14.0, 65.0, 22.916666666666664)","(7.0, 18.0, 11.066666666666666)","(14.0, 110.0, 69.58333333333334)","(7.0, 15.0, 10.066666666666666)","(8.5, 17.5, 11.700000000000001)","(2.45, 3.35, 2.65)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:01:25.506025,"(14.0, 65.0, 22.916666666666664)","(7.0, 18.0, 11.066666666666666)","(14.0, 110.0, 69.58333333333334)","(7.0, 15.0, 10.066666666666666)","(8.5, 17.5, 11.700000000000001)","(2.45, 3.35, 2.65)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:01:26.576084,"(14.0, 65.0, 22.916666666666664)","(7.0, 18.0, 11.066666666666666)","(14.0, 110.0, 69.58333333333334)","(7.0, 15.0, 10.066666666666666)","(8.5, 17.5, 11.700000000000001)","(2.45, 3.35, 2.625757575757576)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:01:27.644122,"(14.0, 65.0, 22.916666666666664)","(7.0, 18.0, 11.066666666666666)","(14.0, 110.0, 69.58333333333334)","(7.0, 15.0, 10.066666666666666)","(8.5, 17.5, 11.700000000000001)","(2.45, 3.45, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:01:28.820997,"(14.0, 65.0, 22.916666666666664)","(7.0, 18.0, 11.066666666666666)","(14.0, 110.0, 69.58333333333334)","(7.0, 15.0, 10.066666666666666)","(8.5, 17.5, 11.700000000000001)","(2.45, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:01:30.186521,"(14.0, 65.0, 22.916666666666664)","(7.0, 18.0, 11.066666666666666)","(14.0, 110.0, 69.58333333333334)","(7.0, 15.0, 10.066666666666666)","(8.5, 17.5, 11.700000000000001)","(2.45, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:01:31.503705,"(14.0, 65.0, 22.916666666666664)","(7.0, 18.0, 11.066666666666666)","(14.0, 110.0, 69.58333333333334)","(7.0, 15.0, 10.066666666666666)","(8.5, 17.5, 11.700000000000001)","(2.45, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:01:32.666489,"(14.0, 65.0, 22.916666666666664)","(7.0, 18.0, 11.066666666666666)","(14.0, 110.0, 69.58333333333334)","(7.0, 15.0, 10.066666666666666)","(8.5, 17.5, 11.700000000000001)","(2.45, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:01:33.810592,"(14.0, 65.0, 22.916666666666664)","(7.0, 18.0, 11.066666666666666)","(14.0, 110.0, 69.58333333333334)","(7.0, 15.0, 10.066666666666666)","(8.5, 17.5, 11.700000000000001)","(2.45, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:01:34.913640,"(14.0, 65.0, 22.916666666666664)","(7.0, 18.0, 11.066666666666666)","(14.0, 110.0, 69.58333333333334)","(7.0, 15.0, 10.066666666666666)","(8.5, 17.5, 11.700000000000001)","(2.45, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:01:36.053297,"(14.0, 65.0, 22.916666666666664)","(7.0, 18.0, 11.066666666666666)","(14.0, 110.0, 69.58333333333334)","(7.0, 15.0, 10.066666666666666)","(8.5, 17.5, 11.700000000000001)","(2.45, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:01:37.262177,"(14.0, 65.0, 22.916666666666664)","(7.0, 18.0, 11.066666666666666)","(14.0, 110.0, 69.58333333333334)","(7.0, 15.0, 10.066666666666666)","(8.5, 17.5, 11.700000000000001)","(2.45, 3.4, 2.65)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:01:38.429409,"(14.0, 65.0, 22.916666666666664)","(7.0, 18.0, 11.066666666666666)","(14.0, 110.0, 69.58333333333334)","(7.0, 15.0, 10.066666666666666)","(8.5, 17.5, 11.700000000000001)","(2.45, 3.35, 2.625757575757576)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:01:39.529705,"(14.0, 65.0, 22.916666666666664)","(7.0, 18.0, 11.066666666666666)","(14.0, 110.0, 69.58333333333334)","(7.0, 15.0, 10.066666666666666)","(8.5, 17.5, 11.700000000000001)","(2.45, 3.45, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:01:40.654421,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 17.5, 11.700000000000001)","(2.45, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:01:42.024166,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 17.5, 11.700000000000001)","(2.45, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:01:43.277172,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 17.5, 11.700000000000001)","(2.45, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:01:44.405473,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 17.5, 11.700000000000001)","(2.45, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:01:45.780534,"(14.0, 36.0, 24.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 17.5, 11.200000000000001)","(2.45, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:01:47.113540,"(14.0, 34.0, 24.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 16.0, 11.200000000000001)","(2.45, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:01:48.250309,"(14.0, 34.0, 24.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 16.0, 11.200000000000001)","(2.45, 3.4, 2.615625)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:01:49.357448,"(14.0, 34.0, 24.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 16.0, 11.200000000000001)","(2.45, 3.35, 2.6091397849462368)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:01:50.391526,"(14.0, 34.0, 24.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 16.0, 11.200000000000001)","(2.45, 3.45, 2.613888888888889)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:01:51.449081,"(14.0, 34.0, 24.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 16.0, 11.200000000000001)","(2.45, 3.35, 2.6091397849462368)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:01:52.457872,"(14.0, 34.0, 24.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 16.0, 11.200000000000001)","(2.45, 3.45, 2.6091397849462368)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:01:53.507948,"(14.0, 34.0, 24.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 16.0, 11.200000000000001)","(2.45, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:01:54.637926,"(14.0, 34.0, 24.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 16.0, 11.200000000000001)","(2.45, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:01:55.770726,"(14.0, 34.0, 24.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 16.0, 11.200000000000001)","(2.45, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:01:56.881678,"(14.0, 34.0, 24.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.0, 10.066666666666666)","(8.5, 16.0, 11.200000000000001)","(2.45, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:01:57.959853,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.0, 11.200000000000001)","(2.45, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:01:59.037363,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.0, 11.200000000000001)","(2.45, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:02:00.031449,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.0, 11.200000000000001)","(2.45, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:02:01.214449,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.0, 11.200000000000001)","(2.45, 3.4, 2.657142857142857)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:02:02.221897,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.0, 11.200000000000001)","(2.45, 3.4, 2.613888888888889)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:02:03.229903,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.0, 11.200000000000001)","(2.45, 3.35, 2.613888888888889)","(2.8, 5.8, 3.813333333333333)"
16-12-2022 14:02:04.261151,"(14.0, 36.0, 25.25)","(7.0, 18.0, 11.066666666666666)","(14.0, 70.0, 62.875)","(7.0, 15.5, 9.575)","(8.5, 16.0, 11.200000000000001)","(2.45, 3.35, 2.613888888888889)","(2.8, 5.8, 3.813333333333333)"
