,Ziplock,Rockin Romeo,Canya Clink,Lets All Chant,More Scope,Knighted Shadow,Sizzle And Shine
09-01-2023 16:57:55.881233,"(3.9, 5.8, 4.47)","(12.0, 27.0, 24.583333333333332)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.05)","(12.0, 27.0, 24.583333333333332)","(26.0, 250.0, 139.5)"
09-01-2023 16:57:56.997620,"(3.9, 5.8, 4.47)","(12.0, 27.0, 24.583333333333332)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.05)","(12.0, 27.0, 24.583333333333332)","(26.0, 250.0, 139.5)"
09-01-2023 16:57:58.120035,"(3.9, 5.8, 4.47)","(12.0, 27.0, 24.583333333333332)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.05)","(12.0, 27.0, 24.583333333333332)","(26.0, 250.0, 139.5)"
09-01-2023 16:57:59.199689,"(3.9, 5.8, 4.47)","(12.0, 27.0, 24.583333333333332)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.05)","(12.0, 27.0, 24.583333333333332)","(26.0, 250.0, 139.5)"
09-01-2023 16:58:00.366494,"(3.9, 5.8, 4.47)","(12.0, 27.0, 24.583333333333332)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.05)","(12.0, 27.0, 24.583333333333332)","(26.0, 250.0, 154.83333333333334)"
09-01-2023 16:58:01.456153,"(3.9, 5.8, 4.47)","(12.0, 27.0, 24.583333333333332)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.05)","(12.0, 27.0, 24.583333333333332)","(26.0, 180.0, 154.83333333333334)"
09-01-2023 16:58:02.531536,"(3.9, 5.8, 4.47)","(12.0, 27.0, 24.583333333333332)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.05)","(12.0, 27.0, 24.583333333333332)","(26.0, 180.0, 154.83333333333334)"
09-01-2023 16:58:03.599315,"(3.9, 5.8, 4.47)","(12.0, 27.0, 24.583333333333332)","(3.7, 5.5, 4.275)","(2.6, 4.3, 3.005263157894737)","(5.5, 10.5, 8.05)","(12.0, 27.0, 24.583333333333332)","(26.0, 180.0, 154.83333333333334)"
09-01-2023 16:58:04.654459,"(3.9, 5.8, 4.47)","(12.0, 27.0, 24.583333333333332)","(3.7, 5.5, 4.275)","(2.6, 4.3, 3.005263157894737)","(5.5, 10.5, 8.05)","(12.0, 27.0, 24.583333333333332)","(26.0, 180.0, 154.83333333333334)"
09-01-2023 16:58:05.747384,"(3.9, 5.8, 4.47)","(12.0, 27.0, 24.583333333333332)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.05)","(12.0, 27.0, 24.583333333333332)","(26.0, 180.0, 154.83333333333334)"
09-01-2023 16:58:07.017923,"(3.9, 5.8, 4.47)","(12.0, 27.0, 24.583333333333332)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.05)","(12.0, 27.0, 24.583333333333332)","(26.0, 180.0, 154.83333333333334)"
09-01-2023 16:58:08.262665,"(3.9, 5.8, 4.47)","(12.0, 27.0, 24.583333333333332)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.05)","(12.0, 27.0, 24.583333333333332)","(26.0, 180.0, 154.83333333333334)"
09-01-2023 16:58:09.472427,"(3.9, 5.8, 4.47)","(12.0, 27.0, 24.583333333333332)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.05)","(12.0, 27.0, 24.583333333333332)","(26.0, 180.0, 154.83333333333334)"
09-01-2023 16:58:10.700640,"(3.9, 5.8, 4.47)","(12.0, 27.0, 24.583333333333332)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.05)","(12.0, 27.0, 24.583333333333332)","(26.0, 180.0, 154.83333333333334)"
09-01-2023 16:58:11.798878,"(3.9, 5.8, 4.47)","(12.0, 27.0, 24.583333333333332)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.05)","(12.0, 27.0, 24.583333333333332)","(26.0, 180.0, 154.83333333333334)"
09-01-2023 16:58:12.881750,"(3.9, 5.8, 4.47)","(12.0, 27.0, 24.583333333333332)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 10.282608695652174)","(12.0, 27.0, 18.0)","(26.0, 180.0, 154.83333333333334)"
09-01-2023 16:58:14.049363,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 10.282608695652174)","(12.0, 27.0, 18.0)","(26.0, 180.0, 154.83333333333334)"
09-01-2023 16:58:15.203278,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 3.005263157894737)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 180.0, 146.22222222222223)"
09-01-2023 16:58:16.381481,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 240.0, 196.5)"
09-01-2023 16:58:17.430491,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 230.0, 196.5)"
09-01-2023 16:58:18.477938,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 230.0, 196.5)"
09-01-2023 16:58:19.479340,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 230.0, 196.5)"
09-01-2023 16:58:20.612989,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 230.0, 196.5)"
09-01-2023 16:58:21.772188,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 230.0, 196.5)"
09-01-2023 16:58:22.895923,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 230.0, 196.5)"
09-01-2023 16:58:24.027399,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 230.0, 196.5)"
09-01-2023 16:58:25.123912,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 230.0, 196.5)"
09-01-2023 16:58:26.226477,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 230.0, 196.5)"
09-01-2023 16:58:27.303997,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 3.005263157894737)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 230.0, 196.5)"
09-01-2023 16:58:28.443965,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 3.005263157894737)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 230.0, 196.5)"
09-01-2023 16:58:29.528907,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 230.0, 196.5)"
09-01-2023 16:58:30.720097,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 230.0, 196.5)"
09-01-2023 16:58:31.825959,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 230.0, 196.5)"
09-01-2023 16:58:32.922133,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 230.0, 196.5)"
09-01-2023 16:58:33.960578,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 230.0, 196.5)"
09-01-2023 16:58:35.026924,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 230.0, 196.5)"
09-01-2023 16:58:36.178732,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 230.0, 196.5)"
09-01-2023 16:58:37.296814,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 230.0, 179.83333333333334)"
09-01-2023 16:58:38.431948,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 210.0, 179.83333333333334)"
09-01-2023 16:58:39.512141,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 210.0, 179.83333333333334)"
09-01-2023 16:58:40.628030,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 210.0, 179.83333333333334)"
09-01-2023 16:58:41.660803,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 210.0, 179.83333333333334)"
09-01-2023 16:58:42.746642,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 210.0, 179.83333333333334)"
09-01-2023 16:58:43.837688,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 210.0, 179.83333333333334)"
09-01-2023 16:58:44.973162,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 210.0, 179.83333333333334)"
09-01-2023 16:58:46.222928,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 210.0, 179.83333333333334)"
09-01-2023 16:58:47.458794,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 210.0, 179.83333333333334)"
09-01-2023 16:58:48.634574,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 210.0, 179.83333333333334)"
09-01-2023 16:58:49.767871,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 210.0, 179.83333333333334)"
09-01-2023 16:58:50.856290,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 210.0, 179.83333333333334)"
09-01-2023 16:58:52.015272,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 210.0, 179.83333333333334)"
09-01-2023 16:58:53.198590,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 210.0, 179.83333333333334)"
09-01-2023 16:58:54.371219,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 210.0, 179.83333333333334)"
09-01-2023 16:58:55.520681,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 210.0, 179.83333333333334)"
09-01-2023 16:58:56.533281,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 210.0, 179.83333333333334)"
09-01-2023 16:58:57.580215,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 210.0, 179.83333333333334)"
09-01-2023 16:58:58.691995,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 210.0, 179.83333333333334)"
09-01-2023 16:58:59.814487,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 210.0, 179.83333333333334)"
09-01-2023 16:59:01.037099,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 210.0, 179.83333333333334)"
09-01-2023 16:59:02.255930,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 210.0, 179.83333333333334)"
09-01-2023 16:59:03.443167,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 210.0, 179.83333333333334)"
09-01-2023 16:59:04.827788,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 210.0, 179.83333333333334)"
09-01-2023 16:59:06.177344,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 210.0, 179.83333333333334)"
09-01-2023 16:59:07.412908,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 210.0, 179.83333333333334)"
09-01-2023 16:59:08.591682,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 210.0, 179.83333333333334)"
09-01-2023 16:59:09.887544,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 3.005263157894737)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 210.0, 179.83333333333334)"
09-01-2023 16:59:11.107516,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 210.0, 179.83333333333334)"
09-01-2023 16:59:12.380257,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 210.0, 97.21428571428571)"
09-01-2023 16:59:13.552795,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 220.0, 179.83333333333334)"
09-01-2023 16:59:14.781762,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 210.0, 179.83333333333334)"
09-01-2023 16:59:15.917632,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 210.0, 179.83333333333334)"
09-01-2023 16:59:17.094145,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 210.0, 163.16666666666666)"
09-01-2023 16:59:18.305630,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 190.0, 163.16666666666666)"
09-01-2023 16:59:19.595658,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 190.0, 163.16666666666666)"
09-01-2023 16:59:20.848839,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 190.0, 163.16666666666666)"
09-01-2023 16:59:22.039916,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 190.0, 163.16666666666666)"
09-01-2023 16:59:23.272353,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 190.0, 163.16666666666666)"
09-01-2023 16:59:24.359256,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 3.005263157894737)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 190.0, 163.16666666666666)"
09-01-2023 16:59:25.429815,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 190.0, 163.16666666666666)"
09-01-2023 16:59:26.501656,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 190.0, 163.16666666666666)"
09-01-2023 16:59:27.620743,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 190.0, 163.16666666666666)"
09-01-2023 16:59:28.707832,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 190.0, 163.16666666666666)"
09-01-2023 16:59:29.792803,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 190.0, 163.16666666666666)"
09-01-2023 16:59:30.920872,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 190.0, 163.16666666666666)"
09-01-2023 16:59:32.142668,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 190.0, 163.16666666666666)"
09-01-2023 16:59:33.311145,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 190.0, 163.16666666666666)"
09-01-2023 16:59:34.446720,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 190.0, 163.16666666666666)"
09-01-2023 16:59:35.544740,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 190.0, 163.16666666666666)"
09-01-2023 16:59:36.730669,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 190.0, 163.16666666666666)"
09-01-2023 16:59:37.878642,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 3.005263157894737)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 190.0, 163.16666666666666)"
09-01-2023 16:59:39.236455,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 190.0, 163.16666666666666)"
09-01-2023 16:59:40.320361,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 190.0, 163.16666666666666)"
09-01-2023 16:59:41.365285,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 190.0, 163.16666666666666)"
09-01-2023 16:59:42.483238,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.95)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 190.0, 172.11111111111111)"
09-01-2023 16:59:43.672486,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.9333333333333336)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 190.0, 172.11111111111111)"
09-01-2023 16:59:44.854356,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.9333333333333336)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 190.0, 172.11111111111111)"
09-01-2023 16:59:46.076271,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 190.0, 172.11111111111111)"
09-01-2023 16:59:47.248536,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.275)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 190.0, 172.11111111111111)"
09-01-2023 16:59:48.460637,"(3.9, 5.8, 4.47)","(12.0, 27.0, 18.0)","(3.7, 5.5, 4.254545454545454)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 190.0, 172.11111111111111)"
09-01-2023 16:59:49.614102,"(3.9, 6.2, 4.666666666666667)","(12.0, 27.0, 18.0)","(3.7, 5.6, 4.254545454545454)","(2.6, 4.3, 2.74375)","(5.5, 10.5, 8.866666666666667)","(12.0, 27.0, 18.0)","(26.0, 190.0, 172.11111111111111)"
