,Bonza Guy,Batman Bart,Miss Fernandez,Wonderwoman Jujon,Rock Hammer,Press Statement,Whostolemypigeon,Our Buscemi Nz,My Ultimate Clippa,Some Girls Dont Nz
06-01-2023 14:57:30.980651,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:57:32.275729,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:57:33.658506,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:57:35.187970,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:57:36.595650,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:57:37.997350,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:57:39.348422,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:57:40.580040,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:57:41.844808,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:57:43.203270,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:57:44.480527,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:57:45.659136,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:57:46.812530,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:57:48.023674,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:57:49.232186,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:57:50.446611,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:57:51.568728,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:57:52.728539,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:57:53.882746,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:57:55.035824,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:57:56.199625,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:57:57.395216,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:57:58.568984,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:57:59.846540,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:01.068130,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:02.210512,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:03.354245,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:04.524192,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:05.636848,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:07.002229,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:08.243848,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 8.45)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:09.511622,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 8.45)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:10.788960,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 8.45)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:11.931329,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 8.45)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:13.121433,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 8.45)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:14.246976,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 8.45)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:15.352011,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 8.45)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:16.445646,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 8.45)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:17.538176,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 8.45)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:18.645189,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 8.45)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:19.793563,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 8.45)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:21.461881,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 8.45)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:22.728739,"(3.2, 3.95, 3.0546153846153845)","(5.0, 8.4, 6.75)","(12.0, 24.0, 21.4)","(6.0, 9.4, 8.45)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:24.036550,"(3.2, 3.95, 3.2225)","(5.0, 8.4, 6.871428571428571)","(12.0, 24.0, 21.4)","(6.0, 9.4, 8.45)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:25.371703,"(3.2, 3.9, 3.21)","(5.0, 8.2, 6.6499999999999995)","(12.0, 24.0, 21.4)","(6.0, 9.4, 8.45)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:26.543648,"(3.2, 3.9, 3.21)","(5.0, 8.2, 6.6499999999999995)","(12.0, 24.0, 21.4)","(6.0, 9.4, 8.45)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:27.663738,"(3.2, 3.9, 3.21)","(5.0, 8.2, 6.6499999999999995)","(12.0, 24.0, 21.4)","(6.0, 9.4, 8.45)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:28.936746,"(3.2, 3.9, 3.21)","(5.0, 8.2, 6.6499999999999995)","(12.0, 24.0, 21.4)","(6.0, 9.4, 8.45)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:30.105999,"(3.2, 3.9, 3.21)","(5.0, 8.2, 6.6499999999999995)","(12.0, 24.0, 21.4)","(6.0, 9.4, 8.45)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:31.250959,"(3.2, 3.9, 3.21)","(5.0, 8.2, 6.6499999999999995)","(12.0, 24.0, 21.4)","(6.0, 9.4, 7.92)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:32.404672,"(3.2, 3.9, 3.21)","(5.0, 8.2, 6.6499999999999995)","(12.0, 24.0, 21.4)","(6.0, 9.4, 7.92)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:33.621978,"(3.2, 3.9, 3.21)","(5.0, 8.2, 6.6499999999999995)","(12.0, 24.0, 21.4)","(6.0, 9.4, 7.92)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:34.792675,"(3.2, 3.9, 3.21)","(5.0, 8.2, 6.6499999999999995)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:35.982523,"(3.2, 3.9, 3.21)","(5.0, 8.2, 6.6499999999999995)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:37.274281,"(3.2, 3.9, 3.21)","(5.0, 8.2, 6.6499999999999995)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:38.455074,"(3.2, 3.9, 3.21)","(5.0, 8.2, 6.6499999999999995)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:39.641184,"(3.2, 3.9, 3.21)","(5.0, 8.2, 6.6499999999999995)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:40.859258,"(3.2, 3.9, 3.21)","(5.0, 8.2, 6.6499999999999995)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:42.288536,"(3.2, 3.9, 3.21)","(5.0, 8.2, 6.6499999999999995)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:43.559561,"(3.2, 3.9, 3.21)","(5.0, 8.2, 6.6499999999999995)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:44.766277,"(3.2, 3.9, 3.21)","(5.0, 8.2, 6.6499999999999995)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:46.103955,"(3.2, 3.9, 3.21)","(5.0, 8.2, 6.6499999999999995)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:47.657405,"(3.2, 3.9, 3.21)","(5.0, 8.2, 6.6499999999999995)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:48.985138,"(3.2, 3.9, 3.21)","(5.0, 8.2, 6.6499999999999995)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:50.256212,"(3.2, 3.9, 3.21)","(5.0, 8.2, 6.6499999999999995)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:51.611685,"(3.2, 3.9, 3.21)","(5.0, 8.2, 6.6499999999999995)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:52.812488,"(3.2, 3.9, 3.21)","(5.0, 8.2, 6.6499999999999995)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:54.006846,"(3.2, 3.9, 3.21)","(5.0, 8.2, 6.6499999999999995)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:55.255355,"(3.2, 3.9, 3.21)","(5.0, 8.2, 6.6499999999999995)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:56.680190,"(3.2, 3.9, 3.21)","(5.0, 8.2, 6.6499999999999995)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:58.204597,"(3.2, 3.9, 3.21)","(5.0, 8.2, 6.6499999999999995)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:58:59.560130,"(3.2, 3.9, 3.21)","(5.0, 8.2, 6.6499999999999995)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 14:59:01.040807,"(3.2, 3.9, 3.21)","(5.0, 8.2, 6.6499999999999995)","(12.0, 24.0, 21.4)","(6.0, 9.4, 6.866666666666666)","(9.0, 16.0, 12.4)","(31.0, 90.0, 37.27272727272727)","(14.0, 27.0, 20.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
