,Bonza Guy,Batman Bart,Miss Fernandez,Wonderwoman Jujon,Rock Hammer,Press Statement,Whostolemypigeon,Our Buscemi Nz,My Ultimate Clippa,Some Girls Dont Nz
06-01-2023 15:01:15.200043,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:01:16.571208,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:01:17.934639,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:01:19.399931,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:01:20.842204,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:01:22.420737,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:01:23.755971,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:01:25.056837,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:01:26.437516,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:01:27.763953,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:01:29.083405,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:01:30.556631,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:01:32.407000,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:01:34.065730,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:01:35.826251,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:01:37.320533,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:01:38.820335,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:01:40.159253,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:01:41.451258,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:01:42.712364,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:01:44.044980,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:01:45.466552,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:01:46.923134,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:01:48.250575,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:01:49.613952,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:01:50.955931,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:01:52.483853,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:01:53.774257,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:01:55.152178,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:01:56.484318,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:01:57.762305,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:01:59.055066,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:02:00.360474,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:02:01.743583,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:02:03.258214,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:02:04.767617,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:02:06.476769,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:02:08.166467,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:02:09.504029,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:02:10.816247,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:02:12.151149,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:02:13.521393,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:02:14.788288,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:02:16.026337,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:02:17.218406,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:02:18.486327,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:02:19.765612,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:02:21.064778,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:02:22.333949,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:02:23.571720,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:02:24.739930,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:02:25.938474,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:02:27.221073,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:02:28.360945,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:02:29.517949,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:02:30.719557,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:02:32.319734,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:02:33.636013,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:02:35.024663,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:02:36.241070,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:02:37.511299,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:02:38.685700,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:02:39.791416,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:02:40.939346,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:02:42.072326,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:02:43.211757,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:02:44.415083,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:02:45.554907,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:02:46.708629,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 19.25)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:02:47.875196,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 16.785714285714285)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:02:49.191972,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 46.333333333333336)","(14.0, 25.0, 16.785714285714285)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
06-01-2023 15:02:50.372699,"(3.2, 3.9, 3.21)","(5.0, 7.8, 6.8999999999999995)","(12.0, 21.0, 16.25)","(6.0, 9.0, 6.733333333333333)","(9.0, 15.5, 13.825)","(31.0, 75.0, 53.5)","(14.0, 25.0, 16.785714285714285)","(12.0, 99999, 99990)","(21.0, 25.0, 23.11764705882353)","(5.0, 99999, 99990)"
