,The Art Of Flying,Elite Icon,Kalashani Lad,Kaliuwaa Falls,Joltin Joe,In Due Time,Rockcliff,Jezoulenko
11-01-2023 18:19:49.167151,"(3.9, 4.6, 4.456756756756757)","(3.6, 4.1, 4.059276879162702)","(7.5, 9.6, 9.298591549295773)","(10.0, 13.0, 12.28)","(13.0, 18.0, 17.60810810810811)","(5.5, 6.2, 5.98325)","(31.0, 65.0, 60.714285714285715)","(7.5, 9.4, 9.307317073170731)"
11-01-2023 18:19:50.561659,"(3.9, 4.6, 4.456756756756757)","(3.6, 4.1, 4.059276879162702)","(7.5, 9.6, 9.298591549295773)","(10.0, 13.0, 12.28)","(13.0, 18.0, 17.60810810810811)","(5.5, 6.2, 5.98325)","(31.0, 65.0, 60.714285714285715)","(7.5, 9.4, 9.307317073170731)"
11-01-2023 18:19:51.778026,"(3.9, 4.6, 4.456756756756757)","(3.6, 4.1, 4.059276879162702)","(7.5, 9.6, 9.298591549295773)","(10.0, 13.0, 12.28)","(13.0, 18.0, 17.35)","(5.5, 6.2, 6.001146788990826)","(31.0, 65.0, 61.31578947368421)","(7.5, 9.4, 9.307317073170731)"
11-01-2023 18:19:52.892718,"(3.9, 4.6, 4.456756756756757)","(3.6, 4.1, 4.059276879162702)","(7.5, 9.6, 9.298591549295773)","(10.0, 13.0, 12.28)","(13.0, 17.5, 17.325581395348838)","(5.5, 6.2, 6.001146788990826)","(31.0, 65.0, 61.31578947368421)","(7.5, 9.4, 9.307317073170731)"
11-01-2023 18:19:54.015340,"(3.9, 4.6, 4.456756756756757)","(3.6, 4.1, 4.059276879162702)","(7.5, 9.6, 9.298591549295773)","(10.0, 13.0, 12.28)","(13.0, 18.0, 17.325581395348838)","(5.5, 6.2, 6.001146788990826)","(31.0, 65.0, 61.31578947368421)","(7.5, 9.4, 9.016460905349794)"
11-01-2023 18:19:55.472875,"(3.9, 4.6, 4.456756756756757)","(3.6, 4.1, 4.059276879162702)","(7.5, 9.6, 9.298591549295773)","(10.0, 13.0, 12.28)","(13.0, 18.0, 17.209302325581394)","(5.5, 6.2, 6.034383954154728)","(31.0, 65.0, 61.31578947368421)","(7.5, 9.2, 8.872955974842768)"
11-01-2023 18:19:56.547486,"(3.9, 4.6, 4.457760314341847)","(3.6, 4.1, 4.046566791510611)","(7.5, 9.6, 9.298591549295773)","(10.0, 13.0, 12.516129032258064)","(13.0, 18.0, 17.204545454545453)","(5.5, 6.2, 6.034383954154728)","(31.0, 65.0, 61.31578947368421)","(7.5, 9.2, 8.872955974842768)"
11-01-2023 18:19:57.613871,"(3.9, 4.6, 4.521475054229935)","(3.6, 4.1, 4.050290360046457)","(7.5, 9.6, 9.440298507462687)","(10.0, 13.0, 12.516129032258064)","(13.0, 17.5, 17.204545454545453)","(5.5, 6.2, 6.034383954154728)","(31.0, 65.0, 61.31578947368421)","(7.5, 9.2, 8.872955974842768)"
11-01-2023 18:19:58.787045,"(3.9, 4.6, 4.521475054229935)","(3.6, 4.1, 4.052759381898454)","(7.5, 9.6, 9.440298507462687)","(10.0, 13.0, 12.516129032258064)","(13.0, 17.5, 17.204545454545453)","(5.5, 6.2, 6.036474164133739)","(31.0, 65.0, 61.31578947368421)","(7.5, 9.2, 9.107042253521126)"
11-01-2023 18:19:59.906507,"(3.9, 4.6, 4.521475054229935)","(3.6, 4.1, 4.0572)","(7.5, 9.6, 9.440298507462687)","(10.0, 13.0, 12.516129032258064)","(13.0, 17.5, 17.204545454545453)","(5.5, 6.2, 6.036474164133739)","(31.0, 65.0, 61.31578947368421)","(7.5, 9.2, 9.230841121495327)"
11-01-2023 18:20:01.054965,"(3.9, 4.6, 4.521475054229935)","(3.6, 4.1, 4.056984924623116)","(7.5, 9.6, 9.440298507462687)","(10.0, 13.0, 12.516129032258064)","(13.0, 17.5, 17.204545454545453)","(5.5, 6.2, 6.036474164133739)","(31.0, 65.0, 61.31578947368421)","(7.5, 9.4, 9.230841121495327)"
11-01-2023 18:20:02.222750,"(3.9, 4.6, 4.521475054229935)","(3.6, 4.1, 4.056984924623116)","(7.5, 9.4, 9.391304347826088)","(10.0, 13.0, 12.32089552238806)","(13.0, 17.5, 16.833333333333332)","(5.5, 6.2, 6.036474164133739)","(31.0, 65.0, 61.31578947368421)","(7.5, 9.4, 9.236263736263735)"
11-01-2023 18:20:03.382944,"(3.9, 4.6, 4.525481798715203)","(3.6, 4.1, 4.050221434898139)","(7.5, 9.4, 9.342857142857143)","(10.0, 13.0, 12.32089552238806)","(13.0, 17.0, 16.944444444444443)","(5.5, 6.2, 5.981891891891892)","(31.0, 65.0, 61.31578947368421)","(7.5, 9.4, 9.230985915492957)"
11-01-2023 18:20:04.484058,"(3.9, 4.7, 4.653355155482815)","(3.6, 4.1, 4.048303571428571)","(7.5, 9.4, 9.268965517241378)","(10.0, 13.0, 12.32089552238806)","(13.0, 17.5, 16.68421052631579)","(5.5, 6.2, 5.9753731343283585)","(31.0, 65.0, 61.31578947368421)","(7.5, 9.4, 9.230985915492957)"
11-01-2023 18:20:05.666920,"(3.9, 4.9, 4.803875968992248)","(3.6, 4.1, 4.043731778425656)","(7.5, 9.2, 9.14642857142857)","(10.0, 13.0, 12.316176470588236)","(13.0, 17.0, 16.68421052631579)","(5.5, 6.2, 6.0122866894197955)","(31.0, 65.0, 60.714285714285715)","(7.5, 9.4, 9.229596412556054)"
11-01-2023 18:20:06.962714,"(3.9, 4.9, 4.803816793893129)","(3.6, 4.1, 4.047884788478847)","(7.5, 9.0, 8.91891891891892)","(10.0, 13.0, 12.316176470588236)","(13.0, 17.0, 16.323529411764707)","(5.5, 6.2, 6.039072847682119)","(31.0, 65.0, 60.45454545454545)","(7.5, 9.4, 9.228695652173913)"
11-01-2023 18:20:08.375382,"(3.9, 4.9, 4.803389830508475)","(3.6, 4.1, 4.0487610619469026)","(7.5, 9.0, 8.91891891891892)","(10.0, 13.0, 12.316176470588236)","(13.0, 16.5, 16.323529411764707)","(5.5, 6.2, 6.039072847682119)","(31.0, 65.0, 60.45454545454545)","(7.5, 9.4, 9.228695652173913)"
11-01-2023 18:20:09.553870,"(3.9, 4.9, 4.803389830508475)","(3.6, 4.1, 4.047996515679443)","(7.5, 9.0, 8.95)","(10.0, 13.0, 12.316176470588236)","(13.0, 16.5, 16.29310344827586)","(5.5, 6.2, 6.039072847682119)","(31.0, 65.0, 60.45454545454545)","(7.5, 9.4, 9.228695652173913)"
11-01-2023 18:20:10.717919,"(3.9, 4.9, 4.803389830508475)","(3.6, 4.1, 4.003511450381679)","(7.5, 9.0, 8.966666666666667)","(10.0, 13.0, 12.316176470588236)","(13.0, 16.5, 16.29310344827586)","(5.5, 6.2, 6.039072847682119)","(31.0, 65.0, 60.45454545454545)","(7.5, 9.4, 9.23455497382199)"
11-01-2023 18:20:11.917697,"(3.9, 4.9, 4.8136363636363635)","(3.6, 3.9, 3.8800796812749003)","(7.5, 9.2, 9.081249999999999)","(10.0, 13.0, 12.07)","(13.0, 17.0, 16.224489795918366)","(5.5, 6.2, 6.049019607843137)","(31.0, 65.0, 60.45454545454545)","(7.5, 9.4, 9.242786069651741)"
11-01-2023 18:20:13.090784,"(3.9, 5.0, 4.905)","(3.6, 3.85, 3.8419811320754715)","(7.5, 9.2, 9.041666666666666)","(10.0, 13.0, 12.295454545454545)","(13.0, 17.0, 16.224489795918366)","(5.5, 6.2, 6.0474683544303796)","(31.0, 65.0, 63.75)","(7.5, 9.4, 9.242786069651741)"
11-01-2023 18:20:14.309642,"(3.9, 5.0, 4.956692913385827)","(3.6, 3.85, 3.829076923076923)","(7.5, 9.2, 9.041666666666666)","(10.0, 13.0, 12.295454545454545)","(13.0, 17.0, 16.224489795918366)","(5.5, 6.2, 6.0474683544303796)","(31.0, 65.0, 63.75)","(7.5, 9.4, 9.057884231536926)"
11-01-2023 18:20:15.472216,"(3.9, 5.0, 4.956692913385827)","(3.6, 3.85, 3.829076923076923)","(7.5, 9.2, 9.041666666666666)","(10.0, 13.0, 12.584821428571429)","(13.0, 17.0, 16.224489795918366)","(5.5, 6.2, 6.0474683544303796)","(31.0, 65.0, 63.75)","(7.5, 9.2, 9.059528130671506)"
11-01-2023 18:20:16.750574,"(3.9, 5.0, 4.980898876404495)","(3.6, 3.85, 3.8301749271137027)","(7.5, 9.2, 9.041666666666666)","(10.0, 13.0, 12.584821428571429)","(13.0, 17.0, 16.224489795918366)","(5.5, 6.2, 6.0474683544303796)","(31.0, 65.0, 63.75)","(7.5, 9.2, 9.056068376068376)"
11-01-2023 18:20:17.886570,"(3.9, 5.0, 4.980898876404495)","(3.6, 3.85, 3.832608695652174)","(7.5, 9.2, 9.158974358974358)","(10.0, 13.0, 12.584821428571429)","(13.0, 17.0, 16.224489795918366)","(5.5, 6.2, 6.0474683544303796)","(31.0, 65.0, 63.75)","(7.5, 9.2, 9.047186932849364)"
11-01-2023 18:20:18.982215,"(3.9, 5.0, 4.980898876404495)","(3.6, 3.85, 3.84)","(7.5, 9.2, 9.117948717948718)","(10.0, 13.0, 12.584821428571429)","(13.0, 17.0, 16.224489795918366)","(5.5, 6.2, 6.0474683544303796)","(31.0, 65.0, 63.75)","(7.5, 9.2, 9.207070707070706)"
11-01-2023 18:20:20.129369,"(3.9, 5.0, 4.980898876404495)","(3.6, 3.85, 3.84)","(7.5, 9.2, 9.117948717948718)","(10.0, 13.0, 12.584821428571429)","(13.0, 17.0, 16.224489795918366)","(5.5, 6.2, 6.048701298701299)","(31.0, 65.0, 63.75)","(7.5, 9.4, 9.243979057591623)"
11-01-2023 18:20:21.191554,"(3.9, 5.0, 4.96304347826087)","(3.6, 3.85, 3.845934065934066)","(7.5, 9.2, 9.117948717948718)","(10.0, 13.0, 12.584821428571429)","(13.0, 17.0, 16.224489795918366)","(5.5, 6.2, 6.0813056379821955)","(31.0, 65.0, 63.75)","(7.5, 9.4, 9.209045226130653)"
11-01-2023 18:20:22.326458,"(3.9, 5.0, 4.9734375)","(3.6, 3.85, 3.848491879350348)","(7.5, 9.2, 9.04313725490196)","(10.0, 13.0, 12.557142857142857)","(13.0, 17.0, 16.224489795918366)","(5.5, 6.2, 6.078962536023055)","(31.0, 65.0, 62.0)","(7.5, 9.4, 9.209045226130653)"
11-01-2023 18:20:23.485387,"(3.9, 5.1, 4.96225165562914)","(3.6, 3.9, 3.895185185185185)","(7.5, 9.2, 9.063829787234042)","(10.0, 13.0, 12.557142857142857)","(13.0, 17.0, 16.224489795918366)","(5.5, 6.2, 6.078962536023055)","(31.0, 65.0, 62.0)","(7.5, 9.4, 9.209045226130653)"
11-01-2023 18:20:24.801232,"(3.9, 5.1, 4.96225165562914)","(3.6, 3.9, 3.885260115606936)","(7.5, 9.2, 9.091666666666667)","(10.0, 13.0, 12.346666666666668)","(13.0, 17.0, 16.083333333333332)","(5.5, 6.2, 6.085714285714285)","(31.0, 65.0, 62.0)","(7.5, 9.4, 8.713953488372093)"
11-01-2023 18:20:25.983373,"(3.9, 5.1, 5.044047619047619)","(3.6, 3.9, 3.8827702702702704)","(7.5, 9.2, 9.054545454545455)","(10.0, 12.5, 12.342105263157894)","(13.0, 16.5, 16.083333333333332)","(5.5, 6.2, 6.09873417721519)","(31.0, 65.0, 60.714285714285715)","(7.5, 8.8, 8.70920245398773)"
11-01-2023 18:20:27.157262,"(3.9, 5.1, 5.045679012345679)","(3.6, 3.9, 3.8827702702702704)","(7.5, 9.2, 9.054545454545455)","(10.0, 12.5, 12.425925925925926)","(13.0, 16.5, 16.083333333333332)","(5.5, 6.2, 6.09873417721519)","(31.0, 65.0, 60.714285714285715)","(7.5, 8.8, 8.89375)"
11-01-2023 18:20:28.283067,"(3.9, 5.1, 5.045679012345679)","(3.6, 3.9, 3.886578947368421)","(7.5, 9.2, 9.019718309859154)","(10.0, 12.5, 12.425925925925926)","(13.0, 16.5, 16.083333333333332)","(5.5, 6.2, 6.09873417721519)","(31.0, 65.0, 60.714285714285715)","(7.5, 9.0, 8.89375)"
11-01-2023 18:20:29.367074,"(3.9, 5.1, 5.045679012345679)","(3.6, 3.9, 3.886578947368421)","(7.5, 9.0, 8.959183673469388)","(10.0, 12.5, 12.425925925925926)","(13.0, 16.5, 16.080459770114942)","(5.5, 6.2, 6.09873417721519)","(31.0, 65.0, 60.714285714285715)","(7.5, 9.0, 8.846073298429319)"
11-01-2023 18:20:30.359441,"(3.9, 5.1, 5.045679012345679)","(3.6, 3.9, 3.8827702702702704)","(7.5, 9.0, 8.959183673469388)","(10.0, 12.5, 12.425925925925926)","(13.0, 16.5, 16.080459770114942)","(5.5, 6.2, 6.098477157360406)","(31.0, 65.0, 61.666666666666664)","(7.5, 9.0, 8.846560846560847)"
11-01-2023 18:20:31.459615,"(3.9, 5.1, 4.98)","(3.6, 3.95, 3.938888888888889)","(7.5, 9.2, 9.019718309859154)","(10.0, 12.5, 12.284403669724771)","(13.0, 16.5, 16.171717171717173)","(5.5, 6.2, 6.086376811594203)","(31.0, 65.0, 65.7)","(7.5, 9.0, 8.846560846560847)"
11-01-2023 18:20:32.547318,"(3.9, 5.1, 4.98)","(3.6, 3.95, 3.93641975308642)","(7.5, 9.2, 9.019718309859154)","(10.0, 12.5, 12.284403669724771)","(13.0, 16.5, 16.171717171717173)","(5.5, 6.2, 6.086376811594203)","(31.0, 70.0, 61.568627450980394)","(7.5, 9.0, 8.846560846560847)"
11-01-2023 18:20:33.705076,"(3.9, 5.1, 4.977697841726619)","(3.6, 3.95, 3.93641975308642)","(7.5, 9.2, 9.019718309859154)","(10.0, 12.5, 12.284403669724771)","(13.0, 16.5, 16.171717171717173)","(5.5, 6.2, 6.0873563218390805)","(31.0, 70.0, 61.568627450980394)","(7.5, 9.0, 8.849532710280375)"
11-01-2023 18:20:34.876456,"(3.9, 5.1, 4.977697841726619)","(3.6, 3.95, 3.93641975308642)","(7.5, 9.2, 9.019718309859154)","(10.0, 12.5, 12.284403669724771)","(13.0, 16.5, 16.171717171717173)","(5.5, 6.2, 6.0873563218390805)","(31.0, 70.0, 61.568627450980394)","(7.5, 9.0, 8.844351464435148)"
11-01-2023 18:20:36.108039,"(3.9, 5.1, 5.056880733944954)","(3.6, 3.95, 3.914090909090909)","(7.5, 9.2, 9.063829787234042)","(10.0, 12.5, 12.226744186046512)","(13.0, 16.0, 15.875)","(5.5, 6.2, 6.080851063829788)","(31.0, 70.0, 61.568627450980394)","(7.5, 9.0, 8.844351464435148)"
11-01-2023 18:20:37.300977,"(3.9, 5.1, 5.058490566037736)","(3.6, 3.95, 3.914090909090909)","(7.5, 9.2, 9.052631578947368)","(10.0, 12.5, 12.226744186046512)","(13.0, 16.0, 15.930232558139535)","(5.5, 6.2, 6.080851063829788)","(31.0, 70.0, 62.69230769230769)","(7.5, 9.0, 8.844351464435148)"
11-01-2023 18:20:38.527186,"(4.0, 5.1, 5.058490566037736)","(3.6, 3.95, 3.914090909090909)","(7.5, 9.2, 9.052631578947368)","(10.0, 12.5, 12.226744186046512)","(12.0, 16.0, 15.852380952380953)","(5.5, 6.2, 6.080851063829788)","(31.0, 70.0, 62.69230769230769)","(7.5, 9.0, 8.844351464435148)"
11-01-2023 18:20:39.695196,"(4.0, 5.1, 5.058490566037736)","(3.6, 3.95, 3.914090909090909)","(7.5, 9.2, 9.052631578947368)","(10.0, 12.5, 12.226744186046512)","(12.0, 16.5, 15.852380952380953)","(5.5, 6.2, 6.10320987654321)","(31.0, 70.0, 63.125)","(7.5, 9.0, 8.844351464435148)"
11-01-2023 18:20:40.892958,"(4.0, 5.1, 5.047107438016528)","(3.6, 3.95, 3.914090909090909)","(7.5, 9.2, 9.052631578947368)","(10.0, 12.5, 12.202380952380953)","(12.0, 16.5, 15.852380952380953)","(5.5, 6.2, 6.10320987654321)","(31.0, 70.0, 63.48837209302326)","(7.5, 9.0, 8.844351464435148)"
11-01-2023 18:20:41.938074,"(4.0, 5.1, 5.045299145299145)","(3.6, 3.95, 3.914090909090909)","(7.5, 9.2, 9.052631578947368)","(10.0, 12.5, 12.202380952380953)","(12.0, 16.5, 15.852380952380953)","(5.5, 6.2, 6.10320987654321)","(31.0, 70.0, 63.48837209302326)","(7.5, 9.0, 8.844351464435148)"
11-01-2023 18:20:43.100235,"(4.0, 5.1, 4.969230769230769)","(3.6, 3.95, 3.9248407643312104)","(7.5, 9.2, 9.0625)","(10.0, 12.5, 12.083333333333334)","(12.0, 16.5, 15.852380952380953)","(5.5, 6.2, 6.10320987654321)","(31.0, 70.0, 63.94736842105263)","(7.5, 9.0, 8.844351464435148)"
11-01-2023 18:20:44.200841,"(4.0, 5.1, 4.969230769230769)","(3.6, 4.0, 3.9322314049586775)","(7.5, 9.2, 9.0625)","(10.0, 12.5, 12.083333333333334)","(12.0, 16.5, 15.852380952380953)","(5.5, 6.2, 6.10320987654321)","(31.0, 70.0, 63.94736842105263)","(7.5, 9.0, 8.844351464435148)"
11-01-2023 18:20:45.298395,"(4.0, 5.1, 4.969230769230769)","(3.6, 4.0, 3.9322314049586775)","(7.5, 9.2, 9.104347826086956)","(10.0, 12.5, 12.083333333333334)","(12.0, 16.5, 15.852380952380953)","(5.5, 6.2, 6.10320987654321)","(31.0, 70.0, 63.94736842105263)","(7.5, 9.0, 8.849392712550609)"
11-01-2023 18:20:46.336947,"(4.0, 5.1, 4.969230769230769)","(3.6, 4.0, 3.9322314049586775)","(7.5, 9.2, 9.104347826086956)","(10.0, 12.5, 12.083333333333334)","(12.0, 16.5, 15.852380952380953)","(5.5, 6.2, 6.10320987654321)","(31.0, 70.0, 63.94736842105263)","(7.5, 9.0, 8.849392712550609)"
11-01-2023 18:20:47.401567,"(4.0, 5.1, 4.969230769230769)","(3.6, 4.0, 3.9322314049586775)","(7.5, 9.2, 9.104347826086956)","(10.0, 12.5, 12.083333333333334)","(12.0, 16.5, 15.852380952380953)","(5.5, 6.2, 6.112888888888889)","(31.0, 70.0, 63.94736842105263)","(7.5, 9.0, 8.849392712550609)"
11-01-2023 18:20:48.605004,"(4.0, 5.1, 4.969230769230769)","(3.6, 4.0, 3.9244239631336404)","(7.5, 9.2, 9.077419354838709)","(10.0, 12.5, 12.083333333333334)","(12.0, 16.5, 15.992537313432836)","(5.5, 6.2, 6.113082039911308)","(31.0, 70.0, 66.25)","(7.5, 9.0, 8.849392712550609)"
11-01-2023 18:20:49.674480,"(4.0, 5.1, 5.084210526315789)","(3.6, 3.95, 3.9485849056603777)","(7.5, 9.2, 9.006666666666666)","(10.0, 12.5, 12.083333333333334)","(12.0, 16.5, 15.992537313432836)","(5.5, 6.2, 6.113082039911308)","(31.0, 70.0, 66.25)","(7.5, 9.0, 8.849392712550609)"
11-01-2023 18:20:50.966986,"(4.0, 5.1, 5.084210526315789)","(3.6, 3.95, 3.9475409836065576)","(7.5, 9.2, 9.006666666666666)","(10.0, 12.5, 12.083333333333334)","(12.0, 16.5, 15.992537313432836)","(5.5, 6.2, 6.113082039911308)","(31.0, 70.0, 66.25)","(7.5, 9.0, 8.849392712550609)"
11-01-2023 18:20:52.058860,"(4.0, 5.1, 5.084210526315789)","(3.6, 4.0, 3.930687830687831)","(7.5, 9.2, 9.006666666666666)","(10.0, 12.5, 12.083333333333334)","(12.0, 16.5, 15.951612903225806)","(5.5, 6.2, 5.894642857142857)","(31.0, 70.0, 66.25)","(7.5, 9.0, 8.849392712550609)"
11-01-2023 18:20:53.210672,"(4.0, 5.1, 5.092105263157895)","(3.6, 4.0, 3.961280487804878)","(7.5, 9.2, 8.958333333333334)","(10.0, 12.5, 12.115384615384615)","(12.0, 16.5, 16.103658536585368)","(5.5, 5.9, 5.937078651685393)","(31.0, 70.0, 65.5)","(7.5, 9.0, 8.85781990521327)"
11-01-2023 18:20:54.389515,"(4.0, 5.0, 4.934285714285714)","(3.6, 4.0, 3.971276595744681)","(7.5, 9.2, 9.058064516129033)","(10.0, 12.5, 12.0390625)","(12.0, 16.5, 16.8)","(5.5, 6.0, 5.935632183908046)","(31.0, 70.0, 65.5)","(7.5, 9.0, 8.850833333333334)"
11-01-2023 18:20:55.611546,"(4.0, 5.0, 4.934285714285714)","(3.6, 4.0, 3.971276595744681)","(7.5, 9.2, 9.058064516129033)","(10.0, 12.5, 12.0390625)","(12.0, 17.0, 16.735294117647058)","(5.5, 6.0, 5.935632183908046)","(31.0, 70.0, 65.5)","(7.5, 9.0, 8.850833333333334)"
11-01-2023 18:20:56.907873,"(4.0, 5.0, 4.931578947368421)","(3.6, 4.0, 3.971276595744681)","(7.5, 9.2, 9.058064516129033)","(10.0, 12.5, 12.0390625)","(12.0, 17.0, 17.4)","(5.5, 6.0, 5.931288343558283)","(31.0, 70.0, 65.5)","(7.5, 9.0, 8.85506072874494)"
11-01-2023 18:20:58.099232,"(4.0, 5.0, 4.931578947368421)","(3.6, 4.0, 3.971276595744681)","(7.5, 9.2, 9.058064516129033)","(10.0, 12.5, 12.0390625)","(12.0, 17.5, 17.4)","(5.5, 6.0, 5.938888888888889)","(31.0, 70.0, 65.5)","(7.5, 9.0, 8.85506072874494)"
11-01-2023 18:20:59.248547,"(4.0, 5.0, 4.926277372262774)","(3.6, 4.0, 3.971276595744681)","(7.5, 9.2, 9.058064516129033)","(10.0, 12.5, 12.0390625)","(12.0, 17.5, 17.4)","(5.5, 6.0, 5.938888888888889)","(31.0, 70.0, 65.5)","(7.5, 9.0, 8.85506072874494)"
11-01-2023 18:21:00.342505,"(4.0, 5.0, 4.926277372262774)","(3.6, 4.0, 3.955)","(7.5, 9.2, 9.058064516129033)","(10.0, 12.5, 12.0)","(12.0, 17.5, 17.4)","(5.5, 6.0, 5.935766423357665)","(31.0, 70.0, 64.70588235294117)","(7.5, 9.0, 8.85506072874494)"
11-01-2023 18:21:01.492506,"(4.0, 5.0, 4.922689075630252)","(3.6, 4.0, 3.9625)","(7.5, 9.2, 9.058064516129033)","(10.0, 12.0, 11.78125)","(12.0, 17.5, 17.416666666666668)","(5.5, 6.0, 5.954477611940298)","(31.0, 70.0, 62.63157894736842)","(7.5, 9.0, 8.864864864864865)"
11-01-2023 18:21:02.528368,"(4.0, 5.0, 4.9356643356643355)","(3.6, 4.0, 3.9625)","(7.5, 9.2, 9.112)","(10.0, 12.0, 11.78125)","(12.0, 17.5, 17.32075471698113)","(5.5, 6.0, 5.944242424242424)","(31.0, 70.0, 74.0625)","(7.5, 9.0, 8.857370517928288)"
11-01-2023 18:21:03.595495,"(4.0, 5.0, 4.9356643356643355)","(3.6, 4.0, 3.9625)","(7.5, 9.2, 9.08)","(10.0, 12.0, 11.78125)","(12.0, 18.0, 17.4)","(5.5, 6.0, 5.944242424242424)","(31.0, 75.0, 74.0909090909091)","(7.5, 9.0, 8.863716814159293)"
11-01-2023 18:21:04.788632,"(4.0, 5.0, 4.9356643356643355)","(3.6, 4.0, 3.9625)","(7.5, 9.2, 9.032)","(10.0, 12.0, 11.771028037383177)","(12.0, 18.0, 17.4)","(5.5, 6.0, 5.944242424242424)","(31.0, 75.0, 73.33333333333333)","(7.5, 9.0, 8.863716814159293)"
11-01-2023 18:21:06.116812,"(4.0, 5.0, 4.9356643356643355)","(3.6, 4.0, 3.9625)","(7.5, 9.2, 9.032)","(10.0, 12.0, 11.771028037383177)","(12.0, 18.0, 17.294117647058822)","(5.5, 6.0, 5.938666666666667)","(31.0, 75.0, 73.33333333333333)","(7.5, 9.0, 8.863716814159293)"
11-01-2023 18:21:07.269340,"(4.0, 5.0, 4.9356643356643355)","(3.6, 4.0, 3.9625)","(7.5, 9.2, 9.032)","(10.0, 12.0, 11.771028037383177)","(12.0, 18.0, 17.304347826086957)","(5.5, 6.0, 5.938666666666667)","(31.0, 75.0, 73.33333333333333)","(7.5, 9.0, 8.850485436893205)"
11-01-2023 18:21:08.433388,"(4.0, 5.0, 4.931343283582089)","(3.6, 4.0, 3.9625)","(7.5, 9.2, 9.032)","(10.0, 12.0, 11.771028037383177)","(12.0, 18.0, 17.304347826086957)","(5.5, 6.0, 6.021951219512195)","(31.0, 75.0, 73.33333333333333)","(7.5, 9.0, 8.850485436893205)"
11-01-2023 18:21:09.547171,"(4.0, 5.0, 4.931343283582089)","(3.6, 4.0, 3.9625)","(7.5, 9.2, 9.019512195121951)","(10.0, 12.0, 11.771028037383177)","(12.0, 18.0, 17.229508196721312)","(5.5, 6.2, 6.021705426356589)","(31.0, 75.0, 68.44827586206897)","(7.5, 9.0, 8.852791878172589)"
11-01-2023 18:21:10.779282,"(4.0, 5.0, 4.932846715328467)","(3.6, 4.0, 3.967371601208459)","(7.5, 9.2, 9.019512195121951)","(10.0, 12.0, 11.678947368421053)","(12.0, 18.0, 17.229508196721312)","(5.5, 6.2, 6.021705426356589)","(31.0, 75.0, 68.44827586206897)","(7.5, 9.0, 8.851485148514852)"
11-01-2023 18:21:11.975508,"(4.0, 5.0, 4.932846715328467)","(3.6, 4.0, 3.9456140350877194)","(7.5, 9.2, 9.019512195121951)","(10.0, 12.0, 11.678947368421053)","(12.0, 18.0, 17.318181818181817)","(5.5, 6.2, 6.021705426356589)","(31.0, 75.0, 67.08333333333333)","(7.5, 9.0, 8.851485148514852)"
11-01-2023 18:21:13.193507,"(4.0, 5.0, 4.932846715328467)","(3.6, 4.0, 3.9728070175438597)","(7.5, 9.2, 9.019512195121951)","(10.0, 12.0, 11.597222222222221)","(12.0, 17.5, 17.3)","(5.5, 6.2, 6.021705426356589)","(31.0, 75.0, 67.08333333333333)","(7.5, 9.0, 8.84848484848485)"
11-01-2023 18:21:14.259886,"(4.0, 5.0, 4.926984126984127)","(3.6, 4.0, 3.9732824427480917)","(7.5, 9.2, 8.956521739130435)","(10.0, 12.0, 11.597222222222221)","(12.0, 17.5, 17.3)","(5.5, 6.2, 6.021705426356589)","(31.0, 75.0, 67.08333333333333)","(7.5, 9.0, 8.84848484848485)"
11-01-2023 18:21:15.338976,"(4.0, 5.0, 4.926984126984127)","(3.6, 4.0, 3.9732824427480917)","(7.5, 9.2, 8.924590163934427)","(10.0, 12.0, 11.597222222222221)","(12.0, 17.5, 17.3)","(5.5, 6.2, 6.021705426356589)","(31.0, 75.0, 67.08333333333333)","(7.5, 9.0, 8.84848484848485)"
11-01-2023 18:21:16.565379,"(4.0, 5.0, 4.926984126984127)","(3.6, 4.0, 3.97953216374269)","(7.5, 9.2, 8.924590163934427)","(10.0, 12.0, 11.614754098360656)","(12.0, 17.5, 17.067307692307693)","(5.5, 6.2, 6.021705426356589)","(31.0, 75.0, 67.08333333333333)","(7.5, 9.0, 8.84848484848485)"
11-01-2023 18:21:17.754493,"(4.0, 5.0, 4.926984126984127)","(3.6, 4.0, 3.97953216374269)","(7.5, 9.2, 8.924590163934427)","(10.0, 12.0, 11.614754098360656)","(12.0, 17.5, 17.067307692307693)","(5.5, 6.2, 6.021705426356589)","(31.0, 75.0, 67.08333333333333)","(7.5, 9.0, 8.84848484848485)"
11-01-2023 18:21:18.950078,"(4.0, 5.0, 4.926984126984127)","(3.6, 4.0, 3.97953216374269)","(7.5, 9.2, 8.924590163934427)","(10.0, 12.0, 11.614754098360656)","(12.0, 17.5, 17.067307692307693)","(5.5, 6.2, 6.021705426356589)","(31.0, 75.0, 68.44827586206897)","(7.5, 9.0, 8.84848484848485)"
11-01-2023 18:21:20.098918,"(4.0, 5.0, 4.926984126984127)","(3.6, 4.0, 3.97741935483871)","(7.5, 9.2, 8.924590163934427)","(10.0, 12.0, 11.614754098360656)","(13.0, 17.5, 17.067307692307693)","(5.5, 6.2, 6.021705426356589)","(41.0, 75.0, 68.44827586206897)","(7.5, 9.0, 8.84848484848485)"
