,Locked And Ready,Gotham Diva,We Dance,Defined Benefit,Nibiru,Jay Jay Lopez,System Issues
05-01-2023 17:00:09.535821,"(3.2, 5.8, 5.133333333333333)","(4.0, 5.9, 4.925000000000001)","(2.45, 3.5, 2.8600000000000003)","(20.0, 50.0, 22.57142857142857)","(18.0, 42.0, 33.33333333333333)","(5.5, 12.5, 9.85)","(20.0, 55.0, 38.0)"
05-01-2023 17:00:10.685527,"(3.2, 5.8, 4.128571428571429)","(4.0, 5.9, 4.925000000000001)","(2.45, 3.5, 2.8600000000000003)","(20.0, 50.0, 22.57142857142857)","(18.0, 42.0, 33.33333333333333)","(5.5, 12.5, 9.85)","(20.0, 55.0, 38.0)"
05-01-2023 17:00:11.859697,"(3.2, 5.8, 4.128571428571429)","(4.0, 5.9, 4.925000000000001)","(2.45, 3.5, 2.8600000000000003)","(20.0, 50.0, 22.57142857142857)","(18.0, 42.0, 33.33333333333333)","(5.5, 12.5, 9.85)","(20.0, 55.0, 38.0)"
05-01-2023 17:00:12.971740,"(3.2, 5.8, 4.128571428571429)","(4.0, 5.9, 4.925000000000001)","(2.45, 3.5, 2.8600000000000003)","(20.0, 50.0, 22.57142857142857)","(18.0, 42.0, 33.33333333333333)","(5.5, 12.5, 9.85)","(20.0, 55.0, 38.0)"
05-01-2023 17:01:48.134953,"(3.2, 5.8, 4.128571428571429)","(4.0, 5.9, 4.925000000000001)","(2.45, 3.5, 2.8600000000000003)","(20.0, 50.0, 22.57142857142857)","(18.0, 42.0, 33.33333333333333)","(5.5, 12.5, 11.75)","(20.0, 55.0, 38.0)"
05-01-2023 17:01:49.317631,"(3.2, 5.8, 4.3428571428571425)","(4.0, 5.7, 4.9)","(2.45, 3.6, 3.090526315789474)","(20.0, 50.0, 20.923076923076923)","(18.0, 42.0, 33.33333333333333)","(5.5, 12.5, 11.75)","(20.0, 55.0, 38.0)"
05-01-2023 17:01:50.429031,"(3.2, 5.8, 4.3428571428571425)","(4.0, 5.7, 4.9)","(2.45, 3.6, 3.090526315789474)","(20.0, 50.0, 20.923076923076923)","(18.0, 42.0, 33.33333333333333)","(5.5, 12.5, 11.75)","(20.0, 55.0, 38.0)"
05-01-2023 17:01:51.476209,"(3.2, 5.8, 4.3428571428571425)","(4.0, 5.7, 4.9)","(2.45, 3.6, 3.413333333333333)","(20.0, 50.0, 20.923076923076923)","(18.0, 42.0, 33.33333333333333)","(5.5, 12.5, 12.125)","(20.0, 55.0, 38.0)"
05-01-2023 17:01:52.514441,"(3.2, 5.8, 4.230769230769231)","(4.0, 5.6, 5.445454545454545)","(2.45, 3.5, 3.1)","(20.0, 50.0, 20.923076923076923)","(18.0, 42.0, 29.0)","(5.5, 12.5, 11.816666666666666)","(20.0, 55.0, 38.0)"
05-01-2023 17:01:53.557409,"(3.2, 5.8, 4.230769230769231)","(4.0, 5.6, 5.445454545454545)","(2.45, 3.45, 3.075)","(20.0, 50.0, 20.923076923076923)","(18.0, 42.0, 36.8)","(5.5, 12.5, 11.816666666666666)","(20.0, 55.0, 38.0)"
05-01-2023 17:01:54.657486,"(3.2, 5.8, 4.230769230769231)","(4.0, 5.6, 5.445454545454545)","(2.45, 3.45, 3.075)","(20.0, 50.0, 20.923076923076923)","(18.0, 42.0, 36.8)","(5.5, 12.5, 11.816666666666666)","(20.0, 55.0, 38.0)"
05-01-2023 17:01:55.695714,"(3.2, 5.8, 4.230769230769231)","(4.0, 5.6, 5.445454545454545)","(2.45, 3.45, 3.075)","(20.0, 50.0, 20.923076923076923)","(18.0, 42.0, 36.8)","(5.5, 12.5, 11.816666666666666)","(20.0, 55.0, 38.0)"
05-01-2023 17:01:56.809620,"(3.2, 5.8, 4.230769230769231)","(4.0, 5.6, 5.445454545454545)","(2.45, 3.45, 2.7625)","(20.0, 50.0, 20.923076923076923)","(18.0, 42.0, 36.8)","(5.5, 12.5, 11.816666666666666)","(20.0, 55.0, 38.0)"
05-01-2023 17:01:57.950510,"(3.2, 5.8, 4.230769230769231)","(4.0, 5.6, 5.445454545454545)","(2.45, 3.45, 2.7625)","(20.0, 50.0, 20.923076923076923)","(18.0, 42.0, 36.8)","(5.5, 12.5, 11.816666666666666)","(20.0, 55.0, 38.0)"
05-01-2023 17:01:59.030332,"(3.2, 5.8, 4.230769230769231)","(4.0, 5.6, 5.445454545454545)","(2.45, 3.45, 2.7625)","(20.0, 50.0, 20.923076923076923)","(18.0, 42.0, 36.8)","(5.5, 12.5, 11.816666666666666)","(20.0, 55.0, 38.0)"
05-01-2023 17:02:00.159334,"(3.2, 5.8, 4.230769230769231)","(4.0, 5.6, 5.445454545454545)","(2.45, 3.45, 2.7625)","(20.0, 50.0, 20.923076923076923)","(18.0, 42.0, 36.8)","(5.5, 12.5, 11.816666666666666)","(20.0, 55.0, 38.0)"
05-01-2023 17:02:01.248325,"(3.2, 5.8, 4.230769230769231)","(4.0, 5.6, 5.445454545454545)","(2.45, 3.45, 2.7625)","(20.0, 50.0, 20.923076923076923)","(18.0, 42.0, 36.8)","(5.5, 12.5, 11.816666666666666)","(20.0, 55.0, 38.0)"
05-01-2023 17:02:02.261365,"(3.2, 5.8, 4.230769230769231)","(4.0, 5.6, 5.445454545454545)","(2.45, 3.45, 2.7625)","(20.0, 50.0, 20.923076923076923)","(18.0, 42.0, 36.8)","(5.5, 12.5, 11.816666666666666)","(20.0, 55.0, 38.0)"
05-01-2023 17:02:03.231139,"(3.2, 5.8, 4.230769230769231)","(4.0, 5.6, 5.445454545454545)","(2.45, 3.45, 2.7625)","(20.0, 50.0, 20.923076923076923)","(18.0, 42.0, 36.8)","(5.5, 12.5, 11.816666666666666)","(20.0, 55.0, 38.0)"
05-01-2023 17:02:04.498517,"(3.2, 5.8, 4.230769230769231)","(4.0, 5.6, 5.445454545454545)","(2.45, 3.45, 2.7625)","(20.0, 50.0, 20.923076923076923)","(18.0, 42.0, 36.8)","(5.5, 12.5, 11.816666666666666)","(20.0, 55.0, 38.0)"
05-01-2023 17:02:05.535961,"(3.2, 5.8, 4.230769230769231)","(4.0, 5.6, 5.445454545454545)","(2.45, 3.45, 2.7625)","(20.0, 50.0, 20.923076923076923)","(18.0, 42.0, 36.8)","(5.5, 12.5, 11.816666666666666)","(20.0, 55.0, 38.0)"
05-01-2023 17:02:06.584231,"(3.2, 5.8, 4.230769230769231)","(4.0, 5.6, 5.445454545454545)","(2.45, 3.45, 2.7625)","(20.0, 50.0, 20.923076923076923)","(18.0, 42.0, 36.8)","(5.5, 12.5, 11.816666666666666)","(20.0, 55.0, 38.0)"
05-01-2023 17:02:07.646018,"(3.2, 5.8, 4.230769230769231)","(4.0, 5.6, 5.445454545454545)","(2.45, 3.45, 2.7625)","(20.0, 50.0, 20.923076923076923)","(18.0, 42.0, 36.8)","(5.5, 12.5, 11.816666666666666)","(20.0, 55.0, 38.0)"
05-01-2023 17:02:08.704862,"(3.2, 5.8, 4.230769230769231)","(4.0, 5.6, 5.445454545454545)","(2.45, 3.45, 2.7625)","(20.0, 50.0, 20.923076923076923)","(18.0, 42.0, 36.8)","(5.5, 12.5, 11.816666666666666)","(20.0, 55.0, 29.5)"
05-01-2023 17:02:09.701704,"(3.2, 5.7, 4.9)","(4.0, 5.6, 5.175)","(2.45, 3.4, 3.268)","(20.0, 48.0, 28.333333333333336)","(18.0, 42.0, 26.0)","(5.5, 12.5, 11.816666666666666)","(20.0, 55.0, 45.45454545454545)"
05-01-2023 17:02:10.975444,"(3.2, 5.7, 4.9)","(4.0, 5.4, 4.875)","(2.45, 3.4, 3.364705882352941)","(20.0, 46.0, 32.25)","(18.0, 36.0, 22.75)","(5.5, 12.5, 11.816666666666666)","(20.0, 55.0, 45.45454545454545)"
05-01-2023 17:02:12.011976,"(3.2, 5.7, 4.9)","(4.0, 5.2, 4.875)","(2.45, 3.4, 3.364705882352941)","(20.0, 46.0, 32.25)","(18.0, 34.0, 22.75)","(5.5, 12.5, 11.816666666666666)","(20.0, 55.0, 45.45454545454545)"
05-01-2023 17:02:13.463541,"(3.2, 5.7, 4.9)","(4.0, 5.0, 4.89)","(2.45, 3.4, 3.364705882352941)","(20.0, 46.0, 32.25)","(18.0, 34.0, 22.75)","(5.5, 12.5, 11.816666666666666)","(20.0, 55.0, 45.45454545454545)"
05-01-2023 17:02:14.734163,"(3.2, 5.7, 4.9)","(4.0, 5.0, 4.89)","(2.45, 3.4, 3.255)","(20.0, 46.0, 32.25)","(18.0, 34.0, 22.75)","(5.5, 12.5, 11.883333333333333)","(20.0, 55.0, 45.45454545454545)"
05-01-2023 17:02:16.035112,"(3.2, 5.7, 4.2142857142857135)","(4.0, 5.0, 4.89)","(2.45, 3.4, 3.372)","(20.0, 46.0, 32.25)","(18.0, 34.0, 26.5)","(5.5, 12.5, 10.75)","(20.0, 55.0, 45.45454545454545)"
05-01-2023 17:02:17.330885,"(3.2, 5.6, 4.85)","(4.0, 5.0, 4.89)","(2.45, 3.4, 3.372)","(20.0, 46.0, 32.25)","(18.0, 30.0, 26.5)","(5.5, 12.5, 11.84)","(20.0, 55.0, 45.45454545454545)"
05-01-2023 17:02:18.628742,"(3.2, 5.6, 4.85)","(4.0, 5.0, 4.89)","(2.45, 3.4, 3.372)","(20.0, 46.0, 32.25)","(18.0, 30.0, 26.5)","(5.5, 12.5, 11.84)","(20.0, 55.0, 45.45454545454545)"
05-01-2023 17:02:19.701983,"(3.2, 5.6, 4.85)","(4.0, 5.0, 4.89)","(2.45, 3.4, 3.372)","(20.0, 46.0, 32.25)","(18.0, 30.0, 26.5)","(5.5, 12.5, 11.84)","(20.0, 55.0, 45.45454545454545)"
05-01-2023 17:02:20.809263,"(3.2, 5.5, 4.8)","(4.0, 5.0, 4.89)","(2.45, 3.4, 3.372)","(20.0, 46.0, 32.25)","(18.0, 30.0, 26.5)","(5.5, 12.5, 11.84)","(20.0, 55.0, 45.45454545454545)"
05-01-2023 17:02:21.841904,"(3.2, 5.5, 4.8)","(4.0, 5.0, 4.89)","(2.45, 3.4, 3.372)","(20.0, 46.0, 32.25)","(18.0, 30.0, 26.5)","(5.5, 12.5, 11.84)","(20.0, 55.0, 45.45454545454545)"
05-01-2023 17:02:22.833510,"(3.2, 5.5, 4.8)","(4.0, 5.0, 4.89)","(2.45, 3.4, 3.31)","(20.0, 46.0, 32.25)","(18.0, 32.0, 28.0)","(5.5, 12.5, 11.983333333333334)","(20.0, 55.0, 45.45454545454545)"
05-01-2023 17:02:24.035821,"(3.2, 5.3, 4.3999999999999995)","(4.0, 5.0, 4.89)","(2.45, 3.4, 3.346)","(20.0, 46.0, 40.3)","(18.0, 32.0, 29.5)","(5.5, 12.5, 11.533333333333333)","(20.0, 55.0, 48.8235294117647)"
05-01-2023 17:02:25.165545,"(3.2, 5.1, 4.35)","(4.0, 5.0, 4.89)","(2.45, 3.4, 3.3285714285714283)","(20.0, 46.0, 41.25)","(18.0, 32.0, 29.857142857142858)","(5.5, 12.5, 11.92)","(20.0, 55.0, 29.5)"
05-01-2023 17:02:26.363559,"(3.2, 5.1, 4.266666666666667)","(4.0, 5.0, 4.89)","(2.45, 3.4, 3.275)","(20.0, 46.0, 41.25)","(18.0, 32.0, 29.857142857142858)","(5.5, 12.5, 11.92)","(20.0, 55.0, 29.5)"
05-01-2023 17:02:27.524608,"(3.2, 5.1, 4.266666666666667)","(4.0, 5.0, 4.89)","(2.45, 3.4, 3.275)","(20.0, 46.0, 41.25)","(18.0, 32.0, 29.857142857142858)","(5.5, 12.5, 11.92)","(20.0, 55.0, 29.5)"
05-01-2023 17:02:28.791043,"(3.2, 5.1, 4.266666666666667)","(4.0, 5.0, 4.89)","(2.45, 3.4, 3.352)","(20.0, 46.0, 41.25)","(18.0, 32.0, 29.857142857142858)","(5.5, 12.5, 11.666666666666666)","(20.0, 55.0, 29.5)"
05-01-2023 17:02:30.119016,"(3.2, 4.9, 4.5)","(4.0, 5.0, 4.89)","(2.45, 3.4, 3.352)","(20.0, 46.0, 41.25)","(18.0, 32.0, 29.857142857142858)","(5.5, 12.5, 11.666666666666666)","(20.0, 55.0, 29.5)"
05-01-2023 17:02:31.402738,"(3.2, 4.9, 4.5)","(4.0, 5.0, 4.89)","(2.45, 3.4, 3.352)","(20.0, 46.0, 41.25)","(18.0, 32.0, 29.857142857142858)","(5.5, 12.5, 11.666666666666666)","(20.0, 55.0, 29.5)"
05-01-2023 17:02:32.582562,"(3.2, 4.9, 4.5)","(4.0, 5.0, 4.89)","(2.45, 3.4, 3.352)","(20.0, 46.0, 41.25)","(18.0, 32.0, 29.75)","(5.5, 12.5, 12.1875)","(20.0, 55.0, 29.5)"
05-01-2023 17:02:33.790914,"(3.2, 4.9, 4.5)","(4.0, 5.0, 4.89)","(2.45, 3.4, 3.352)","(20.0, 46.0, 41.25)","(18.0, 34.0, 27.363636363636363)","(5.5, 12.5, 12.1875)","(20.0, 55.0, 29.5)"
05-01-2023 17:02:34.990353,"(3.2, 4.9, 4.5)","(4.0, 5.0, 4.89)","(2.45, 3.4, 3.304)","(20.0, 46.0, 41.25)","(18.0, 36.0, 27.363636363636363)","(5.5, 12.5, 12.1875)","(20.0, 55.0, 29.5)"
05-01-2023 17:02:36.132663,"(3.2, 4.9, 4.5)","(4.0, 5.0, 4.89)","(2.45, 3.4, 3.354)","(20.0, 46.0, 41.25)","(18.0, 36.0, 27.363636363636363)","(5.5, 12.5, 11.75)","(20.0, 55.0, 29.5)"
05-01-2023 17:02:37.374368,"(3.2, 4.7, 4.4)","(4.0, 5.0, 4.89)","(2.45, 3.4, 3.354)","(20.0, 46.0, 41.25)","(18.0, 36.0, 27.363636363636363)","(5.5, 12.5, 11.75)","(20.0, 55.0, 29.5)"
05-01-2023 17:02:38.591145,"(3.2, 4.7, 4.4)","(4.0, 5.0, 4.89)","(2.45, 3.4, 3.354)","(20.0, 46.0, 41.25)","(18.0, 36.0, 27.363636363636363)","(5.5, 12.5, 11.75)","(20.0, 55.0, 34.5)"
05-01-2023 17:02:39.825672,"(3.2, 4.7, 4.4)","(4.0, 5.0, 4.89)","(2.45, 3.4, 3.3661538461538463)","(20.0, 46.0, 41.25)","(18.0, 36.0, 28.083333333333332)","(5.5, 12.5, 12.285714285714285)","(20.0, 48.0, 27.75)"
05-01-2023 17:02:40.996656,"(3.2, 4.7, 4.4)","(4.0, 5.0, 4.89)","(2.45, 3.4, 3.3661538461538463)","(20.0, 46.0, 41.25)","(18.0, 36.0, 28.083333333333332)","(5.5, 12.5, 12.285714285714285)","(20.0, 48.0, 27.75)"
05-01-2023 17:02:42.044811,"(3.2, 4.7, 4.4)","(4.0, 5.0, 4.89)","(2.45, 3.4, 3.3661538461538463)","(20.0, 46.0, 41.25)","(18.0, 36.0, 28.083333333333332)","(5.5, 12.5, 12.285714285714285)","(20.0, 48.0, 27.75)"
05-01-2023 17:02:43.056001,"(3.2, 4.7, 4.4)","(4.0, 5.0, 4.51875)","(2.45, 3.4, 3.3661538461538463)","(20.0, 46.0, 41.25)","(18.0, 36.0, 28.083333333333332)","(5.5, 12.5, 12.285714285714285)","(20.0, 48.0, 27.75)"
05-01-2023 17:02:44.194630,"(3.2, 4.6, 4.183333333333333)","(4.0, 5.0, 4.51875)","(2.45, 3.4, 3.358)","(20.0, 46.0, 41.25)","(18.0, 36.0, 28.083333333333332)","(5.5, 13.0, 12.5)","(20.0, 48.0, 27.75)"
05-01-2023 17:02:45.295746,"(3.2, 4.5, 4.025)","(4.0, 5.0, 4.482352941176471)","(2.45, 3.4, 3.33)","(20.0, 46.0, 41.25)","(18.0, 36.0, 28.083333333333332)","(5.5, 13.0, 12.5)","(20.0, 48.0, 27.75)"
05-01-2023 17:02:46.399176,"(3.2, 4.5, 4.025)","(4.0, 5.0, 4.482352941176471)","(2.45, 3.4, 3.33)","(20.0, 46.0, 41.25)","(18.0, 36.0, 28.083333333333332)","(5.5, 13.0, 12.5)","(20.0, 48.0, 27.75)"
05-01-2023 17:02:47.464291,"(3.2, 4.5, 4.025)","(4.0, 5.0, 4.482352941176471)","(2.45, 3.4, 3.33)","(20.0, 46.0, 41.25)","(18.0, 36.0, 28.083333333333332)","(5.5, 13.0, 12.5)","(20.0, 48.0, 27.75)"
05-01-2023 17:02:48.487461,"(3.2, 4.5, 4.025)","(4.0, 5.0, 4.482352941176471)","(2.45, 3.4, 3.33)","(20.0, 46.0, 41.25)","(18.0, 36.0, 28.083333333333332)","(5.5, 13.0, 12.5)","(20.0, 48.0, 27.75)"
05-01-2023 17:02:49.528200,"(3.2, 4.5, 4.025)","(4.0, 5.0, 4.482352941176471)","(2.45, 3.4, 3.33)","(20.0, 46.0, 41.25)","(18.0, 36.0, 28.083333333333332)","(5.5, 13.0, 12.5)","(20.0, 48.0, 27.75)"
05-01-2023 17:02:50.773258,"(3.2, 4.5, 4.025)","(4.0, 5.0, 4.482352941176471)","(2.45, 3.4, 3.33)","(20.0, 46.0, 41.25)","(18.0, 36.0, 28.083333333333332)","(5.5, 13.0, 12.5)","(20.0, 48.0, 27.75)"
05-01-2023 17:02:51.925115,"(3.2, 4.5, 4.025)","(4.0, 5.0, 4.482352941176471)","(2.45, 3.4, 3.33)","(20.0, 46.0, 41.25)","(18.0, 36.0, 28.083333333333332)","(5.5, 13.0, 13.5)","(20.0, 48.0, 27.25)"
05-01-2023 17:02:53.063462,"(3.2, 4.3, 3.875)","(4.0, 5.0, 4.482352941176471)","(2.45, 3.4, 3.36)","(20.0, 46.0, 29.27777777777778)","(18.0, 36.0, 28.083333333333332)","(5.5, 15.0, 13.958333333333334)","(20.0, 44.0, 32.5)"
05-01-2023 17:02:54.223154,"(3.2, 4.3, 3.825)","(4.0, 5.0, 4.482352941176471)","(2.45, 3.4, 3.3636363636363633)","(20.0, 42.0, 32.8125)","(18.0, 36.0, 28.083333333333332)","(5.5, 15.0, 13.958333333333334)","(20.0, 44.0, 32.5)"
05-01-2023 17:02:55.284211,"(3.2, 4.3, 3.815384615384615)","(4.0, 5.0, 4.482352941176471)","(2.45, 3.4, 3.3636363636363633)","(20.0, 42.0, 32.8125)","(18.0, 36.0, 28.083333333333332)","(5.5, 15.0, 13.958333333333334)","(20.0, 44.0, 32.5)"
05-01-2023 17:02:56.351942,"(3.2, 4.3, 3.6823529411764704)","(4.0, 5.0, 4.482352941176471)","(2.45, 3.4, 3.3636363636363633)","(20.0, 42.0, 32.0)","(18.0, 36.0, 29.392857142857142)","(5.5, 15.0, 13.958333333333334)","(20.0, 44.0, 26.75)"
05-01-2023 17:02:57.444002,"(3.2, 4.3, 3.6823529411764704)","(4.0, 5.0, 4.482352941176471)","(2.45, 3.4, 3.361111111111111)","(20.0, 42.0, 32.0)","(18.0, 36.0, 29.392857142857142)","(5.5, 16.0, 13.5)","(20.0, 48.0, 30.0)"
05-01-2023 17:02:58.545419,"(3.2, 4.1, 3.9937499999999995)","(4.0, 5.0, 4.482352941176471)","(2.45, 3.4, 3.361111111111111)","(20.0, 42.0, 32.0)","(18.0, 36.0, 29.833333333333336)","(5.5, 16.0, 14.75)","(20.0, 48.0, 30.0)"
05-01-2023 17:02:59.725508,"(3.2, 4.1, 3.9937499999999995)","(4.0, 5.0, 4.482352941176471)","(2.45, 3.4, 3.361111111111111)","(20.0, 42.0, 32.0)","(18.0, 36.0, 29.833333333333336)","(5.5, 16.0, 14.75)","(20.0, 48.0, 30.0)"
05-01-2023 17:03:00.867095,"(3.2, 4.1, 3.9937499999999995)","(4.0, 5.0, 4.482352941176471)","(2.45, 3.4, 3.361111111111111)","(20.0, 38.0, 35.5)","(18.0, 36.0, 29.833333333333336)","(5.5, 16.0, 14.75)","(20.0, 48.0, 30.0)"
05-01-2023 17:03:02.334014,"(3.2, 4.1, 3.9937499999999995)","(4.0, 5.0, 4.10625)","(2.45, 3.4, 3.361111111111111)","(20.0, 38.0, 24.363636363636363)","(18.0, 36.0, 25.208333333333336)","(5.5, 16.0, 15.166666666666666)","(20.0, 46.0, 25.166666666666668)"
05-01-2023 17:03:03.604911,"(3.2, 4.1, 3.9937499999999995)","(4.0, 5.0, 4.10625)","(2.45, 3.4, 3.361111111111111)","(20.0, 38.0, 24.363636363636363)","(18.0, 36.0, 25.208333333333336)","(5.5, 16.0, 16.227272727272727)","(20.0, 46.0, 37.0)"
05-01-2023 17:03:04.856845,"(3.2, 4.1, 3.9937499999999995)","(4.0, 4.8, 4.71)","(2.45, 3.4, 3.3666666666666667)","(20.0, 38.0, 24.363636363636363)","(18.0, 36.0, 25.208333333333336)","(5.5, 16.5, 15.333333333333334)","(20.0, 44.0, 37.0)"
05-01-2023 17:03:06.225998,"(3.2, 4.0, 3.625)","(4.0, 4.8, 4.71)","(2.45, 3.4, 3.3666666666666667)","(20.0, 38.0, 33.75)","(18.0, 36.0, 25.208333333333336)","(5.5, 17.0, 15.088235294117647)","(20.0, 44.0, 33.5)"
05-01-2023 17:03:07.526028,"(3.2, 3.95, 3.8625000000000003)","(4.0, 4.8, 4.71)","(2.45, 3.4, 3.3666666666666667)","(20.0, 36.0, 33.75)","(18.0, 36.0, 25.208333333333336)","(5.5, 17.0, 15.088235294117647)","(20.0, 44.0, 33.5)"
05-01-2023 17:03:08.928651,"(3.2, 3.95, 3.8625000000000003)","(4.0, 4.8, 4.71)","(2.45, 3.4, 3.3666666666666667)","(20.0, 36.0, 25.875)","(18.0, 36.0, 25.208333333333336)","(5.5, 17.0, 15.088235294117647)","(20.0, 44.0, 33.5)"
05-01-2023 17:03:10.108667,"(3.2, 3.95, 3.8625000000000003)","(4.0, 4.8, 4.71)","(2.45, 3.4, 3.3666666666666667)","(20.0, 36.0, 25.875)","(18.0, 36.0, 25.208333333333336)","(5.5, 17.0, 15.088235294117647)","(20.0, 44.0, 33.5)"
05-01-2023 17:03:11.390874,"(3.2, 3.95, 3.8625000000000003)","(4.0, 4.8, 4.71)","(2.45, 3.4, 3.325)","(20.0, 34.0, 29.200000000000003)","(18.0, 36.0, 25.208333333333336)","(5.5, 16.5, 15.38888888888889)","(20.0, 44.0, 33.5)"
05-01-2023 17:03:12.546582,"(3.2, 3.95, 3.7750000000000004)","(4.0, 4.8, 4.71)","(2.45, 3.4, 3.3562499999999997)","(20.0, 34.0, 23.894736842105264)","(18.0, 36.0, 25.208333333333336)","(5.5, 16.5, 15.75)","(20.0, 42.0, 39.625)"
05-01-2023 17:03:13.879366,"(3.2, 3.85, 3.7750000000000004)","(4.0, 4.8, 4.71)","(2.45, 3.4, 3.3)","(20.0, 32.0, 30.25)","(18.0, 36.0, 25.208333333333336)","(5.5, 16.5, 15.75)","(20.0, 42.0, 39.75)"
05-01-2023 17:03:15.297016,"(3.2, 3.85, 3.7750000000000004)","(4.0, 4.8, 4.71)","(2.45, 3.4, 3.3)","(20.0, 32.0, 28.5)","(18.0, 36.0, 25.208333333333336)","(5.5, 16.5, 15.75)","(20.0, 42.0, 34.588235294117645)"
05-01-2023 17:03:16.529756,"(3.2, 3.85, 3.7750000000000004)","(4.0, 4.8, 4.71)","(2.45, 3.4, 3.31)","(20.0, 30.0, 26.4)","(18.0, 36.0, 25.208333333333336)","(5.5, 16.5, 15.75)","(20.0, 42.0, 38.54545454545455)"
05-01-2023 17:03:17.586535,"(3.2, 3.85, 3.7750000000000004)","(4.0, 4.8, 4.71)","(2.45, 3.45, 3.25)","(20.0, 30.0, 22.2)","(18.0, 36.0, 25.208333333333336)","(5.5, 16.5, 15.75)","(20.0, 40.0, 34.0)"
05-01-2023 17:03:18.806598,"(3.2, 3.85, 3.7750000000000004)","(4.0, 4.8, 4.71)","(2.45, 3.45, 3.2068181818181816)","(20.0, 30.0, 25.700000000000003)","(18.0, 36.0, 25.208333333333336)","(5.5, 16.5, 16.35)","(20.0, 40.0, 34.76923076923077)"
05-01-2023 17:03:20.010634,"(3.2, 3.75, 3.65)","(4.0, 4.8, 4.71)","(2.45, 3.4, 3.2043478260869565)","(20.0, 29.0, 25.700000000000003)","(18.0, 36.0, 25.208333333333336)","(5.5, 16.5, 16.35)","(20.0, 38.0, 34.76923076923077)"
05-01-2023 17:03:21.214338,"(3.2, 3.75, 3.65)","(4.0, 4.8, 4.71)","(2.45, 3.4, 3.2043478260869565)","(20.0, 29.0, 26.75)","(18.0, 36.0, 25.208333333333336)","(5.5, 16.5, 16.35)","(20.0, 38.0, 34.90909090909091)"
05-01-2023 17:03:22.345082,"(3.2, 3.75, 3.65)","(4.0, 4.8, 4.71)","(2.45, 3.4, 3.1923076923076925)","(20.0, 28.0, 26.75)","(18.0, 36.0, 25.208333333333336)","(5.5, 16.5, 16.35)","(20.0, 36.0, 34.90909090909091)"
05-01-2023 17:03:23.472441,"(3.2, 3.75, 3.65)","(4.0, 4.8, 4.71)","(2.45, 3.4, 3.1923076923076925)","(20.0, 28.0, 26.75)","(18.0, 36.0, 25.208333333333336)","(5.5, 16.5, 16.35)","(20.0, 36.0, 31.058823529411764)"
05-01-2023 17:03:24.780033,"(3.2, 3.75, 3.65)","(4.0, 4.8, 4.71)","(2.45, 3.4, 3.2043478260869565)","(20.0, 28.0, 21.684210526315788)","(18.0, 36.0, 25.208333333333336)","(5.5, 16.5, 16.35)","(20.0, 36.0, 31.058823529411764)"
05-01-2023 17:03:25.902678,"(3.2, 3.8, 3.6166666666666667)","(4.0, 4.8, 4.71)","(2.45, 3.4, 3.2043478260869565)","(20.0, 27.0, 25.875)","(18.0, 36.0, 25.208333333333336)","(5.5, 16.5, 16.666666666666668)","(20.0, 36.0, 31.058823529411764)"
05-01-2023 17:03:27.137265,"(3.2, 3.75, 3.6100000000000003)","(4.0, 4.8, 4.71)","(2.45, 3.4, 3.2043478260869565)","(20.0, 27.0, 25.0)","(18.0, 36.0, 25.208333333333336)","(5.5, 17.5, 16.666666666666668)","(20.0, 36.0, 31.058823529411764)"
05-01-2023 17:03:28.312208,"(3.2, 3.7, 3.6100000000000003)","(4.0, 4.8, 4.71)","(2.45, 3.4, 3.2043478260869565)","(20.0, 26.0, 25.0)","(18.0, 36.0, 25.208333333333336)","(5.5, 17.5, 16.666666666666668)","(20.0, 36.0, 31.058823529411764)"
05-01-2023 17:03:29.844560,"(3.2, 3.7, 3.6100000000000003)","(4.0, 4.8, 4.71)","(2.45, 3.4, 3.2043478260869565)","(20.0, 26.0, 20.94736842105263)","(18.0, 36.0, 25.208333333333336)","(5.5, 17.5, 16.61111111111111)","(20.0, 36.0, 31.058823529411764)"
05-01-2023 17:03:31.324657,"(3.2, 3.7, 3.6100000000000003)","(4.0, 4.8, 4.71)","(2.45, 3.4, 3.1923076923076925)","(20.0, 26.0, 24.125)","(18.0, 36.0, 25.208333333333336)","(5.5, 17.5, 16.61111111111111)","(20.0, 36.0, 31.058823529411764)"
05-01-2023 17:03:32.599645,"(3.2, 3.7, 3.6100000000000003)","(4.0, 4.8, 4.71)","(2.45, 3.4, 3.1923076923076925)","(20.0, 25.0, 20.333333333333332)","(18.0, 36.0, 25.208333333333336)","(5.5, 17.5, 16.5)","(20.0, 36.0, 31.058823529411764)"
05-01-2023 17:03:33.908165,"(3.2, 3.75, 3.5)","(4.0, 4.8, 4.71)","(2.45, 3.4, 3.2043478260869565)","(20.0, 25.0, 20.333333333333332)","(18.0, 36.0, 25.208333333333336)","(5.5, 17.5, 16.5)","(20.0, 36.0, 31.058823529411764)"
05-01-2023 17:03:35.201354,"(3.2, 3.75, 3.5)","(4.0, 4.8, 4.71)","(2.45, 3.4, 3.2043478260869565)","(20.0, 25.0, 19.555555555555557)","(18.0, 36.0, 25.208333333333336)","(5.5, 17.5, 16.5)","(20.0, 36.0, 31.058823529411764)"
