,Boxing On,Make Me Dizzy,Rosebud Smile,Monza,Cant Control Me,Shian Quirky,Remembering,Sugar Pie
06-01-2023 16:35:55.140173,"(8.5, 13.5, 10.08421052631579)","(14.0, 32.0, 14.357142857142858)","(7.5, 19.5, 16.07142857142857)","(31.0, 120.0, 55.76470588235294)","(7.5, 13.0, 9.622222222222222)","(1.35, 1.74, 1.686)","(16.0, 36.0, 16.90909090909091)","(31.0, 270.0, 124.2)"
06-01-2023 16:35:56.219389,"(8.5, 13.5, 10.08421052631579)","(14.0, 32.0, 14.357142857142858)","(7.5, 19.5, 16.07142857142857)","(31.0, 120.0, 55.76470588235294)","(7.5, 13.0, 9.622222222222222)","(1.35, 1.74, 1.686)","(16.0, 36.0, 16.90909090909091)","(31.0, 270.0, 124.2)"
06-01-2023 16:35:57.358707,"(8.5, 13.5, 10.08421052631579)","(14.0, 32.0, 14.357142857142858)","(7.5, 19.5, 16.07142857142857)","(31.0, 120.0, 55.76470588235294)","(7.5, 13.0, 9.622222222222222)","(1.35, 1.74, 1.686)","(16.0, 36.0, 16.90909090909091)","(31.0, 270.0, 124.2)"
06-01-2023 16:35:58.625140,"(8.5, 13.5, 10.08421052631579)","(14.0, 32.0, 14.357142857142858)","(7.5, 19.5, 16.07142857142857)","(31.0, 120.0, 55.76470588235294)","(7.5, 13.0, 9.622222222222222)","(1.35, 1.74, 1.686)","(16.0, 36.0, 16.90909090909091)","(31.0, 270.0, 124.2)"
06-01-2023 16:35:59.777632,"(8.5, 13.5, 10.08421052631579)","(14.0, 32.0, 14.357142857142858)","(7.5, 19.5, 16.07142857142857)","(31.0, 120.0, 55.76470588235294)","(7.5, 13.0, 9.622222222222222)","(1.35, 1.74, 1.686)","(16.0, 36.0, 16.90909090909091)","(31.0, 270.0, 124.2)"
06-01-2023 16:36:01.107524,"(8.5, 13.5, 10.08421052631579)","(14.0, 32.0, 14.357142857142858)","(7.5, 19.5, 16.07142857142857)","(31.0, 120.0, 55.76470588235294)","(7.5, 13.0, 9.622222222222222)","(1.35, 1.74, 1.686)","(16.0, 36.0, 16.90909090909091)","(31.0, 270.0, 124.2)"
06-01-2023 16:36:02.537735,"(8.5, 13.5, 10.08421052631579)","(14.0, 32.0, 14.357142857142858)","(7.5, 19.5, 16.07142857142857)","(31.0, 120.0, 55.76470588235294)","(7.5, 13.0, 9.622222222222222)","(1.35, 1.74, 1.686)","(16.0, 36.0, 16.90909090909091)","(31.0, 270.0, 124.2)"
06-01-2023 16:36:03.954295,"(8.5, 13.5, 10.08421052631579)","(14.0, 32.0, 14.357142857142858)","(7.5, 19.5, 16.07142857142857)","(31.0, 120.0, 55.76470588235294)","(7.5, 13.0, 9.622222222222222)","(1.35, 1.74, 1.686)","(16.0, 36.0, 16.90909090909091)","(31.0, 270.0, 124.2)"
06-01-2023 16:36:05.319331,"(8.5, 13.5, 10.08421052631579)","(14.0, 32.0, 14.357142857142858)","(7.5, 19.5, 16.07142857142857)","(31.0, 120.0, 55.76470588235294)","(7.5, 13.0, 9.622222222222222)","(1.35, 1.74, 1.686)","(16.0, 36.0, 16.90909090909091)","(31.0, 270.0, 124.2)"
06-01-2023 16:36:06.661490,"(8.5, 13.5, 10.08421052631579)","(14.0, 32.0, 14.357142857142858)","(7.5, 19.5, 16.07142857142857)","(31.0, 120.0, 55.76470588235294)","(7.5, 13.0, 9.622222222222222)","(1.35, 1.74, 1.5268421052631578)","(16.0, 36.0, 16.90909090909091)","(31.0, 270.0, 124.2)"
06-01-2023 16:36:07.845278,"(8.5, 13.5, 10.08421052631579)","(14.0, 32.0, 14.357142857142858)","(7.5, 19.5, 16.07142857142857)","(31.0, 120.0, 55.76470588235294)","(7.5, 13.0, 9.622222222222222)","(1.35, 1.74, 1.5268421052631578)","(16.0, 36.0, 16.90909090909091)","(31.0, 270.0, 124.2)"
06-01-2023 16:36:08.972215,"(8.5, 13.0, 12.4)","(14.0, 32.0, 14.357142857142858)","(7.5, 19.5, 16.07142857142857)","(31.0, 120.0, 55.76470588235294)","(7.5, 13.0, 9.622222222222222)","(1.35, 1.74, 1.5268421052631578)","(16.0, 36.0, 16.90909090909091)","(31.0, 270.0, 124.2)"
06-01-2023 16:36:10.104064,"(8.5, 13.0, 12.4)","(14.0, 32.0, 14.357142857142858)","(7.5, 19.5, 16.07142857142857)","(31.0, 120.0, 55.76470588235294)","(7.5, 13.0, 9.622222222222222)","(1.35, 1.74, 1.5227272727272727)","(16.0, 36.0, 16.90909090909091)","(31.0, 270.0, 124.2)"
06-01-2023 16:36:11.234722,"(8.5, 13.0, 12.4)","(14.0, 32.0, 14.357142857142858)","(7.5, 19.5, 16.07142857142857)","(31.0, 120.0, 55.76470588235294)","(7.5, 13.0, 9.742857142857142)","(1.35, 1.76, 1.5227272727272727)","(16.0, 36.0, 16.90909090909091)","(31.0, 270.0, 124.2)"
06-01-2023 16:36:12.500002,"(8.5, 13.0, 12.4)","(14.0, 32.0, 14.357142857142858)","(7.5, 19.5, 16.07142857142857)","(31.0, 120.0, 54.27777777777778)","(7.5, 13.0, 9.742857142857142)","(1.35, 1.76, 1.5227272727272727)","(16.0, 36.0, 16.90909090909091)","(31.0, 270.0, 124.2)"
06-01-2023 16:36:13.704339,"(8.5, 13.0, 12.4)","(14.0, 32.0, 14.357142857142858)","(7.5, 19.5, 16.07142857142857)","(31.0, 120.0, 54.27777777777778)","(7.5, 13.0, 9.742857142857142)","(1.35, 1.76, 1.5227272727272727)","(16.0, 36.0, 16.90909090909091)","(31.0, 270.0, 124.2)"
06-01-2023 16:36:15.171753,"(8.5, 13.0, 12.4)","(14.0, 32.0, 14.357142857142858)","(7.5, 19.5, 16.07142857142857)","(31.0, 120.0, 54.27777777777778)","(7.5, 13.0, 9.742857142857142)","(1.35, 1.76, 1.5227272727272727)","(16.0, 36.0, 16.90909090909091)","(31.0, 270.0, 124.2)"
06-01-2023 16:36:16.352876,"(8.5, 13.0, 12.4)","(14.0, 32.0, 14.357142857142858)","(7.5, 19.5, 16.07142857142857)","(31.0, 120.0, 54.27777777777778)","(7.5, 13.0, 9.742857142857142)","(1.35, 1.76, 1.5227272727272727)","(16.0, 36.0, 16.90909090909091)","(31.0, 270.0, 124.2)"
06-01-2023 16:36:17.349031,"(8.5, 13.0, 12.4)","(14.0, 32.0, 14.357142857142858)","(7.5, 19.5, 16.07142857142857)","(31.0, 120.0, 54.27777777777778)","(7.5, 13.0, 9.742857142857142)","(1.35, 1.76, 1.5227272727272727)","(16.0, 36.0, 16.90909090909091)","(31.0, 270.0, 124.2)"
06-01-2023 16:36:18.534605,"(8.5, 13.0, 12.4)","(14.0, 32.0, 14.357142857142858)","(7.5, 19.5, 16.07142857142857)","(31.0, 120.0, 54.27777777777778)","(7.5, 12.5, 10.024999999999999)","(1.35, 1.76, 1.5227272727272727)","(16.0, 36.0, 16.90909090909091)","(31.0, 270.0, 124.2)"
06-01-2023 16:36:19.723108,"(8.5, 13.0, 12.4)","(14.0, 32.0, 14.357142857142858)","(7.5, 19.5, 16.07142857142857)","(31.0, 120.0, 54.27777777777778)","(7.5, 12.5, 9.67142857142857)","(1.35, 1.76, 1.5227272727272727)","(16.0, 36.0, 16.90909090909091)","(31.0, 270.0, 124.2)"
06-01-2023 16:36:20.938235,"(8.5, 13.0, 12.4)","(14.0, 32.0, 14.357142857142858)","(7.5, 19.5, 16.07142857142857)","(31.0, 120.0, 54.27777777777778)","(7.5, 12.5, 9.67142857142857)","(1.35, 1.76, 1.5227272727272727)","(16.0, 36.0, 16.90909090909091)","(31.0, 270.0, 124.2)"
06-01-2023 16:36:21.960709,"(8.5, 13.0, 12.4)","(14.0, 32.0, 14.357142857142858)","(7.5, 19.5, 16.07142857142857)","(31.0, 120.0, 54.27777777777778)","(7.5, 12.5, 9.67142857142857)","(1.35, 1.76, 1.5227272727272727)","(16.0, 36.0, 16.90909090909091)","(31.0, 270.0, 124.2)"
06-01-2023 16:36:22.986090,"(8.5, 13.0, 12.4)","(14.0, 32.0, 14.357142857142858)","(7.5, 19.5, 16.07142857142857)","(31.0, 120.0, 54.27777777777778)","(7.5, 12.5, 8.471428571428572)","(1.35, 1.76, 1.5227272727272727)","(16.0, 36.0, 16.90909090909091)","(31.0, 270.0, 124.2)"
06-01-2023 16:36:24.101922,"(8.5, 13.0, 12.4)","(14.0, 32.0, 14.357142857142858)","(7.5, 19.5, 16.07142857142857)","(31.0, 120.0, 54.27777777777778)","(7.5, 12.5, 8.471428571428572)","(1.35, 1.76, 1.5227272727272727)","(16.0, 36.0, 16.90909090909091)","(31.0, 270.0, 124.2)"
06-01-2023 16:36:25.270467,"(8.5, 13.0, 12.4)","(14.0, 32.0, 14.357142857142858)","(7.5, 19.5, 16.07142857142857)","(31.0, 120.0, 54.27777777777778)","(7.5, 12.5, 8.471428571428572)","(1.35, 1.76, 1.5227272727272727)","(16.0, 36.0, 16.90909090909091)","(31.0, 270.0, 124.2)"
06-01-2023 16:36:26.518940,"(8.5, 13.0, 12.4)","(14.0, 32.0, 14.357142857142858)","(7.5, 19.5, 16.07142857142857)","(31.0, 120.0, 54.27777777777778)","(7.5, 12.5, 9.92)","(1.35, 1.76, 1.5227272727272727)","(16.0, 36.0, 16.90909090909091)","(31.0, 270.0, 124.2)"
06-01-2023 16:36:27.705161,"(8.5, 13.0, 12.4)","(14.0, 32.0, 14.357142857142858)","(7.5, 19.5, 16.07142857142857)","(31.0, 120.0, 54.27777777777778)","(7.5, 12.5, 9.92)","(1.35, 1.76, 1.56)","(16.0, 36.0, 16.90909090909091)","(31.0, 270.0, 124.2)"
06-01-2023 16:36:28.939201,"(8.5, 13.0, 12.166666666666668)","(14.0, 32.0, 14.357142857142858)","(7.5, 19.5, 16.07142857142857)","(31.0, 120.0, 54.27777777777778)","(7.5, 12.5, 9.92)","(1.35, 1.76, 1.56)","(16.0, 36.0, 16.90909090909091)","(31.0, 270.0, 124.2)"
06-01-2023 16:36:30.060576,"(8.5, 13.0, 12.166666666666668)","(14.0, 32.0, 14.357142857142858)","(7.5, 19.5, 16.07142857142857)","(31.0, 120.0, 54.27777777777778)","(7.5, 12.5, 9.92)","(1.35, 1.76, 1.56)","(16.0, 36.0, 16.90909090909091)","(31.0, 270.0, 124.2)"
06-01-2023 16:36:31.138460,"(8.5, 13.0, 12.166666666666668)","(14.0, 32.0, 14.357142857142858)","(7.5, 19.5, 16.07142857142857)","(31.0, 120.0, 54.27777777777778)","(7.5, 12.5, 9.92)","(1.35, 1.76, 1.56)","(16.0, 36.0, 16.90909090909091)","(31.0, 270.0, 124.2)"
06-01-2023 16:36:32.229667,"(8.5, 13.0, 12.166666666666668)","(14.0, 32.0, 14.357142857142858)","(7.5, 19.5, 16.07142857142857)","(31.0, 120.0, 54.27777777777778)","(7.5, 12.5, 9.92)","(1.35, 1.76, 1.56)","(16.0, 36.0, 16.90909090909091)","(31.0, 270.0, 124.2)"
06-01-2023 16:36:33.315988,"(8.5, 13.0, 12.166666666666668)","(14.0, 32.0, 14.357142857142858)","(7.5, 19.5, 16.07142857142857)","(31.0, 120.0, 54.27777777777778)","(7.5, 12.5, 9.92)","(1.35, 1.76, 1.56)","(16.0, 36.0, 16.90909090909091)","(31.0, 270.0, 124.2)"
06-01-2023 16:36:34.356950,"(8.5, 13.0, 11.466666666666667)","(14.0, 32.0, 14.357142857142858)","(7.5, 19.5, 16.07142857142857)","(31.0, 120.0, 54.27777777777778)","(7.5, 12.5, 9.92)","(1.35, 1.76, 1.6073684210526316)","(16.0, 36.0, 16.90909090909091)","(31.0, 270.0, 124.2)"
06-01-2023 16:36:35.378618,"(8.5, 13.0, 12.233333333333334)","(14.0, 32.0, 14.357142857142858)","(7.5, 19.5, 16.07142857142857)","(31.0, 120.0, 54.27777777777778)","(7.5, 12.5, 9.92)","(1.35, 1.76, 1.6073684210526316)","(16.0, 36.0, 16.90909090909091)","(31.0, 270.0, 124.2)"
06-01-2023 16:36:36.417224,"(8.5, 13.0, 12.233333333333334)","(14.0, 32.0, 14.357142857142858)","(7.5, 19.5, 16.07142857142857)","(31.0, 120.0, 54.27777777777778)","(7.5, 12.5, 9.92)","(1.35, 1.74, 1.5266666666666666)","(16.0, 36.0, 16.90909090909091)","(31.0, 270.0, 131.14285714285714)"
06-01-2023 16:36:37.426766,"(8.5, 13.0, 12.342857142857143)","(14.0, 32.0, 15.0)","(7.5, 19.5, 16.5)","(31.0, 120.0, 54.27777777777778)","(7.5, 12.5, 9.92)","(1.35, 1.74, 1.516)","(16.0, 36.0, 16.0)","(31.0, 270.0, 131.14285714285714)"
06-01-2023 16:36:38.426460,"(8.5, 13.0, 12.342857142857143)","(14.0, 32.0, 15.0)","(7.5, 19.5, 16.5)","(31.0, 120.0, 54.27777777777778)","(7.5, 12.5, 9.92)","(1.35, 1.74, 1.516)","(16.0, 36.0, 16.0)","(31.0, 270.0, 126.4090909090909)"
06-01-2023 16:36:39.442949,"(8.5, 13.0, 12.266666666666666)","(14.0, 32.0, 14.80952380952381)","(7.5, 19.5, 16.5)","(31.0, 120.0, 54.27777777777778)","(7.5, 12.5, 9.92)","(1.35, 1.74, 1.524)","(16.0, 36.0, 16.0)","(31.0, 270.0, 126.4090909090909)"
06-01-2023 16:36:40.514913,"(8.5, 13.0, 12.3)","(14.0, 32.0, 14.80952380952381)","(7.5, 19.5, 16.5)","(31.0, 120.0, 54.27777777777778)","(7.5, 12.5, 9.92)","(1.35, 1.74, 1.524)","(16.0, 36.0, 16.0)","(31.0, 270.0, 126.4090909090909)"
06-01-2023 16:36:41.990077,"(8.5, 13.0, 12.3)","(14.0, 32.0, 14.80952380952381)","(7.5, 19.5, 16.5)","(31.0, 120.0, 54.27777777777778)","(7.5, 12.5, 9.92)","(1.35, 1.74, 1.5857142857142856)","(16.0, 36.0, 16.0)","(31.0, 270.0, 126.4090909090909)"
06-01-2023 16:36:43.175505,"(8.5, 13.0, 12.3)","(14.0, 32.0, 14.80952380952381)","(7.5, 19.5, 16.5)","(31.0, 120.0, 54.27777777777778)","(7.5, 12.5, 9.92)","(1.35, 1.74, 1.5857142857142856)","(16.0, 36.0, 16.0)","(31.0, 270.0, 126.4090909090909)"
06-01-2023 16:36:44.263743,"(8.5, 13.0, 12.3)","(14.0, 32.0, 14.80952380952381)","(7.5, 19.5, 16.5)","(31.0, 120.0, 54.27777777777778)","(7.5, 12.5, 9.92)","(1.35, 1.74, 1.542)","(16.0, 36.0, 16.0)","(31.0, 270.0, 126.4090909090909)"
06-01-2023 16:36:45.287240,"(8.5, 13.0, 12.3)","(14.0, 32.0, 14.80952380952381)","(7.5, 19.5, 16.5)","(31.0, 120.0, 54.27777777777778)","(7.5, 12.5, 9.92)","(1.35, 1.74, 1.542)","(16.0, 36.0, 16.0)","(31.0, 270.0, 126.4090909090909)"
06-01-2023 16:36:46.334186,"(8.5, 13.0, 12.371428571428572)","(14.0, 32.0, 14.80952380952381)","(7.5, 19.5, 16.5)","(31.0, 120.0, 45.25)","(7.5, 12.5, 9.92)","(1.35, 1.74, 1.542)","(16.0, 36.0, 16.0)","(31.0, 270.0, 126.4090909090909)"
06-01-2023 16:36:47.349672,"(8.5, 13.0, 12.371428571428572)","(14.0, 32.0, 14.80952380952381)","(7.5, 19.5, 16.5)","(31.0, 120.0, 45.25)","(7.5, 12.5, 9.92)","(1.35, 1.74, 1.542)","(16.0, 36.0, 16.0)","(31.0, 270.0, 126.4090909090909)"
06-01-2023 16:36:48.454147,"(8.5, 12.5, 10.55)","(14.0, 32.0, 14.80952380952381)","(7.5, 19.5, 16.5)","(31.0, 120.0, 45.25)","(7.5, 12.5, 9.92)","(1.35, 1.74, 1.6915384615384617)","(16.0, 36.0, 16.0)","(31.0, 270.0, 126.4090909090909)"
06-01-2023 16:36:49.523404,"(8.5, 12.5, 10.55)","(14.0, 32.0, 14.80952380952381)","(7.5, 19.5, 16.5)","(31.0, 120.0, 45.25)","(7.5, 12.5, 9.92)","(1.35, 1.74, 1.56)","(16.0, 36.0, 16.0)","(31.0, 270.0, 126.4090909090909)"
06-01-2023 16:36:50.570427,"(8.5, 11.5, 10.775)","(14.0, 32.0, 14.80952380952381)","(7.5, 19.5, 16.5)","(31.0, 120.0, 45.25)","(7.5, 12.5, 9.92)","(1.35, 1.74, 1.56)","(16.0, 36.0, 16.0)","(31.0, 270.0, 126.4090909090909)"
06-01-2023 16:36:51.747233,"(8.5, 12.0, 11.15)","(14.0, 32.0, 14.80952380952381)","(7.5, 19.5, 16.5)","(31.0, 120.0, 45.25)","(7.5, 12.5, 9.92)","(1.35, 1.74, 1.56)","(16.0, 36.0, 16.0)","(31.0, 270.0, 126.4090909090909)"
06-01-2023 16:36:52.941165,"(8.5, 12.0, 11.15)","(14.0, 32.0, 14.9)","(7.5, 19.5, 16.5)","(31.0, 120.0, 45.25)","(7.5, 12.5, 9.92)","(1.35, 1.74, 1.56)","(16.0, 36.0, 16.0)","(31.0, 270.0, 126.4090909090909)"
06-01-2023 16:36:54.024961,"(8.5, 12.0, 11.15)","(14.0, 32.0, 14.9)","(7.5, 19.5, 16.5)","(31.0, 120.0, 45.25)","(7.5, 12.5, 9.92)","(1.35, 1.74, 1.56)","(16.0, 36.0, 16.0)","(31.0, 270.0, 126.4090909090909)"
06-01-2023 16:36:55.175438,"(8.5, 12.0, 10.866666666666667)","(14.0, 32.0, 14.9)","(7.5, 19.5, 16.5)","(31.0, 120.0, 45.25)","(7.5, 12.5, 9.92)","(1.35, 1.74, 1.56)","(16.0, 36.0, 16.0)","(31.0, 270.0, 126.4090909090909)"
06-01-2023 16:36:56.152761,"(8.5, 12.0, 10.866666666666667)","(14.0, 32.0, 14.9)","(7.5, 19.5, 16.5)","(31.0, 120.0, 45.25)","(7.5, 12.5, 9.92)","(1.35, 1.74, 1.56)","(16.0, 36.0, 16.0)","(31.0, 270.0, 126.4090909090909)"
06-01-2023 16:36:57.239731,"(8.5, 12.0, 10.866666666666667)","(14.0, 32.0, 14.9)","(7.5, 19.5, 16.5)","(31.0, 120.0, 45.25)","(7.5, 12.5, 9.92)","(1.35, 1.74, 1.56)","(16.0, 36.0, 16.0)","(31.0, 270.0, 126.4090909090909)"
06-01-2023 16:36:58.374462,"(8.5, 12.0, 10.866666666666667)","(14.0, 32.0, 14.9)","(7.5, 19.5, 16.5)","(31.0, 120.0, 45.25)","(7.5, 12.5, 9.92)","(1.35, 1.74, 1.56)","(16.0, 36.0, 16.0)","(31.0, 270.0, 126.4090909090909)"
06-01-2023 16:36:59.494817,"(8.5, 12.0, 10.866666666666667)","(14.0, 32.0, 14.9)","(7.5, 19.5, 16.5)","(31.0, 120.0, 45.25)","(7.5, 12.5, 9.92)","(1.35, 1.74, 1.56)","(16.0, 36.0, 16.0)","(31.0, 270.0, 126.4090909090909)"
06-01-2023 16:37:00.637706,"(8.5, 12.0, 10.866666666666667)","(14.0, 32.0, 14.9)","(7.5, 19.5, 16.5)","(31.0, 120.0, 45.25)","(7.5, 12.5, 9.92)","(1.35, 1.74, 1.56)","(16.0, 36.0, 16.0)","(31.0, 270.0, 126.4090909090909)"
06-01-2023 16:37:01.724988,"(8.5, 12.0, 10.866666666666667)","(14.0, 32.0, 14.9)","(7.5, 19.5, 16.5)","(31.0, 120.0, 45.25)","(7.5, 12.5, 9.92)","(1.35, 1.74, 1.56)","(16.0, 36.0, 16.0)","(31.0, 270.0, 126.4090909090909)"
06-01-2023 16:37:02.789007,"(8.5, 12.0, 10.866666666666667)","(14.0, 32.0, 14.9)","(7.5, 19.5, 17.5)","(31.0, 120.0, 74.0)","(7.5, 12.5, 10.733333333333333)","(1.35, 1.74, 1.711967213114754)","(16.0, 36.0, 28.571428571428573)","(31.0, 270.0, 202.25)"
06-01-2023 16:37:03.850782,"(8.5, 11.5, 10.67142857142857)","(14.0, 30.0, 27.166666666666668)","(7.5, 19.0, 17.166666666666668)","(31.0, 110.0, 74.0)","(7.5, 12.0, 10.4)","(1.35, 1.74, 1.6242857142857143)","(16.0, 34.0, 28.571428571428573)","(31.0, 260.0, 139.5)"
06-01-2023 16:37:04.991142,"(8.5, 10.5, 10.075)","(14.0, 30.0, 28.166666666666664)","(7.5, 19.0, 17.166666666666668)","(31.0, 110.0, 74.0)","(7.5, 11.5, 10.936363636363637)","(1.35, 1.74, 1.7140677966101694)","(16.0, 34.0, 28.571428571428573)","(31.0, 250.0, 172.25)"
06-01-2023 16:37:06.218392,"(8.5, 11.0, 10.066666666666666)","(14.0, 30.0, 27.714285714285715)","(7.5, 18.5, 16.833333333333332)","(31.0, 110.0, 74.0)","(7.5, 11.5, 9.566666666666666)","(1.35, 1.74, 1.7227868852459016)","(16.0, 34.0, 26.0)","(31.0, 220.0, 157.25)"
06-01-2023 16:37:07.304968,"(8.5, 11.0, 9.6)","(14.0, 30.0, 27.714285714285715)","(7.5, 18.5, 16.833333333333332)","(31.0, 110.0, 74.0)","(7.5, 11.5, 9.566666666666666)","(1.35, 1.74, 1.7227868852459016)","(16.0, 34.0, 26.0)","(31.0, 200.0, 157.25)"
06-01-2023 16:37:08.448840,"(8.5, 11.0, 9.64)","(14.0, 30.0, 27.714285714285715)","(7.5, 18.5, 16.833333333333332)","(31.0, 110.0, 74.0)","(7.5, 11.5, 9.566666666666666)","(1.35, 1.74, 1.6311111111111112)","(16.0, 34.0, 23.5)","(31.0, 200.0, 157.25)"
06-01-2023 16:37:09.527957,"(8.5, 10.5, 9.35)","(14.0, 30.0, 28.0625)","(7.5, 18.5, 16.833333333333332)","(31.0, 110.0, 74.0)","(7.5, 11.5, 9.566666666666666)","(1.35, 1.74, 1.7228301886792452)","(16.0, 32.0, 24.88888888888889)","(31.0, 200.0, 157.25)"
06-01-2023 16:37:10.668600,"(8.5, 10.0, 9.64)","(14.0, 30.0, 28.125)","(7.5, 20.0, 17.214285714285715)","(31.0, 110.0, 74.0)","(7.5, 11.5, 9.566666666666666)","(1.35, 1.74, 1.6636363636363638)","(16.0, 32.0, 24.88888888888889)","(31.0, 200.0, 157.25)"
06-01-2023 16:37:11.816455,"(8.5, 10.0, 9.64)","(14.0, 30.0, 28.125)","(7.5, 19.5, 17.5)","(31.0, 110.0, 74.0)","(7.5, 11.5, 9.566666666666666)","(1.35, 1.74, 1.6629999999999998)","(16.0, 32.0, 24.88888888888889)","(31.0, 200.0, 64.0)"
06-01-2023 16:37:12.960509,"(8.5, 11.0, 10.34)","(14.0, 30.0, 28.125)","(7.5, 20.0, 18.35)","(31.0, 110.0, 74.0)","(7.5, 11.5, 10.05)","(1.35, 1.74, 1.6629999999999998)","(16.0, 32.0, 24.88888888888889)","(31.0, 200.0, 64.0)"
06-01-2023 16:37:14.107028,"(8.5, 10.0, 9.82857142857143)","(14.0, 30.0, 28.125)","(7.5, 20.0, 19.3125)","(31.0, 110.0, 74.0)","(7.5, 11.5, 10.05)","(1.35, 1.74, 1.7166666666666666)","(16.0, 32.0, 24.88888888888889)","(31.0, 200.0, 64.0)"
06-01-2023 16:37:15.399692,"(8.5, 10.0, 9.82857142857143)","(14.0, 30.0, 28.125)","(7.5, 20.0, 18.35)","(31.0, 110.0, 80.54545454545455)","(7.5, 11.5, 10.05)","(1.35, 1.73, 1.706)","(16.0, 32.0, 24.88888888888889)","(31.0, 200.0, 64.0)"
06-01-2023 16:37:16.526875,"(8.5, 11.0, 10.266666666666667)","(14.0, 30.0, 28.125)","(7.5, 20.0, 18.35)","(31.0, 110.0, 80.54545454545455)","(7.5, 11.5, 10.05)","(1.35, 1.73, 1.706)","(16.0, 32.0, 24.88888888888889)","(31.0, 200.0, 64.0)"
06-01-2023 16:37:17.629965,"(8.5, 10.0, 9.6)","(14.0, 30.0, 28.125)","(7.5, 20.0, 19.3125)","(31.0, 110.0, 80.54545454545455)","(7.5, 11.5, 10.05)","(1.35, 1.73, 1.706)","(16.0, 32.0, 24.88888888888889)","(31.0, 200.0, 64.0)"
06-01-2023 16:37:18.742911,"(8.5, 10.0, 9.6)","(14.0, 30.0, 28.125)","(7.5, 20.0, 19.3125)","(31.0, 110.0, 80.54545454545455)","(7.5, 11.5, 10.05)","(1.35, 1.73, 1.706)","(16.0, 32.0, 24.88888888888889)","(31.0, 200.0, 64.0)"
06-01-2023 16:37:19.932380,"(8.5, 10.0, 9.833333333333334)","(14.0, 30.0, 28.125)","(7.5, 20.0, 19.333333333333332)","(31.0, 110.0, 80.54545454545455)","(7.5, 11.5, 10.05)","(1.35, 1.73, 1.706)","(16.0, 32.0, 24.88888888888889)","(31.0, 200.0, 64.0)"
06-01-2023 16:37:21.007296,"(8.5, 11.0, 10.333333333333334)","(14.0, 30.0, 28.125)","(7.5, 20.0, 19.333333333333332)","(31.0, 110.0, 80.54545454545455)","(7.5, 11.5, 10.05)","(1.35, 1.73, 1.706)","(16.0, 32.0, 24.88888888888889)","(31.0, 200.0, 64.0)"
06-01-2023 16:37:22.089841,"(8.5, 11.0, 10.142857142857142)","(14.0, 30.0, 28.125)","(7.5, 20.0, 19.333333333333332)","(31.0, 110.0, 80.54545454545455)","(7.5, 11.5, 10.05)","(1.35, 1.73, 1.706)","(16.0, 32.0, 24.88888888888889)","(31.0, 200.0, 64.0)"
06-01-2023 16:37:23.259052,"(8.5, 11.0, 10.0)","(14.0, 30.0, 28.125)","(7.5, 20.0, 19.333333333333332)","(31.0, 110.0, 80.54545454545455)","(7.5, 11.5, 10.05)","(1.35, 1.73, 1.706)","(16.0, 32.0, 24.88888888888889)","(31.0, 200.0, 132.8)"
06-01-2023 16:37:24.377325,"(8.5, 11.0, 10.0)","(14.0, 30.0, 28.125)","(7.5, 20.0, 19.333333333333332)","(31.0, 110.0, 80.54545454545455)","(7.5, 11.5, 10.05)","(1.35, 1.73, 1.706)","(16.0, 32.0, 24.88888888888889)","(31.0, 200.0, 133.60000000000002)"
06-01-2023 16:37:25.555574,"(8.5, 11.0, 10.0)","(14.0, 30.0, 28.125)","(7.5, 20.0, 19.333333333333332)","(31.0, 110.0, 80.54545454545455)","(7.5, 11.5, 10.05)","(1.35, 1.73, 1.706)","(16.0, 32.0, 24.88888888888889)","(31.0, 200.0, 133.60000000000002)"
06-01-2023 16:37:26.736581,"(8.5, 11.0, 10.025)","(14.0, 30.0, 28.125)","(7.5, 20.0, 19.333333333333332)","(31.0, 110.0, 80.54545454545455)","(7.5, 11.5, 10.05)","(1.35, 1.73, 1.706)","(16.0, 32.0, 24.88888888888889)","(31.0, 200.0, 133.60000000000002)"
06-01-2023 16:37:27.850396,"(8.5, 11.0, 10.290909090909091)","(14.0, 30.0, 28.125)","(7.5, 20.0, 19.333333333333332)","(31.0, 110.0, 80.54545454545455)","(7.5, 11.5, 10.05)","(1.35, 1.73, 1.6811111111111112)","(16.0, 32.0, 24.88888888888889)","(31.0, 200.0, 139.63636363636363)"
06-01-2023 16:37:28.899323,"(8.5, 11.0, 10.290909090909091)","(14.0, 30.0, 28.125)","(7.5, 20.0, 19.333333333333332)","(31.0, 110.0, 80.54545454545455)","(7.5, 11.5, 10.05)","(1.35, 1.73, 1.6811111111111112)","(16.0, 32.0, 24.88888888888889)","(31.0, 200.0, 139.63636363636363)"
06-01-2023 16:37:29.907382,"(8.5, 11.0, 10.290909090909091)","(14.0, 30.0, 28.125)","(7.5, 20.0, 19.333333333333332)","(31.0, 110.0, 80.54545454545455)","(7.5, 11.5, 10.05)","(1.35, 1.73, 1.6811111111111112)","(16.0, 32.0, 24.88888888888889)","(31.0, 200.0, 139.63636363636363)"
