,Madison Point,Tullaghan,Taliano,Bubbler,Blazing Zone,Fleur De Rose,Jeddalet,Honour The Legend
10-01-2023 12:37:17.904555,"(4.8, 6.4, 6.209090909090909)","(3.4, 4.0, 3.875)","(11.0, 18.0, 17.09090909090909)","(3.2, 3.75, 3.553703703703704)","(12.0, 21.0, 19.75)","(10.0, 15.5, 14.642857142857142)","(12.0, 22.0, 21.5)","(8.0, 18.5, 16.0)"
10-01-2023 12:37:18.983889,"(4.8, 6.4, 6.209090909090909)","(3.4, 4.0, 3.875)","(11.0, 18.0, 17.09090909090909)","(3.2, 3.75, 3.553703703703704)","(12.0, 25.0, 19.0)","(10.0, 15.5, 14.642857142857142)","(12.0, 22.0, 21.5)","(8.0, 18.5, 16.0)"
10-01-2023 12:37:20.108860,"(4.8, 6.4, 6.209090909090909)","(3.4, 4.0, 3.875)","(11.0, 18.0, 17.09090909090909)","(3.2, 3.75, 3.553703703703704)","(12.0, 24.0, 19.0)","(10.0, 15.5, 14.642857142857142)","(12.0, 22.0, 21.5)","(8.0, 18.5, 16.0)"
10-01-2023 12:37:21.263001,"(4.8, 6.4, 6.209090909090909)","(3.4, 4.0, 3.875)","(11.0, 18.0, 17.09090909090909)","(3.2, 3.75, 3.553703703703704)","(12.0, 24.0, 18.833333333333332)","(10.0, 15.5, 14.642857142857142)","(12.0, 22.0, 21.5)","(8.0, 18.5, 16.0)"
10-01-2023 12:37:22.396895,"(4.8, 6.4, 6.209090909090909)","(3.4, 4.0, 3.875)","(11.0, 18.0, 17.09090909090909)","(3.2, 3.75, 3.553703703703704)","(12.0, 23.0, 18.666666666666668)","(10.0, 15.5, 14.642857142857142)","(12.0, 22.0, 21.5)","(8.0, 18.5, 16.0)"
10-01-2023 12:37:23.518863,"(4.8, 6.4, 6.209090909090909)","(3.4, 4.0, 3.875)","(11.0, 18.0, 17.09090909090909)","(3.2, 3.75, 3.553703703703704)","(12.0, 22.0, 19.333333333333332)","(10.0, 15.5, 14.642857142857142)","(12.0, 22.0, 21.5)","(8.0, 18.5, 16.0)"
10-01-2023 12:37:24.696662,"(4.8, 6.4, 6.209090909090909)","(3.4, 4.0, 3.875)","(11.0, 18.0, 17.09090909090909)","(3.2, 3.75, 3.553703703703704)","(12.0, 22.0, 19.333333333333332)","(10.0, 15.5, 14.642857142857142)","(12.0, 22.0, 21.5)","(8.0, 18.5, 16.0)"
10-01-2023 12:37:25.787118,"(4.8, 6.4, 6.209090909090909)","(3.4, 4.0, 3.875)","(11.0, 18.0, 17.09090909090909)","(3.2, 3.75, 3.553703703703704)","(12.0, 22.0, 19.333333333333332)","(10.0, 15.5, 14.642857142857142)","(12.0, 22.0, 21.5)","(8.0, 18.5, 16.0)"
10-01-2023 12:37:26.912222,"(4.8, 6.4, 6.209090909090909)","(3.4, 4.0, 3.875)","(11.0, 18.0, 17.09090909090909)","(3.2, 3.75, 3.553703703703704)","(12.0, 22.0, 19.333333333333332)","(10.0, 15.5, 14.642857142857142)","(12.0, 22.0, 21.5)","(8.0, 18.5, 16.0)"
10-01-2023 12:37:28.069011,"(4.8, 6.4, 6.209090909090909)","(3.4, 4.0, 3.875)","(11.0, 18.0, 17.09090909090909)","(3.2, 3.75, 3.553703703703704)","(12.0, 22.0, 18.666666666666668)","(10.0, 15.5, 14.642857142857142)","(12.0, 22.0, 21.5)","(8.0, 18.5, 16.0)"
10-01-2023 12:37:29.222704,"(4.8, 6.4, 6.209090909090909)","(3.4, 4.0, 3.875)","(11.0, 18.0, 17.09090909090909)","(3.2, 3.75, 3.553703703703704)","(12.0, 22.0, 18.666666666666668)","(10.0, 15.5, 14.642857142857142)","(12.0, 22.0, 21.5)","(8.0, 18.5, 16.0)"
10-01-2023 12:37:30.340353,"(4.8, 6.4, 6.209090909090909)","(3.4, 4.0, 3.875)","(11.0, 18.0, 17.09090909090909)","(3.2, 3.75, 3.7209677419354836)","(12.0, 22.0, 18.666666666666668)","(10.0, 15.5, 14.642857142857142)","(12.0, 22.0, 21.5)","(8.0, 18.5, 16.0)"
10-01-2023 12:37:31.378427,"(4.8, 6.4, 6.209090909090909)","(3.4, 4.0, 3.875)","(11.0, 18.0, 17.09090909090909)","(3.2, 3.75, 3.7209677419354836)","(12.0, 22.0, 18.666666666666668)","(10.0, 15.5, 14.642857142857142)","(12.0, 22.0, 21.5)","(8.0, 18.5, 16.0)"
10-01-2023 12:37:32.484584,"(4.8, 6.4, 6.209090909090909)","(3.4, 4.0, 3.875)","(11.0, 18.0, 17.09090909090909)","(3.2, 3.75, 3.7209677419354836)","(12.0, 22.0, 18.666666666666668)","(10.0, 15.5, 14.642857142857142)","(12.0, 22.0, 21.5)","(8.0, 18.5, 16.0)"
10-01-2023 12:37:33.558487,"(4.8, 6.4, 6.209090909090909)","(3.4, 4.0, 3.875)","(11.0, 18.0, 17.09090909090909)","(3.2, 3.75, 3.7209677419354836)","(12.0, 22.0, 18.666666666666668)","(10.0, 15.5, 14.642857142857142)","(12.0, 22.0, 21.5)","(8.0, 18.5, 16.0)"
10-01-2023 12:37:34.613235,"(4.8, 6.0, 5.918181818181818)","(3.4, 4.0, 3.9423076923076925)","(11.0, 18.0, 17.692307692307693)","(3.2, 3.75, 3.7209677419354836)","(12.0, 20.0, 18.125)","(10.0, 15.5, 15.3125)","(12.0, 21.0, 19.40909090909091)","(8.0, 18.5, 17.071428571428573)"
10-01-2023 12:37:35.688876,"(4.8, 6.0, 5.918181818181818)","(3.4, 4.0, 3.9423076923076925)","(11.0, 18.0, 17.692307692307693)","(3.2, 3.75, 3.7209677419354836)","(12.0, 20.0, 18.125)","(10.0, 15.5, 15.3125)","(12.0, 21.0, 19.40909090909091)","(8.0, 18.5, 17.071428571428573)"
10-01-2023 12:37:36.807142,"(4.8, 6.0, 5.918181818181818)","(3.4, 4.0, 3.97)","(11.0, 18.0, 17.692307692307693)","(3.2, 3.75, 3.7209677419354836)","(12.0, 23.0, 18.833333333333332)","(10.0, 15.5, 15.3125)","(12.0, 21.0, 19.40909090909091)","(8.0, 18.5, 17.071428571428573)"
10-01-2023 12:37:37.918814,"(4.8, 6.0, 5.918181818181818)","(3.4, 4.0, 3.97)","(11.0, 18.0, 17.692307692307693)","(3.2, 3.75, 3.7209677419354836)","(12.0, 23.0, 18.833333333333332)","(10.0, 15.5, 15.3125)","(12.0, 21.0, 19.40909090909091)","(8.0, 18.5, 17.071428571428573)"
10-01-2023 12:37:39.021872,"(4.8, 6.0, 5.918181818181818)","(3.4, 4.0, 3.97)","(11.0, 18.0, 17.692307692307693)","(3.2, 3.75, 3.7161290322580647)","(12.0, 23.0, 18.833333333333332)","(10.0, 15.5, 15.3125)","(12.0, 21.0, 19.40909090909091)","(8.0, 18.5, 17.071428571428573)"
10-01-2023 12:37:40.073996,"(4.8, 6.0, 5.918181818181818)","(3.4, 4.0, 3.97)","(11.0, 18.0, 17.692307692307693)","(3.2, 3.75, 3.7161290322580647)","(12.0, 23.0, 18.833333333333332)","(10.0, 15.5, 15.3125)","(12.0, 21.0, 19.40909090909091)","(8.0, 18.5, 17.071428571428573)"
10-01-2023 12:37:41.083712,"(4.8, 6.0, 5.918181818181818)","(3.4, 4.0, 3.97)","(11.0, 18.0, 17.692307692307693)","(3.2, 3.75, 3.7161290322580647)","(12.0, 23.0, 18.833333333333332)","(10.0, 15.5, 15.3125)","(12.0, 21.0, 19.40909090909091)","(8.0, 18.5, 17.071428571428573)"
10-01-2023 12:37:42.188961,"(4.8, 6.0, 5.918181818181818)","(3.4, 4.0, 3.97)","(11.0, 18.0, 17.692307692307693)","(3.2, 3.75, 3.7161290322580647)","(12.0, 23.0, 18.833333333333332)","(10.0, 15.5, 15.3125)","(12.0, 21.0, 19.40909090909091)","(8.0, 18.5, 17.071428571428573)"
10-01-2023 12:37:43.266245,"(4.8, 6.0, 5.918181818181818)","(3.4, 4.0, 3.97)","(11.0, 18.0, 17.692307692307693)","(3.2, 3.75, 3.647058823529412)","(12.0, 23.0, 18.833333333333332)","(10.0, 15.5, 15.3125)","(12.0, 21.0, 19.40909090909091)","(8.0, 18.5, 17.071428571428573)"
10-01-2023 12:37:44.345111,"(4.8, 6.0, 5.918181818181818)","(3.4, 4.0, 3.97)","(11.0, 18.0, 17.692307692307693)","(3.2, 3.7, 3.6742857142857144)","(12.0, 23.0, 18.833333333333332)","(10.0, 15.5, 15.3125)","(12.0, 21.0, 19.40909090909091)","(8.0, 18.5, 17.071428571428573)"
10-01-2023 12:37:45.461915,"(4.8, 6.0, 5.871428571428572)","(3.4, 4.0, 3.97)","(11.0, 18.0, 17.724137931034484)","(3.2, 3.7, 3.55609756097561)","(12.0, 23.0, 20.22222222222222)","(10.0, 15.5, 15.3125)","(12.0, 21.0, 19.5)","(8.0, 18.5, 17.071428571428573)"
10-01-2023 12:37:46.538982,"(4.8, 6.0, 5.918181818181818)","(3.4, 4.0, 3.97)","(11.0, 18.0, 17.724137931034484)","(3.2, 3.6, 3.55609756097561)","(12.0, 23.0, 21.636363636363637)","(10.0, 15.5, 15.3125)","(12.0, 21.0, 19.306451612903224)","(8.0, 18.5, 17.071428571428573)"
10-01-2023 12:37:47.624688,"(4.8, 6.0, 5.918181818181818)","(3.4, 4.0, 3.97)","(11.0, 18.0, 17.724137931034484)","(3.2, 3.6, 3.5700000000000003)","(12.0, 23.0, 21.92857142857143)","(10.0, 15.5, 15.3125)","(12.0, 21.0, 19.306451612903224)","(8.0, 18.5, 17.071428571428573)"
10-01-2023 12:37:48.726532,"(4.8, 6.0, 5.85)","(3.4, 4.2, 4.11764705882353)","(11.0, 18.0, 17.724137931034484)","(3.2, 3.6, 3.5700000000000003)","(12.0, 23.0, 21.92857142857143)","(10.0, 15.5, 15.3125)","(12.0, 21.0, 19.306451612903224)","(8.0, 18.5, 17.071428571428573)"
10-01-2023 12:37:49.786228,"(4.8, 6.0, 5.85)","(3.4, 4.2, 4.047826086956522)","(11.0, 18.0, 17.724137931034484)","(3.2, 3.6, 3.5700000000000003)","(12.0, 23.0, 21.92857142857143)","(10.0, 15.5, 15.333333333333334)","(12.0, 21.0, 19.306451612903224)","(8.0, 18.5, 17.5)"
10-01-2023 12:37:50.910169,"(4.8, 6.0, 5.58)","(3.4, 4.2, 3.9569444444444444)","(11.0, 18.0, 17.724137931034484)","(3.2, 3.6, 3.496153846153846)","(12.0, 23.0, 21.92857142857143)","(10.0, 15.5, 15.333333333333334)","(12.0, 21.0, 19.306451612903224)","(8.0, 18.5, 17.071428571428573)"
10-01-2023 12:37:51.998198,"(4.8, 5.9, 5.652941176470589)","(3.4, 4.2, 3.9569444444444444)","(11.0, 18.0, 17.724137931034484)","(3.2, 3.6, 3.496153846153846)","(12.0, 23.0, 21.92857142857143)","(10.0, 15.5, 15.333333333333334)","(12.0, 21.0, 19.306451612903224)","(8.0, 18.5, 17.071428571428573)"
10-01-2023 12:37:53.081169,"(4.8, 5.9, 5.4714285714285715)","(3.4, 4.2, 3.8296296296296295)","(11.0, 18.0, 17.724137931034484)","(3.2, 3.6, 3.496153846153846)","(12.0, 23.0, 21.92857142857143)","(10.0, 15.5, 15.333333333333334)","(12.0, 21.0, 19.306451612903224)","(8.0, 18.5, 17.071428571428573)"
10-01-2023 12:37:54.137219,"(4.8, 5.9, 5.542857142857144)","(3.4, 4.2, 3.832)","(11.0, 18.0, 17.724137931034484)","(3.2, 3.6, 3.496153846153846)","(12.0, 23.0, 21.92857142857143)","(10.0, 15.5, 15.333333333333334)","(12.0, 21.0, 19.306451612903224)","(8.0, 18.5, 17.5)"
10-01-2023 12:37:55.194457,"(4.8, 5.9, 5.590476190476191)","(3.4, 4.2, 3.832)","(11.0, 18.0, 17.724137931034484)","(3.2, 3.6, 3.496153846153846)","(12.0, 23.0, 21.92857142857143)","(10.0, 15.5, 15.333333333333334)","(12.0, 21.0, 19.306451612903224)","(8.0, 18.5, 17.5)"
10-01-2023 12:37:56.283645,"(4.8, 5.9, 5.590476190476191)","(3.4, 4.2, 3.832)","(11.0, 18.0, 17.724137931034484)","(3.2, 3.6, 3.496153846153846)","(12.0, 23.0, 23.5)","(10.0, 15.5, 15.333333333333334)","(12.0, 21.0, 19.306451612903224)","(8.0, 18.5, 17.5)"
10-01-2023 12:37:57.372409,"(4.8, 5.9, 5.635294117647059)","(3.4, 4.2, 3.832)","(11.0, 18.0, 17.724137931034484)","(3.2, 3.6, 3.496153846153846)","(12.0, 25.0, 22.045454545454547)","(10.0, 15.5, 15.333333333333334)","(12.0, 21.0, 19.306451612903224)","(8.0, 18.5, 17.5)"
10-01-2023 12:37:58.443346,"(4.8, 5.9, 5.590476190476191)","(3.4, 4.2, 3.832)","(11.0, 18.0, 17.724137931034484)","(3.2, 3.6, 3.496153846153846)","(12.0, 25.0, 20.0)","(10.0, 15.5, 15.333333333333334)","(12.0, 21.0, 19.306451612903224)","(8.0, 18.5, 17.5)"
10-01-2023 12:37:59.509254,"(4.8, 5.9, 5.590476190476191)","(3.4, 4.2, 3.832)","(11.0, 18.0, 17.724137931034484)","(3.2, 3.6, 3.496153846153846)","(12.0, 25.0, 20.0)","(10.0, 15.5, 15.333333333333334)","(12.0, 21.0, 19.306451612903224)","(8.0, 18.5, 17.5)"
10-01-2023 12:38:00.578212,"(4.8, 5.9, 5.635294117647059)","(3.4, 4.0, 3.822222222222222)","(11.0, 18.0, 17.724137931034484)","(3.2, 3.6, 3.496153846153846)","(12.0, 25.0, 20.9375)","(10.0, 15.5, 15.333333333333334)","(12.0, 21.0, 19.306451612903224)","(8.0, 18.5, 17.5)"
10-01-2023 12:38:01.742173,"(4.8, 5.9, 5.635294117647059)","(3.4, 3.95, 3.9)","(11.0, 18.0, 17.724137931034484)","(3.2, 3.6, 3.496153846153846)","(12.0, 25.0, 22.625)","(10.0, 15.5, 15.333333333333334)","(12.0, 21.0, 19.306451612903224)","(8.0, 18.5, 17.5)"
10-01-2023 12:38:02.858838,"(4.8, 5.9, 5.635294117647059)","(3.4, 3.95, 3.9)","(11.0, 18.0, 17.724137931034484)","(3.2, 3.6, 3.496153846153846)","(12.0, 24.0, 21.2)","(10.0, 15.5, 15.333333333333334)","(12.0, 21.0, 19.306451612903224)","(8.0, 18.5, 17.5)"
10-01-2023 12:38:04.189774,"(4.8, 5.9, 5.635294117647059)","(3.4, 3.95, 3.9)","(11.0, 18.0, 17.724137931034484)","(3.2, 3.6, 3.496153846153846)","(12.0, 23.0, 21.2)","(10.0, 15.5, 15.333333333333334)","(12.0, 21.0, 19.306451612903224)","(8.0, 18.5, 17.5)"
10-01-2023 12:38:05.359546,"(4.8, 5.9, 5.635294117647059)","(3.4, 3.95, 3.928571428571429)","(11.0, 18.0, 17.724137931034484)","(3.2, 3.6, 3.496153846153846)","(12.0, 23.0, 21.2)","(10.0, 15.5, 15.333333333333334)","(12.0, 21.0, 19.306451612903224)","(8.0, 18.5, 17.5)"
10-01-2023 12:38:06.517068,"(4.8, 5.9, 5.635294117647059)","(3.4, 3.95, 3.9)","(11.0, 18.0, 17.724137931034484)","(3.2, 3.6, 3.496153846153846)","(12.0, 23.0, 21.2)","(10.0, 15.5, 15.333333333333334)","(12.0, 21.0, 19.306451612903224)","(8.0, 18.5, 17.5)"
10-01-2023 12:38:07.705218,"(4.8, 5.9, 5.635294117647059)","(3.4, 3.95, 3.9)","(11.0, 18.0, 17.724137931034484)","(3.2, 3.6, 3.496153846153846)","(12.0, 23.0, 19.34375)","(10.0, 15.5, 15.333333333333334)","(12.0, 21.0, 19.306451612903224)","(8.0, 18.5, 17.5)"
10-01-2023 12:38:08.820028,"(4.8, 5.9, 5.635294117647059)","(3.4, 3.95, 3.9)","(11.0, 18.0, 17.724137931034484)","(3.2, 3.6, 3.496153846153846)","(12.0, 23.0, 19.34375)","(10.0, 15.5, 15.333333333333334)","(12.0, 21.0, 18.692307692307693)","(8.0, 18.5, 17.5)"
10-01-2023 12:38:10.001746,"(4.8, 5.9, 5.6230769230769235)","(3.4, 3.95, 3.9)","(11.0, 18.0, 17.724137931034484)","(3.2, 3.6, 3.496153846153846)","(12.0, 23.0, 19.34375)","(10.0, 15.5, 15.333333333333334)","(12.0, 21.0, 18.692307692307693)","(8.0, 18.5, 17.5)"
10-01-2023 12:38:11.193964,"(4.8, 5.9, 5.6230769230769235)","(3.4, 3.95, 3.9)","(11.0, 18.0, 17.0)","(3.2, 3.6, 3.5434782608695654)","(12.0, 23.0, 19.34375)","(10.0, 15.5, 15.333333333333334)","(12.0, 21.0, 18.692307692307693)","(8.0, 18.5, 17.307692307692307)"
10-01-2023 12:38:12.374475,"(4.8, 5.9, 5.6230769230769235)","(3.4, 3.95, 3.9)","(11.0, 18.0, 17.0)","(3.2, 3.6, 3.5434782608695654)","(12.0, 23.0, 19.34375)","(10.0, 15.5, 15.333333333333334)","(12.0, 21.0, 18.692307692307693)","(8.0, 19.0, 17.307692307692307)"
10-01-2023 12:38:13.476841,"(4.8, 5.9, 5.6230769230769235)","(3.4, 3.95, 3.9)","(11.0, 18.0, 17.0)","(3.2, 3.6, 3.5434782608695654)","(12.0, 23.0, 19.34375)","(10.0, 15.5, 15.333333333333334)","(12.0, 21.0, 18.692307692307693)","(8.0, 19.0, 17.307692307692307)"
10-01-2023 12:38:14.599138,"(4.8, 5.9, 5.6230769230769235)","(3.4, 3.95, 3.9)","(11.0, 18.0, 17.5)","(3.2, 3.6, 3.5434782608695654)","(12.0, 23.0, 19.34375)","(10.0, 15.5, 15.333333333333334)","(12.0, 21.0, 18.692307692307693)","(8.0, 19.0, 17.307692307692307)"
10-01-2023 12:38:15.721990,"(4.8, 5.9, 5.6230769230769235)","(3.4, 3.95, 3.9)","(11.0, 18.0, 17.5)","(3.2, 3.6, 3.5434782608695654)","(12.0, 23.0, 19.34375)","(10.0, 15.5, 15.333333333333334)","(12.0, 21.0, 18.692307692307693)","(8.0, 19.0, 17.307692307692307)"
10-01-2023 12:38:16.833594,"(4.8, 5.9, 5.6230769230769235)","(3.4, 3.95, 3.9)","(11.0, 18.0, 17.5)","(3.2, 3.6, 3.5434782608695654)","(12.0, 23.0, 19.34375)","(10.0, 15.5, 14.75)","(12.0, 21.0, 19.5)","(8.0, 19.0, 17.307692307692307)"
10-01-2023 12:38:18.001423,"(4.8, 5.9, 5.594117647058823)","(3.4, 3.95, 3.9)","(11.0, 18.0, 17.5)","(3.2, 3.6, 3.5434782608695654)","(12.0, 23.0, 18.973684210526315)","(10.0, 15.5, 14.75)","(12.0, 21.0, 19.5)","(8.0, 19.0, 17.307692307692307)"
10-01-2023 12:38:19.066718,"(4.8, 5.9, 5.6230769230769235)","(3.4, 3.95, 3.8115384615384613)","(11.0, 18.0, 17.75)","(3.2, 3.6, 3.5434782608695654)","(12.0, 23.0, 18.973684210526315)","(10.0, 15.5, 14.75)","(12.0, 21.0, 19.5)","(8.0, 19.0, 17.307692307692307)"
10-01-2023 12:38:20.231571,"(4.8, 5.9, 5.6230769230769235)","(3.4, 3.95, 3.8115384615384613)","(11.0, 18.0, 17.75)","(3.2, 3.6, 3.5434782608695654)","(12.0, 23.0, 18.973684210526315)","(10.0, 15.5, 14.75)","(12.0, 21.0, 19.5)","(8.0, 19.0, 17.307692307692307)"
10-01-2023 12:38:21.379784,"(4.8, 5.9, 5.6230769230769235)","(3.4, 3.95, 3.8115384615384613)","(11.0, 18.0, 17.75)","(3.2, 3.6, 3.5434782608695654)","(12.0, 23.0, 18.973684210526315)","(10.0, 15.5, 14.75)","(12.0, 21.0, 19.5)","(8.0, 19.0, 17.307692307692307)"
10-01-2023 12:38:22.499592,"(4.8, 5.9, 5.6230769230769235)","(3.4, 3.95, 3.811111111111111)","(11.0, 18.0, 17.75)","(3.2, 3.6, 3.5434782608695654)","(12.0, 23.0, 18.973684210526315)","(10.0, 15.5, 14.75)","(12.0, 21.0, 19.5)","(8.0, 19.0, 17.307692307692307)"
10-01-2023 12:38:23.592548,"(4.8, 5.9, 5.6230769230769235)","(3.4, 3.9, 3.808)","(11.0, 18.0, 17.75)","(3.2, 3.6, 3.5434782608695654)","(12.0, 23.0, 18.973684210526315)","(10.0, 15.5, 14.75)","(12.0, 21.0, 19.5)","(8.0, 19.0, 17.307692307692307)"
10-01-2023 12:38:24.759934,"(4.8, 5.9, 5.6230769230769235)","(3.4, 3.85, 3.8333333333333335)","(11.0, 18.0, 17.75)","(3.2, 3.6, 3.5434782608695654)","(12.0, 23.0, 18.973684210526315)","(10.0, 15.5, 14.75)","(12.0, 21.0, 19.5)","(8.0, 19.0, 17.307692307692307)"
10-01-2023 12:38:25.891730,"(4.8, 5.9, 5.6230769230769235)","(3.4, 3.85, 3.8333333333333335)","(11.0, 18.0, 17.75)","(3.2, 3.6, 3.5434782608695654)","(12.0, 23.0, 18.973684210526315)","(10.0, 15.5, 14.75)","(12.0, 21.0, 19.5)","(8.0, 19.0, 17.307692307692307)"
10-01-2023 12:38:27.082566,"(4.8, 5.9, 5.6230769230769235)","(3.4, 3.85, 3.825)","(11.0, 18.0, 17.75)","(3.2, 3.6, 3.5571428571428574)","(12.0, 23.0, 19.67391304347826)","(10.0, 15.5, 14.75)","(12.0, 21.0, 19.5)","(8.0, 19.0, 17.307692307692307)"
10-01-2023 12:38:28.276710,"(4.8, 5.9, 5.6230769230769235)","(3.4, 3.85, 3.825)","(11.0, 18.0, 17.75)","(3.2, 3.6, 3.5571428571428574)","(12.0, 23.0, 19.67391304347826)","(10.0, 15.5, 14.75)","(12.0, 21.0, 19.5)","(8.0, 19.0, 17.307692307692307)"
10-01-2023 12:38:29.394574,"(4.8, 5.9, 5.6230769230769235)","(3.4, 3.85, 3.825)","(11.0, 18.0, 17.75)","(3.2, 3.6, 3.5571428571428574)","(12.0, 23.0, 19.67391304347826)","(10.0, 15.5, 14.75)","(12.0, 21.0, 19.5)","(8.0, 19.0, 17.307692307692307)"
10-01-2023 12:38:30.561909,"(4.8, 5.9, 5.6230769230769235)","(3.4, 3.85, 3.825)","(11.0, 18.0, 17.75)","(3.2, 3.6, 3.5571428571428574)","(12.0, 23.0, 19.67391304347826)","(10.0, 15.5, 14.75)","(12.0, 21.0, 19.5)","(8.0, 19.0, 17.307692307692307)"
10-01-2023 12:38:31.712441,"(4.8, 5.9, 5.6230769230769235)","(3.4, 3.85, 3.825)","(11.0, 18.0, 17.75)","(3.2, 3.6, 3.5571428571428574)","(12.0, 23.0, 19.67391304347826)","(10.0, 15.5, 14.75)","(12.0, 21.0, 19.5)","(8.0, 19.0, 17.307692307692307)"
10-01-2023 12:38:32.783364,"(4.8, 5.9, 5.6230769230769235)","(3.4, 3.85, 3.825)","(11.0, 18.0, 17.75)","(3.2, 3.6, 3.5571428571428574)","(12.0, 23.0, 19.67391304347826)","(10.0, 15.5, 14.75)","(12.0, 21.0, 19.5)","(8.0, 19.0, 17.307692307692307)"
10-01-2023 12:38:33.924309,"(4.8, 5.9, 5.6230769230769235)","(3.4, 3.85, 3.825)","(11.0, 18.0, 17.75)","(3.2, 3.6, 3.5571428571428574)","(12.0, 23.0, 20.609375)","(10.0, 15.5, 14.75)","(12.0, 21.0, 19.5)","(8.0, 19.0, 16.46153846153846)"
10-01-2023 12:38:35.047372,"(4.8, 5.9, 5.6230769230769235)","(3.4, 3.85, 3.825)","(11.0, 18.0, 17.625)","(3.2, 3.6, 3.5571428571428574)","(12.0, 23.0, 20.875)","(10.0, 15.5, 14.75)","(12.0, 21.0, 19.5)","(8.0, 19.0, 16.46153846153846)"
10-01-2023 12:38:36.263497,"(4.8, 5.9, 5.6230769230769235)","(3.4, 3.85, 3.825)","(11.0, 18.0, 17.625)","(3.2, 3.6, 3.5571428571428574)","(12.0, 23.0, 20.28)","(10.0, 15.5, 14.75)","(12.0, 21.0, 19.5)","(8.0, 19.0, 16.46153846153846)"
10-01-2023 12:38:37.429463,"(4.8, 6.2, 6.0285714285714285)","(3.4, 3.85, 3.842)","(11.0, 18.0, 17.625)","(3.2, 3.6, 3.5434782608695654)","(12.0, 23.0, 19.785714285714285)","(10.0, 15.5, 15.833333333333334)","(12.0, 21.0, 19.5)","(8.0, 19.0, 16.352941176470587)"
10-01-2023 12:38:38.615756,"(4.8, 6.2, 6.0285714285714285)","(3.4, 3.8, 3.7818181818181817)","(11.0, 18.0, 17.625)","(3.2, 3.6, 3.5434782608695654)","(12.0, 23.0, 19.785714285714285)","(10.0, 17.0, 14.9)","(12.0, 21.0, 19.5)","(8.0, 19.0, 16.46153846153846)"
10-01-2023 12:38:39.803160,"(4.8, 6.2, 6.0285714285714285)","(3.4, 4.0, 3.857142857142857)","(11.0, 18.0, 17.625)","(3.2, 3.6, 3.5434782608695654)","(12.0, 23.0, 19.785714285714285)","(10.0, 17.0, 14.9)","(12.0, 21.0, 19.5)","(8.0, 19.0, 16.46153846153846)"
10-01-2023 12:38:40.919955,"(4.8, 6.2, 6.0285714285714285)","(3.4, 3.95, 3.928571428571429)","(11.0, 18.0, 17.625)","(3.2, 3.6, 3.5434782608695654)","(12.0, 23.0, 19.785714285714285)","(10.0, 17.0, 14.9)","(12.0, 21.0, 19.5)","(8.0, 19.0, 16.352941176470587)"
10-01-2023 12:38:42.015437,"(4.8, 6.2, 6.0285714285714285)","(3.4, 3.95, 3.928571428571429)","(11.0, 18.0, 17.625)","(3.2, 3.6, 3.5434782608695654)","(12.0, 23.0, 19.785714285714285)","(10.0, 17.0, 14.9)","(12.0, 21.0, 19.5)","(8.0, 19.0, 16.352941176470587)"
10-01-2023 12:38:43.089915,"(4.8, 6.2, 6.0285714285714285)","(3.4, 3.95, 3.928571428571429)","(11.0, 18.0, 17.625)","(3.2, 3.6, 3.5434782608695654)","(12.0, 23.0, 19.785714285714285)","(10.0, 17.0, 14.9)","(12.0, 21.0, 19.5)","(8.0, 19.0, 16.352941176470587)"
10-01-2023 12:38:44.160096,"(4.8, 6.2, 6.0285714285714285)","(3.4, 3.95, 3.928571428571429)","(11.0, 18.0, 17.625)","(3.2, 3.6, 3.5434782608695654)","(12.0, 23.0, 19.785714285714285)","(10.0, 17.0, 14.9)","(12.0, 21.0, 19.5)","(8.0, 19.0, 16.352941176470587)"
10-01-2023 12:38:45.365242,"(4.8, 6.2, 6.0285714285714285)","(3.4, 3.95, 3.9125)","(11.0, 18.0, 17.625)","(3.2, 3.6, 3.5434782608695654)","(12.0, 23.0, 19.785714285714285)","(10.0, 17.0, 14.9)","(12.0, 21.0, 19.5)","(8.0, 19.0, 16.352941176470587)"
10-01-2023 12:38:46.555884,"(4.8, 6.2, 6.0285714285714285)","(3.4, 3.95, 3.9125)","(11.0, 18.0, 17.625)","(3.2, 3.6, 3.5434782608695654)","(12.0, 23.0, 19.785714285714285)","(10.0, 17.0, 14.9)","(12.0, 21.0, 19.5)","(8.0, 19.0, 16.352941176470587)"
10-01-2023 12:38:47.735721,"(4.8, 6.2, 6.0285714285714285)","(3.4, 3.95, 3.9125)","(11.0, 18.0, 17.625)","(3.2, 3.6, 3.5434782608695654)","(12.0, 23.0, 19.785714285714285)","(10.0, 17.0, 14.9)","(12.0, 21.0, 19.5)","(8.0, 19.0, 16.352941176470587)"
10-01-2023 12:38:48.873502,"(4.8, 6.2, 6.0285714285714285)","(3.4, 3.95, 3.9125)","(11.0, 18.0, 17.625)","(3.2, 3.6, 3.5434782608695654)","(12.0, 23.0, 19.785714285714285)","(10.0, 17.0, 14.9)","(12.0, 21.0, 19.5)","(8.0, 19.0, 16.352941176470587)"
10-01-2023 12:38:50.035262,"(4.8, 6.2, 6.0285714285714285)","(3.4, 3.95, 3.942)","(11.0, 18.0, 17.625)","(3.2, 3.6, 3.5434782608695654)","(12.0, 23.0, 19.785714285714285)","(10.0, 17.0, 14.9)","(12.0, 21.0, 19.5)","(8.0, 19.0, 16.352941176470587)"
