,Bobby Rissole,Asteroid Evee,Gothika,His Keen,Karinya Trombone
05-01-2023 16:51:49.768837,"(2.5, 4.5, 3.4)","(51.0, 230.0, 193.6)","(21.0, 140.0, 57.09090909090909)","(1.4, 1.58, 1.542)","(13.0, 32.0, 26.166666666666664)"
05-01-2023 16:51:50.836997,"(2.5, 4.5, 3.4)","(51.0, 230.0, 193.6)","(21.0, 140.0, 57.09090909090909)","(1.4, 1.58, 1.542)","(13.0, 32.0, 26.166666666666664)"
05-01-2023 16:51:51.677204,"(2.5, 4.5, 3.4)","(51.0, 230.0, 193.6)","(21.0, 140.0, 57.09090909090909)","(1.4, 1.58, 1.542)","(13.0, 32.0, 26.166666666666664)"
05-01-2023 16:51:52.608177,"(2.5, 4.4, 3.4099999999999997)","(51.0, 230.0, 193.6)","(21.0, 140.0, 57.09090909090909)","(1.4, 1.58, 1.542)","(13.0, 32.0, 25.2)"
05-01-2023 16:51:53.679452,"(2.5, 4.3, 3.6333333333333333)","(51.0, 230.0, 193.6)","(21.0, 140.0, 57.09090909090909)","(1.4, 1.58, 1.542)","(13.0, 32.0, 25.2)"
05-01-2023 16:51:54.583692,"(2.5, 4.3, 3.6333333333333333)","(51.0, 230.0, 193.6)","(21.0, 140.0, 57.09090909090909)","(1.4, 1.58, 1.542)","(13.0, 32.0, 25.2)"
05-01-2023 16:51:55.408054,"(2.5, 4.3, 3.6333333333333333)","(51.0, 230.0, 193.6)","(21.0, 140.0, 57.09090909090909)","(1.4, 1.58, 1.542)","(13.0, 32.0, 28.22222222222222)"
05-01-2023 16:51:56.359221,"(2.5, 4.3, 3.6333333333333333)","(51.0, 230.0, 193.6)","(21.0, 140.0, 57.09090909090909)","(1.4, 1.58, 1.542)","(13.0, 32.0, 28.22222222222222)"
05-01-2023 16:51:57.384925,"(2.5, 4.3, 3.6333333333333333)","(51.0, 230.0, 193.6)","(21.0, 140.0, 57.09090909090909)","(1.4, 1.58, 1.542)","(13.0, 32.0, 28.22222222222222)"
05-01-2023 16:51:58.208829,"(2.5, 4.3, 3.6333333333333333)","(51.0, 230.0, 209.77777777777777)","(21.0, 140.0, 55.63636363636363)","(1.4, 1.58, 1.542)","(13.0, 32.0, 28.22222222222222)"
05-01-2023 16:51:59.135829,"(2.5, 4.3, 3.6333333333333333)","(51.0, 230.0, 193.6)","(21.0, 140.0, 56.36363636363637)","(1.4, 1.58, 1.542)","(13.0, 32.0, 28.22222222222222)"
05-01-2023 16:52:00.095759,"(2.5, 4.3, 3.6333333333333333)","(51.0, 230.0, 193.6)","(21.0, 140.0, 56.36363636363637)","(1.4, 1.58, 1.542)","(13.0, 32.0, 28.22222222222222)"
05-01-2023 16:52:00.923859,"(2.5, 4.3, 3.6333333333333333)","(51.0, 230.0, 193.6)","(21.0, 140.0, 56.36363636363637)","(1.4, 1.58, 1.542)","(13.0, 32.0, 28.22222222222222)"
05-01-2023 16:52:01.738557,"(2.5, 4.3, 3.6333333333333333)","(51.0, 230.0, 193.6)","(21.0, 140.0, 56.36363636363637)","(1.4, 1.58, 1.542)","(13.0, 32.0, 28.22222222222222)"
05-01-2023 16:52:02.678004,"(2.5, 4.3, 3.6333333333333333)","(51.0, 230.0, 193.6)","(21.0, 140.0, 56.36363636363637)","(1.4, 1.58, 1.542)","(13.0, 32.0, 28.125)"
05-01-2023 16:52:03.565453,"(2.5, 4.3, 3.6333333333333333)","(51.0, 230.0, 193.6)","(21.0, 140.0, 56.36363636363637)","(1.4, 1.58, 1.542)","(13.0, 30.0, 28.125)"
05-01-2023 16:52:04.484821,"(2.5, 4.3, 4.18235294117647)","(51.0, 230.0, 193.6)","(21.0, 140.0, 56.36363636363637)","(1.4, 1.58, 1.542)","(13.0, 30.0, 28.125)"
05-01-2023 16:52:05.723767,"(2.5, 4.4, 3.976923076923077)","(51.0, 230.0, 193.6)","(21.0, 140.0, 82.5)","(1.4, 1.58, 1.542)","(13.0, 30.0, 27.1)"
05-01-2023 16:52:06.526177,"(2.5, 4.4, 3.976923076923077)","(51.0, 230.0, 193.6)","(21.0, 140.0, 82.5)","(1.4, 1.58, 1.542)","(13.0, 30.0, 27.1)"
05-01-2023 16:52:07.461852,"(2.5, 4.4, 3.976923076923077)","(51.0, 230.0, 193.6)","(21.0, 140.0, 82.5)","(1.4, 1.58, 1.542)","(13.0, 30.0, 27.1)"
05-01-2023 16:52:08.454481,"(2.5, 4.4, 3.976923076923077)","(51.0, 230.0, 193.6)","(21.0, 140.0, 82.5)","(1.4, 1.58, 1.542)","(13.0, 30.0, 25.875)"
05-01-2023 16:52:09.453581,"(2.5, 4.4, 3.9518518518518517)","(51.0, 230.0, 193.6)","(21.0, 140.0, 82.5)","(1.4, 1.58, 1.542)","(13.0, 30.0, 27.9375)"
05-01-2023 16:52:10.308853,"(2.5, 4.4, 3.9518518518518517)","(51.0, 230.0, 193.6)","(21.0, 140.0, 82.5)","(1.4, 1.58, 1.542)","(13.0, 30.0, 27.9375)"
05-01-2023 16:52:11.158324,"(2.5, 4.4, 3.9518518518518517)","(51.0, 230.0, 193.6)","(21.0, 140.0, 59.5)","(1.4, 1.58, 1.542)","(13.0, 30.0, 27.9375)"
05-01-2023 16:52:12.099475,"(2.5, 4.4, 3.9518518518518517)","(51.0, 230.0, 193.6)","(21.0, 140.0, 59.5)","(1.4, 1.58, 1.542)","(13.0, 30.0, 27.9375)"
05-01-2023 16:52:13.002423,"(2.5, 4.4, 3.9518518518518517)","(51.0, 230.0, 193.6)","(21.0, 140.0, 59.5)","(1.4, 1.58, 1.542)","(13.0, 30.0, 27.9375)"
05-01-2023 16:52:13.839176,"(2.5, 4.4, 3.9518518518518517)","(51.0, 230.0, 193.6)","(21.0, 140.0, 59.5)","(1.4, 1.58, 1.542)","(13.0, 30.0, 25.875)"
05-01-2023 16:52:14.735228,"(2.5, 4.4, 3.9518518518518517)","(51.0, 230.0, 193.6)","(21.0, 140.0, 59.5)","(1.4, 1.58, 1.542)","(13.0, 30.0, 26.0)"
05-01-2023 16:52:15.654104,"(2.5, 4.4, 3.9518518518518517)","(51.0, 230.0, 193.6)","(21.0, 140.0, 59.5)","(1.4, 1.58, 1.542)","(13.0, 30.0, 26.0)"
05-01-2023 16:52:16.647168,"(2.5, 4.4, 3.9518518518518517)","(51.0, 230.0, 193.6)","(21.0, 140.0, 59.5)","(1.4, 1.58, 1.542)","(13.0, 30.0, 26.0)"
05-01-2023 16:52:17.516756,"(2.5, 4.4, 3.9518518518518517)","(51.0, 230.0, 193.6)","(21.0, 140.0, 60.2)","(1.4, 1.58, 1.542)","(13.0, 30.0, 26.0)"
05-01-2023 16:52:18.416206,"(2.5, 4.4, 3.9518518518518517)","(51.0, 230.0, 193.6)","(21.0, 140.0, 60.2)","(1.4, 1.58, 1.542)","(13.0, 30.0, 26.0)"
05-01-2023 16:52:19.302551,"(2.5, 4.4, 3.9518518518518517)","(51.0, 230.0, 193.6)","(21.0, 140.0, 60.2)","(1.4, 1.58, 1.542)","(13.0, 30.0, 26.0)"
05-01-2023 16:52:20.178327,"(2.5, 4.4, 3.9518518518518517)","(51.0, 230.0, 193.6)","(21.0, 140.0, 60.2)","(1.4, 1.58, 1.542)","(13.0, 30.0, 26.0)"
05-01-2023 16:52:21.071371,"(2.5, 4.4, 3.9518518518518517)","(51.0, 230.0, 193.6)","(21.0, 140.0, 60.2)","(1.4, 1.58, 1.542)","(13.0, 30.0, 26.0)"
05-01-2023 16:52:22.083527,"(2.5, 4.4, 3.941666666666667)","(51.0, 230.0, 193.6)","(21.0, 140.0, 60.2)","(1.4, 1.58, 1.542)","(13.0, 30.0, 26.0)"
05-01-2023 16:52:23.067640,"(2.5, 4.4, 3.941666666666667)","(51.0, 230.0, 193.6)","(21.0, 140.0, 60.2)","(1.4, 1.58, 1.542)","(13.0, 30.0, 26.9)"
05-01-2023 16:52:23.905579,"(2.5, 4.4, 3.941666666666667)","(51.0, 230.0, 193.6)","(21.0, 140.0, 60.2)","(1.4, 1.58, 1.542)","(13.0, 30.0, 26.9)"
05-01-2023 16:52:24.968402,"(2.5, 4.4, 3.941666666666667)","(51.0, 230.0, 193.6)","(21.0, 140.0, 60.2)","(1.4, 1.58, 1.542)","(13.0, 30.0, 25.875)"
05-01-2023 16:52:26.012253,"(2.5, 4.4, 3.529166666666667)","(51.0, 230.0, 193.6)","(21.0, 140.0, 60.2)","(1.4, 1.58, 1.542)","(13.0, 30.0, 26.0)"
05-01-2023 16:52:26.990063,"(2.5, 4.4, 3.529166666666667)","(51.0, 230.0, 193.6)","(21.0, 140.0, 60.2)","(1.4, 1.58, 1.542)","(13.0, 30.0, 18.8)"
05-01-2023 16:52:27.846816,"(2.5, 4.4, 3.529166666666667)","(51.0, 230.0, 193.6)","(21.0, 140.0, 77.53846153846155)","(1.4, 1.58, 1.542)","(13.0, 30.0, 18.8)"
05-01-2023 16:52:28.896941,"(2.5, 4.4, 3.529166666666667)","(51.0, 230.0, 193.6)","(21.0, 140.0, 58.8)","(1.4, 1.58, 1.542)","(13.0, 28.0, 24.5)"
05-01-2023 16:52:30.036574,"(2.5, 4.4, 3.529166666666667)","(51.0, 230.0, 193.6)","(21.0, 140.0, 59.5)","(1.4, 1.58, 1.542)","(13.0, 28.0, 20.0)"
05-01-2023 16:52:31.070840,"(2.5, 4.4, 3.529166666666667)","(51.0, 230.0, 193.6)","(21.0, 140.0, 59.5)","(1.4, 1.58, 1.542)","(13.0, 28.0, 20.0)"
05-01-2023 16:52:32.101040,"(2.5, 4.4, 3.529166666666667)","(51.0, 230.0, 193.6)","(21.0, 140.0, 59.5)","(1.4, 1.58, 1.542)","(13.0, 28.0, 20.0)"
05-01-2023 16:52:33.424305,"(2.5, 4.4, 3.529166666666667)","(51.0, 230.0, 193.6)","(21.0, 140.0, 78.07692307692308)","(1.4, 1.58, 1.542)","(13.0, 28.0, 20.0)"
05-01-2023 16:52:34.347822,"(2.5, 4.4, 3.529166666666667)","(51.0, 230.0, 193.6)","(21.0, 140.0, 78.07692307692308)","(1.4, 1.58, 1.542)","(13.0, 28.0, 20.0)"
05-01-2023 16:52:35.384404,"(2.5, 4.4, 3.529166666666667)","(51.0, 230.0, 193.6)","(21.0, 140.0, 78.07692307692308)","(1.4, 1.58, 1.542)","(13.0, 28.0, 20.0)"
05-01-2023 16:52:36.369818,"(2.5, 4.4, 3.529166666666667)","(51.0, 230.0, 193.6)","(21.0, 140.0, 78.07692307692308)","(1.4, 1.58, 1.542)","(13.0, 28.0, 20.0)"
05-01-2023 16:52:37.207930,"(2.5, 4.4, 3.529166666666667)","(51.0, 230.0, 193.6)","(21.0, 140.0, 78.07692307692308)","(1.4, 1.58, 1.542)","(13.0, 28.0, 20.0)"
05-01-2023 16:52:38.201891,"(2.5, 4.4, 3.7033333333333336)","(51.0, 230.0, 193.6)","(21.0, 130.0, 88.0)","(1.4, 1.58, 1.542)","(13.0, 28.0, 20.0)"
05-01-2023 16:52:39.256066,"(2.5, 4.4, 3.9875000000000003)","(51.0, 230.0, 193.6)","(21.0, 120.0, 72.5)","(1.4, 1.58, 1.542)","(13.0, 28.0, 20.0)"
05-01-2023 16:52:40.209346,"(2.5, 4.4, 3.9875000000000003)","(51.0, 230.0, 193.6)","(21.0, 120.0, 72.5)","(1.4, 1.58, 1.542)","(13.0, 28.0, 22.0)"
05-01-2023 16:52:41.169667,"(2.5, 4.4, 3.9875000000000003)","(51.0, 230.0, 193.6)","(21.0, 120.0, 72.5)","(1.4, 1.58, 1.542)","(13.0, 28.0, 22.0)"
05-01-2023 16:52:42.077234,"(2.5, 4.4, 3.529166666666667)","(51.0, 230.0, 193.6)","(21.0, 120.0, 72.5)","(1.4, 1.58, 1.542)","(13.0, 28.0, 16.4)"
05-01-2023 16:52:42.976029,"(2.5, 4.3, 3.7333333333333334)","(51.0, 230.0, 193.6)","(21.0, 120.0, 72.5)","(1.4, 1.58, 1.5641666666666667)","(13.0, 28.0, 21.555555555555557)"
05-01-2023 16:52:43.856811,"(2.5, 4.3, 3.7333333333333334)","(51.0, 230.0, 193.6)","(21.0, 120.0, 72.5)","(1.4, 1.58, 1.5641666666666667)","(13.0, 28.0, 21.555555555555557)"
05-01-2023 16:52:44.739738,"(2.5, 4.3, 3.7333333333333334)","(51.0, 230.0, 193.6)","(21.0, 120.0, 72.5)","(1.4, 1.58, 1.5641666666666667)","(13.0, 28.0, 21.555555555555557)"
05-01-2023 16:52:45.654939,"(2.5, 4.3, 3.7333333333333334)","(51.0, 230.0, 193.6)","(21.0, 120.0, 72.5)","(1.4, 1.58, 1.5641666666666667)","(13.0, 28.0, 21.555555555555557)"
05-01-2023 16:52:46.520522,"(2.5, 4.3, 3.7333333333333334)","(51.0, 230.0, 193.6)","(21.0, 120.0, 72.5)","(1.4, 1.58, 1.5641666666666667)","(13.0, 28.0, 23.166666666666664)"
05-01-2023 16:52:47.380646,"(2.5, 4.3, 3.7333333333333334)","(51.0, 230.0, 193.6)","(21.0, 120.0, 72.5)","(1.4, 1.58, 1.5641666666666667)","(13.0, 28.0, 23.166666666666664)"
05-01-2023 16:52:48.278756,"(2.5, 4.3, 3.7333333333333334)","(51.0, 230.0, 193.6)","(21.0, 120.0, 72.5)","(1.4, 1.58, 1.5641666666666667)","(13.0, 28.0, 23.166666666666664)"
05-01-2023 16:52:49.087725,"(2.5, 4.3, 3.7333333333333334)","(51.0, 230.0, 193.6)","(21.0, 120.0, 72.5)","(1.4, 1.58, 1.5641666666666667)","(13.0, 28.0, 23.166666666666664)"
05-01-2023 16:52:49.910764,"(2.5, 4.3, 3.7333333333333334)","(51.0, 230.0, 193.6)","(21.0, 120.0, 72.5)","(1.4, 1.58, 1.5641666666666667)","(13.0, 28.0, 23.166666666666664)"
05-01-2023 16:52:50.815012,"(2.5, 4.3, 3.7333333333333334)","(51.0, 230.0, 193.6)","(21.0, 120.0, 72.5)","(1.4, 1.58, 1.5641666666666667)","(13.0, 28.0, 23.166666666666664)"
05-01-2023 16:52:51.685724,"(2.5, 4.3, 3.7333333333333334)","(51.0, 230.0, 193.6)","(21.0, 120.0, 72.5)","(1.4, 1.58, 1.5641666666666667)","(13.0, 28.0, 23.166666666666664)"
05-01-2023 16:52:52.528866,"(2.5, 4.3, 3.7333333333333334)","(51.0, 230.0, 193.6)","(21.0, 120.0, 72.5)","(1.4, 1.58, 1.5641666666666667)","(13.0, 28.0, 23.166666666666664)"
05-01-2023 16:52:53.359104,"(2.5, 4.3, 3.7333333333333334)","(51.0, 230.0, 193.6)","(21.0, 120.0, 72.5)","(1.4, 1.58, 1.5641666666666667)","(13.0, 28.0, 23.166666666666664)"
05-01-2023 16:52:54.255541,"(2.5, 4.3, 3.7333333333333334)","(51.0, 230.0, 193.6)","(21.0, 120.0, 72.5)","(1.4, 1.58, 1.5641666666666667)","(13.0, 28.0, 23.166666666666664)"
05-01-2023 16:52:55.112372,"(2.5, 4.4, 3.529166666666667)","(51.0, 230.0, 193.6)","(21.0, 120.0, 72.5)","(1.4, 1.58, 1.542)","(13.0, 28.0, 23.166666666666664)"
05-01-2023 16:52:55.901510,"(2.5, 4.4, 3.91875)","(51.0, 230.0, 193.6)","(21.0, 120.0, 72.5)","(1.4, 1.58, 1.542)","(13.0, 28.0, 23.166666666666664)"
05-01-2023 16:52:56.983536,"(2.5, 4.4, 3.91875)","(51.0, 230.0, 193.6)","(21.0, 120.0, 72.5)","(1.4, 1.58, 1.542)","(13.0, 28.0, 21.77777777777778)"
05-01-2023 16:52:58.045408,"(2.5, 4.4, 3.91875)","(51.0, 230.0, 193.6)","(21.0, 120.0, 72.5)","(1.4, 1.58, 1.542)","(13.0, 28.0, 21.77777777777778)"
05-01-2023 16:52:58.866863,"(2.5, 4.4, 3.91875)","(51.0, 230.0, 193.6)","(21.0, 120.0, 72.5)","(1.4, 1.58, 1.542)","(13.0, 28.0, 21.77777777777778)"
05-01-2023 16:52:59.737035,"(2.5, 4.4, 3.91875)","(51.0, 230.0, 193.6)","(21.0, 120.0, 72.5)","(1.4, 1.58, 1.542)","(13.0, 28.0, 21.77777777777778)"
05-01-2023 16:53:00.765870,"(2.5, 4.4, 3.471875)","(51.0, 230.0, 193.6)","(21.0, 120.0, 72.5)","(1.4, 1.58, 1.542)","(13.0, 28.0, 23.090909090909093)"
05-01-2023 16:53:01.758615,"(2.5, 4.4, 3.471875)","(51.0, 230.0, 113.33333333333334)","(21.0, 120.0, 39.42857142857143)","(1.4, 1.58, 1.542)","(13.0, 28.0, 17.6)"
05-01-2023 16:53:02.704204,"(2.5, 4.4, 3.2083333333333335)","(51.0, 230.0, 113.33333333333334)","(21.0, 120.0, 39.42857142857143)","(1.4, 1.58, 1.542)","(13.0, 28.0, 17.6)"
05-01-2023 16:53:03.591349,"(2.5, 4.4, 3.2083333333333335)","(51.0, 230.0, 113.33333333333334)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.542)","(13.0, 28.0, 17.6)"
05-01-2023 16:53:04.446826,"(2.5, 4.4, 3.2083333333333335)","(51.0, 230.0, 113.33333333333334)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.542)","(13.0, 28.0, 17.6)"
05-01-2023 16:53:05.387298,"(2.5, 4.4, 3.2083333333333335)","(51.0, 230.0, 113.33333333333334)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.542)","(13.0, 28.0, 17.6)"
05-01-2023 16:53:06.281344,"(2.5, 4.4, 3.2083333333333335)","(51.0, 230.0, 113.33333333333334)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.542)","(13.0, 28.0, 17.6)"
05-01-2023 16:53:07.127487,"(2.5, 4.4, 3.2083333333333335)","(51.0, 230.0, 113.33333333333334)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.542)","(13.0, 28.0, 17.6)"
05-01-2023 16:53:07.951686,"(2.5, 4.2, 3.466666666666667)","(51.0, 230.0, 113.33333333333334)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.5575)","(13.0, 28.0, 17.6)"
05-01-2023 16:53:08.894208,"(2.5, 4.2, 3.466666666666667)","(51.0, 230.0, 113.33333333333334)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.5575)","(13.0, 28.0, 17.6)"
05-01-2023 16:53:09.786329,"(2.5, 4.2, 3.466666666666667)","(51.0, 230.0, 113.33333333333334)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.5575)","(13.0, 28.0, 17.6)"
05-01-2023 16:53:10.682289,"(2.5, 4.2, 3.466666666666667)","(51.0, 230.0, 113.33333333333334)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.5575)","(13.0, 28.0, 17.6)"
05-01-2023 16:53:11.526081,"(2.5, 4.2, 3.466666666666667)","(51.0, 230.0, 113.33333333333334)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.5575)","(13.0, 28.0, 17.6)"
05-01-2023 16:53:12.394723,"(2.5, 4.2, 3.466666666666667)","(51.0, 230.0, 113.33333333333334)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.546)","(13.0, 28.0, 17.6)"
05-01-2023 16:53:13.296145,"(2.5, 4.2, 3.466666666666667)","(51.0, 230.0, 113.33333333333334)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.546)","(13.0, 28.0, 22.8)"
05-01-2023 16:53:14.166630,"(2.5, 4.2, 3.466666666666667)","(51.0, 230.0, 113.33333333333334)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.546)","(13.0, 28.0, 22.8)"
05-01-2023 16:53:14.985064,"(2.5, 4.2, 3.466666666666667)","(51.0, 230.0, 113.33333333333334)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.546)","(13.0, 28.0, 22.8)"
05-01-2023 16:53:15.866208,"(2.5, 4.2, 3.466666666666667)","(51.0, 230.0, 113.33333333333334)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.546)","(13.0, 28.0, 22.8)"
05-01-2023 16:53:16.749071,"(2.5, 4.2, 3.466666666666667)","(51.0, 230.0, 113.33333333333334)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.546)","(13.0, 28.0, 22.8)"
05-01-2023 16:53:17.591200,"(2.5, 4.2, 3.466666666666667)","(51.0, 230.0, 113.33333333333334)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.546)","(13.0, 28.0, 22.8)"
05-01-2023 16:53:18.446300,"(2.5, 4.2, 3.466666666666667)","(51.0, 230.0, 113.33333333333334)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.546)","(13.0, 28.0, 22.8)"
05-01-2023 16:53:19.328429,"(2.5, 4.2, 3.466666666666667)","(51.0, 230.0, 113.33333333333334)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.546)","(13.0, 28.0, 22.8)"
05-01-2023 16:53:20.169720,"(2.5, 4.2, 3.466666666666667)","(51.0, 230.0, 113.33333333333334)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.546)","(13.0, 28.0, 17.6)"
05-01-2023 16:53:20.979878,"(2.5, 4.2, 3.466666666666667)","(51.0, 230.0, 113.33333333333334)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.546)","(13.0, 28.0, 17.142857142857142)"
05-01-2023 16:53:21.848040,"(2.5, 4.2, 3.466666666666667)","(51.0, 230.0, 113.33333333333334)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.546)","(13.0, 30.0, 17.142857142857142)"
05-01-2023 16:53:22.789399,"(2.5, 4.2, 3.466666666666667)","(51.0, 230.0, 113.33333333333334)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.546)","(13.0, 30.0, 17.142857142857142)"
05-01-2023 16:53:23.676907,"(2.5, 4.2, 3.466666666666667)","(51.0, 230.0, 113.33333333333334)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.546)","(13.0, 30.0, 17.142857142857142)"
05-01-2023 16:53:24.531165,"(2.5, 4.2, 3.466666666666667)","(51.0, 230.0, 113.33333333333334)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.546)","(13.0, 30.0, 17.142857142857142)"
05-01-2023 16:53:25.470783,"(2.5, 4.2, 3.466666666666667)","(51.0, 230.0, 113.33333333333334)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.546)","(13.0, 29.0, 19.333333333333332)"
05-01-2023 16:53:26.376209,"(2.5, 4.2, 3.466666666666667)","(51.0, 230.0, 113.33333333333334)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.546)","(13.0, 28.0, 19.333333333333332)"
05-01-2023 16:53:27.335778,"(2.5, 4.2, 3.466666666666667)","(51.0, 230.0, 113.33333333333334)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.546)","(13.0, 28.0, 19.333333333333332)"
05-01-2023 16:53:28.219749,"(2.5, 4.2, 3.466666666666667)","(51.0, 230.0, 116.66666666666666)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.546)","(13.0, 28.0, 19.333333333333332)"
05-01-2023 16:53:29.226742,"(2.5, 4.2, 3.375)","(51.0, 230.0, 116.66666666666666)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.546)","(13.0, 28.0, 19.333333333333332)"
05-01-2023 16:53:30.270853,"(2.5, 4.2, 3.375)","(51.0, 230.0, 116.66666666666666)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.546)","(13.0, 28.0, 19.333333333333332)"
05-01-2023 16:53:31.380045,"(2.5, 4.2, 3.375)","(51.0, 230.0, 116.66666666666666)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.546)","(13.0, 28.0, 19.333333333333332)"
05-01-2023 16:53:32.385833,"(2.5, 4.2, 3.375)","(51.0, 230.0, 116.66666666666666)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.546)","(13.0, 28.0, 24.285714285714285)"
05-01-2023 16:53:33.236297,"(2.5, 4.2, 3.76875)","(51.0, 230.0, 116.66666666666666)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.546)","(13.0, 28.0, 24.285714285714285)"
05-01-2023 16:53:34.109642,"(2.5, 4.2, 3.76875)","(51.0, 230.0, 145.0)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.546)","(13.0, 28.0, 24.285714285714285)"
05-01-2023 16:53:34.992254,"(2.5, 4.2, 3.76875)","(51.0, 230.0, 116.66666666666666)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.546)","(13.0, 28.0, 24.285714285714285)"
05-01-2023 16:53:35.898760,"(2.5, 4.2, 3.76875)","(51.0, 230.0, 116.66666666666666)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.546)","(13.0, 28.0, 24.285714285714285)"
05-01-2023 16:53:36.704991,"(2.5, 4.2, 3.76875)","(51.0, 230.0, 116.66666666666666)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.546)","(13.0, 28.0, 24.285714285714285)"
05-01-2023 16:53:37.668942,"(2.5, 4.2, 3.76875)","(51.0, 230.0, 116.66666666666666)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.546)","(13.0, 28.0, 24.285714285714285)"
05-01-2023 16:53:38.628778,"(2.5, 4.2, 3.76875)","(51.0, 230.0, 116.66666666666666)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.546)","(13.0, 28.0, 24.285714285714285)"
05-01-2023 16:53:39.565731,"(2.5, 4.2, 3.76875)","(51.0, 230.0, 116.66666666666666)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.546)","(13.0, 28.0, 24.285714285714285)"
05-01-2023 16:53:40.526885,"(2.5, 4.2, 3.375)","(51.0, 230.0, 116.66666666666666)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.546)","(13.0, 28.0, 24.285714285714285)"
05-01-2023 16:53:41.409555,"(2.5, 4.2, 3.375)","(51.0, 230.0, 116.66666666666666)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.546)","(13.0, 28.0, 24.285714285714285)"
05-01-2023 16:53:42.356421,"(2.5, 4.2, 3.375)","(51.0, 230.0, 116.66666666666666)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.546)","(13.0, 28.0, 24.285714285714285)"
05-01-2023 16:53:43.258850,"(2.5, 4.1, 3.190909090909091)","(51.0, 230.0, 116.66666666666666)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.5557142857142858)","(13.0, 28.0, 24.285714285714285)"
05-01-2023 16:53:44.114479,"(2.5, 4.0, 3.4)","(51.0, 230.0, 116.66666666666666)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.5571428571428572)","(13.0, 28.0, 24.285714285714285)"
05-01-2023 16:53:45.027165,"(2.5, 4.0, 3.4)","(51.0, 230.0, 116.66666666666666)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.5571428571428572)","(13.0, 28.0, 24.42857142857143)"
05-01-2023 16:53:45.847357,"(2.5, 4.0, 3.4)","(51.0, 230.0, 116.66666666666666)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.5571428571428572)","(13.0, 28.0, 24.42857142857143)"
05-01-2023 16:53:46.698784,"(2.5, 4.0, 3.4)","(51.0, 230.0, 120.0)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.5571428571428572)","(13.0, 28.0, 20.0)"
05-01-2023 16:53:47.631503,"(2.5, 4.0, 3.4)","(51.0, 230.0, 120.0)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.5571428571428572)","(13.0, 28.0, 24.57142857142857)"
05-01-2023 16:53:48.567647,"(2.5, 4.0, 3.4)","(51.0, 230.0, 120.0)","(21.0, 120.0, 37.75)","(1.4, 1.58, 1.5585714285714287)","(13.0, 28.0, 26.0)"
