,Casting Vote,Only Juan,Raglan Mafia,Seymour Thunder,Know Juan,Tokyo Drift,Whos My Mother
10-01-2023 20:12:32.871087,"(21.0, 55.0, 51.0)","(14.0, 25.0, 22.77777777777778)","(26.0, 46.0, 43.0)","(6.5, 9.8, 9.568181818181818)","(17.0, 34.0, 33.2)","(1.16, 1.32, 1.3178260869565217)","(31.0, 80.0, 78.33333333333333)"
10-01-2023 20:12:33.931655,"(21.0, 55.0, 51.0)","(14.0, 25.0, 22.77777777777778)","(26.0, 46.0, 43.0)","(6.5, 9.8, 9.568181818181818)","(17.0, 34.0, 33.2)","(1.16, 1.32, 1.3164285714285715)","(31.0, 80.0, 78.23529411764706)"
10-01-2023 20:12:35.009697,"(21.0, 55.0, 51.0)","(14.0, 25.0, 22.77777777777778)","(26.0, 46.0, 42.8235294117647)","(6.5, 9.8, 9.568181818181818)","(17.0, 34.0, 33.2)","(1.16, 1.32, 1.3156521739130436)","(31.0, 80.0, 78.23529411764706)"
10-01-2023 20:12:36.044668,"(21.0, 55.0, 52.42857142857143)","(14.0, 25.0, 22.77777777777778)","(26.0, 46.0, 42.8235294117647)","(6.5, 9.8, 9.568181818181818)","(17.0, 34.0, 33.2)","(1.16, 1.32, 1.3174285714285714)","(31.0, 80.0, 78.23529411764706)"
10-01-2023 20:12:36.989265,"(21.0, 55.0, 52.42857142857143)","(14.0, 25.0, 22.77777777777778)","(26.0, 46.0, 42.8235294117647)","(6.5, 9.8, 9.568181818181818)","(17.0, 34.0, 33.2)","(1.16, 1.33, 1.3174285714285714)","(31.0, 80.0, 78.23529411764706)"
10-01-2023 20:12:38.026959,"(21.0, 55.0, 52.42857142857143)","(14.0, 25.0, 22.77777777777778)","(26.0, 46.0, 42.8235294117647)","(6.5, 9.8, 9.568181818181818)","(17.0, 34.0, 33.130434782608695)","(1.16, 1.32, 1.3161538461538462)","(31.0, 80.0, 78.23529411764706)"
10-01-2023 20:12:39.001540,"(21.0, 55.0, 52.42857142857143)","(14.0, 25.0, 22.77777777777778)","(26.0, 46.0, 42.8235294117647)","(6.5, 9.8, 9.568181818181818)","(17.0, 34.0, 33.130434782608695)","(1.16, 1.32, 1.3005882352941176)","(31.0, 80.0, 78.23529411764706)"
10-01-2023 20:12:40.023439,"(21.0, 55.0, 52.42857142857143)","(14.0, 25.0, 22.77777777777778)","(26.0, 46.0, 42.8235294117647)","(6.5, 9.8, 9.568181818181818)","(17.0, 34.0, 33.130434782608695)","(1.16, 1.31, 1.3005882352941176)","(31.0, 80.0, 78.23529411764706)"
10-01-2023 20:12:41.069754,"(21.0, 55.0, 52.42857142857143)","(14.0, 25.0, 22.93103448275862)","(26.0, 46.0, 42.8235294117647)","(6.5, 9.8, 9.568181818181818)","(17.0, 34.0, 33.130434782608695)","(1.16, 1.31, 1.3005882352941176)","(31.0, 80.0, 78.23529411764706)"
10-01-2023 20:12:42.117892,"(21.0, 55.0, 51.806451612903224)","(14.0, 25.0, 22.93103448275862)","(26.0, 46.0, 42.8235294117647)","(6.5, 9.8, 9.74)","(17.0, 34.0, 33.130434782608695)","(1.16, 1.31, 1.3044444444444445)","(31.0, 80.0, 78.23529411764706)"
10-01-2023 20:12:43.068285,"(21.0, 55.0, 51.806451612903224)","(14.0, 25.0, 23.0)","(26.0, 46.0, 37.0)","(6.5, 9.6, 9.559999999999999)","(17.0, 34.0, 33.130434782608695)","(1.16, 1.31, 1.3044444444444445)","(31.0, 80.0, 78.23529411764706)"
10-01-2023 20:12:44.063446,"(21.0, 55.0, 51.806451612903224)","(14.0, 25.0, 22.93103448275862)","(26.0, 46.0, 37.42857142857143)","(6.5, 9.6, 9.559999999999999)","(17.0, 34.0, 33.130434782608695)","(1.16, 1.32, 1.3075)","(31.0, 80.0, 78.23529411764706)"
10-01-2023 20:12:45.058313,"(21.0, 55.0, 51.806451612903224)","(14.0, 25.0, 22.93103448275862)","(26.0, 46.0, 37.42857142857143)","(6.5, 9.6, 9.559999999999999)","(17.0, 34.0, 33.04761904761905)","(1.16, 1.32, 1.3120689655172415)","(31.0, 80.0, 78.23529411764706)"
10-01-2023 20:12:46.075737,"(21.0, 55.0, 51.806451612903224)","(14.0, 25.0, 22.93103448275862)","(26.0, 46.0, 37.42857142857143)","(6.5, 9.6, 9.559999999999999)","(17.0, 34.0, 33.04761904761905)","(1.16, 1.32, 1.312)","(31.0, 80.0, 78.23529411764706)"
10-01-2023 20:12:47.144884,"(21.0, 55.0, 51.806451612903224)","(14.0, 25.0, 21.307692307692307)","(26.0, 46.0, 37.42857142857143)","(6.5, 9.6, 9.559999999999999)","(17.0, 34.0, 33.529411764705884)","(1.16, 1.32, 1.304)","(31.0, 80.0, 78.23529411764706)"
10-01-2023 20:12:48.111896,"(21.0, 55.0, 51.806451612903224)","(14.0, 25.0, 21.307692307692307)","(26.0, 46.0, 37.42857142857143)","(6.5, 9.6, 9.559999999999999)","(17.0, 34.0, 33.529411764705884)","(1.16, 1.32, 1.3157142857142858)","(31.0, 80.0, 78.23529411764706)"
10-01-2023 20:12:49.084959,"(21.0, 55.0, 51.806451612903224)","(14.0, 25.0, 21.307692307692307)","(26.0, 46.0, 37.42857142857143)","(6.5, 9.6, 9.557142857142857)","(17.0, 34.0, 32.857142857142854)","(1.16, 1.33, 1.3065)","(31.0, 80.0, 78.23529411764706)"
10-01-2023 20:12:50.059379,"(21.0, 55.0, 51.806451612903224)","(14.0, 25.0, 22.272727272727273)","(26.0, 46.0, 38.0)","(6.5, 9.6, 9.56)","(17.0, 34.0, 32.0)","(1.16, 1.32, 1.308)","(31.0, 80.0, 78.23529411764706)"
10-01-2023 20:12:51.141828,"(21.0, 55.0, 51.806451612903224)","(14.0, 25.0, 22.176470588235293)","(26.0, 46.0, 38.0)","(6.5, 9.8, 9.572972972972973)","(17.0, 34.0, 32.54545454545455)","(1.16, 1.32, 1.3036363636363637)","(31.0, 80.0, 78.23529411764706)"
10-01-2023 20:12:52.230948,"(21.0, 55.0, 51.806451612903224)","(14.0, 25.0, 21.235294117647058)","(26.0, 46.0, 38.0)","(6.5, 9.8, 9.600000000000001)","(17.0, 34.0, 32.54545454545455)","(1.16, 1.32, 1.3044444444444445)","(31.0, 80.0, 78.23529411764706)"
10-01-2023 20:12:53.319362,"(26.0, 55.0, 51.806451612903224)","(14.0, 25.0, 21.235294117647058)","(26.0, 46.0, 38.0)","(6.5, 9.8, 9.63846153846154)","(17.0, 34.0, 32.54545454545455)","(1.16, 1.31, 1.3024242424242425)","(31.0, 80.0, 78.23529411764706)"
10-01-2023 20:12:54.398365,"(26.0, 55.0, 51.806451612903224)","(14.0, 25.0, 21.235294117647058)","(26.0, 46.0, 38.0)","(6.5, 9.8, 9.648)","(17.0, 34.0, 32.857142857142854)","(1.16, 1.32, 1.3034285714285714)","(31.0, 80.0, 90.0)"
10-01-2023 20:12:55.378875,"(26.0, 55.0, 51.806451612903224)","(14.0, 25.0, 21.210526315789473)","(26.0, 46.0, 39.333333333333336)","(6.5, 9.8, 9.641666666666666)","(17.0, 34.0, 32.857142857142854)","(1.16, 1.32, 1.3034285714285714)","(31.0, 110.0, 90.0)"
10-01-2023 20:12:56.396269,"(26.0, 55.0, 52.25)","(14.0, 25.0, 22.652173913043477)","(26.0, 46.0, 39.07692307692308)","(6.5, 9.8, 9.688235294117646)","(17.0, 34.0, 33.1578947368421)","(1.16, 1.32, 1.3021052631578949)","(31.0, 110.0, 96.08695652173913)"
10-01-2023 20:12:57.392880,"(26.0, 55.0, 52.25)","(14.0, 25.0, 22.157894736842106)","(26.0, 46.0, 41.0)","(6.5, 9.8, 9.713636363636365)","(17.0, 34.0, 33.1578947368421)","(1.16, 1.32, 1.2964516129032257)","(31.0, 100.0, 96.08695652173913)"
10-01-2023 20:12:58.414966,"(26.0, 55.0, 52.81818181818182)","(14.0, 25.0, 21.210526315789473)","(26.0, 46.0, 39.07692307692308)","(6.5, 10.5, 10.35)","(17.0, 34.0, 33.1578947368421)","(1.16, 1.31, 1.305897435897436)","(31.0, 100.0, 96.08695652173913)"
10-01-2023 20:12:59.378009,"(26.0, 55.0, 52.81818181818182)","(14.0, 25.0, 21.2)","(26.0, 46.0, 41.0)","(6.5, 10.5, 10.040625)","(17.0, 34.0, 33.1578947368421)","(1.16, 1.31, 1.305897435897436)","(31.0, 100.0, 96.08695652173913)"
10-01-2023 20:13:00.359023,"(26.0, 55.0, 52.81818181818182)","(14.0, 25.0, 21.2)","(26.0, 46.0, 39.07692307692308)","(6.5, 10.5, 10.13939393939394)","(17.0, 34.0, 33.1578947368421)","(1.16, 1.31, 1.2998412698412698)","(31.0, 100.0, 96.08695652173913)"
10-01-2023 20:13:01.301873,"(26.0, 55.0, 52.81818181818182)","(14.0, 25.0, 22.682926829268293)","(26.0, 46.0, 39.07692307692308)","(6.5, 10.5, 10.13939393939394)","(17.0, 34.0, 33.1578947368421)","(1.16, 1.3, 1.2998412698412698)","(31.0, 100.0, 96.08695652173913)"
10-01-2023 20:13:02.275481,"(26.0, 55.0, 52.81818181818182)","(14.0, 24.0, 23.82608695652174)","(26.0, 46.0, 41.0)","(6.5, 10.5, 10.13939393939394)","(17.0, 34.0, 33.1578947368421)","(1.16, 1.3, 1.3032467532467533)","(31.0, 100.0, 96.08695652173913)"
10-01-2023 20:13:03.283269,"(26.0, 55.0, 52.81818181818182)","(14.0, 24.0, 23.82608695652174)","(26.0, 46.0, 39.07692307692308)","(6.5, 10.5, 10.175609756097561)","(17.0, 34.0, 33.1578947368421)","(1.16, 1.32, 1.3004545454545455)","(31.0, 100.0, 85.0)"
10-01-2023 20:13:04.337115,"(26.0, 55.0, 52.81818181818182)","(14.0, 24.0, 23.82608695652174)","(26.0, 46.0, 41.0)","(6.5, 10.5, 10.23921568627451)","(17.0, 34.0, 33.1578947368421)","(1.16, 1.32, 1.3022222222222222)","(31.0, 100.0, 85.0)"
10-01-2023 20:13:05.422944,"(26.0, 55.0, 52.81818181818182)","(14.0, 24.0, 23.82608695652174)","(26.0, 46.0, 39.07692307692308)","(6.5, 10.5, 10.23921568627451)","(17.0, 34.0, 33.1578947368421)","(1.16, 1.32, 1.3022222222222222)","(31.0, 100.0, 85.0)"
10-01-2023 20:13:06.484218,"(26.0, 55.0, 52.81818181818182)","(14.0, 24.0, 22.514285714285712)","(26.0, 46.0, 39.07692307692308)","(6.5, 10.5, 10.23921568627451)","(17.0, 34.0, 33.1578947368421)","(1.16, 1.32, 1.3022222222222222)","(31.0, 100.0, 85.0)"
10-01-2023 20:13:07.566066,"(26.0, 55.0, 52.81818181818182)","(14.0, 24.0, 22.444444444444443)","(26.0, 46.0, 41.26315789473684)","(6.5, 10.5, 10.23921568627451)","(17.0, 34.0, 33.1578947368421)","(1.14, 1.32, 1.3022222222222222)","(31.0, 100.0, 85.0)"
10-01-2023 20:13:08.649503,"(26.0, 55.0, 52.81818181818182)","(14.0, 24.0, 22.4)","(26.0, 46.0, 41.26315789473684)","(6.5, 10.5, 10.23921568627451)","(17.0, 34.0, 33.46666666666667)","(1.14, 1.32, 1.3093273542600898)","(31.0, 100.0, 96.53846153846153)"
10-01-2023 20:13:09.681626,"(26.0, 55.0, 53.2)","(14.0, 24.0, 22.564102564102562)","(26.0, 46.0, 42.25)","(6.5, 10.5, 10.23921568627451)","(17.0, 34.0, 33.46666666666667)","(1.14, 1.31, 1.3093273542600898)","(31.0, 100.0, 96.53846153846153)"
10-01-2023 20:13:10.778645,"(26.0, 55.0, 53.2)","(14.0, 24.0, 22.564102564102562)","(26.0, 46.0, 42.25)","(6.5, 10.5, 10.23921568627451)","(17.0, 34.0, 33.46666666666667)","(1.14, 1.31, 1.3031818181818182)","(31.0, 100.0, 99.25925925925927)"
10-01-2023 20:13:11.790337,"(26.0, 55.0, 53.2)","(14.0, 24.0, 22.564102564102562)","(26.0, 46.0, 42.25)","(6.5, 10.5, 10.23921568627451)","(17.0, 34.0, 33.529411764705884)","(1.14, 1.31, 1.3022222222222222)","(31.0, 100.0, 94.74137931034483)"
10-01-2023 20:13:12.780059,"(26.0, 55.0, 53.2)","(14.0, 24.0, 22.444444444444443)","(26.0, 46.0, 42.25)","(6.5, 10.5, 10.23921568627451)","(17.0, 34.0, 33.529411764705884)","(1.14, 1.31, 1.303225806451613)","(31.0, 95.0, 94.7457627118644)"
10-01-2023 20:13:13.737825,"(26.0, 55.0, 53.2)","(14.0, 24.0, 22.444444444444443)","(26.0, 46.0, 42.25)","(6.5, 10.5, 10.23921568627451)","(17.0, 34.0, 33.529411764705884)","(1.14, 1.31, 1.303225806451613)","(31.0, 95.0, 94.7457627118644)"
10-01-2023 20:13:14.630589,"(26.0, 55.0, 53.2)","(14.0, 24.0, 22.5)","(26.0, 46.0, 42.25)","(6.5, 10.5, 10.23921568627451)","(17.0, 34.0, 33.27272727272727)","(1.14, 1.31, 1.303225806451613)","(31.0, 95.0, 94.7457627118644)"
10-01-2023 20:13:15.587696,"(26.0, 55.0, 53.2)","(14.0, 24.0, 22.5)","(26.0, 46.0, 39.07692307692308)","(6.5, 10.5, 10.258181818181818)","(17.0, 34.0, 33.27272727272727)","(1.14, 1.3, 1.2973684210526317)","(31.0, 95.0, 94.7457627118644)"
10-01-2023 20:13:16.604488,"(26.0, 55.0, 53.2)","(14.0, 24.0, 22.741935483870968)","(26.0, 46.0, 42.0)","(6.5, 10.5, 8.415584415584416)","(17.0, 34.0, 33.6)","(1.14, 1.3, 1.3202994011976048)","(31.0, 95.0, 86.25)"
10-01-2023 20:13:17.655764,"(26.0, 55.0, 53.2)","(14.0, 24.0, 22.838709677419356)","(26.0, 46.0, 42.0)","(6.5, 9.0, 8.533333333333333)","(17.0, 34.0, 33.142857142857146)","(1.14, 1.33, 1.3233333333333335)","(31.0, 110.0, 86.25)"
10-01-2023 20:13:18.682629,"(26.0, 55.0, 53.2)","(14.0, 24.0, 22.133333333333333)","(26.0, 46.0, 40.0)","(6.5, 8.6, 8.333333333333334)","(17.0, 34.0, 33.2)","(1.14, 1.33, 1.3220588235294117)","(31.0, 110.0, 88.0)"
10-01-2023 20:13:19.704225,"(26.0, 55.0, 53.2)","(14.0, 24.0, 22.941176470588236)","(26.0, 46.0, 42.0)","(6.5, 8.4, 8.333333333333334)","(17.0, 34.0, 33.2)","(1.14, 1.34, 1.3206349206349206)","(31.0, 100.0, 88.0)"
10-01-2023 20:13:20.650254,"(26.0, 55.0, 53.2)","(14.0, 24.0, 22.666666666666668)","(26.0, 46.0, 39.45454545454545)","(6.5, 8.4, 8.366666666666667)","(17.0, 34.0, 33.2)","(1.14, 1.34, 1.3261363636363637)","(31.0, 100.0, 88.0)"
10-01-2023 20:13:21.651060,"(26.0, 55.0, 53.2)","(14.0, 24.0, 22.1)","(26.0, 46.0, 40.0)","(6.5, 8.6, 8.333333333333332)","(17.0, 34.0, 33.2)","(1.14, 1.34, 1.3261363636363637)","(31.0, 100.0, 88.0)"
10-01-2023 20:13:22.638122,"(26.0, 55.0, 53.2)","(14.0, 24.0, 22.689655172413794)","(26.0, 46.0, 41.5)","(6.5, 8.4, 8.381818181818183)","(17.0, 34.0, 33.2)","(1.14, 1.34, 1.3258064516129033)","(31.0, 100.0, 92.5)"
10-01-2023 20:13:23.548164,"(26.0, 55.0, 53.2)","(14.0, 23.0, 22.90909090909091)","(26.0, 46.0, 39.45454545454545)","(6.5, 8.4, 8.378947368421054)","(17.0, 34.0, 33.2)","(1.14, 1.34, 1.3258064516129033)","(31.0, 100.0, 88.0)"
10-01-2023 20:13:24.448592,"(26.0, 55.0, 53.2)","(14.0, 23.0, 22.90909090909091)","(26.0, 46.0, 41.76470588235294)","(6.5, 8.4, 8.380952380952381)","(17.0, 34.0, 33.2)","(1.14, 1.34, 1.3258064516129033)","(31.0, 100.0, 88.0)"
10-01-2023 20:13:25.571288,"(26.0, 55.0, 51.733333333333334)","(14.0, 23.0, 22.90909090909091)","(26.0, 46.0, 39.45454545454545)","(6.5, 8.4, 8.380952380952381)","(17.0, 34.0, 33.2)","(1.14, 1.33, 1.3288372093023257)","(31.0, 100.0, 88.0)"
10-01-2023 20:13:26.625338,"(26.0, 55.0, 52.55)","(14.0, 23.0, 22.90909090909091)","(26.0, 46.0, 41.76470588235294)","(6.5, 8.4, 8.380952380952381)","(17.0, 34.0, 33.2)","(1.14, 1.34, 1.3276000000000001)","(31.0, 100.0, 88.0)"
10-01-2023 20:13:27.748835,"(26.0, 55.0, 52.55)","(14.0, 23.0, 22.9)","(26.0, 46.0, 42.869565217391305)","(6.5, 8.2, 8.163636363636362)","(17.0, 34.0, 33.2)","(1.14, 1.35, 1.3585981308411217)","(31.0, 100.0, 98.70967741935485)"
10-01-2023 20:13:28.732459,"(26.0, 55.0, 53.36666666666667)","(14.0, 24.0, 22.357142857142858)","(26.0, 46.0, 42.869565217391305)","(6.5, 8.2, 8.163636363636362)","(17.0, 34.0, 33.2)","(1.14, 1.36, 1.3585981308411217)","(31.0, 100.0, 98.70967741935485)"
10-01-2023 20:13:29.859996,"(26.0, 55.0, 53.55882352941177)","(14.0, 23.0, 22.9)","(26.0, 46.0, 42.869565217391305)","(6.5, 8.2, 7.969230769230769)","(18.0, 34.0, 33.2)","(1.14, 1.36, 1.355774647887324)","(31.0, 100.0, 98.70967741935485)"
10-01-2023 20:13:30.902527,"(26.0, 55.0, 53.55882352941177)","(14.0, 24.0, 22.5)","(26.0, 46.0, 42.869565217391305)","(6.5, 8.0, 7.978947368421052)","(18.0, 34.0, 33.2)","(1.14, 1.36, 1.3572093023255816)","(31.0, 100.0, 98.70967741935485)"
10-01-2023 20:13:31.921809,"(26.0, 55.0, 53.55882352941177)","(14.0, 24.0, 22.08695652173913)","(26.0, 46.0, 42.869565217391305)","(6.5, 8.2, 8.044444444444444)","(18.0, 34.0, 33.2)","(1.14, 1.36, 1.354)","(31.0, 100.0, 98.70967741935485)"
10-01-2023 20:13:32.845030,"(26.0, 55.0, 53.55882352941177)","(14.0, 24.0, 22.08695652173913)","(26.0, 46.0, 41.76470588235294)","(6.5, 8.2, 8.1)","(18.0, 34.0, 33.42857142857143)","(1.14, 1.36, 1.340689655172414)","(31.0, 100.0, 98.70967741935485)"
10-01-2023 20:13:33.758707,"(26.0, 55.0, 53.4)","(14.0, 24.0, 22.363636363636363)","(26.0, 46.0, 39.6)","(6.5, 8.4, 8.24)","(18.0, 34.0, 33.333333333333336)","(1.14, 1.35, 1.3302564102564103)","(31.0, 100.0, 94.26229508196721)"
10-01-2023 20:13:34.737689,"(26.0, 55.0, 53.4)","(14.0, 24.0, 22.714285714285715)","(26.0, 44.0, 42.36363636363636)","(6.5, 8.6, 8.4)","(18.0, 34.0, 33.666666666666664)","(1.14, 1.34, 1.3330000000000002)","(31.0, 95.0, 94.26229508196721)"
10-01-2023 20:13:35.845635,"(26.0, 55.0, 53.4)","(14.0, 24.0, 22.105263157894736)","(26.0, 44.0, 40.4)","(6.5, 8.6, 8.4)","(18.0, 34.0, 33.666666666666664)","(1.14, 1.34, 1.3354545454545454)","(31.0, 95.0, 98.70967741935485)"
10-01-2023 20:13:36.978742,"(26.0, 55.0, 53.4)","(14.0, 24.0, 22.390243902439025)","(26.0, 44.0, 42.8)","(6.5, 8.6, 8.49090909090909)","(18.0, 34.0, 33.666666666666664)","(1.14, 1.34, 1.3341379310344827)","(31.0, 100.0, 94.26229508196721)"
10-01-2023 20:13:38.057748,"(31.0, 55.0, 53.4)","(15.0, 24.0, 22.390243902439025)","(26.0, 44.0, 42.8)","(7.0, 8.6, 8.49090909090909)","(20.0, 34.0, 33.714285714285715)","(1.16, 1.35, 1.3231746031746032)","(41.0, 95.0, 94.26229508196721)"
10-01-2023 20:13:39.134228,"(31.0, 55.0, 53.4)","(15.0, 24.0, 22.08695652173913)","(26.0, 44.0, 41.5)","(7.0, 8.6, 8.4)","(20.0, 34.0, 33.714285714285715)","(1.16, 1.33, 1.331764705882353)","(41.0, 95.0, 99.01639344262296)"
10-01-2023 20:13:40.219669,"(31.0, 55.0, 53.4)","(15.0, 24.0, 22.08695652173913)","(26.0, 44.0, 43.333333333333336)","(7.0, 8.8, 8.492307692307692)","(20.0, 34.0, 32.4)","(1.16, 1.34, 1.3254166666666667)","(41.0, 100.0, 94.26229508196721)"
10-01-2023 20:13:41.371898,"(31.0, 55.0, 53.4)","(15.0, 24.0, 22.074074074074073)","(26.0, 44.0, 43.333333333333336)","(7.0, 8.6, 8.626086956521739)","(20.0, 38.0, 34.36363636363636)","(1.16, 1.33, 1.3188372093023257)","(41.0, 95.0, 98.92857142857143)"
10-01-2023 20:13:42.435493,"(31.0, 55.0, 53.4)","(15.0, 24.0, 22.761904761904763)","(26.0, 44.0, 43.333333333333336)","(7.0, 8.8, 8.544)","(20.0, 36.0, 33.42857142857143)","(1.16, 1.32, 1.329766081871345)","(41.0, 100.0, 103.05555555555556)"
10-01-2023 20:13:43.486411,"(31.0, 55.0, 52.77777777777778)","(15.0, 24.0, 22.761904761904763)","(26.0, 44.0, 43.333333333333336)","(7.0, 8.8, 8.509090909090908)","(20.0, 36.0, 34.36363636363636)","(1.16, 1.33, 1.328421052631579)","(41.0, 110.0, 104.56521739130434)"
10-01-2023 20:13:44.504163,"(31.0, 55.0, 52.5)","(15.0, 24.0, 22.514285714285712)","(26.0, 44.0, 43.333333333333336)","(7.0, 8.6, 8.478260869565217)","(20.0, 36.0, 32.666666666666664)","(1.16, 1.33, 1.335205479452055)","(41.0, 110.0, 102.3076923076923)"
10-01-2023 20:13:45.508633,"(31.0, 55.0, 51.36363636363637)","(15.0, 22.0, 21.64516129032258)","(26.0, 44.0, 43.333333333333336)","(7.0, 8.6, 8.417391304347825)","(20.0, 36.0, 32.666666666666664)","(1.16, 1.34, 1.3345222929936307)","(41.0, 110.0, 102.3076923076923)"
10-01-2023 20:13:46.465810,"(31.0, 55.0, 53.0)","(15.0, 22.0, 21.576923076923077)","(26.0, 44.0, 43.666666666666664)","(7.0, 8.6, 8.392307692307693)","(20.0, 36.0, 32.666666666666664)","(1.16, 1.34, 1.3375401069518718)","(41.0, 110.0, 104.56521739130434)"
10-01-2023 20:13:47.379958,"(31.0, 55.0, 53.095238095238095)","(15.0, 22.0, 21.483870967741936)","(26.0, 44.0, 43.42857142857143)","(7.0, 8.4, 8.381818181818183)","(20.0, 36.0, 33.69230769230769)","(1.16, 1.34, 1.345228426395939)","(41.0, 110.0, 104.56521739130434)"
10-01-2023 20:13:48.386740,"(31.0, 55.0, 53.095238095238095)","(15.0, 22.0, 21.170731707317074)","(26.0, 44.0, 43.666666666666664)","(7.0, 8.4, 8.446153846153846)","(20.0, 36.0, 33.69230769230769)","(1.16, 1.35, 1.338670520231214)","(41.0, 110.0, 104.56521739130434)"
10-01-2023 20:13:49.427683,"(31.0, 55.0, 52.333333333333336)","(15.0, 21.0, 20.181818181818183)","(26.0, 44.0, 43.42857142857143)","(7.0, 9.0, 8.914285714285715)","(20.0, 36.0, 32.666666666666664)","(1.16, 1.34, 1.3374712643678162)","(41.0, 110.0, 104.56521739130434)"
10-01-2023 20:13:50.506586,"(31.0, 55.0, 51.666666666666664)","(15.0, 21.0, 19.65)","(26.0, 44.0, 43.42857142857143)","(7.0, 9.0, 8.725)","(20.0, 36.0, 32.18181818181818)","(1.16, 1.34, 1.3441044776119404)","(41.0, 110.0, 104.79166666666667)"
10-01-2023 20:13:51.598510,"(31.0, 55.0, 51.666666666666664)","(15.0, 20.0, 19.928571428571427)","(26.0, 44.0, 43.38461538461539)","(7.0, 9.0, 8.725)","(20.0, 36.0, 33.6)","(1.16, 1.35, 1.3441044776119404)","(41.0, 110.0, 103.42105263157895)"
10-01-2023 20:13:52.628028,"(31.0, 65.0, 63.23529411764706)","(15.0, 20.0, 19.942307692307693)","(26.0, 44.0, 43.38461538461539)","(7.0, 9.0, 7.818823529411764)","(20.0, 34.0, 34.5)","(1.16, 1.35, 1.3533333333333335)","(41.0, 110.0, 103.42105263157895)"
10-01-2023 20:13:53.687725,"(31.0, 65.0, 61.36363636363636)","(15.0, 21.0, 19.88235294117647)","(26.0, 44.0, 43.529411764705884)","(7.0, 8.2, 7.727272727272727)","(20.0, 36.0, 34.15384615384615)","(1.16, 1.36, 1.3694221808014913)","(41.0, 110.0, 104.73684210526315)"
10-01-2023 20:13:54.731780,"(31.0, 65.0, 62.368421052631575)","(15.0, 19.5, 19.32758620689655)","(26.0, 44.0, 42.666666666666664)","(7.0, 7.8, 7.633333333333333)","(20.0, 36.0, 34.15384615384615)","(1.16, 1.37, 1.369428044280443)","(41.0, 110.0, 107.43589743589743)"
10-01-2023 20:13:55.793406,"(31.0, 65.0, 62.368421052631575)","(15.0, 19.5, 19.352941176470587)","(26.0, 44.0, 43.2)","(7.0, 7.8, 7.628571428571428)","(20.0, 36.0, 33.69230769230769)","(1.16, 1.37, 1.3710843373493977)","(41.0, 110.0, 107.43589743589743)"
10-01-2023 20:13:56.804848,"(31.0, 65.0, 63.717948717948715)","(15.0, 19.5, 19.352941176470587)","(26.0, 44.0, 42.666666666666664)","(7.0, 7.8, 7.666666666666666)","(20.0, 34.0, 33.69230769230769)","(1.16, 1.38, 1.37)","(41.0, 110.0, 107.43589743589743)"
10-01-2023 20:13:57.867255,"(31.0, 60.0, 59.87179487179487)","(15.0, 19.5, 19.294117647058822)","(26.0, 44.0, 43.111111111111114)","(7.0, 8.0, 7.690322580645161)","(20.0, 36.0, 32.22222222222222)","(1.16, 1.37, 1.3756666666666666)","(41.0, 110.0, 107.43589743589743)"
10-01-2023 20:13:58.859905,"(31.0, 60.0, 59.868421052631575)","(15.0, 19.5, 18.794117647058822)","(26.0, 42.0, 41.27272727272727)","(7.0, 8.0, 7.709090909090909)","(20.0, 36.0, 32.22222222222222)","(1.16, 1.38, 1.3784137931034481)","(41.0, 110.0, 107.43589743589743)"
10-01-2023 20:13:59.801914,"(31.0, 60.0, 59.868421052631575)","(15.0, 19.5, 18.65625)","(26.0, 42.0, 41.27272727272727)","(7.0, 8.0, 7.714285714285714)","(20.0, 36.0, 32.22222222222222)","(1.16, 1.38, 1.3807801418439716)","(41.0, 110.0, 106.7741935483871)"
10-01-2023 20:14:00.713809,"(31.0, 60.0, 59.84848484848485)","(15.0, 19.0, 18.63157894736842)","(26.0, 42.0, 41.42857142857143)","(7.0, 7.8, 7.76)","(20.0, 36.0, 31.565217391304348)","(1.16, 1.39, 1.3807801418439716)","(41.0, 110.0, 106.7741935483871)"
10-01-2023 20:14:01.688492,"(31.0, 60.0, 59.84848484848485)","(15.0, 19.5, 18.886363636363637)","(26.0, 42.0, 41.46666666666667)","(7.0, 8.0, 7.911111111111111)","(20.0, 36.0, 33.54545454545455)","(1.16, 1.39, 1.378820224719101)","(41.0, 110.0, 106.7741935483871)"
10-01-2023 20:14:02.698781,"(31.0, 60.0, 59.84848484848485)","(15.0, 19.5, 18.886363636363637)","(26.0, 42.0, 41.46666666666667)","(7.0, 7.8, 7.763636363636364)","(20.0, 34.0, 31.84375)","(1.16, 1.38, 1.3772018348623853)","(41.0, 110.0, 106.96969696969697)"
10-01-2023 20:14:03.686202,"(31.0, 60.0, 59.85294117647059)","(15.0, 19.5, 18.61111111111111)","(26.0, 42.0, 41.5)","(7.0, 7.8, 7.7272727272727275)","(20.0, 36.0, 31.84375)","(1.16, 1.38, 1.3824867724867724)","(41.0, 110.0, 106.96969696969697)"
10-01-2023 20:14:04.699955,"(31.0, 60.0, 59.85294117647059)","(15.0, 19.0, 18.666666666666668)","(26.0, 42.0, 41.111111111111114)","(7.0, 7.8, 7.7176470588235295)","(20.0, 36.0, 31.074074074074073)","(1.16, 1.39, 1.3818592964824121)","(41.0, 110.0, 106.7741935483871)"
