,Court Jester,Sayua,Lost Cause,Levente,Cold Pursuit,Quokka Two
04-01-2023 13:45:46.659100,"(9.0, 17.0, 12.9)","(3.2, 4.6, 4.2375)","(10.0, 18.0, 13.555555555555555)","(8.5, 18.5, 12.521428571428572)","(2.05, 2.74, 2.54)","(6.5, 11.0, 8.8)"
04-01-2023 13:45:47.740586,"(9.0, 17.0, 9.88888888888889)","(3.2, 4.6, 4.2375)","(10.0, 18.0, 13.555555555555555)","(8.5, 18.5, 12.521428571428572)","(2.05, 2.74, 2.71375)","(6.5, 11.0, 8.56)"
04-01-2023 13:45:48.684096,"(9.0, 17.0, 9.88888888888889)","(3.2, 4.6, 4.2375)","(10.0, 18.0, 13.555555555555555)","(8.5, 18.5, 12.521428571428572)","(2.05, 2.74, 2.71375)","(6.5, 11.5, 8.56)"
04-01-2023 13:45:49.749988,"(9.0, 17.0, 9.88888888888889)","(3.2, 4.6, 4.2375)","(10.0, 18.0, 11.75)","(8.5, 18.5, 12.521428571428572)","(2.05, 2.74, 2.71375)","(6.5, 11.5, 8.56)"
04-01-2023 13:45:50.753256,"(9.0, 17.0, 10.6)","(3.2, 4.6, 4.2375)","(10.0, 18.0, 11.75)","(8.5, 18.5, 12.521428571428572)","(2.05, 2.74, 2.54)","(6.5, 11.5, 9.05)"
04-01-2023 13:45:51.823420,"(9.0, 17.0, 10.6)","(3.2, 4.6, 4.2375)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.31)","(2.05, 2.74, 2.54)","(6.5, 11.5, 9.05)"
04-01-2023 13:45:53.008803,"(9.0, 17.0, 10.6)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.31)","(2.05, 2.74, 2.54)","(6.5, 11.5, 9.05)"
04-01-2023 13:45:53.967441,"(9.0, 17.0, 10.6)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.31)","(2.05, 2.74, 2.54)","(6.5, 11.5, 9.05)"
04-01-2023 13:45:54.876797,"(9.0, 17.0, 10.6)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.31)","(2.05, 2.74, 2.54)","(6.5, 11.5, 9.05)"
04-01-2023 13:45:55.895763,"(9.0, 17.0, 10.6)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.31)","(2.05, 2.74, 2.54)","(6.5, 11.5, 9.485714285714286)"
04-01-2023 13:45:56.908694,"(9.0, 17.0, 10.6)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.31)","(2.05, 2.74, 2.54)","(6.5, 11.5, 9.25)"
04-01-2023 13:45:57.851306,"(9.0, 17.0, 10.6)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.31)","(2.05, 2.74, 2.606666666666667)","(6.5, 11.5, 9.571428571428571)"
04-01-2023 13:45:58.867422,"(9.0, 17.0, 10.6)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.31)","(2.05, 2.74, 2.606666666666667)","(6.5, 11.5, 9.571428571428571)"
04-01-2023 13:45:59.845288,"(9.0, 17.0, 10.6)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.31)","(2.05, 2.74, 2.606666666666667)","(6.5, 11.5, 9.571428571428571)"
04-01-2023 13:46:00.756567,"(9.0, 17.0, 10.6)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.31)","(2.05, 2.74, 2.606666666666667)","(6.5, 11.5, 9.571428571428571)"
04-01-2023 13:46:01.642663,"(9.0, 17.0, 10.6)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.31)","(2.05, 2.74, 2.606666666666667)","(6.5, 11.5, 9.657142857142857)"
04-01-2023 13:46:02.617897,"(9.0, 17.0, 10.6)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.31)","(2.05, 2.74, 2.6733333333333333)","(6.5, 11.5, 9.45)"
04-01-2023 13:46:03.730284,"(9.0, 17.0, 10.6)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.31)","(2.05, 2.74, 2.6733333333333333)","(6.5, 11.5, 9.742857142857144)"
04-01-2023 13:46:04.753429,"(9.0, 17.0, 10.6)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.31)","(2.05, 2.74, 2.6733333333333333)","(6.5, 11.5, 9.742857142857144)"
04-01-2023 13:46:05.802732,"(9.0, 17.0, 10.6)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.31)","(2.05, 2.74, 2.6733333333333333)","(6.5, 11.5, 9.742857142857144)"
04-01-2023 13:46:06.914685,"(9.0, 17.0, 10.6)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.31)","(2.05, 2.74, 2.6733333333333333)","(6.5, 11.5, 9.742857142857144)"
04-01-2023 13:46:07.875879,"(9.0, 17.0, 10.6)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.31)","(2.05, 2.74, 2.6733333333333333)","(6.5, 11.5, 9.742857142857144)"
04-01-2023 13:46:08.988059,"(9.0, 17.0, 10.6)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.31)","(2.05, 2.74, 2.6733333333333333)","(6.5, 11.5, 9.742857142857144)"
04-01-2023 13:46:10.055905,"(9.0, 17.0, 10.6)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.31)","(2.05, 2.74, 2.6733333333333333)","(6.5, 11.5, 9.742857142857144)"
04-01-2023 13:46:11.064744,"(9.0, 17.0, 10.6)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.31)","(2.05, 2.74, 2.6733333333333333)","(6.5, 11.5, 9.742857142857144)"
04-01-2023 13:46:11.991485,"(9.0, 17.0, 10.6)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.31)","(2.05, 2.74, 2.6733333333333333)","(6.5, 11.5, 9.742857142857144)"
04-01-2023 13:46:12.980843,"(9.0, 17.0, 10.6)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.31)","(2.05, 2.74, 2.6733333333333333)","(6.5, 11.5, 9.742857142857144)"
04-01-2023 13:46:13.899941,"(9.0, 17.0, 10.6)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.31)","(2.05, 2.74, 2.6733333333333333)","(6.5, 11.5, 9.742857142857144)"
04-01-2023 13:46:14.773422,"(9.0, 17.0, 10.6)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.31)","(2.05, 2.74, 2.6733333333333333)","(6.5, 11.5, 9.742857142857144)"
04-01-2023 13:46:15.744753,"(9.0, 17.0, 10.6)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.6733333333333333)","(6.5, 11.5, 9.742857142857144)"
04-01-2023 13:46:16.742380,"(9.0, 17.0, 10.6)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.6733333333333333)","(6.5, 11.5, 9.742857142857144)"
04-01-2023 13:46:17.667153,"(9.0, 17.0, 14.538461538461538)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.6733333333333333)","(6.5, 11.5, 9.742857142857144)"
04-01-2023 13:46:18.615193,"(9.0, 17.0, 14.538461538461538)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.6733333333333333)","(6.5, 11.5, 9.742857142857144)"
04-01-2023 13:46:19.569666,"(9.0, 17.0, 14.538461538461538)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.6733333333333333)","(6.5, 11.5, 9.742857142857144)"
04-01-2023 13:46:20.588919,"(9.0, 17.0, 14.538461538461538)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.6733333333333333)","(6.5, 11.5, 9.742857142857144)"
04-01-2023 13:46:21.581349,"(9.0, 17.0, 14.538461538461538)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.6733333333333333)","(6.5, 11.5, 9.742857142857144)"
04-01-2023 13:46:22.567326,"(9.0, 17.0, 11.799999999999999)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.6733333333333333)","(6.5, 11.5, 9.742857142857144)"
04-01-2023 13:46:23.521443,"(9.0, 17.0, 11.799999999999999)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.6733333333333333)","(6.5, 11.5, 9.742857142857144)"
04-01-2023 13:46:24.499134,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.6733333333333333)","(6.5, 11.5, 9.742857142857144)"
04-01-2023 13:46:25.429099,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.6733333333333333)","(6.5, 11.5, 9.742857142857144)"
04-01-2023 13:46:26.323117,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.6733333333333333)","(6.5, 11.5, 9.742857142857144)"
04-01-2023 13:46:27.209441,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.6733333333333333)","(6.5, 11.5, 9.2)"
04-01-2023 13:46:28.150151,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.6733333333333333)","(6.5, 11.0, 8.84)"
04-01-2023 13:46:29.037441,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.6733333333333333)","(6.5, 11.0, 8.84)"
04-01-2023 13:46:30.043793,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.6733333333333333)","(6.5, 11.0, 8.84)"
04-01-2023 13:46:31.062664,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.6733333333333333)","(6.5, 11.0, 8.84)"
04-01-2023 13:46:31.975425,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.6733333333333333)","(6.5, 11.0, 8.84)"
04-01-2023 13:46:32.896861,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.6733333333333333)","(6.5, 11.0, 8.84)"
04-01-2023 13:46:33.866358,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.6733333333333333)","(6.5, 11.0, 8.84)"
04-01-2023 13:46:34.873865,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.6733333333333333)","(6.5, 11.0, 8.84)"
04-01-2023 13:46:35.817835,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.55)","(6.5, 11.0, 8.84)"
04-01-2023 13:46:36.809298,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.55)","(6.5, 11.0, 8.84)"
04-01-2023 13:46:37.968417,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.55)","(6.5, 11.0, 8.84)"
04-01-2023 13:46:38.924146,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.55)","(6.5, 11.0, 8.84)"
04-01-2023 13:46:39.858183,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.55)","(6.5, 11.0, 8.84)"
04-01-2023 13:46:40.798484,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.55)","(6.5, 11.0, 8.84)"
04-01-2023 13:46:41.785422,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.55)","(6.5, 11.0, 8.84)"
04-01-2023 13:46:42.789783,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.55)","(6.5, 11.0, 8.84)"
04-01-2023 13:46:43.847672,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.55)","(6.5, 11.0, 8.84)"
04-01-2023 13:46:44.783584,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.55)","(6.5, 11.0, 8.84)"
04-01-2023 13:46:45.643708,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.55)","(6.5, 11.0, 8.84)"
04-01-2023 13:46:46.602891,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.55)","(6.5, 11.0, 8.84)"
04-01-2023 13:46:47.525991,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.55)","(6.5, 11.0, 8.84)"
04-01-2023 13:46:48.497137,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.55)","(6.5, 11.0, 8.84)"
04-01-2023 13:46:49.488679,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.55)","(6.5, 11.0, 8.84)"
04-01-2023 13:46:50.560150,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.55)","(6.5, 11.0, 8.84)"
04-01-2023 13:46:51.607164,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.55)","(6.5, 11.0, 8.84)"
04-01-2023 13:46:52.541098,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.55)","(6.5, 11.0, 8.84)"
04-01-2023 13:46:53.420362,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.55)","(6.5, 11.0, 8.84)"
04-01-2023 13:46:54.328727,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.55)","(6.5, 11.0, 8.84)"
04-01-2023 13:46:55.281659,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.55)","(6.5, 11.0, 8.84)"
04-01-2023 13:46:56.283196,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.55)","(6.5, 11.0, 8.84)"
04-01-2023 13:46:57.216531,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.55)","(6.5, 11.0, 8.84)"
04-01-2023 13:46:58.206852,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.55)","(6.5, 11.0, 8.84)"
04-01-2023 13:46:59.115771,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.55)","(6.5, 11.0, 8.84)"
04-01-2023 13:47:00.005491,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.55)","(6.5, 11.0, 8.84)"
04-01-2023 13:47:01.007916,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.55)","(6.5, 11.0, 8.84)"
04-01-2023 13:47:02.079803,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 13.555555555555555)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.6733333333333333)","(6.5, 11.0, 8.84)"
04-01-2023 13:47:03.090540,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 13.555555555555555)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.6733333333333333)","(6.5, 11.0, 8.84)"
04-01-2023 13:47:04.114018,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.6733333333333333)","(6.5, 11.0, 8.84)"
04-01-2023 13:47:05.086634,"(9.0, 17.0, 10.244444444444445)","(3.2, 4.6, 3.48)","(10.0, 18.0, 11.75)","(8.5, 18.5, 10.49)","(2.05, 2.74, 2.5300000000000002)","(6.5, 11.0, 8.777777777777779)"
04-01-2023 13:47:06.017063,"(9.0, 17.0, 12.446153846153845)","(3.2, 4.6, 4.0)","(10.0, 17.5, 11.666666666666666)","(8.5, 18.5, 12.907142857142858)","(2.05, 2.72, 2.5300000000000002)","(6.5, 10.5, 9.133333333333333)"
04-01-2023 13:47:06.903809,"(9.0, 17.0, 12.446153846153845)","(3.2, 4.6, 3.8571428571428568)","(10.0, 17.0, 12.666666666666666)","(8.5, 18.5, 12.961538461538462)","(2.05, 2.72, 2.5300000000000002)","(6.5, 10.0, 9.133333333333333)"
04-01-2023 13:47:07.816267,"(9.0, 17.0, 12.446153846153845)","(3.2, 4.6, 3.8571428571428568)","(10.0, 17.5, 11.277777777777779)","(8.5, 18.5, 14.264705882352942)","(2.05, 2.72, 2.5300000000000002)","(6.5, 10.0, 9.133333333333333)"
04-01-2023 13:47:08.824203,"(9.0, 17.0, 10.600000000000001)","(3.2, 4.6, 3.8571428571428568)","(10.0, 17.5, 11.277777777777779)","(8.5, 18.5, 14.264705882352942)","(2.05, 2.72, 2.5300000000000002)","(6.5, 10.0, 9.133333333333333)"
04-01-2023 13:47:09.896435,"(9.0, 17.0, 10.600000000000001)","(3.2, 4.6, 3.8571428571428568)","(10.0, 17.5, 11.277777777777779)","(8.5, 18.5, 14.264705882352942)","(2.05, 2.72, 2.5300000000000002)","(6.5, 10.0, 9.133333333333333)"
04-01-2023 13:47:10.875770,"(9.0, 17.0, 10.600000000000001)","(3.2, 4.6, 3.9749999999999996)","(10.0, 17.5, 11.277777777777779)","(8.5, 18.5, 14.264705882352942)","(2.05, 2.72, 2.42)","(6.5, 10.0, 9.133333333333333)"
04-01-2023 13:47:11.815495,"(9.0, 17.0, 10.600000000000001)","(3.2, 4.6, 3.9749999999999996)","(10.0, 17.5, 11.277777777777779)","(8.5, 18.5, 14.264705882352942)","(2.05, 2.72, 2.4166666666666665)","(6.5, 10.0, 8.571428571428571)"
04-01-2023 13:47:12.736330,"(9.0, 17.0, 12.692307692307692)","(3.2, 4.6, 4.088888888888889)","(10.0, 17.0, 11.583333333333334)","(8.5, 18.5, 13.678571428571429)","(2.05, 2.7, 2.4166666666666665)","(6.5, 11.5, 7.800000000000001)"
04-01-2023 13:47:13.625107,"(9.0, 17.0, 12.692307692307692)","(3.2, 4.6, 4.088888888888889)","(10.0, 17.0, 11.222222222222221)","(8.5, 18.5, 13.653846153846153)","(2.05, 2.7, 2.4166666666666665)","(6.5, 9.8, 7.800000000000001)"
04-01-2023 13:47:14.570273,"(9.0, 17.0, 12.692307692307692)","(3.2, 4.6, 3.971428571428571)","(10.0, 17.0, 11.222222222222221)","(8.5, 18.5, 13.653846153846153)","(2.05, 2.7, 2.4166666666666665)","(6.5, 9.8, 7.800000000000001)"
04-01-2023 13:47:15.593681,"(9.0, 17.0, 12.692307692307692)","(3.2, 4.6, 3.971428571428571)","(10.0, 17.0, 11.222222222222221)","(8.5, 18.5, 13.653846153846153)","(2.05, 2.7, 2.4166666666666665)","(6.5, 9.8, 7.800000000000001)"
04-01-2023 13:47:16.676921,"(9.0, 17.0, 12.692307692307692)","(3.2, 5.1, 3.9363636363636365)","(10.0, 17.0, 11.222222222222221)","(8.5, 18.5, 13.653846153846153)","(2.05, 2.7, 2.4166666666666665)","(6.5, 9.8, 7.800000000000001)"
04-01-2023 13:47:17.647131,"(9.0, 17.0, 12.692307692307692)","(3.2, 5.1, 3.9363636363636365)","(10.0, 17.0, 11.222222222222221)","(8.5, 18.5, 13.653846153846153)","(2.05, 2.7, 2.4166666666666665)","(6.5, 9.8, 7.800000000000001)"
04-01-2023 13:47:18.588192,"(9.0, 17.0, 12.692307692307692)","(3.2, 5.0, 4.4)","(10.0, 17.0, 11.222222222222221)","(8.5, 18.5, 13.653846153846153)","(2.05, 2.7, 2.486666666666667)","(6.5, 9.8, 8.6)"
04-01-2023 13:47:19.571493,"(9.0, 17.0, 10.600000000000001)","(3.2, 5.0, 4.0)","(10.0, 18.5, 11.642857142857142)","(8.5, 18.5, 14.321428571428571)","(2.05, 2.74, 2.413333333333333)","(6.5, 11.0, 7.916666666666667)"
04-01-2023 13:47:20.434579,"(9.0, 17.0, 12.692307692307692)","(3.2, 5.0, 4.209090909090909)","(10.0, 16.5, 11.5)","(8.5, 18.5, 14.321428571428571)","(2.05, 2.68, 2.413333333333333)","(6.5, 10.5, 7.916666666666667)"
04-01-2023 13:47:21.366838,"(9.0, 17.0, 12.692307692307692)","(3.2, 5.0, 4.209090909090909)","(10.0, 16.5, 11.5)","(8.5, 18.5, 14.321428571428571)","(2.05, 2.68, 2.413333333333333)","(6.5, 10.5, 7.916666666666667)"
04-01-2023 13:47:22.404613,"(9.0, 17.0, 12.692307692307692)","(3.2, 5.0, 4.209090909090909)","(10.0, 16.5, 11.5)","(8.5, 18.5, 14.321428571428571)","(2.05, 2.68, 2.413333333333333)","(6.5, 10.5, 7.916666666666667)"
04-01-2023 13:47:23.409986,"(9.0, 17.0, 12.692307692307692)","(3.2, 5.0, 4.209090909090909)","(10.0, 16.5, 11.5)","(8.5, 18.5, 14.321428571428571)","(2.05, 2.68, 2.413333333333333)","(6.5, 10.5, 7.916666666666667)"
04-01-2023 13:47:24.335777,"(9.0, 17.0, 12.692307692307692)","(3.2, 5.0, 4.209090909090909)","(10.0, 16.5, 11.5)","(8.5, 18.5, 14.321428571428571)","(2.05, 2.68, 2.413333333333333)","(6.5, 10.5, 7.916666666666667)"
04-01-2023 13:47:25.222303,"(9.0, 17.0, 12.692307692307692)","(3.2, 5.0, 4.209090909090909)","(10.0, 16.5, 11.166666666666666)","(8.5, 18.5, 14.321428571428571)","(2.05, 2.68, 2.413333333333333)","(6.5, 10.5, 7.916666666666667)"
04-01-2023 13:47:26.185874,"(9.0, 17.0, 12.692307692307692)","(3.2, 5.0, 3.585714285714286)","(10.0, 16.5, 11.416666666666666)","(8.5, 18.5, 13.307692307692307)","(2.05, 2.72, 2.41)","(6.5, 10.5, 7.916666666666667)"
04-01-2023 13:47:27.143607,"(9.0, 17.0, 12.692307692307692)","(3.2, 5.0, 4.127272727272727)","(10.0, 16.0, 11.416666666666666)","(8.5, 18.5, 13.307692307692307)","(2.05, 2.66, 2.41)","(6.5, 10.5, 7.916666666666667)"
04-01-2023 13:47:28.107282,"(9.0, 17.0, 12.692307692307692)","(3.2, 5.0, 3.966666666666667)","(10.0, 15.5, 12.166666666666666)","(8.5, 18.5, 13.25)","(2.05, 2.66, 2.41)","(6.5, 10.5, 7.916666666666667)"
04-01-2023 13:47:29.112359,"(9.0, 17.0, 12.692307692307692)","(3.2, 5.0, 3.966666666666667)","(10.0, 15.5, 12.166666666666666)","(8.5, 18.5, 13.25)","(2.05, 2.66, 2.41)","(6.5, 10.5, 7.916666666666667)"
04-01-2023 13:47:30.117233,"(9.0, 17.0, 12.692307692307692)","(3.2, 5.0, 3.966666666666667)","(10.0, 15.5, 12.166666666666666)","(8.5, 18.5, 13.25)","(2.05, 2.66, 2.41)","(6.5, 10.5, 7.916666666666667)"
04-01-2023 13:47:31.024566,"(9.0, 17.0, 12.692307692307692)","(3.2, 5.0, 3.966666666666667)","(10.0, 15.5, 12.166666666666666)","(8.5, 18.5, 13.25)","(2.05, 2.66, 2.41)","(6.5, 10.5, 7.916666666666667)"
04-01-2023 13:47:31.934154,"(9.0, 17.0, 12.692307692307692)","(3.2, 5.0, 3.966666666666667)","(10.0, 15.5, 12.166666666666666)","(8.5, 18.5, 13.25)","(2.05, 2.66, 2.5)","(6.5, 10.5, 7.916666666666667)"
04-01-2023 13:47:32.942706,"(9.0, 17.0, 12.692307692307692)","(3.2, 5.0, 3.966666666666667)","(10.0, 15.5, 12.166666666666666)","(8.5, 18.5, 14.321428571428571)","(2.05, 2.66, 2.49)","(6.5, 10.5, 8.6)"
04-01-2023 13:47:33.908155,"(9.0, 17.0, 10.600000000000001)","(3.2, 5.0, 4.181818181818182)","(10.0, 15.5, 12.166666666666666)","(8.5, 18.5, 14.0)","(2.05, 2.64, 2.4066666666666667)","(6.5, 11.0, 7.916666666666667)"
