,Rahela Bale,Big Beaver,Destini Saxon,Silver Brute,Westerns Bear,Aston Salma,Zella Bale
07-12-2022 20:24:21.896268,"(61.0, 670.0, 367.5)","(21.0, 85.0, 46.25)","(10.0, 24.0, 15.071428571428571)","(1.55, 2.0, 1.6846153846153846)","(5.5, 9.2, 5.984615384615385)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.5, 7.128571428571429)"
07-12-2022 20:24:23.025052,"(61.0, 670.0, 367.5)","(21.0, 85.0, 46.25)","(10.0, 24.0, 15.071428571428571)","(1.55, 2.0, 1.6846153846153846)","(5.5, 9.2, 5.984615384615385)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.5, 7.128571428571429)"
07-12-2022 20:24:24.179101,"(61.0, 670.0, 367.5)","(21.0, 85.0, 46.25)","(10.0, 24.0, 15.071428571428571)","(1.55, 2.0, 1.7142857142857144)","(5.5, 9.2, 5.984615384615385)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.5, 7.128571428571429)"
07-12-2022 20:24:25.395909,"(61.0, 670.0, 367.5)","(21.0, 85.0, 46.25)","(10.0, 24.0, 15.071428571428571)","(1.55, 2.0, 1.7000000000000002)","(5.5, 9.2, 5.984615384615385)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.5, 7.128571428571429)"
07-12-2022 20:24:26.569388,"(61.0, 670.0, 367.5)","(21.0, 85.0, 46.25)","(10.0, 24.0, 15.071428571428571)","(1.55, 2.0, 1.7000000000000002)","(5.5, 9.2, 5.984615384615385)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.5, 7.128571428571429)"
07-12-2022 20:24:27.712721,"(61.0, 670.0, 367.5)","(21.0, 85.0, 46.25)","(10.0, 24.0, 15.071428571428571)","(1.55, 2.0, 1.7000000000000002)","(5.5, 9.2, 5.984615384615385)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.5, 7.933333333333334)"
07-12-2022 20:24:28.850255,"(61.0, 670.0, 367.5)","(21.0, 85.0, 46.25)","(10.0, 24.0, 15.071428571428571)","(1.55, 2.0, 1.6846153846153846)","(5.5, 9.2, 5.984615384615385)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.0, 7.933333333333334)"
07-12-2022 20:24:30.009844,"(61.0, 670.0, 367.5)","(21.0, 85.0, 46.25)","(10.0, 24.0, 15.071428571428571)","(1.55, 2.0, 1.7285714285714286)","(5.5, 9.2, 5.984615384615385)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.0, 7.933333333333334)"
07-12-2022 20:24:31.146693,"(61.0, 670.0, 367.5)","(21.0, 85.0, 46.25)","(10.0, 24.0, 15.071428571428571)","(1.55, 2.0, 1.7153846153846153)","(5.5, 9.2, 5.984615384615385)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.0, 7.933333333333334)"
07-12-2022 20:24:32.275184,"(61.0, 670.0, 367.5)","(21.0, 85.0, 46.25)","(10.0, 24.0, 15.071428571428571)","(1.55, 2.0, 1.7153846153846153)","(5.5, 9.2, 5.984615384615385)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.0, 7.933333333333334)"
07-12-2022 20:24:33.297265,"(61.0, 670.0, 367.5)","(21.0, 85.0, 46.25)","(10.0, 24.0, 15.071428571428571)","(1.55, 2.0, 1.7153846153846153)","(5.5, 9.2, 5.984615384615385)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.0, 7.933333333333334)"
07-12-2022 20:24:34.383537,"(61.0, 670.0, 367.5)","(21.0, 85.0, 46.25)","(10.0, 24.0, 15.071428571428571)","(1.55, 2.0, 1.6846153846153846)","(5.5, 9.2, 5.984615384615385)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.0, 7.933333333333334)"
07-12-2022 20:24:35.581716,"(61.0, 670.0, 367.5)","(21.0, 85.0, 46.25)","(10.0, 24.0, 15.071428571428571)","(1.55, 2.0, 1.7142857142857144)","(5.5, 9.2, 5.984615384615385)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.0, 7.933333333333334)"
07-12-2022 20:24:36.769265,"(61.0, 670.0, 367.5)","(21.0, 85.0, 46.25)","(10.0, 24.0, 15.071428571428571)","(1.55, 2.0, 1.7000000000000002)","(5.5, 9.2, 5.984615384615385)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.0, 7.933333333333334)"
07-12-2022 20:24:38.024633,"(61.0, 670.0, 370.0)","(21.0, 85.0, 46.25)","(10.0, 24.0, 15.071428571428571)","(1.55, 2.0, 1.7000000000000002)","(5.5, 9.2, 5.984615384615385)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.0, 7.933333333333334)"
07-12-2022 20:24:39.202486,"(61.0, 670.0, 370.0)","(21.0, 85.0, 46.25)","(10.0, 24.0, 15.071428571428571)","(1.55, 2.0, 1.7000000000000002)","(5.5, 9.2, 5.984615384615385)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.0, 7.933333333333334)"
07-12-2022 20:24:40.231795,"(61.0, 670.0, 370.0)","(21.0, 85.0, 46.25)","(10.0, 24.0, 15.071428571428571)","(1.55, 2.0, 1.7000000000000002)","(5.5, 9.2, 5.984615384615385)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.0, 7.933333333333334)"
07-12-2022 20:24:41.227430,"(61.0, 670.0, 370.0)","(21.0, 85.0, 46.25)","(10.0, 24.0, 15.071428571428571)","(1.55, 2.0, 1.6846153846153846)","(5.5, 9.2, 5.984615384615385)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.0, 7.933333333333334)"
07-12-2022 20:24:42.316149,"(61.0, 670.0, 370.0)","(21.0, 85.0, 46.25)","(10.0, 24.0, 15.071428571428571)","(1.55, 2.0, 1.7000000000000002)","(5.5, 9.2, 5.984615384615385)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.0, 7.933333333333334)"
07-12-2022 20:24:43.466523,"(61.0, 670.0, 370.0)","(21.0, 85.0, 46.25)","(10.0, 24.0, 15.071428571428571)","(1.55, 2.0, 1.7000000000000002)","(5.5, 9.2, 5.984615384615385)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.0, 7.933333333333334)"
07-12-2022 20:24:44.670495,"(61.0, 670.0, 370.0)","(21.0, 85.0, 46.25)","(10.0, 24.0, 15.071428571428571)","(1.55, 2.0, 1.7000000000000002)","(5.5, 9.2, 5.984615384615385)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.0, 7.933333333333334)"
07-12-2022 20:24:45.879306,"(61.0, 670.0, 370.0)","(21.0, 85.0, 46.25)","(10.0, 24.0, 15.071428571428571)","(1.55, 2.0, 1.6846153846153846)","(5.5, 9.2, 5.984615384615385)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.0, 7.933333333333334)"
07-12-2022 20:24:47.047512,"(61.0, 670.0, 370.0)","(21.0, 85.0, 46.25)","(10.0, 24.0, 15.071428571428571)","(1.55, 2.0, 1.6846153846153846)","(5.5, 9.2, 5.984615384615385)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.0, 7.933333333333334)"
07-12-2022 20:24:48.113212,"(61.0, 670.0, 370.0)","(21.0, 85.0, 46.25)","(10.0, 24.0, 15.071428571428571)","(1.55, 2.0, 1.6846153846153846)","(5.5, 9.2, 5.984615384615385)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.0, 7.933333333333334)"
07-12-2022 20:24:49.186063,"(61.0, 670.0, 370.0)","(21.0, 85.0, 46.25)","(10.0, 24.0, 15.071428571428571)","(1.55, 2.0, 1.7000000000000002)","(5.5, 9.2, 5.984615384615385)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.0, 7.933333333333334)"
07-12-2022 20:24:50.328952,"(61.0, 670.0, 370.0)","(21.0, 85.0, 46.25)","(10.0, 24.0, 15.071428571428571)","(1.55, 2.0, 1.7000000000000002)","(5.5, 9.2, 5.984615384615385)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.0, 7.933333333333334)"
07-12-2022 20:24:51.346823,"(61.0, 670.0, 370.0)","(21.0, 85.0, 46.25)","(10.0, 24.0, 15.071428571428571)","(1.55, 2.0, 1.7000000000000002)","(5.5, 9.2, 5.984615384615385)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.0, 7.933333333333334)"
07-12-2022 20:24:52.474555,"(61.0, 670.0, 370.0)","(21.0, 85.0, 46.25)","(10.0, 24.0, 15.071428571428571)","(1.55, 2.0, 1.7000000000000002)","(5.5, 9.2, 5.984615384615385)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.0, 7.933333333333334)"
07-12-2022 20:24:53.519982,"(61.0, 670.0, 370.0)","(21.0, 85.0, 46.25)","(10.0, 24.0, 15.071428571428571)","(1.55, 2.0, 1.7000000000000002)","(5.5, 9.2, 5.984615384615385)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.0, 7.933333333333334)"
07-12-2022 20:24:54.669040,"(61.0, 670.0, 370.0)","(21.0, 85.0, 46.25)","(10.0, 24.0, 15.071428571428571)","(1.55, 2.0, 1.7153846153846153)","(5.5, 9.2, 5.984615384615385)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.0, 7.933333333333334)"
07-12-2022 20:24:55.828200,"(61.0, 670.0, 370.0)","(21.0, 85.0, 46.25)","(10.0, 24.0, 15.071428571428571)","(1.55, 2.0, 1.7153846153846153)","(5.5, 9.2, 5.984615384615385)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.0, 7.933333333333334)"
07-12-2022 20:24:57.021104,"(61.0, 670.0, 370.0)","(21.0, 85.0, 46.25)","(10.0, 24.0, 15.071428571428571)","(1.55, 2.0, 1.5858823529411765)","(5.5, 9.2, 7.733333333333333)","(6.0, 11.5, 9.39090909090909)","(6.0, 11.0, 9.6)"
07-12-2022 20:24:58.215311,"(61.0, 670.0, 370.0)","(21.0, 85.0, 34.166666666666664)","(10.0, 24.0, 16.857142857142858)","(1.55, 1.59, 1.5858823529411765)","(5.5, 9.2, 7.733333333333333)","(6.0, 11.5, 9.39090909090909)","(6.0, 11.0, 9.6)"
07-12-2022 20:24:59.410553,"(61.0, 670.0, 370.0)","(21.0, 85.0, 41.42857142857143)","(10.0, 24.0, 16.857142857142858)","(1.55, 1.59, 1.5858823529411765)","(5.5, 9.2, 7.733333333333333)","(6.0, 11.5, 9.39090909090909)","(6.0, 11.0, 9.6)"
07-12-2022 20:25:00.629042,"(61.0, 670.0, 370.0)","(21.0, 85.0, 41.42857142857143)","(10.0, 24.0, 16.857142857142858)","(1.55, 1.59, 1.5858823529411765)","(5.5, 9.2, 7.733333333333333)","(6.0, 11.5, 9.39090909090909)","(6.0, 11.0, 9.6)"
07-12-2022 20:25:01.784881,"(61.0, 670.0, 370.0)","(21.0, 85.0, 41.42857142857143)","(10.0, 24.0, 16.857142857142858)","(1.55, 1.59, 1.5858823529411765)","(5.5, 9.2, 7.733333333333333)","(6.0, 11.5, 9.39090909090909)","(6.0, 11.0, 9.6)"
07-12-2022 20:25:02.945044,"(61.0, 670.0, 370.0)","(21.0, 85.0, 41.42857142857143)","(10.0, 24.0, 16.857142857142858)","(1.55, 1.59, 1.5858823529411765)","(5.5, 9.2, 7.733333333333333)","(6.0, 11.5, 9.39090909090909)","(6.0, 11.0, 9.6)"
07-12-2022 20:25:04.085684,"(61.0, 670.0, 370.0)","(21.0, 85.0, 41.42857142857143)","(10.0, 24.0, 16.857142857142858)","(1.55, 1.59, 1.5858823529411765)","(5.5, 9.2, 7.733333333333333)","(6.0, 11.5, 9.39090909090909)","(6.0, 11.0, 9.6)"
07-12-2022 20:25:05.262306,"(61.0, 670.0, 370.0)","(21.0, 85.0, 41.42857142857143)","(10.0, 24.0, 16.857142857142858)","(1.55, 1.59, 1.5858823529411765)","(5.5, 9.2, 7.733333333333333)","(6.0, 11.5, 9.39090909090909)","(6.0, 11.0, 9.6)"
07-12-2022 20:25:06.481092,"(61.0, 670.0, 370.0)","(21.0, 85.0, 41.42857142857143)","(10.0, 24.0, 16.857142857142858)","(1.55, 1.59, 1.5858823529411765)","(5.5, 9.2, 7.733333333333333)","(6.0, 11.5, 9.39090909090909)","(6.0, 11.0, 9.6)"
07-12-2022 20:25:07.701725,"(61.0, 670.0, 370.0)","(21.0, 85.0, 41.42857142857143)","(10.0, 24.0, 16.857142857142858)","(1.55, 1.59, 1.5858823529411765)","(5.5, 9.2, 7.733333333333333)","(6.0, 11.5, 9.39090909090909)","(6.0, 11.0, 9.6)"
07-12-2022 20:25:08.917123,"(61.0, 670.0, 370.0)","(21.0, 85.0, 41.42857142857143)","(10.0, 24.0, 16.857142857142858)","(1.55, 1.59, 1.5858823529411765)","(5.5, 9.2, 7.733333333333333)","(6.0, 11.5, 9.39090909090909)","(6.0, 11.0, 9.6)"
07-12-2022 20:25:10.171540,"(61.0, 670.0, 370.0)","(21.0, 85.0, 41.42857142857143)","(10.0, 24.0, 13.857142857142858)","(1.55, 1.59, 1.895)","(5.5, 9.2, 6.069230769230769)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.0, 8.066666666666666)"
07-12-2022 20:25:11.337703,"(61.0, 670.0, 370.0)","(21.0, 85.0, 46.25)","(10.0, 24.0, 13.857142857142858)","(1.55, 2.0, 1.895)","(5.5, 9.2, 6.069230769230769)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.0, 8.066666666666666)"
07-12-2022 20:25:12.610023,"(61.0, 670.0, 370.0)","(21.0, 85.0, 46.25)","(10.0, 24.0, 17.545454545454547)","(1.55, 2.0, 1.7071428571428573)","(5.5, 9.2, 6.069230769230769)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.0, 9.254545454545454)"
07-12-2022 20:25:13.692731,"(61.0, 670.0, 370.0)","(21.0, 85.0, 46.25)","(10.0, 24.0, 17.545454545454547)","(1.55, 2.0, 1.7071428571428573)","(5.5, 9.2, 6.069230769230769)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.0, 9.523076923076923)"
07-12-2022 20:25:14.787855,"(61.0, 670.0, 370.0)","(21.0, 85.0, 46.25)","(10.0, 24.0, 17.545454545454547)","(1.55, 2.0, 1.6477777777777778)","(5.5, 9.2, 6.069230769230769)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.0, 9.523076923076923)"
07-12-2022 20:25:15.918318,"(61.0, 670.0, 370.0)","(21.0, 85.0, 46.25)","(10.0, 24.0, 17.545454545454547)","(1.55, 1.98, 1.6477777777777778)","(5.5, 9.2, 6.069230769230769)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.0, 9.523076923076923)"
07-12-2022 20:25:17.150233,"(61.0, 670.0, 370.0)","(21.0, 85.0, 46.25)","(10.0, 24.0, 17.545454545454547)","(1.55, 1.98, 1.6985714285714286)","(5.5, 9.2, 6.069230769230769)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.0, 9.523076923076923)"
07-12-2022 20:25:18.557529,"(61.0, 670.0, 370.0)","(21.0, 85.0, 46.25)","(10.0, 24.0, 16.9)","(1.55, 1.97, 1.6985714285714286)","(5.5, 9.2, 7.833333333333334)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.0, 8.444444444444445)"
07-12-2022 20:25:19.778025,"(61.0, 670.0, 370.0)","(21.0, 85.0, 46.25)","(10.0, 24.0, 16.9)","(1.55, 1.97, 1.6985714285714286)","(5.5, 9.0, 7.833333333333334)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.0, 8.444444444444445)"
07-12-2022 20:25:21.178182,"(61.0, 670.0, 370.0)","(21.0, 85.0, 46.25)","(10.0, 24.0, 16.9)","(1.55, 1.97, 1.6985714285714286)","(5.5, 9.0, 7.833333333333334)","(6.0, 11.5, 6.9399999999999995)","(6.0, 11.0, 8.444444444444445)"
07-12-2022 20:25:22.597309,"(61.0, 670.0, 370.0)","(21.0, 85.0, 46.25)","(10.0, 24.0, 17.545454545454547)","(1.55, 1.97, 1.6985714285714286)","(5.5, 9.0, 7.833333333333334)","(6.0, 11.5, 6.522222222222222)","(6.0, 11.0, 8.444444444444445)"
07-12-2022 20:25:23.949825,"(61.0, 670.0, 370.0)","(21.0, 85.0, 46.25)","(10.0, 24.0, 17.545454545454547)","(1.55, 1.97, 1.6985714285714286)","(5.5, 9.0, 7.833333333333334)","(6.0, 11.5, 6.522222222222222)","(6.0, 11.0, 8.444444444444445)"
07-12-2022 20:25:25.263528,"(61.0, 670.0, 370.0)","(21.0, 85.0, 46.25)","(10.0, 24.0, 17.545454545454547)","(1.55, 1.97, 1.6985714285714286)","(5.5, 9.0, 7.833333333333334)","(6.0, 11.5, 6.522222222222222)","(6.0, 11.0, 8.444444444444445)"
07-12-2022 20:25:26.631991,"(61.0, 670.0, 370.0)","(21.0, 85.0, 46.25)","(10.0, 24.0, 17.545454545454547)","(1.55, 1.97, 1.6985714285714286)","(5.5, 9.0, 7.833333333333334)","(6.0, 11.5, 6.522222222222222)","(6.0, 11.0, 8.444444444444445)"
07-12-2022 20:25:27.979376,"(61.0, 670.0, 370.0)","(21.0, 85.0, 46.25)","(10.0, 24.0, 17.545454545454547)","(1.55, 1.97, 1.6985714285714286)","(5.5, 9.0, 7.833333333333334)","(6.0, 11.5, 8.3)","(6.0, 11.0, 8.444444444444445)"
07-12-2022 20:25:29.372321,"(61.0, 670.0, 370.0)","(21.0, 85.0, 46.25)","(10.0, 24.0, 17.545454545454547)","(1.55, 1.97, 1.6985714285714286)","(5.5, 9.0, 7.833333333333334)","(6.0, 11.5, 7.1)","(6.0, 11.0, 8.444444444444445)"
07-12-2022 20:25:30.724966,"(61.0, 670.0, 370.0)","(21.0, 85.0, 46.25)","(10.0, 24.0, 17.545454545454547)","(1.55, 1.97, 1.6985714285714286)","(5.5, 9.0, 7.833333333333334)","(6.0, 11.5, 7.1)","(6.0, 11.0, 8.444444444444445)"
07-12-2022 20:25:32.065938,"(61.0, 670.0, 370.0)","(21.0, 85.0, 46.25)","(10.0, 24.0, 17.545454545454547)","(1.55, 1.97, 1.6985714285714286)","(5.5, 9.0, 7.833333333333334)","(6.0, 11.5, 7.1)","(6.0, 11.0, 8.444444444444445)"
07-12-2022 20:25:33.386631,"(61.0, 670.0, 370.0)","(21.0, 85.0, 46.25)","(10.0, 24.0, 17.545454545454547)","(1.55, 1.97, 1.6985714285714286)","(5.5, 9.0, 7.833333333333334)","(6.0, 11.5, 7.1)","(6.0, 11.0, 8.444444444444445)"
07-12-2022 20:25:34.703394,"(61.0, 670.0, 370.0)","(21.0, 85.0, 46.25)","(10.0, 24.0, 17.545454545454547)","(1.55, 1.97, 1.6985714285714286)","(5.5, 9.0, 7.833333333333334)","(6.0, 11.5, 7.1)","(6.0, 11.0, 8.444444444444445)"
07-12-2022 20:25:36.034634,"(61.0, 670.0, 370.0)","(21.0, 85.0, 46.25)","(10.0, 24.0, 17.545454545454547)","(1.55, 1.97, 1.6985714285714286)","(5.5, 9.0, 7.833333333333334)","(6.0, 11.5, 7.1)","(6.0, 11.0, 8.444444444444445)"
07-12-2022 20:25:37.414692,"(61.0, 670.0, 370.0)","(21.0, 85.0, 46.25)","(10.0, 24.0, 17.545454545454547)","(1.55, 1.97, 1.6985714285714286)","(5.5, 9.0, 7.833333333333334)","(6.0, 11.5, 7.1)","(6.0, 11.0, 8.444444444444445)"
07-12-2022 20:25:38.691142,"(61.0, 670.0, 370.0)","(21.0, 85.0, 46.25)","(10.0, 24.0, 17.545454545454547)","(1.55, 1.97, 1.6985714285714286)","(5.5, 9.0, 7.833333333333334)","(6.0, 11.5, 7.1)","(6.0, 11.0, 8.444444444444445)"
07-12-2022 20:25:39.931857,"(61.0, 670.0, 370.0)","(21.0, 85.0, 39.90909090909091)","(10.0, 24.0, 16.22222222222222)","(1.55, 1.97, 1.6985714285714286)","(5.5, 9.0, 7.833333333333334)","(6.0, 11.5, 7.1)","(6.0, 11.0, 8.444444444444445)"
07-12-2022 20:25:41.143995,"(61.0, 670.0, 170.0)","(21.0, 85.0, 39.90909090909091)","(10.0, 24.0, 16.22222222222222)","(1.55, 1.97, 1.6985714285714286)","(5.5, 9.0, 7.833333333333334)","(6.0, 11.5, 7.1)","(6.0, 11.0, 8.444444444444445)"
07-12-2022 20:25:42.312093,"(61.0, 670.0, 170.0)","(21.0, 85.0, 39.90909090909091)","(10.0, 24.0, 17.0)","(1.55, 1.97, 1.6985714285714286)","(5.5, 9.0, 7.833333333333334)","(6.0, 11.5, 7.1)","(6.0, 11.0, 7.857142857142857)"
07-12-2022 20:25:43.559798,"(61.0, 670.0, 170.0)","(21.0, 85.0, 39.90909090909091)","(10.0, 24.0, 16.9)","(1.55, 1.97, 1.6985714285714286)","(5.5, 9.0, 7.833333333333334)","(6.0, 11.5, 7.1)","(6.0, 11.0, 7.857142857142857)"
07-12-2022 20:25:44.840787,"(61.0, 670.0, 170.0)","(21.0, 85.0, 39.90909090909091)","(10.0, 24.0, 19.875)","(1.55, 1.97, 1.6985714285714286)","(5.5, 9.0, 7.833333333333334)","(6.0, 11.5, 7.1)","(6.0, 11.0, 7.857142857142857)"
07-12-2022 20:25:46.080612,"(61.0, 670.0, 170.0)","(21.0, 85.0, 39.90909090909091)","(10.0, 23.0, 16.75)","(1.55, 1.97, 1.6985714285714286)","(5.5, 9.0, 7.833333333333334)","(6.0, 11.5, 7.1)","(6.0, 11.0, 7.857142857142857)"
07-12-2022 20:25:47.352245,"(61.0, 670.0, 170.0)","(21.0, 85.0, 39.90909090909091)","(10.0, 23.0, 16.75)","(1.55, 1.97, 1.7066666666666668)","(5.5, 9.0, 7.833333333333334)","(6.0, 11.5, 7.1)","(6.0, 11.0, 7.857142857142857)"
07-12-2022 20:25:48.597466,"(61.0, 670.0, 170.0)","(21.0, 85.0, 39.90909090909091)","(10.0, 23.0, 18.05)","(1.55, 1.94, 1.7066666666666668)","(5.5, 9.0, 7.833333333333334)","(6.0, 11.5, 7.1)","(6.0, 11.0, 7.857142857142857)"
07-12-2022 20:25:49.866629,"(61.0, 670.0, 170.0)","(21.0, 85.0, 39.90909090909091)","(10.0, 23.0, 18.05)","(1.55, 1.94, 1.7066666666666668)","(5.5, 9.0, 7.833333333333334)","(6.0, 11.5, 7.1)","(6.0, 11.0, 7.857142857142857)"
07-12-2022 20:25:51.110939,"(61.0, 670.0, 170.0)","(21.0, 85.0, 39.90909090909091)","(10.0, 23.0, 16.75)","(1.55, 1.94, 1.7066666666666668)","(5.5, 9.0, 7.833333333333334)","(6.0, 11.5, 7.1)","(6.0, 11.0, 7.857142857142857)"
07-12-2022 20:25:52.389232,"(61.0, 670.0, 170.0)","(21.0, 85.0, 39.90909090909091)","(10.0, 23.0, 16.75)","(1.55, 1.94, 1.7066666666666668)","(5.5, 9.0, 7.833333333333334)","(6.0, 11.5, 8.75)","(6.0, 11.0, 7.857142857142857)"
07-12-2022 20:25:53.820742,"(61.0, 670.0, 170.0)","(21.0, 85.0, 39.90909090909091)","(10.0, 23.0, 18.05)","(1.55, 1.94, 1.7066666666666668)","(5.5, 9.0, 7.833333333333334)","(6.0, 11.5, 8.75)","(6.0, 11.0, 7.857142857142857)"
07-12-2022 20:25:55.159171,"(61.0, 670.0, 170.0)","(21.0, 85.0, 39.90909090909091)","(10.0, 23.0, 18.05)","(1.55, 1.94, 1.7066666666666668)","(5.5, 9.0, 7.833333333333334)","(6.0, 11.5, 9.0)","(6.0, 11.0, 7.857142857142857)"
07-12-2022 20:25:56.466736,"(61.0, 670.0, 170.0)","(21.0, 85.0, 39.90909090909091)","(10.0, 23.0, 18.125)","(1.55, 1.94, 1.7066666666666668)","(5.5, 9.0, 7.833333333333334)","(6.0, 12.0, 9.0)","(6.0, 11.0, 7.857142857142857)"
07-12-2022 20:25:57.657300,"(61.0, 670.0, 170.0)","(21.0, 85.0, 39.90909090909091)","(10.0, 23.0, 16.5)","(1.55, 1.94, 1.7066666666666668)","(5.5, 9.0, 7.833333333333334)","(6.0, 12.0, 9.0)","(6.0, 11.0, 7.857142857142857)"
07-12-2022 20:25:58.913444,"(61.0, 670.0, 170.0)","(21.0, 85.0, 39.90909090909091)","(10.0, 23.0, 17.0)","(1.55, 1.94, 1.7066666666666668)","(5.5, 9.0, 7.833333333333334)","(6.0, 12.0, 8.133333333333333)","(6.0, 11.0, 7.857142857142857)"
07-12-2022 20:26:00.203325,"(61.0, 670.0, 170.0)","(21.0, 85.0, 39.90909090909091)","(10.0, 23.0, 17.0)","(1.55, 1.94, 1.7066666666666668)","(5.5, 9.0, 7.833333333333334)","(6.0, 12.0, 7.5200000000000005)","(6.0, 11.0, 7.857142857142857)"
07-12-2022 20:26:01.538668,"(61.0, 670.0, 170.0)","(21.0, 85.0, 39.90909090909091)","(10.0, 23.0, 17.0)","(1.55, 1.94, 1.7066666666666668)","(5.5, 9.0, 7.833333333333334)","(6.0, 12.0, 7.5200000000000005)","(6.0, 11.0, 7.857142857142857)"
07-12-2022 20:26:02.916283,"(61.0, 670.0, 170.0)","(21.0, 85.0, 39.90909090909091)","(10.0, 23.0, 17.0)","(1.55, 1.94, 1.7066666666666668)","(5.5, 9.0, 7.833333333333334)","(6.0, 12.0, 7.5200000000000005)","(6.0, 11.0, 7.857142857142857)"
07-12-2022 20:26:04.221855,"(61.0, 670.0, 170.0)","(21.0, 85.0, 39.90909090909091)","(10.0, 23.0, 17.0)","(1.55, 1.94, 1.7066666666666668)","(5.5, 9.0, 7.833333333333334)","(6.0, 12.0, 7.5200000000000005)","(6.0, 11.0, 7.857142857142857)"
07-12-2022 20:26:05.497845,"(61.0, 670.0, 170.0)","(21.0, 85.0, 39.90909090909091)","(10.0, 23.0, 17.0)","(1.55, 1.94, 1.7066666666666668)","(5.5, 9.0, 7.833333333333334)","(6.0, 12.0, 9.466666666666667)","(6.0, 11.0, 7.857142857142857)"
07-12-2022 20:26:06.733345,"(61.0, 670.0, 170.0)","(21.0, 85.0, 39.90909090909091)","(10.0, 23.0, 17.0)","(1.55, 1.94, 1.7066666666666668)","(5.5, 9.0, 7.833333333333334)","(6.0, 11.0, 9.466666666666667)","(6.0, 11.0, 7.857142857142857)"
07-12-2022 20:26:07.903067,"(61.0, 670.0, 170.0)","(21.0, 85.0, 39.90909090909091)","(10.0, 23.0, 17.0)","(1.55, 1.94, 1.7066666666666668)","(5.5, 9.0, 7.833333333333334)","(6.0, 11.0, 7.5200000000000005)","(6.0, 11.0, 7.857142857142857)"
07-12-2022 20:26:09.122352,"(61.0, 670.0, 170.0)","(21.0, 85.0, 39.90909090909091)","(10.0, 23.0, 17.0)","(1.55, 1.94, 1.7066666666666668)","(5.5, 9.0, 7.833333333333334)","(6.0, 12.0, 7.857142857142858)","(6.0, 11.0, 7.857142857142857)"
07-12-2022 20:26:10.320867,"(61.0, 670.0, 170.0)","(21.0, 85.0, 39.90909090909091)","(10.0, 23.0, 17.0)","(1.55, 1.94, 1.7066666666666668)","(5.5, 9.0, 7.833333333333334)","(6.0, 11.5, 9.466666666666667)","(6.0, 11.0, 7.857142857142857)"
07-12-2022 20:26:11.528476,"(61.0, 670.0, 170.0)","(21.0, 85.0, 39.90909090909091)","(10.0, 23.0, 17.0)","(1.55, 1.94, 1.7066666666666668)","(5.5, 9.0, 7.833333333333334)","(6.0, 11.0, 9.466666666666667)","(6.0, 11.0, 7.857142857142857)"
07-12-2022 20:26:12.747967,"(61.0, 670.0, 170.0)","(21.0, 85.0, 39.90909090909091)","(10.0, 23.0, 17.0)","(1.55, 1.94, 1.7066666666666668)","(5.5, 9.0, 7.833333333333334)","(6.0, 11.0, 9.466666666666667)","(6.0, 11.0, 7.857142857142857)"
