,Donut Spolly,Piper Spolly,Millaras Money,Senorita Cruz,Marionvale Gal,Pheasant Wood
09-01-2023 13:54:59.304002,"(7.5, 14.0, 8.17142857142857)","(21.0, 80.0, 46.111111111111114)","(2.1, 3.25, 2.17)","(51.0, 510.0, 298.1818181818182)","(6.0, 11.0, 6.377777777777777)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:00.374438,"(7.5, 14.0, 8.17142857142857)","(21.0, 80.0, 46.111111111111114)","(2.1, 3.25, 2.17)","(51.0, 510.0, 298.1818181818182)","(6.0, 11.0, 6.377777777777777)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:01.418637,"(7.5, 14.0, 8.17142857142857)","(21.0, 80.0, 46.111111111111114)","(2.1, 3.25, 2.17)","(51.0, 510.0, 298.1818181818182)","(6.0, 11.0, 6.377777777777777)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:02.410495,"(7.5, 14.0, 8.17142857142857)","(21.0, 80.0, 46.111111111111114)","(2.1, 3.25, 2.17)","(51.0, 510.0, 298.1818181818182)","(6.0, 11.0, 6.377777777777777)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:03.327968,"(7.5, 14.0, 8.17142857142857)","(21.0, 80.0, 46.111111111111114)","(2.1, 3.25, 2.17)","(51.0, 510.0, 298.1818181818182)","(6.0, 11.0, 6.377777777777777)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:04.355554,"(7.5, 14.0, 8.17142857142857)","(21.0, 80.0, 46.111111111111114)","(2.1, 3.25, 2.17)","(51.0, 510.0, 298.1818181818182)","(6.0, 11.0, 6.377777777777777)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:05.444423,"(7.5, 14.0, 8.17142857142857)","(21.0, 80.0, 46.111111111111114)","(2.1, 3.25, 2.17)","(51.0, 510.0, 298.1818181818182)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:06.562906,"(7.5, 14.0, 8.17142857142857)","(21.0, 80.0, 46.111111111111114)","(2.1, 3.25, 2.17)","(51.0, 510.0, 298.1818181818182)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:07.650652,"(7.5, 14.0, 8.17142857142857)","(21.0, 80.0, 46.111111111111114)","(2.1, 3.25, 2.17)","(51.0, 510.0, 298.1818181818182)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:08.682426,"(7.5, 14.0, 8.17142857142857)","(21.0, 80.0, 46.111111111111114)","(2.1, 3.25, 2.17)","(51.0, 510.0, 298.1818181818182)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:09.669960,"(7.5, 14.0, 8.17142857142857)","(21.0, 80.0, 46.111111111111114)","(2.1, 3.25, 2.1676470588235297)","(51.0, 510.0, 298.1818181818182)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:10.921512,"(7.5, 14.0, 8.17142857142857)","(21.0, 80.0, 46.111111111111114)","(2.1, 3.25, 2.1676470588235297)","(51.0, 510.0, 298.1818181818182)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:12.077323,"(7.5, 14.0, 8.17142857142857)","(21.0, 80.0, 46.111111111111114)","(2.1, 3.25, 2.1676470588235297)","(51.0, 510.0, 298.1818181818182)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:13.330437,"(7.5, 14.0, 8.17142857142857)","(21.0, 80.0, 46.111111111111114)","(2.1, 3.25, 2.1676470588235297)","(51.0, 510.0, 298.1818181818182)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:14.345893,"(7.5, 14.0, 8.17142857142857)","(21.0, 80.0, 46.111111111111114)","(2.1, 3.25, 2.1676470588235297)","(51.0, 510.0, 298.1818181818182)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:15.350390,"(7.5, 14.0, 8.17142857142857)","(21.0, 80.0, 46.111111111111114)","(2.1, 3.25, 2.1676470588235297)","(51.0, 510.0, 298.1818181818182)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:16.423286,"(7.5, 14.0, 8.17142857142857)","(21.0, 80.0, 46.111111111111114)","(2.1, 3.25, 2.1676470588235297)","(51.0, 510.0, 298.1818181818182)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:17.576084,"(7.5, 14.0, 8.17142857142857)","(21.0, 80.0, 46.111111111111114)","(2.1, 3.25, 2.1676470588235297)","(51.0, 510.0, 298.1818181818182)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:18.747392,"(7.5, 14.0, 8.17142857142857)","(21.0, 80.0, 46.111111111111114)","(2.1, 3.25, 2.1676470588235297)","(51.0, 510.0, 298.1818181818182)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:19.908240,"(7.5, 14.0, 9.92)","(21.0, 80.0, 46.111111111111114)","(2.1, 3.25, 2.1676470588235297)","(51.0, 500.0, 317.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:21.197912,"(7.5, 14.0, 9.92)","(21.0, 80.0, 46.111111111111114)","(2.1, 3.25, 2.1676470588235297)","(51.0, 500.0, 317.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.557894736842105)"
09-01-2023 13:55:22.154306,"(7.5, 14.0, 9.92)","(21.0, 80.0, 46.111111111111114)","(2.1, 3.25, 2.2455555555555557)","(51.0, 500.0, 317.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.557894736842105)"
09-01-2023 13:55:23.397648,"(7.5, 14.0, 9.92)","(21.0, 80.0, 39.33333333333333)","(2.1, 3.25, 2.2455555555555557)","(51.0, 500.0, 317.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.557894736842105)"
09-01-2023 13:55:24.493206,"(7.5, 14.0, 9.92)","(21.0, 80.0, 39.33333333333333)","(2.1, 3.25, 2.2455555555555557)","(51.0, 500.0, 317.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.557894736842105)"
09-01-2023 13:55:25.580109,"(7.5, 14.0, 9.92)","(21.0, 80.0, 39.33333333333333)","(2.1, 3.25, 2.2455555555555557)","(51.0, 500.0, 317.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.557894736842105)"
09-01-2023 13:55:26.537744,"(7.5, 14.0, 9.92)","(21.0, 80.0, 39.33333333333333)","(2.1, 3.25, 2.2455555555555557)","(51.0, 500.0, 317.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.557894736842105)"
09-01-2023 13:55:27.502577,"(7.5, 14.0, 9.92)","(21.0, 80.0, 39.33333333333333)","(2.1, 3.25, 2.2455555555555557)","(51.0, 500.0, 317.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.557894736842105)"
09-01-2023 13:55:28.562300,"(7.5, 14.0, 9.92)","(21.0, 80.0, 39.33333333333333)","(2.1, 3.25, 2.2455555555555557)","(51.0, 500.0, 317.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.557894736842105)"
09-01-2023 13:55:29.655352,"(7.5, 14.0, 9.92)","(21.0, 80.0, 39.33333333333333)","(2.1, 3.25, 2.2455555555555557)","(51.0, 500.0, 317.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.557894736842105)"
09-01-2023 13:55:30.727455,"(7.5, 14.0, 9.92)","(21.0, 80.0, 39.33333333333333)","(2.1, 3.25, 2.0842857142857145)","(51.0, 500.0, 317.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:31.821111,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.25, 2.0842857142857145)","(51.0, 500.0, 317.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:32.820093,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.25, 2.0842857142857145)","(51.0, 500.0, 317.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:33.713332,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.25, 2.0842857142857145)","(51.0, 500.0, 317.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:34.682869,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.25, 2.0842857142857145)","(51.0, 500.0, 317.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:35.665997,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.25, 2.0842857142857145)","(51.0, 500.0, 317.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:36.708930,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.25, 2.0842857142857145)","(51.0, 500.0, 317.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:37.708936,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.25, 2.0842857142857145)","(51.0, 500.0, 317.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:38.585387,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.25, 2.0842857142857145)","(51.0, 500.0, 317.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:39.552132,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.25, 2.0842857142857145)","(51.0, 500.0, 317.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:40.563325,"(7.5, 14.0, 9.92)","(21.0, 80.0, 47.46666666666667)","(2.1, 3.25, 2.17)","(51.0, 500.0, 317.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:41.650271,"(7.5, 14.0, 9.92)","(21.0, 80.0, 47.46666666666667)","(2.1, 3.25, 2.17)","(51.0, 500.0, 317.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:42.718487,"(7.5, 14.0, 9.92)","(21.0, 80.0, 47.46666666666667)","(2.1, 3.25, 2.17)","(51.0, 500.0, 317.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:43.752759,"(7.5, 14.0, 9.92)","(21.0, 80.0, 47.46666666666667)","(2.1, 3.25, 2.17)","(51.0, 500.0, 317.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:44.805186,"(7.5, 14.0, 9.92)","(21.0, 80.0, 47.46666666666667)","(2.1, 3.25, 2.17)","(51.0, 500.0, 317.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:45.755037,"(7.5, 14.0, 9.92)","(21.0, 80.0, 47.46666666666667)","(2.1, 3.25, 2.17)","(51.0, 500.0, 317.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:46.702384,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.25, 2.17)","(51.0, 500.0, 317.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:47.646252,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.25, 2.17)","(51.0, 500.0, 317.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:48.531441,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.25, 2.17)","(51.0, 500.0, 317.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:49.454045,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.25, 2.17)","(51.0, 500.0, 317.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:50.482244,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.25, 2.17)","(51.0, 500.0, 317.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:51.435680,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.25, 2.17)","(51.0, 500.0, 317.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:52.361998,"(7.5, 14.0, 9.92)","(21.0, 80.0, 47.46666666666667)","(2.1, 3.25, 2.17)","(51.0, 500.0, 317.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:53.269753,"(7.5, 14.0, 9.92)","(21.0, 80.0, 47.46666666666667)","(2.1, 3.25, 2.17)","(51.0, 500.0, 317.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:54.212610,"(7.5, 14.0, 9.92)","(21.0, 80.0, 47.46666666666667)","(2.1, 3.25, 2.17)","(51.0, 480.0, 305.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:55.183376,"(7.5, 14.0, 9.92)","(21.0, 80.0, 47.46666666666667)","(2.1, 3.25, 2.17)","(51.0, 480.0, 305.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:56.178852,"(7.5, 14.0, 9.92)","(21.0, 80.0, 47.46666666666667)","(2.1, 3.25, 2.17)","(51.0, 480.0, 305.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:57.184124,"(7.5, 14.0, 9.92)","(21.0, 80.0, 47.46666666666667)","(2.1, 3.25, 2.17)","(51.0, 480.0, 305.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:58.150871,"(7.5, 14.0, 9.92)","(21.0, 80.0, 47.46666666666667)","(2.1, 3.25, 2.17)","(51.0, 480.0, 305.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:55:59.098194,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.25, 2.17)","(51.0, 480.0, 305.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.4)"
09-01-2023 13:56:00.000974,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.25, 2.17)","(51.0, 480.0, 305.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.3784)"
09-01-2023 13:56:00.956027,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.4000000000000004)","(51.0, 480.0, 305.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.3784)"
09-01-2023 13:56:01.945444,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.4000000000000004)","(51.0, 480.0, 305.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.3784)"
09-01-2023 13:56:02.960008,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.4000000000000004)","(51.0, 480.0, 305.6)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.3784)"
09-01-2023 13:56:03.986192,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.4000000000000004)","(51.0, 470.0, 187.33333333333334)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.3784)"
09-01-2023 13:56:05.055727,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.4000000000000004)","(51.0, 470.0, 187.33333333333334)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.3784)"
09-01-2023 13:56:06.024358,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.4000000000000004)","(51.0, 470.0, 187.33333333333334)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.3784)"
09-01-2023 13:56:07.037990,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.4000000000000004)","(51.0, 470.0, 187.33333333333334)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.3784)"
09-01-2023 13:56:08.030099,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.4000000000000004)","(51.0, 470.0, 187.33333333333334)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.3784)"
09-01-2023 13:56:08.959874,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.4000000000000004)","(51.0, 470.0, 187.33333333333334)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.3784)"
09-01-2023 13:56:09.920807,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.4000000000000004)","(51.0, 470.0, 187.33333333333334)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.3784)"
09-01-2023 13:56:10.875144,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.4000000000000004)","(51.0, 470.0, 187.33333333333334)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.3, 2.5577777777777775)"
09-01-2023 13:56:11.850332,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.582857142857143)","(51.0, 470.0, 187.33333333333334)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.25, 2.5577777777777775)"
09-01-2023 13:56:12.827558,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.582857142857143)","(51.0, 470.0, 187.33333333333334)","(6.0, 11.0, 9.156521739130435)","(2.3, 3.25, 2.5577777777777775)"
09-01-2023 13:56:13.759353,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.582857142857143)","(51.0, 470.0, 187.33333333333334)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.25, 2.5577777777777775)"
09-01-2023 13:56:14.724204,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.582857142857143)","(51.0, 470.0, 233.0)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.25, 2.5577777777777775)"
09-01-2023 13:56:15.705063,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.582857142857143)","(51.0, 420.0, 120.8)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.25, 2.5577777777777775)"
09-01-2023 13:56:16.658038,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.582857142857143)","(51.0, 420.0, 120.8)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.25, 2.5577777777777775)"
09-01-2023 13:56:17.636858,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.582857142857143)","(51.0, 420.0, 120.8)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.25, 2.5577777777777775)"
09-01-2023 13:56:18.522624,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.582857142857143)","(51.0, 420.0, 120.8)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.25, 2.5577777777777775)"
09-01-2023 13:56:19.445433,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.582857142857143)","(51.0, 420.0, 120.8)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.25, 2.5577777777777775)"
09-01-2023 13:56:20.438001,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.582857142857143)","(51.0, 420.0, 120.8)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.25, 2.5577777777777775)"
09-01-2023 13:56:21.450940,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.582857142857143)","(51.0, 420.0, 120.8)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.25, 2.5577777777777775)"
09-01-2023 13:56:22.511250,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.582857142857143)","(51.0, 420.0, 120.8)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.25, 2.5577777777777775)"
09-01-2023 13:56:23.542298,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.582857142857143)","(51.0, 420.0, 120.8)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.25, 2.5577777777777775)"
09-01-2023 13:56:24.531197,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.582857142857143)","(51.0, 420.0, 120.8)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.25, 2.5577777777777775)"
09-01-2023 13:56:25.489242,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.582857142857143)","(51.0, 420.0, 120.8)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.25, 2.5577777777777775)"
09-01-2023 13:56:26.424569,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.582857142857143)","(51.0, 420.0, 120.8)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.25, 2.5577777777777775)"
09-01-2023 13:56:27.373033,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.582857142857143)","(51.0, 420.0, 120.8)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.25, 2.4006666666666665)"
09-01-2023 13:56:28.349912,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.1866666666666665)","(51.0, 420.0, 120.8)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.25, 2.4006666666666665)"
09-01-2023 13:56:29.370859,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.1866666666666665)","(51.0, 420.0, 120.8)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.25, 2.4006666666666665)"
09-01-2023 13:56:30.389488,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.1866666666666665)","(51.0, 420.0, 120.8)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.25, 2.4006666666666665)"
09-01-2023 13:56:31.388824,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.1866666666666665)","(51.0, 420.0, 120.8)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.25, 2.4006666666666665)"
09-01-2023 13:56:32.374682,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.1866666666666665)","(51.0, 420.0, 120.8)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.25, 2.4006666666666665)"
09-01-2023 13:56:33.326907,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.1866666666666665)","(51.0, 420.0, 120.8)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.25, 2.4006666666666665)"
09-01-2023 13:56:34.234770,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.1866666666666665)","(51.0, 420.0, 234.0)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.25, 2.4006666666666665)"
09-01-2023 13:56:35.128060,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.1866666666666665)","(51.0, 420.0, 122.4)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.25, 2.4006666666666665)"
09-01-2023 13:56:36.151398,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.1866666666666665)","(51.0, 420.0, 122.4)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.25, 2.4006666666666665)"
09-01-2023 13:56:37.343783,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.1866666666666665)","(51.0, 420.0, 122.4)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.25, 2.4006666666666665)"
09-01-2023 13:56:38.477905,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.4533333333333336)","(51.0, 420.0, 122.4)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.25, 2.4006666666666665)"
09-01-2023 13:56:39.579118,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.4533333333333336)","(51.0, 420.0, 122.4)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.25, 2.4006666666666665)"
09-01-2023 13:56:40.591019,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.4533333333333336)","(51.0, 420.0, 122.4)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.25, 2.4006666666666665)"
09-01-2023 13:56:41.675409,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.4533333333333336)","(51.0, 420.0, 122.4)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.25, 2.4006666666666665)"
09-01-2023 13:56:42.710526,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.4533333333333336)","(51.0, 420.0, 235.0)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.25, 2.4006666666666665)"
09-01-2023 13:56:43.730411,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.4533333333333336)","(51.0, 420.0, 235.0)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.25, 2.4006666666666665)"
09-01-2023 13:56:44.777653,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.4533333333333336)","(51.0, 420.0, 235.0)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.25, 2.4006666666666665)"
09-01-2023 13:56:45.807937,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.4533333333333336)","(51.0, 420.0, 235.0)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.25, 2.4006666666666665)"
09-01-2023 13:56:46.826018,"(7.5, 14.0, 9.92)","(21.0, 80.0, 36.36363636363636)","(2.1, 3.2, 2.4533333333333336)","(51.0, 420.0, 235.0)","(6.0, 11.0, 8.226666666666667)","(2.3, 3.25, 2.4006666666666665)"
