,Hooked On Henry,Rosdue Tyson,Fine And Fabio,Rebel Prince,Specified,Tuta Yankee,Alvey,Kelso Queen
09-01-2023 12:30:30.584084,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 5.473684210526316)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:30:31.653408,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 5.473684210526316)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:30:32.682160,"(2.5, 4.0, 2.6363636363636362)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 5.473684210526316)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:30:33.728653,"(2.5, 4.0, 2.6363636363636362)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 5.473684210526316)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:30:34.754117,"(2.5, 4.0, 2.6363636363636362)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 5.473684210526316)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:30:35.824901,"(2.5, 4.0, 2.6363636363636362)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 5.473684210526316)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:30:36.849071,"(2.5, 4.0, 2.6363636363636362)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 5.473684210526316)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:30:37.967561,"(2.5, 4.0, 2.6363636363636362)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:30:39.052687,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:30:40.100479,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:30:41.153191,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:30:42.125146,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:30:43.106081,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:30:44.156014,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:30:45.209137,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:30:46.257086,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:30:47.323586,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:30:48.388340,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:30:49.467998,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:30:50.478659,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:30:51.495719,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:30:52.572033,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:30:53.679111,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:30:54.805218,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:30:55.812813,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 5.473684210526316)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:30:56.913712,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 5.473684210526316)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:30:58.034747,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 5.473684210526316)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:30:59.249309,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 5.473684210526316)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:00.324077,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 5.473684210526316)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:01.482098,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 5.473684210526316)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:02.561339,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 5.473684210526316)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:03.636155,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 5.473684210526316)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:04.722379,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 5.473684210526316)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:05.861824,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 5.473684210526316)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:07.079717,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 5.473684210526316)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:08.115880,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 5.473684210526316)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:09.123775,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 5.473684210526316)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:10.202658,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 5.473684210526316)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:11.179765,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 5.473684210526316)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:12.154947,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:13.127872,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:14.087894,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:15.171052,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:16.357711,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:17.463311,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:18.691814,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:19.807432,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:20.888096,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:22.015707,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:23.181161,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:24.335041,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:25.423868,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:26.468871,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:27.535532,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:28.638515,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:29.720295,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:30.783562,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:31.899992,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:32.960467,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:33.965951,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:35.064350,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:36.167847,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:37.280242,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:38.282171,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:39.300876,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:40.381584,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:41.393607,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:42.421316,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:43.572405,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:44.670445,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:45.839304,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:47.004089,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:48.040568,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:49.108244,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:50.114401,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:51.140143,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:52.207145,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:53.350714,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:54.493345,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:55.601171,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:56.740293,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:57.940074,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:31:59.040072,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:32:00.170637,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
09-01-2023 12:32:01.328959,"(2.5, 4.0, 2.588235294117647)","(3.2, 6.2, 3.825)","(21.0, 85.0, 52.25)","(12.0, 28.0, 26.454545454545453)","(4.0, 6.2, 4.945454545454545)","(26.0, 110.0, 55.625)","(16.0, 40.0, 30.357142857142858)","(7.0, 14.0, 7.6)"
