,Kamendable Feeling,Safe Jewels,Little Wednesday,Isabella Princess,Double Happiness,I Want It All Nz,Calypso Mistress
14-12-2022 12:58:35.941086,"(4.6, 6.4, 5.6)","(15.0, 30.0, 22.5)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.5666666666666664)","(2.9, 4.0, 3.9357142857142855)","(26.0, 99999, 99990)","(3.5, 4.6, 4.15)"
14-12-2022 12:58:37.329350,"(4.6, 6.4, 5.6)","(15.0, 30.0, 22.5)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.5666666666666664)","(2.9, 4.0, 3.9357142857142855)","(26.0, 99999, 99990)","(3.5, 4.6, 4.15)"
14-12-2022 12:58:38.623595,"(4.6, 6.4, 5.6)","(15.0, 30.0, 22.5)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.5666666666666664)","(2.9, 4.0, 3.9357142857142855)","(26.0, 99999, 99990)","(3.5, 4.6, 4.15)"
14-12-2022 12:58:39.767176,"(4.6, 6.4, 5.6)","(15.0, 30.0, 22.5)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.5666666666666664)","(2.9, 4.0, 3.9357142857142855)","(26.0, 99999, 99990)","(3.5, 4.6, 4.15)"
14-12-2022 12:58:40.860307,"(4.6, 6.4, 5.6)","(15.0, 30.0, 22.5)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.5666666666666664)","(2.9, 4.0, 3.9357142857142855)","(26.0, 99999, 99990)","(3.5, 4.6, 4.15)"
14-12-2022 12:58:41.944361,"(4.6, 6.4, 5.6)","(15.0, 30.0, 22.5)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.5666666666666664)","(2.9, 4.0, 3.9357142857142855)","(26.0, 99999, 99990)","(3.5, 4.6, 4.15)"
14-12-2022 12:58:42.915145,"(4.6, 6.4, 5.6)","(15.0, 30.0, 22.5)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.5666666666666664)","(2.9, 4.0, 3.9357142857142855)","(26.0, 99999, 99990)","(3.5, 4.6, 4.15)"
14-12-2022 12:58:43.920693,"(4.6, 6.4, 5.6)","(15.0, 30.0, 22.5)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.5666666666666664)","(2.9, 4.0, 3.9357142857142855)","(26.0, 99999, 99990)","(3.5, 4.6, 4.15)"
14-12-2022 12:58:44.939045,"(4.6, 6.4, 5.6)","(15.0, 30.0, 22.5)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.5666666666666664)","(2.9, 4.0, 3.9357142857142855)","(26.0, 99999, 99990)","(3.5, 4.6, 4.15)"
14-12-2022 12:58:45.915029,"(4.6, 6.4, 5.6)","(15.0, 30.0, 22.5)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.5666666666666664)","(2.9, 4.0, 3.9357142857142855)","(26.0, 99999, 99990)","(3.5, 4.6, 4.15)"
14-12-2022 12:58:46.956491,"(4.6, 6.4, 5.6)","(15.0, 30.0, 22.5)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.5666666666666664)","(2.9, 4.0, 3.9357142857142855)","(26.0, 99999, 99990)","(3.5, 4.6, 4.15)"
14-12-2022 12:58:48.281380,"(4.6, 6.4, 5.6)","(15.0, 30.0, 22.5)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.5666666666666664)","(2.9, 4.0, 3.9357142857142855)","(26.0, 99999, 99990)","(3.5, 4.6, 4.15)"
14-12-2022 12:58:49.554208,"(4.6, 6.4, 5.6)","(15.0, 30.0, 22.5)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.5666666666666664)","(2.9, 4.0, 3.9357142857142855)","(26.0, 99999, 99990)","(3.5, 4.6, 4.15)"
14-12-2022 12:58:50.839176,"(4.6, 6.4, 5.6)","(15.0, 30.0, 22.5)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.5666666666666664)","(2.9, 4.0, 3.9357142857142855)","(26.0, 99999, 99990)","(3.5, 4.6, 4.15)"
14-12-2022 12:58:52.112932,"(4.6, 6.4, 5.6)","(15.0, 30.0, 22.5)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.5666666666666664)","(2.9, 4.0, 3.9357142857142855)","(26.0, 99999, 99990)","(3.5, 4.6, 4.15)"
14-12-2022 12:58:53.780003,"(4.6, 6.4, 5.6)","(15.0, 30.0, 22.5)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.5666666666666664)","(2.9, 4.0, 3.9357142857142855)","(26.0, 99999, 99990)","(3.5, 4.6, 4.15)"
14-12-2022 12:58:55.284323,"(4.6, 6.4, 5.6)","(15.0, 30.0, 22.5)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.5666666666666664)","(2.9, 4.0, 3.9357142857142855)","(26.0, 99999, 99990)","(3.5, 4.6, 4.15)"
14-12-2022 12:58:56.634610,"(4.6, 6.4, 5.6)","(15.0, 30.0, 22.5)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.5666666666666664)","(2.9, 4.0, 3.9357142857142855)","(26.0, 99999, 99990)","(3.5, 4.6, 4.15)"
14-12-2022 12:58:58.013925,"(4.6, 6.4, 5.6)","(15.0, 30.0, 22.5)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.5666666666666664)","(2.9, 4.0, 3.9357142857142855)","(26.0, 99999, 99990)","(3.5, 4.6, 4.15)"
14-12-2022 12:58:59.148789,"(4.6, 6.4, 5.6)","(15.0, 30.0, 22.5)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.5666666666666664)","(2.9, 4.0, 3.9357142857142855)","(26.0, 99999, 99990)","(3.5, 4.6, 4.15)"
14-12-2022 12:59:00.235874,"(4.6, 6.4, 5.6)","(15.0, 30.0, 22.5)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.65)","(2.9, 4.0, 3.9357142857142855)","(26.0, 99999, 99990)","(3.5, 4.6, 3.816666666666667)"
14-12-2022 12:59:01.383633,"(4.6, 6.4, 5.7)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.65)","(2.9, 4.0, 3.9357142857142855)","(26.0, 99999, 99990)","(3.5, 4.4, 3.816666666666667)"
14-12-2022 12:59:02.601091,"(4.6, 6.4, 5.7)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.65)","(2.9, 4.0, 3.9357142857142855)","(26.0, 99999, 99990)","(3.5, 4.4, 3.816666666666667)"
14-12-2022 12:59:03.850628,"(4.6, 6.4, 5.7)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.65)","(2.9, 4.0, 3.9357142857142855)","(26.0, 99999, 99990)","(3.5, 4.4, 3.816666666666667)"
14-12-2022 12:59:05.044660,"(4.6, 6.4, 5.7)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.65)","(2.9, 4.0, 3.9357142857142855)","(26.0, 99999, 99990)","(3.5, 4.4, 3.816666666666667)"
14-12-2022 12:59:06.212100,"(4.6, 6.4, 5.7)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.65)","(2.9, 4.0, 3.9357142857142855)","(26.0, 99999, 99990)","(3.5, 4.4, 3.816666666666667)"
14-12-2022 12:59:07.338184,"(4.6, 6.4, 5.7)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.65)","(2.9, 4.0, 3.9357142857142855)","(26.0, 99999, 99990)","(3.5, 4.4, 3.816666666666667)"
14-12-2022 12:59:08.476769,"(4.6, 6.4, 5.7)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.65)","(2.9, 4.0, 3.784782608695652)","(26.0, 99999, 99990)","(3.5, 4.4, 3.816666666666667)"
14-12-2022 12:59:09.585986,"(4.6, 6.4, 5.7)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.65)","(2.9, 4.0, 3.784782608695652)","(26.0, 99999, 99990)","(3.5, 4.4, 3.816666666666667)"
14-12-2022 12:59:10.790834,"(4.6, 6.4, 5.7)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.65)","(2.9, 4.0, 3.784782608695652)","(26.0, 99999, 99990)","(3.5, 4.4, 3.816666666666667)"
14-12-2022 12:59:11.904985,"(4.6, 6.4, 5.7)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 4.0, 3.8928571428571432)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 12:59:13.019507,"(4.6, 6.4, 5.359999999999999)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.8928571428571432)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 12:59:14.100582,"(4.6, 6.4, 5.359999999999999)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.8928571428571432)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 12:59:15.168410,"(4.6, 6.4, 5.359999999999999)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.8928571428571432)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 12:59:16.283657,"(4.6, 6.4, 5.359999999999999)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.8928571428571432)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 12:59:17.445363,"(4.6, 6.4, 5.359999999999999)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.8928571428571432)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 12:59:18.675277,"(4.6, 6.4, 5.359999999999999)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.8928571428571432)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 12:59:19.779677,"(4.6, 6.4, 5.359999999999999)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.8928571428571432)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 12:59:20.978127,"(4.6, 6.4, 5.359999999999999)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.8928571428571432)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 12:59:22.390339,"(4.6, 6.4, 5.359999999999999)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.8928571428571432)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 12:59:23.778875,"(4.6, 6.4, 5.359999999999999)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.8928571428571432)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 12:59:25.051768,"(4.6, 6.4, 5.359999999999999)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.8928571428571432)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 12:59:26.368439,"(4.6, 6.4, 5.359999999999999)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.8928571428571432)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 12:59:27.522931,"(4.6, 6.4, 5.359999999999999)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.8928571428571432)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 12:59:28.601248,"(4.6, 6.4, 5.359999999999999)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.8928571428571432)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 12:59:29.676184,"(4.6, 6.4, 5.359999999999999)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.8928571428571432)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 12:59:30.804490,"(4.6, 6.4, 5.359999999999999)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.8928571428571432)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 12:59:32.445054,"(4.6, 6.4, 5.359999999999999)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.8928571428571432)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 12:59:33.838992,"(4.6, 6.4, 5.359999999999999)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.8928571428571432)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 12:59:35.120569,"(4.6, 6.4, 5.359999999999999)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.8928571428571432)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 12:59:36.583212,"(4.6, 6.4, 5.359999999999999)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.8928571428571432)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 12:59:38.066022,"(4.6, 6.4, 5.359999999999999)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.8928571428571432)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 12:59:39.446023,"(4.6, 6.4, 5.359999999999999)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.8928571428571432)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 12:59:40.759156,"(4.6, 6.4, 5.359999999999999)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.8928571428571432)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 12:59:42.062858,"(4.6, 6.4, 5.359999999999999)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.8928571428571432)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 12:59:43.291206,"(4.6, 6.4, 5.359999999999999)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.8928571428571432)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 12:59:44.392104,"(4.6, 6.4, 5.359999999999999)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.816666666666667)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 12:59:45.561349,"(4.6, 6.4, 5.359999999999999)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.816666666666667)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 12:59:46.769521,"(4.6, 6.4, 5.359999999999999)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.816666666666667)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 12:59:48.111842,"(4.6, 6.4, 5.359999999999999)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.816666666666667)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 12:59:49.413218,"(4.6, 6.4, 5.359999999999999)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.727777777777778)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 12:59:50.821521,"(4.6, 6.4, 5.359999999999999)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.727777777777778)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 12:59:52.041395,"(4.6, 6.4, 5.6000000000000005)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.727777777777778)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 12:59:53.226223,"(4.6, 6.4, 5.6000000000000005)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.727777777777778)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 12:59:54.342407,"(4.6, 6.4, 5.6000000000000005)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.727777777777778)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 12:59:55.574021,"(4.6, 6.4, 5.6000000000000005)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.727777777777778)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 12:59:56.749432,"(4.6, 6.4, 5.6000000000000005)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.727777777777778)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 12:59:57.809679,"(4.6, 6.4, 5.6000000000000005)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.727777777777778)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 12:59:58.927089,"(4.6, 6.4, 5.6000000000000005)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.727777777777778)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 13:00:00.239273,"(4.6, 6.4, 5.6000000000000005)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.727777777777778)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 13:00:01.504532,"(4.6, 6.4, 5.6000000000000005)","(15.0, 29.0, 21.333333333333332)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.727777777777778)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 13:00:02.753479,"(4.6, 6.4, 5.6000000000000005)","(15.0, 29.0, 19.8)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.727777777777778)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 13:00:03.955496,"(4.6, 6.4, 5.6000000000000005)","(15.0, 29.0, 19.8)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.727777777777778)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 13:00:05.127173,"(4.6, 6.4, 5.6000000000000005)","(15.0, 29.0, 19.8)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.727777777777778)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 13:00:06.315218,"(4.6, 6.4, 5.6000000000000005)","(15.0, 29.0, 19.8)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.727777777777778)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 13:00:07.628712,"(4.6, 6.4, 5.6000000000000005)","(15.0, 29.0, 19.8)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.727777777777778)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 13:00:08.813410,"(4.6, 6.4, 5.6000000000000005)","(15.0, 29.0, 19.8)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.727777777777778)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 13:00:09.908883,"(4.6, 6.4, 5.6000000000000005)","(15.0, 29.0, 19.8)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.727777777777778)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 13:00:10.981899,"(4.6, 6.4, 5.6000000000000005)","(15.0, 29.0, 19.8)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.727777777777778)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 13:00:12.108824,"(4.6, 6.4, 5.6000000000000005)","(15.0, 29.0, 19.8)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.727777777777778)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 13:00:13.382396,"(4.6, 6.4, 5.6000000000000005)","(15.0, 29.0, 19.8)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.727777777777778)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 13:00:14.595113,"(4.6, 6.4, 5.6000000000000005)","(15.0, 29.0, 19.8)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.727777777777778)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 13:00:15.835444,"(4.6, 6.4, 5.6000000000000005)","(15.0, 29.0, 19.8)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.727777777777778)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 13:00:17.111652,"(4.6, 6.4, 5.6000000000000005)","(15.0, 29.0, 19.8)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.727777777777778)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 13:00:18.560365,"(4.6, 6.4, 5.6000000000000005)","(15.0, 29.0, 19.8)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.727777777777778)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 13:00:20.014102,"(4.6, 6.4, 5.6000000000000005)","(15.0, 29.0, 19.8)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.638888888888889)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 13:00:21.260910,"(4.6, 6.4, 5.6000000000000005)","(15.0, 29.0, 19.8)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.638888888888889)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 13:00:22.490176,"(4.6, 6.4, 5.6000000000000005)","(15.0, 29.0, 19.8)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.823076923076923)","(2.9, 3.95, 3.638888888888889)","(26.0, 99999, 99990)","(3.5, 4.4, 3.8583333333333334)"
14-12-2022 13:00:23.982643,"(4.6, 6.4, 5.6000000000000005)","(15.0, 29.0, 19.8)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.8166666666666664)","(2.9, 3.95, 3.638888888888889)","(26.0, 99999, 99990)","(3.5, 4.4, 4.1000000000000005)"
14-12-2022 13:00:25.302230,"(4.6, 6.8, 6.71578947368421)","(15.0, 29.0, 19.8)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.8166666666666664)","(2.9, 3.95, 3.638888888888889)","(26.0, 99999, 99990)","(3.5, 4.4, 4.1000000000000005)"
14-12-2022 13:00:26.589416,"(4.6, 6.8, 6.71578947368421)","(15.0, 29.0, 19.8)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.8166666666666664)","(2.9, 3.95, 3.638888888888889)","(26.0, 99999, 99990)","(3.5, 4.4, 4.1000000000000005)"
14-12-2022 13:00:27.851468,"(4.6, 7.4, 7.0)","(15.0, 29.0, 19.8)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.8166666666666664)","(2.9, 3.95, 3.638888888888889)","(26.0, 99999, 99990)","(3.5, 4.4, 4.1000000000000005)"
14-12-2022 13:00:29.264500,"(4.6, 7.4, 7.0)","(15.0, 29.0, 19.8)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.8166666666666664)","(2.9, 3.95, 3.638888888888889)","(26.0, 99999, 99990)","(3.5, 4.4, 4.1000000000000005)"
14-12-2022 13:00:30.550671,"(4.6, 7.4, 7.0)","(15.0, 29.0, 19.8)","(21.0, 80.0, 72.0)","(3.4, 3.9, 3.8166666666666664)","(2.9, 3.95, 3.638888888888889)","(26.0, 99999, 99990)","(3.5, 4.4, 4.1000000000000005)"
14-12-2022 13:00:31.841133,"(4.6, 7.4, 7.0)","(15.0, 29.0, 19.8)","(21.0, 80.0, 84.75)","(3.4, 3.9, 3.8166666666666664)","(2.9, 3.95, 3.638888888888889)","(26.0, 99999, 99990)","(3.5, 4.4, 4.1000000000000005)"
14-12-2022 13:00:33.075760,"(4.6, 7.4, 7.0)","(15.0, 29.0, 19.8)","(21.0, 85.0, 84.75)","(3.4, 3.9, 3.8166666666666664)","(2.9, 3.95, 3.638888888888889)","(26.0, 99999, 99990)","(3.5, 4.4, 4.1000000000000005)"
