,Big Option,Deminaur,Dennis Choux,Goats On Oats,Greenhill Prince,Gungho,King Of Hampton,One Star Dream,Belthil,Lord Porchester,Mirroring,Scarlet Desire,Dollar Bucks
16-12-2022 13:06:05.120599,"(15.0, 19.5, 19.0)","(8.5, 14.0, 13.142857142857142)","(12.0, 23.0, 21.2)","(19.0, 38.0, 30.4)","(51.0, 120.0, 90.0)","(101.0, 830.0, 505.0)","(91.0, 240.0, 153.33333333333334)","(101.0, 830.0, 505.0)","(1.8, 1.95, 1.9176923076923076)","(18.0, 42.0, 41.66666666666667)","(4.6, 5.7, 5.762962962962963)","(12.0, 23.0, 21.8)","(101.0, 600.0, 306.66666666666663)"
16-12-2022 13:06:06.615605,"(15.0, 19.5, 19.27777777777778)","(8.5, 14.0, 13.636363636363637)","(12.0, 22.0, 21.0)","(19.0, 36.0, 30.076923076923077)","(51.0, 120.0, 90.0)","(101.0, 830.0, 505.0)","(91.0, 240.0, 153.33333333333334)","(101.0, 830.0, 505.0)","(1.8, 1.95, 1.923235294117647)","(18.0, 44.0, 42.833333333333336)","(4.6, 5.8, 5.777777777777778)","(12.0, 23.0, 21.8)","(101.0, 600.0, 306.66666666666663)"
16-12-2022 13:06:08.086199,"(15.0, 19.5, 19.27777777777778)","(8.5, 14.0, 13.9)","(12.0, 22.0, 20.94736842105263)","(19.0, 36.0, 30.076923076923077)","(51.0, 120.0, 78.75)","(101.0, 830.0, 505.0)","(91.0, 240.0, 153.33333333333334)","(101.0, 830.0, 505.0)","(1.8, 1.95, 1.923235294117647)","(18.0, 44.0, 42.25)","(4.6, 5.8, 5.8812500000000005)","(12.0, 23.0, 22.142857142857142)","(101.0, 600.0, 306.66666666666663)"
16-12-2022 13:06:09.560928,"(15.0, 19.5, 19.27777777777778)","(8.5, 14.5, 13.9)","(12.0, 22.0, 21.2)","(19.0, 36.0, 30.076923076923077)","(51.0, 120.0, 90.0)","(101.0, 830.0, 505.0)","(91.0, 240.0, 153.33333333333334)","(101.0, 830.0, 505.0)","(1.8, 1.95, 1.923235294117647)","(18.0, 44.0, 42.25)","(4.6, 5.9, 5.8812500000000005)","(12.0, 23.0, 22.142857142857142)","(101.0, 600.0, 306.66666666666663)"
16-12-2022 13:06:11.014626,"(15.0, 19.5, 19.27777777777778)","(8.5, 14.5, 13.9)","(12.0, 22.0, 21.2)","(19.0, 36.0, 30.076923076923077)","(51.0, 120.0, 90.0)","(101.0, 830.0, 505.0)","(91.0, 240.0, 153.33333333333334)","(101.0, 830.0, 505.0)","(1.8, 1.95, 1.923235294117647)","(18.0, 44.0, 42.25)","(4.6, 5.9, 5.8812500000000005)","(12.0, 23.0, 22.142857142857142)","(101.0, 600.0, 306.66666666666663)"
16-12-2022 13:06:12.440662,"(15.0, 19.5, 19.27777777777778)","(8.5, 14.5, 13.9)","(12.0, 22.0, 21.2)","(19.0, 36.0, 30.076923076923077)","(51.0, 120.0, 90.0)","(101.0, 830.0, 505.0)","(91.0, 240.0, 153.33333333333334)","(101.0, 830.0, 505.0)","(1.8, 1.95, 1.923235294117647)","(18.0, 44.0, 42.25)","(4.6, 5.9, 5.8812500000000005)","(12.0, 23.0, 22.142857142857142)","(101.0, 600.0, 306.66666666666663)"
16-12-2022 13:06:13.930009,"(15.0, 19.5, 19.27777777777778)","(8.5, 14.5, 13.9)","(12.0, 22.0, 21.2)","(19.0, 36.0, 30.076923076923077)","(51.0, 120.0, 90.0)","(101.0, 830.0, 505.0)","(91.0, 240.0, 153.33333333333334)","(101.0, 830.0, 505.0)","(1.8, 1.95, 1.923235294117647)","(18.0, 44.0, 42.25)","(4.6, 5.9, 5.8812500000000005)","(12.0, 23.0, 22.142857142857142)","(101.0, 600.0, 306.66666666666663)"
16-12-2022 13:06:15.294041,"(15.0, 19.5, 19.27777777777778)","(8.5, 14.5, 13.9)","(12.0, 22.0, 21.2)","(19.0, 36.0, 30.076923076923077)","(51.0, 120.0, 90.0)","(101.0, 830.0, 505.0)","(91.0, 240.0, 153.33333333333334)","(101.0, 830.0, 505.0)","(1.8, 1.95, 1.923235294117647)","(18.0, 44.0, 42.25)","(4.6, 5.9, 5.8812500000000005)","(12.0, 23.0, 22.142857142857142)","(101.0, 600.0, 306.66666666666663)"
16-12-2022 13:06:16.750896,"(15.0, 19.5, 19.27777777777778)","(8.5, 14.5, 13.9)","(12.0, 22.0, 21.2)","(19.0, 36.0, 30.076923076923077)","(51.0, 120.0, 90.0)","(101.0, 830.0, 505.0)","(91.0, 240.0, 153.33333333333334)","(101.0, 830.0, 505.0)","(1.8, 1.95, 1.923235294117647)","(18.0, 44.0, 42.25)","(4.6, 5.9, 5.8812500000000005)","(12.0, 23.0, 22.142857142857142)","(101.0, 600.0, 306.66666666666663)"
16-12-2022 13:06:18.248222,"(15.0, 19.5, 19.27777777777778)","(8.5, 14.5, 13.9)","(12.0, 22.0, 21.2)","(19.0, 36.0, 30.076923076923077)","(51.0, 120.0, 90.0)","(101.0, 830.0, 505.0)","(91.0, 240.0, 153.33333333333334)","(101.0, 830.0, 505.0)","(1.8, 1.95, 1.94376)","(18.0, 44.0, 42.25)","(4.6, 5.9, 5.8812500000000005)","(12.0, 23.0, 22.526315789473685)","(101.0, 600.0, 306.66666666666663)"
16-12-2022 13:06:19.719179,"(15.0, 19.5, 19.27777777777778)","(8.5, 14.5, 13.9)","(12.0, 22.0, 21.2)","(19.0, 36.0, 30.076923076923077)","(51.0, 120.0, 90.0)","(101.0, 830.0, 393.33333333333337)","(91.0, 240.0, 150.0)","(101.0, 830.0, 393.33333333333337)","(1.8, 1.95, 1.94376)","(18.0, 44.0, 42.25)","(4.6, 5.9, 5.8812500000000005)","(12.0, 23.0, 21.88235294117647)","(101.0, 600.0, 306.66666666666663)"
16-12-2022 13:06:21.226608,"(15.0, 19.5, 19.27777777777778)","(8.5, 14.5, 13.9)","(12.0, 22.0, 21.2)","(19.0, 36.0, 30.076923076923077)","(51.0, 120.0, 90.0)","(101.0, 820.0, 337.5)","(91.0, 230.0, 146.66666666666666)","(101.0, 820.0, 337.5)","(1.8, 1.95, 1.94376)","(18.0, 44.0, 42.25)","(4.6, 5.9, 5.8812500000000005)","(12.0, 22.0, 21.88235294117647)","(101.0, 600.0, 306.66666666666663)"
16-12-2022 13:06:22.641083,"(15.0, 19.5, 20.0625)","(8.5, 14.5, 13.818181818181818)","(12.0, 22.0, 21.2)","(19.0, 36.0, 30.428571428571427)","(51.0, 120.0, 90.0)","(101.0, 810.0, 383.33333333333337)","(91.0, 220.0, 146.66666666666666)","(101.0, 810.0, 386.66666666666663)","(1.8, 1.95, 1.919047619047619)","(18.0, 44.0, 42.833333333333336)","(4.6, 5.9, 5.88421052631579)","(12.0, 22.0, 21.88235294117647)","(101.0, 600.0, 306.66666666666663)"
16-12-2022 13:06:24.070894,"(15.0, 21.0, 20.0625)","(8.5, 14.0, 13.818181818181818)","(12.0, 22.0, 21.2)","(19.0, 34.0, 30.428571428571427)","(51.0, 120.0, 90.0)","(101.0, 790.0, 330.0)","(91.0, 220.0, 146.66666666666666)","(101.0, 800.0, 332.5)","(1.8, 1.95, 1.919047619047619)","(18.0, 44.0, 40.15384615384615)","(4.6, 5.9, 5.88421052631579)","(12.0, 22.0, 21.88235294117647)","(101.0, 600.0, 306.66666666666663)"
16-12-2022 13:06:25.547584,"(15.0, 21.0, 20.0625)","(8.5, 14.0, 13.818181818181818)","(12.0, 22.0, 21.2)","(19.0, 34.0, 30.428571428571427)","(51.0, 120.0, 90.0)","(101.0, 780.0, 376.66666666666663)","(91.0, 220.0, 146.66666666666666)","(101.0, 790.0, 332.5)","(1.8, 1.95, 1.919047619047619)","(18.0, 42.0, 37.76470588235294)","(4.6, 5.9, 5.88421052631579)","(12.0, 22.0, 21.88235294117647)","(101.0, 600.0, 306.66666666666663)"
16-12-2022 13:06:26.990509,"(15.0, 21.0, 20.0625)","(8.5, 14.0, 13.818181818181818)","(12.0, 22.0, 21.2)","(19.0, 34.0, 30.666666666666668)","(51.0, 120.0, 90.0)","(101.0, 770.0, 376.66666666666663)","(91.0, 220.0, 146.66666666666666)","(101.0, 790.0, 332.5)","(1.8, 1.95, 1.919047619047619)","(18.0, 42.0, 37.76470588235294)","(4.6, 5.9, 5.88421052631579)","(12.0, 22.0, 21.88235294117647)","(101.0, 600.0, 306.66666666666663)"
16-12-2022 13:06:28.483881,"(15.0, 21.0, 20.0625)","(8.5, 14.0, 13.818181818181818)","(12.0, 22.0, 21.2)","(19.0, 34.0, 30.666666666666668)","(51.0, 120.0, 90.0)","(101.0, 770.0, 325.0)","(91.0, 220.0, 146.66666666666666)","(101.0, 790.0, 332.5)","(1.8, 1.95, 1.919047619047619)","(18.0, 42.0, 37.76470588235294)","(4.6, 5.9, 5.88421052631579)","(12.0, 22.0, 21.88235294117647)","(101.0, 600.0, 306.66666666666663)"
16-12-2022 13:06:29.887004,"(15.0, 21.0, 20.0625)","(8.5, 14.0, 13.818181818181818)","(12.0, 22.0, 21.2)","(19.0, 34.0, 30.666666666666668)","(51.0, 120.0, 90.0)","(101.0, 760.0, 325.0)","(91.0, 220.0, 146.66666666666666)","(101.0, 790.0, 332.5)","(1.8, 1.95, 1.919047619047619)","(18.0, 42.0, 37.76470588235294)","(4.6, 5.9, 5.88421052631579)","(12.0, 22.0, 21.88235294117647)","(101.0, 600.0, 306.66666666666663)"
16-12-2022 13:06:31.304894,"(15.0, 21.0, 20.0625)","(8.5, 14.0, 13.818181818181818)","(12.0, 22.0, 21.2)","(19.0, 34.0, 30.666666666666668)","(51.0, 120.0, 90.0)","(101.0, 760.0, 325.0)","(91.0, 220.0, 146.66666666666666)","(101.0, 790.0, 332.5)","(1.8, 1.95, 1.919047619047619)","(18.0, 42.0, 37.76470588235294)","(4.6, 5.9, 5.88421052631579)","(12.0, 22.0, 21.88235294117647)","(101.0, 600.0, 306.66666666666663)"
16-12-2022 13:06:32.807079,"(15.0, 21.0, 20.0625)","(8.5, 14.0, 13.818181818181818)","(12.0, 22.0, 21.2)","(19.0, 34.0, 30.666666666666668)","(51.0, 120.0, 90.0)","(101.0, 760.0, 325.0)","(91.0, 220.0, 146.66666666666666)","(101.0, 790.0, 332.5)","(1.8, 1.95, 1.919047619047619)","(18.0, 42.0, 37.76470588235294)","(4.6, 5.9, 5.88421052631579)","(12.0, 22.0, 21.88235294117647)","(101.0, 600.0, 306.66666666666663)"
16-12-2022 13:06:34.419583,"(15.0, 21.0, 20.0625)","(8.5, 14.0, 13.818181818181818)","(12.0, 22.0, 21.2)","(19.0, 34.0, 30.666666666666668)","(51.0, 120.0, 90.0)","(101.0, 760.0, 325.0)","(91.0, 220.0, 146.66666666666666)","(101.0, 790.0, 332.5)","(1.8, 1.95, 1.919047619047619)","(18.0, 42.0, 37.76470588235294)","(4.6, 5.9, 5.88421052631579)","(12.0, 22.0, 21.88235294117647)","(101.0, 600.0, 306.66666666666663)"
16-12-2022 13:06:36.003613,"(15.0, 21.0, 20.0625)","(8.5, 14.0, 13.818181818181818)","(12.0, 22.0, 21.2)","(19.0, 34.0, 30.666666666666668)","(51.0, 120.0, 90.0)","(101.0, 760.0, 325.0)","(91.0, 220.0, 146.66666666666666)","(101.0, 790.0, 332.5)","(1.8, 1.95, 1.919047619047619)","(18.0, 42.0, 37.76470588235294)","(4.6, 5.9, 5.88421052631579)","(12.0, 22.0, 21.88235294117647)","(101.0, 600.0, 306.66666666666663)"
16-12-2022 13:06:37.532137,"(15.0, 21.0, 20.0625)","(8.5, 14.0, 13.818181818181818)","(12.0, 22.0, 21.2)","(19.0, 34.0, 30.666666666666668)","(51.0, 120.0, 90.0)","(101.0, 760.0, 325.0)","(91.0, 220.0, 146.66666666666666)","(101.0, 790.0, 332.5)","(1.8, 1.95, 1.919047619047619)","(18.0, 42.0, 37.76470588235294)","(4.6, 5.9, 5.88421052631579)","(12.0, 22.0, 21.88235294117647)","(101.0, 600.0, 306.66666666666663)"
16-12-2022 13:06:39.047003,"(15.0, 21.0, 20.0625)","(8.5, 14.0, 13.818181818181818)","(12.0, 22.0, 21.2)","(19.0, 34.0, 30.666666666666668)","(51.0, 120.0, 90.0)","(101.0, 760.0, 325.0)","(91.0, 220.0, 146.66666666666666)","(101.0, 790.0, 332.5)","(1.8, 1.95, 1.919047619047619)","(18.0, 42.0, 37.76470588235294)","(4.6, 5.9, 5.88421052631579)","(12.0, 22.0, 21.88235294117647)","(101.0, 600.0, 306.66666666666663)"
16-12-2022 13:06:40.566809,"(15.0, 21.0, 20.583333333333332)","(8.5, 14.0, 13.818181818181818)","(12.0, 22.0, 21.2)","(19.0, 34.0, 30.4)","(51.0, 120.0, 78.75)","(101.0, 760.0, 325.0)","(91.0, 220.0, 146.66666666666666)","(101.0, 790.0, 332.5)","(1.8, 1.95, 1.9104347826086956)","(18.0, 42.0, 37.76470588235294)","(4.6, 5.9, 5.88421052631579)","(12.0, 22.0, 21.875)","(101.0, 600.0, 306.66666666666663)"
16-12-2022 13:06:42.023279,"(15.0, 21.0, 20.583333333333332)","(8.5, 14.0, 13.818181818181818)","(12.0, 22.0, 21.2)","(19.0, 34.0, 30.4)","(51.0, 120.0, 78.75)","(101.0, 760.0, 325.0)","(91.0, 220.0, 146.66666666666666)","(101.0, 790.0, 332.5)","(1.8, 1.96, 1.9104347826086956)","(18.0, 42.0, 37.76470588235294)","(4.6, 5.9, 5.88421052631579)","(12.0, 22.0, 21.875)","(101.0, 600.0, 306.66666666666663)"
16-12-2022 13:06:43.659424,"(15.0, 21.0, 20.583333333333332)","(8.5, 14.0, 13.818181818181818)","(12.0, 22.0, 21.142857142857142)","(19.0, 34.0, 30.4)","(51.0, 120.0, 78.75)","(101.0, 760.0, 325.0)","(91.0, 220.0, 146.66666666666666)","(101.0, 790.0, 505.0)","(1.8, 1.96, 1.9087272727272726)","(18.0, 42.0, 37.76470588235294)","(4.6, 5.9, 5.88421052631579)","(12.0, 22.0, 21.875)","(101.0, 600.0, 306.66666666666663)"
16-12-2022 13:06:45.174994,"(15.0, 21.0, 20.583333333333332)","(8.5, 14.0, 13.6)","(12.0, 22.0, 25.2)","(19.0, 34.0, 30.4)","(51.0, 120.0, 78.75)","(101.0, 760.0, 325.0)","(91.0, 220.0, 146.66666666666666)","(101.0, 830.0, 505.0)","(1.8, 1.96, 1.922222222222222)","(18.0, 42.0, 37.76470588235294)","(4.6, 5.9, 5.88421052631579)","(12.0, 22.0, 21.875)","(101.0, 600.0, 306.66666666666663)"
16-12-2022 13:06:46.750470,"(15.0, 21.0, 19.4)","(8.5, 14.0, 13.333333333333334)","(12.0, 30.0, 24.8)","(19.0, 34.0, 29.6)","(51.0, 120.0, 78.75)","(101.0, 760.0, 325.0)","(91.0, 220.0, 146.66666666666666)","(101.0, 830.0, 505.0)","(1.8, 1.95, 1.922222222222222)","(18.0, 42.0, 36.46153846153846)","(4.6, 5.9, 5.86842105263158)","(12.0, 22.0, 21.875)","(101.0, 600.0, 306.66666666666663)"
16-12-2022 13:06:48.290150,"(15.0, 20.0, 19.125)","(8.5, 14.0, 13.1)","(12.0, 29.0, 24.8)","(19.0, 32.0, 29.6)","(51.0, 120.0, 78.75)","(101.0, 760.0, 325.0)","(91.0, 220.0, 146.66666666666666)","(101.0, 830.0, 505.0)","(1.8, 1.95, 1.9087272727272726)","(18.0, 42.0, 36.46153846153846)","(4.6, 5.9, 5.86842105263158)","(12.0, 22.0, 21.875)","(101.0, 600.0, 306.66666666666663)"
16-12-2022 13:06:49.763297,"(15.0, 19.5, 19.125)","(8.5, 13.5, 13.1)","(12.0, 29.0, 25.5)","(19.0, 32.0, 29.6)","(51.0, 120.0, 78.75)","(101.0, 760.0, 505.0)","(91.0, 220.0, 146.66666666666666)","(101.0, 830.0, 505.0)","(1.8, 1.96, 1.9087272727272726)","(18.0, 42.0, 36.46153846153846)","(4.6, 5.9, 5.86842105263158)","(12.0, 22.0, 21.75)","(101.0, 600.0, 306.66666666666663)"
16-12-2022 13:06:51.225249,"(15.0, 19.5, 19.125)","(8.5, 14.0, 13.142857142857142)","(12.0, 29.0, 25.5)","(19.0, 32.0, 29.6)","(51.0, 120.0, 78.75)","(101.0, 830.0, 505.0)","(91.0, 220.0, 146.66666666666666)","(101.0, 830.0, 505.0)","(1.8, 1.96, 1.9087272727272726)","(18.0, 42.0, 36.46153846153846)","(4.6, 5.9, 5.58)","(12.0, 22.0, 21.75)","(101.0, 600.0, 293.33333333333337)"
16-12-2022 13:06:52.812580,"(15.0, 19.5, 19.125)","(8.5, 13.5, 13.25)","(12.0, 29.0, 27.666666666666664)","(19.0, 32.0, 29.6)","(51.0, 120.0, 78.75)","(101.0, 830.0, 505.0)","(91.0, 220.0, 146.66666666666666)","(101.0, 830.0, 505.0)","(1.8, 1.96, 1.9087272727272726)","(18.0, 42.0, 36.46153846153846)","(4.6, 5.9, 5.5181818181818185)","(12.0, 22.0, 21.75)","(101.0, 600.0, 293.33333333333337)"
16-12-2022 13:06:54.407481,"(15.0, 19.5, 19.125)","(8.5, 13.5, 14.0)","(12.0, 29.0, 27.666666666666664)","(19.0, 32.0, 29.6)","(51.0, 120.0, 78.75)","(101.0, 830.0, 505.0)","(91.0, 220.0, 146.66666666666666)","(101.0, 830.0, 505.0)","(1.8, 1.96, 1.9087272727272726)","(18.0, 42.0, 36.46153846153846)","(4.6, 5.9, 5.5181818181818185)","(12.0, 22.0, 21.75)","(101.0, 600.0, 293.33333333333337)"
16-12-2022 13:06:56.021258,"(15.0, 19.5, 19.125)","(8.5, 14.5, 14.6875)","(12.0, 29.0, 26.666666666666668)","(19.0, 32.0, 29.6)","(51.0, 120.0, 78.75)","(101.0, 830.0, 505.0)","(91.0, 220.0, 146.66666666666666)","(101.0, 830.0, 505.0)","(1.8, 1.96, 1.9087272727272726)","(18.0, 42.0, 36.46153846153846)","(4.6, 5.9, 5.5181818181818185)","(12.0, 22.0, 21.75)","(101.0, 600.0, 293.33333333333337)"
16-12-2022 13:06:57.594488,"(15.0, 19.5, 19.125)","(8.5, 15.0, 14.6875)","(12.0, 29.0, 26.666666666666668)","(19.0, 32.0, 29.6)","(51.0, 120.0, 78.75)","(101.0, 830.0, 505.0)","(91.0, 220.0, 146.66666666666666)","(101.0, 830.0, 505.0)","(1.8, 1.96, 1.9431137724550898)","(18.0, 42.0, 36.46153846153846)","(4.6, 5.9, 5.5181818181818185)","(12.0, 22.0, 21.75)","(101.0, 600.0, 293.33333333333337)"
16-12-2022 13:06:59.116872,"(15.0, 19.5, 19.125)","(8.5, 15.0, 14.6875)","(12.0, 29.0, 26.666666666666668)","(19.0, 32.0, 29.6)","(51.0, 120.0, 78.75)","(101.0, 830.0, 505.0)","(91.0, 220.0, 146.66666666666666)","(101.0, 830.0, 505.0)","(1.8, 1.96, 1.9431137724550898)","(18.0, 42.0, 36.46153846153846)","(4.6, 5.9, 5.5181818181818185)","(12.0, 22.0, 21.75)","(101.0, 600.0, 293.33333333333337)"
16-12-2022 13:07:00.703729,"(15.0, 19.5, 19.125)","(8.5, 15.0, 14.6875)","(12.0, 29.0, 26.666666666666668)","(19.0, 32.0, 29.6)","(51.0, 120.0, 78.75)","(101.0, 830.0, 505.0)","(91.0, 220.0, 146.66666666666666)","(101.0, 830.0, 505.0)","(1.8, 1.96, 1.9431137724550898)","(18.0, 42.0, 36.46153846153846)","(4.6, 5.9, 5.5181818181818185)","(12.0, 22.0, 21.75)","(101.0, 600.0, 293.33333333333337)"
16-12-2022 13:07:02.219923,"(15.0, 19.5, 19.125)","(8.5, 15.0, 14.6875)","(12.0, 29.0, 26.666666666666668)","(19.0, 32.0, 29.6)","(51.0, 120.0, 95.0)","(101.0, 830.0, 505.0)","(91.0, 220.0, 146.66666666666666)","(101.0, 830.0, 505.0)","(1.8, 1.96, 1.9431137724550898)","(18.0, 42.0, 36.46153846153846)","(4.6, 5.9, 5.5181818181818185)","(12.0, 22.0, 21.833333333333332)","(101.0, 600.0, 293.33333333333337)"
16-12-2022 13:07:03.940272,"(15.0, 19.5, 19.125)","(8.5, 15.0, 14.6875)","(12.0, 29.0, 26.666666666666668)","(19.0, 32.0, 29.6)","(51.0, 110.0, 82.5)","(101.0, 830.0, 505.0)","(91.0, 220.0, 146.66666666666666)","(101.0, 830.0, 505.0)","(1.8, 1.96, 1.9431137724550898)","(18.0, 42.0, 36.46153846153846)","(4.6, 5.9, 5.5181818181818185)","(12.0, 22.0, 21.833333333333332)","(101.0, 600.0, 293.33333333333337)"
16-12-2022 13:07:05.533184,"(15.0, 19.5, 19.125)","(8.5, 15.0, 14.6875)","(12.0, 29.0, 26.666666666666668)","(19.0, 32.0, 29.6)","(51.0, 100.0, 75.0)","(101.0, 830.0, 505.0)","(91.0, 220.0, 146.66666666666666)","(101.0, 830.0, 505.0)","(1.8, 1.96, 1.9431137724550898)","(18.0, 42.0, 36.46153846153846)","(4.6, 5.9, 5.5181818181818185)","(12.0, 22.0, 22.142857142857142)","(101.0, 600.0, 293.33333333333337)"
16-12-2022 13:07:07.203495,"(15.0, 19.5, 19.125)","(8.5, 15.0, 14.6875)","(12.0, 29.0, 26.666666666666668)","(19.0, 32.0, 31.1)","(51.0, 100.0, 75.0)","(101.0, 830.0, 393.33333333333337)","(91.0, 220.0, 143.33333333333334)","(101.0, 830.0, 393.33333333333337)","(1.8, 1.96, 1.9431137724550898)","(18.0, 42.0, 36.46153846153846)","(4.6, 5.9, 5.5181818181818185)","(12.0, 23.0, 22.142857142857142)","(101.0, 600.0, 293.33333333333337)"
16-12-2022 13:07:08.772533,"(15.0, 19.5, 19.125)","(8.5, 15.0, 14.6875)","(12.0, 29.0, 26.666666666666668)","(19.0, 32.0, 32.285714285714285)","(51.0, 100.0, 73.75)","(101.0, 820.0, 386.66666666666663)","(91.0, 210.0, 140.0)","(101.0, 820.0, 386.66666666666663)","(1.8, 1.96, 1.9431137724550898)","(18.0, 42.0, 36.46153846153846)","(4.6, 5.9, 5.5181818181818185)","(12.0, 23.0, 22.142857142857142)","(101.0, 600.0, 300.0)"
16-12-2022 13:07:10.302167,"(15.0, 19.5, 19.125)","(8.5, 15.0, 14.6875)","(12.0, 29.0, 26.666666666666668)","(19.0, 38.0, 32.285714285714285)","(51.0, 100.0, 73.75)","(101.0, 800.0, 386.66666666666663)","(91.0, 200.0, 140.0)","(101.0, 800.0, 386.66666666666663)","(1.8, 1.96, 1.9431137724550898)","(18.0, 42.0, 36.46153846153846)","(4.6, 5.9, 5.5181818181818185)","(12.0, 23.0, 22.142857142857142)","(101.0, 600.0, 300.0)"
16-12-2022 13:07:11.940843,"(15.0, 19.5, 19.125)","(8.5, 15.0, 14.6875)","(12.0, 29.0, 26.666666666666668)","(19.0, 38.0, 33.714285714285715)","(51.0, 100.0, 73.75)","(101.0, 800.0, 332.5)","(91.0, 200.0, 140.0)","(101.0, 800.0, 332.5)","(1.8, 1.96, 1.9431137724550898)","(18.0, 42.0, 36.46153846153846)","(4.6, 5.9, 5.5181818181818185)","(12.0, 23.0, 22.142857142857142)","(101.0, 600.0, 538.4615384615385)"
16-12-2022 13:07:13.587921,"(15.0, 19.5, 19.25)","(8.5, 15.0, 14.6875)","(12.0, 29.0, 26.666666666666668)","(19.0, 38.0, 33.714285714285715)","(51.0, 100.0, 73.75)","(101.0, 790.0, 332.5)","(91.0, 200.0, 140.0)","(101.0, 790.0, 332.5)","(1.8, 1.96, 1.9431137724550898)","(18.0, 42.0, 36.46153846153846)","(4.6, 5.9, 5.5181818181818185)","(12.0, 23.0, 22.142857142857142)","(101.0, 600.0, 538.4615384615385)"
16-12-2022 13:07:15.230989,"(15.0, 20.0, 19.0)","(8.5, 15.0, 14.6875)","(12.0, 29.0, 27.666666666666664)","(19.0, 38.0, 33.714285714285715)","(51.0, 100.0, 73.75)","(101.0, 790.0, 332.5)","(91.0, 200.0, 140.0)","(101.0, 790.0, 332.5)","(1.8, 1.96, 1.9431137724550898)","(18.0, 42.0, 36.46153846153846)","(4.6, 5.9, 5.5181818181818185)","(12.0, 23.0, 22.142857142857142)","(101.0, 600.0, 538.4615384615385)"
16-12-2022 13:07:16.766713,"(15.0, 19.5, 19.0)","(8.5, 15.0, 14.6875)","(12.0, 29.0, 27.727272727272727)","(19.0, 38.0, 33.714285714285715)","(51.0, 100.0, 73.75)","(101.0, 790.0, 332.5)","(91.0, 200.0, 140.0)","(101.0, 790.0, 332.5)","(1.8, 1.96, 1.9431137724550898)","(18.0, 42.0, 36.46153846153846)","(4.6, 5.9, 5.515384615384615)","(12.0, 23.0, 22.142857142857142)","(101.0, 600.0, 538.4615384615385)"
16-12-2022 13:07:18.314326,"(15.0, 19.5, 19.0)","(8.5, 15.0, 14.6875)","(12.0, 29.0, 27.727272727272727)","(19.0, 38.0, 33.714285714285715)","(51.0, 100.0, 76.66666666666667)","(101.0, 790.0, 332.5)","(91.0, 200.0, 140.0)","(101.0, 790.0, 332.5)","(1.8, 1.96, 1.9406779661016949)","(18.0, 42.0, 36.46153846153846)","(4.6, 5.9, 5.515384615384615)","(12.0, 23.0, 22.142857142857142)","(101.0, 600.0, 538.4615384615385)"
16-12-2022 13:07:19.935071,"(15.0, 19.5, 19.0)","(8.5, 15.0, 14.6875)","(12.0, 29.0, 27.727272727272727)","(19.0, 38.0, 33.714285714285715)","(51.0, 100.0, 76.66666666666667)","(101.0, 790.0, 332.5)","(91.0, 200.0, 140.0)","(101.0, 790.0, 332.5)","(1.8, 1.96, 1.9406779661016949)","(18.0, 42.0, 36.46153846153846)","(4.6, 5.9, 5.515384615384615)","(12.0, 23.0, 22.1)","(101.0, 600.0, 538.4615384615385)"
16-12-2022 13:07:21.508405,"(15.0, 19.5, 19.0)","(8.5, 15.0, 13.9)","(12.0, 29.0, 27.727272727272727)","(19.0, 38.0, 33.714285714285715)","(51.0, 100.0, 76.66666666666667)","(101.0, 790.0, 332.5)","(91.0, 200.0, 140.0)","(101.0, 790.0, 332.5)","(1.8, 1.96, 1.9406779661016949)","(18.0, 42.0, 36.46153846153846)","(4.6, 5.9, 5.515384615384615)","(12.0, 23.0, 22.1)","(101.0, 600.0, 538.4615384615385)"
16-12-2022 13:07:23.087566,"(15.0, 19.5, 19.0)","(8.5, 15.5, 13.9)","(12.0, 29.0, 27.727272727272727)","(19.0, 38.0, 33.714285714285715)","(51.0, 100.0, 76.66666666666667)","(101.0, 790.0, 332.5)","(91.0, 200.0, 140.0)","(101.0, 790.0, 332.5)","(1.8, 1.96, 1.9406779661016949)","(18.0, 42.0, 36.46153846153846)","(4.6, 5.9, 5.515384615384615)","(12.0, 23.0, 22.1)","(101.0, 600.0, 538.4615384615385)"
16-12-2022 13:07:24.691867,"(15.0, 19.5, 19.0)","(8.5, 15.5, 13.9)","(12.0, 29.0, 27.727272727272727)","(19.0, 38.0, 33.714285714285715)","(51.0, 100.0, 76.66666666666667)","(101.0, 790.0, 332.5)","(91.0, 200.0, 140.0)","(101.0, 790.0, 332.5)","(1.8, 1.96, 1.9406779661016949)","(18.0, 42.0, 36.46153846153846)","(4.6, 5.9, 5.515384615384615)","(12.0, 23.0, 22.1)","(101.0, 600.0, 538.4615384615385)"
16-12-2022 13:07:26.256439,"(15.0, 19.5, 19.0)","(8.5, 15.5, 13.9)","(12.0, 29.0, 27.727272727272727)","(19.0, 38.0, 33.714285714285715)","(51.0, 100.0, 76.66666666666667)","(101.0, 790.0, 332.5)","(91.0, 200.0, 140.0)","(101.0, 790.0, 332.5)","(1.8, 1.96, 1.9406779661016949)","(18.0, 42.0, 36.46153846153846)","(4.6, 5.9, 5.515384615384615)","(12.0, 23.0, 22.1)","(101.0, 600.0, 538.4615384615385)"
