,Sheza Tigeress,Friday Thirteenth,Curveball,Sals Last Blast,Kimchi,Kenny What,American Mandy,Sweet Sunshine,Sweet Rippin,Our Sweet Royale
10-01-2023 21:35:17.467689,"(5.5, 6.0, 5.753571428571429)","(51.0, 95.0, 77.85714285714286)","(11.0, 19.5, 17.27777777777778)","(3.6, 5.2, 5.0)","(5.0, 7.4, 6.9)","(81.0, 130.0, 110.0)","(3.6, 4.2, 4.105128205128205)","(71.0, 120.0, 106.66666666666667)","(21.0, 27.0, 26.5)","(6.5, 10.5, 10.21875)"
10-01-2023 21:35:18.673817,"(5.5, 6.0, 5.753571428571429)","(51.0, 95.0, 77.85714285714286)","(11.0, 19.5, 17.27777777777778)","(3.6, 5.2, 5.016666666666667)","(5.0, 7.4, 6.9)","(81.0, 130.0, 107.14285714285714)","(3.6, 4.2, 4.113793103448276)","(71.0, 120.0, 104.0)","(21.0, 27.0, 26.5)","(6.5, 10.5, 10.21875)"
10-01-2023 21:35:19.919853,"(5.5, 6.0, 5.835714285714285)","(51.0, 95.0, 73.0)","(11.0, 19.5, 16.25)","(3.6, 5.1, 4.894117647058823)","(5.0, 7.4, 6.9)","(81.0, 130.0, 110.0)","(3.6, 4.4, 4.1127659574468085)","(71.0, 120.0, 102.22222222222223)","(21.0, 27.0, 29.6)","(6.5, 10.5, 10.21875)"
10-01-2023 21:35:21.110535,"(5.5, 6.0, 5.835714285714285)","(51.0, 75.0, 73.0)","(11.0, 17.0, 16.25)","(3.6, 5.1, 4.986363636363636)","(5.0, 7.4, 6.9)","(81.0, 130.0, 110.0)","(3.6, 4.4, 4.1127659574468085)","(71.0, 120.0, 102.22222222222223)","(21.0, 34.0, 29.333333333333332)","(6.5, 10.5, 10.21875)"
10-01-2023 21:35:22.281109,"(5.5, 6.0, 5.724)","(51.0, 75.0, 73.3125)","(11.0, 17.0, 16.625)","(3.6, 5.1, 4.986363636363636)","(5.0, 7.4, 6.9)","(81.0, 130.0, 107.14285714285714)","(3.6, 4.4, 4.221212121212122)","(71.0, 120.0, 102.22222222222223)","(21.0, 34.0, 30.666666666666668)","(6.5, 10.5, 10.21875)"
10-01-2023 21:35:23.479369,"(5.5, 6.0, 5.724)","(51.0, 75.0, 68.75)","(11.0, 15.5, 15.40625)","(3.6, 5.1, 4.986363636363636)","(5.0, 7.4, 6.9)","(81.0, 130.0, 107.14285714285714)","(3.6, 4.4, 4.226829268292683)","(71.0, 120.0, 102.22222222222223)","(21.0, 32.0, 30.666666666666668)","(6.5, 10.5, 10.21875)"
10-01-2023 21:35:24.761235,"(5.5, 6.0, 5.724)","(51.0, 75.0, 71.875)","(11.0, 15.5, 15.325)","(3.6, 5.1, 4.986363636363636)","(5.0, 7.4, 6.9)","(81.0, 130.0, 107.14285714285714)","(3.6, 4.4, 4.223404255319149)","(71.0, 120.0, 102.22222222222223)","(21.0, 32.0, 30.666666666666668)","(6.5, 10.5, 10.21875)"
10-01-2023 21:35:25.988670,"(5.5, 6.0, 5.724)","(51.0, 75.0, 71.875)","(11.0, 15.5, 15.15)","(3.6, 5.1, 4.986363636363636)","(5.0, 7.4, 6.9)","(81.0, 130.0, 115.0)","(3.6, 4.4, 4.223404255319149)","(71.0, 120.0, 102.22222222222223)","(21.0, 32.0, 29.0)","(6.5, 10.5, 10.21875)"
10-01-2023 21:35:27.260568,"(5.5, 6.0, 5.724)","(51.0, 75.0, 65.0)","(11.0, 15.5, 15.166666666666666)","(3.6, 5.1, 5.0249999999999995)","(5.0, 7.4, 6.9)","(81.0, 130.0, 115.0)","(3.6, 4.4, 4.235483870967742)","(71.0, 120.0, 102.22222222222223)","(21.0, 30.0, 28.666666666666668)","(6.5, 10.5, 10.21875)"
10-01-2023 21:35:28.587491,"(5.5, 6.0, 5.7176470588235295)","(51.0, 75.0, 68.33333333333333)","(11.0, 15.5, 15.401869158878505)","(3.6, 5.1, 5.0249999999999995)","(5.0, 7.4, 6.9)","(81.0, 130.0, 115.0)","(3.6, 4.4, 4.2024691358024695)","(71.0, 120.0, 102.22222222222223)","(21.0, 30.0, 29.333333333333332)","(6.5, 10.5, 10.21875)"
10-01-2023 21:35:29.804879,"(5.5, 6.0, 5.7176470588235295)","(51.0, 75.0, 68.33333333333333)","(11.0, 15.5, 15.45631067961165)","(3.6, 5.1, 5.0249999999999995)","(5.0, 7.4, 6.9)","(81.0, 130.0, 115.0)","(3.6, 4.4, 4.202272727272727)","(71.0, 120.0, 105.26315789473684)","(21.0, 30.0, 29.333333333333332)","(6.5, 10.5, 10.21875)"
10-01-2023 21:35:30.995043,"(5.5, 6.0, 5.7176470588235295)","(51.0, 75.0, 67.0)","(11.0, 15.5, 15.455882352941176)","(3.6, 5.1, 5.0249999999999995)","(5.0, 7.4, 6.9)","(81.0, 130.0, 115.0)","(3.6, 4.4, 4.202272727272727)","(71.0, 110.0, 97.14285714285714)","(21.0, 30.0, 29.333333333333332)","(6.5, 10.5, 10.21875)"
10-01-2023 21:35:32.173668,"(5.5, 6.0, 5.721052631578948)","(51.0, 75.0, 67.0)","(11.0, 15.5, 15.455882352941176)","(3.6, 5.4, 5.136842105263158)","(5.0, 7.4, 6.9)","(81.0, 130.0, 115.0)","(3.6, 4.4, 4.203571428571429)","(71.0, 110.0, 98.75)","(21.0, 30.0, 31.375)","(6.5, 10.5, 10.194915254237289)"
10-01-2023 21:35:33.371451,"(5.5, 6.0, 5.721052631578948)","(51.0, 75.0, 67.0)","(11.0, 15.5, 15.455882352941176)","(3.6, 5.2, 4.977777777777778)","(5.0, 7.4, 6.9)","(81.0, 130.0, 115.0)","(3.6, 4.4, 4.203571428571429)","(71.0, 110.0, 98.75)","(21.0, 32.0, 28.90909090909091)","(6.5, 10.5, 10.05)"
10-01-2023 21:35:34.567959,"(5.5, 6.0, 5.8317460317460315)","(51.0, 75.0, 67.0)","(11.0, 17.0, 14.75)","(3.6, 5.2, 5.184615384615385)","(5.0, 7.4, 6.9)","(81.0, 130.0, 115.0)","(3.6, 4.4, 4.2024691358024695)","(71.0, 110.0, 97.14285714285714)","(21.0, 30.0, 28.0)","(6.5, 10.5, 10.05)"
10-01-2023 21:35:35.834211,"(5.5, 6.0, 5.8317460317460315)","(51.0, 75.0, 67.0)","(11.0, 17.0, 15.125)","(3.6, 5.3, 5.216666666666667)","(5.0, 7.4, 7.066666666666666)","(81.0, 130.0, 115.0)","(3.6, 4.4, 4.2024691358024695)","(71.0, 110.0, 97.14285714285714)","(21.0, 30.0, 28.545454545454547)","(6.5, 10.5, 10.05)"
10-01-2023 21:35:37.071147,"(5.5, 6.0, 5.721052631578948)","(51.0, 75.0, 67.0)","(11.0, 16.5, 16.0)","(3.6, 5.3, 5.2)","(5.0, 7.4, 7.1647058823529415)","(81.0, 130.0, 115.0)","(3.6, 4.4, 4.202564102564103)","(71.0, 110.0, 97.14285714285714)","(21.0, 30.0, 28.545454545454547)","(6.5, 10.5, 9.142857142857142)"
10-01-2023 21:35:38.335945,"(5.5, 6.0, 5.716)","(51.0, 75.0, 63.888888888888886)","(11.0, 16.5, 16.2)","(3.6, 5.3, 5.64)","(5.0, 7.4, 7.1647058823529415)","(81.0, 130.0, 115.0)","(3.6, 4.4, 4.204081632653061)","(71.0, 110.0, 97.14285714285714)","(21.0, 30.0, 28.545454545454547)","(6.5, 9.6, 9.142857142857142)"
10-01-2023 21:35:39.598632,"(5.5, 6.0, 5.704166666666667)","(51.0, 75.0, 62.5)","(11.0, 16.5, 15.571428571428571)","(3.6, 5.8, 5.24)","(5.0, 7.4, 7.105263157894737)","(81.0, 130.0, 115.0)","(3.6, 4.4, 4.309890109890111)","(71.0, 110.0, 97.14285714285714)","(21.0, 30.0, 28.545454545454547)","(6.5, 9.6, 11.09375)"
10-01-2023 21:35:40.848788,"(5.5, 6.0, 5.704166666666667)","(51.0, 75.0, 70.83333333333334)","(11.0, 16.0, 15.25)","(3.7, 5.3, 5.52)","(5.0, 7.4, 7.1647058823529415)","(81.0, 130.0, 106.53846153846155)","(3.6, 4.4, 4.311111111111112)","(71.0, 110.0, 93.125)","(21.0, 30.0, 27.5)","(6.5, 11.5, 9.638095238095238)"
10-01-2023 21:35:42.093807,"(5.5, 6.0, 5.713636363636364)","(51.0, 70.0, 68.53333333333333)","(11.0, 16.0, 15.25)","(3.7, 5.6, 5.033333333333333)","(5.0, 7.4, 8.242105263157894)","(81.0, 120.0, 106.53846153846155)","(3.6, 4.4, 4.312994350282486)","(71.0, 95.0, 90.0)","(21.0, 30.0, 27.941176470588236)","(6.5, 11.5, 10.775)"
10-01-2023 21:35:43.244547,"(5.5, 6.0, 5.712)","(51.0, 70.0, 66.66666666666667)","(11.0, 16.0, 15.25)","(3.7, 5.6, 5.033333333333333)","(5.0, 9.2, 7.4399999999999995)","(81.0, 120.0, 106.53846153846155)","(3.6, 4.4, 4.312994350282486)","(71.0, 95.0, 88.4375)","(21.0, 30.0, 27.5)","(6.5, 11.0, 9.74)"
10-01-2023 21:35:44.486298,"(5.5, 6.0, 5.707894736842105)","(51.0, 70.0, 66.66666666666667)","(11.0, 16.0, 15.466666666666667)","(3.7, 5.6, 5.033333333333333)","(5.0, 9.0, 7.528888888888889)","(81.0, 120.0, 98.57142857142857)","(3.6, 4.4, 4.330718954248367)","(71.0, 90.0, 80.0)","(21.0, 30.0, 27.5)","(6.5, 11.0, 9.74)"
10-01-2023 21:35:45.679378,"(5.5, 6.0, 5.707894736842105)","(51.0, 70.0, 65.0)","(11.0, 16.0, 15.483870967741936)","(3.7, 5.6, 5.024)","(5.0, 8.8, 8.228571428571428)","(81.0, 120.0, 98.57142857142857)","(3.6, 4.4, 4.306172839506173)","(71.0, 90.0, 76.66666666666667)","(21.0, 30.0, 27.5)","(6.5, 11.0, 9.6)"
10-01-2023 21:35:46.821023,"(5.0, 6.0, 5.710714285714286)","(51.0, 60.0, 55.23809523809524)","(12.0, 15.5, 15.222222222222221)","(4.0, 5.6, 5.3025)","(5.5, 8.4, 6.79)","(71.0, 120.0, 98.57142857142857)","(3.6, 4.4, 4.306172839506173)","(61.0, 90.0, 76.66666666666667)","(21.0, 30.0, 27.5)","(6.5, 10.0, 9.0)"
10-01-2023 21:35:47.995646,"(5.0, 6.0, 5.7176470588235295)","(51.0, 60.0, 51.785714285714285)","(12.0, 15.5, 15.222222222222221)","(4.0, 5.6, 5.335555555555556)","(5.5, 6.8, 7.6)","(71.0, 120.0, 98.57142857142857)","(3.6, 4.4, 4.306024096385542)","(61.0, 90.0, 78.0)","(21.0, 30.0, 27.5)","(6.5, 10.0, 9.3)"
10-01-2023 21:35:49.244981,"(5.0, 5.6, 5.317948717948718)","(51.0, 60.0, 52.0)","(12.0, 15.5, 15.222222222222221)","(4.0, 5.6, 5.335555555555556)","(5.5, 8.4, 7.661538461538462)","(71.0, 120.0, 98.57142857142857)","(3.6, 4.4, 4.304878048780488)","(61.0, 90.0, 78.0)","(21.0, 30.0, 27.5)","(6.5, 10.0, 9.538461538461538)"
10-01-2023 21:35:50.494000,"(5.0, 5.6, 5.302702702702702)","(51.0, 60.0, 52.0)","(12.0, 15.5, 15.222222222222221)","(4.0, 5.6, 5.175)","(5.5, 8.4, 7.978947368421053)","(71.0, 120.0, 98.57142857142857)","(3.6, 4.4, 4.304878048780488)","(61.0, 90.0, 78.0)","(21.0, 30.0, 27.5)","(6.5, 10.0, 9.5)"
10-01-2023 21:35:51.739168,"(5.0, 5.6, 5.302714932126697)","(51.0, 60.0, 51.785714285714285)","(12.0, 15.5, 14.275)","(4.0, 5.6, 5.196153846153846)","(5.5, 8.4, 7.4)","(71.0, 120.0, 106.53846153846155)","(3.6, 4.4, 4.305)","(61.0, 90.0, 116.5625)","(21.0, 30.0, 27.5)","(6.5, 10.0, 9.6)"
10-01-2023 21:35:52.944895,"(5.0, 5.6, 5.302714932126697)","(51.0, 60.0, 51.785714285714285)","(12.0, 14.5, 14.275)","(4.0, 5.6, 5.196153846153846)","(5.5, 8.4, 7.4)","(71.0, 120.0, 106.53846153846155)","(3.6, 4.4, 4.308510638297872)","(61.0, 120.0, 116.5625)","(21.0, 30.0, 27.5)","(6.5, 10.0, 9.33)"
10-01-2023 21:35:54.113201,"(5.0, 5.6, 5.131645569620253)","(51.0, 60.0, 51.785714285714285)","(12.0, 14.5, 14.255813953488373)","(4.0, 5.5, 5.476190476190476)","(5.5, 8.4, 7.4)","(71.0, 120.0, 106.53846153846155)","(3.6, 4.4, 4.308510638297872)","(61.0, 120.0, 116.5625)","(21.0, 30.0, 27.5)","(6.5, 10.5, 9.33)"
10-01-2023 21:35:55.289185,"(5.0, 5.5, 5.407692307692308)","(51.0, 60.0, 52.06896551724138)","(12.0, 14.0, 13.10344827586207)","(4.0, 5.6, 5.247058823529412)","(5.5, 8.4, 7.622222222222223)","(71.0, 120.0, 108.33333333333334)","(3.6, 4.3, 4.228985507246377)","(61.0, 120.0, 116.94444444444444)","(21.0, 30.0, 26.5)","(6.5, 10.5, 10.305)"
10-01-2023 21:35:56.482034,"(5.0, 5.5, 5.35)","(51.0, 60.0, 52.06896551724138)","(12.0, 14.0, 13.121212121212121)","(4.0, 5.7, 5.3)","(5.5, 8.4, 7.959999999999999)","(71.0, 120.0, 106.875)","(3.6, 4.3, 4.104)","(61.0, 120.0, 116.94444444444444)","(21.0, 30.0, 26.363636363636363)","(6.5, 10.5, 10.305)"
10-01-2023 21:35:57.653263,"(5.0, 5.5, 5.3)","(51.0, 60.0, 51.785714285714285)","(12.0, 14.0, 13.064516129032258)","(4.0, 5.6, 5.3)","(5.5, 8.2, 7.959999999999999)","(71.0, 120.0, 106.875)","(3.6, 4.2, 4.104)","(61.0, 120.0, 110.0)","(21.0, 30.0, 26.5)","(6.5, 10.5, 10.05)"
10-01-2023 21:35:58.853343,"(5.0, 5.5, 5.453846153846154)","(51.0, 55.0, 53.8)","(12.0, 14.0, 13.30952380952381)","(4.0, 5.6, 5.531428571428571)","(5.5, 8.2, 7.485714285714286)","(71.0, 120.0, 102.0)","(3.6, 4.2, 4.035087719298246)","(61.0, 120.0, 103.33333333333334)","(21.0, 29.0, 26.1875)","(6.5, 10.5, 10.569230769230769)"
10-01-2023 21:36:00.039466,"(5.0, 5.5, 5.461290322580645)","(51.0, 55.0, 52.5)","(12.0, 14.0, 13.30952380952381)","(4.0, 5.6, 5.531428571428571)","(5.5, 8.2, 8.083720930232557)","(71.0, 120.0, 102.0)","(3.6, 4.1, 4.037037037037037)","(61.0, 120.0, 102.0)","(21.0, 29.0, 26.1875)","(6.5, 11.0, 9.911111111111111)"
10-01-2023 21:36:01.299797,"(5.0, 5.5, 5.366666666666666)","(51.0, 55.0, 52.1578947368421)","(12.0, 14.0, 13.333333333333334)","(4.0, 5.6, 5.5249999999999995)","(5.5, 8.2, 8.200000000000001)","(71.0, 120.0, 93.33333333333333)","(3.6, 4.1, 3.94)","(61.0, 110.0, 102.0)","(21.0, 29.0, 26.22222222222222)","(6.5, 11.0, 10.657142857142857)"
10-01-2023 21:36:02.577905,"(5.0, 5.5, 5.42)","(51.0, 55.0, 53.3125)","(12.0, 14.0, 13.333333333333334)","(4.0, 5.6, 5.5249999999999995)","(5.5, 8.4, 8.200000000000001)","(71.0, 110.0, 93.33333333333333)","(3.6, 4.1, 3.922222222222222)","(61.0, 110.0, 102.0)","(21.0, 29.0, 27.333333333333332)","(6.5, 11.0, 10.838461538461539)"
10-01-2023 21:36:03.793640,"(5.0, 5.5, 5.48)","(51.0, 55.0, 53.3125)","(12.0, 14.0, 13.928571428571429)","(4.0, 5.6, 5.52)","(5.5, 8.2, 7.961290322580645)","(71.0, 110.0, 93.33333333333333)","(3.6, 4.1, 3.922222222222222)","(61.0, 110.0, 96.66666666666667)","(21.0, 29.0, 27.333333333333332)","(6.5, 11.0, 10.838461538461539)"
10-01-2023 21:36:05.047133,"(5.0, 5.5, 5.48)","(51.0, 55.0, 49.46666666666667)","(12.0, 14.0, 13.928571428571429)","(4.0, 5.6, 5.52)","(5.5, 8.0, 7.976470588235294)","(71.0, 110.0, 93.33333333333333)","(3.6, 4.1, 4.028358208955224)","(61.0, 100.0, 98.33333333333333)","(21.0, 29.0, 28.0)","(6.5, 11.0, 10.788235294117648)"
10-01-2023 21:36:06.227964,"(5.0, 5.6, 5.333149171270718)","(51.0, 50.0, 49.46666666666667)","(12.0, 14.0, 13.928571428571429)","(4.0, 5.6, 5.52)","(5.5, 8.0, 7.952)","(71.0, 110.0, 97.5)","(3.6, 4.1, 4.028358208955224)","(61.0, 110.0, 91.66666666666667)","(21.0, 32.0, 26.0)","(6.5, 11.0, 10.788235294117648)"
10-01-2023 21:36:07.463669,"(5.0, 5.6, 5.333149171270718)","(51.0, 50.0, 49.38461538461539)","(12.0, 14.0, 13.681818181818182)","(4.0, 5.6, 5.359999999999999)","(5.5, 8.0, 7.952)","(71.0, 100.0, 95.71428571428571)","(3.6, 4.1, 4.028358208955224)","(61.0, 100.0, 91.66666666666667)","(21.0, 30.0, 26.0)","(6.5, 11.0, 10.82)"
10-01-2023 21:36:08.683644,"(5.0, 5.6, 5.333149171270718)","(51.0, 55.0, 54.25)","(12.0, 14.5, 13.681818181818182)","(4.0, 5.6, 5.172727272727273)","(5.5, 8.0, 7.952)","(71.0, 100.0, 95.71428571428571)","(3.6, 4.1, 4.028358208955224)","(61.0, 100.0, 76.36363636363636)","(21.0, 30.0, 27.0)","(6.5, 11.0, 10.571428571428571)"
10-01-2023 21:36:09.891941,"(5.0, 5.6, 5.333149171270718)","(51.0, 55.0, 54.25)","(12.0, 14.5, 13.681818181818182)","(4.0, 5.5, 5.1000000000000005)","(5.5, 8.0, 7.952)","(71.0, 100.0, 95.71428571428571)","(3.6, 4.1, 4.0284615384615385)","(61.0, 90.0, 76.36363636363636)","(21.0, 30.0, 27.0)","(6.5, 11.0, 10.823529411764707)"
10-01-2023 21:36:11.157991,"(5.0, 5.6, 5.334615384615384)","(51.0, 55.0, 54.25)","(12.0, 14.5, 13.954545454545455)","(4.0, 5.5, 5.140000000000001)","(5.5, 8.0, 7.963636363636364)","(71.0, 100.0, 97.6923076923077)","(3.6, 4.1, 4.018421052631579)","(61.0, 90.0, 74.0)","(21.0, 30.0, 27.0)","(6.5, 11.0, 9.95)"
10-01-2023 21:36:12.432490,"(5.0, 5.6, 5.330167597765363)","(51.0, 50.0, 49.38461538461539)","(12.0, 15.0, 15.55)","(4.0, 5.5, 5.140000000000001)","(5.5, 8.0, 7.978947368421053)","(71.0, 100.0, 93.87096774193549)","(3.6, 4.1, 4.010576923076923)","(61.0, 90.0, 76.36363636363636)","(21.0, 30.0, 30.4)","(6.5, 10.0, 9.942857142857143)"
10-01-2023 21:36:13.641578,"(5.0, 5.6, 5.411695906432749)","(51.0, 50.0, 49.38461538461539)","(12.0, 16.0, 15.55)","(4.0, 5.5, 5.140000000000001)","(5.5, 8.0, 7.95)","(71.0, 110.0, 93.87096774193549)","(3.6, 4.1, 4.010576923076923)","(61.0, 90.0, 76.36363636363636)","(21.0, 32.0, 30.4)","(6.5, 10.0, 10.719999999999999)"
10-01-2023 21:36:14.918117,"(5.0, 5.6, 5.426881720430107)","(51.0, 50.0, 49.38461538461539)","(12.0, 16.0, 15.8125)","(4.0, 5.5, 5.0200000000000005)","(5.5, 8.0, 7.95)","(71.0, 110.0, 93.87096774193549)","(3.6, 4.1, 4.010576923076923)","(61.0, 90.0, 76.36363636363636)","(21.0, 32.0, 30.4)","(6.5, 11.0, 10.485714285714286)"
10-01-2023 21:36:16.223848,"(5.0, 5.6, 5.408333333333333)","(51.0, 50.0, 49.38461538461539)","(12.0, 16.0, 15.8125)","(4.0, 5.5, 4.966666666666667)","(5.5, 8.0, 7.054545454545455)","(71.0, 110.0, 93.87096774193549)","(3.6, 4.1, 4.030487804878049)","(61.0, 90.0, 76.36363636363636)","(21.0, 32.0, 30.4)","(6.5, 11.0, 10.485714285714286)"
10-01-2023 21:36:17.510196,"(5.0, 5.6, 5.408333333333333)","(51.0, 50.0, 49.2)","(12.0, 16.0, 15.775)","(4.0, 5.5, 4.937837837837838)","(5.5, 7.2, 6.986666666666666)","(71.0, 110.0, 91.81818181818181)","(3.6, 4.1, 4.005)","(61.0, 90.0, 76.36363636363636)","(21.0, 32.0, 23.545454545454547)","(6.5, 11.0, 10.280000000000001)"
10-01-2023 21:36:18.714532,"(5.0, 5.6, 5.408333333333333)","(51.0, 50.0, 49.2)","(12.0, 16.0, 15.608695652173914)","(4.0, 5.5, 5.993043478260869)","(5.5, 7.2, 7.64)","(71.0, 110.0, 95.0)","(3.6, 4.1, 4.005)","(61.0, 90.0, 74.0)","(21.0, 29.0, 24.333333333333332)","(6.5, 11.0, 10.100000000000001)"
10-01-2023 21:36:19.970415,"(5.0, 5.5, 5.366666666666666)","(41.0, 50.0, 48.0)","(12.0, 16.0, 15.625)","(4.0, 6.0, 5.982716049382716)","(5.5, 8.0, 7.733333333333333)","(71.0, 100.0, 91.81818181818181)","(3.5, 4.1, 3.8892857142857142)","(71.0, 90.0, 76.66666666666667)","(21.0, 27.0, 24.916666666666664)","(6.5, 11.0, 10.100000000000001)"
10-01-2023 21:36:21.247279,"(5.0, 5.6, 5.307272727272727)","(41.0, 50.0, 48.0)","(12.0, 16.0, 15.625)","(4.0, 6.0, 5.992207792207792)","(5.5, 8.0, 7.733333333333333)","(71.0, 110.0, 96.95652173913044)","(3.5, 3.9, 3.966666666666667)","(71.0, 90.0, 74.34782608695652)","(21.0, 26.0, 23.666666666666668)","(6.5, 11.0, 10.100000000000001)"
10-01-2023 21:36:22.499321,"(5.0, 5.6, 5.307272727272727)","(41.0, 50.0, 48.0)","(12.0, 16.0, 15.625)","(4.0, 6.0, 6.089108910891089)","(5.5, 8.0, 7.733333333333333)","(71.0, 110.0, 96.95652173913044)","(3.5, 4.2, 4.083333333333334)","(71.0, 90.0, 74.34782608695652)","(21.0, 27.0, 23.666666666666668)","(6.5, 11.0, 10.100000000000001)"
10-01-2023 21:36:23.813747,"(5.0, 5.6, 5.307272727272727)","(41.0, 50.0, 49.5)","(12.0, 16.0, 15.785714285714285)","(4.0, 6.2, 6.101030927835051)","(5.5, 8.0, 7.733333333333333)","(71.0, 110.0, 96.95652173913044)","(3.5, 4.2, 4.083333333333334)","(71.0, 90.0, 80.71428571428571)","(21.0, 27.0, 24.142857142857142)","(6.5, 11.0, 10.100000000000001)"
10-01-2023 21:36:25.135606,"(5.0, 5.6, 5.307272727272727)","(41.0, 50.0, 49.5)","(12.0, 16.0, 15.785714285714285)","(4.0, 6.2, 6.101030927835051)","(5.5, 8.0, 7.733333333333333)","(71.0, 110.0, 96.95652173913044)","(3.5, 4.2, 4.083333333333334)","(71.0, 85.0, 80.71428571428571)","(21.0, 26.0, 22.714285714285715)","(6.5, 11.0, 10.533333333333333)"
10-01-2023 21:36:26.432356,"(5.0, 5.3, 5.233333333333333)","(41.0, 50.0, 49.5)","(12.0, 16.0, 14.973684210526315)","(4.0, 6.2, 6.101030927835051)","(5.5, 8.0, 7.964705882352941)","(71.0, 110.0, 96.95652173913044)","(3.5, 4.2, 4.139130434782609)","(71.0, 85.0, 80.71428571428571)","(21.0, 24.0, 22.0)","(6.5, 11.0, 10.280000000000001)"
10-01-2023 21:36:27.651967,"(5.0, 5.3, 5.222727272727273)","(41.0, 55.0, 54.08333333333333)","(12.0, 15.0, 14.977272727272727)","(4.0, 6.2, 6.101030927835051)","(5.5, 8.0, 7.964705882352941)","(71.0, 110.0, 96.95652173913044)","(3.5, 4.2, 4.139130434782609)","(71.0, 85.0, 80.71428571428571)","(21.0, 24.0, 22.0)","(6.5, 11.0, 10.280000000000001)"
10-01-2023 21:36:28.911436,"(5.0, 5.2, 5.011111111111111)","(41.0, 55.0, 53.2)","(12.0, 15.0, 14.977272727272727)","(4.0, 6.2, 6.542168674698795)","(5.5, 8.0, 7.964705882352941)","(71.0, 110.0, 94.61538461538461)","(3.5, 4.2, 4.15483870967742)","(71.0, 85.0, 59.375)","(21.0, 24.0, 22.0)","(6.5, 11.0, 10.280000000000001)"
10-01-2023 21:36:30.187561,"(4.8, 5.2, 5.011111111111111)","(31.0, 55.0, 53.2)","(12.0, 15.0, 14.977272727272727)","(4.4, 6.6, 6.542168674698795)","(5.5, 8.0, 7.964705882352941)","(71.0, 110.0, 97.5)","(3.5, 4.2, 4.15483870967742)","(71.0, 65.0, 71.66666666666667)","(20.0, 24.0, 22.0)","(6.5, 11.0, 10.280000000000001)"
10-01-2023 21:36:31.452513,"(4.8, 5.2, 5.011111111111111)","(31.0, 50.0, 48.666666666666664)","(12.0, 15.0, 14.977272727272727)","(4.4, 6.4, 6.38032786885246)","(5.5, 8.0, 7.964705882352941)","(71.0, 100.0, 97.5)","(3.5, 4.2, 4.15483870967742)","(71.0, 80.0, 65.0)","(20.0, 24.0, 21.5)","(6.5, 11.0, 10.280000000000001)"
10-01-2023 21:36:32.717846,"(4.8, 5.2, 5.011111111111111)","(31.0, 50.0, 48.666666666666664)","(12.0, 15.0, 14.977272727272727)","(4.4, 6.4, 6.363636363636364)","(5.5, 8.0, 7.952941176470588)","(71.0, 100.0, 97.5)","(3.5, 4.2, 4.15483870967742)","(71.0, 75.0, 65.0)","(20.0, 23.0, 21.285714285714285)","(6.5, 11.0, 10.533333333333333)"
10-01-2023 21:36:33.973468,"(4.8, 5.5, 5.325)","(31.0, 50.0, 48.666666666666664)","(12.0, 15.0, 14.977272727272727)","(4.4, 6.4, 6.380000000000001)","(5.5, 8.0, 7.885714285714286)","(71.0, 100.0, 97.5)","(3.5, 4.2, 4.15483870967742)","(71.0, 75.0, 65.0)","(20.0, 22.0, 21.285714285714285)","(6.5, 11.0, 10.533333333333333)"
10-01-2023 21:36:35.254992,"(4.8, 5.5, 5.0625)","(31.0, 50.0, 48.8)","(12.0, 15.0, 14.973684210526315)","(4.4, 6.4, 6.380000000000001)","(5.5, 8.0, 7.857142857142857)","(71.0, 100.0, 97.5)","(3.5, 4.2, 4.1000000000000005)","(71.0, 75.0, 65.0)","(20.0, 22.0, 22.125)","(6.5, 11.0, 10.16)"
10-01-2023 21:36:36.620354,"(4.8, 4.9, 4.669230769230769)","(31.0, 50.0, 48.666666666666664)","(12.0, 15.0, 14.977272727272727)","(4.4, 6.4, 6.24)","(5.5, 8.0, 7.857142857142857)","(71.0, 100.0, 97.5)","(3.5, 4.2, 4.12)","(71.0, 75.0, 65.0)","(20.0, 23.0, 22.0)","(6.5, 11.0, 10.16)"
10-01-2023 21:36:37.887507,"(4.8, 5.5, 5.275)","(31.0, 50.0, 48.666666666666664)","(12.0, 15.0, 14.973684210526315)","(4.4, 6.4, 6.34)","(5.5, 8.0, 7.7)","(71.0, 100.0, 97.5)","(3.5, 4.2, 3.8725806451612903)","(71.0, 75.0, 67.5)","(20.0, 23.0, 24.214285714285715)","(6.5, 11.0, 10.16)"
10-01-2023 21:36:39.130427,"(4.8, 5.4, 5.050000000000001)","(31.0, 50.0, 48.8)","(12.0, 15.0, 14.866666666666667)","(4.4, 6.4, 6.34)","(5.5, 8.0, 7.7)","(71.0, 100.0, 97.5)","(3.5, 4.2, 3.8725806451612903)","(51.0, 75.0, 67.5)","(20.0, 25.0, 22.0)","(6.5, 11.0, 10.0)"
10-01-2023 21:36:40.426706,"(4.8, 5.4, 5.0)","(31.0, 50.0, 48.8)","(12.0, 15.0, 14.875)","(4.4, 6.4, 6.24)","(5.5, 8.0, 7.857142857142857)","(71.0, 110.0, 97.5)","(3.5, 4.2, 3.8725806451612903)","(51.0, 75.0, 67.5)","(20.0, 24.0, 23.692307692307693)","(6.5, 11.0, 10.0)"
